,2021-12-31,美年大健康产业控股股份有限公司 关于2021年员工持股计划完成股票 购买的公告,证券时报
3951,2018-06-07,CFi收盘揭秘:成交量制约指数上行 调整在即谨慎为上,中财网
3952,2018-06-07,msci中国a股指数名单:茅台市值破万亿 76只msci成份股月内吸金近70亿,证券日报
3953,2018-06-07,美年健康与中国性艾协会签订凉山州艾滋病防控合作协议,南方财富网
3954,2018-06-07,茅台市值突破万亿 76只MSCI成份股月内吸金近70亿,证券日报
3955,2018-06-06,生物医药行业投资策略：拥抱创新、紧抓龙头,中财网
3956,2018-06-06,"医药生物行业周报:行情波动加剧,关注质优标的",浙商证券
3957,2018-06-05,医药股走势强劲 关注四类股投资机会,证券时报网
3958,2018-06-05,恒瑞医药大涨8%股价创历史新高 成首只市值超3000亿元医药股,中财网
3959,2018-06-05,五大券商周三看好6板块34股,证券之星
3960,2018-06-05,6月5日早间行业热点聚焦,中证网
3961,2018-06-04,中报业绩预计翻倍股揭秘，7股有望增超十倍，股价表现却有喜有忧,中财网
3962,2018-06-04,[增持评级]医药与健康护理行业月报：分化加剧中寻找确定性支撑,中财网
3963,2018-06-04,深度*行业*医药行业周报：短期规避系统性风险 中长期不改行业上涨逻辑,中财网
3964,2018-06-04,[推荐评级]医药行业周报：市场震荡调整 看好优质标的可持续成长性,中财网
3965,2018-06-04,[强于大市评级]医药行业周报：医药指数波动 不改2018年医药牛市,中财网
3966,2018-06-03,104家公司净利预增超100%，330家预喜公司业绩持续增长,证券时报网
3967,2018-06-01,从中报预告淘金医药新牛股,红周刊
3968,2018-06-01,创业板指跌近2% 证券等少数板块上涨,股城网
3969,2018-06-01,CFi收盘揭秘:市场做多情绪不足 沪指创业板分化明显,中财网
3970,2018-06-01,今日午评：入摩还是入魔？ 指数弱势格局并未改变,中财网
3971,2018-06-01,78家医药生物公司披露中报预告 4家亏损2家首亏,证券日报
3972,2018-05-31,国金策略李立峰：市场有望先抑后扬 推荐金融、二三线消费,国金证券
3973,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
3974,2018-05-31,医疗股大跌原因找到了，可以低吸这些龙头！,和讯
3975,2018-05-30,医链科技召开“MBFA医疗区块链金融联盟”成立发布会,金融界
3976,2018-05-30,和信投顾：当前股票市场多空因素分析,中金在线
3977,2018-05-30,包钢股份未来三个月两市 解禁规模近万亿元,广州日报
3978,2018-05-29,6月123只个股限售股面临解禁 未来三个月两市解禁规模近万亿元,中证网
3979,2018-05-29,包钢股份近百亿股限售股解禁 收盘价创年内新低,股城网
3980,2018-05-28,限售股解禁！这只千亿市值股票跌停 还有这些股面临考验,证券时报网
3981,2018-05-28,药品注册审评审批优化 利好创新药公司,中证报
3982,2018-05-28,[强于大市评级]医药行业周报：看好医药板块 持续推荐疫苗板块及蓝帆医疗,中财网
3983,2018-05-28,"医药行业周观点:医药行业估值仍低于历史平均水平,上市公司业绩持续好转,医药行业仍具备上涨空间",东吴证券
3984,2018-05-25,从中报预告淘金医药新牛股,红周刊
3985,2018-05-25,政策助力叠加高景气度 互联网医疗投资价值显现,中证网
3986,2018-05-25,2018或成医疗信息化大年 7只互联网医疗股被集体推荐,证券日报
3987,2018-05-24,[买入评级]智飞生物(300122)：九价HPV成功批签发 上市进程再超预期,中财网
3988,2018-05-22,[看好评级]医药生物行业周报：持续关注绩优龙头和创新药相关企业,中财网
3989,2018-05-22,医疗保健行业动态：高估值下板块波动加大 确定性依然是核心,中财网
3990,2018-05-22,沪指站稳3200，又有利好传来，机构已经行动,Wind
3991,2018-05-22,医药生物 知识产权保护有望加强 创新药价值提升,投资快报
3992,2018-05-22,"医药行业周报:持续看好医药板块,推荐疫苗板块及蓝帆医疗",西南证券
3993,2018-05-21,“入摩”名单重磅发布 医药股或成最大赢家,金融界
3994,2018-05-21,逾千上市公司公布2018年中报预告 谁在翻市场底牌,中证报
3995,2018-05-21,政策红利释放预期强烈 关注优质环保龙头,中证网
3996,2018-05-21,后期配置把握三大主线：,国元证券订阅号
3997,2018-05-21,【太平洋证券?今日早读】医药行业点评|策略-估值跟踪：通胀预期兑现中|必康股份公司点评|中航资本深度报告（20180521）,太平洋证券研究
3998,2018-05-21,逾千份中报预告出炉，部分资金率先挺进绩优股“无人区”,中证报
3999,2018-05-21,逾千份中报预告出炉 谁在翻市场底牌,中证报
4000,2018-05-21,"医药行业每周观点:从三个方向继续深挖医药投资机会,重点推荐万孚生物、葵花药业等优质标的",安信证券
4001,2018-05-21,"医药行业周观点:短暂波动不改医药行业以业绩为基础,以长期逻辑为空间的慢牛行情",东吴证券
4002,2018-05-20,医疗保健：继续看好进入兑现期的创新药板块 荐8股,中泰证券
4003,2018-05-20,医疗保健：从三个方向继续深挖医药投资机会 荐7股,安信证券
4004,2018-05-19,安信证券：医药板块进入牛市,顶尖财经网
4005,2018-05-17,你敢信？这些股票已默默大涨超50% 这个行业成为慢牛集中营,证券时报网
4006,2018-05-17,政策“吹暖”医药股 医药基金该怎么选？,新浪
4007,2018-05-17,5月17日涨停板预测：关注涨价概念及环保板块,网易
4008,2018-05-16,[强于大市评级]部分医药个股纳入MSCI点评(医药生物行业)：医药部分个股纳入MSCI 看好长期价值,中财网
4009,2018-05-16,医药板块业绩进入兑现期 两股或迎来主升,中财网
4010,2018-05-16,5月16日券商晨会研报汇编,证券日报
4011,2018-05-16,上市后年复合增长率超20%的MSCI成份股 只有26只！（附名单）,中财网
4012,2018-05-16,两只MSCI国际通ETF上市 个人和险资认购积极,证券时报网
4013,2018-05-16,A股修复反弹行情仍未结束 内需主题持续升温,股城网
4014,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
4015,2018-05-16,A股最新入围MSCI名单出炉 37只潜力股获机构力荐,证券日报
4016,2018-05-15,234只MSCI成分股的正确打开方式——道达投资手记,每日经济新闻
4017,2018-05-15,美年大健康布局骨科服务 大数据撬动上下游业务延伸,21世纪经济报道
4018,2018-05-15,[看好评级]医药生物行业周报：海外创新药陆续进入国内 创新大势不减,中财网
4019,2018-05-15,最新MSCI成分股今年以来表现如何：片仔癀大涨61%居首，新华保险跌33%排末尾,每日经济新闻
4020,2018-05-15,【医药*全铭团队】医药指数年初至今涨幅10.2%，“去芜存菁，慢牛行情”刚起步，此时医药更具备投资价值,东吴研究所
4021,2018-05-15,【东吴晨报0515】【行业】环保、医药【个股】卫士通、高能环境,东吴研究所
4022,2018-05-15,756家公司上半年业绩预喜，钢铁煤炭等行业景气度高,中证报
4023,2018-05-14,沪深上市公司18年5月14日晚间上市公司重要公告,全景网
4024,2018-05-14,晚间重要公告2018年5月14日星期一,--
4025,2018-05-14,美年健康：与唯医、大象医生合作,e公司
4026,2018-05-14,[推荐评级]医药行业周报：医药长线成长性不变 关注细分领域政策利好,中财网
4027,2018-05-14,美年阿里“双高风险”AI天池大赛，复赛在即！,飞象网
4028,2018-05-14,[强于大市评级]医药行业周报：医药行业牛市趋势不改 调整即是买入良机,中财网
4029,2018-05-14,医疗保健行业动态：估值高位 波动加大 但趋势依然向好,中财网
4030,2018-05-14,【太平洋证券 今日早读】医药行业点评|固收：4月货币金融数据、通胀数据点评|非银、机械行业点评（20180514）,太平洋证券研究
4031,2018-05-12,AI医疗落地方式明晰，阿里从技术和应用场景两端发力,经济观察网
4032,2018-05-11,这一行业，十年金身不破，机构争相推荐,--
4033,2018-05-11,美年大健康冠名高铁提升品牌影响力 为国人构筑大健康蓝图,DoNews
4034,2018-05-11,[推荐评级]医药行业2017年年报暨2018年一季报综述：一季度业绩快速增长 政策力促行业长期发展,中财网
4035,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
4036,2018-05-11,[买入评级]美年健康(002044)季报点评：淡季”不淡” 体检龙头品牌价值渐显,中财网
4037,2018-05-11,133家药企员工年薪超10万元 安迪苏人均工资秒杀行业,证券日报
4038,2018-05-11,5月11日早间行业热点聚焦,中证网
4039,2018-05-10,[看好评级]医药生物行业周报：行业政策落地持续推进,中财网
4040,2018-05-09,东吴医药行业周观点：HPV 9价疫苗8天评审通过、抗癌药物大幅减税 从研发评审到支付优惠 政策全面鼓励药品创新,中财网
4041,2018-05-09,[推荐评级]医药生物行业2018年一季报和2017年业绩回顾：板块增速回升 关注优质白马及高成长个股,中财网
4042,2018-05-09,[推荐评级]医药行业周报：继续看好 建议加配二线细分龙头,中财网
4043,2018-05-09,只需7个一字板 药明康德市值将比肩华大基因,网易
4044,2018-05-08,股民要收藏！外资、社保、证金、汇金的最新重仓股曝光,中财网
4045,2018-05-08,大数据助力 美年健康联手诺华制药构建疾病预防诊疗闭环,21世纪经济报道
4046,2018-05-08,[强于大市评级]医药行业周报：中美贸易摩擦持续看好医药牛市 推荐智飞生物、康泰生物、贝瑞基因等,中财网
4047,2018-05-08,[增持评级]联讯医药行业2017年报及2018Q1季报总结：行业整体扣非净利增速下降 业绩明显分化下关注结构性机会,中财网
4048,2018-05-08,公募基金今年忙着“吃药” 医药基金该怎么选,北京晚报
4049,2018-05-08,医药板块持续活跃近10股涨停 新光药业6天5板领衔,金融界
4050,2018-05-08,[增持评级]医药与健康护理行业月报：积极拥抱医药 业绩、估值与政策叠加共振,中财网
4051,2018-05-08,中小板逾七成公司半年报预喜 131家公司预计业绩可翻番,投资快报
4052,2018-05-08,利好共振激活健康中国板块 机构新进增持15只概念股,证券日报
4053,2018-05-07,[强于大市评级]医药行业2017年年报及2018年一季报总结：18Q1业绩加速明显 支持医药板块持续牛市,中财网
4054,2018-05-07,[看好评级]医药生物行业周报：降价控费再下一城 政策落地提速,中财网
4055,2018-05-07,[强于大市评级]医药生物行业研究周报：医药浪潮有望填平低估洼地 消费升级盛夏高潮迭起,中财网
4056,2018-05-07,医药生物行业：全行业景气度回升继续推荐优质成长股,顶尖财经网
4057,2018-05-07,申万宏源：医药生物全行业景气度回升,中证网
4058,2018-05-07,中小板公司业绩稳步提升,新金融观察
4059,2018-05-07,A股情报局：金牌策略分析师们为何翻多A股？,腾讯网
4060,2018-05-07,医药股中报逾七成预喜 机构提前布局绩优股,投资快报
4061,2018-05-04,爱康国宾转投阿里系 私有化后再掀体检业烽火,财经网
4062,2018-05-04,"美年健康:淡季促销成效显著,一季度减亏明显,中报业绩预告大幅增长",正点财经
4063,2018-05-03,数据王：医药行业业绩喜人15只个股创出历史新高,巨丰财经
4064,2018-05-03,美年健康和诺华探索全病程管理与数字化医疗,亿邦动力
4065,2018-05-03,美年健康与诺华制药（中国）签署战略合作协议,财经网
4066,2018-05-03,美年健康今日大宗交易成交220.29万股，成交价27.23元折价2.68%,Wind资讯
4067,2018-05-03,深圳证券市场大宗交易公开信息(2018年05月03日),顶尖财经网
4068,2018-05-03,今日午评：聪明资金精准抄底 午后或集体大反攻？,中财网
4069,2018-05-03,从基金重仓视角聊聊医药股的机会,中金在线
4070,2018-05-03,78家药企预告中报业绩，逾七成报喜,Wind
4071,2018-05-02,社保基金一季度新进109只个股 持有农业银行18个季度浮盈87亿元,证券日报
4072,2018-05-02,行情太沉闷？那是你没看到亮点：这类股已走出3个月翻倍的牛市行情（名单）！,每日经济新闻
4073,2018-05-02,美年健康：与诺华制药战略合作数字化医疗,e公司
4074,2018-05-02,78家药企预告中报业绩 逾7成报喜 这些行业增长强劲,e公司
4075,2018-05-02,医疗保健行业热点速评：互联网医疗+肿瘤降税 政策频出利好医药板块,中财网
4076,2018-05-02,中金医药月度7+5组合：5月组合,中财网
4077,2018-05-02,美年健康:持续产业链纵深布局,西南证券
4078,2018-05-02,医药医疗股延续强势 博晖创新等多股涨停,证券时报网
4079,2018-05-02,1099份中报预告近七成预喜 152家公司业绩有望翻番,投资快报
