,2021-12-31,恒力石化(600346.SH)尚未开始实施回购,智通财经
4211,2018-03-20,"基础化工行业周报:液碱、制冷剂行情延续,甲醇、尿素触底反弹",光大证券
4212,2018-03-20,"化工行业周报:甲醇和烧碱涨幅居前,涤纶长丝价差进一步扩大",浙商证券
4213,2018-03-19,华创证券化工产品价格数据周报20180318,中财网
4214,2018-03-19,[买入评级]恒力股份(600346)年报点评：备考业绩靓丽 加速布局完善产业链,中财网
4215,2018-03-19,[看好评级]2018年3月国际原油月报跟踪点评：需求向好 推动市场再平衡,中财网
4216,2018-03-19,基础化工行业3月份投资策略：关注1季报行情，新能源汽车政策超出预期,国信研究
4217,2018-03-18,化工：甲醇市场强势反弹 荐4股,安信证券
4218,2018-03-17,深交所报告揭炒股机密 布局这些股,证券时报
4219,2018-03-16,[推荐评级]恒力股份(600346)年报点评：业绩增长超45% 看好PTA和大炼化业务,中财网
4220,2018-03-16,[增持评级]石化行业深度研究：PTA：上游产能扩张、下游消费稳增 行业景气度提升,中财网
4221,2018-03-16,238份年报揭示机构新动向 新进与增持53股,证券日报
4222,2018-03-16,238份年报揭示三机构投资动向 新进与增持53只个股,证券日报
4223,2018-03-15,【化工】恒力股份(600346)：年报超预期，18年向炼化一体化迈进,中信建投证券研究
4224,2018-03-15,【华泰证券研究所】每日晨会启明星20180315,华泰证券研究所
4225,2018-03-14,周四A股市场具备布局潜力个股：恒力股份等五只股,中证报
4226,2018-03-14,今日资金抢入六只强势股一览（3月14日）,中财网
4227,2018-03-14,申万石油化工】恒力股份（600346）年报点评： 17年业绩增长靓丽，看好后续PTA业绩弹性以及上下游产业链布局,微信
4228,2018-03-14,"化工行业:制冷剂、烧碱涨价,持续关注优质细分子行业龙头",上海证券
4229,2018-03-13,[看好评级]化工行业周报：烧碱和丙烯酸涨幅居前 涤纶长丝价差扩大,中财网
4230,2018-03-13,恒力股份：看好后续PTA业绩弹性以及上下游产业链布局 买入评级,申万宏源
4231,2018-03-13,[增持评级]2018年春季石化行业投资策略：正在到来的油气新时代：油价温和复苏的2018年,中财网
4232,2018-03-13,【太平洋化工杨伟团队】恒力股份：备考业绩靓丽，加速布局完善产业链,太平洋化工
4233,2018-03-13,【天风Morning Call】晨会集萃20180313,天风研究
4234,2018-03-13,"基础化工行业:染料偏强运行,制冷剂行情将延续",光大证券
4235,2018-03-13,"恒力股份年报点评:聚酯产业链回暖,静待PTA和大炼化业绩释放",国海证券
4236,2018-03-12,周二最具投资价值六大牛股一览（2018年3月12日）,中财网
4237,2018-03-12,华创证券化工产品价格数据周报20180311,中财网
4238,2018-03-12,[增持评级]2月原油成品油进出口数据分析：2月成品油出口量同比下降18.22%,中财网
4239,2018-03-12,[增持评级]石油化工行业跟踪报告：《2018年能源工作指导意见》发布 推进新时代能源转型发展,中财网
4240,2018-03-12,[增持评级]石化行业数据周报：丙烯酸产业链 价差扩大、盈利向好,中财网
4241,2018-03-12,[增持评级]恒力股份(600346)年报点评：年报业绩略超预期 炼化项目稳步推进,中财网
4242,2018-03-12,安信证券：上调恒力股份评级至买入,Wind
4243,2018-03-12,[买入-A评级]恒力股份(600346)公司快报：聚酯、PTA高盈利 上下游扩张加快,中财网
4244,2018-03-12,[领先大市-A评级]基础化工行业周报：正丁醇、丙烯酸形成涨势 烧碱、PA6、间苯二酚持续走高,中财网
4245,2018-03-12,[增持评级]化工行业周报：关注“芯”篇章 周期龙头再起航,中财网
4246,2018-03-12,[增持评级]原油行业周报：2月中国进口下降明显,中财网
4247,2018-03-12,[增持评级]基础化工行业周报：染料偏强运行 制冷剂行情将延续,中财网
4248,2018-03-12,[增持评级]光大证券大炼化聚酯产业链周报20180310,中财网
4249,2018-03-12,[增持评级]恒力股份(600346)年报点评：长丝高景气 公司业绩同比大幅增长,中财网
4250,2018-03-12,[审慎推荐-A评级]恒力股份(600346)年报点评：业绩靓丽 上下游齐拓展增厚发展后劲,中财网
4251,2018-03-12,社保基金四季度增持滞涨股（3月12日）,巨丰财经
4252,2018-03-12,[增持评级]化工行业周报：丙烯酸及酯延续上涨 烧碱价格大幅回升,中财网
4253,2018-03-12,晨会聚焦1803012：重点关注新能源车、中洲控股、领益智造、亿联网络、恒力股份、中国联通,国信研究
4254,2018-03-12,恒力股份（600346）公告点评：业绩靓丽，炼化项目进展顺利,国信研究
4255,2018-03-12,社保基金新进8只个股，7只与公募反向操作,Wind
4256,2018-03-12,恒力股份：年报净利增长46%,金融界
4257,2018-03-12,石油化工行业周报：IEA称未来油气需求来自石化产品,中财网
4258,2018-03-12,【华泰证券研究所】每日晨会启明星20180312,华泰证券研究所
4259,2018-03-12,大手笔投建化工项目 恒力股份构建全产业链,全景网
4260,2018-03-12,社保基金新进8只个股 7只与公募反向操作,证券日报
4261,2018-03-12,"恒力股份:聚酯、PTA高盈利,上下游扩张加快",安信证券
4262,2018-03-11,“全产业链一体化”梦想上疾步前行 恒力股份2017年业绩远超预期,证券日报
4263,2018-03-11,恒力股份：2017年实现净利润17.19亿元 同比增长46%,中证网
4264,2018-03-11,【申万石油化工周评论】——库存与需求的博弈 与2017年行情对比及后市展望,微信
4265,2018-03-11,海辰药业净利增45%拟10转5派2.5元 多家公司公布业绩,中财网
4266,2018-03-11,化工：正丁醇及丙烯酸形成涨势 荐4股,安信证券
4267,2018-03-10,恒力股份2017年业绩增长46% 经营活动现金流下滑79%,中国经济网
4268,2018-03-10,恒力石化股份有限公司,证券日报
4269,2018-03-09,恒力股份：2017年净利润同比增45.73%,Wind
4270,2018-03-09,每周油记：70美金油价只是昙花一现?掀开隐藏大变局!,中财网
4271,2018-03-08,[增持评级]PTA行业专题报告：供需改善 景气向上,中财网
4272,2018-03-06,恒力股份今日大宗交易成交200万股，成交价13.08元折价12.16%,Wind资讯
4273,2018-03-06,[增持评级]石化行业周报：美国产量、库存、钻机数增长 PTA、丙烯酸价差扩大,中财网
4274,2018-03-06,[看好评级]化工行业周报：制冷剂 烧碱上涨 周期关注春旺 成长均衡配置,中财网
4275,2018-03-05,【申万石油化工】乙烯行业深度报告——乙烯行业演变与展望 炼化一体化和原料多元化是发展方向,微信
4276,2018-03-05,[增持评级]石化行业数据周报20180304,中财网
4277,2018-03-05,[领先大市-A评级]基础化工行业周报：PA6、烧碱市场明显上行 制冷剂、有机硅、PO景气持续,中财网
4278,2018-03-05,[增持评级]基础化工行业周报：制冷剂、丙烯酸上涨 周期重海外 逐步加码优质成长股,中财网
4279,2018-03-05,化工：炼化一体化和原料多元化是发展方向 荐7股,申万宏源
4280,2018-03-05,申万宏源晨会纪要-180305,申万宏源
4281,2018-03-05,光大证券大炼化聚酯产业链周报,光大证券
4282,2018-03-04,[强于大市评级]石油化工行业研究周报：丙烯酸提价 PTA利润再度高涨,中财网
4283,2018-03-04,【申万石油化工周评论】——检修季叠加需求回暖 预计石化后市走强,微信
4284,2018-03-03,年报行情“号角吹响” 钢铁医药化工行业有望送红包,金融投资报
4285,2018-03-02,每周油记：沙特推动油价暴涨?手法大起底!,中财网
4286,2018-03-01,[强于大市评级]醋酸行业动态跟踪报告：行业否极泰来 长牛周期已在途,中财网
4287,2018-03-01,[增持评级]恒力股份(600346)公告点评：拟建乙烯项目 并外延完善涤纶业务布局,中财网
4288,2018-03-01,[看好评级]全球大型石化项目介绍系列之三(石油化工行业)：SADARA石化 全球一次性投资最大的石化项目,中财网
4289,2018-03-01,[强于大市评级]石油化工行业点评：恒力股份收购古纤道 涤纶工业丝行业格局巨变,中财网
4290,2018-03-01,恒力股份启动150万吨/年大乙烯工程建设 着力发展大炼化、全产业、一体化深加工能力,经济网
4291,2018-03-01,【华泰证券研究所】每日晨会启明星20180301,华泰证券研究所
4292,2018-02-28,【申万石油化工】Sadara石化 全球一次性投资最大的石化项目——全球大型石化项目介绍系列之三,微信
4293,2018-02-28,【申万石油化工】恒力股份（600346）：聚酯下游扩张步伐迈开，炼化资产顺利注入、乙烯项目进一步打开成长空间,微信
4294,2018-02-28,恒力股份：巩固工业涤纶丝领域龙头地位,中证报
4295,2018-02-28,恒力股份全产业链一体化产能结构升级提速,证券日报
4296,2018-02-28,恒力股份拟收购绿色纤维40%股权 强化聚酯和工业丝领域行业地位,证券时报
4297,2018-02-28,[增持评级]光大证券大炼化聚酯产业链周报,中财网
4298,2018-02-28,恒力股份：拟15亿元收购古纤道40%股权,金融界
4299,2018-02-28,恒力股份 拟209亿元投建150万吨/年乙烯工程 预计项目投产利润总额近百亿元,财富动力网
4300,2018-02-27,恒力股份近210亿投建150万吨乙烯项目 加大扩张步伐,e公司
4301,2018-02-27,晚间重要公告2018年2月27日星期二,--
4302,2018-02-27,恒力股份：拟209亿元建设150万吨/年乙烯工程,e公司
4303,2018-02-26,[增持评级]原油行业周报第40期：原油价格反弹 页岩油增产隐忧犹在,中财网
4304,2018-02-26,[增持评级]基础化工行业周报：PA66和制冷剂持续上涨 逐步加码优质成长股,中财网
4305,2018-02-26,化工产品价格数据周报20180226,中财网
4306,2018-02-26,[领先大市-A评级]基础化工行业周报：有机硅、PO看涨 山东印发新旧动能转换重大工程实施规划,中财网
4307,2018-02-26,[增持评级]化工行业周报：PTA大幅反弹 尼龙66持续上涨,中财网
4308,2018-02-26,[增持评级]石化行业数据周报20180224,中财网
4309,2018-02-26,[强于大市评级]石油化工行业研究周报：C3产业链开年显著向好 PDH盈利高涨,中财网
4310,2018-02-23,恒力股份与三大央企联手 为2000万吨炼化项目打通产供销环节,e公司
4311,2018-02-23,[中性评级]化工行业投资周报：淡季不淡 继续推荐,中财网
4312,2018-02-23,[看好评级]2018年2月国际原油行业月报跟踪点评：美国原油产量激增 油市再平衡变数加大,中财网
4313,2018-02-23,"基础化工行业研究:国际油价温和回升,关注节后化工反弹行情",国金证券
4314,2018-02-22,A股共发生19宗大宗交易成交11.24亿元(2月22日),Wind
4315,2018-02-22,[超配评级]基础化工行业2月份投资策略及2018年报前瞻：行业改善持续 坚守绩优龙头,中财网
4316,2018-02-22,化工：中石化11家企业化工盈利创新纪录,川财证券
4317,2018-02-22,基础化工：烧碱市场回暖 丙烯腈、制冷剂延续涨势,中证网
4318,2018-02-14,恒力股份（15.06 +0.13%，诊股）：扩大下游规模，强化产业链优势,南方财富网
4319,2018-02-14,"化工行业投资周报:淡季不淡,继续推荐染料板块",长城证券
4320,2018-02-14,石油化工行业第四期:大炼化聚酯产业链周报,光大证券
4321,2018-02-13,恒力股份：携手中国石化在产销领域开展业务合作,e公司
4322,2018-02-13,14日机构强推买入 六股成摇钱树,证券之星
4323,2018-02-13,2018年2月13日沪深两市最新交易提示,南方财富网
4324,2018-02-13,[中性评级]化工行业月度策略：油价高位震荡 关注高污染及高业绩增速标的,中财网
4325,2018-02-13,[看好评级]化工行业周报：制冷剂、钾肥价格上涨 炭黑-煤焦油、MDI-纯苯价差扩大,中财网
4326,2018-02-13,[看好评级]全球大型石化项目介绍系列之二(石油化工行业)：印度RELIANCE工业位于JAMNAGAR的炼化项目,中财网
4327,2018-02-13,[买入评级]恒力股份(600346)公告点评：扩大下游规模 强化产业链优势,中财网
4328,2018-02-13,【华泰证券研究所】每日晨会启明星20180213,华泰证券研究所
4329,2018-02-12,恒力股份：拟建高端化纤项目 市场前景良好,华泰证券
4330,2018-02-12,恒力股份：下属子公司拟1.28亿元收购德亚纺织10,金融界
4331,2018-02-11,【方正策略】等待企稳,策略研究
4332,2018-02-11,[增持评级]原油周报：美国产量创新高 减产协议面临挑战,中财网
4333,2018-02-11,[增持评级]基础化工行业周报：PA66和己二酸持续上涨 关注海外产能和消费占比较重的品种,中财网
4334,2018-02-11,化工：烧碱市场回暖 荐4股,安信证券
4335,2018-02-11,[看好评级]基础化工行业2017年报前瞻：油价中枢上移叠加环保限产带动化工品涨价 行业利润同比大幅增长,中财网
4336,2018-02-11,[增持评级]石化行业数据周报报20180211,中财网
