,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
1960,2018-07-05,上海银行跌1.99%，创近2个月新低，报14.78元,腾讯网
1961,2018-07-05,上海银行跌0.4%，创近2个月新低，报15.02元,腾讯网
1962,2018-07-04,上海银行跌0.98%，创近1个月新低，报15.18元,腾讯网
1963,2018-07-03,2018版自贸区负面清单再缩减50条 四股可以关注,证券日报
1964,2018-07-03,多家次新银行大股东高管联袂增持 个别解禁小股东套现,证券日报
1965,2018-07-02,上海银行跌2.86%，创近1个月新低，报15.31元,腾讯网
1966,2018-07-02,上海银行全球排名升至第76位,金融投资报
1967,2018-07-02,"上海银行:基本面改善显著,大股东增持夯实底部",证券之星
1968,2018-06-30,上市银行破净潮涌 杭州银行获大股东“增援”,中国经营网
1969,2018-06-30,上海银行董秘李晓红：董秘要耐得住寂寞 经得起考验,新浪
1970,2018-06-29,【中信建投银行杨荣】银行业周报220期：《风险溢价降低，驱动股价回升》,eResearch杨荣团队
1971,2018-06-27,上海银行今日大宗交易成交19.63万股，成交价13.91元折价10.14%,Wind资讯
1972,2018-06-27,"上海银行:质优价廉,估值抬升",正点财经
1973,2018-06-27,38股获券商买入评级 顺网科技目标涨幅达65.29%,Wind
1974,2018-06-26,科创公司告别融资难？上海银行称要挖掘软资产解决担保难题,澎湃新闻
1975,2018-06-26,上海银行发布“科创金融服务方案”,中证网
1976,2018-06-26,申万宏源：银行业息差回升，重申“龙头搭台、拐点唱戏”策略,Wind
1977,2018-06-25,上海银行召开2017年度股东大会　注册资本上升至109.28亿元,上海金融报
1978,2018-06-25,上海银行2017年度股东大会召开 每10股派5元转增4股,中国经济网
1979,2018-06-23,上海银行：信心充分 买入评级,中信建投
1980,2018-06-22,上海银行：董事会五届六次会议决议公告,上交所
1981,2018-06-22,上海银行：2017年度股东大会决议公告,上交所
1982,2018-06-15,上市银行董秘图谱:建行,新浪
1983,2018-06-15,上海银行关注硬科技私募股权投资,上海金融报
1984,2018-06-15,"银行行业-存款偏离度新规点评:指标设计更趋合理,细则调整减缓达标压力",证券之星
1985,2018-06-14,上海银行董事长：供应链金融方面 值得金融机构和商行关注,凤凰网
1986,2018-06-14,上海银行的“纠结”五月 存款增量过山车，贷款增量下降趋势明显,21世纪经济报道
1987,2018-06-12,上海银行举办2018年“拥抱硬科技”私募股权投资论坛,中证网
1988,2018-06-12,这家做小镇的上市公司，股东质押了全部股份,中国网
1989,2018-06-11,上海豫园：年内减持逾1269万股上海银行 获益1.2亿元,中国网
1990,2018-06-11,豫园股份：年内减持上海银行1269万股 收益1.23亿元,e公司
1991,2018-06-11,豫园股份近半年出售上银1269.52万股 净赚1.23亿元,乐居财经
1992,2018-06-08,沪港通十大成交活跃股排名（6月8日）,Wind
1993,2018-06-06,上海银行解禁在即 15家银行破净保价措施暂未奏效,21世纪经济报道
1994,2018-06-05,6月5日有57家公司获重要股东增减持 易联众已被连续增持42次,Wind
1995,2018-06-04,沪深上市公司18年6月4日晚间上市公司重要公告,全景网
1996,2018-06-01,和平影视旗下中鼎国服遭查封：平台负责人被带走，已上线上海银行存管,和讯
1997,2018-05-31,上海银行国际评级获上调,全景网
1998,2018-05-31,稳定股价措施能否提振银行股？,中国经济时报
1999,2018-05-31,“破净”阵营增至111只 创业板重现破净股,大众证券报
2000,2018-05-29,26家上市银行15家跌破净资产 两家触发稳定股价措施,新浪
2001,2018-05-29,"银行业流动性风险管理办法点评:流动性匹配率细则调整,过渡期延长暂缓达标压力",证券之星
2002,2018-05-28,上海银行率先出台稳定股价措施 前三大股东增持不少于1.18亿元,每日经济新闻
2003,2018-05-28,上海银行稳定股价方案：联合投资等三大股东拟共增持逾1亿元,澎湃新闻
2004,2018-05-28,5月28日晚间上市公司十大重磅公告,巨丰财经
2005,2018-05-28,晚间重要公告2018年5月28日星期一,--
2006,2018-05-28,上海银行“保价”方案出台 三股东拟增持,21世纪经济报道
2007,2018-05-28,上海银行披露稳定股价措施 三名股东拟增持,e公司
2008,2018-05-28,上海银行：三家股东拟增持不低于11828万元,Wind
2009,2018-05-28,抄底“破净”概念股仍看基本面,广州日报
2010,2018-05-27,15家上市银行破净 多家开始实施招股书中稳定股价承诺,证券日报
2011,2018-05-27,增持潮催生“估值底”，存银行不如买银行股！,Wind
2012,2018-05-25,银行股破净 业内人士:不能准确反映银行实际价值,北青网
2013,2018-05-24,招股书沉睡条款醒了 上海银行触发股价维稳义务,新浪
2014,2018-05-24,[数说]破净潮来袭 又一银行连续20日破净出手救价,金融界
2015,2018-05-24,上海银行布局区块链，供应链金融成区块链落地首“战场”,搜狐
2016,2018-05-24,因信披违规 盛天传媒被股转系统自律监管,资本邦
2017,2018-05-24,14家银行股陷入“破净潮” 上海银行出招“救价”,21世纪经济报道
2018,2018-05-23,股票价格持续低迷 上海银行触发稳定股价措施,国际金融报
2019,2018-05-23,申达股份累计出售上海银行152.95万股,金融界
2020,2018-05-23,新股上市若不争气 大股东高管就得兜底,中金在线
2021,2018-05-23,郑州银行过会背后：多家城商行因持续“破净”激发大股东增持,澎湃新闻
2022,2018-05-23,上港集团持上海银行股份比重升至6.73%,金融界
2023,2018-05-23,触发稳定股价措施 上海银行估值有望修复,全景网
2024,2018-05-23,"上海银行股东增持点评:大股东增持彰显发展信心,基本面改善估值性价比突出",证券之星
2025,2018-05-22,上海银行开立中国首单区块链信用证,中新网
2026,2018-05-22,收盘价连续20个交易日低于每股净资产 上海银行触发稳定股价措施,北京商报
2027,2018-05-22,公告精选：两公司股票存暂停上市风险；上海银行触发稳定股价措施,e公司
2028,2018-05-22,晚间重要公告2018年5月22日星期二,--
2029,2018-05-22,上海银行股价连续20日低于净资产 触发稳定股价措施,中国网
2030,2018-05-22,上海银行：触发稳定股价措施，将在6月5日前制定稳定股价方案并公告,Wind
2031,2018-05-22,上海银行：触发稳定股价措施 将在6月5日前制定方案,e公司
2032,2018-05-22,快讯：银行板块异动 成都银行涨超2%,新浪
2033,2018-05-22,[增持评级]上海银行(601229)首次覆盖报告：最具市场区位优势的城商行,中财网
2034,2018-05-22,上海银行：大股东主动增持 估值底部确立,中信建投
2035,2018-05-22,两上市城商行股东增持背后：稳定股价机制在发力,证券时报
2036,2018-05-22,关于公布中国银行间市场交易商协会第四届金融衍生品专业委员会委员名单的公告,银行间市场协会
2037,2018-05-21,屡见上市银行股东增持自家股票！原来是稳定股价的触发条款发威了,财经网
2038,2018-05-21,上港集团增持上海银行1957万股 总持股增至6.73%,观点地产网
2039,2018-05-21,上海银行：重申银行拐点第一标的 买入评级,申万宏源
2040,2018-05-21,[买入评级]上海银行(601229)点评：股东增持为看好长期发展 关注可能触发的稳定股价措施,中财网
2041,2018-05-21,盘前必读公告：这些股不容错过！,巨丰财经
2042,2018-05-21,抄外资的底？这两只MSCI成分股获股东大手笔增持,顶尖财经网
2043,2018-05-21,上海银行股份有限公司关于股东增持本公司股份的公告,证券日报
2044,2018-05-20,公告精选：上港集团逾3亿元增持上海银行；正海生物29%限售股份23日上市流通,每日经济新闻
2045,2018-05-20,又一上市城商行主要股东增持，上港集团对上海银行持股比例升至6.73%,证券时报
2046,2018-05-20,晚间重要公告2018年5月20日星期日,--
2047,2018-05-20,公告精选：上港集团耗资逾3亿元增持上海银行；生益转债转股价格调整为11.62元/股,e公司
2048,2018-05-20,5月份3只银行股获增持，上海银行股东上港集团买入3亿元,Wind
2049,2018-05-20,上港集团3.04亿元增持上海银行 持股比例为6.73%,中国网
2050,2018-05-18,陆股通大幅加仓75股！真是探路MSCI？加仓股票多有这个共性（名单）,微信
2051,2018-05-16,上海银行首批“入榜”MSCI指数,全景网
2052,2018-05-16,"上海银行1季报解读:营收和盈利高增长,资产质量持续改善",正点财经
2053,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
2054,2018-05-16,一季度净息差回稳 4银行营收负增长,新京报
2055,2018-05-15,[增持评级]银行行业简评：行业基本面向上趋势不变 NIM和不良率不佳主要缘于农商行,中财网
2056,2018-05-14,深度*行业*4月金融数据点评(银行行业)：票据压降空间有限影响一般信贷投放 债券融资走强补充资金供给,中财网
2057,2018-05-14,深度*行业*银保监会1季度数据点评(银行行业)：规模增速低位运行 个体表现分化持续,中财网
2058,2018-05-14,4月金融数据点评(银行行业)：票据压降空间有限影响一般信贷投放 债券融资走强补充资金供给,中财网
2059,2018-05-14,[强于大市评级]银行行业动态跟踪报告：一季度加权贷款利率提升明显 息差不良改善助盈利企稳回升,中财网
2060,2018-05-11,下周1135亿市值限售股解禁，环比增近13倍,Wind
2061,2018-05-10,泛海与上海银行签署战略合作协议 开展多领域战略合作,每经网
2062,2018-05-10,72股破净平均打“九折” 银行地产成为“重灾区”,投资快报
2063,2018-05-09,[增持评级]上海银行(601229)季报点评：营收和盈利高增长 资产质量持续改善,中财网
2064,2018-05-09,"上海银行:预计基本面将加速改善,重申板块首选",申万宏源
2065,2018-05-08,[强于大市评级]深度*行业*银行行业月报：悲观预期待修复 估值有底看好绝对收益,中财网
2066,2018-05-08,[增持评级]深度*公司*上海银行(601229)点评：基本面改善显著 估值性价比突出,中财网
2067,2018-05-08,[强于大市评级]银行和信托行业月报：4月降准置换、资管新规落地 一季报基本面延续优化,中财网
2068,2018-05-08,净息差降幅最大：上海银行,证券时报
2069,2018-05-07,上海银行营收降幅收窄压力仍存,证券市场周刊
2070,2018-05-07,[增持评级]“大资管”新规落地对银行股的影响(银行行业)：降无风险利率可提估值 信用创造回归表内需降准,中财网
2071,2018-05-07,[增持评级]银行业周报：资管新规落地 助力估值提升,中财网
2072,2018-05-07,银行资管转型：从“变局”到“布局”,全景网
2073,2018-05-05,深耕零售战略 上海银行开动转型发展新引擎,中国经营报
2074,2018-05-04,上海银行将于6月22日召开股东大会,证券时报
2075,2018-05-04,申万宏源：建议买入上海银行,中证网
2076,2018-05-03,中银国际：上调上海银行评级至增持,Wind
2077,2018-05-03,上海银行股票怎么样：息差走阔带动业绩增长，资产负债结构不断调整优化,中银国际
2078,2018-05-03,公司治理应着重处理五方面关系,中金在线
2079,2018-05-03,银行人均创利榜:平均64万 上海银行148万蝉联榜首,新浪
2080,2018-05-02,银行资金存管四度签约 一家网贷平台合规崎岖路,新浪
2081,2018-05-02,"上海银行:以拐点为动力,以业绩为根本,重申板块首选",申万宏源
2082,2018-05-01,5月1日晚间上市公司十大重磅公告,巨丰财经
2083,2018-04-28,这家城商行厉害了！净利润、营收双双两位数飙升,金融界
2084,2018-04-28,深耕零售战略 上海银行开动转型发展新引擎,中国经营报
2085,2018-04-27,上海银行营收降幅收窄压力仍存 资产规模增长乏力,新浪
2086,2018-04-26,江苏保千里视像科技集团股份有限公司,证券日报
2087,2018-04-26,上海银行：盛儒焕、蒋洪因故辞去董事等职务,全景网
2088,2018-04-25,[审慎增持评级]上海银行(601229)年报点评：资产负债结构优化 不良下降拨备提升,中财网
2089,2018-04-24,[中性评级]深度*公司*上海银行(601229)年报点评：资负结构调整加快 息差和资产质量企稳向好,中财网
2090,2018-04-24,上海银行2017年净利润同比增7.13％　不良贷款率降0.02个百分点，拨备覆盖率提高17.02个百分点,上海金融报
