,2021-10-29,区块链的国资行动：过半央企涉足，地方国资参投区块链企业,财经网
7310,2018-04-26,"600050中国联通:符合预期,收入和成本端皆好转",国信证券
7311,2018-04-26,物联网进入2.0阶段：今年NB-IoT网络基本可全国覆盖,飞象网
7312,2018-04-26,辽宁联通用户称无法登陆工信部投诉平台 专家：联通DNS解析错误,财经网
7313,2018-04-26,5G手机来了！明年下半年将首批产出,南方日报
7314,2018-04-26,AI赋能通讯，探索企业服务新价值——容联通讯云中国行首站在京举行,飞象网
7315,2018-04-25,发改委加大优惠政降费 5G时代还会远吗？,财界网
7316,2018-04-25,下半周冲高回落？明日三大看点,中财网
7317,2018-04-25,5G概念拉升走强 多股涨停,每日经济新闻
7318,2018-04-25,今日黑马股票推荐：4月25日周三最具爆发力六大黑马,南方财富网
7319,2018-04-25,中国联通营收连续三年下滑 是时候抄底BATJ了？,新浪
7320,2018-04-25,中国联通李广聚：持续推进2G减频、5G验证工作,赛迪网
7321,2018-04-25,一花独秀不是春 运营商齐头并进加快5G规模商用,飞象网
7322,2018-04-25,联通重新启动eSIM试点 干掉SIM卡的节奏吗？,搜狐
7323,2018-04-25,203股获券商买入评级 经纬纺机目标涨幅达131.33%,Wind
7324,2018-04-25,中国联通物联网布局：从网络到“平台+”的产业生态雄心,C114通信网
7325,2018-04-25,电信运营商布局互金 70亿估值“独角兽”出笼,21世纪经济报道
7326,2018-04-24,不限流量对攻战已打响 警惕手机运营商套餐背后的套路,成都晚报
7327,2018-04-24,三问运营商：你都不限流量了，他们为何仍不爽？,腾讯网
7328,2018-04-24,[强烈推荐评级]中国联通(600050)一季报点评：业绩大超市场预期 向上拐点已然确立,中财网
7329,2018-04-24,中国三大通信运营商推进数字中国建设各亮“绝招”,中新网
7330,2018-04-24,[强烈推荐评级]中国联通(600050)季报点评：一季度业绩超预期 混改效果持续显现,中财网
7331,2018-04-24,[买入评级]中国联通(600050)一季报点评：业绩大幅改善 4G用户快速增长,中财网
7332,2018-04-24,综述：中国企业加速向5G演进,中新网
7333,2018-04-24,国内手表通信业务再传佳音,和讯
7334,2018-04-24,信息科技：北斗产业发展有望进一步提速 荐2股,和讯
7335,2018-04-24,午评：股指开启全面反弹 ETF再获大额净申购,中财网
7336,2018-04-24,从数字福建到数字中国 联通这几大行业应用或再井喷,赛迪网
7337,2018-04-24,中国联通盈利能力显著提升 股价上扬成交近3亿,网易
7338,2018-04-24,5G试点即将开始 你的生活将有多大不同？,维库电子市场
7339,2018-04-24,[买入评级]中国联通(600050)季报点评：用户增长量超越中移动 创新业务高增长成为业绩持续提升的基石,中财网
7340,2018-04-24,[买入评级]中国联通(600050)季报点评：18年首季盈利超预期 业绩反转将逐步确认,中财网
7341,2018-04-24,我国电子信息技术实现多点突破 六股将走强,中财网
7342,2018-04-24,2018年Q1财报数据的启示：运营商经营的调整方向,C114通信网
7343,2018-04-24,调整中权重股成亮点 震荡整固仍是近期主基调,证券之星
7344,2018-04-24,芯片风暴里的中兴，20年前与华为齐名，经历了啥？更大危机来了？,搜狐
7345,2018-04-24,工信部预计5G手机明年下半年推出 专家：大规模商用还需等待,SEMI
7346,2018-04-24,联通领涨5G概念股走强 股民咋掘金？,金融界
7347,2018-04-24,中国联通放量涨停,中证报
7348,2018-04-24,通信行业双周报2018年第8期:关键器件自主可控必须攻破,长城证券
7349,2018-04-23,捷豹路虎3款全新SUV发布，联手阿里百度推“双擎双创”出行战略,车云
7350,2018-04-23,沪港通十大成交活跃股排名（4月23日）,Wind
7351,2018-04-23,营收、利润、员工收入齐齐大涨，中国联通的春天真的到了,搜狐
7352,2018-04-23,4月23日A股龙虎榜揭秘，机构最青睐4股,--
7353,2018-04-23,【解盘论市】落红不是无情物，化作春泥更护花,Wind
7354,2018-04-23,曝联通计划两年内清退2G网络 重点推进物联网和4G,驱动之家
7355,2018-04-23,图说涨停:东北本地股逆势飙涨 3股初具妖股相(名单),证券之星
7356,2018-04-23,中国联通涨停，沪股通净买入上亿元机构趁机卖出,Wind
7357,2018-04-23,中国联通龙虎榜数据（4月23日）,Wind资讯
7358,2018-04-23,继公布了利润暴增近4倍后，联通又公布了这样一组令人振奋的数据,搜狐
7359,2018-04-23,中国联通今日逆势涨停 沪股通北上资金买入1.55亿元,新浪
7360,2018-04-23,中国电信运营商到底迎来了数字化转型春天没有？,搜狐
7361,2018-04-23,85亿资金进场抄底蓝筹股透露了什么信号？（4月23日）,银行信息港
7362,2018-04-23,一季度净利润大增374.75%，中国联通强势封涨停,第一财经
7363,2018-04-23,创业板收盘跌1.67% 中国联通A股封涨停板,腾讯网
7364,2018-04-23,巨丰收评：创业板止跌意义重大,巨丰财经
7365,2018-04-23,7752人有份 人均10万股　联通混改员工股靴子落地,通信产业网
7366,2018-04-23,板块异动：5G概念逆市拉升 板块掀涨停潮,中金网
7367,2018-04-23,中国联通陆益民：未来运营商核心优势在云网一体能力,Wind
7368,2018-04-23,A股下午咋操作？上证顽强飘红，中小创＂跌跌不休＂；中国联通涨停,银行信息港
7369,2018-04-23,5G试点城市公布，你的故乡上榜了吗？必须得换手机了吗？,腾讯网
7370,2018-04-23,中国联通努力追赶移动、联通：宽带/4G用户都差太多,驱动之家
7371,2018-04-23,创业板指跌逾1%，5G板块爆发中国联通强势涨停,21世纪经济报道
7372,2018-04-23,2018一季度净利润暴增3.7倍：中国联通强势涨停,IT之家
7373,2018-04-23,权重股分化 中国联通封住涨停,中证网
7374,2018-04-23,走进联通东南研究院：运营商内部的研发创业团队,通信产业网
7375,2018-04-23,中国联通：和阿里云，腾讯云，百度云等实现多云融合,证券时报网
7376,2018-04-23,一季度净利增374.75% 中国联通成交14亿强势涨停,新浪
7377,2018-04-23,中国联通逾百万手大单强势封板 5G概念异动拉升,腾讯网
7378,2018-04-23,快讯：中国联通强势涨停,每日经济新闻
7379,2018-04-23,中国联通盘中涨停,e公司
7380,2018-04-23,一季度净利增374.75% 中国联通成交11亿强势涨停,新浪
7381,2018-04-23,一季度净利增374.75% 中国联通涨7%带动5G板块拉升,新浪
7382,2018-04-23,一季度净利润大增 中国联通涨停成交逾13亿元,金融界
7383,2018-04-23,5G概念纷纷走强 中国联通涨逾7%,证券时报网
7384,2018-04-23,一季度净利润大增374.75% 中国联通盘中涨逾6%,中证网
7385,2018-04-23,中国联通(00762)涨近5% 一季度净利劲升248.7%,智通财经
7386,2018-04-23,京东便利店上线多项联通业务“解锁”无界零售新技能,赛迪网
7387,2018-04-23,中国联通大涨约5% 公司一季度盈利能力显著提升,e公司
7388,2018-04-23,5G试点城市名单公布 哪些5G概念股龙头可关注？,南方财富网
7389,2018-04-23,为什么国外运营商不欢迎eSIM技术:主要是怕用户跑了,新浪
7390,2018-04-23,运营商的线上渠道可以怎么玩,C114通信网
7391,2018-04-23,定向不限流量套餐“套路”多：部分广告弹幕等单独计费,中新网
7392,2018-04-23,中国联通激进推动2G退网很可能搬石头砸自己的脚,腾讯网
7393,2018-04-23,中国联通季报点评:一季报业绩超预期全年有望实现高增长,证券之星
7394,2018-04-22,联通发布无人机基站试飞视频：空中悬停，自由起降,Wind
7395,2018-04-22,联通加速关闭2G网络 让路发展4G和物联网,TechWeb
7396,2018-04-21,新闻眼 | 5G真的要来了！试点城市敲定，我们的生活将改变,搜狐
7397,2018-04-21,5G要来了！三大运营商试点城市敲定 有你的家乡吗？,新华网
7398,2018-04-21,联通无人机基站试飞曝光：空中悬停 自由起降,金融界
7399,2018-04-21,中国联通拉开清退2G网络大幕,中国经营报
7400,2018-04-20,4月20日晚间上市公司十大重磅公告,巨丰财经
7401,2018-04-20,一线 | 联通一季度净利同比增374.8% 4G用户数近2亿,腾讯网
7402,2018-04-20,中国联通第一季度净利润13亿元,腾讯网
7403,2018-04-20,中国联通：一季度盈利能力显著提升 净利同比增375%,e公司
7404,2018-04-20,中国联通2018年第一季度净利润30.05亿，同比增长248.7%,搜狐
7405,2018-04-20,【财报】中国联通2018年第一季度净利润30.1亿，4G用户逼近2亿,搜狐
7406,2018-04-20,中国联通(00762-HK)3月份移动出账用户净增410.5万户,财华社
7407,2018-04-20,中国联通：联通香港一季度净利润同比增长248.7%,Wind
7408,2018-04-20,手机网速至少快10倍！三大运营商在北京等城市试点5G,中国经济网
7409,2018-04-20,越弱既越强：物联网时代 移动运营商的逆袭之路,Ofweek
7410,2018-04-19,“运营商，用户数据不是直接拿来用的，要挖掘！”,腾讯网
7411,2018-04-19,芯片股集体爆发点燃科技股行情,财界网
7412,2018-04-19,2G看小说，3G看图片，4G看视频，5G能干什么?,云掌财经
7413,2018-04-19,三大运营商将在北京等城市试点5G，联通已部署关停2G网，移动直接腾退3G,搜狐
7414,2018-04-19,告别2G时代 网络改造需物联网助力,南方日报
7415,2018-04-19,芯片国产化概念爆发 科技股仍是资金主战场,财富动力网
7416,2018-04-19,三大运营商北京等城市试点5G 手机网速至少快10倍,北青网
7417,2018-04-18,中国联通(600050.SH)：联通运营公司完成2020年度第一期、第二期超短融发行金额合计50亿元,格隆汇
7418,2018-04-18,首个5G国标将于6月出炉 各方掘金A股最具价值标的,通信信息报
7419,2018-04-18,中国联通网络重构第四年：应用推广在即,腾讯网
7420,2018-04-18,联通：关闭2G要循序渐进,中国经济网
7421,2018-04-18,中国联通联手华为首发eSIM手表通信业务：手表拥有独立号码,驱动之家
7422,2018-04-18,全面领先！中国联通与华为联手全方位推动eSIM手表通信业务,通信产业网
7423,2018-04-18,中国联通与华为展开eSIM合作,Wind
7424,2018-04-18,中国联通与华为展开eSIM合作,e公司
7425,2018-04-18,清退2G网络 营收增速减缓 5G或将重塑运营商市场格局,TechWeb
7426,2018-04-18,中国联通招募物联网合作伙伴 涵盖全产业链,C114通信网
7427,2018-04-18,三大运营商集中启动5G试点,北京日报
7428,2018-04-18,山东首个5G基站下半年开通,新浪
7429,2018-04-18,2G退网成必然 用户量庞大，迁移工作难以一蹴而就,科技日报
7430,2018-04-18,部分运营商开始2G网络减频 还用2G手机的用户咋办？,中新网
7431,2018-04-18,5G真的来了！这些城市率先“尝鲜”，网速竟然是…,山西晚报
7432,2018-04-18,"通信行业重大事件快评:联通NB-IoT基站将超30万,产业发展加速",国信证券
7433,2018-04-17,[中性评级]区块链专题报告之物联网领域(非银金融行业)：开启万物互联新时代,中财网
7434,2018-04-17,[看好评级]通信行业周报：移动获FDD牌照 联通逐步关闭2G,中财网
7435,2018-04-17,华为CloudEdge荣获 “2017年度中国SDN/NFV优秀案例”奖,C114通信网
7436,2018-04-17,中国联通将建30万NB-IoT基站,元器件交易网
7437,2018-04-17,特大喜讯：国内5G试点城市上线啦！6G研发已开始,维库电子市场
7438,2018-04-17,5G试点规模铺开 中国联通下半年在山东开通5G首站,通信产业网
7439,2018-04-16,去旧迎新？中国联通正关停2G网络 5G时代正式来临,搜狐
7440,2018-04-16,移动联通电信不限量套餐套路深 这些深坑你中了吗？,云掌财经
7441,2018-04-16,Semtech的LoRa技术作为领先物联网（IoT）平台在中国扩大应用范围,维库电子市场
7442,2018-04-16,国民认证与贵州联通成为可信数据战略合作伙伴,飞象网
7443,2018-04-16,[增持评级]通信设备行业研究：全球5G频率拍卖拉开序幕 5G建网进入抢跑时段 持续看好5G产业发展,中财网
7444,2018-04-16,[领先大市-A评级]通信行业周报：工信部瞄准5G高频关键器件 中国联通将建成30万余NB-IOT基站,中财网
7445,2018-04-16,中国联通：2018年计划新增4G基站与去年相当,中证网
7446,2018-04-16,中国联通：与BATJ多方面展开深度合作,Wind
7447,2018-04-16,联通对现网2G网络升级改造 为5G商用做准备,赛迪网
7448,2018-04-16,限速又限量 无限流量套餐难逃欺诈之嫌,搜狐
7449,2018-04-15,[优于大势评级]通信行业周报：5G+物联网加速推进 行业景气度逐步提升,中财网
7450,2018-04-15,[谨慎增持评级]中国联通(600050)年报点评：开支大幅度下滑 战略股东推新业务,中财网
7451,2018-04-15,低价不限流量套餐是运营商激烈竞争的产物,腾讯网
7452,2018-04-15,中国联通正在清退2G网络，但用户无法通话的事情不会发生,搜狐
7453,2018-04-15,三大运营商不限量套餐资费降至百元内 或成未来趋势,北青网
7454,2018-04-14,中国联通将推进2G网络减频 帮助用户升级网络服务,TechWeb
7455,2018-04-14,中国联通：2G网络退出服务大势所趋，,搜狐
