,2021-12-31,保险行业关于《保险公司偿付能力监管规则(Ⅱ)》的点评：偿二代二期工程落地 预计对头部险企的影响相对有限,新浪
13370,2019-04-18,申万宏源：维持保险板块“看好”评级,证券时报网
13371,2019-04-18,04月18日 58只股票封板 船舶制造板块涨幅最大,每日经济新闻
13372,2019-04-18,一季度相关数据纷纷出炉主要险企一季度保费同比增,广州日报
13373,2019-04-18,【华泰金融沈娟团队】边际回暖显著，业务结构持续优化—上市险企2019年3月保费数据点评【证券研究报告】,华泰金融研究全新平台
13374,2019-04-18,【国君非银刘欣琦团队】开门红结构调整因素渐散，保费增速普遍回暖-上市保险公司1-3月保费收入点评,欣琦看金融
13375,2019-04-18,资金持续南下 港股具上涨潜力,中证报
13376,2019-04-18,保险中介市场迎“强监管” 剑指百亿隐形费用压占,中证报
13377,2019-04-18,超15家高管换人 险企管理层春季大腾挪,北京商报
13378,2019-04-18,5只保险股年内均跑赢大盘,证券日报
13379,2019-04-18,五大上市险企一季度保费超9000亿元 人保增速最快,国际金融报
13380,2019-04-17,A股五大上市险企一季度合计实现保费收入9110.7亿元,新浪
13381,2019-04-17,安邦拟减少注册资本203亿; 新华保险港股创14个月新高,和讯
13382,2019-04-17,金融：长期看好板块配置价值 荐6股,和讯
13383,2019-04-17,金融：非银金融业绩预期升温 荐6股,和讯
13384,2019-04-17,"金融地产研究部三循环周报:保险地产建筑跑赢大盘,房地产行业1-2月数据点评",正点财经
13385,2019-04-17,港股异动 | 内险股普涨 股市上行增厚上市险企利润,格隆汇
13386,2019-04-17,4家上市险企一季度保费超5000亿券商预计净利,证券日报
13387,2019-04-17,【港股午评：恒指高开震荡下行午盘收跌0.22% 电池光伏太阳能领涨】,格隆汇
13388,2019-04-17,行业板块全线上扬 其中保险板块表现强势,新快报
13389,2019-04-17,一季度险企利润有望增长 保险股估值有望提升,中证报
13390,2019-04-17,【非银】上市险企保费数据点评：3月保费同比改善，开门红整体表现好于预期,微信
13391,2019-04-17,"""神秘力量""救场A股！对""利好不涨，利空却猛涨""不适应？",券商中国
13392,2019-04-17,巨丰早评：大盘将上测箱体顶部,巨丰财经
13393,2019-04-17,4家上市险企一季度保费超5000亿元 券商预计上市险企一季度净利润将大增,证券日报
13394,2019-04-16,平安证券：资负两端持续向好，保险估值有望继续提升,证券时报网
13395,2019-04-16,A股市场逼空暴涨：沪指重上3200点，5G概念股掀涨停潮,澎湃新闻
13396,2019-04-16,04月16日 83只股票封板 通讯行业板块涨幅最大,每日经济新闻
13397,2019-04-16,巨丰收评：箱底测试成功 市场展开强反弹,巨丰财经
13398,2019-04-16,保险板块尾盘拉升,e公司
13399,2019-04-16,成绩单已出炉！2018年上市险企哪家最赚钱、员工,圈中人
13400,2019-04-16,大金融发力 沪指早盘拉升收复3200点 5G板块掀涨停潮,每日经济新闻
13401,2019-04-16,A股低开高走 上证50大涨3.35%创阶段新高 5G概念掀涨停潮,每日经济新闻
13402,2019-04-16,高盛：升财险、人保集团评级至“买入” 但降新华保险评级至“中性”,格隆汇
13403,2019-04-16,保险股港A两市齐涨 一季度投资收益有望超预期,格隆汇
13404,2019-04-16,永诚保险去年亏损3.4亿元，将淡化车险、专注电力能源领域 亏损,澎湃新闻
13405,2019-04-16,银行保险走强 机构看好周期板块,新浪
13406,2019-04-16,【信达看盘】2019.4.16,信达证券上海
13407,2019-04-16,巨丰早评：早盘市场将有惯性下探,巨丰财经
13408,2019-04-16,太保寿险一季度累计原保险业务收入928.52亿,金融界
13409,2019-04-16,保险板块趋势上涨 估值提升有动力,中证报
13410,2019-04-16,上市险企一季度投资收益有望超预期,中证报
13411,2019-04-15,A股头条之上市公司公告精选（4.16）,金融界
13412,2019-04-15,房地产投资小火苗烧得正旺：去年五险企投资房地产规模850亿,21世纪经济报道
13413,2019-04-15,中国太保：一季度保费收入1280亿元,e公司
13414,2019-04-15,中国太保：一季度人寿险原保险业务收入928.52 亿,新浪
13415,2019-04-15,中国太保(02601.HK)一季度原保险业务收入升6.12%至1280亿元,格隆汇
13416,2019-04-15,中国太平：今年一季度人寿保险业务原保费收入599.82亿元,Wind
13417,2019-04-15,04月15日 36只股票封板 保险板块涨幅最大,每日经济新闻
13418,2019-04-15,金融：新华健康险产能跃居首位 荐5股,和讯
13419,2019-04-15,恒指报29910.000点 影视娱乐板块领涨,腾讯网
13420,2019-04-15,金融：科创板推动券商转型 荐5股,和讯
13421,2019-04-15,全市场最牛的基金经理怎么看当前市场？怎么选股票？（附金牛奖榜单）,中证报
13422,2019-04-15,【港股午评：恒指高开震荡临近午盘涨幅收窄至0.58% 光伏太阳能板块领涨】,格隆汇
13423,2019-04-15,社融送温暖：银行保险齐上涨 中国平安创历史新高,21世纪经济报道
13424,2019-04-15,午评：三大股指集体上涨沪指涨1.12% 多元金融崛起,新浪
13425,2019-04-15,【异动股】保险板块拉升，新华保险(601336-CN)涨6.22%,财华社
13426,2019-04-15,内险股普遍造好 国寿升逾2%新华保险急涨超过半成,新浪
13427,2019-04-15,快讯:内险股集体大涨 新华保险涨近6%中国平安涨近3%,新浪
13428,2019-04-15,港股异动 | 内险股大涨 新华保险涨5.78%领涨,格隆汇
13429,2019-04-15,【申万宏源金融】保险：保险业2019年一季报前瞻,大金融研究
13430,2019-04-15,【非银】社融大超预期，1季报业绩高增长，全面推荐保险、信托、证券,天风研究
13431,2019-04-14,189只滞涨股后市或“搭台唱戏” 超20家机构集中推荐11只个股,证券日报
13432,2019-04-14,【华泰金融沈娟团队】社融超预期，提升优质金融机会—2019金融动态第15期【证券研究报告】,华泰金融研究全新平台
13433,2019-04-14,中昌数据(600242.SH)2018年净利润升2.36%至1.21亿元,格隆汇
13434,2019-04-14,【安信非银第16期周报】社融超预期政策利好不断，积极看好非银板块,新角度新金融
13435,2019-04-14,社融超预期，券商股回调——非银金融行业周报20190414,湘怀看非银
13436,2019-04-14,农、工、邮 三大行代销保险骗老陕？,每日经济新闻
13437,2019-04-13,中国保险行业的资本之路,中国财经网
13438,2019-04-13,昆仑健康违规股权清退方案出炉 福盛钢铁将成第一大股东 其他违规处罚,每日经济新闻
13439,2019-04-12,【申万宏源金融】2019年3月金融数据点评：M1拐点持续印证，从社融底到经济底的积极传导正在发生,大金融研究
13440,2019-04-12,2019.4.12|养老金16年后结余将耗尽；五大上市险企投资性房地产近850亿元,和讯
13441,2019-04-12,五大上市险企去年净赚1582亿,经济导报
13442,2019-04-12,中国太保(02601.HK)与华宝信托、华宝基金及华宝证券续订框架协议,格隆汇
13443,2019-04-12,野村：升内险股目标价 建议收集中国平安、太保及新华保险,格隆汇
13444,2019-04-12,一季度保险业罚没超三千万 近五成罚单被中介机构领走,财经网
13445,2019-04-12,睿智投资｜中国保险业 (优于大市) - 凡是过往，皆为序章,招银国际
13446,2019-04-12,本周楼市：三四线城市土地市场降温 房企融资加速,新浪
13447,2019-04-12,银保监会挂牌周年记：7大“关键词”盘点保险业,新浪
13448,2019-04-12,回调难改保险板块长期配置逻辑,中证报
13449,2019-04-12,一季报料超预期 保险股估值有望提升,中证报
13450,2019-04-11,金融：负债端结构加速优化 投资浮亏拖累业绩增长,和讯
13451,2019-04-11,【国信非银】保险行业4月策略：从行业并进到个股分化,国信金融研究
13452,2019-04-11,上市险企爆款产品曝光 单款最高年保费近400亿元,证券日报
13453,2019-04-11,五大上市险企投资性房地产近850亿元 去年租金收入同比增长24%,证券日报
13454,2019-04-11,中国平安“涉房”子公司达12家 数量居五大上市险企之首,证券日报
13455,2019-04-11,外资保险入场提速 数量性限制有望取消,证券日报
13456,2019-04-10,马云站台万通保险:投保大额储蓄保单 资本南下掘金,新浪
13457,2019-04-10,金融：关注券商估值修复 荐4股,和讯
13458,2019-04-10,金融：四季度贷款利率回落 荐8股,和讯
13459,2019-04-10,"【非银】保险行业年报综述：回归保障业务价值率提升,投资环境改善可期",微信
13460,2019-04-10,山东菏泽：以“保险+期货”破解“丰产不丰收”,中保网
13461,2019-04-10,华泰证券：保险板块估值优势突出 精选行业龙头标的,证券时报网
13462,2019-04-09,互联网保险概念股有哪些？2019互联网保险概念股一览表,云掌财经
13463,2019-04-09,"保险行业2019年2月保费数据跟踪:保费增速放缓,净资产增速回升",正点财经
13464,2019-04-09,金融：新单承压下NBV增速预期平稳 荐2股,和讯
13465,2019-04-09,【华泰金融沈娟团队】结构优化促转型，价值成长驱发展—保险行业2018年报综述【证券研究报告】,华泰金融研究全新平台
13466,2019-04-09,太保人寿徐汇支公司被罚5万：存在欺骗投保人行为 其他违规处罚,新浪
13467,2019-04-09,197只个股获10家及以上机构推荐 四行业成A股战略布局要塞,证券日报
13468,2019-04-08,八大问题拷问互联网保险：概念不清 监管漏洞频出,新浪
13469,2019-04-08,由国华人寿95亿引资想到的：一部中小险企转型史诗启幕,和讯
13470,2019-04-08,【华创非银】非银金融周观察：市场明显向好，建议增配非银,华创非银
13471,2019-04-08,摩通：上调内险股目标价 吁增持人寿(02628.HK)等,格隆汇
13472,2019-04-08,金融：如何缓和信用溢价抬升,和讯
13473,2019-04-08,合兴包装：包装行业的“沙漠之花”,股市动态分析
13474,2019-04-08,港股异动 | 内险股拉升 新华保险涨超4%,格隆汇
13475,2019-04-08,权重蓝筹股表现强势 上证综指涨逾1%,中证网
13476,2019-04-08,五大险企营收增5.5% 加码“保险+科技”,新华网
13477,2019-04-08,【非银】4月迎来双击时机：保费+利率+利润驱动保险股；政策+业绩驱动券商股,天风研究
13478,2019-04-08,【国君非银刘欣琦团队】行业资负两端分化更为显著—上市保险公司2018年报综述,欣琦看金融
13479,2019-04-07,险资入市资金再超2万亿，2个月市值飙升近1800亿！来看险资重仓股，六成配置银行股，仍有较大加仓空间,券商中国
13480,2019-04-07,【华泰金融沈娟团队】改革持续升温，看好金融股正反馈效应—2019金融动态第14期【证券研究报告】,华泰金融研究全新平台
13481,2019-04-05,摩根大通上调多家保险公司评级,Wind
13482,2019-04-05,哪些板块有上车机会大金融建筑食品饮料有望带头冲锋,金融投资报
13483,2019-04-04,杨晓灵担任安邦保险副总经理获批，曾任中国太保首席数字官,澎湃新闻
13484,2019-04-04,杨晓灵担任安邦保险集团副总经理获批,e公司
13485,2019-04-04,策略深度 | 险资短期或兑现收益，加仓仍是长期方向——保险机构持股行为分析,超悦策略
13486,2019-04-04,新业务价值略超预期，投资收益下滑影响业绩——保险行业2018年报总结,兴证金融
13487,2019-04-04,金融：交易所完善股票质押纾困机制 荐3股,和讯
13488,2019-04-04,港股市场中资保险股集体上涨,中证网
13489,2019-04-04,【A股异动 | 保险股拉升 新华保险涨近5%】,格隆汇
13490,2019-04-04,港股异动 | 内险股普涨 中国太平涨3.6%领涨,格隆汇
13491,2019-04-04,5家大型保险薪酬PK：平安高管超千万，行业员工人均12万,21世纪经济报道
13492,2019-04-04,该如何布局二季度？——天风总量团队联席解读,固收彬法
13493,2019-04-04,去年四家上市险企削减银保保费均超20%,证券日报
13494,2019-04-04,【保险】2018年保险行业年报综述：寿险行业转型进入新阶段，核心竞争力在于代理人获取高价值保单的能力,天风研究
13495,2019-04-04,险企今年料迎业务与业绩双复苏,中证报
13496,2019-04-04,押宝“大个险” 上市险企寿险渠道变阵,北京商报
13497,2019-04-04,三大财险公司去年承保均盈利 综合成本率显著分化,证券时报
13498,2019-04-04,2018年六家上市险企银保业务仅占其寿险规模保费的11.5%,证券日报
13499,2019-04-04,A股四大上市险企去年新业务价值1611亿元 月人均期交产能同比降15.6%,证券日报
