,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
3298,2019-04-30,大出意料！业绩出众全靠自营了！35家A股券商净利大增近九成，自营收入猛增146%是大头，看一季度全排名,券商中国
3299,2019-04-30,公告点题｜4月29日这些公告有看头,第一财经
3300,2019-04-29,【申万宏源金融】广发证券一季报点评：大自营业绩超预期，轻资产业务优势凸显,大金融研究
3301,2019-04-29,广发証券(01776-HK)首季净利润29.19亿人民币,财华社
3302,2019-04-29,广发证券：一季度净利润同比增91.25%,Wind
3303,2019-04-29,广发证券：一季度净利同比增长91.25%,e公司
3304,2019-04-29,华茂股份(000850.SZ)2018年净利润升14.07%至1.19亿元 拟10派0.5元,格隆汇
3305,2019-04-29,曹中铭:价格战首张罚单来袭，券商投行承销业务当自律 其他违规处罚,中财网
3306,2019-04-27,八成上市券商薪酬总额下滑，华泰证券人均83.92万元居首,澎湃新闻
3307,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
3308,2019-04-26,金融：货币政策保持战略定力 荐5股,和讯
3309,2019-04-24,广发证券(01776.HK)2019年公司债券(第一期)获中诚信AAA评级,格隆汇
3310,2019-04-24,业绩承压 广发证券收首张价格战罚单,新京报
3311,2019-04-24,价格战首张罚单来袭券商投行承销业务当自律 其他违规处罚,新京报
3312,2019-04-24,股市走牛11家券商业绩全线飘红 东吴证券首季净利大增9.4倍,证券日报
3313,2019-04-23,券商债券承销“价格战”领首张罚单 行业同质化严重 其他违规处罚,国际金融报
3314,2019-04-23,低价参与公司债券项目投标 广发证券收首张价格战罚单 其他违规处罚,财经网
3315,2019-04-23,杀鸡儆猴！广发证券被责令整改：低于成本价承销公司债 其他违规处罚,21世纪经济报道
3316,2019-04-23,低价竞争公司债首张罚单出炉，广东证监局责令广发证券整改 其他违规处罚,21世纪经济报道
3317,2019-04-23,广发证券因低价参与公司债券项目投标遭处罚 项目问题,中国网
3318,2019-04-23,涉嫌低价承揽债券项目 广发证券再遭监管责令改正 其他违规处罚,证券时报网
3319,2019-04-23,3000点券商“补弹药”：备战科创板与海外业务,21世纪经济报道
3320,2019-04-22,基金2018营收透视：首家营收破百亿公募诞生，“老十家”分化,第一财经
3321,2019-04-22,关于对广发证券股份有限公司采取责令改正措施的决定〔2019〕28号 其他违规处罚,广东证监局
3322,2019-04-22,头部券商配置价值仍存 科创板或是ROE弹性的催化剂,红周刊
3323,2019-04-22,逆势扩张逆势招聘 去年券商日子到底过得怎么样？,新京报
3324,2019-04-21,广发证券营收净利双降背后,证券市场周刊
3325,2019-04-18,122家药企晒一季度成绩单,米内网
3326,2019-04-18,外资加速布局中国资管业务 贝莱德挖角广发证券原副总汤晓东,证券日报
3327,2019-04-17,高管辞换走马灯，总裁考核被投弃权票，广发怎么了？,21世纪经济报道
3328,2019-04-17,广发证券独董投弃权票 对总经理林治海问责措施未定,第一财经
3329,2019-04-17,广发证券原副总经理汤晓东下一站揭晓：贝莱德中国区主管,澎湃新闻
3330,2019-04-17,汤晓东不缺下家：前脚辞任广发证券辞副总经理，后脚担任贝莱德中国区主管 董监高成员变化,21世纪经济报道
3331,2019-04-17,牛市来了，券商急筹千亿资金补血,Wind
3332,2019-04-17,广发证券董事林治海履职考核结果被独董弃权票,挖贝网
3333,2019-04-16,广发证券时隔10年换董秘 风波后高管大洗牌渐进高潮,新浪
3334,2019-04-16,广发证券：拟向四家全资子公司提供不超30亿元借款,e公司
3335,2019-04-16,广发证券向4家下属子公司提供30亿元借款总额度,证券时报网
3336,2019-04-16,广发证券：向广发期货、广发资管等提供30亿元借款总额度,Wind
3337,2019-04-16,广发证券汤晓东因 “个人原因”辞任,第一财经
3338,2019-04-15,汤晓东“因个人原因”辞任广发证券副总经理 董监高成员变化,澎湃新闻
3339,2019-04-15,转折太快！上任未满一年 广发证券副总经理辞职！业内以猛将著称 董监高成员变化,券商中国
3340,2019-04-15,广发证券：副总经理汤晓东辞职 董监高成员变化,e公司
3341,2019-04-15,金融：券商业绩大增 荐5股,万联证券
3342,2019-04-15,两融业务排位岀炉：2018头部券商融出资金大幅收缩，这家券商却趁势逆袭规模反增50%,Wind
3343,2019-04-14,4家上市券商发布第一季度快报 东北证券净利润同比大增超3倍,证券日报
3344,2019-04-13,广发証券(01776-HK)料首季盈利增70%至95%,财华社
3345,2019-04-12,广发证券(01776.HK)拟4月29日举行董事会会议 审核一季度业绩,格隆汇
3346,2019-04-12,中山公用(000685.SZ)2018年净利润降36.58%至6.86亿元 一季度净利润预增45%-70%,格隆汇
3347,2019-04-12,公告精选：生益科技联营公司科创板上市申请获受理；南都电源、卫星石化涉足氢能领域,每日经济新闻
3348,2019-04-12,公告精选：卫星石化设立氢能科技公司；龙大养殖3月份商品猪售价环比增31%,e公司
3349,2019-04-12,广发证券：一季度净利润预增70%-95%,证券时报网
3350,2019-04-12,广发证券：一季度盈利预增70%-95%,Wind
3351,2019-04-12,券商高管薪酬哪家强？ 中信证券“刷屏”,第一财经
3352,2019-04-10,广发证券：积极推动企业申报科创板 今年料有较多企业申报,e公司
3353,2019-04-10,广发証券(01776-HK)3月净利润7.8亿人民币升1.13倍,财华社
3354,2019-04-09,A股头条之上市公司公告精选（4.10）,金融界
3355,2019-04-09,券商3月业绩陆续出炉 招商、广发、第一创业均实现环比增长,经济观察网
3356,2019-04-09,股市反弹19家券商3月业绩亮眼，华泰赚15.76亿居首,Wind
3357,2019-04-09,周二上市公司晚间重要公告（更新中）,金融界
3358,2019-04-09,广发证券(01776.HK)3月母公司净利升59.82%至7.85亿元,格隆汇
3359,2019-04-09,广发证券：3月母公司净利7.85亿 环比增长近六成,e公司
3360,2019-04-09,广发证券：母公司3月实现净利润7.85亿元,金融界
3361,2019-04-09,广发证券：母公司3月净利润7.85亿元,Wind
3362,2019-04-08,券商投资路线图曝光：重仓61只个股,证券日报
3363,2019-04-08,广发证券百倍杠杆炒外汇爆雷净利锐减42.9亿 一年领12张罚单凸显内控严重缺位,长江商报
3364,2019-04-08,券商投资路线图曝光本周股市三大猜想及应对策略,中财网
3365,2019-04-08,券商股笑纳“牛市” 年报揭示买入底气,第一财经
3366,2019-04-06,券商普降银行普涨 年报曝光机构薪酬分化,红周刊
3367,2019-04-04,吉林敖东净利润下滑近五成：药味儿变淡变身投资家，研发占营收比仅3.7%未来在哪 盈利能力下降,华夏时报
3368,2019-04-04,果然降薪！八成上市券商薪酬缩水，5家降幅超20%,券商中国
3369,2019-04-03,27家券商去年业绩太“丧” 工行全赚回来只需70天,中新经纬
3370,2019-04-03,上市券商金融科技比拼白热化：有两家投入均超10亿 未来将加大对机构服务,每日经济新闻
3371,2019-04-02,券商提速智能化改造,北京商报网
3372,2019-04-01,18家上市券商去年实现净利463亿元 TOP5座次率先定局,证券日报
3373,2019-04-01,"广发证券年报点评:受投行、境内外投资拖累,业绩下滑较多 盈利能力下降",万联证券
3374,2019-03-31,头部券商排位大变动 光大证券净利下滑近100% 盈利能力下降,新华网
3375,2019-03-31,券商年报曝光问题 申万宏源股票质押“踩雷”,红周刊
3376,2019-03-30,重磅出炉！2018公募基金股票分仓排名来了：中信证券4亿收入却丢冠，新科冠军竟然是TA！（完全名单）,中国基金报
3377,2019-03-29,广发证券子公司海外投资因何亏损1.39亿美元？,财经杂志
3378,2019-03-29,投资基金爆雷，广发证券净利下降50% 盈利能力下降,财经网
3379,2019-03-29,上交所发布《关于2月21日-3月20日上证50ETF期权主做市商评价公告》,Wind
3380,2019-03-29,"广发证券：将宝钛股份评级调高为""买入""",Wind
3381,2019-03-29,券商出海该如何防范投资风险？,证券时报
3382,2019-03-29,2018年股市寒冬大券商生存记： 中信经纪市占率逆势增长 广发银河自营“炒股”亏损,21世纪经济报道
3383,2019-03-28,广发基金出什么大事了？2018年规模大增67% 净利润却遭腰斩,我是基民
3384,2019-03-28,22家上市券商年报出炉：净利润集体缩水，仅8家营收超百亿,澎湃新闻
3385,2019-03-28,亏光6亿本金，倒欠8亿，广发证券海外离奇爆雷,腾讯网
3386,2019-03-28,广发证券因对境外子公司管控不到位 被监管责令改正,新浪
3387,2019-03-28,广发证券：上周两融继续上升 基金发行加速,和讯
3388,2019-03-28,瑞信：升广发证券(01776.HK)目标价至12.7港元 维持“跑赢大市”评级,格隆汇
3389,2019-03-28,【非银】广发证券：自营、投行收入大幅缩水，业绩表现低于预期,微信
3390,2019-03-28,中银国际*每日速递20190328：广发证券；保险2月数据、新能源汽车政策点评等,微信
3391,2019-03-28,太平洋证券： 给予广发证券A股增持的初始评级,Wind
3392,2019-03-28,广发证券去年净利43亿元 同比下滑50% 董事长孙树明年薪为196万元,挖贝网
3393,2019-03-28,【证券】广发证券：财富管理转型见成效，19年业绩改善可期,天风研究
3394,2019-03-28,【太平洋证券今日早读】海天味业、酒鬼酒、广发证券、江苏神通公司点评（20190328）,太平洋证券研究
3395,2019-03-28,【非银|魏涛团队太平洋证券】广发证券(000776)：投行自营业绩承压，品牌价值持续提升 盈利能力下降,太平洋证券研究
3396,2019-03-28,广发对冲基金沦落成对坑基金：6亿本金亏完还倒欠8亿,新浪
3397,2019-03-28,头部券商年报密集发布 市场集中度持续提升,证券日报
3398,2019-03-28,基金净值罕遭“击穿” 头部券商出海踩雷衍生品市场,21世纪经济报道
3399,2019-03-27,【中信建投非银】广发证券2018年报点评：投资收益拖累业绩，大资管结构优化,中信建投非银金融研究
3400,2019-03-27,广发控股（香港）旗下基金亏损近10亿 自有资金投入而非提供通道,证券时报
3401,2019-03-27,又一例海外投资爆雷？广发证券香港投资暴雷巨亏10亿 重大损失,新浪
3402,2019-03-27,广发证券去年营收净利双降：经纪、投行收入缩水 海外投资亏去1.39亿美元 盈利能力下降,经济观察网
3403,2019-03-27,海外投资巨亏9亿 广发证券这个锅该谁背？ 投资失误,新浪
3404,2019-03-27,关于对广发证券股份有限公司采取责令改正措施的决定〔2019〕20号,广东证监局
3405,2019-03-27,证监会决定对广发证券采取责令改正的行政监管措施,Wind
3406,2019-03-27,【中信证券非银】广发证券：境外投资亏损导致净利润低于预期,非银观点
3407,2019-03-27,发力科技金融 广发证券2018年实现净利43亿元,中证网
3408,2019-03-27,又是海外投资爆雷：广发证券净利减9亿，广东证监局责令改正 盈利能力下降,澎湃新闻
3409,2019-03-27,港股公告精选：中国恒大2018年核心业务利润升93.3%至783.2亿元,Wind
3410,2019-03-27,广发证券：旗下对冲基金Pandion亏损1.39亿美元,新浪
3411,2019-03-27,广发证券发布2018年业绩报告：科技金融持续发力,金融界
3412,2019-03-26,广发证券(01776.HK)2018年净利润降49.97%至43亿元  盈利能力下降,格隆汇
3413,2019-03-26,广发证券：收到广东证监局责令改正监管措施决定的公告 其他违规处罚,Wind
3414,2019-03-26,广发证券：2018年净利同比下滑五成 盈利能力下降,e公司
3415,2019-03-26,广发证券：2018年净利润43亿元，同比减少49.97%,Wind
3416,2019-03-26,快讯｜刘令担任四通股份持续督导保荐代表人,乐居财经
3417,2019-03-22,广发证券今日大宗交易成交13万股，成交价15.54元折价7.11%,Wind资讯
3418,2019-03-20,香港证监会再出击！9家券商被发资产冻结令，这家用玄学炒股的公司出大事了,证券时报网
3419,2019-03-19,广发证券完成32亿元公司债券发行,中证网
3420,2019-03-15,广发基金规模被同门兄弟易方达狂甩 产品业绩垫底,新浪
3421,2019-03-13,"广发证券：将横店影视评级调低为""增持""",Wind
3422,2019-03-11,广发证券(01776.HK)3月26日举行董事会议 审议批准刊发2018年度业绩,格隆汇
3423,2019-03-11,广发证券：A股历史性底部全对比,和讯
3424,2019-03-08,中国鼎益丰被被港证监会勒令停牌 股价离奇上涨引疑,新浪
3425,2019-03-08,融资客青睐63股，城投控股买入占比高达43.46%,Wind
3426,2019-03-06,券商股为啥这么牛：2月家家都日进斗金，这几家业绩亮瞎眼！,每日经济新闻
3427,2019-03-06,广发证券：母公司2月净利4.91亿元 同比大幅增长,e公司
3428,2019-03-06,广发证券：2月实现营收12.5亿元，实现净利润4.9亿元,Wind
3429,2019-03-06,可转债“打新”怪象调查：单机构数百账户申购超万亿,21世纪经济报道
3430,2019-03-06,MSCI扩容纳入6只券商股，超七成券商股“入摩”,Wind
