,2021-12-31,行业动态|光伏玻璃价格Q4触底回升 明年下游组件放量或提振需求,财联社
1648,2019-08-27,福莱特：下半年光伏玻璃将迎量价齐升，业绩增速继续提升,证券时报网
1649,2019-08-26,福莱特龙虎榜数据（8月26日）,Wind
1650,2019-08-26,福莱特(601865.SH)上半年净利润升22.8%至2.61亿元 中期息拟10派0.27元,格隆汇
1651,2019-08-26,福莱特：上半年净利润同比增22.80%,Wind
1652,2019-08-26,A股早报2019年8月26日星期一,Wind
1653,2019-08-24,资金助推九鼎新材 多机构大买福莱特,南方财经网
1654,2019-08-23,8月23日A股龙虎榜揭秘，机构抛售6股,Wind
1655,2019-08-23,福莱特龙虎榜数据(8月23日）,Wind
1656,2019-08-23,A股早报2019年8月23日星期五,Wind
1657,2019-08-22,【中投早知道】2019-08-23,赢家之星
1658,2019-08-22,8月22日A股龙虎榜揭秘，机构最青睐3股,Wind
1659,2019-08-22,光伏概念集合竞价期间热度不减，兆新股份、福莱特接近涨停，拓日新能、阳光电源涨逾5%,Wind
1660,2019-08-22,A股早报2019年8月22日星期四,Wind
1661,2019-08-21,涨停板解密：深圳本地股分化，部分继续受资金追捧！（8月21日）,Wind
1662,2019-08-21,【异动股】光伏概念股走强阳光电源(300274-CN)、福莱特(601865-CN)涨停,财华社
1663,2019-08-21,"跨市场电力设备新能源行业双周报:光伏产业链价格有望触底回升,动力电池排产低迷",光大证券
1664,2019-08-15,【福莱特*曾朵红】深度：双面风口，龙头提速,东吴研究所
1665,2019-08-14,福莱特：双寡头规模 成本优势明显 产能加速释放,证券时报网
1666,2019-08-14,"电力设备与新能源行业周报:电动车筑底待旺季,光伏降价见底等旺季",东吴证券
1667,2019-08-13,"电力设备与新能源行业:从国电投招标看光伏组件技术走向,下半年泛在电力物联网建设将提速",国金证券
1668,2019-08-13,"电力设备行业动态分析:装机量符合预期,单晶有望触底反弹",安信证券
1669,2019-08-05,百万年薪董秘六成硕士学历 两博士年薪不足十万,投资时报
1670,2019-08-05,A股“最壕”董秘！福莱特阮泽云身家26亿,投资时报
1671,2019-08-05,"电力设备与新能源行业周报:电池排产逐步恢复迎旺季,光伏降价临尾声等旺季",东吴证券
1672,2019-07-31,"福莱特深度报告:量价齐升,龙头发力",信达证券
1673,2019-07-29,"跨市场电力设备新能源行业双周报:电动车排产低位,风电将迎投运高峰",光大证券
1674,2019-07-05,【天风电新】信义光能首次覆盖：光伏玻璃引领行业，电站业务盈利卓越,新能源研究员
1675,2019-07-02,IPO“上半场”：通关率88%,金融投资报
1676,2019-06-28,福莱特：收到政府补助6173万元,金融界
1677,2019-06-28,福莱特(601865.SH)获6172.68万元政府补助,格隆汇
1678,2019-06-28,福莱特：上半年收到政府补助金共6172.68万元,Wind
1679,2019-06-28,电气设备：风光景气度向上 荐6股,东北证券
1680,2019-06-28,电气设备：财政部下发可再生能源电价补贴 荐5股,渤海证券
1681,2019-06-28,"电气设备行业深度报告:风光景气度向上,盈利能力回升",东北证券
1682,2019-06-24,福莱特：2018年年度股东大会、2019年第一次A股类别股东大会及2019年第一次H股类别股东大会决议公告,上交所
1683,2019-06-18,福莱特：光伏玻璃龙头，扩张正当其时,证券时报网
1684,2019-06-17,"电力设备与新能源行业周报:电动车5月产销平淡,工控5月需求偏弱",东吴证券
1685,2019-06-09,电气设备：光伏风电需求增长新政利好新能源汽车 荐6股,方正证券
1686,2019-05-31,"新能源行业点评:风光竞价政策公布,光伏旺季将开启,风电持续抢装",东吴证券
1687,2019-05-28,光大证券-跨市场电力设备新能源行业周报:风电上网电价落地-190527,光大证券
1688,2019-05-20,【国金电新周观点】国内外积极因素继续催化光伏板块，工业及房地产数据将利好工控及低压,新兴产业观察者
1689,2019-05-16,港股异动 | 福莱特H股逆市下挫 签逾42亿元光伏玻璃合约 福莱特A股涨停,格隆汇
1690,2019-05-16,42.5亿采购大单 两家巨头上市公司不同获益,中财网
1691,2019-05-16,福莱特：长协订单验证光伏玻璃重要性和公司行业地位,国金证券
1692,2019-05-16,福莱特开盘涨停，隆基股份与公司签42.5亿元光伏玻璃采购协议,Wind
1693,2019-05-16,5月16日A股盘前重要公告提示 | 力帆股份4月销量大跌56.76%；乐视面临承担前海思拓回购款等裁定结果；隆基股份与福莱特签订42.5亿采购协议,格隆汇
1694,2019-05-15,隆基股份与福莱特签订光伏玻璃采购协议 预估合同额约42.50亿元,发布易
1695,2019-05-15,隆基股份(601012.SH)下属多家全资子公司合计签订42.5亿元光伏玻璃采购协议,格隆汇
1696,2019-05-15,福莱特(601865.SH)签订约42.5亿元光伏镀膜玻璃销售合同,格隆汇
1697,2019-05-15,隆基股份：签下约42.5亿元光伏玻璃采购协议,Wind
1698,2019-05-08,福莱特：关于召开2018年年度股东大会、2019年第一次A股类别股东大会及2019年第一次H股类别股东大会的通知,上交所
1699,2019-05-07,福莱特龙虎榜数据（5月7日）,Wind
1700,2019-05-06,福莱特龙虎榜数据(5月6日）,Wind
1701,2019-05-06,福莱特：公司股票交易异常波动,Wind
1702,2019-04-30,跌停板解密：强势股大幅补跌纷纷来袭！（4月30日）,Wind
1703,2019-04-30,【中信建投电新】价格强势将持续，看好光伏玻璃版块,新能源沙龙
1704,2019-04-28,福莱特玻璃产能扩张给未来带来预期，跟随A股进行联动,智通财经
1705,2019-04-27,本周27家上市公司发布可转债预案 融资总规模达342.47亿元,Wind
1706,2019-04-26,福莱特龙虎榜数据（4月26日）,Wind
1707,2019-04-26,上海证券交易所2019年04月26日交易信息,上交所
1708,2019-04-23,[快讯]福莱特:公司签订凤阳年产75万吨光伏组件盖板玻璃项目合作协议,中财网
1709,2019-04-22,[快讯]13:50福莱特封涨停,中财网
1710,2019-04-22,午后次新股板块异动拉升 永冠新材、福莱特涨停,金融界
1711,2019-04-22,次新股午后异动，福莱特、永冠新材双双封板,Wind
1712,2019-04-22,福莱特去年净利4.07亿同比下滑5% 董事长阮洪良年薪86万 盈利能力下降,挖贝网
1713,2019-04-21,上市两月 福莱特拟发行可转债募资不超14.5亿元,北京商报网
1714,2019-04-21,福莱特：一季度净利同比增长11%；拟发行不超14.5亿元可转债,e公司
1715,2019-04-16,"光伏行业政策点评:光伏补贴政策逐步落地,三季度将迎需求拐点",信达证券
1716,2019-04-04,4月4日A股龙虎榜揭秘，机构最青睐3股,Wind
1717,2019-04-02,[快讯]14:50福莱特封涨停,中财网
1718,2019-03-27,双面势起，玻璃先行（光伏系列研究报告之四）,中泰电新研究
1719,2019-03-25,『早安，新时代！』晨会早读2019/3/25：今日关注西王食品、恒华科技、福莱特、维业股份、瀚蓝环境,新时代证券研究
1720,2019-03-22,[快讯]福莱特:投资建设年产75万吨光伏组件盖板玻璃项目,中财网
1721,2019-03-22,福莱特拟对子公司增资2.5亿元子公司去年净利9675万元,挖贝网
1722,2019-03-22,福莱特：公司及全资子公司拟不超15亿元综合授信额度并提供相应担保 大额借贷担保,Wind
1723,2019-03-22,【新时代电新】福莱特年报点评：低成本产能加速扩张，光伏玻璃迎来量价齐升,新时代新能源开文明团队
1724,2019-03-22,【国金研究】福莱特18年报点评：新产线降本贡献显著，2019年迎量价齐升,国金证券研究所
1725,2019-03-22,【国金晨讯精选】腾讯，福莱特业绩点评,国金证券研究所
1726,2019-03-21,福莱特：2018年净利润同比减4.50% 盈利能力下降,Wind
1727,2019-03-20,福莱特：关于变更年报披露日期的公告 延期披露,Wind
1728,2019-03-16,102只个股连涨3日以上，福莱特连涨20日，累计上涨503.47%,Wind
1729,2019-03-15,福莱特18连板后再现“地天板” 买二营业部近期频繁进出多只次新股,大众证券报
1730,2019-03-15,A股早报2019年3月15日星期五,Wind
1731,2019-03-14,福莱特连续一字涨停记录定格在18个,银行信息港
1732,2019-03-14,福莱特2018年净利4.07亿 同比减少4.50%,Ofweek
1733,2019-03-14,【赢家资讯】03月14日收盘简评,微信
1734,2019-03-13,A股最富董秘易主 女董秘阮泽云身价超1700家上市公司,新浪
1735,2019-03-13,次新股福莱特尾盘打开涨停，上市以来共获18个涨停,Wind
1736,2019-03-13,福莱特：2018年净利润同比减4.50%（快报） 盈利能力下降,Wind
1737,2019-03-12,[快讯]福莱特公布年度快报,中财网
1738,2019-03-12,连续涨停个股排行|2019年03月12日,云掌财经
1739,2019-03-11,卖出评级影响尚未消化 券商AH股异常溢价影响大,第一财经
1740,2019-03-11,福莱特龙虎榜数据(3月11日）,Wind
1741,2019-03-11,连续涨停个股排行|2019年03月11日,云掌财经
1742,2019-03-10,219只个股连涨3日以上，福莱特连涨15日大涨317.36%,Wind
1743,2019-03-08,连续涨停个股排行|2019年03月08日,云掌财经
1744,2019-03-08,"电力设备与新能源行业研究周报:光伏玻璃提价落地,国网信产集团部署物联网建设",国金证券
1745,2019-03-07,连续涨停个股排行|2019年03月07日,云掌财经
1746,2019-03-06,连续涨停个股排行|2019年03月06日,云掌财经
1747,2019-03-06,今年以来36只个股股价翻倍 10家公司提示风险,新京报
1748,2019-03-06,港股3月策略：从AH差异比较看港股偏好,学恒的海外观察
1749,2019-03-06,IPO速度放缓 新股上市频现连板涨停,金融投资报
1750,2019-03-05,连续涨停个股排行|2019年03月05日,云掌财经
1751,2019-03-04,连续涨停个股排行|2019年03月04日,云掌财经
1752,2019-03-03,福莱特成功登陆A股 上市首日顶格暴涨44%,证券市场周刊
1753,2019-03-01,连续涨停个股排行|2019年03月01日,云掌财经
1754,2019-02-28,连续涨停个股排行|2019年02月28日,云掌财经
1755,2019-02-28,福莱特玻璃:A+H股价双双攀升，光伏市场再发力？,格隆汇
1756,2019-02-27,连续涨停个股排行|2019年02月27日,云掌财经
1757,2019-02-25,福莱特(601865.SH)股价异动 不存在未披露重大信息,格隆汇
1758,2019-02-20,2月20日A股龙虎榜揭秘，机构抢筹3股,Wind
1759,2019-02-20,福莱特龙虎榜数据（2月20日）,Wind
1760,2019-02-20,福莱特(601865.SH)股价异动 无未披露重大事项,格隆汇
1761,2019-02-18,国金晨讯精选 | 宏观经济框架系列，福莱特，药明康德，平高电气，基建“补短板”系列（二）,国金证券研究所
1762,2019-02-18,【新时代电新 开文明团队】福莱特：光伏玻璃机遇期来临，持续加码光伏玻璃,新时代证券研究
1763,2019-02-18,『早安，新时代！』晨会早读2019/2/18：今日关注精测电子、福莱特、赢合科技,新时代证券研究
1764,2019-02-18,【国金电新】福莱特深度报告：光伏玻璃龙头，产能释放重启增长,新兴产业观察者
1765,2019-02-17,不忘初心、砥砺前行，福莱特玻璃集团股份有限公司成功上市,陆家嘴金融网
1766,2019-02-15,福莱特成功登陆A股 上市首日顶格暴涨44%,证券网
1767,2019-02-15,新股发行与上市一览（2月15日）,Wind
1768,2019-02-14,福莱特2月15日上市定位分析,金融界
1769,2019-02-13,福莱特将于2月15日在上交所正式上市,中金在线
1770,2019-02-13,沪市迎节后首只新股：福莱特15日在上交所上市,中证网
1771,2019-02-10,拟上市公司福莱特完成发股 发行1.5亿股,中金在线
1772,2019-01-30,兑奖了！福莱特中签号出炉,Wind
1773,2019-01-30,福莱特中签号出炉 共13.5万个,e公司
1774,2019-01-30,【兑奖啦】福莱特网上申购中签号出炉 共135000个,金融界
1775,2019-01-30,福莱特IPO网上发行中签率0.10195725%,挖贝网
1776,2019-01-30,福莱特公布中签率仅为0.1020% 你能中吗？,银行信息港
1777,2019-01-30,福莱特601865中签号码查询 福莱特中签号是多少,南方财富网
1778,2019-01-30,福莱特601865中签号是多少？福莱特601865中签号码一览,南方财富网
1779,2019-01-30,福莱特601865中签率查询 福莱特中签率是多少,南方财富网
1780,2019-01-30,福莱特首次公开发行股票网上中签率为0.1%,中金在线
1781,2019-01-29,福莱特玻璃二度闯关A股IPO欲破产能瓶颈 减资破产,中国经营网
1782,2019-01-29,福莱特780865中签率查询 福莱特中签率是多少？,银行信息港
1783,2019-01-29,福莱特780865申购指南 601865新股发行价,银行信息港
1784,2019-01-29,福莱特601865：780865新股申购指南(1月29日),银行信息港
1785,2019-01-29,福莱特780865今日申购指南 申购上限4.5万股,银行信息港
1786,2019-01-29,1月29日，福莱特（780865）,国盛证券
1787,2019-01-29,福莱特申购指南顶格申购需配市值45万,财界网
1788,2019-01-29,A股早报2019年1月29日星期二,Wind
1789,2019-01-29,新股提示：福莱特今日可申购 单一帐户申购上限4.5万股,证券时报网
1790,2019-01-29,狗年最后的打新机会，这只新股有肉签潜质,中证报
1791,2019-01-29,【新股提示】福莱特今日申购,Wind
1792,2019-01-29,新股提示：今日福莱特可申购,e公司
1793,2019-01-29,【东北证券】今日新股丨福莱特申购、华致酒行上市,微信
1794,2019-01-29,福莱特低价申购 业绩增长乏力,新浪
1795,2019-01-28,【新股信息】1月29日 福莱特申购 华致酒行上市,银河股票资讯
1796,2019-01-28,每周新股报告:福莱特、立华股份两家新股申购,正点财经
1797,2019-01-28,福莱特1月29日申购宝典,金融界
1798,2019-01-28,1月29日新股申购指南 福莱特601865新股申购指南,银行信息港
