,2021-12-31,沃森生物：13价肺炎结合疫苗在进行出口前的准备工作，二价HPV疫苗申报生产目前处于国家CDE审评中,每日经济新闻
2577,2018-06-21,疫苗巨头为何想“杀掉快下蛋的鸡”?董事长回应，71亿隐秘野心曝光,21财闻汇
2578,2018-06-21,创新药再迎政策利好推动 4只概念股可重点关注,证券日报
2579,2018-06-08,巨丰热点前瞻：市场震荡筑底或持续 把握结构性机会,巨丰财经
2580,2018-06-04,深度*行业*医药行业周报：短期规避系统性风险 中长期不改行业上涨逻辑,中财网
2581,2018-06-01,巨丰热点前瞻：A股正式明晟时代 市场修复行情望延续,巨丰财经
2582,2018-05-29,[互动]沃森生物：13价肺炎结合疫苗申报生产目前处于审评中,全景网
2583,2018-05-29,"医药生物行业周报:持续看好医药板块,重点关注细分行业",山西证券
2584,2018-05-24,[看好评级]生物制品行业周报：新规发布强化药品审评审批保密制度,中财网
2585,2018-05-21,医疗保健：长期持续看好 荐6股,山西证券
2586,2018-05-21,[互动]沃森生物：13价肺炎结合疫苗纳入优先审评品种,全景网
2587,2018-05-20,医疗保健：知识产权保护有望加强 荐8股,广发证券
2588,2018-05-18,沃森生物一单抗药物获临床试验批件,中证报
2589,2018-05-18,沃森生物：子公司注射用GB251单抗药物获得药物临床试验批件,中证网
2590,2018-05-15,[看好评级]医药生物行业周报：短期面临调整 但长期趋势依然向好,中财网
2591,2018-05-12,拐点出现 提升估值空间,红周刊
2592,2018-05-11,[买入评级]医药生物行业跟踪：疫苗批签发持续跟踪 新产品上市快速放量,中财网
2593,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
2594,2018-05-10,数据王：做多资金偏谨慎3大防御性行业资金净流入居前,巨丰财经
2595,2018-05-09,沃森生物：13价肺炎结合疫苗产业化生产车间已建好,中证网
2596,2018-05-08,[增持评级]联讯医药行业2017年报及2018Q1季报总结：行业整体扣非净利增速下降 业绩明显分化下关注结构性机会,中财网
2597,2018-05-07,沃森生物：公司治疗性HPV疫苗产品目前处于临床研究阶段,e公司
2598,2018-05-04,5月4日早间行业关注,中证网
2599,2018-05-03,医疗保健：高效药审体系初步建立 九价HPV疫苗有望年内上市,川财证券
2600,2018-05-03,一针疫苗撬动板块！众多上市公司加快疫苗国产化进程,顶尖财经网
2601,2018-05-02,私有化争夺下的北京科兴：肺炎疫苗上市推迟 未名医药年报被“非标”,每日经济新闻
2602,2018-05-02,看好中国 |健康中国——九价HPV疫苗有望上市 相关标的可跟踪,巨丰财经
2603,2018-05-02,[路演]沃森生物：九价HPV疫苗正进行临床试验现场准备,全景网
2604,2018-04-30,九价HPV疫苗有条件批准上市，智飞生物等公司将受益,Wind
2605,2018-04-28,沃森生物最新消息：重磅产品陆续上市，生物药龙头再起航,中银国际
2606,2018-04-26,生物疫苗龙头企业纷纷晒业绩 这些个股被券商“强推”,e公司
2607,2018-04-25,券商评级:沪指收盘小幅下挫 9股掘金良机,证券之星
2608,2018-04-25,[强烈推荐评级]沃森生物(300142)年报及季报点评：17年低谷已过18年开季扭亏 看好未来13价市场前景,中财网
2609,2018-04-24,受累对赌失利去年亏损5.37亿 沃森生物自主疫苗业务今年延续增长,每经网
2610,2018-04-24,沃森生物:研发布局进入收获期 新品上市逐渐发力,中证网
2611,2018-04-24,沃森生物：公司一季度扭亏 买入评级,西南证券
2612,2018-04-24,165家公司下修年度业绩预期，业绩变脸痼疾亟待多维施治,--
2613,2018-04-23,沃森生物：一季度业绩同比扭亏净利为2375.83万元,Wind
2614,2018-04-23,沃森生物：2017年业绩同比转亏净亏5.37亿元,Wind
2615,2018-04-19,A股共发生42宗大宗交易成交11.19亿元(4月19日),Wind
2616,2018-04-19,沃森生物今日大宗交易成交350万股，成交价18.05元折价9.8%,Wind资讯
2617,2018-04-18,[推荐评级]医药生物行业深度研究：从批签发数据看国内疫苗行业变迁 重磅品种有望驱动行业快速发展(行业篇),中财网
2618,2018-04-18,云南证监局关于2018年辖区上市公司、会计师事务所、债券发行人现场检查随机抽取结果的公示,云南证监局
2619,2018-04-17,[领先大市-B评级]医药行业周度报告：“互联网+医疗健康”获肯定 抗癌药零关税成定局,中财网
2620,2018-04-17,[买入评级]医药生物行业投资策略：进口抗癌药关税政策无需过度放大 依然看好国内创新药企业,中财网
2621,2018-04-17,"医药生物行业周报:“互联网+医疗健康”措施确定,覆盖医疗多方市场",山西证券
2622,2018-04-12,[看好评级]生物制品行业周报：把握业绩主线 精选优质个股,中财网
2623,2018-04-12,[强烈推荐评级]沃森生物(300142)事件点评：13价肺炎结合疫苗获优先审评 一季度预告公司扭亏,中财网
2624,2018-04-11,[看好评级]生物制品行业2018年2季度投资策略报告：看好创新药及细分领域龙头企业的发展,中财网
2625,2018-04-10,[看好评级]生物制品行业周报：国办印发改革仿制药供应保障及使用政策意见,中财网
2626,2018-04-10,沃森生物：预计一季度净利润同比扭亏为盈,Wind
2627,2018-04-09,沃森生物：预计一季度同比扭亏为盈,Wind
2628,2018-04-09,沃森生物一季度业绩扭亏为盈,中证网
2629,2018-04-09,上市公司业绩“变脸”股价埋单 最多竟达10个跌停,金融界
2630,2018-04-08,冷冻电镜技术重构复杂疱疹病毒 四股或再接再厉,证券时报
2631,2018-04-04,211家医药上市公司2017年盈利784亿,顶尖财经网
2632,2018-04-03,[强于大市评级]医药行业周报：医药指数持续创新高 把握医药结构化牛市,中财网
2633,2018-04-02,A股共发生68宗大宗交易成交14.94亿元（4月2日）,Wind
2634,2018-04-02,疫苗行业季报：重点关注联合疫苗、多价结合疫苗和专科特色疫苗,中财网
2635,2018-04-02,[强烈推荐评级]沃森生物(300142)事件点评：13价肺炎结合疫苗拟获优先审评 大产品上市之路更近一步,中财网
2636,2018-03-30,券商评级:创业板大涨3%站上1900点 9股掘金,证券之星
2637,2018-03-30,生物制品行业周报:药明康德顺利过会募资57亿元,渤海证券
2638,2018-03-30,"沃森生物:13价肺炎疫苗被纳入拟优先审评名单,研发长跑进入",西南证券
2639,2018-03-29,创新药研发黄金收获期将至 六股将迎来腾飞良机,证券之星
2640,2018-03-28,沃森生物13价肺炎结合疫苗进入优先审评通道,中证网
2641,2018-03-27,医药生物行业站上风口 进口替代图破局,证券之星
2642,2018-03-27,业绩变脸“雷声”不断， 市场最大“杀手”浮出水面,红周刊
2643,2018-03-27,[买入评级]医药生物行业投资策略：部委调整 明确医保医疗医药三方职责,中财网
2644,2018-03-23,【概念】医药板块上涨原因揭秘，后续还有哪些细分逻辑值得跟踪？,国元证券订阅号
2645,2018-03-23,医药生物行业周报:国务院部门调整彰显医改决心,中投证券网
2646,2018-03-21,[看好评级]生物制品行业周报：复星、石药等32家公司入选“中国生物医药指数”,中财网
2647,2018-03-21,[增持评级]上海证券医药生物行业周报20180320,中财网
2648,2018-03-20,[强于大市评级]2月疫苗批签发数据跟踪：细节波动 总体平稳,中财网
2649,2018-03-20,[推荐评级]医药行业周报：国务院机构改革提升监管效率 医药行业长期趋势向好,中财网
2650,2018-03-19,国内生物药市场爆发在即！药企开启布局模式,制药网
2651,2018-03-17,四新经济点燃发展新引擎 工业互联网等题材全面激活,金融投资报
2652,2018-03-16,沃森生物子公司新药获批临床研究 有望治疗部分乳腺癌,中国网
2653,2018-03-16,[强烈推荐评级]沃森生物(300142)事件点评：单抗药物再获临批 研发实力再次获得证明,中财网
2654,2018-03-16,医药生物行业:看好创新药与一致性评价领域龙头白马,中投证券网
2655,2018-03-15,沃森生物多产品将进入收获期,中证网
2656,2018-03-15,宫颈癌疫苗为何一针难求：接种热情高， 产能扩张难,财经网
2657,2018-03-15,[强烈推荐评级]沃森生物(300142)：嘉和生物产品梯队逐渐成型 单抗药平台价值凸显,中财网
2658,2018-03-15,生物制品行业周报:君实生物PD-1单抗申报上市,渤海证券
2659,2018-03-13,A股花式高台跳水队出炉，乐视獐子岛都排不上号,野马财经
2660,2018-03-13,晨会聚焦1803013：重点关注中国中药、纺织日化、医药行业、创新药、海外市场、乐普医疗,国信研究
2661,2018-03-12,晨会聚焦1803012：重点关注新能源车、中洲控股、领益智造、亿联网络、恒力股份、中国联通,国信研究
2662,2018-03-07,沃森生物亟待重新上路 逐步回填“并购挖下的坑”代价惨重,证券日报
2663,2018-03-07,[看好评级]生物制品行业周报：科济生物签署6000万美元PRE-C轮融资框架协议,中财网
2664,2018-03-06,晨会聚焦180306：重点关注汽车行业、环保行业、港股、安车检测、宇通客车、上汽集团,国信研究
2665,2018-03-06,"《创新大牛市》行业篇之新型疫苗深度报告:生命至上,预防第一",证券之星
2666,2018-03-05,[买入评级]医药生物行业跟踪：疫苗行业批签发分析 关注疫苗新品种,中财网
2667,2018-03-05,晨会聚焦180305：重点关注蓝思科技、游族网络、TCL集团、三孚股份、木林森、锦江股份,国信研究
2668,2018-03-05,多家疫苗类公司2017年业绩增长迅猛,中证报
2669,2018-03-02,[领先大市-B评级]医药行业2017年业绩前瞻：整体增长稳健 重点把握业绩优质龙头股,中财网
2670,2018-03-02,晨会聚焦180302：重点关注游族网络、中国联通、银行业,国信研究
2671,2018-03-01,[看好评级]生物制品行业周报：把握业绩主线 精选优质个股,中财网
2672,2018-03-01,晨会聚焦180301：重点关注美亚柏科、广联达、石基信息、天虹股份、乐普医疗、扬杰科技,国信研究
2673,2018-03-01,风格转换上演 业绩地雷惊扰蓝筹,第一财经日报
2674,2018-02-27,大参考：卫计委今日召开发布会 健康中国概念股有望井喷,巨丰财经
2675,2018-02-27,晨会聚焦180227：重点关注海康威视、中国国旅、计算机行业、港股、中兴通讯,国信研究
2676,2018-02-26,沃森生物：2017年业绩同比转亏净亏5.35亿元（快报）,Wind
2677,2018-02-26,沃森生物业绩快报：2017年亏损逾5亿元,e公司
2678,2018-02-26,基于年报业绩预告的产业债排雷与掘金,债市覃谈
2679,2018-02-26,博晖创新2017营收4.48亿元 同期增长10.99%,化工仪器网
2680,2018-02-14,延续恢复性增长 超大疫苗或将迎来获批年,证券时报
2681,2018-02-11,2月11日上市公司晚间公告速递,新浪
2682,2018-02-11,沃森生物：新型宫颈癌疫苗产业化基地项目竣工,e公司
2683,2018-02-11,沃森生物：员工持股计划2018年未减持过公司股票,Wind
2684,2018-02-09,A股共发生36宗大宗交易成交25.99亿元(2月9日),Wind
2685,2018-02-09,沃森生物今日大宗交易成交540.01万股，成交价16.3元折价2.98%,Wind资讯
2686,2018-02-07,一财研选｜国家坚定推进，大幅调整的这个板块将现买入良机！,第一财经
2687,2018-02-07,[看好评级]生物制品行业周报：把握业绩主线 持续看好创新药领域的发展,中财网
2688,2018-02-07,晨会聚焦180207：重点关注腾讯，旅游板块,国信研究
2689,2018-02-07,【晨会聚焦】寻找下跌中的机会,中泰证券研究所
2690,2018-02-07,【医药】江琦、赵磊（联系人）：2017年疫苗批签发数据专题研究报告：重磅产品陆续获得批签发，行业进入大品种时代-20180206,中泰证券研究所
2691,2018-02-06,一财研选｜资源稀缺叠加资本逐鹿，这个行业迎来戴维斯双击！,第一财经
2692,2018-02-06,今日资金抢入六只强势股一览（2月6日）,中财网
2693,2018-02-06,[强烈推荐评级]沃森生物(300142)事件点评：13价肺炎结合疫苗申报生产获得受理 大产品上市之路更近一步,中财网
2694,2018-02-06,单抗行业专题研究：拥抱蓝海，风起“抗”林,国信研究
2695,2018-02-06,银河证券晨会纪要-180206,银河证券
2696,2018-02-06,19家公司预亏超10亿 多家基金“踩雷”,新京报
2697,2018-02-05,[推荐评级]医药行业周报：进入年报期 关注业绩的确定性和持续性,中财网
2698,2018-02-05,商誉资产成上市公司业绩大忽悠的新工具 占A股净利润总额已近半,和讯
2699,2018-02-04,【华创医药周报201806】寻找不确定中的确定性机会,华创医药组公众平台
2700,2018-02-01,1股退市已定、AH股陷退市困局，警惕变脸寒潮……,--
2701,2018-02-01,[INCREASE评级]CHUANCAI RESEARCH 2018 STRATEGY REPORT：2018 CHINA EQUITY MARKET PHARMACEUTICAL OUTLOOK,中财网
2702,2018-02-01,171家公司修正2017年预计业绩 监管机构紧盯变脸乱象,中证报
2703,2018-01-30,沃森生物现近2亿元大宗交易,每经网
2704,2018-01-30,[推荐评级]医药行业周报：把握结构性机会 重点关注创新和高端仿制,中财网
2705,2018-01-30,沃森生物回应业绩变脸 称不知对赌方“心里想什么”,证券日报
2706,2018-01-30,56家药企业绩预增超50% 沃森生物业绩变脸,证券日报
2707,2018-01-30,从盈利到巨亏 沃森生物业绩变脸,时代在线
2708,2018-01-29,沃森生物 13价肺炎结合疫苗临床总结报告完成 重磅产品未来销售有望超预期 强烈推荐评级,东兴证券
2709,2018-01-29,"医药行业周报:年报业绩预告陆续披露,整体业绩增速稳定",开源证券
2710,2018-01-27,扣非净利润连年亏损 沃森生物对赌失败业绩“变脸”,中国经营报
2711,2018-01-26,A股生物制药上市公司 企业业绩预告冰火两重天,股城网
