,2021-12-31,招商局置地(00978)与招商蛇口订立运营协议,智通财经
9653,2018-09-25,A股节后维持窄幅震荡，地产股表现萎靡,中新网
9654,2018-09-25,【超级大单】 09月25日 4只个股特大单净流入超亿元,每日经济新闻
9655,2018-09-25,收评：沪指震荡跌0.58% 地产股集体大跌,e公司
9656,2018-09-25,地产股重挫，“取消预售房企将减少33%资金来源”,澎湃新闻
9657,2018-09-25,9月25日股市午评：房地产股票大跌 乐视网涨停,凤凰网
9658,2018-09-25,9月25日大盘午评：中秋节后三大股指均下跌,央视
9659,2018-09-25,午评:全面取消预售制消息冲击地产股 新城控股重挫7%,新浪
9660,2018-09-25,地产股走势疲弱 万科金地等一线龙头均走低,证券时报网
9661,2018-09-25,地产板块低迷 中南建设、新城控股、招商蛇口跌逾5%,中证网
9662,2018-09-25,招商蛇口低开低走跳水5.43%报18.80元 成交1.51亿元,腾讯网
9663,2018-09-25,快讯：房地产板块集体低开 招商蛇口大跌近7%,新浪
9664,2018-09-25,昆钢与招商蛇口将推动合作项目落地,钢铁新闻网
9665,2018-09-25,早盘房地产板块集体低开 招商蛇口大跌6.49%,新浪
9666,2018-09-25,地产股早盘集体大跌 招商蛇口跌超6%,e公司
9667,2018-09-24,粤港澳大湾区再获利好 QFII与社保基金围猎4只个股,证券日报
9668,2018-09-24,深市多层次板块各有千秋 折射中国经济变革脉络,证券日报
9669,2018-09-22,全周罕见净流入超百亿元 招商蛇口2日累涨逾5%！下周留意这只锂电池概念股,火山财富
9670,2018-09-21,9月21日有68家公司获重要股东增减持 华凯创意已被连续减持37次 减持股份,Wind
9671,2018-09-21,地产股爆发 中粮地产涨停万科A涨近7%,证券时报网
9672,2018-09-21,今日两市主力开始撤退的50只个股,证券之星
9673,2018-09-21,北大资源：产学研建设见成效 摘得三项品牌大奖,金融界
9674,2018-09-21,招商局付刚峰会见南通市委副书记、代市长徐惠民,中港网
9675,2018-09-21,强势股追踪 主力资金连续5日净流入60股,证券时报网
9676,2018-09-20,【年报有料】“手中有粮，心中不慌”哪家企业土地储备最多？ 2018年上半年上市房企土地储备TOP30,和讯
9677,2018-09-20,28亿净资金微弱流出 主力机构看空五类股,证券之星
9678,2018-09-20,数据王：进场的资金去了哪里？,巨丰财经
9679,2018-09-20,09月20日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
9680,2018-09-20,09月20日 主力资金近三日都在买这些概念股,每日经济新闻
9681,2018-09-20,1508只个股今日尾盘资金净流入,证券时报网
9682,2018-09-20,连跌8个月 如今集体爆发！房地产板块中秋能吃上月饼了吧,中财网
9683,2018-09-20,房地产板块强势回归 低估值龙头引关注,中证报
9684,2018-09-20,房企掀起改名潮 “去地产”激活地产股,证券时报
9685,2018-09-20,反弹目标出现 中国铁建放量再创1个多月新高！明日留意这只房地产股,火山财富
9686,2018-09-20,104只强势股成交额翻倍 机构扎堆看好43只标的股,证券日报
9687,2018-09-19,量能放大背后各路资金积极入场 反弹有没有第三天？,中证报
9688,2018-09-19,【收市点评】三大股指全线走强 水利、地产权重股领涨,兴业证券兴e通
9689,2018-09-19,【解盘论市】三大股指放量走强，地产携手白酒齐反弹,Wind
9690,2018-09-19,09月19日 大宗交易,每日经济新闻
9691,2018-09-19,地产龙头们的融资现状：分化渐现 破局要看租售并举,新浪
9692,2018-09-19,招商蛇口今日大宗交易成交15.54万股，成交价18.8元折价1.21%,Wind资讯
9693,2018-09-19,A股涨逾1%沪指收复2700点 两市成交额重回3000亿,中新网
9694,2018-09-19,乘胜追击，A股放量大涨沪指打破周三12连阴魔咒,Wind
9695,2018-09-19,市场连续反弹 大盘趋势转好,中财网
9696,2018-09-19,资金流:地产3股消费4股流入居前 两市净流入221亿,金融界
9697,2018-09-19,巨丰投顾：蓝筹题材股携手上涨,巨丰财经
9698,2018-09-19,【超级大单】 09月19日 2只个股特大单净流入超亿元,每日经济新闻
9699,2018-09-19,09月19日 主力资金近三日都在买这些概念股,每日经济新闻
9700,2018-09-19,09月19日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
9701,2018-09-19,收评：沪指放量大涨逾1% 石油等权重股走势强劲,证券时报网
9702,2018-09-19,粤港澳概念股领涨,中证网
9703,2018-09-19,粤港澳概念股盘中走强个股普涨 世荣兆业涨停,证券时报
9704,2018-09-19,粤港澳概念股普涨 深振业A、世荣兆业涨停,证券时报网
9705,2018-09-19,粤港澳自贸区板块午后再接再厉，招商蛇口大涨7%,Wind
9706,2018-09-19,养殖业板块小幅飘绿,红周刊
9707,2018-09-19,魔咒终于被击破！暖风频吹为反弹续航,中金在线
9708,2018-09-19,巨丰投顾：蓝筹股携手上攻 市场底部渐明朗,巨丰财经
9709,2018-09-19,午评：地产、石油等权重股发力 沪指涨近1%,证券时报网
9710,2018-09-19,沪指成功站上2700点 地产股全面爆发,证券之星
9711,2018-09-19,地产股早盘大涨 保利、新城涨幅超6% 或受个税可抵房贷利息利好,观点地产网
9712,2018-09-19,沪指上涨1.08%报2729.17点 农业综合等板块领涨,腾讯网
9713,2018-09-19,沪指涨逾1% 地产股全线爆发,证券时报网
9714,2018-09-19,个税房贷利息抵扣酝酿细则 地产板块飙升南都物业等3股涨停,腾讯网
9715,2018-09-19,地产股持续走强 世荣兆业涨停万科A涨逾5%,证券时报网
9716,2018-09-19,快讯：房地产板块全线大涨，世荣兆业封涨停,红周刊
9717,2018-09-19,地产股全线爆发，世荣兆业强势封板,Wind
9718,2018-09-19,快讯：粤港澳大湾区概念股早盘走强 世荣兆业涨超7%,新浪
9719,2018-09-19,房地产股走势强劲 万科A涨超5%,e公司
9720,2018-09-19,粤港澳大湾区概念股早盘走强 世荣兆业涨超7%,新浪
9721,2018-09-19,股市快讯：地产股表现强势 招商蛇口涨超5%,证券时报
9722,2018-09-19,房地产板块早盘活跃 招商蛇口涨逾5%,证券时报网
9723,2018-09-19,地产股走强 招商蛇口涨超5% 万科A涨超2%,e公司
9724,2018-09-19,地产股迅速走强，中国高科领涨6%,Wind
9725,2018-09-19,【地产阎常铭】居民杠杆率国际比较研究系列三：美国篇,兴证研究
9726,2018-09-18,"2018年房地产行业半年报综述:最好的结算周期,最差的金融周期",正点财经
9727,2018-09-18,地产：新开工维持高位 荐6股,东北证券
9728,2018-09-18,地产：继续建议配置龙头 荐14股,广发证券
9729,2018-09-18,房地产2018年中报总结：龙头房企优势明显,国信研究
9730,2018-09-18,【地产】房地产8月报：房企开工意愿较强，三四线销售显著回落,中银国际证券研究
9731,2018-09-18,房企债券还款时间表梳理：未来三年到期或超万亿,新浪
9732,2018-09-18,房地产行业深度报告:正值金秋收获时,东北证券
9733,2018-09-17,73只个股受机构集体推荐 5只龙头股吸金逾27亿,证券日报
9734,2018-09-17,2018世界人工智能大会召开 16只绩优股获机构扎堆看好,证券日报
9735,2018-09-17,【光大地产】流动性 vs 补库存，拿地深度下沉策略分化—光大地产a+h重点公司样本库动态跟踪报告（9.1-9.16）,缅怀南方
9736,2018-09-17,招商蛇口邮轮母港：今日高速客船所有航班停航,e公司
9737,2018-09-17,【东吴地产|行业点评】销售稳中略降，开工再创新高，土地购置支撑投资高位稳定,小齐论地产
9738,2018-09-17,中银国际*每日速递20180917：策略市场快评；白酒行业；招商蛇口等,中银国际证券研究
9739,2018-09-17,华润置地昆仑域陷“质量门” 限价下开发商“耍滑头”,中国经济网
9740,2018-09-17,【房地产】销售增长预计将放缓,中信证券研究
9741,2018-09-17,新房查验制能否逼开发商严把质量关,北青网
9742,2018-09-17,深赤湾A振幅超10%,中证报
9743,2018-09-17,低估值高股息高标打底仓 上汽集团等10只股票被券商集中推荐,投资者报
9744,2018-09-16,物联网市场规模破万亿元 近6亿元资金涌入10只个股,证券日报
9745,2018-09-16,【国君地产|点评】步入金融周期，开启二次探底 ——对8月统计局数据的点评,小谢看地产
9746,2018-09-16,【东吴地产|行业周报2018/9/14】一二手成交同比靓眼，北京出台公积金新政,小齐论地产
9747,2018-09-15,地产：1-8月房地产投资维持高位运行,川财证券
9748,2018-09-14,3.15出拳：流水的问题企业，铁打的诚恳道歉,格隆汇
9749,2018-09-14,【异动股】粤港自贸概念股午后拉升 深赤湾A(000022-CN)涨近6%,财华社
9750,2018-09-14,粤港澳大湾区概念异动 深赤湾A涨近6%,证券时报网
9751,2018-09-14,加速去化 房企“快跑”,经济观察网
9752,2018-09-14,招商蛇口：销售持续高增，盈利能力显著提升,中银国际
9753,2018-09-14,招商蛇口董事会、监事会、高级管理人员完成换届选举,中港网
9754,2018-09-14,"昆仑域""质量门""续:开发商称不辜负客户的信任和支持",新京报
9755,2018-09-12,北京“豪宅”昆仑域深陷质量门：“9万5、托关系买的房还不如回迁房”,乐居财经
9756,2018-09-12,招商蛇口选举万鑫、谢扬佳为职工代表监事,中金在线
9757,2018-09-12,地产：坚定看多优势地产股 荐15股,国信证券
9758,2018-09-12,房地产行业9月投资策略：行业回归理性，坚定看多优势地产股,国信研究
9759,2018-09-12,29股获券商买入评级 保利地产目标涨幅达77%,Wind
9760,2018-09-12,【房地产丨韩振国 夏亦丰（联系人）】招商蛇口(001979)：销售淡季不淡，加仓布局核心城市,方正证券研究
9761,2018-09-12,原报道 | 整合长路 中交人事震荡与帮手万科、招商蛇口,观点地产网
9762,2018-09-12,南北焦虑 时代广州与葛洲坝北京项目的地王回旋,观点地产网
9763,2018-09-11,中交同日与东莞万科、招商蛇口、前海控股签署战略合作,观点地产网
9764,2018-09-11,招商蛇口：淡季增速领跑、累计拿地力度下降,安信证券
9765,2018-09-11,招商蛇口：能力均衡，成长兑现,中信证券
9766,2018-09-11,【房地产】按揭利率或接近见顶，蓝筹估值具备吸引力,中信证券研究
9767,2018-09-11,28股获券商买入评级，东诚药业目标涨幅达49.40%,Wind
9768,2018-09-11,【东北房地产高建/张云凯/沈路遥】房地产行业2018年中报综述：正值金秋收获时,东北证券研究所
9769,2018-09-11,中国恒大夺得2018上半年上市房企总资产和净资产双料王,乐居财经
9770,2018-09-11,独家发布 | 2018上半年上市房企「资产」双子榜TOP50,乐居财经
9771,2018-09-11,"招商蛇口:投资稳健,8月销售持续高增",东吴证券
9772,2018-09-10,招商蛇口1-8月销售1033.63亿 单月同比增83%,观点地产网
9773,2018-09-10,K线|招商蛇口前8月签约销售1033.63亿 同比增加50.77%,乐居财经
9774,2018-09-10,招商蛇口：1-8月签约销售额同比增50.77%,e公司
9775,2018-09-10,招商蛇口：前8月签约金额1033.63亿元 同比增50.77%,中国网
9776,2018-09-10,港股通(沪)净流入7.74亿 港股通(深)净流入2.77亿,新浪
9777,2018-09-10,【华创地产袁豪团队】8月土地月报：流拍增多、地价走弱，土地市场继续降温,地产豪声音
9778,2018-09-10,【长江地产|思聪团队】销售增速短期波动，配置性价比凸显——201809W2周度观点,思聪看地产
9779,2018-09-10,风险偏好持续处于低位 等待破而后立的反弹机会,投资快报
9780,2018-09-09,地产：北京住建委规范互联网平台房源信息 荐12股,东吴证券
9781,2018-09-08,房企“抄底”补库存 规模战争远未终结,21世纪经济报道
9782,2018-09-07,绿地控股信用疑云：净负债率偏高大量诉讼纠纷难解,新浪
9783,2018-09-07,天风证券：相关政策有望相继出台 地产行业边际将会明显受益,证券时报网
9784,2018-09-07,【房地产】社保改革利好物管龙头成长，个税改革助推地产蓝筹反弹,中信证券研究
9785,2018-09-07,碧桂园突破5000亿千亿阵营扩至13家,南方日报
9786,2018-09-06,半年报点评|京投发展：营收归母净利润大幅波动 长期借款创历史新高,中国网
9787,2018-09-06,沪指跌0.47%再度失守2700点 地产股表现低迷,中国网
9788,2018-09-06,招商局旗下四家地产企业于北交所挂牌 拟募资超63亿元,中证网
9789,2018-09-05,二季度险资新增持股88只，看好材料、银行板块,国际金融报
9790,2018-09-05,地产股领跌沪深两市 保利、万科、阳光城跌4%,观点地产网
9791,2018-09-05,地产：下沉趋势越发明显 荐15股,广发证券
9792,2018-09-05,广发证券：龙头房企未来2年业绩增长具备可持续性,证券时报网
9793,2018-09-05,招商蛇口与吉布提就老港改造项目签署合作谅解备忘录,观点地产网
