,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
16691,2018-02-03,市场信心逐步恢复 掘金大消费细分领域,金融投资报
16692,2018-02-02,强迫供应商购买自家手机？格力：是互利合作,搜狐
16693,2018-02-02,家电行业数据库月报20180202,中财网
16694,2018-02-02,深圳伟创千人年会召开,财经网
16695,2018-02-02,格力回应供应商被迫原价买格力手机传闻：互利合作,新浪
16696,2018-02-02,家电行业业绩靓丽继续关注行业龙头,顶尖财经网
16697,2018-02-02,机构调研动向曝光：410家公司获机构调研 这些股逆市飘,中国基金报
16698,2018-02-02,[看好评级]家电行业事件点评：反倾销不足为惧 龙头业绩稳健依旧,中财网
16699,2018-02-01,你以为聪明钱在逃顶，其实他们正在抄底这些个股,--
16700,2018-02-01,董明珠当选十三届全国人大代表 已连续四届当选被称“中国制造最佳代言人”,参考消息
16701,2018-02-01,[增持评级]家电行业2017Q4业绩前瞻：业绩确定是硬道理 继续看好家电白马,中财网
16702,2018-02-01,格力电器：董明珠当选第十三届全国人大代表,e公司
16703,2018-02-01,美的集团全年业绩稳健增长 显露白电市场“一哥”相,通信信息报
16704,2018-02-01,[增持评级]家电行业年报前瞻,中财网
16705,2018-02-01,缘何国内家电企业召回案例寥寥无几？ 产品问题,中国消费者报
16706,2018-02-01,家电巨头情系“造车” 是疯狂跨界还是理性布局,IT时代网
16707,2018-02-01,家电产品投诉高居榜首 为何依法召回寥寥无几？ 诉讼纠纷,新浪
16708,2018-01-31,巨丰哥问答：经验丰富的散户炒股亏钱的原因是什么？,巨丰财经
16709,2018-01-31,大行看好美的集团前景 美的系AH股差异,中证报
16710,2018-01-31,格力离心式冷水机组中标全球唯一冬虫夏草培育基地,e公司
16711,2018-01-31,格力电器：共有19项国际领先技术 生活电器发展方向浮现,财富动力网
16712,2018-01-31,家用电器：2018结构性稳健前行 荐9股,中信建投
16713,2018-01-31,家电板块午后冲高，格力电器涨近4%,Wind
16714,2018-01-31,京东格力无界零售深入合作 拟定200亿目标,亿邦动力
16715,2018-01-31,白马股回暖，五粮液、贵州茅台涨逾3%,Wind
16716,2018-01-31,即便有前格力员工助力 智米空调仍有三个“难打破”,钢联资讯
16717,2018-01-31,什么交易策略适合于震荡行情？,巨丰财经
16718,2018-01-30,爆料！难怪董明珠信心满满，供应商称买格力手机才能拿到货款？,腾讯网
16719,2018-01-30,银隆供应商：岂止欠款，还拿格力手机顶货款,和讯
16720,2018-01-30,中国女富豪捐15亿美元救濒危动物？公司称有计划，尚未售股,澎湃新闻
16721,2018-01-30,格力电器：2017年格力中央空调市场占有率位居行业第一,e公司
16722,2018-01-30,专访北京神农投资总经理陈宇：A股“后散户”时代的大机会,红周刊
16723,2018-01-30,刘姝威强势要求证监会发“命令” 万科市值吓垮244亿,新浪
16724,2018-01-30,爱投顾－沐阳：权重风险释放完毕 周三有望止跌,金融界
16725,2018-01-30,[增持评级]家电行业周报：基金持股仓位回升 白电龙头更受青睐,中财网
16726,2018-01-30,张泉灵：时代扔掉你的时候，连一声再见都不会跟你说,腾讯网
16727,2018-01-30,"刘姝威""请命""清盘钜盛华持股万科资管计划 共7.6亿股",e公司
16728,2018-01-30,雷军董明珠间硝烟再起 这次比拼的是人才！,砍柴网
16729,2018-01-30,董明珠造车这一年：银隆被曝负债12亿元,凤凰网
16730,2018-01-30,白马股还能涨多少？如何用价值投资改变宿命？,金融界
16731,2018-01-30,供应商被迫原价买格力手机 不然没货款,维库电子市场
16732,2018-01-30,方洪波“盛世危言”：美的下一个50年往何处去？,新浪
16733,2018-01-29,10个基金抱团股票9个大跌 私募称目前只是短暂回调,中国基金报
16734,2018-01-29,传格力变相“强迫”供应商：要拿货款，先买格力手机,元器件交易网
16735,2018-01-29,珠海银隆会成为董明珠的“滑铁卢”吗？,金融之家
16736,2018-01-29,数据王：上证50大跌52个点 谁是背后推手？,巨丰财经
16737,2018-01-29,科技巨头扎堆智能音箱行业 万物互联初显魅力,中国家电网
16738,2018-01-29,“十亿赌局”最后一年 雷军想赢董小姐找对路了吗？,华夏时报
16739,2018-01-29,机械制造：油服装备业绩有望兑现 荐10股,中信建投
16740,2018-01-29,格力i铂-II空调获评2017家电行业“中国好产品”,经济网
16741,2018-01-29,格力电器去年涨86%今年再涨31% 基金首月抢筹42亿,证券日报
16742,2018-01-28,家用电器：继续推荐家电龙头 荐5股,广发证券
16743,2018-01-28,A股“后散户”时代的大机会,中财网
16744,2018-01-27,最受基金青睐 家电板块延续龙马行情,中证报
16745,2018-01-27,业绩驱动家电股持续强势 机构青睐细分行业龙头,新浪
16746,2018-01-27,A股“后散户”时代的大机会——专访北京神农投资管理股份有限公司总经理陈宇,红周刊
16747,2018-01-27,巨丰原创：抄底创业板还是坚守主板？市场永远是个股的牛市,巨丰财经
16748,2018-01-27,基金2017年第四季度投资偏好解密 配置重心围绕家电等五行业,证券日报
16749,2018-01-26,第一百十二期新闻发布会,上交所
16750,2018-01-26,一周股事：大盘强势反弹股指节节新高,巨丰财经
16751,2018-01-26,数据王：3大板块龙头纷纷创出历史新高后市继续走牛？,巨丰财经
16752,2018-01-26,万亿市值股领涨空间多大，资金偏紧再利龙头?,第一财经
16753,2018-01-26,凯石财富公募基金四季报点评：主板占比近7成，聚焦消费+保险+地产,中金在线
16754,2018-01-26,白马股复苏，格力电器涨逾5%创新高,Wind
16755,2018-01-26,年末基金调研加快 家电和医药最受青睐,证券日报
16756,2018-01-26,家电板块回暖，格力电器涨近3%,Wind
16757,2018-01-26,造车艰难 董小姐的20亿血汗钱感觉要打水漂了,虎嗅网
16758,2018-01-26,"欠债""罗生门""发酵 珠海银隆激进扩张后遗症凸显",中国经营报
16759,2018-01-26,格力前骨干或与雷军结盟 董明珠提高福利稳定军心,证券日报
16760,2018-01-25,2017中国发明专利授权前十:华为格力上榜,砍柴网
16761,2018-01-25,董小姐的20亿血汗钱恐打水漂，造车遇阻将成第二个孙宏斌？,腾讯网
16762,2018-01-25,一财研选｜精装房渗透率提升迅速，定制家居大宗业务哪家强？,第一财经
16763,2018-01-25,选择成长股的重要原则,凤凰网
16764,2018-01-25,爱投顾-沐阳：投机派完败 市场进入重要拐点,金融界
16765,2018-01-25,银隆欠款始末：或与董明珠收购有关！,中国经营报
16766,2018-01-25,家用电器：龙头受益明显 荐4股,财信证券
16767,2018-01-25,小米强行进入空调市场会不会是给自己挖的坑？,Ofweek
16768,2018-01-25,空调、小家电市场向好，苏泊尔、海信领涨家电板块,第一家电网
16769,2018-01-25,白酒家电股连续回调，水井坊跌近6%,Wind
16770,2018-01-25,10亿豪赌大限将至 传雷军加速挖墙脚 小米欲在格力腹地捅刀子？,钢联资讯
16771,2018-01-25,被董明珠改变的珠海银隆：重签质保协议，比合资车企都强势,澎湃新闻
16772,2018-01-25,清华教授朱武祥：格力与小米对赌10亿“我买小米赢”,南都报
16773,2018-01-25,"家电行业周报:无惧短期回调,积极布局行业龙头",中投证券网
16774,2018-01-24,国家队基金逐渐收缩A股“战线”，季末仓位降至新低,第一财经
16775,2018-01-24,低估值家电龙头，首推格力电器,凤凰网
16776,2018-01-24,银隆系负面缠身 2018年新能源汽车洗牌在即,通信信息报
16777,2018-01-24,上午尾盘资金最青睐个股揭秘,证券时报网
16778,2018-01-24,万家基金孙远慧：风格转换还需催化剂,第一财经
16779,2018-01-24,创业板大涨突破1800点 13只成长龙头股或迎“升”机,证券日报
16780,2018-01-24,格力中标全球最大光伏空调项目减排效益达1500万元,经济网
16781,2018-01-24,【陆股通交易追踪】陆股通净流入逾26亿元；金融股获青睐，格力电器遭抛售,e公司
16782,2018-01-24,雷军急于做大小米空调 挖角董明珠前格力员工,新浪
16783,2018-01-24,【策略】付鐍方、王仕进（联系人）：龙头风格继续强化——17Q4基金持仓结构分析-20180123,中泰证券研究所
16784,2018-01-24,格力与小米10亿赌局今年将见分晓，董明珠与雷军到底谁能赢？,凤凰网
16785,2018-01-24,年内逾300亿北上资金进场 13只成长龙头股或迎升机,证券日报
16786,2018-01-23,董明珠不是下一个贾跃亭，但可能是又一个孙宏斌,搜狐
16787,2018-01-23,沪深300红利指数跑赢A股各大指数 机构：高分红板块或成全年行情主线,每日经济新闻
16788,2018-01-23,用高盛的经济预测法分析现在的A股？得出什么结果？,银行信息港
16789,2018-01-23,格力全面进入银隆“太夸张”，造车梦还是大跃进？,维库电子市场
16790,2018-01-23,格力电器：超低温制热空调入驻美国水牛城酒店,e公司
16791,2018-01-23,去留疑局：董明珠“一颗红心，两手准备”,砍柴网
16792,2018-01-23,小天鹅A：成长仍可延续 盈利能力将提升,财界网
16793,2018-01-23,格力涨停了透露了哪些信息（1月23日）,银行信息港
16794,2018-01-23,格力电器尾盘涨停再创新高，谁在买谁在卖？,环球老虎财经
16795,2018-01-23,重磅！沪伦通已完成可行性报告 它们悄悄买入(附股),中证报
16796,2018-01-23,国金策略：基金投资路线浮现 龙头集中度进一步提升,金融界
16797,2018-01-23,沪指攻上3500点，这次有什么不同？,巨丰财经
16798,2018-01-23,家用电器：空调龙头持续向好 荐4股,中信建投
16799,2018-01-23,消费股多重利好下再现强势,大众证券报
16800,2018-01-23,线上增长潜力巨大——电商龙头股“强者恒强”,大众证券报
16801,2018-01-23,和众汇富：格力电器到底是贵还是便宜？,金融界
16802,2018-01-23,格力电器创新高 市值达到3404.90亿元,财富动力网
16803,2018-01-23,格力电器：1月22日融资余额为47.34亿元，较前一日骤增5.66%,Wind资讯
16804,2018-01-23,西南研发 晨会聚焦20180123,信达证券上海
16805,2018-01-23,家电行情持续超预期可期,中证网
16806,2018-01-23,国金晨讯 | 2017Q4基金续抱“金融地产、消费”/桐昆股份2017业绩同比预增55~61%/大秦铁路长期业绩或维持高位,国金证券研究所
16807,2018-01-23,创业板的春天来了吗？白马股竟遭打折甩卖！,凤凰网
16808,2018-01-23,巨丰热点前瞻：市场短期或迎风格切换,巨丰财经
16809,2018-01-23,23日早新闻：公募基金2017年狂赚5600亿元，657只基金重仓它,21世纪经济报道
16810,2018-01-23,10亿赌约风云再起!小米VS格力谁是最后赢家？,财界网
16811,2018-01-23,朱邦凌：“珠海银隆欠债风波”映射汽车行业证券化支持不足,腾讯网
16812,2018-01-23,【国金策略】基金Q4投资路线图浮现—续抱“金融地产、消费”等，龙头集中度进一步提升,策略李立峰与行业配置笔记
16813,2018-01-23,又见股票质押“加急”文件！多只白马被“折价甩卖”,中财网
16814,2018-01-23,【家电】产业在线12月空调数据：春节前补库存逻辑持续，龙头表现持续优秀,天风研究
16815,2018-01-23,智能机器行业喜迎政策红包 五股绝佳布局良机,证券日报
16816,2018-01-23,多路资金博弈格力电器 高价次新股集体降温,证券时报
16817,2018-01-23,智能机器喜迎政策红包 11只高成长股凸显潜力,证券日报
16818,2018-01-23,大盘新高 机构减持意愿升温,金融投资报
16819,2018-01-23,道达投资手记：创业板大涨 否极泰来了吗？,每日经济新闻
16820,2018-01-22,【招商策略】证金定制基金大幅减仓，A股流动性维持高位——金融市场流动性与监管动态周报（0122）,招商策略研究
16821,2018-01-22,【广发家电曾婵团队】图解国内外家电龙头估值、业绩,广发家电
16822,2018-01-22,多只白马被大宗交易“折价甩卖” 最可能是这三点原因,中国基金报
16823,2018-01-22,3400亿的格力，市值仅为小米估值一半？,证券时报
16824,2018-01-22,超级品牌集体大涨，次新股逆市暴跌，市场孕育着什么,银行信息港
16825,2018-01-22,沪股通净买入贵州茅台超5亿元，中国建筑遭卖出,Wind
16826,2018-01-22,侃财丨白马的狂欢，却是概念的孤单,证券时报网
