,2021-12-31,红塔证券：肖淑英因个人原因、华士国因工作调整原因辞去公司董事职务 董监高成员变化,北京商报
3588,2019-07-26,百川能源(600681.SH)：王东海质押3200万股及解押2304.4万股 百川资管质押1440万股,格隆汇
3589,2019-07-26,安徽交建过会：今年IPO获批第55家 国元证券过1单,中国经济网
3590,2019-07-25,两涨停后牵出一纸跨界盟约 山煤国际遭上交所火速问询 问询,e公司
3591,2019-07-25,【东吴环保袁理团队】每日锦集0726：三部门关于重点区域严禁新增铸造产能的通知,东吴环保公用研究
3592,2019-07-25,3亿资金尾盘疯抢65万手！京东方A将开始新一轮暴涨？,金融界
3593,2019-07-24,7月A股首发过会率71.43% 掘金中报优质新股及次新股,大众证券报
3594,2019-07-23,提醒！七月还剩三件大事会影响A股，一件比一件重要,金融界
3595,2019-07-23,上海证券交易所2019年07月23日交易信息,上交所
3596,2019-07-23,454亿资金争夺20股：主力资金重点出击8股(名单),新浪
3597,2019-07-23,【22日资金路线图】主力资金净流出282亿元 龙虎榜机构抢筹2股,证券时报网
3598,2019-07-23,A股早报2019年7月23日星期二,Wind
3599,2019-07-23,"非银行业周观点:对外开放提速,券商板块上扬",联讯证券
3600,2019-07-22,【龙虎榜】猪肉荣8300万元买入红塔证券，江苏路4.3亿元助攻海康威视,和讯
3601,2019-07-22,东杰智能(300486.SZ)：深圳菁英时代投资质押300万股,格隆汇
3602,2019-07-22,“鲶鱼效应”推动A股“三十而立”,红周刊
3603,2019-07-22,王骥跃:科创板首日高涨幅高换手巨振 交易机制待完善,新浪
3604,2019-07-22,A股超3300只股票下跌，多空争夺2900点,第一财经
3605,2019-07-22,【5.6折内参福利】防御类各板块谁在超跌反弹？,金融界
3606,2019-07-22,金融：券商板块上扬 荐2股,联讯证券
3607,2019-07-22,7月22日复盘：大盘震荡释放三信号 主力重点出击10股,新浪
3608,2019-07-22,446亿资金争夺20股：主力资金重点出击10股(名单),新浪
3609,2019-07-22,涨停板复盘： 三大指数弱势震荡 稀土概念领跌,新浪
3610,2019-07-22,红塔证券首次打开一字涨停 累计上涨300.58%,每日经济新闻
3611,2019-07-22,巨丰资金流向：两市大幅回落 260亿资金撤离市场,巨丰财经
3612,2019-07-22,华鑫证券：鑫融讯周初有望延续反弹 但仍需谨慎,华鑫证券
3613,2019-07-22,红塔证券市值超500亿恐高 去年净利3.9亿负债狂增百亿 偿债能力下降,中国经济网
3614,2019-07-22,午评：科创板股票集体大涨 安集科技涨超400%领涨,证券时报网
3615,2019-07-22,券商股午前异动，红塔证券冲击涨停,Wind
3616,2019-07-22,【信达看盘】2019.7.22,信达证券上海
3617,2019-07-22,A股早报2019年7月22日星期一,Wind
3618,2019-07-21,明天A股将迎接新历史！科创板才是牛市催化剂！所有人都看错了！,金融界
3619,2019-07-21,两市共有79只个股连涨3日以上，新股红塔证券连涨10日涨幅159%居首,Wind
3620,2019-07-21,【兴证金融 傅慧芳】券商配置占比略有下滑，持仓机构增多但规模缩小 ——基金2019Q2券商持仓分析,兴证金融
3621,2019-07-21,两市强劲赚钱效应凸显,南方财经网
3622,2019-07-20,北向资金净流入逾60亿元 18股被主力资金扫货超亿元,证券时报
3623,2019-07-19,7月19日股市预警|7家公司突发利空 23亿资金流出这十股,腾讯网
3624,2019-07-19,小牛奔腾之涨停股揭秘：燃料电池概念股崛起,中国经济网
3625,2019-07-19,涨停板解密：三类个股最受资金追捧！（7月19日）,Wind
3626,2019-07-19,涨停板复盘：三大指数集体收红 燃料电池板块爆发,新浪
3627,2019-07-19,A股高开高走沪指收涨0.79% 券商股领涨,中新经纬
3628,2019-07-19,涨停揭秘：两市震荡反弹 燃料电池盘中走强,巨丰财经
3629,2019-07-19,巨丰投顾：科技金融两大板块推升指数北上资金加速扫货,巨丰财经
3630,2019-07-19,A股三大股指集体涨超1%近九成个股上涨,中新经纬
3631,2019-07-19,科创板开市在即，这些龙头券商股或将直接受益,第一财经
3632,2019-07-19,券商板块持续冲高 红塔证券涨停,第一财经
3633,2019-07-19,A股早报2019年7月19日星期五,Wind
3634,2019-07-19,释放信号！沪指退守2900点之际，北向资金6天5次净买入,Wind
3635,2019-07-19,6只战略配售基金股票持仓仍较低,中证报
3636,2019-07-18,红塔证券龙虎榜数据（7月18日）,Wind
3637,2019-07-18,[快讯]招商基金管理有限公司基金公布业绩报告,中财网
3638,2019-07-18,红塔证券：变更董事会秘书 董监高成员变化,Wind
3639,2019-07-18,涨停板解密：两类个股逆市上攻！（7月18日）,Wind
3640,2019-07-18,巨丰资金流向：市场大幅回落调整 主力210亿出逃,巨丰财经
3641,2019-07-18,涨停揭秘：两市宽幅震荡回落 强势股涨停解析！,巨丰财经
3642,2019-07-17,【赢家资讯】07月17日收盘简评,赢家之星
3643,2019-07-17,涨停揭秘：市场延续缩量调整 化工、芯片概念掀起涨停潮,巨丰财经
3644,2019-07-17,科创板“暖风”+靓丽业绩，券商股交易性机会已逐步呈现,第一财经
3645,2019-07-17,金融：半年报+科创板+美联储降息三预期叠加分析,东莞证券
3646,2019-07-17,正邦科技股东江西永联质押920万股 公司去年净利同比下滑63% 盈利能力下降,挖贝网
3647,2019-07-17,券商中报：业绩预增雷区仍存,北京商报
3648,2019-07-16,【赢家资讯】07月16日收盘简评,赢家之星
3649,2019-07-16,7月16日机构席净买入 买入1股,中财网
3650,2019-07-16,红塔证券龙虎榜数据(7月16日）,Wind
3651,2019-07-16,上海证券交易所2019年07月16日交易信息,上交所
3652,2019-07-16,小牛奔腾之涨停股揭秘：氟化工走强,中国经济网
3653,2019-07-16,涨停揭秘：市场缩量震荡调整 健康中国概念呈现强势表现,巨丰财经
3654,2019-07-16,计提减值超10亿压不住券商中期业绩爆发，5家预计同比超100% 资产异常,每日经济新闻
3655,2019-07-16,长江证券上半年业绩预增近2倍 券商行业整体回暖？,21世纪经济报道
3656,2019-07-16,老沙：酒没卖完行情就不会完！,中财网
3657,2019-07-15,【赢家资讯】07月15日收盘简评,赢家之星
3658,2019-07-15,排队券商添新军 万联证券紧要关头因何连吃“罚单” 金融监管处罚,第一财经
3659,2019-07-15,科创板开市在即：310万人打新 中签率超A股整体水平,新京报
3660,2019-07-15,券商业绩集体爆发，股价是否充分反映？,格隆汇
3661,2019-07-15,15日强势板块分析：软件板块走势活跃 券商股上扬,证券时报网
3662,2019-07-15,涨停揭秘：市场探底回升小幅反弹 科技、军工题材呈现强势表现,巨丰财经
3663,2019-07-15,净利成倍增长，券商股集体暴动，这些龙头股有望继续走强,第一财经
3664,2019-07-15,两市探底回升沪指午盘收涨0.76%券商股全线飘红,中新经纬
3665,2019-07-15,9家上市券商上半年业绩预增 新股红塔证券等净利同比增幅超100%,证券日报
3666,2019-07-15,9家上市券商上半年业绩预增 新股红塔证券等5家净利同比增幅超100%,证券日报
3667,2019-07-15,非银行金融行业周报:券商六月营收环比改善,爱建证券
3668,2019-07-13,中信等7家上市券商半年业绩抢先亮相！净利均大幅增加，中小券商弹性大，4家券商股质排雷,券商中国
3669,2019-07-11,7月11日机构席净卖出 买入6股,中财网
3670,2019-07-11,小牛奔腾之涨停股揭秘：黄金板块引领两市,中国经济网
3671,2019-07-11,红塔证券：连续涨停股价异动，无应披露而未披露事项,Wind
3672,2019-07-10,红塔证券上市4日市值增逾60亿，公司预计上半年净利近2亿,第一财经
3673,2019-07-10,科创板提振+业绩抢眼，券商板块可攻可守，龙头股将尤为受益,第一财经
3674,2019-07-10,券商股盘中异动走强 红塔证券涨停,中国经济网
3675,2019-07-10,【异动股】券商板块直线拉升国元证券(000728-CN)涨近5%,财华社
3676,2019-07-10,政策催化+靓丽业绩 券商股长线向好,中证报
3677,2019-07-09,红塔证券总市值接近200亿元 实控人中烟总公司来头不小,证券日报
3678,2019-07-09,行业净利大幅增长 两市券商股午后拉升,中证网
3679,2019-07-09,两市分化沪指微跌：白酒股活跃，环保股走低,中新经纬
3680,2019-07-09,港股异动 | 港A两市券商股午后拉升 上半年上市券商净利润同比增长44%,格隆汇
3681,2019-07-08,白马砸盘科创打新资金大幅抽血预期A股加速回调考验半年线支撑,财华社
3682,2019-07-08,07月08日 17只股票封板 农牧饲渔板块涨幅最大,每日经济新闻
3683,2019-07-08,南京证券：每日市场热点分析,南京证券
3684,2019-07-08,【异动股】证券板块快速拉升华林证券(002945-CN)涨近5%,财华社
3685,2019-07-07,健康产品零售商健之佳拟A股IPO,资本邦
3686,2019-07-07,科创板7月22日“鸣锣”：25家公司首批挂牌，逾300万投资者可参与交易,每日经济新闻
3687,2019-07-07,创投周报｜本周投资、上市和并购共126起， 涉资734亿,重庆商报
3688,2019-07-06,红塔证券：整装待发 创新业务迎未来,红周刊
3689,2019-07-06,《股权规定》正式落地 券商从此划分专业类和综合类,红周刊
3690,2019-07-05,[快讯]7月5日大宗交易一览,中财网
3691,2019-07-05,金诚信(603979.SH)：鹰潭金诚、鹰潭金信解除质押各91万股,格隆汇
3692,2019-07-05,红塔证券：打造一体化产业链 乘风区域发展机遇,证券市场周刊
3693,2019-07-05,中科软过会：今年IPO获批第51家 中泰证券过两单,中国经济网
3694,2019-07-05,南华期货过会：今年IPO获批第52家 中信证券过五单,中国经济网
3695,2019-07-05,红塔证券成功登陆A股 迎来新的发展契机,红塔期货
3696,2019-07-05,【每日新股及可转债】2019-07-05,大通证券投教基地
3697,2019-07-05,新股发行与上市一览（7月5日）,Wind
3698,2019-07-04,7月4日深市创业板活跃股公开信息,深交所
3699,2019-07-04,上海瀚讯股东上海双由质押575万股 用于融资,挖贝网
3700,2019-07-04,科创板打新难不难？数据告诉你并不比其他板块难中签,第一财经
3701,2019-07-04,另类子公司遭罚 太平洋证券“开倒车” 其他违规处罚,北京商报
3702,2019-07-03,红塔证券：2019年半年度业绩报告预告,上交所
3703,2019-07-03,红塔证券：公司股票将于7月5日上市,Wind
3704,2019-07-03,红塔证券：公司股票将于7月5日上市,e公司
3705,2019-07-03,红塔证券5日在上交所上市,中证网
3706,2019-06-28,小熊电器过会：今年IPO获批第50家 东莞证券过两单,中国经济网
3707,2019-06-27,逾275万投资者网上打新，科创板第一股中签率近0.06%,澎湃新闻
3708,2019-06-27,红塔证券完成IPO申购 发行市盈率超过35倍,证券时报
3709,2019-06-25,因发行价对应市盈率高于行业平均水平 丸美股份、三只松鼠等新股推迟发行,e公司
3710,2019-06-25,红塔证券中签号出炉 共32.76万个,e公司
3711,2019-06-25,兑奖了！红塔证券中签号出炉,Wind
3712,2019-06-25,【国金教育】科斯伍德：收购龙门剩余股权方案获证监会无条件通过，聚焦教育业务全力启航,草叔消费升级研究
3713,2019-06-24,红塔证券IPO网上中签率0.15129798%,挖贝网
3714,2019-06-24,[快讯]新股申购结果：红塔证券公布中签率,中财网
3715,2019-06-24,红塔证券：中签率0.1513%,Wind
3716,2019-06-24,【新股】：红塔证券今日发行,国信证券融资融券部
3717,2019-06-24,今日新股申购：红塔证券,中国经济网
3718,2019-06-24,"- ""红塔证券""相关新闻",证券之星
3719,2019-06-24,【新股提示】红塔证券今日申购，顶格申购需市值109万元,Wind
3720,2019-06-24,本周6只新股申购 科创板第一股华兴源创来了,金融界
3721,2019-06-24,本周打新科创板第一股！顶格申购中签率约0.86%，科创板第二股和第三股也来了,中证报
3722,2019-06-24,新股提示：红塔证券今日申购,e公司
3723,2019-06-23,【新股信息】6月24日 红塔证券(601236)申购,银河股票资讯
3724,2019-06-22,红塔证券(601236) 申购代码780236 申购日期6.24,红周刊
3725,2019-06-22,IPO每日动态 | 矿机厂商亿邦国际港股失效，红塔证券下周一A股上市（附2019 IPO名单）,IPO早知道
3726,2019-06-21,下周一新股：红塔证券,股涨通
3727,2019-06-14,国林环保过会：今年IPO获批第44家 华福证券过首单,中国经济网
3728,2019-06-13,红塔证券：资管计划“踩雷” 为有“前科”的公司保荐,中金在线
3729,2019-06-07,唐源电气过会：今年IPO获批第40家 国金证券过首单,中国经济网
3730,2019-06-07,中信出版过会：今年IPO获批第39家 中信建投过三单,中国经济网
3731,2019-06-05,红塔证券上市在即:经纪业务萎缩 信用交易业务撑利润,新浪
3732,2019-05-31,首发定价市盈率高于行业均值，红塔证券推迟IPO新股申购 IPO融资异常,资本邦
3733,2019-05-31,连续12次新股发审会过会率100%，隐现IPO改革思路,澎湃新闻
3734,2019-05-31,红塔证券:IPO价格为3.46元 拟于6月24日在上交所挂牌,新浪
3735,2019-05-25,跑步上市！就在6月3日，红塔证券喊你打新了，募资七大投向，着力推动经纪业务向资本中介转型,券商中国
3736,2019-05-24,红塔证券将于5月28日-29日进行新股初步询价,中金在线
3737,2019-05-22,【国盛策略 |市场情绪周监控】北上净流出，但产业资本大幅增持——市场情绪周监控第35期,尧望后势
3738,2019-05-21,【联讯策略】人民币贬值预期升温，北上资金净流出扩大——流动性监测周报（5.13-5.17）,粤开崇利论市
3739,2019-05-20,红塔证券十年上市坎坷路:老牌不王牌 因多问题受诟病,国际金融报
3740,2019-05-20,【申万宏源新三板】影谱科技新增IPO辅导，锐新昌连续两周披露反馈意见——新三板IPO周报（2019/5/13-5/19）,申万宏源S新三板
3741,2019-05-20,本周3只新股申购 中国卫通等3家公司23日首发上会,金融界
