,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
1893,2018-04-03,[强烈推荐-A评级]苏泊尔(002032)年报点评：经营稳健 具有中长期配置价值,中财网
1894,2018-04-03,[强于大市评级]家用电器行业周观点：黑电复苏持续验证 白电稳增长,中财网
1895,2018-04-03,家电行业每周观点：情绪主导回调 基本面支撑估值底部,中财网
1896,2018-04-03,[持有评级]家用电器行业投资策略：进入年报集中披露期 推荐白电龙头,中财网
1897,2018-04-03,[看好评级]家电行业周报：1-2月空调彩电销量喜人 关注年报业绩超预期公司,中财网
1898,2018-04-03,家电行业周报：增值税改革降本增利 家电制造企业或将受益,中财网
1899,2018-04-03,[买入评级]苏泊尔(002032)年报点评：内销品牌高端化 外销SEB订单转移超预期,中财网
1900,2018-04-03,苏泊尔:多元化高端化助力公司成长,国联证券
1901,2018-04-02,[增持评级]苏泊尔(002032)年报点评：收入盈利环比改善 业绩确定性较强,中财网
1902,2018-04-02,小家电+炊具龙头 业绩稳健增长,红周刊
1903,2018-04-02,[买入-A评级]苏泊尔(002032)年报点评：优化产品 提升毛利率,中财网
1904,2018-04-02,沪深两市上市公司复牌一览表（4月2日）,Wind
1905,2018-04-02,"苏泊尔2017年年报点评:2017年增长提速,2018年大有看点",光大证券
1906,2018-04-01,苏泊尔：拟不超7.59亿元回购公司股份,证券之星
1907,2018-03-31,浙江苏泊尔股份有限公司,证券日报
1908,2018-03-31,苏泊尔：关于公司股票复牌的公告,顶尖财经网
1909,2018-03-30,苏泊尔：公司已披露2017年报，股票将于4月2日复牌,Wind
1910,2018-03-30,周五上市公司晚间重要公告,顶尖财经网
1911,2018-03-30,苏泊尔：拟回购不超2%股份注销减资，均价不超46.18元/股,Wind
1912,2018-03-30,苏泊尔：2017年净利润同比增21.37%，拟10派7.2元,Wind
1913,2018-03-30,苏泊尔：去年盈利逾13亿增长21% 拟10派7.2,e公司
1914,2018-03-30,苏泊尔临时停牌 延期披露年报,中财网
1915,2018-03-30,苏泊尔2017年度报告延期至3月31日披露 3月30日停牌1个交易日,中证网
1916,2018-03-30,午间公告：雄韬股份一季报预亏，广宇发展拟收购福州鲁能和天津鲁能,Wind
1917,2018-03-30,交易提示：苏泊尔未按时披露年报 30日停牌,e公司
1918,2018-03-30,未在约定时间披露年报，苏泊尔3月30日临时停牌,Wind
1919,2018-03-29,家电股分歧显现 估值优势值得关注,红周刊
1920,2018-03-26,家电行业出口专题(3)：论贸易摩擦对家电企业的影响,中财网
1921,2018-03-26,[持有评级]家用电器行业周报：贸易摩擦对家电影响有限 推荐白电龙头,中财网
1922,2018-03-26,苏泊尔：出口美国产品业务占公司总体销售及出口比重较少,中证网
1923,2018-03-24,多元化扩张乏力爱仕达自主品牌塑造步履维艰,中国经营网
1924,2018-03-23,吸尘器哪个牌子好？十大排名品牌竞相致净,DoNews
1925,2018-03-20,[增持评级]海通家电行业周报：空调18年出货端开门红 渠道水位正常,中财网
1926,2018-03-20,[看好评级]2月家电零售和企业出货端数据点评：1-2月空调内销增速25% 渠道库存仍然较低,中财网
1927,2018-03-20,[看好评级]家电行业周报：1-2月空调内销同比增长25% 继续推荐各子行业龙头,中财网
1928,2018-03-18,家用电器：推荐业绩确定性较高的白电龙头 荐5股,广发证券
1929,2018-03-16,[强于大市评级]2月阿里数据点评(家用电器行业)：彩电如期起飞 空调依然很好看,中财网
1930,2018-03-15,智能家居前景怎么样?智能家居前景分析,正点财经
1931,2018-03-14,智慧生活全球平台 行业龙头更具有安全边际,投资快报
1932,2018-03-13,[增持评级]家电行业春季投资策略：家电消费升级崛起,中财网
1933,2018-03-13,家电行业周报：AWE引领智能家居新趋势,中财网
1934,2018-03-13,[看好评级]家电行业周报：AWE展看家电升级大时代 综合、专业家电公司各展所长,中财网
1935,2018-03-13,[推荐评级]九阳股份(002242)调研纪要：未来市场预期会改善 和SHARKNINJIA合作意义重大,中财网
1936,2018-03-12,[持有评级]家用电器行业投资策略：建议关注出口型小家电龙头,中财网
1937,2018-03-11,天风家电:行业并未到达天花板 白电龙头引领发展标杆,新浪
1938,2018-03-09,家电跨界者再造金指码，欲打造指纹锁行业“独角兽”,第一家电网
1939,2018-03-08,苏泊尔发布V锋手持吸尘器：给吸尘器加入了拖地功能,新浪
1940,2018-03-08,金指码“一握开”闪耀AWE智能家居馆，欲造指纹锁行业“独角兽”,第一家电网
1941,2018-03-08,苏泊尔全球第一台真空破壁机亮相AWE,凤凰网
1942,2018-03-08,家用电器：热水器零售额达到749亿 荐7股,财信证券
1943,2018-03-06,[看好评级]家电行业周报：1月家电数据靓眼 继续推荐子行业龙头,中财网
1944,2018-03-05,[推荐评级]一张表读懂A股家电“外资”动向18W9：“核心标的” 获增持,中财网
1945,2018-03-05,[持有评级]家用电器行业投资策略：推荐业绩确定性高的白电、小家电龙头,中财网
1946,2018-03-05,[增持评级]家用电器行业周报：确定性不变 增持白电龙头,中财网
1947,2018-03-05,[强于大市评级]家用电器行业周观点：白电1月数据靓丽 龙头仍值得持续关注,中财网
1948,2018-03-04,苏泊尔董事长辞职,中证报
1949,2018-03-04,[看好评级]1月家电零售和企业出货端数据点评(家用电器行业)：开门红 1月空调行业内销增长52.9%,中财网
1950,2018-02-28,天风 · 月度金股 | 3月,分析师徐彪
1951,2018-02-28,[增持评级]苏泊尔(002032)2017年业绩快报点评：成本压力基本消化 业绩增长确定性极高,中财网
1952,2018-02-28,[推荐评级]九阳股份(002242)业绩预览：预期见底 春天不远,中财网
1953,2018-02-28,苏泊尔：增长源于份额提升与品类多样化,东北证券
1954,2018-02-28,[看好评级]家电行业周报：空调1月份零售继续独领风骚 关注股息率高一季度业绩超预期公司,中财网
1955,2018-02-28,【纺服】“低端”商业革命正在进行时,天风研究
1956,2018-02-28,"苏泊尔:内外销稳健增长,业绩符合预期",东北证券
1957,2018-02-27,【天风家电】告诉你三四线家电消费的真实情况——4200份问卷看清中国消费,格隆汇
1958,2018-02-27,34股获券商买入评级 中铁工业目标涨幅达61.42%,Wind
1959,2018-02-27,【天风家电-苏泊尔】收入增速改善显著，实际营业利润同比预计19%——2017业绩快报点评,微信
1960,2018-02-26,[买入评级]苏泊尔(002032)简评：内外销收入增长符合预期 依托股东业绩稳健,中财网
1961,2018-02-26,苏泊尔：2017年营收142亿 同比增长18.75%,亿邦动力
1962,2018-02-26,[买入评级]苏泊尔(002032)点评：收入增速改善显著 实际净利润同比预计19%,中财网
1963,2018-02-26,[强于大市评级]家用电器行业研究周报：空调依然强势!洗碗机同比翻倍,中财网
1964,2018-02-26,[买入评级]苏泊尔(002032)公告点评：小家电龙头的稳稳增长 持续推荐,中财网
1965,2018-02-26,[推荐评级]苏泊尔(002032)业绩预览：4Q收入增长稳定 盈利超预期,中财网
1966,2018-02-26,浙商早班车2018.02.26,浙商证券研究所
1967,2018-02-26,苏泊尔点评报告:一如既往的稳健,浙商证券
1968,2018-02-25,苏泊尔：2017年净利润13亿元 同比增长21%,中证报
1969,2018-02-25,晚间重要公告：新凤鸣拟40亿元投建PTA项目,Wind
1970,2018-02-25,苏泊尔：2017年净利13亿元 同比增21%,e公司
1971,2018-02-25,家用电器：持续推荐家电白马 荐5股,广发证券
1972,2018-02-25,苏泊尔：盈利能力稳步改善 买入评级,长江证券
1973,2018-02-22,[持有评级]家用电器行业投资策略：继续推荐家电白马,中财网
1974,2018-02-14,华创证券年终员工福利：苏泊尔电饭锅+500元购物券,新浪
1975,2018-02-13,[推荐评级]家电行业周报：家电板块调整 建议关注业绩确定性强的公司,中财网
1976,2018-02-13,[看好评级]家电行业周报：一线龙头电商集中度继续提升 关注家电公司业绩前瞻,中财网
1977,2018-02-12,【机械设备|刘国清团队太平洋证券】爱仕达 (002403):大额回购股份彰显公司信心，看好公司各项业务布局,太平洋证券研究
1978,2018-02-11,家用电器：坚守优质家电龙头 荐7股,广发证券
1979,2018-02-08,小家电三足鼎立格局延续,广州日报
1980,2018-02-06,家电行业：行业整体景气度高 龙头业绩确定性强,金融界
1981,2018-02-06,[看好评级]家电行业周报：关注家电公司业绩预告 继续推荐子行业龙头公司,中财网
1982,2018-02-06,2017年大数据专题(家用电器行业)：行业量价稳增 龙头强者恒强,中财网
1983,2018-02-05,爱仕达“双战略”破局：“两条腿走路”有何内在逻辑？低调转身如何站稳风口？,中华网
1984,2018-02-05,[推荐评级]家电行业周报：2017年冰箱、洗衣机产品结构升级趋势明显,中财网
1985,2018-02-05,[持有评级]家用电器行业投资策略：持续推荐家电白马,中财网
1986,2018-02-05,[强于大市评级]2018W5周观点(家用电器行业)：冰洗龙头份额提升 彩电出口靓丽内销下滑收窄,中财网
1987,2018-02-05,[增持评级]家电行业周报：确定性优势凸显,中财网
1988,2018-02-03,品控缺位内功不足 昔日“黑马”奔腾电器发展乏力,中国经营网
1989,2018-02-02,[看好评级]家电行业事件点评：反倾销不足为惧 龙头业绩稳健依旧,中财网
1990,2018-02-01,[增持评级]家电行业2017Q4业绩前瞻：业绩确定是硬道理 继续看好家电白马,中财网
1991,2018-02-01,[增持评级]家电行业年报前瞻,中财网
1992,2018-01-31,[买入评级]苏泊尔(002032)调研简报：“慢”即是快,中财网
1993,2018-01-31,家电板块午后冲高，格力电器涨近4%,Wind
1994,2018-01-31,[强于大市评级]家电行业周报：吸尘器快速放量 消费升级助增长,中财网
1995,2018-01-30,[增持评级]家电行业周报：基金持股仓位回升 白电龙头更受青睐,中财网
1996,2018-01-30,苏泊尔调研报告:“慢”即是快,正点财经
1997,2018-01-29,"苏泊尔:公司业绩稳健增长,保持10%-20%的增速",正点财经
1998,2018-01-28,家用电器：继续推荐家电龙头 荐5股,广发证券
1999,2018-01-26,26日晚间机构研报精选：10股有望爆发,证券时报网
2000,2018-01-26,2018年1月26日新闻发布会,深交所
2001,2018-01-25,25日晚间机构研报精选：10股有望爆发,中国基金报
2002,2018-01-25,苏泊尔：品质和创新是核心战略 未来规划布局浮现,财富动力网
2003,2018-01-25,空调、小家电市场向好，苏泊尔、海信领涨家电板块,第一家电网
2004,2018-01-25,美谈腊八话年俗 国美酿美好“家 生活”,和讯
2005,2018-01-25,苏泊尔:品类扩张及海外订单支撑后续成长,东北证券
2006,2018-01-25,"家电行业周报:无惧短期回调,积极布局行业龙头",中投证券网
2007,2018-01-24,苏宁年货节超品日发力 苏泊尔半日完成目标110%,第一家电网
2008,2018-01-24,低估值家电龙头，首推格力电器,凤凰网
2009,2018-01-24,继华为华硕美的等品牌后 苏泊尔超品日爆发引燃苏宁年货节,飞象网
2010,2018-01-23,消费股多重利好下再现强势,大众证券报
2011,2018-01-19,"苏泊尔:经营延续稳健表现,业绩确定性无忧",中证网
2012,2018-01-19,苏泊尔：主营业务稳健增长 现金流良好,申万宏源
2013,2018-01-15,家用电器：继续首推格力电器 荐4股,申万宏源
2014,2018-01-15,家用电器：家电业ROE专题分析 荐5股,广发证券
2015,2018-01-15,家用电器行业投资策略：受益于房地产预期转好建议持有龙头,中财网
2016,2018-01-15,区块链席卷A股颠覆世界?98%的ICO项目不会有回报,中财网
2017,2018-01-14,业绩稳定关注家电板块龙头 六股爆发在即,中证报
2018,2018-01-12,吸尘器哪个牌子好 十大排名引领市场新潮流,中金在线
2019,2018-01-10,2017年家电板块很美很给力，2018年还能延续黄金时代吗？机构已给出答案,中国基金报
2020,2018-01-10,家电：行业集中度提升 估值整体上移,中证网
2021,2018-01-10,家电及相关行业动态：短期把握家电一季度攻势长期珍惜家电第二波普及浪潮,中财网
2022,2018-01-10,浙商早班车2018.01.10,浙商证券研究所
2023,2018-01-09,苏泊尔(002032)点评：风起于青萍之末,中财网
2024,2018-01-08,家用电器行业周报：估值、分红优势凸显板块迎来开门红,中财网
2025,2018-01-08,家用电器行业投资策略：建议继续持有家电龙头,中财网
2026,2018-01-08,唯品会携手苏泊尔打造“苏”式生活新风尚,南方财富网
2027,2018-01-08,家电行业周报：估值切换与价值重估并重继续看好家电板块行情,中财网
2028,2018-01-03,【中信建投策略·策略月报】重配金融，关注周期——2018年1月行业配置报告,中信建投
2029,2018-01-03,家电行业周报：2018年行业前瞻布局春季行情!,中财网
