,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
2191,2018-06-25,[超配评级]基础化工行业债务专题分析&6月份投资策略：行业负债水平下降 关注半年报业绩,中财网
2192,2018-06-25,[中性评级]化工行业投资周报：中间体供应受限 继续推荐染料板块,中财网
2193,2018-06-25,平安证券-2018年煤炭行业半年度策略报告,平安证券
2194,2018-06-25,"化工行业周报:行业淡季,化工品整体偏弱",开源证券
2195,2018-06-25,"化工行业周报:布局中报行情,关注提价品种",证券之星
2196,2018-06-22,【太平洋化工周报】OPEC增产落地，重点关注原油产业链和中报行情,太平洋化工
2197,2018-06-19,【浙商化工】华鲁恒升（600426）深度报告：优质煤化工龙头企业，乙二醇助推发展再上新台阶,浙商证券研究所
2198,2018-06-15,[增持评级]污染防治攻坚战系列报告化工篇：环保约束与搬迁入园推动产业升级 化工行业量紧质升,中财网
2199,2018-06-14,[推荐评级]化工行业投资策略：迎接化学工业革命-行业格局的重塑,中财网
2200,2018-06-13,[增持评级]化工行业周报：环氧丙烷反弹 丙烯酸及酯持续上涨,中财网
2201,2018-06-13,[推荐评级]招商基础化工行业周报：醋酸、丁二烯、乙二醇涨幅居前 VA、VK3、VE跌幅较大,中财网
2202,2018-06-13,三类以上机构共同持有46只个股 9家公司被密集调研,证券日报
2203,2018-06-12,[看好评级]基础化工行业周报：环保持续强化 染料农药受益明显,中财网
2204,2018-06-12,[增持评级]基础化工行业周报：上合峰会召开 萤石、环氧丙烷价格上涨,中财网
2205,2018-06-12,"化工行业周报:油价高位震荡,环丙、尿素、PVC再度上涨",上海证券
2206,2018-06-12,"化工行业周报:低估值仍具吸引力,继续关注景气品种",证券之星
2207,2018-06-11,"化工行业周报:原油震荡,环氧丙烷上涨,醋酸高位",开源证券
2208,2018-06-10,【太平洋化工周报】：油价震荡加剧，推荐炼化及农化板块,太平洋化工
2209,2018-06-08,"华鲁恒升:核心产品景气持续,推动公司步入成长期",中证网
2210,2018-06-06,"化工行业周报:万华复牌,原油震荡,醋酸创新高",开源证券
2211,2018-06-06,"化工行业周报:油价企稳,苯乙烯、醋酸、活性染料等调涨",上海证券
2212,2018-06-04,[强于大市评级]深度*行业*化工行业周报：染料、醋酸价格持续上涨,中财网
2213,2018-06-04,[增持评级]基础化工行业周报：万华化学即将复牌 苯乙烯价格近年新高,中财网
2214,2018-06-04,[看好评级]化工行业周报：化工巨头万华化学重组方案利好 有望带动白马及周期板块上行 新材料龙头蓄势反弹,中财网
2215,2018-06-04,[推荐评级]招商基础化工行业周报：苯乙烯、ADC发泡剂、醋酸涨幅居前 VK3、VA、R134A跌幅较大,中财网
2216,2018-06-04,[推荐评级]化工行业周报：醋酸价格再次上涨 重点推荐六大行业,中财网
2217,2018-06-04,化工行业周报：环保升温利好染料&农药 看好2Q盈利扩张的化工龙头,中财网
2218,2018-06-04,[强于大市评级]化工行业研究周报：草甘膦、粘胶、醋酸持续上涨 近期关注上合峰会及中央“回头看”,中财网
2219,2018-06-04,"化工行业周报:市场风险偏好降低,坚定看好低估化工股",证券之星
2220,2018-05-29,券商评级:沪指收盘五连阴 九股迎掘金良机,证券之星
2221,2018-05-29,20股获券商买入评级 兖州煤业目标涨幅达84.77%,Wind
2222,2018-05-29,"化工行业周报:环保施压导致中间体限产,染料价格大幅上涨",证券之星
2223,2018-05-28,[中性评级]化工行业周报：醋酸、有机硅仍供应紧张 原油价格大幅波动,中财网
2224,2018-05-28,[推荐评级]招商基础化工行业周报：二氯乙烷、草甘膦、醋酸涨幅居前 VA、VE、R410A跌幅较大,中财网
2225,2018-05-28,华鲁恒升:稳健成长的煤化工优质白马,东吴证券
2226,2018-05-28,"煤炭行业周报:价格回归绿色区间,关注西部缺煤区和下游产业链",证券之星
2227,2018-05-25,涨价概念行情将深化 重点关注掌握涨价权的公司,深圳商报
2228,2018-05-24,[买入评级]化学制品行业动态：原油再度突破80 煤化工“双鲁”再称雄,中财网
2229,2018-05-24,[优于大势评级]化工行业深度报告：周期风再起 新材料跬步精进,中财网
2230,2018-05-24,[强于大市评级]煤炭行业专题报告：十年磨一剑 现代煤化工终迎投资良机,中财网
2231,2018-05-24,[增持评级]2018年化工行业环保系列报告之一：上合峰会6月召开 较G20范围小影响大,中财网
2232,2018-05-23,化工行业：周期龙头不断崛起 新材料国产化忧中有喜,金融界
2233,2018-05-23,早安！方正最新观点20180523,方正证券研究
2234,2018-05-23,"基础化工行业2017年报和2018年1季报总结&5月份投资策略:行业高景气仍在延续,把握高油价时代4点投资机会",国信证券
2235,2018-05-23,"华鲁恒升动态点评:煤化工标杆,受益油价上涨",东莞证券
2236,2018-05-22,化工：醋酸价格突破历史峰值 荐7股,中信建投
2237,2018-05-22,[增持评级]化工行业2018年中期策略：预期改善、中枢抬升 长短两相宜,中财网
2238,2018-05-22,[强于大市评级]深度*行业*化工行业周报：油价、环保接力催化 醋酸、染料、PTA价格上涨,中财网
2239,2018-05-22,华鲁恒升创历史新高,中证网
2240,2018-05-21,[中性评级]化工行业周报：原油价格再创新高 关注产业链优质标的,中财网
2241,2018-05-21,丁辛醇5月涨幅近15% 相关标的受关注,金融界
2242,2018-05-21,"华鲁恒升动态点评:现代煤化工龙头,成本竞争力强,原油价格上行,看好公司煤制乙二醇项目",国海证券
2243,2018-05-20,[强于大市评级]化工行业研究周报：油价上涨看好煤化工、涤纶 苏北化工园区继续停产关注农药、染料,中财网
2244,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
2245,2018-05-18,[增持评级]华鲁恒升(600426)点评：百万吨尿素装置投产 多产品价差扩大 Q2业绩有望超预期,中财网
2246,2018-05-18,[推荐评级]化工行业重大事件点评报告：油价涨了买什么?,中财网
2247,2018-05-18,化工行业动态：环保督查再升级叠加油价大涨 看好染料、煤化工、涤纶等,中财网
2248,2018-05-18,早安！方正最新观点20180518,方正证券研究
2249,2018-05-17,十大异动股点评：食品板块热度不减 盐津铺子霸气三连板,巨丰财经
2250,2018-05-17,[推荐评级]醋酸行业报告之四：海外装置检修常态化 醋酸暴涨,中财网
2251,2018-05-17,[增持评级]化工行业点评：供需向好促进醋酸产业链景气向上,中财网
2252,2018-05-17,农药价格上涨行业高景气度延续 六股现上车良机,中证报
2253,2018-05-16,A股头条之上市公司公告精选（5.17）,顶尖财经网
2254,2018-05-16,华鲁恒升：肥料功能化项目部分装置投产,e公司
2255,2018-05-16,化工：内外因素催动醋酸价格暴涨 荐2股,中信建投
2256,2018-05-16,[买入评级]化工行业简评：内外因素催动醋酸价格暴涨 推荐关注华谊集团、华鲁恒升,中财网
2257,2018-05-16,[增持评级]基础化工行业周报：原油价格支撑化工产品上行 TDI价格大涨,中财网
2258,2018-05-16,[看好评级]化工行业点评报告：美国退出伊核协议 总体利好油价 推荐原油及煤化工产业链,中财网
2259,2018-05-16,[中性评级]化工行业投资周报：TDI价格领涨 继续推荐关注纯碱行情,中财网
2260,2018-05-15,[买入评级]化工行业动态：原油价格大涨 下游石化、化工顺势传导 化工优质股价值凸显,中财网
2261,2018-05-15,[推荐评级]招商基础化工行业周报：TDI、三氯乙烯、甲醇涨幅居前 液氯、VB2、VK3跌幅较大,中财网
2262,2018-05-15,[看好评级]基础化工行业周报：TDI大幅上涨 布油站稳70美元/桶,中财网
2263,2018-05-14,华创证券化工产品价格数据周报201805014,中财网
2264,2018-05-14,[领先大市-A评级]基础化工行业周报：油价再创新高 生态环境部启动“清废行动2018”,中财网
2265,2018-05-14,[推荐评级]化工行业周报：重视化工投资机会 化工景气指数持续回升,中财网
2266,2018-05-14,[强于大市评级]化工行业研究周报：油价上涨利好煤化工、涤纶 持续看好有机硅,中财网
2267,2018-05-13,【太平洋化工周报】国际油价延续上涨，国内环保风云再起，推荐油服及染料板块,太平洋化工
2268,2018-05-11,[推荐评级]醋酸行业报告之三：供给收紧 醋酸再提价,中财网
2269,2018-05-10,[买入评级]化工行业年报综述：2017以来业绩延续涨势 强推农药、有机硅、煤化工、大炼化等和面板、半导体上游新材料板块,中财网
2270,2018-05-10,[领先大市-A评级]化工行业2017年报2018一季报总结：盈利能力持续提升 资本配置回归稳健,中财网
2271,2018-05-10,[增持评级]化工行业周报：重质纯碱、三氯乙烯、聚合MDI价格上涨 液氯、VB2、VK3价格下跌,中财网
2272,2018-05-10,[推荐评级]基础化工行业周报：三氯乙烯、纯碱、MDI涨幅居前 液氯、VB2、VE跌幅较大,中财网
2273,2018-05-10,[推荐评级]化工行业周报：聚氨酯下游行业逐步进入旺季 聚合MDI 、TDI、纯碱及环氧丙烷产业链价格上涨,中财网
2274,2018-05-10,[增持评级]化工行业周报：C3产业链普涨 纯碱价格反弹,中财网
2275,2018-05-09,[中性评级]化工行业投资周报：液氯价格领涨 继续推荐关注纯碱行情,中财网
2276,2018-05-09,华创证券化工产品价格数据周报20180506,中财网
2277,2018-05-09,[看好评级]基础化工行业周报：聚氨酯、有机硅板块普涨 氢氟酸跌幅居前,中财网
2278,2018-05-09,[增持评级]石油化工行业跟踪报告：供需偏紧推动甲醇价格上涨,中财网
2279,2018-05-09,[增持评级]基础化工行业周报：多种产品供需格局利好 纯碱价格上涨,中财网
2280,2018-05-09,[推荐评级]基础化工行业2017年年报及2018年一季报总结：在建工程小幅复苏 行业延续景气向上 盈利实现大幅增长,中财网
2281,2018-05-09,"基础化工行业:有机硅价格续涨创新高,纯碱、双酚A持续上行",安信证券
2282,2018-05-08,[强于大市评级]深度*行业*化工行业2017年报及2018年一季报总结：行业景气延续 一季度投资同比小幅回升,中财网
2283,2018-05-08,"化工行业:化工景气指数转负,甲烷氯化物、DMC上涨",中证网
2284,2018-05-07,[强于大市评级]深度*行业*化工行业周报：油价冲高 聚氨酯产业链上涨,中财网
2285,2018-05-07,【方正化工】化工周报：MDI价格大幅走高，恒力石化拟建PTA项目,靠谱化工股
2286,2018-05-07,"华鲁恒升:主营产品稳步发展,价差扩大助力业绩超预期",上海证券
2287,2018-05-03,"化工行业周报2017年报2018Q1季报综述:景气度提升,盈利能力大幅改善",开源证券
2288,2018-05-02,化工行业2017和1Q18回顾：化工行业高景气延续 子行业分化依旧明显,中财网
2289,2018-04-25,甲醇价格持续上涨 关注优质成长龙头,中证报
2290,2018-04-25,两大催化剂支持甲醇价格上行 五股或将蓄势待发,证券日报
2291,2018-04-25,一季报曝光机构调仓动向 四大机构增持创蓝筹,金融界
2292,2018-04-25,两大催化剂支持甲醇价格上行逾4亿元大单布局8只成长股,证券日报
2293,2018-04-25,华鲁恒升2017年净利创16年新高 万华化学前掌门人加盟董事会,证券日报
2294,2018-04-25,"华鲁恒升:弱周期新型煤化工标杆,乙二醇打开成长空间",证券之星
2295,2018-04-24,[推荐评级]化工行业周报：苯胺、丁二烯价格走强 环氧丙烷-丙烯价差持续扩大,中财网
2296,2018-04-24,华创证券化工产品价格数据周报20180422,中财网
2297,2018-04-24,[中性评级]化工行业投资周报：甲醛、环氧丙烷领涨 建议关注环氧丙烷行情,中财网
2298,2018-04-24,[增持评级]化工行业周报：原油及涤纶产业链续涨 国内尿素大幅反弹,中财网
2299,2018-04-24,[增持评级]华鲁恒升(600426)季报点评：Q1业绩大增134% 醋酸涨价带动高增长,中财网
2300,2018-04-24,[强烈推荐评级]华鲁恒升(600426)季报点评：一季度业绩靓丽 乙二醇打开成长空间,中财网
2301,2018-04-24,[买入评级]深度*公司*华鲁恒升(600426)季报点评：核心产品景气持续 推动公司步入成长期,中财网
2302,2018-04-24,[中性评级]化工行业周报：丁二烯和环氧丙烷涨幅居前 涤纶长丝产业链继续上行,中财网
2303,2018-04-24,[看好评级]基础化工行业周报：油价继续上行 中美贸易摩擦升级利好部分高端新材料,中财网
2304,2018-04-24,"华鲁恒升2018年一季报点评:业绩略超预期,2018继续拾级而上",光大证券
2305,2018-04-23,[推荐评级]招商基础化工行业周报：环氧丙烷、苯胺、甲醇涨幅居前 液氯、VB2跌幅较大,中财网
2306,2018-04-23,[领先大市-A评级]基础化工行业周报：甲烷氯化物市场走高 有机硅、聚酯产业链高位向好,中财网
2307,2018-04-23,[强于大市评级]深度*行业*化工行业周报：环氧丙烷、甲醇价格维持强势,中财网
2308,2018-04-23,[增持评级]基础化工周期品投资报告：2018年：高度关注海外产能和消费占比较高的化工品种,中财网
2309,2018-04-23,[推荐评级]民生化工行业周报：甲醇、甲烷氯化物价格上涨 涤纶长丝继续保持高景气,中财网
2310,2018-04-23,[增持评级]华鲁恒升(600426)季报点评：产品价格上涨 一季度业绩同比增长134%,中财网
