,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
9868,2018-08-24,9券商披露半年报大券商净利逆势增长,顶尖财经网
9869,2018-08-24,中信证券自营“逆天” 质押两融纠纷涉11亿,21世纪经济报道
9870,2018-08-23,中信证券半年承销收入降2成 股权质押成券业纠纷“重灾区”,第一财经
9871,2018-08-23,中信证券：上半年净利润同比增12.96%,Wind
9872,2018-08-23,中信证券：上半年净利润同比增长12.96%，不分红,Wind
9873,2018-08-23,"中信证券上半年净利增12.96% ""国家队""证金公司减持",澎湃新闻
9874,2018-08-21,两面针连亏12年，靠卖股保壳如今快卖完了,搜狐
9875,2018-08-20,刚泰控股卷入流动性危机 中信证券华润信托或踩雷亏损 投资失误,中国经济网
9876,2018-08-13,[强于大市评级]深度*行业*电力设备与新能源行业周报：国内新能源汽车7月产销同比高增长,中财网
9877,2018-08-13,券商上半年业绩入冬 下半年有望回暖,国际金融报
9878,2018-08-12,"券商降薪潮:投行领跌 有公司""股权质押""待遇逆势飘红",第一财经
9879,2018-08-09,二季度券商资管前20名：7家月均规模超5000亿，这家券商两度出局,每日经济新闻
9880,2018-08-09,二季度券商资管月均规模排名公布,中证报
9881,2018-08-08,中信证券今日大宗交易成交36.35万股，成交价16.03元折价0.0%,Wind资讯
9882,2018-08-08,【国信非银】8月月度策略：业绩企稳，龙头优势延续,国信金融研究
9883,2018-08-07,神州高铁终止收购一字跌停 民生证券中信证券恐亏损 连续下跌,中国经济网
9884,2018-08-07,上半年券商资管规模缩水2万亿 超半数净收入下降,证券时报
9885,2018-08-06,中信证券：母公司7月净利7.69亿元,Wind
9886,2018-08-03,前十大券商排名生变：银河证券出局 中金公司坐火箭,中国经济网
9887,2018-08-02,多家券商上半年业绩快报出炉 市场调整影响业绩,经济日报
9888,2018-07-30,中国证监会公布2018年证券公司分类结果,中证协
9889,2018-07-30,券商分类评级结果下发，券商板块估值处底部静待机会——非银金融行业周报,渤海证券
9890,2018-07-30,225家上市公司披露中报，25家净利同比翻倍,证券日报
9891,2018-07-28,券商盈利“全军覆没”投行子公司大滑坡,中国经营报
9892,2018-07-27,中国证监会公布2018年证券公司分类结果,证监会
9893,2018-07-27,2018年证券公司分类结果出炉，无AAA级证券公司,Wind
9894,2018-07-27,[看好评级]2018H券商业绩展望与情景分析：龙头优势显著 关注自营与信用业务,中财网
9895,2018-07-27,18家券商公布上半年业绩，仅3家盈利增长，多家下滑超50%，两类原因诠释增减,和讯
9896,2018-07-26,轰动私募业!管理费和业绩提成降一半 贝莱德抢生意了,金融界
9897,2018-07-25,券商上半年投行业务榜单：IPO趋严下 仍有公司收入增长超400%,中金在线
9898,2018-07-23,30家上市券商业绩持续分化 上半年仅中信、申万净利润正增长,投资者报
9899,2018-07-23,行业竞逐分类评价加分项目 七券商加分超14分,证券时报
9900,2018-07-20,46股获券商买入评级 正泰电器目标涨幅达56.32%,Wind
9901,2018-07-20,贝莱德等“洋私募”入场抄底A股，5家大型券商分享蛋糕,证券日报
9902,2018-07-19,自营业务竟成中小券商业绩爆点！7家券商半年成绩单新鲜出炉,中财网
9903,2018-07-18,中信证券人均薪酬狂降1/3 排名大滑43位,投资时报
9904,2018-07-18,周二5过3！IPO审核连续两周提速，龙头券商IPO市场份额提升！,每日经济新闻
9905,2018-07-17,7家上市券商4家预计半年度净利腰斩，自营和投行业务下滑成“重灾区”！,每日经济新闻
9906,2018-07-17,股权之争终落幕 *ST云网实控人之谜揭晓,e公司
9907,2018-07-17,中信证券员工违规炒股盈利18万 证监局决定没一罚一,和讯
9908,2018-07-17,57股获券商买入评级 当代明诚目标涨幅达133.12%,Wind
9909,2018-07-17,五家券商率先发布中期业绩快报 4家业绩大幅下滑,证券日报
9910,2018-07-16,睿智投资｜中信证券 (6030 HK，买入) - 2018年上半年业绩快报符合预期,招银国际
9911,2018-07-16,70股获券商买入评级 华夏幸福目标涨幅达142.73%,Wind
9912,2018-07-16,券业人员炒股一年涌现18起,证券时报
9913,2018-07-15,“旧账”也被查出来 两家券商的3名员工违规炒股被罚,每日经济新闻
9914,2018-07-14,超级红线小心了！又一券商员工炒股遭罚37万，近一年已处罚17家券商员工,和讯
9915,2018-07-13,中信证券一员工违法代客炒股赚18万元 广东证监局处罚,中国经济网
9916,2018-07-13,中信证券一员工操作他人账户违规炒股 被罚没37万元,新浪
9917,2018-07-13,券商上半年业绩快报：中小券商举步维艰国元净利腰斩,顶尖财经网
9918,2018-07-13,中信证券员工违法代客交易基金 没有违法所得被罚10万,中国经济网
9919,2018-07-13,中信证券上半年净利 增长13.38%,中证报
9920,2018-07-12,晚间重要公告2018年7月12日星期四,Wind
9921,2018-07-12,中信证券：上半年净利55.86亿元 同比增13%,金融界
9922,2018-07-12,中信证券：上半年实现净利润55.8亿元，同比增长13.38%,Wind
9923,2018-07-11,上市券商2018上半年业绩出炉！仅6家收入同比增长,中金在线
9924,2018-07-11,[中性评级]证券行业7月投资策略：龙头优势继续演绎 估值修复可期,中财网
9925,2018-07-11,[看好评级]非银行金融行业动态跟踪：6月市场下跌引致券商业绩下滑 上半年净利整体下降约24%,中财网
9926,2018-07-11,上市券商中期业绩出炉 28家同比下滑,中国基金报
9927,2018-07-10,优先股异军突起 券商债券承销重塑投行格局,中证报
9928,2018-07-08,震惊投行圈！有券商对投行员工严查出勤率 有人遭降职降薪！群众大呼不懂 背后竟是大变革,中财网
9929,2018-07-05,大股东所持股票被强平 西陇科学等3家公司股份被动减持,e公司
9930,2018-07-04,两面针连亏12年 再次出售中信证券为提振业绩？,中国基金报
9931,2018-07-03,太平洋证券或遭“戴维斯”双杀 大股东逾90%股权质押,和讯
9932,2018-07-03,IPO市场格局嬗变，投行马太效应明显,Wind
9933,2018-07-03,券商上半年股债承销“冰火两重天”,中证报
9934,2018-07-03,再施扭亏“绝招”？ 两面针时隔1年拟卖中信证券股票,每日经济新闻
9935,2018-07-02,晚间重要公告2018年7月2日星期一,Wind
9936,2018-07-02,两面针：拟出售不超1200万股中信证券股票,Wind
9937,2018-06-28,聚龙股份第五个跌停打开 百亿股腰斩中信证券或亏损,中国经济网
9938,2018-06-26,*ST龙力控股股东所持公司部分股份存被动减持可能,北京商报网
9939,2018-06-25,东方时尚连吃两跌停 中信证券顺景投资踩雷或亏损,中国经济网
9940,2018-06-25,关于公布中国银行间市场交易商协会第一届交易专业委员会委员名单的公告,银行间市场协会
9941,2018-06-24,中信证券赎回次级债“15中信C2”,证券时报网
9942,2018-06-24,券商座次之争：中天证券亏损2.2亿垫底 各家收入缩水,经济观察报
9943,2018-06-22,A股惊魂三日满仓质押告急 监管层注视两融数据,21世纪经济报道
9944,2018-06-22,券商经纪业务重心渐变 竞逐机构客户,中证报
9945,2018-06-21,券商年内融资超3000亿元 超八成为公司债,证券日报
9946,2018-06-20,中信证券经纪业务占比降至12% 转型财富管理初见成效,证券日报
9947,2018-06-19,博腾股份：正在积极申请办理定增股份上市公司,金融界
9948,2018-06-19,神州泰岳三跌停5亿股质押 中信证券连续两天割肉？,中财网
9949,2018-06-18,券商发力金融产品销售最爆棚一年！93家券商排名看过来,证券时报网
9950,2018-06-17,2017年券商业务排名出炉：四家券商赔钱,经济观察网
9951,2018-06-15,图忆股灾那一年：股民的脊梁打断 投资者的信任崩坍,新浪
9952,2018-06-15,非银金融:CDR交易细则落地 券商经营数据改善,中航证券
9953,2018-06-15,海宁皮城重组被否原因罕见 中介机构或涉协助虚假披露,全景网
9954,2018-06-14,中信证券(06030.HK)“15中信01”、“15中信02”将于6月25日付息,格隆汇
9955,2018-06-13,金刚玻璃状况不断 因公司不存在实控人遭交易所问询,金融界
9956,2018-06-13,被动减持令金刚玻璃第一大股东易主 昔日控股股东再度上位,e公司
9957,2018-06-13,金刚玻璃昨触及跌停 市值蒸发近1亿,每日商报
9958,2018-06-13,私募明星两融账户遭强平,中证报
9959,2018-06-12,昔日私募冠军被强平 重组概念股遭市场挥泪大甩卖,中证网
9960,2018-06-12,券商分类评价大考：13个加分项47个扣分项,--
9961,2018-06-12,晚间重要公告2018年6月12日星期二,--
9962,2018-06-12,中信证券QDII额度获批增至10.8亿美元,证券时报
9963,2018-06-12,中信证券收到国家外汇管理局相关批复,金融界
9964,2018-06-12,金刚玻璃：股东罗伟广所持股份或被平仓,财界网
9965,2018-06-12,金刚玻璃：私募大佬罗伟广所持部分股权将遭强平,新浪
9966,2018-06-12,金刚玻璃持股5%以上股东所持部分股份将被平仓,中证网
9967,2018-06-11,为了CDR基金，营销人员也是拼了！今天券商却说卖不动，某大型券商一天才卖30亿！,每日经济新闻
9968,2018-06-11,龙头券商抢占CDR红利 行业业绩延续分化,和讯
9969,2018-06-11,证监会披露小米CDR招股书 中信证券为主承销商,证券时报
9970,2018-06-11,中信证券(06030-HK) 遭摩根大通减持29.25万股 涉资约2728.3万,财华智库网
9971,2018-06-11,证监会公示小米CDR招股说明书，中信证券担任保代及承销,金融界
9972,2018-06-08,证券行业6月投资策略：CDR落地，龙头券商迎政策暖风,国信研究
9973,2018-06-07,政策红利释放叠加业绩环比增长 关注龙头券商,证券时报网
9974,2018-06-07,券商股集体攀升，兴业证券领涨5%,Wind
9975,2018-06-07,私募产品投资者门槛提高 中小代销渠道受冲击明显,证券时报
9976,2018-06-06,私募嗨了！最大券商中信杀回市场 开卖私募,中国基金报
9977,2018-06-06,中信证券恢复私募产品销售 “500万金融资产”成难题,证券时报网
9978,2018-06-06,"周四打新！又有大券商回A股上市,120签顶格申购,中签率能有多高？",中国基金报
9979,2018-06-06,中信证券(06030-HK)5月净利润同比减少10%至4.7亿元,财华社
9980,2018-06-06,《国企红筹》中信证券(6030)5月净利润跌10%,经济通
9981,2018-06-06,“国家队”持股近70%的中信建投，有什么了不起的地方？,搜狐
9982,2018-06-06,中信证券：母公司5月净利4.7亿元,Wind
9983,2018-06-06,又一只券商股来了！明天打新中信建投，顶格申购120万，打新事项看过来,中财网
9984,2018-06-04,投行日子到底有多苦？今年来47家券商IPO业务没开张，新申报37家仅为去年一成，这些券商项目储备最多,e公司
9985,2018-06-01,中信证券经纪香港为首家H股“全流通”试点业务的境外代理券商,财华社
9986,2018-05-31,多只券商股创调整新低，国家队浮亏,--
9987,2018-05-30,海通证券史无前例破净，券商股何时才到“最悲观”？,第一财经日报
9988,2018-05-29,龙虎榜：尾盘跳水遭机构大肆买入 一股新高之后将如何演绎？,巨丰财经
9989,2018-05-29,场外期权监管再升级！有AA级券商已经停止场外期权新增业务,经济观察网
9990,2018-05-28,8家上市券商同时被调出样本股？中证指数人士透露原委,券商中国
9991,2018-05-25,部分券商暂停销售私募资金 规范发展后缘何遭“嫌弃”？,21世纪经济报道
9992,2018-05-22,中信证券近80亿元FOF炼金术：有地产老板买了1个亿 关键是动得早、踩点好、销售强,每日经济新闻
9993,2018-05-22,上市券商2017年度拟分红285亿,中证报
9994,2018-05-22,关于公布中国银行间市场交易商协会第四届金融衍生品专业委员会委员名单的公告,银行间市场协会
9995,2018-05-20,“中国女首善”又出大事！遭强制执行2.5亿 违约失信,中国基金报
9996,2018-05-18,*ST云网：控股股东孟凯所持22.7%股权将在淘宝网拍卖,澎湃新闻
9997,2018-05-18,券商自营业务占比超经纪业务,红周刊
9998,2018-05-18,长江证券--证券行业5月策略,长江证券
9999,2018-05-18,券商资管“强者愈强”定律：收缩大势中龙头逆势增长,21世纪经济报道
