,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
10430,2018-08-29,中国平安(02318)拟于9月6日派息A股现金红利每股0.62元,智通财经
10431,2018-08-29,中国平安联手深圳大鹏新区共建深圳国际生物谷,金融界
10432,2018-08-29,中国平安获瑞银集团增持1515.85万股,新浪
10433,2018-08-29,保险巨头投资能力大比拼,北京商报
10434,2018-08-28,数据王：活水近在眼前 MSCI掘金在即,巨丰财经
10435,2018-08-28,[推荐评级]健康险市场分析与展望(非银行金融行业)：健康险万亿空间蓝海 险企多角度挖掘机会,中财网
10436,2018-08-28,法兴：中国平安突破双底颈线阻力 看好可留意平保购15275,腾讯网
10437,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
10438,2018-08-27,云南白药掉出千亿市值队伍 平安持股十年要减持,腾讯网
10439,2018-08-27,云南白药：关于持股5%以上股东减持股份预披露公告,亿邦动力
10440,2018-08-27,巨头抢滩智慧城市 金融背景的中国平安如何布局？,证券日报
10441,2018-08-27,27日午间公告：中国平安拟减持云南白药不超1%股份,中证网
10442,2018-08-27,中国平安计划减持云南白药不超过1041万股,腾讯网
10443,2018-08-26,地量震荡，北上资金加仓超百亿，个股机会在哪里？,中证报
10444,2018-08-26,跨场景科技能力：平安智慧城市的杀手锏,钛媒体
10445,2018-08-25,中报十大盈利王曝光 贵州茅台蝉联冠军,财富动力网
10446,2018-08-25,中国平安B面：未来城市全面的解决方案提供商,36氪
10447,2018-08-24,陆金所上半年盈利提速 资管规模下降16.6%,零壹财经
10448,2018-08-24,三大上市巨头披露中期业绩，各家有亮点,国际金融报
10449,2018-08-24,“巨牛”观市：丢掉恐惧 如实观照,巨丰财经
10450,2018-08-24,数据王：熊市中价值寻找策略,巨丰财经
10451,2018-08-24,平安系两公司数百人重组幕后 人工智能“冲击波”,华夏时报
10452,2018-08-24,“PATH”四大巨头齐发力 中国平安领跑“智慧城市”之路,新华网
10453,2018-08-24,中国平安全面提供“智慧城市”药方,新华网
10454,2018-08-24,【方正非银左欣然团队】中国平安2018中报业绩发布会纪要,欣赏金融
10455,2018-08-24,中国平安中报归母净利润581亿元 新业务价值转正,号外财经网
10456,2018-08-24,北上资金逆市“买买买” 六只个股彰显投资价值,证券日报
10457,2018-08-24,处暑过秋意起，A股磨底盼“硕果”,中证报
10458,2018-08-24,北上资金逆市“买买买” 45只个股被重点扫货,证券日报
10459,2018-08-24,中国平安:价值率提升拉动NBV增速扭正,东北证券
10460,2018-08-23,[强烈推荐评级]中国平安(601318)公司调研简报：2018中报业绩发布会纪要,中财网
10461,2018-08-23,中国平安继续获得大行祝福,财华社
10462,2018-08-23,【国泰君安国际业绩速评】保险行业：中国平安(02318)中期多个数据同比好于预期，股价被市场低估,国泰君安证券香港
10463,2018-08-23,手握2.58万亿如何投？平安上半年股票净买入90亿，首席投资执行官透露选股策略,和讯
10464,2018-08-23,平安信托：打造有使命的资本 助力特区建设发展,深圳特区报
10465,2018-08-23,"中国平安:金融+科技,孕育金融生态高增长",国联证券
10466,2018-08-22,中国平安2018年中期业绩报告,经济观察报
10467,2018-08-22,数据王：二季度业绩增长与机构增持一览,巨丰财经
10468,2018-08-22,北上资金今年已2000亿加仓A股 本月消费白马继续受青睐,金融投资报
10469,2018-08-22,平安陈心颖:陆金所产品调整完成 资管规模下滑很正常,新浪
10470,2018-08-22,秦洪看盘｜A股弱势格局中，靠拉升一两只指标股难以稳定大盘,澎湃新闻
10471,2018-08-22,中国平安总经理任汇川：陆金所产品清理全部完成,Wind
10472,2018-08-22,陆金所平台注册用户数达3684万 资产管理规模较年初下降16.6%,TechWeb
10473,2018-08-22,[买入-A评级]中国平安(601318)深度分析：寿险增长利润释放 零售金控逆势发展,中财网
10474,2018-08-22,战略布局发展前景领跑行业 中国平安业绩价值比翼双飞,和讯
10475,2018-08-22,华泰证券：中国平安买入评级,顶尖财经网
10476,2018-08-22,高盛：中国平安重申确信买入名单内 目标价96元,新浪
10477,2018-08-22,快讯：恒指半日涨0.51% 中国平安大涨近5%,第一财经
10478,2018-08-22,港股恒指走势反复现涨0.51% 中国平安涨近5%领涨蓝筹,新浪
10479,2018-08-22,中国平安首次披露金融科技与医疗科技业务盈利数据，同比大幅提升,金融界
10480,2018-08-22,瑞信：中国平安目标价升至99元 维持跑赢大市评级,新浪
10481,2018-08-22,中国平安半年盈利逾580亿 保险业务贡献达七成,新快报
10482,2018-08-22,金百临咨询：中国平安早盘大幅高开 半年报业绩远超预期,中证网
10483,2018-08-22,同比增9倍！中国平安科技领域归母营运利润42.04亿成新增长点,和讯
10484,2018-08-22,中国平安上半年净赚580亿 股价涨近3%,网易
10485,2018-08-22,港股开市：恒指高开83点，腾讯偏好，中国平安扬逾3%,理财18
10486,2018-08-22,港股异动︱中期净利润同比增33.8% 中国平安(02318)高开3.7%,智通财经
10487,2018-08-22,恒指高开0.3% 中国平安涨3.7%,证券时报
10488,2018-08-22,华泰证券：中国平安综合金融持续发力 目标价79元,新浪
10489,2018-08-22,快讯：中国平安高开逾3% 净利大增33.8%日赚3.2亿,新浪
10490,2018-08-22,中国平安A股高开逾3%，公司上半年净利润581亿元,Wind
10491,2018-08-22,快讯：中国平安上半年净利同比增长33.8% 高开3.7%,新浪
10492,2018-08-22,大参考：深交所与新疆签署战略合作协议 支持新疆企业发展,巨丰财经
10493,2018-08-22,保险股首份半年报：科技成中国平安利润增长新引擎,全景网
10494,2018-08-22,巨丰早评：期待三连阳改善情绪面,巨丰财经
10495,2018-08-22,中国平安上半年净利同比增超三成,中证报
10496,2018-08-22,中国平安上半年净赚580亿 金融科技利润贡献增加,证券时报
10497,2018-08-22,中国平安上半年净利增长33.8% 每10股派6.2元,投资快报
10498,2018-08-22,中国平安上半年归母净利润大增33.8% 年化净投资收益率为4.2%,证券日报
10499,2018-08-21,中国平安再买入工商银行1.06亿H股，持股比例升至9.05%,21世纪经济报道
10500,2018-08-21,中国平安：2018年半年度主要财务指标,深交所
10501,2018-08-21,日赚3.17亿 中国平安靠的是什么,经济观察网
10502,2018-08-21,中国平安上半年实现净利润580.95亿元 同比增长33.8%,证券日报
10503,2018-08-21,中国平安增持工商银行1.06亿股 每股作价5.5994元,经济通
10504,2018-08-21,中国平安亮相重庆智博会 多款前沿科技“让生活更美好”,经济观察报
10505,2018-08-21,4家上市险企公布前7个月保费收入，转型优势凸显,国际金融报
10506,2018-08-21,中国平安上半年净利润580.95亿 多家公司发布中报,第一财经
10507,2018-08-21,中国平安上半年实现净利润580亿 首次披露金融科技与医疗科技营运利润,中证网
10508,2018-08-21,中国平安买入1.06亿股工行H股 最新持股9.05%,新浪
10509,2018-08-21,中国平安上半年净利润逾580亿元，同比增长33.8%,澎湃新闻
10510,2018-08-21,中国平安上半年净利润647.7亿元 银行零售业务净利润90.8亿元,零壹财经
10511,2018-08-21,中国平安半年报：净利日赚3.5亿 互联网用户4.86亿,腾讯网
10512,2018-08-21,中国平安：上半年保险资金投资组合年化净投资收益率4.2%,e公司
10513,2018-08-21,科技让城市更美好 中国平安深度参与智慧城市建设,财经网
10514,2018-08-21,中国平安上半年净利润647.70亿元，同比增长31.9%,21世纪经济报道
10515,2018-08-21,中国平安：个人客户达1.79亿 同比增25%,e公司
10516,2018-08-21,[快讯]中国平安上半年净利润581亿元多家公司公布业绩-更新中,中财网
10517,2018-08-21,中国平安上半年归属母公司净利润增长33.8% 将继续提高分红,证券时报网
10518,2018-08-21,中国平安：上半年净利581亿元 同比增33.8%,新浪
10519,2018-08-21,中国平安上半年净利润581亿元人民币，同比增长23%,腾讯网
10520,2018-08-21,中国平安上半年净利润593亿元 同比增23%,新浪
10521,2018-08-21,中国平安上半年净利润同比增33.8%，拟每股中期派息0.62元,Wind
10522,2018-08-21,巨丰收评：大盘缩量普涨喜获2连阳,巨丰财经
10523,2018-08-21,中国平安马明哲：平安智慧城市平台已在多个“一带一路”沿线国家地区实施,Wind
10524,2018-08-21,内险股绩前炒上 中国平安日内放榜现升近2%,新浪
10525,2018-08-21,法兴：中国平安绩前反复筑底 看好可留意平保购24491,腾讯网
10526,2018-08-20,中国平安与深圳大鹏新区携手共建深圳国际生物谷,金融界
10527,2018-08-20,北上资金大举流入，中国平安贵州茅台均获净买入逾4亿元,Wind
10528,2018-08-20,北上资金大举流入 中国平安、贵州茅台均获沪股通净买入逾4亿元,e公司
10529,2018-08-20,[增持评级]非银行业一周观点：保险负债端改善有望持续 中报NBV有望超预期,中财网
10530,2018-08-20,2018智博会前瞻：国内健康医疗领域最大独角兽将揭开神秘面纱！,和讯
10531,2018-08-20,巨丰午评：金融股频护盘难改大局,巨丰财经
10532,2018-08-20,[优于大市评级]保险行业月报：健康险维持高增长 加速回归保障,中财网
10533,2018-08-20,中国平安遭瑞银减持789.19万股,新浪
10534,2018-08-20,[推荐评级]中国平安(601318/02318.HK)观点聚焦：从根源理解平安的独特优势,中财网
10535,2018-08-20,上市险企新单增速提升 “保费逐月改善”预期获印证,全景网
10536,2018-08-20,中国平安明日公布业绩 增长动力料胜同业,新浪
10537,2018-08-19,美银美林：中国平安及中国太保均维持买入评级,新浪
10538,2018-08-19,金融：寿险保费增速保持回升 荐3股,广发证券
10539,2018-08-18,解读：市场弱势格局下 外资暗流涌动为哪般？,巨丰财经
10540,2018-08-17,保险板块逆势走升 多只股可以积极关注,证券之星
10541,2018-08-17,巨丰午评：2700点保卫战打响 市场流动性枯竭,巨丰财经
10542,2018-08-17,香港智远：中国平安跌势趋缓 博反弹留意平安购22711,新浪
10543,2018-08-17,行业转型初见成效 业绩改善 保险股中报看好,大众证券报
10544,2018-08-16,279亿主力资金近三日撤出融资融券概念股,证券时报
10545,2018-08-15,中国平安：前7月保费收入4567亿元,e公司
10546,2018-08-15,中国平安与国药集团达成战略合作,e公司
10547,2018-08-15,333亿资金恐慌逃离 五类股遭主力机构抛,证券之星
10548,2018-08-15,中国平安：1-7月寿险业务保费收入3180.55亿元,Wind
10549,2018-08-15,中国平安(02318)前7个月保费收入增19.5%至4567.3亿元,智通财经
10550,2018-08-15,中国平安1-7月份寿险业务保费收入3181亿元人民币,凤凰网
10551,2018-08-15,大行：中国平安最新投资评级及目标价(表),新浪
10552,2018-08-15,三大数据解密外资新动向 QFII二季度增仓21只个股,证券日报
10553,2018-08-14,四大上市险企前七月保费收入近万亿元,北京商报
10554,2018-08-10,智慧村教 “音”为有你 | 中国平安河南地区2018年支教正式启动,新浪
10555,2018-08-10,超级IPO频现,全景网
10556,2018-08-09,恒指收涨0.9%录得四连涨，蒙牛乳业领涨蓝筹,Wind
10557,2018-08-09,媒体：中国平安拟收购英国保诚亚洲业务价值515亿美元,搜狐
10558,2018-08-09,将收购保诚亚洲业务？中国平安：对市场传言不予置评,智通财经
10559,2018-08-09,南向投资者对恒指成分股的总持股金额降至去年底以来最低,Wind
10560,2018-08-08,英国保诚CEO：看好亚洲市场，不会考虑出售这一区域业务,Wind
10561,2018-08-08,中国平安回应考虑收购英国保诚亚洲业务：没有这方面的信息,Wind
10562,2018-08-08,媒体：中国平安考虑收购英国保诚集团亚洲业务,Wind
10563,2018-08-07,沪指创两年多最大单日涨幅，资金扫货中字头,Wind
10564,2018-08-07,白马股继续补跌，业内人士称这是阶段性见底信号,Wind
10565,2018-08-07,白马股继续补跌业内人士称这是阶段性见底信号,证券时报
10566,2018-08-06,白马股集体补跌，有股票两个月跌了50%，见底迹象？,e公司
10567,2018-08-06,为【智慧村教】谱“音符” 中国平安“三村工程”支教招募启动,和讯
10568,2018-08-02,中国平安助力签发江西首张电子社保卡,上海金融报
10569,2018-08-02,A股共发生27宗大宗交易成交34.93亿元（8月2日）,Wind
10570,2018-08-01,补充粮草提高跑速 平安产险拟发行100亿债券补充资本,华夏时报
