,2021-12-31,版权工作“十四五”规划出台，A股多家公司已布局产业链,新浪
2539,2018-04-24,[推荐评级]传媒行业周报：一季报密集发布 关注绩优龙头,中财网
2540,2018-04-24,[看好评级]浙商证券传媒行业周报20180422,中财网
2541,2018-04-23,[推荐评级]传媒行业周报：2017年年报总结 业绩分化明显重个股逻辑轻板块,中财网
2542,2018-04-19,并购重组委2018年第20次工作会议公告,证监会
2543,2018-04-19,证监会：将于4月26日审核快乐购等3公司并购重组事项,证券时报网
2544,2018-04-19,证监会：快乐购等3公司重组26日上会,Wind
2545,2018-04-19,证监会：快乐购等3公司重组26日上会,e公司
2546,2018-04-19,午间公告：岭南股份预中标PPP项目总投资7.9亿元，金新农下修年度业绩,Wind
2547,2018-04-19,名家汇等4股今日临停,Wind
2548,2018-04-17,[推荐评级]传媒行业周报：重点布局一季报业绩确定强的子版块龙头,中财网
2549,2018-04-16,[增持评级]传媒行业周报：传播、内容监管趋严利于行业健康发展,中财网
2550,2018-04-16,[推荐评级]传媒行业周报：2018好看 好玩 好听三好内容消费升级策略再验证,中财网
2551,2018-04-15,[增持评级]零售行业周报：业绩第一 估值第二,中财网
2552,2018-04-13,海通证券晨会纪要-180413,中证网
2553,2018-04-12,[推荐评级]在线视频系列之四剧集流量跟踪篇：2018Q1芒果TV剧集播放量提升显著 爱奇艺台网剧出现下滑,中财网
2554,2018-04-09,社保年报增滞涨持股（4月9日）,巨丰财经
2555,2018-04-08,媒体：一季度票房回溯与二季度前瞻 荐7股,长江证券
2556,2018-04-04,[增持评级]传媒行业周报：关注游戏新产品 教育需求提升,中财网
2557,2018-04-04,[推荐评级]新时代传媒行业周报：业绩政策双重利好赋能 传媒板块仍具成长潜力,中财网
2558,2018-04-04,传媒行业日报：文旅部严查棋牌、官场游戏,中财网
2559,2018-04-03,[优于大势评级]东北传媒行业周报：布局年报季 把握一季度票房市场拐点,中财网
2560,2018-04-03,[增持评级]零售行业周报：国企改革风渐进 可选消费仍可配置,中财网
2561,2018-04-03,[推荐评级]商贸零售行业周报：人人乐与腾讯全面合作 智慧零售又下一城,中财网
2562,2018-04-03,[推荐评级]2018Q1芒果TV综艺播放量跟踪(传媒行业)：芒果TV播放量份额进一步提升 自制综艺持续能力得到验证,中财网
2563,2018-04-03,4月3日早间利好消息汇总,证券时报网
2564,2018-04-03,这些公司前十大流通股东悄然生变 或是变盘前奏,中财网
2565,2018-04-02,芒果TV2017年扭亏实现净利4.89亿 快乐购注入“芒果系”资产只欠临门一脚,e公司
2566,2018-04-02,媒体：泛娱乐行业月均使用时长超一二线城市青年 荐4股,国海证券
2567,2018-04-02,媒体：18Q1季报临近重视成长价值 荐5股,广发证券
2568,2018-04-02,芒果系拟借道快乐购上市 市值已达430亿,新浪
2569,2018-04-02,传媒行业周报：优选平面媒体及影视行业,中财网
2570,2018-04-01,晚间重要公告2018年4月1日星期日,--
2571,2018-03-30,[增持评级]视频网站自制内容研究专题(传播文化行业)：精品内容驱动付费 自制龙头享行业红利,中财网
2572,2018-03-30,年报显示调仓路线 绩优基金开始布局成长股,金融投资报
2573,2018-03-30,传媒行业周观点12期:关注板块白马及弹性标的,安信证券
2574,2018-03-28,[增持评级]华泰零售·精彩每周报：贸易争端可能推升食品通胀预期,中财网
2575,2018-03-28,2018年3月28日沪深两市最新交易提示,证券时报
2576,2018-03-27,如何布局2018？社保、券商、QFII最新动向曝光,每日经济新闻
2577,2018-03-27,沪深上市公司18年3月28日重大事项交易提示速递,搜狐
2578,2018-03-27,[推荐评级]在线视频系列之二盈利指标分析篇：从NETFLIX盈利看爱奇艺 中国在线视频临近收割期,中财网
2579,2018-03-27,【广发 早间速递】房地产/电新/传媒/宏观每日一图,微信
2580,2018-03-26,[增持评级]零售行业周报：避险需求利于黄金股 中高端消费仍有潜力,中财网
2581,2018-03-26,媒体：板块回调现绩优白马布局良机 荐2股,和讯
2582,2018-03-21,[超配评级]传媒互联网行业一周回顾与展望：爱奇艺及B站确定上市时间 持续看好头部内容龙头,中财网
2583,2018-03-21,新零售板块集体冲高，新华都直线涨停,Wind
2584,2018-03-20,[增持评级]传媒行业周报：头部内容公司持续领涨,中财网
2585,2018-03-20,[推荐评级]商贸零售行业周报：新零售辐射范围扩大 百货行业重迎发展机遇,中财网
2586,2018-03-20,[推荐评级]媒体Ⅱ行业周报：优质内容公司始终收益 行业整合和集中是未来趋势,中财网
2587,2018-03-20,[中性评级]传媒互联网行业周报(含全球互联网&教育)：教育行业热度提升 关注回调后的平台型龙头公司,中财网
2588,2018-03-20,基金调仓路径曝光 去年末增持中小创,投资快报
2589,2018-03-20,微博原创内容将获版权认证 六股业绩向好底子硬,证券时报
2590,2018-03-19,[同步大市-B评级]传媒行业周度报告：估值底部+业绩确定 细分赛道真龙头有望成为重估品种,中财网
2591,2018-03-19,[领先大市-A评级]传媒行业周观点：关注一季报靓丽的板块及重点个股,中财网
2592,2018-03-19,媒体：YOUTUBETV提价IQ与B站赴美IPO关注优质内容与平台 荐6股,国海证券
2593,2018-03-19,新零售板块持续火热，新华都两连板,Wind
2594,2018-03-19,[增持评级]传媒行业周报：中长期推荐平台型公司,中财网
2595,2018-03-18,媒体：持续推荐平台型及技术型公司 荐5股,东北证券
2596,2018-03-17,深交所报告揭炒股机密 布局这些股,证券时报
2597,2018-03-16,238份年报揭示机构新动向 新进与增持53股,证券日报
2598,2018-03-16,238份年报揭示三机构投资动向 新进与增持53只个股,证券日报
2599,2018-03-16,创业板两类样本股调整相关基金被动仓位调整明细,顶尖财经网
2600,2018-03-15,佛系派现！19股每股派现不到3分钱121股股息率不足1%,顶尖财经网
2601,2018-03-15,现下流行佛系派现！19股每股派现不到3分钱，121股股息率不足1%,券商中国
2602,2018-03-15,传媒行业日报：内容创作者只有3%头部能赚钱,中财网
2603,2018-03-14,芒果系资本市场起舞 快乐购再重组剧情隐忧未现桃花,投资时报
2604,2018-03-14,[增持评级]传媒行业2018年春季策略报告：观影风潮起 扬帆正当时,中财网
2605,2018-03-13,[推荐评级]商贸零售行业周报：高端消费逐步回暖 关注高端消费投资机会,中财网
2606,2018-03-13,[路演]快乐购：通过“一县一品”等活动帮助贫困山区打开农副产品销售渠道,全景网
2607,2018-03-13,[路演]快乐购：未来可能将区块链技术整合到业务模块中,全景网
2608,2018-03-13,[超配评级]传媒互联网行业一周回顾与展望：持续看好影视内容板块 优选细分领域龙头个股,中财网
2609,2018-03-13,[看好评级]流媒体视频行业系列报告之一：视频平台的三维度六指标分析框架,中财网
2610,2018-03-13,永太科技、移为通信、露笑科技、英科医疗等7家公司2017年度业绩说明会3月13日举行,全景网
2611,2018-03-13,创业板50指数“调仓”新宙邦等5股被调出,新京报
2612,2018-03-13,"零售行业周报第231期:新零售概念持续发酵,关注互联网相关题材",光大证券
2613,2018-03-12,[增持评级]华泰零售·精彩每周报：CPI如期回升 关注超市板块机会,中财网
2614,2018-03-12,[增持评级]传媒行业周报：板块关注度持续提升 关注边际改善及一季度高增个股,中财网
2615,2018-03-12,[增持评级]零售行业周报：新零售概念持续发酵 关注互联网相关题材,中财网
2616,2018-03-12,社保基金四季度增持滞涨股（3月12日）,巨丰财经
2617,2018-03-12,[优于大势评级]传媒行业周报：成长股情绪好转 把握具备短期催化的绩优龙头,中财网
2618,2018-03-12,晨会聚焦1803012：重点关注新能源车、中洲控股、领益智造、亿联网络、恒力股份、中国联通,国信研究
2619,2018-03-12,深交所调整创业板指数、创业板50指数样本股,Wind
2620,2018-03-12,社保基金连续4个季度持有16只个股6只浮盈10只浮亏,证券日报
2621,2018-03-11,媒体：关注边际改善及一季度高增个股 荐6股,中泰证券
2622,2018-03-11,媒体：爱奇艺招股书拆分 荐4股,广发证券
2623,2018-03-11,媒体：把握具备短期催化的绩优龙头 荐5股,东北证券
2624,2018-03-10,资金涌入中小创点燃做多热情 机构携游资狂买十股,财富动力网
2625,2018-03-09,交银等多只基金青睐“快乐购” 还能乐多久？,国际金融报
2626,2018-03-09,如何掘金一季报？预喜占比92％ 50股净利增幅翻倍,深圳商报
2627,2018-03-08,基金淘金创业板：青睐快乐购 大幅减仓寒锐钴业,新浪
2628,2018-03-07,业绩多年下滑 产品多番被投诉 快乐购究竟让谁快乐了？！,和讯
2629,2018-03-06,优质创业板公司重获青睐 基金紧盯这些股,中财网
2630,2018-03-06,【晨会聚焦】聚焦两会八大看点,中泰证券研究所
2631,2018-03-06,【传媒】康雅雯、朱骎楠：电影票房超预期，电视剧板块Q1有望高增长-20180305,中泰证券研究所
2632,2018-03-06,"传媒互联网行业一周回顾与展望:持续看好板块行情,重点关注内容及视频板块",国信证券
2633,2018-03-05,龙虎榜| 大盘延续震荡 机构买入意愿回升,金融投资报
2634,2018-03-05,机构席位买入快乐购盈趣科技，卖出峨眉山A普路通,Wind
2635,2018-03-05,快乐购龙虎榜数据(3月5日),Wind资讯
2636,2018-03-05,[增持评级]零售行业周报：可以乐观一些 黄金珠宝短期是首选,中财网
2637,2018-03-05,媒体：电影票房超预期 荐5股,中泰证券
2638,2018-03-05,[同步大市-B评级]传媒行业动态分析：业绩快报公布完毕 头部效应趋势明显,中财网
2639,2018-03-05,传媒行业:长期逻辑不变 关注院线龙头,证券之星
2640,2018-03-05,[同步大势评级]东北传媒行业周报：板块分化明显 关注低估值、高增长细分龙头,中财网
2641,2018-03-01,[超配评级]传媒互联网行业一周回顾与展望：口碑爆发与消费升级推动春节档电影票房高增长 持续推荐影视及细分领域龙头,中财网
2642,2018-03-01,[超配评级]2017传媒业绩快报总结：优质内容龙头成长性凸显,中财网
2643,2018-03-01,快乐购2017年扣非净利润增长120%,中证报
2644,2018-03-01,快乐购：2017年度营收近30亿 同比减少7.32%,亿邦动力
2645,2018-03-01,[增持评级]快乐购(300413)年报点评：业绩符合预期;对芒果TV等的并购仍在进行中,中财网
2646,2018-03-01,晨会聚焦180301：重点关注美亚柏科、广联达、石基信息、天虹股份、乐普医疗、扬杰科技,国信研究
2647,2018-02-28,快乐购：2017年净利润同比增9.03%，拟10派0.5元,Wind
2648,2018-02-28,快乐购2017年度净利7254万元 同比增长9%,中证报
2649,2018-02-28,[买入评级]传媒互联网行业动态分析：业绩期来临 布局优质确定性标的,中财网
2650,2018-02-28,[看好评级]浙商证券传媒行业周报20180225,中财网
2651,2018-02-27,快乐购：2017年净利润同比增9.03%（快报）,Wind
2652,2018-02-27,快乐购：预计一季度净利润同比增长0.0%-30%,Wind
2653,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
2654,2018-02-26,[中性评级]传媒互联网行业周报(含全球互联网&教育)：1-2月票房148亿同比增34%超预期 春节档超预期提振传媒关注度,中财网
2655,2018-02-26,媒体：风险偏好提升背景下继续优选板块优质资产 荐12股,广发证券
2656,2018-02-26,[增持评级]华泰零售·精彩每周报：腾讯京东步步高 续写新零售篇章,中财网
2657,2018-02-26,37股获券商买入评级 横店影视目标涨幅达58.59%,Wind
2658,2018-02-26,【中泰传媒 周观点】春节档票房超预期，内容质量提升+消费升级奠定行业基本面,传媒产业大视点
2659,2018-02-26,弘毅投资减持快乐购获36倍收益 两次重大重组前蹊跷套现超17亿,长江商报
2660,2018-02-26,"传媒行业周报:2018春节档超预期,看具备渠道话语权的院线",国海证券
2661,2018-02-26,"传媒行业周观点07、08期:票房开年靓丽,超预期态势有望持续",安信证券
2662,2018-02-25,长江零售 | 零售股长期投资收益率如何？,长江零售研究团队
2663,2018-02-23,[增持评级]快乐购(300413)首次覆盖报告：稀缺的视频内容全产业链龙头扬帆起航,中财网
2664,2018-02-12,传媒行业周报：市场大幅回调 布局高确定性标的,中财网
2665,2018-02-12,[增持评级]传媒行业周报：谨慎无须悲观 业绩为王看龙头,中财网
2666,2018-02-12,"传媒行业周报:畅销书向长销书转型,春节档开启关注院线及头部影视内容标的",国海证券
2667,2018-02-11,媒体：业绩为王看龙头 荐4股,中泰证券
2668,2018-02-11,媒体：静待细分龙头价值回 荐5股,东北证券
