,2021-12-31,保龄宝：浙商证券、中兵财富资产管理有限公司等2家机构于12月28日调研我司,证券之星
1794,2019-05-09,浙商证券：母公司4月净利6707.49万元，环比降35% 盈利能力下降,Wind
1795,2019-05-08,浙商证券(601878.SH)“19浙商C1”将于5月9日挂牌上交所,格隆汇
1796,2019-05-05,浙商证券一季度净利2.73亿元 同比增长37% 现金流量净额为69.16亿元,挖贝网
1797,2019-04-30,打个翻身仗：35家上市券商一季度净利增近九成，这12家净利更超去年全年！,每日经济新闻
1798,2019-04-29,"【安信非银第18期周报】金融改革循序渐进,关注板块配置窗口",新角度新金融
1799,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
1800,2019-04-26,浙江沪杭甬(00576.HK)：浙商证券聘任程景东为副总裁,格隆汇
1801,2019-04-26,浙江沪杭甬(00576.HK)：浙商证券一季度归母净利润增长36.59%至2.73亿元,格隆汇
1802,2019-04-26,浙商证券：一季度净利2.73亿元 同比增36.59%,e公司
1803,2019-04-26,浙商证券：一季度净利润同比增36.59%,Wind
1804,2019-04-24,"浙商证券：将捷昌驱动评级调高为""买入""",Wind
1805,2019-04-18,浙商证券(601878.SH)完成发行35亿元短期融资券,格隆汇
1806,2019-04-10,【海通非银孙婷团队】证券行业3月月报：市场交投仍活跃，3月业绩更上一层,--
1807,2019-04-10,浙商基金规模跳水一年亏2000万后委外时代亮点难寻,投资时报
1808,2019-04-09,"果然全面飙升！券商业绩集体爆发，21家券商排名抢先看，4家头部单月净利超10亿，""赚钱王""是这家",券商中国
1809,2019-04-09,浙商证券(601878.SH)3月净利润升20.25%至1.03亿元,格隆汇
1810,2019-04-09,股市反弹19家券商3月业绩亮眼，华泰赚15.76亿居首,Wind
1811,2019-04-09,浙江沪杭甬(00576.HK)：浙商证券3月净利润增长20%至1.03亿元,格隆汇
1812,2019-04-04,浙江沪杭甬(00576.HK)：浙商证券3月末累计新增借款超上年末净资产20% 大额借贷担保,格隆汇
1813,2019-04-03,浙江滬杭甬(00576.HK)：浙商证券董事会会议审议通过修改公司章程议案,格隆汇
1814,2019-04-03,券商股午后拉升，东吴证券率先涨停,Wind
1815,2019-04-01,浙商资管净利降9成B面：公募基金亏损严重,中国经营报
1816,2019-03-29,浙商转债113022首日开盘上涨 涨幅6.72%,银行信息港
1817,2019-03-29,浙江民企流动性危机纾困： 贷、债、股、基齐头并进,21世纪经济报道
1818,2019-03-28,东北证券【新股】亚世光电和浙商转债上市,东北证券金融世界
1819,2019-03-27,浙商证券(601878.SH)拟出资10亿元设立另类投资子公司,格隆汇
1820,2019-03-22,浙商证券开启高质量发展 董事长吴承根拟增量供给积极进取,证券之星
1821,2019-03-22,5家上市券商去年净利润小幅下滑 强者恒强格局料延续 盈利能力下降,中证报
1822,2019-03-21,浙商基金走下坡路,北京商报
1823,2019-03-19,浙商证券去年净利7.37亿同比减31% 董事长吴承根年薪为324万元 盈利能力下降,挖贝网
1824,2019-03-18,浙商证券业绩节节低伸手频要钱 5高管年薪超200万元,中国经济网
1825,2019-03-17,浙商证券(601878.SH)18年度净利润减少30.71%至7.37亿元 每10股派息0.70元 盈利能力下降,格隆汇
1826,2019-03-17,浙商证券：2018年净盈利同比减少三成 拟10派0.7元 盈利能力下降,金融界
1827,2019-03-17,浙商证券：2018年度净利润同比下降30.71%，拟10派0.7元,Wind
1828,2019-03-15,今年来上市券商有望融资500亿 超去年全年,新浪
1829,2019-03-13,浙商证券：浙商证券网上申购中签号出炉 共105250个,金融界
1830,2019-03-13,兑奖了！浙商证券可转债中签号出炉,Wind
1831,2019-03-13,"浙商证券：将拓普集团评级调高为""买入""",Wind
1832,2019-03-13,浙商转债783878打新价值分析,银行信息港
1833,2019-03-12,浙商证券(601878.SH)：35亿元可转债网上中签率为0.01731003%,格隆汇
1834,2019-03-12,东北证券【新股】每日互动和浙商转债申购,东北证券金融世界
1835,2019-03-08,评级好、规模佳、平价高的券商转债 ——浙商转债申购价值分析,岳读债市
1836,2019-03-07,"浙商证券：将兄弟科技评级调高为""买入""",Wind
1837,2019-03-07,浙商证券(601878.SH)母公司2月净利润增1.13%至3605.30万元,格隆汇
1838,2019-03-07,浙商证券：母公司2月净利润3605.3万元,Wind
1839,2019-03-06,浙商证券早盘封涨停 成交额11.61亿元封单5.75万手,腾讯网
1840,2019-03-06,券商股再度拉升，中信建投等4股涨停,Wind
1841,2019-02-25,浙商证券午后封涨停 成交额14.36亿元封单8.08万手,腾讯网
1842,2019-02-22,涨停板解密：券商股全面爆发！（2月22日）,Wind
1843,2019-02-15,浙商资管董事长盛建龙成为公司新一任总经理,新浪
1844,2019-02-14,浙商证券：母公司1月净利2624.15万元,Wind
1845,2019-02-14,浙江沪杭甬(00576.HK)：1月浙商证券净利润减少50.99%至2624.15万元 盈利能力下降,格隆汇
1846,2019-02-14,浙商证券：母公司1月份净利2624万元,e公司
1847,2019-02-13,浙商证券：公司董事发生变动,Wind
1848,2019-02-01,向日葵7.5亿元关联交易被否决 财务顾问浙商证券碰壁,中国经济网
1849,2019-01-31,券商板块表现活跃，方正证券、中信建投领涨4%,Wind
1850,2019-01-25,131家证券公司去年净赚666亿 大幅下滑四成,新浪
1851,2019-01-23,5家券商抢先发布业绩快报：营收净利均下滑，券业“巨头”中信证券去年每天平均营收1亿元！ 盈利能力下降,每日经济新闻
1852,2019-01-23,浙商证券2018年净利润下降超三成 营业总收入降两成 盈利能力下降,中国经济网
1853,2019-01-23,3家上市券商发布业绩快报 净利增速均未达“及格线”,证券日报
1854,2019-01-18,浙商证券业绩快报：2018年度净利润7.21亿元 同比下滑约三成,e公司
1855,2019-01-09,3家上市券商去年 12月份业绩率先出炉,证券日报
1856,2019-01-08,7家券商披露2018年12月财务数据 仅一家券商营收净利双增长,中证网
1857,2019-01-07,浙商证券：母公司去年12月净利润2283.32万元,Wind
1858,2019-01-04,浙商证券早盘封涨停 成交额4.15亿元封单1.38万手,腾讯网
1859,2019-01-04,纾困基金相继成立 机构探索多赢模式,中证报
1860,2018-12-21,第十七届发审委2018年第198次会议审核结果公告,证监会
1861,2018-12-20,开业不足1年，金圆统一证券先打出卖方研究这张牌，总部初定深圳，优先招聘六大领域研究人才,财联社
1862,2018-12-20,浙商证券：“16洛娃01”持有人会议新增两项临时议案，修改一项议案,Wind
1863,2018-12-17,证监会：浙商证券等四公司发行可转债申请21日上会,e公司
1864,2018-12-08,"浙商证券股价长期""破发"" 市值蒸发近300亿后被调出上证50 连续下跌",中国网
1865,2018-12-06,33家券商披露11月财务数据：中信证券净利近17亿元高居榜首,Wind
1866,2018-12-05,老牌券商股被剔除出上证50， 短期有影响长期靠业绩 剔除指数,第一财经日报
1867,2018-12-04,券商“相约”增资 期货子公司角逐“红利时刻”,21世纪经济报道
1868,2018-12-03,股价破发 浙商证券35亿可转债待批复,国际金融报
1869,2018-11-29,浙商证券35亿可转债闯关：业绩三连降 每股分红1毛钱,中国经济网
1870,2018-11-27,[快讯]浙商证券:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
1871,2018-11-22,券商股全线杀跌，天风证券跌超7%,Wind
1872,2018-11-22,券商股走势不佳，天风证券领跌3%,Wind
1873,2018-11-16,浙商证券午后封涨停 成交额6.93亿元封单15.42万手,腾讯网
1874,2018-11-16,浙商证券早盘封涨停 成交额6.38亿元封单20.14万手,腾讯网
1875,2018-11-16,券商股盘初再度活跃，国盛金控直线冲板,Wind
1876,2018-11-16,关于2018年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果的公告,中证协
1877,2018-11-15,A股共发生70宗大宗交易成交8.75亿元（11月15日）,Wind
1878,2018-11-15,浙商证券今日大宗交易成交80万股，成交价6.7元折价12.87%,Wind资讯
1879,2018-11-06,浙江沪杭甬(00576-HK)浙商证券10月净利润约2969.7万元,财华社
1880,2018-11-06,中信证券等19家券商披露10月财务数据,Wind
1881,2018-10-31,33家上市券商前三季度业绩出炉:这两大业务下滑最惨,中国基金报
1882,2018-10-29,浙商证券前三季度营收净利双降 盈利能力下降,证券时报网
1883,2018-10-29,[公告摘要]浙江沪杭甬(00576.HK)：浙商证券前三季度净利润降30.78%至5.62亿元 盈利能力下降,格隆汇
1884,2018-10-29,浙商证券：前三季度净利润同比减30.78% 盈利能力下降,Wind
1885,2018-10-22,涨停板解密：券商股罕见全部涨停！（10月22日）,Wind
1886,2018-10-22,浙商证券午后封涨停 成交额2.97亿元封单8.62万手,腾讯网
1887,2018-10-22,浙商证券早盘封涨停 成交额2.67亿元封单1.31万手,腾讯网
1888,2018-10-18,4家券商上市一周年:净利润全下滑 银河财通自营炒股巨亏 盈利能力下降,中国网
1889,2018-10-12,科盛环保更换主办券商：由浙商证券变更为东北证券,挖贝网
1890,2018-09-17,09月17日 29只个股已连涨5天,每日经济新闻
1891,2018-09-12,券商股发力上攻，南京证券涨近4%,Wind
1892,2018-09-07,"上市券商遭遇""黑色八月""，27家公司最新排名来了",中国基金报
1893,2018-09-04,两只次新券商股带领板块开始发力，南京证券领涨5%,Wind
1894,2018-08-24,浙商证券一年市值蒸发585亿元 近9亿股解禁股价承压 解禁,中国经济网
1895,2018-08-22,浙江沪杭甬(00576-HK)子公司浙商证券(601878-CN)中期净利润为4.01亿元,财华社
1896,2018-08-22,浙商证券：上半年净利润同比减23.85% 盈利能力下降,Wind
1897,2018-08-22,浙商证券：上半年净利4亿元 同比降24%,e公司
1898,2018-08-22,浙商证券：上半年净利润同比下滑23.4% 盈利能力下降,中证网
1899,2018-08-20,【解盘论市】三大指数探底回升，题材开花权重上扬,Wind
1900,2018-08-09,A股共发生41宗大宗交易成交6.74亿元（8月9日）,Wind
1901,2018-08-09,浙商证券现8904万元大宗交易 折价12.2%,e公司
1902,2018-08-09,浙商证券今日大宗交易成交1422.44万股，成交价6.26元折价12.2%,Wind资讯
1903,2018-08-07,浙商证券现2.26亿元大宗交易 折价13.69%,e公司
1904,2018-08-06,浙江沪杭甬(00576-HK)：浙商证券(601878-CN)7月净利润4185.94万元,财华社
1905,2018-07-31,券商股紧随银行股脚步发力猛攻，越秀金控涨超7%,Wind
1906,2018-07-30,中国证监会公布2018年证券公司分类结果,中证协
1907,2018-07-27,中国证监会公布2018年证券公司分类结果,证监会
1908,2018-07-27,[看好评级]2018H券商业绩展望与情景分析：龙头优势显著 关注自营与信用业务,中财网
1909,2018-07-27,两天前被解聘，现又接受监察调查，浙商证券原副总裁周跃曾连续3年获“十大杰出投资银行家”！,每日经济新闻
1910,2018-07-26,浙商证券原副总裁周跃接受监察调查,中证网
1911,2018-07-26,股市聚焦：浙商证券上半年盈利4亿元,北京商报
1912,2018-07-25,晚间重要公告2018年7月25日星期三,Wind
1913,2018-07-25,[公司]浙商证券上半年盈利4亿元 同比下滑23.97%,全景网
1914,2018-07-25,浙商证券：上半年净利润同比减23.97%（快报）,Wind
1915,2018-07-25,浙商证券：上半年盈利4亿元 同比下滑24%,每日经济新闻
1916,2018-07-13,券商板块异动，光大证券直线拉升,Wind
1917,2018-07-12,浙商证券大涨5.26%，报7.81元,腾讯网
1918,2018-07-11,浙商证券大跌7.12%，报7.30元,腾讯网
1919,2018-07-11,港股异动︱浙商证券6月净利同比减23% 浙江沪杭甬(00576)跌5.49%,智通财经
1920,2018-07-11,浙商证券大跌5.09%，报7.46元,腾讯网
1921,2018-07-06,浙商证券跌1.55%，创年度新低，报7.64元,腾讯网
1922,2018-07-06,浙商证券跌1.68%，创年度新低，报7.63元,腾讯网
1923,2018-07-05,浙商证券跌1.78%，创年度新低，报7.74元,腾讯网
1924,2018-07-02,浙商证券大跌7.02%，报7.81元,腾讯网
1925,2018-07-02,浙商证券大跌5.24%，报7.96元,腾讯网
1926,2018-07-02,浙商证券跌3.93%，创年度新低，报8.07元,腾讯网
1927,2018-06-25,两家破发券商股巨量限售股解禁，一家“安全”，一家“愁”？,每日经济新闻
1928,2018-06-25,本周53家公司解禁市值环比翻倍达1224亿元,证券时报
1929,2018-06-22,下周1362亿市值限售股解禁，环比增1.7倍,Wind
1930,2018-06-21,浙商证券跌破发行价,Wind
1931,2018-06-14,晚间重要公告2018年6月14日星期四,--
1932,2018-06-14,浙商证券公开发行不超过35亿元可转债获国资委批复,金融界
1933,2018-06-14,浙商证券：占总股本逾26%的限售股6月26日解禁,Wind
1934,2018-06-06,券商板块午后集体攀升,Wind
1935,2018-06-01,券商股午后集体拉升，第一创业一度冲板,Wind
1936,2018-05-31,中国证监会宁波监管局2018年度拟录用参公单位工作人员公示公告,宁波证监局
1937,2018-05-28,星河系“危局”：欠薪裁员的背后 旗下公司负债近39亿元,新京报
1938,2018-05-28,星河系深陷资金困局,新京报
1939,2018-05-18,券商自营业务占比超经纪业务,红周刊
1940,2018-05-15,浙商证券今日大宗交易成交18.40万股，成交价11.92元折价0.5%,Wind资讯
1941,2018-05-15,*ST天马再添21亿元债务 目前正麻烦缠身,金证券
1942,2018-04-28,30家上市券商一季度12大榜单：中信国君华泰最赚钱，投行资管跑出多匹黑马,和讯
1943,2018-04-25,浙江沪杭甬附属浙商证券一季度纯利同比下降24.22%至2亿元,格隆汇
1944,2018-04-25,浙商证券：一季度净利润同比减24.22%,Wind
1945,2018-04-25,浙商证券：一季度净利同比下降24%,e公司
1946,2018-04-11,“上交”500亿元 券商子公司贡献营收近两成,证券日报
1947,2018-04-10,浙江沪杭甬(00576-HK)：浙商证券3月份净利8582.8万元,财华社
1948,2018-04-04,一季度IPO过会率为48% 11家券商首发项目全部过关,证券日报
1949,2018-04-02,关于公布2018年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
1950,2018-04-02,IPO排队企业大撤退，这些中介机构最受伤！,银行信息港
1951,2018-03-29,浙商证券：公司没有乐视质押的股票,Wind
1952,2018-03-29,浙商证券：尚未购买过恒生电子资产和业务,Wind
1953,2018-03-28,七成券商股2017年业绩浮出水面 净利润收入全部上亿,金融界
1954,2018-03-28,8家上市券商年报扫描：5家获证金公司增持,金融界
1955,2018-03-27,上市券商陆续交出年报 小型分化、强者愈强,凤凰网
1956,2018-03-27,浙商证券：4月13日召开“14浙证债”持有人会议,Wind
1957,2018-03-20,锐见财报之券商:浙商证券现金流净额-110亿下降近1倍,新浪
1958,2018-03-19,浙江沪杭甬总经理：公司市值被低估 浙商证券业务未体现,e公司
