,2021-12-31,全年收益率超过50%，这4家券商金股组合赢了！2022年1月部分热门标的个股已现身,每日经济新闻
3491,2019-03-21,乐鑫科技变更申请闯关科创板 获英特尔、小米科技投资,每日经济新闻
3492,2019-03-20,招商证券今日大宗交易成交12.84万股，成交价15.9元折价9.81%,Wind资讯
3493,2019-03-20,"招商证券：将金禾实业评级调低为""审慎推荐"" 投资评级恶化",Wind
3494,2019-03-20,"招商证券：将华鲁恒升评级调高为""强烈推荐""",Wind
3495,2019-03-19,上市公司配股融资略有抬头,大众证券报
3496,2019-03-19,招商证券短期融资券发行 总额为20亿元,挖贝网
3497,2019-03-16,同一天发布回购和配股公告 “老牌券商”招商证券缘何遭质疑,经济观察网
3498,2019-03-15,招商证券：谢继军正式任职公司副总裁,Wind
3499,2019-03-15,63股获券商买入评级 鲁亿通目标涨幅达61.29%,Wind
3500,2019-03-14,招商证券(06099.HK)3月28日举行董事会议 以考虑及批准年度业绩,格隆汇
3501,2019-03-14,东北证券：上调招商证券评级至买入,Wind
3502,2019-03-14,"招商证券重大事项点评:双管齐下,信心共振",正点财经
3503,2019-03-14,上调评级至买入策略选股（3月14日）,Wind
3504,2019-03-14,85股获券商买入评级 道氏技术目标涨幅达108.12%,Wind
3505,2019-03-14,招商证券：配股募资促发展 激励优化筑基因,证券时报网
3506,2019-03-14,【天风Morning Call】晨会集萃20190314,天风研究
3507,2019-03-14,回购+融资 券商抢抓战略机遇,中证报
3508,2019-03-14,“回购+配股” 招商证券的“钓鱼游戏”？,新京报
3509,2019-03-13,招商证券相关负责人：根据相关法规，回购和配股不会同时实施,券商中国
3510,2019-03-13,今年来逾百家公司公布回购预案 不少公司一手回购一手融资,大众证券报
3511,2019-03-13,招商证券巧设150亿融资案 行情复苏券商吸金忙,21世纪经济报道
3512,2019-03-13,招商证券：拟将所回购股份全额用于股权激励或员工持股计划,Wind
3513,2019-03-13,"招商证券：将香飘飘评级调高为""强烈推荐""",Wind
3514,2019-03-13,"招商证券小回购大配股吃法另类 被指利用行情""圈""钱",新浪
3515,2019-03-13,左手回购右手配股 招商证券为何如此操作？,第一财经
3516,2019-03-13,"招商证券:回购+配股,抢抓证券行业重要的发展机遇",正点财经
3517,2019-03-13,"东北证券：将招商证券评级调高为""买入""",Wind
3518,2019-03-13,13日公司新闻聚焦：华宝股份拟10派40元 中国平安启动首次回购,证券时报网
3519,2019-03-13,中国平安、招商证券开盘造好,Wind
3520,2019-03-13,【华泰金融沈娟团队】配股募资促发展，激励优化筑基因—招商证券(600999)【证券研究报告】,华泰金融研究全新平台
3521,2019-03-13,【申万宏源金融】招商证券点评：股权激励维系核心骨干，配股夯实多元化业务布局,大金融研究
3522,2019-03-13,市场分歧浮现：股东减持抬头，回购热度持续,第一财经
3523,2019-03-13,招商证券将花不超13亿元回购公司股份 用于股权激励,挖贝网
3524,2019-03-13,上市券商2月经营数据：净利润增长近7倍 海通力压中信居榜首,面包财经
3525,2019-03-13,市场分歧浮现： 股东减持抬头，回购热度持续,第一财经
3526,2019-03-13,招商证券动态点评:配股不是利空,东北证券
3527,2019-03-12,公告汇总：招商证券拟回购6.5亿-13亿股份,网易
3528,2019-03-12,招商证券拟不超13亿元回购股份：价格不超26.35元/股,澎湃新闻
3529,2019-03-12,招商证券：公布6.5亿-13亿元回购方案及150亿元配股预案,中证网
3530,2019-03-12,招商证券(06099.HK)拟每10股配售不超3股募资不超150亿元,格隆汇
3531,2019-03-12,[公司]招商证券拟配股募资不超150亿,全景网
3532,2019-03-12,招商证券：拟每10股配3股 募资总额不超过人民币150亿元,金融界
3533,2019-03-12,招商证券：拟6.5亿至13亿回购股份 计划配股募资不超150亿,e公司
3534,2019-03-12,招商证券：拟回购6.5亿-13亿元股份并配股募资不超150亿元,Wind
3535,2019-03-12,招商证券(06099.HK)：拟不超26.35元/股回购A股 总额6.5亿元至13亿元,格隆汇
3536,2019-03-11,招商证券(06099.HK)完后发行15亿元公司债 票率3.59%,格隆汇
3537,2019-03-08,"招商证券：将博创科技评级调高为""强烈推荐""",Wind
3538,2019-03-08,招商证券短期融资券发行 总额为30亿元,挖贝网
3539,2019-03-08,上市券商2月份净利环比大增53% 海通证券日进超3330万元,证券日报
3540,2019-03-07,不负大行情！业绩全面提升，2月份券商净利润同比增长超400%,Wind
3541,2019-03-07,港股异动︱2月净利润同比大增21.05倍 招商证券(06099)现涨3.04%,智通财经
3542,2019-03-07,【港股异动 | 招商证券涨4.05% 2月份净利同比增2105.34%】,格隆汇
3543,2019-03-07,招商证券(06099-HK)2月净利润4.7亿人民币,财华社
3544,2019-03-06,22家券商2月业绩飙升 更有市值暴增1万亿,新浪
3545,2019-03-06,券商股为啥这么牛：2月家家都日进斗金，这几家业绩亮瞎眼！,每日经济新闻
3546,2019-03-06,招商证券(06099.HK)2月母公司净利增21倍至4.72亿元,格隆汇
3547,2019-03-06,招商证券：母公司2月净利润4.71亿元,Wind
3548,2019-03-06,招商证券股价大涨5.11%,中金在线
3549,2019-03-06,MSCI扩容纳入6只券商股，超七成券商股“入摩”,Wind
3550,2019-03-05,股价升温券商员工持股计划重启：中信证券因何“双管齐下”放大招,第一财经日报
3551,2019-03-01,招商证券：3月20日召开“19汽车01”持有人会议,Wind
3552,2019-02-28,一券商前负责人被香港证监会吊销牌照18个月 券商海外业务合规适应性仍需提升 资质撤销,每日经济新闻
3553,2019-02-28,"上市券商1月经营数据点评:上市券商1月业绩平稳,交易活跃促估值提升",正点财经
3554,2019-02-27,[快讯]天创时尚:变更保荐代表人及本次资产重组项目财务顾问主办人,中财网
3555,2019-02-27,券商股急速下坠，国泰君安、招商证券跌近3%,Wind
3556,2019-02-25,陷股权质押纠纷 多家券商计提资产减值,国际金融报
3557,2019-02-23,政策红利驱动券商股“春意盎然” 六股雄起,中证报
3558,2019-02-22,券商监管边际放松,证券市场周刊
3559,2019-02-22,陷多起股权质押纠纷 券商计提资产减值合计近30亿,网易
3560,2019-02-20,【华泰金融沈娟团队】从治理机制看证券新龙头成长基因—寻找新时代的证券新龙头卷二【证券研究报告】,华泰金融研究全新平台
3561,2019-02-20,高管密集“换血” 中小券商布局投行业务意味浓,Wind
3562,2019-02-19,1万笔涉金额50亿！国信(香港)经纪这次涉客户洗钱数额太高了！香港证监会开出反洗钱高额罚单,券商中国
3563,2019-02-18,券商股迅速走强，兴业证券涨超6%,Wind
3564,2019-02-15,超半数上市券商首月迎开门红 东方证券净利增幅居首,证券日报
3565,2019-02-14,券商1月财报密集出炉：业绩表现不一 中信证券赚7.4亿同增17%,格隆汇
3566,2019-02-14,1月份众多券商净利大滑坡 背后究竟是何原因？,中金在线
3567,2019-02-13,45家券商1月业绩大比拼！中信证券赚逾7亿元坐定头把交椅,中国基金报
3568,2019-02-13,股票期权成券业必争地 前十券商期权经纪业务占近4成,新浪
3569,2019-02-13,招商证券1月实现净利润4.01亿元,中证网
3570,2019-02-13,2月13日晚间上市公司十大重磅公告,巨丰财经
3571,2019-02-13,招商证券(06099-HK)1月份净利润4亿元 同比减少20.05%,财华社
3572,2019-02-13,证券业凛冬已至 行业集中度持续提升,新浪
3573,2019-02-13,招商证券：母公司1月净利4亿元,Wind
3574,2019-02-12,48家券商力荐249家IPO排队企业 中信建投证券“存货”最多,证券日报
3575,2019-02-03,不仅资产减值计提成业绩大杀手 券商又踩雷股权质押 投资失误,新浪
3576,2019-01-30,"招商证券：将新潮能源评级调高为""强烈推荐""",Wind
3577,2019-01-29,"招商证券：将雄帝科技评级调高为""强烈推荐""",Wind
3578,2019-01-28,券商股快速走强，中信建投领涨5%,Wind
3579,2019-01-28,招商证券股份有限公司关于香飘飘食品股份有限公司2018年度持续督导现场检查报告,证券时报
3580,2019-01-27,招商证券：面向合格投资者公开发行2018年公司债券(第一期)2019年付息公告,上交所
3581,2019-01-27,ST康得新40亿资产出大事：查封冻结、强行划走全来了,新浪
3582,2019-01-24,招商证券踩雷ST康得新股权质押债权本金能否追回?,华夏时报
3583,2019-01-23,招商证券起诉康得集团，ST康得新复牌跌停 诉讼纠纷,新京报
3584,2019-01-23,招商证券：提起诉讼请求判令康得集团偿还债权本金1亿,Wind
3585,2019-01-23,招商证券：提起诉讼请求判令康得集团偿还债权本金1亿元 诉讼纠纷,e公司
3586,2019-01-22,招商证券：将赢合科技评级调高为“强烈推荐”,Wind
3587,2019-01-19,招商证券谢亚轩：人民币汇率弹性料进一步增强,中证网
3588,2019-01-15,"招商证券：将华鲁恒升评级调低为""审慎推荐""",Wind
3589,2019-01-14,"招商证券：将杭叉集团评级调高为""强烈推荐""",Wind
3590,2019-01-14,头号研报｜万润股份：产品多面开花股价震荡上涨,巨丰财经
3591,2019-01-13,招商证券短期融资券发行 总额为20亿元,挖贝网
3592,2019-01-11,"上市券商12月经营数据点评;资本市场改革预期利好券商板块,看好大券商",渤海证券
3593,2019-01-09,招商证券：母公司2018年12月净利5.35亿元,e公司
3594,2019-01-09,招商证券(06099-HK)12月净利润增加26.6%至5.4亿元,财华社
3595,2019-01-09,招商证券2018年12月实现净利润6.16亿元,中证网
3596,2019-01-09,招商证券：母公司2018年12月净利润5.35亿元,Wind
3597,2019-01-08,"非银行金融行业周报:降准释放流动性,资本市场改革深化利好大券商",渤海证券
3598,2019-01-05,券商板块活跃头部券商优势显著 四股受青睐,中证报
3599,2019-01-04,亚世光电首发过会 新年投行获批第二单花落招商证券,中国经济网
3600,2019-01-04,招商证券股份有限公司关于恒为科技（上海）股份有限公司2018年持续督导工作现场检查报告,证券时报
3601,2019-01-04,"非银金融行业周报:监管层表态推动资本市场改革,基本面看好大券商",渤海证券
3602,2019-01-03,新三板公司亚世光电今日过会 招商证券等6家券商投资32个月浮盈八成,挖贝网
3603,2019-01-03,"招商证券：将安徽合力评级调高为""强烈推荐""",Wind
3604,2019-01-03,2018年股权融资规模下滑近三成,中证报
3605,2019-01-02,券商股盘中跳水，兴业证券、天风证券跌超4%,Wind
3606,2018-12-28,"招商证券：将三钢闽光评级调高为""强烈推荐""",Wind
3607,2018-12-27,招商证券：胡宇任职公司合规总监,Wind
3608,2018-12-27,2018年IPO尘埃落定 浙企过会数量位居第二,银行信息港
3609,2018-12-26,招商证券：“16华阳01”等债券持有人会议增加临时议案,Wind
3610,2018-12-26,招商证券股份有限公司关于成都豪能科技股份有限公司2018年持续督导工作现场检查报告,证券时报
3611,2018-12-26,2018年59家企业IPO被否 最衰投行招商证券遭否7单 IPO融资异常,中国经济网
3612,2018-12-26,42家券商首发承销收入合计超50亿元,每日经济新闻
3613,2018-12-25,"非银行金融行业周报:监管层表示推进资本市场改革,基本面看好大券商",渤海证券
3614,2018-12-24,直面寒冬 券商“数字化”转型,国际金融报
3615,2018-12-22,【FICC工作笔记】2018年12月21日星期五,搜狐
3616,2018-12-21,招商证券：高级管理人员变更,Wind
3617,2018-12-19,富士莱医药IPO失利:年内被否第59家 毛利率高于同行 IPO融资异常,中国经济网
3618,2018-12-19,"2019年证券行业投资策略:证券板块估值修复,行业方兴未艾",渤海证券
3619,2018-12-17,招商证券：熊剑涛正式任职公司总裁,中证网
3620,2018-12-15,债融支持工具三箭齐发 民企纾困攻坚剑指融资贵,21世纪经济报道
3621,2018-12-12,招商证券短期融资券发行 总额为20亿元,挖贝网
3622,2018-12-11,天下秀入主遇拦路虎 ST慧球壳生意难做,时代周报
3623,2018-12-11,业绩改善明显，券商反弹行情料延续,中证报
3624,2018-12-10,ST慧球重组天下秀续命 新浪对交易积极支持,21世纪经济报道
3625,2018-12-08,34家上市券商11月业绩出炉 环比大增,中证网
3626,2018-12-08,邂逅天下秀 “流浪者”ST慧球五涨停 ——探营白马骑士隐居地三里屯西五街5号,21世纪经济报道
3627,2018-12-08,11月份上市券商净赚67.4亿元 多项利好政策助力经营改善,证券日报
3628,2018-12-07,【广发非银陈福团队】交投环境回暖，已披露数据的28家券商11月业绩整体环比增长161%——证券业11月经营数据月报点评,广发非银金融研究
3629,2018-12-05,银河微电IPO失利:年内被否第58家 毛利率低于行业平均 IPO融资异常,中国经济网
3630,2018-12-05,老牌券商股被剔除出上证50， 短期有影响长期靠业绩 剔除指数,第一财经日报
