,2021-12-31,宝鹰股份：与三六零等签署战略合作协议,财联社
2848,2018-01-05,有奖征文！一起聊聊2017年与牛股的那些事,凤凰网
2849,2018-01-05,青岛啤酒现多空分歧游资激战江南嘉捷,凤凰网
2850,2018-01-05,上海证券交易所2018年01月05日交易信息,上交所
2851,2018-01-05,复盘日志：沪指创18个月以来最大周涨幅！,凤凰网
2852,2018-01-05,青岛啤酒现多空分歧，游资激战江南嘉捷,Wind
2853,2018-01-05,江南嘉捷龙虎榜数据（1月5日）,Wind资讯
2854,2018-01-05,今日大盘上证指数走势接近3400点 区块链概念股涨幅居前,中国网
2855,2018-01-05,十大机构预测明日大盘走势 沪指六连阳后何去何从？,证券之星
2856,2018-01-05,本周行情太好下周行情则堪忧 这类股短期仍大有可为,凤凰网
2857,2018-01-05,江南嘉捷遭遇 “黑色星期五” 360借壳过会三个涨停后几近跌停,21世纪经济报道
2858,2018-01-05,沪指六连阳创18个月以来最大周涨幅，地产股集体大涨,21世纪经济报道
2859,2018-01-05,江南嘉捷提示风险称市盈率明显偏高 股价大跌逾9%,中金在线
2860,2018-01-05,江南嘉捷股价暴跌9.43% 周鸿祎身价缩水近100亿,凤凰网
2861,2018-01-05,收盘：沪指2018年首周大涨2.56% 创指站稳1800点,新华网
2862,2018-01-05,江南嘉捷午后跌停 一日缩水逾770亿元,证券时报
2863,2018-01-05,江南嘉捷午后跌停，今早高开逾7%,金融界
2864,2018-01-05,收评：沪指涨0.18%一度突破3400 实现日线六连阳,中国网
2865,2018-01-05,江南嘉捷股价暴跌9.43% 周鸿祎身价缩水近100亿 连续下跌,凤凰网
2866,2018-01-05,收评：沪指喜收六连阳 地产板块领舞,e公司
2867,2018-01-05,1月5日：两市机构大单抛盘40股(15:00),金融界
2868,2018-01-05,江南嘉捷午后跌停 地产股持续拉升,每经网
2869,2018-01-05,快讯：江南嘉捷股价巨震18% 尾盘股价一度跌停,中国网
2870,2018-01-05,江南嘉捷3连板后跌停！盘中振幅近19%,凤凰网
2871,2018-01-05,江南嘉捷高台跳水一度跌停 提示风险称市盈率明显偏高,证券之星
2872,2018-01-05,江南嘉捷午后跌停 全天振幅18.68%,腾讯网
2873,2018-01-05,江南嘉捷三连板后尾盘跌停 昨日提示风险,e公司
2874,2018-01-05,江南嘉捷午后加速下杀 现封死跌停,网易
2875,2018-01-05,江南嘉捷尾盘跌停，振幅近20%,Wind
2876,2018-01-05,1月5日：主力巨资出逃四大板块(15:00),金融界
2877,2018-01-05,创业板指数重上1800点 房地产板块掀涨停潮,证券之星
2878,2018-01-05,江南嘉捷市盈率是阿里的8倍腾讯5倍！周鸿祎小心台阶,顶尖财经网
2879,2018-01-05,3400点兵临城下 但午后须提防空头这一动作出现！,中金在线
2880,2018-01-05,早盘散户最关注的前50只股票(01.05),中金在线
2881,2018-01-05,早盘主力资金净流出前50只股(01/05）,中金在线
2882,2018-01-05,1月5日股市午评：地产板块行情火爆 万科A股价刷新高,e公司
2883,2018-01-05,江南嘉捷放量暴跌：大跌8.25% 巨震17%,凤凰网
2884,2018-01-05,神预测3万点龙头压不住！重组估值12倍1股天空极限,中财网
2885,2018-01-05,午评：沪指横盘震荡涨0.23% 房地产板块领涨两市,中国网
2886,2018-01-05,午评：两市股指持续震荡 地产板块火热多股涨停,e公司
2887,2018-01-05,江南嘉捷迅速跳水 从高开8%到跌幅逾5%,腾讯网
2888,2018-01-05,外媒：360借壳完成后 江南嘉捷市值排名A股第12位,凤凰网
2889,2018-01-05,江南嘉捷股价坐“过山车”，周鸿祎身家赶超刘强东,第一财经
2890,2018-01-05,江南嘉捷早盘大跌逾5% 公司提示交易风险,网易
2891,2018-01-05,江南嘉捷大跳水:高开8%到大跌7% 20亿资金出逃,凤凰网
2892,2018-01-05,江南嘉捷大幅跳水 下跌超过7%振幅达15%,新浪
2893,2018-01-05,江南嘉捷高开低走跌逾4%,中国证券网
2894,2018-01-05,江南嘉捷三连板后再次高开逾8%，随后放量下跌,Wind
2895,2018-01-05,江南嘉捷高台跳水 从高开8%快速杀向跌停,e公司
2896,2018-01-05,江南嘉捷高开8%后股价直线跳水 盘中振幅12.58%,凤凰网
2897,2018-01-05,江南嘉捷高开低走 直线下跌近10%,新浪
2898,2018-01-05,江南嘉捷高开后跳水 最高价对应市值逼近4500亿元,证券时报网
2899,2018-01-05,3连板后江南嘉捷开盘大涨8% 总市值突破4400亿,新浪
2900,2018-01-05,开评：沪深股指涨跌互现 啤酒股涨幅居前,e公司
2901,2018-01-05,新年新气象 互联网年初发生了几件大事,TechWeb
2902,2018-01-05,盘前有料丨开春复工+环保限产退出 煤炭板块或迎反弹行情（附股）,证券时报网
2903,2018-01-05,曾惹怒马云、撕怼雷军 如今他身家近千亿,中证网
2904,2018-01-05,年报突击利润花招频出 四大板块迎重磅利好,和讯
2905,2018-01-05,巨丰早参：围堵代持严控杠杆 一行三会联合整顿债市交易,巨丰财经
2906,2018-01-05,5日早新闻：啤酒十年来首现涨价潮，聪明资金三日吸筹A股121亿（股）,21世纪经济报道
2907,2018-01-05,【早报】周鸿祎身价离李彦宏还差两个涨停板；乐视从酷派紧急套现8亿港币,虎嗅网
2908,2018-01-05,境外科技股涨势如虹 A股科技股难有整体性机会,深圳商报
2909,2018-01-05,江南嘉捷3连板总市值排第十三 周鸿祎身家直逼李彦宏,深圳商报
2910,2018-01-05,华创事件驱动早报1-5：全球首个物联网架构国标通过；英特尔处理器曝安全危机,华创证券研究
2911,2018-01-05,操盘必读：1月5日证券市场要闻,中金在线
2912,2018-01-05,A股头条：北上资金持续扫货 江南嘉捷发公告提示风险,金融界
2913,2018-01-05,江南嘉捷昨夜发风险提示,北青网
2914,2018-01-04,弃江南嘉捷重组概念股身份？ 天业股份：子公司股权没卖是质押融资,每日经济新闻
2915,2018-01-04,"周宏伟脚踩""京东""创借壳神话 360成第四大互联网公司",中国基金报
2916,2018-01-04,【申万宏源中小盘 每日带你复盘 2018.01.04】,申万中小盘研究
2917,2018-01-04,江南嘉捷涨到自己都害怕！静态市盈率188倍是同行3倍多，周鸿祎身家已逼近千亿！,证券时报网
2918,2018-01-04,【财讯晚班车】深交所发文谴责斯太尔控股股东,搜狐
2919,2018-01-04,【4日资金路线图】两市主力资金净流出超65亿元 龙虎榜机构净买入8股,证券时报网
2920,2018-01-04,侃财丨江南嘉捷，你给我站住,证券时报网
2921,2018-01-04,360借壳后市值超4100亿元存泡沫,北京商报网
2922,2018-01-04,刚刚！周鸿祎身价两天翻十倍，超越刘强东，直追李彦宏,腾讯网
2923,2018-01-04,4号晚公告精编丨江南嘉捷三连板，提示风险称市盈率明显偏高,21世纪经济报道
2924,2018-01-04,连续三涨停 江南嘉捷提示市盈率偏高风险,北京商报网
2925,2018-01-04,360壳公司发公告提示风险，称市盈率188倍明显偏高,第一财经日报
2926,2018-01-04,公告精选：江南嘉捷提示风险称市盈率188倍明显偏高；步森股份控股股东股票接近警戒线,e公司
2927,2018-01-04,江南嘉捷股价三连板 公司提示风险,中国证券网
2928,2018-01-04,江南嘉捷股价三连板 公司提示风险,网易
2929,2018-01-04,江南嘉捷提示市盈率明显偏高 复牌后已连续三个涨停,和讯
2930,2018-01-04,高潮的雄安选择了分化对盘面有什么影响（1月4日）,银行信息港
2931,2018-01-04,江南嘉捷三连板 提示风险称市盈率188倍明显偏高,e公司
2932,2018-01-04,江南嘉捷三连板 提示风险称市盈率188倍明显偏高,凤凰网
2933,2018-01-04,江南嘉捷：连续三日涨停，当前市盈率较同行业公司明显偏高,Wind
2934,2018-01-04,360动态市盈率超400倍，搭电梯回归的周鸿祎，能在“台阶”上站稳吗？,搜狐
2935,2018-01-04,晓军解盘| 上证5连阳 3400可否被踩到脚下,华安证券订阅号
2936,2018-01-04,干货！今日晚间重要公告速读（更新中）,第一财经日报
2937,2018-01-04,江南嘉捷复牌三连板 机构抛售8300万元,证券时报网
2938,2018-01-04,龙虎榜解读：机构2.64亿抛泰禾集团9家知名游资现身深南电路,中金在线
2939,2018-01-04,周鸿祎身家逼近李彦宏360借壳江南嘉捷他赚了多少钱,中金在线
2940,2018-01-04,上海证券交易所2018年01月04日交易信息,上交所
2941,2018-01-04,机构买入这8股卖出泰禾集团近5亿元,第一财经
2942,2018-01-04,江南嘉捷龙虎榜数据（1月4日）,Wind资讯
2943,2018-01-04,李超松：石化双雄爆涨沪指收出5连阳,金融界
2944,2018-01-04,身家逼近李彦宏！周鸿祎靠什么支撑360的天量市值？,搜狐
2945,2018-01-04,周五突破or回落？明日三大看点,中财网
2946,2018-01-04,复盘日志：沪指冲击3400点，自贸港尾盘暴涨,凤凰网
2947,2018-01-04,机构现身多只大涨个股，泰禾集团遭卖出2.64亿元,Wind
2948,2018-01-04,“民间股神007”调仓布局芯片股 粉丝跟买总收益已达117%,凤凰网
2949,2018-01-04,收评：沪指收获五连阳“两桶油”带头冲锋,腾讯网
2950,2018-01-04,今日大盘上证指数走势涨16点机场航运股票领跌（1月4日）,中国网
2951,2018-01-04,1月4日上证A股指数五连阳江南嘉捷三连板,e公司
2952,2018-01-04,江南嘉捷再次涨停 市值已超4100亿元,凤凰网
2953,2018-01-04,收盘：两市5连阳沪指涨0.49% 自贸港涨幅居前,新华网
2954,2018-01-04,收评：沪指冲高回落涨0.49%实现日线五连阳,中国网
2955,2018-01-04,收评：沪指涨0.49%实现5连阳石油板块4股涨停,腾讯网
2956,2018-01-04,1月4日：两市净流入前20股(15:00),金融界
2957,2018-01-04,涨停揭秘：市场呈现冲高回落石化油服板块大涨,巨丰财经
2958,2018-01-04,收评：沪指收获五连阳石油板块领涨市场,e公司
2959,2018-01-04,彭博：2017年中国企业或资产参与收购兼并活动交易数增逾三成,中新网
2960,2018-01-04,1月4日：两市净流入前20股(14:00),金融界
2961,2018-01-04,"计算机行业:360借壳江南嘉捷过会,提振行业关注度",正点财经
2962,2018-01-04,传媒行业2018年度投资策略：新周期、新结构,中财网
2963,2018-01-04,午评：雄安板块大幅分化集成电路重归活跃,新浪
2964,2018-01-04,江南嘉捷复牌三涨停周鸿祎身家飙升下一个将超过谁,凤凰网
2965,2018-01-04,早盘主力资金净流入前50只股(01/04）,中金在线
2966,2018-01-04,早盘散户出逃最多的前50只股票(01.04),中金在线
2967,2018-01-04,午评：沪指小幅震荡涨0.41%石油板块领涨,腾讯网
2968,2018-01-04,午盘：沪指强势涨0.41% 采掘服务涨幅居前,新华网
2969,2018-01-04,江南嘉捷还差几个涨停？周鸿祎身家飙涨870亿！直追李彦宏,搜狐
2970,2018-01-04,沪指震荡上行涨0.41% 采掘服务板块领涨两市,搜狐
2971,2018-01-04,午评：沪指震荡上行涨0.41%采掘服务板块涨幅居前,中国网
2972,2018-01-04,1月4日：早盘两市净流入前20股(11:30),金融界
2973,2018-01-04,午评：两市股指震荡走高两桶油、茅台强势,e公司
2974,2018-01-04,江南嘉捷再涨停市值超4000亿周鸿祎身家逼近李彦宏,新浪
2975,2018-01-04,刘强东寻祖！|投资家日报,和讯
2976,2018-01-04,1月4日：早盘两市净流入前20股(10:30),金融界
2977,2018-01-04,早评：沪深股指涨跌互现雄安新区概念保持活跃,每经网
2978,2018-01-04,快讯：江南嘉捷开盘一字涨停 股价再创历史新高,中国网
2979,2018-01-04,江南嘉捷复牌后三连板市值已超4100亿元,e公司
2980,2018-01-04,江南嘉捷再次涨停市值已超4100亿元,证券时报网
2981,2018-01-04,江南嘉捷3天3涨停市值突破4000亿元,新浪
2982,2018-01-04,开盘：沪指涨0.06%雄安新区概念股涨幅居前,中国网
2983,2018-01-04,江南嘉捷复牌三连停股价再刷新高,网易
2984,2018-01-04,开评：沪深股指涨跌互现雄安新区概念保持活跃,e公司
2985,2018-01-04,江南嘉捷高开9.65%报61元！累计涨幅近6倍,腾讯网
2986,2018-01-04,四连阳后已涨百点沪指有望形成阶段底,大众证券报
2987,2018-01-04,盘前参考:发红包行情告一段落 周四的股市注意风险,中财网
2988,2018-01-04,早评:沪指有望形成阶段底结构性机会值得关注,证券之星
2989,2018-01-04,【早报】周鸿祎身价超刘强东；支付宝连夜认错,虎嗅网
2990,2018-01-04,麦论解盘：连涨两天不请自来冲动惩罚冷静得利,投资快报
2991,2018-01-04,江南嘉捷复牌两涨停 360市值超万科美的,证券时报
2992,2018-01-03,360股价涨疯！周鸿祎身价轻松超刘强东,驱动之家
2993,2018-01-03,中概股回归应走IPO通道A股不应成为套利乐园,国际金融报
2994,2018-01-03,上市公司控股股东纷纷“清仓大甩卖”，未来壳价值贬值将是大趋势,Wind
2995,2018-01-03,上市公司控股股东纷纷“清仓大甩卖”，让壳资源再飞一会！,中证报
2996,2018-01-03,江南嘉捷市值超万科美的，后面还能涨？周鸿祎身家已超刘强东，下一目标李彦宏？,证券时报网
2997,2018-01-03,晓军解盘|越向上震荡或加剧,华安证券订阅号
2998,2018-01-03,震荡市选股新思路大曝光后市看好芯片物联股,腾讯网
2999,2018-01-03,1月3日上证指数收报3369.11点上涨20.78点涨幅0.62%成交金额2583.67亿元,中金在线
3000,2018-01-03,踏准涨跌节奏高手优选热股日赚4.84%,腾讯网
3001,2018-01-03,360借壳上市才两天 周鸿祎身家已超刘强东,凤凰网
3002,2018-01-03,复盘日志：雄安新区王者归来！能跟吗？,凤凰网
3003,2018-01-03,涨停复盘:雄安30只个股涨停成吸金王白马股出现分化,金融界
3004,2018-01-03,雄安概念强势回归贵州燃气霸气9板,红周刊
3005,2018-01-03,全球市场飙涨：A股五连阳美股再创历史新高,腾讯网
3006,2018-01-03,金股回顾：巨丰金股预测晚间版推荐个股江南嘉捷涨停,巨丰财经
3007,2018-01-03,3254点越离越远，操作上要注意什么？,银行信息港
3008,2018-01-03,小牛奔腾之涨停股揭秘：雄安新区爆发涨停潮,中国经济网
3009,2018-01-03,今日大盘上证指数走势涨20点雄安龙头股纷纷上涨（1月3日）,中国网
3010,2018-01-03,江南嘉捷两连板 周鸿祎身家飙升至880亿,凤凰网
3011,2018-01-03,今天涨停的股票有哪些？1月3日股市涨停股揭秘分析,南方财富网
