,2021-12-31,思路迪医药冲刺港股：8个月亏11亿 泰格医药与先声药业是股东 亏损,搜狐
2872,2019-03-01,"cro行业专题报告:行业转型驱动创仿需求提升,优质cro龙头增长可期",东莞证券
2873,2019-02-28,【泰格医药】18业绩快报点评：18Q4业绩增速显著回升，临床CRO龙头加速布局海外,微信
2874,2019-02-27,泰格医药：2018年净利润同比增58.23%（快报）,Wind
2875,2019-02-27,国泰君安：科创板有望推动“医药科技”价值发现,Wind
2876,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
2877,2019-02-25,"医药与健康护理行业周报:集采政策明确试点先行,行情趋好关注医药投资机会",正点财经
2878,2019-02-25,33股获券商买入评级 华钰矿业目标涨幅达36.25%,Wind
2879,2019-02-25,"医药生物行业跨市场周报:带量采购愈推进,cro创新主线愈受益",光大证券
2880,2019-02-24,带量采购愈推进，CRO/创新主线愈受益｜【光大医药·周报】,医心医意要健康
2881,2019-02-24,医疗保健：布局业绩有望超预期的标的 荐8股,中泰证券
2882,2019-02-19,"医药生物行业周报:进入年报披露期,持续布局绩优个股",华安证券
2883,2019-02-18,医药生物行业周报:主线优质龙头仍是首选,光大证券
2884,2019-02-13,深港通十大成交活跃股排名（2月13日）,Wind
2885,2019-02-13,"医药生物行业2019年2月月报:政策明朗,兼顾安全与成长性",东莞证券
2886,2019-02-12,23股获券商买入评级 万科A目标涨幅达62.63%,Wind
2887,2019-02-11,【民生医药|行业简评】季报期，外包板块大涨背后的逻辑,杏林建研
2888,2019-02-05,多重利好催生CRO行业高景气,亿欧网
2889,2019-02-01,[快讯]泰格医药回购公司股份情况通报,中财网
2890,2019-02-01,透视泰格医药外延并购下的高成长,红周刊
2891,2019-01-31,"医药行业周报:创新药产业链为长期主题,重点推荐恒瑞医药、药石科技",西南证券
2892,2019-01-31,"医药生物行业《关于加强公立医院绩效考核工作的意见》政策点评:腾笼换鸟思路未变,管理精细化促医疗价值回归",光大证券
2893,2019-01-29,泰格医药：关于非公开发行股份解除限售的提示性公告,深交所
2894,2019-01-29,[快讯]泰格医药3742万限售股2月11日解禁,中财网
2895,2019-01-29,4年投出60个生物医药项目，平均IRR 80%，这家资产管理公司亮出“底牌”,投资界
2896,2019-01-28,康龙化成登陆A股，CRO行业格局或生剧变?,亿欧网
2897,2019-01-25,中证报头版：基金“弃”外资“取”，海外机构加速布局A股,中证报
2898,2019-01-25,"医药行业周报:利空政策落地,近期有望止跌回升",西南证券
2899,2019-01-22,"医药生物行业周报:带量采购定调稳健推广,悲观预期有望逐步修复",光大证券
2900,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
2901,2019-01-19,最悲观的时刻正在过去 基金重仓医药股业绩增长强劲,金融投资报
2902,2019-01-18,"医药生物行业:国家集采文件落地,顶层制度建设出台",中证网
2903,2019-01-17,医药生物行业:继续关注非药优质个股,华安证券
2904,2019-01-14,"医药生物行业周报:Me-too价格战悄然开打,综合实力更显重要",光大证券
2905,2019-01-14,"医药生物行业周报:创新药逻辑不变,医疗器械受青睐",西南证券
2906,2019-01-10,医药行业：医药产业迎来大变革，CRO行业将持续高景气,亿欧网
2907,2019-01-09,【2019年重点个股】泰格医药：国内临床CRO龙头，国际化稳步推进,微信
2908,2019-01-09,"医药行业周报:医药生物板块震荡,化药制剂小幅回调",正点财经
2909,2019-01-09,"医药周报2019第2期:并购大事件,危与机并存",长城证券
2910,2019-01-09,医药行业周报:“轻药重医”为正道,西南证券
2911,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
2912,2019-01-08,"医药生物行业月报:结构调整下多数公司进入价值区间,创新是最确定的方向",正点财经
2913,2019-01-08,医疗保健：医院收入结构调整 荐8股,中信建投
2914,2019-01-08,泰格医药：未来持续受益创新红利 强烈推荐评级,和讯
2915,2019-01-08,泰格医药股东叶小平质押899万股 用于个人财务安排,挖贝网
2916,2019-01-08,2019年机构注意力转向何方，百只个股被扎堆看好或存“升”机,证券日报
2917,2019-01-08,2019年机构注意力转向何方 100只个股被扎堆看好,证券日报
2918,2019-01-08,"2019年1月医药行业投资策略:“轻药重医”为正道,首推医疗器械板块",西南证券
2919,2019-01-08,"联讯医药行业周观点:广州gpo首批谈判目录再次绷紧“降价”神经,继续躲在避风港还是选择卧倒“弹坑”中",联讯证券
2920,2019-01-07,医药生物行业2019年1月报:带量采购背景下的投资思路与配置方向,东莞证券
2921,2019-01-07,"医药生物行业2019年度A+H策略报告:大破大立,不经一番寒彻骨,怎得梅花扑鼻香",光大证券
2922,2019-01-06,泰格医药：实控人新增质押股份899万股,中证网
2923,2019-01-06,【川财研究所*常规报告】泰格医药（300347）：略超市场预期，Q4扣非利润环比大幅提升——2018年业绩预告点评,川财研究
2924,2019-01-06,[快讯]泰格医药发布质押公告,中财网
2925,2019-01-05,【泰格医药】公告点评：18年业绩预告略超预期，Q4增速大幅回升,医心医意要健康
2926,2019-01-04,"医药与健康护理行业:政策扰动大,短期关注政策免疫标的",正点财经
2927,2019-01-04,泰格医药：业绩快速增长符合预期 长期受益创新药发展,中泰证券
2928,2019-01-04,39股获券商买入评级 平治信息目标涨幅达99.11%,Wind
2929,2019-01-03,泰格医药：2018年年度业绩报告预告,深交所
2930,2019-01-03,泰格医药：2018年度净利预增49%-66%,e公司
2931,2019-01-03,泰格医药：预计2018年净利同比增49.49%-66.11%,Wind
2932,2019-01-02,"医药生物行业周报:医保局调结构被数据验证,大破大立下拥抱创新升级",光大证券
2933,2018-12-28,42亿资金悄然流出 今日主力部队摈弃十类股,证券之星
2934,2018-12-28,2018年五大机构持仓透视 五大赚钱牛股浮出水面,证券日报
2935,2018-12-28,医药生物行业:控费改革进程中关注结构性投资机会,华安证券
2936,2018-12-26,"CRO行业深度报告:中国制药产业大破大立,开启CRO行业黄金发展期",光大证券
2937,2018-12-25,"医药生物行业周报:三季报披露期,坚守业绩主线",正点财经
2938,2018-12-25,"泰格医药三季报跟踪:Q3增速放缓,无碍长期发展前景",正点财经
2939,2018-12-25,"医药生物行业周报:行业估值位于历史底部,可逐步配置优质个股",正点财经
2940,2018-12-25,大额回购+业绩预喜，这些超跌股已获北上资金“举牌” 盈利能力下降,证券时报
2941,2018-12-25,A股2018年震荡走低，三板块逆市逞强走出独立行情,证券日报
2942,2018-12-24,"泰格医药:业绩符合预期,项目订单保持快速增长",正点财经
2943,2018-12-24,"医药行业周报:“药”保守,“轻药重医”为正道",西南证券
2944,2018-12-21,[快讯]泰格医药回购公司股份情况通报,中财网
2945,2018-12-21,CFi收盘揭秘:房地产松绑威力初显 下跌中继基本确定,中财网
2946,2018-12-19,11月以来，30多家药企发布回购计划,制药网
2947,2018-12-18,"医药行业2019年投资策略:格局重构元年,聚焦景气赛道",联讯证券
2948,2018-12-16,几乎不受“带量采购”影响的5类药,巨丰财经
2949,2018-12-15,医疗保健：流动性冲击 调整仍需时日磨底,川财证券
2950,2018-12-13,"医药生物行业周报:仿制药高毛时代过去,集中度提升将催生新巨头",正点财经
2951,2018-12-13,「A+H」临床合同研究机构（CRO）生物医药企业泰格医药将于8月7日在联交所挂牌，这是继药明康德、康龙化成后国内第三家CRO机构，其拟募资107亿港元（13.8亿美元），为2020年截止7月30日亚洲生物医药公司IPO规模最大项目。,富途证券
2952,2018-12-11,医疗保健：聚焦优势赛道 荐10股,中信建投
2953,2018-12-11,【异动股】医药板块集体反弹 泰格医药(300347-CN)等涨逾4%,财华社
2954,2018-12-11,【医药丨周小刚】泰格医药(300347)：受益于药政改革带来的创新浪潮，创新型临 床 CRO 龙头迎来稳定快速发展期 -,方正证券研究
2955,2018-12-11,"医药生物行业研究:乘新趋势之浪,享价值重构之华",国金证券
2956,2018-12-11,"医药行业周报:4+7仿制药带量采购落地,“轻药重医”正当时",西南证券
2957,2018-12-11,"医药行业政策点评:带量采购结果发布,医保局促进国内医药产业升级",西南证券
2958,2018-12-10,[快讯]泰格医药发布解除质押公告,中财网
2959,2018-12-07,7日晚间公告精选丨比亚迪：控股股东王传福拟增持100万股,21世纪经济报道
2960,2018-12-07,泰格医药：拟回购2.5亿-5亿元股份 价格不超过52元/股,金融界
2961,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
2962,2018-12-07,"医药行业4+7带量采购预中标结果点评:降价基调明确,原研替代加速",长城证券
2963,2018-12-04,"医药行业周报:仿制药格局变革、器械崛起,轻药重医",西南证券
2964,2018-12-04,"医药行业2018年12月投资策略:医疗器械崛起,持续重点推荐行业龙头",西南证券
2965,2018-11-29,"2019年医药行业投资策略报告:创新驱动,引领药企成长",东北证券
2966,2018-11-28,"医药行业周报:集采补充文件发布,强者恒强加速布局",渤海证券
2967,2018-11-28,"医药生物行业周报:药店分类分级管理征求意见稿发布,持续看好连锁药店",华安证券
2968,2018-11-27,"医药行业周报:仿制药格局变革、器械崛起,轻医重药",西南证券
2969,2018-11-26,估值处于相对底部区域，医药板块迎来修复行情,证券时报
2970,2018-11-23,巨丰周报：题材股进入退潮期 整理后望迎来反弹,巨丰财经
2971,2018-11-22,试点带量采购模式落地 医药生物板块领跑两市,大众证券报
2972,2018-11-21,看好药明康德的投资者很多，但它的四大风险点却很少有人知道,阿尔法工场
2973,2018-11-21,医疗保健：仿制药格局变革 荐9股,西南证券
2974,2018-11-21,医药行业周报:《4+7城市药品集中采购文件》正式发布,渤海证券
2975,2018-11-20,"医药周报2018第41期:国家试点集采方案正式公布,利好优质龙头企业",长城证券
2976,2018-11-18,医疗保健：4+7带量采购文件发布 荐8股,中泰证券
2977,2018-11-16,泰格医药高开低走重挫5.18%报46.33元 成交6181万元,腾讯网
2978,2018-11-16,今年以来46家生物医药企业启动回购 最高规模超百亿元,证券日报
2979,2018-11-14,医疗保健：市监局征求《疫苗管理法》意见 荐11股,渤海证券
2980,2018-11-14,14股获券商买入评级 思创医惠目标涨幅达89.75%,Wind
2981,2018-11-14,【川财研究所*常规报告】泰格医药（300347）：员工持股计划推出，彰显公司对业绩信心,川财研究
2982,2018-11-14,医药行业周报:市监局征求《疫苗管理法》意见,渤海证券
2983,2018-11-13,泰格医药：回购下限由2亿元上调至2.5亿元,Wind
2984,2018-11-13,泰格医药：提升核心人员稳定性 买入评级,中信建投
2985,2018-11-12,泰格医药：拟2亿至5亿元回购股份,e公司
2986,2018-11-12,泰格医药：拟回购2亿元-5亿元，用于员工持股计划,Wind
2987,2018-11-12,医疗保健：鼓励创新与加强监管并存 寻找确定性投资机会,中信建投
2988,2018-11-11,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
2989,2018-11-09,泰格医药：证监会对公司分拆方达医药境外上市无异议,e公司
2990,2018-11-09,医药行业周报:药品信息化追溯体系建设加快推进,渤海证券
2991,2018-11-08,"医药生物行业:三季报业绩稳健,关注低估值及龙头绩优股",华安证券
2992,2018-11-08,"医药生物行业专题报告:收入整体稳健,Q3扣非净利润增速放缓,内部分化持续",华安证券
2993,2018-11-05,医疗保健：创新升级大势所趋 荐9股,中信建投
2994,2018-11-05,"医药周报:新版基药目录支持国产创新,医药板块进入配置区间",长城证券
2995,2018-11-02,212股获券商买入评级：智云股份目标涨幅达149.11%,Wind
2996,2018-11-01,行业估值处于历史底部区域 医药板块有望逐步走出“至暗时刻”,中证报
2997,2018-11-01,"医药生物行业周报:底部特征明显,关注绩优个股",华安证券
2998,2018-10-31,医疗保健：精选三季报绩优股 荐11股,渤海证券
2999,2018-10-31,看好中国｜健康中国——估值底部优选业绩估值匹配度较高标的,巨丰财经
3000,2018-10-30,"泰格医药:Q3业绩略低于预期,不改公司发展逻辑",平安证券
3001,2018-10-29,川财证券：泰格医药增持评级,川财证券
3002,2018-10-29,新版基本药物目录实施在即 六股有掘金机会,证券日报
3003,2018-10-29,【泰格医药】三季报点评：主业继续较快增长，投资项目储备丰富,医心医意要健康
