,2021-12-31,晨光文具荣获2021雇主品牌创意大奖及αi优质职场卓越价值共创奖,美通社
2097,2018-11-06,小县城铅笔总产量“三分天下”引发国内外大咖热议,中新网
2098,2018-11-06,11月06日 盘中突破年线个股一览,每日经济新闻
2099,2018-11-06,【轻工】蒋正山、徐稚涵：三季报总结：包装拐点已现，配置必选消费，家居等待黎明-20181105,中泰证券研究所
2100,2018-11-02,11月02日 收盘突破年线个股一览,每日经济新闻
2101,2018-10-30,【广发轻工】晨光文具三季报点评：新业务助力收入高增长，费用率持续改善,微信
2102,2018-10-30,中银国际：研究每日速递(零售),中银国际
2103,2018-10-30,【轻工】晨光文具：传统业务增速维稳，科力普加码高增长,中银国际证券研究
2104,2018-10-29,造纸印刷包装：笔纸软体确定强,中信建投
2105,2018-10-29,【长城轻工 张潇团队】*晨光文具2018Q3点评*Q3增长靓丽，经营现金流净额实现正增长,张潇的轻工消费洞察
2106,2018-10-29,【招商轻工 - 晨光文具】科力普持续快速增长，九木杂物社积极拓展中，维持“强烈推荐-A”评级！,招商轻工
2107,2018-10-29,【国金轻工||揭力团队】晨光文具2018年三季报点评：传统业务稳健、新业务高增的小行业大龙头,国金轻工研究
2108,2018-10-29,"晨光文具:收入持续快速增长,一体两翼稳健发展",东吴证券
2109,2018-10-28,【东吴轻工 周观点】软体格局加速重塑，持续看好优质龙头,轻饮可乐
2110,2018-10-27,【光大轻工黎叔说新闻20181026】造纸业迎巨大利好，一次性塑料产品将在欧盟逐步退出,黎叔说轻工
2111,2018-10-27,晨光文具三季报点评：品牌升级&新业务推进，Q3继续强劲增长，文创巨头成长逻辑持续兑现【方正轻工徐林锋团队】,轻工锋尚
2112,2018-10-26,晨光文具：前三季度净利润同比增27.31%,Wind
2113,2018-10-22,10月22日 收盘突破年线个股一览,每日经济新闻
2114,2018-10-22,造纸轻工行业周报:第二十二批进口废纸获批总量创二季度以来新高,光大证券
2115,2018-10-22,"轻工制造行业跟踪周报:行业整合加速开启,家居龙头挑战与机遇并存",东吴证券
2116,2018-10-17,"晨光文具:文创巨头的成长之路(2),深度对比海外龙头,再看晨光的护城河和未来空间",方正证券
2117,2018-10-16,[看好评级]轻工造纸行业2018年三季报前瞻：包装及轻工消费延续稳健 家居和造纸Q3增速有所放缓,中财网
2118,2018-10-15,[增持评级]造纸轻工行业周报：三季报前瞻：部分子板块业绩承压 坚守优质龙头是破局之钥,中财网
2119,2018-10-15,[推荐评级]轻工行业周报：金属包装行业景气向上确定性强;关注三季报绩优个股,中财网
2120,2018-10-15,轻工制造行业三季报业绩预览：行业增速承压 配置优选龙头,中财网
2121,2018-09-28,“变革时代的创新升级之路”行业高峰论坛在京举行,中新网
2122,2018-09-28,月度掘金丨方正十月金股,方正证券研究
2123,2018-09-26,西部利得个股精选“不精”，净利亏5万元反收73万元管理费 亏损,和讯
2124,2018-09-26,09月26日 89只个股已连涨5天,每日经济新闻
2125,2018-09-26,造纸轻工行业周报:板块调整下把握优质标的估值修复行情,光大证券
2126,2018-09-21,09月21日 60只个股已连涨5天,每日经济新闻
2127,2018-09-18,"造纸轻工行业周报:纸业涨价落实需持续跟踪,长线推荐细分领域龙头",光大证券
2128,2018-09-16,在不确定的时代，做确定性的研究【广发轻工】,微信
2129,2018-09-16,【华创轻工郭庆龙-周报第19期】解析轻工行业公司研发投入，龙头企业研发支出稳定增长，竞争优势日益凸显,风轻龙跃
2130,2018-09-13,兴证销售每日AH推荐-20180913,兴证销售每日精选
2131,2018-09-12,【轻工李跃博】晨光文具（603899）一体两翼助发展，向文创巨头迈进,兴证研究
2132,2018-09-07,轻工制造行业：家具龙头中报表现稳定 行业出清开始利好龙头,长城证券
2133,2018-09-06,晨光文具回应冰透固体胶不达标 已更改警示标签并采取召回措施,中证网
2134,2018-09-06,【轻工李跃博】18H1中报总结：行业增速放缓，龙头公司持续打造核心竞争力,兴证研究
2135,2018-09-04,造纸轻工:Q3废纸进口配额持续下降 荐13股,光大证券
2136,2018-09-03,【招商轻工 - 轻工制造行业2018中报总结】行业盈利符合预期，抓住机遇坚定做多！,招商轻工
2137,2018-09-03,造纸轻工行业周报：中报季关注业绩兑现标的,光大证券
2138,2018-08-31,【长城轻工张潇团队】*思摩尔国际*深度报告：全球雾化领军者，行业广阔任翱翔,张潇的轻工消费洞察
2139,2018-08-31,【长城轻工张潇团队】*思摩尔国际*全球雾化领军者，行业广阔任翱翔,张潇的轻工消费洞察
2140,2018-08-31,2018年基金比惨大会,中金在线
2141,2018-08-30,晨光文具(603899)—政策红利驱动，掘金大办公直销千亿市场,--
2142,2018-08-28,[推荐评级]轻工制造行业周报：关注家具、造纸绩优标的 国内废纸、木浆价格小幅上涨,中财网
2143,2018-08-28,[快讯]兴全合润基金公布半年报 收益为-11.00%,中财网
2144,2018-08-28,[快讯]兴全趋势基金公布半年报 收益为-7.59%,中财网
2145,2018-08-27,晨光文具入围2018上海企业100强 上市三年增长稳健,证券日报
2146,2018-08-27,[增持评级]造纸轻工行业周报：Q3废纸进口配额持续下降 中报季关注业绩兑现标的,中财网
2147,2018-08-24,[买入评级]深度*公司*晨光文具(603899)中报点评：科力普快速增长 杂物社加速拓张,中财网
2148,2018-08-23,[增持评级]晨光文具(603899)半年报点评：业绩增长符合预期 科力普业务加速增长,中财网
2149,2018-08-22,晨光文具2018年半年度业绩再破新高 高基数保持高增长,证券日报
2150,2018-08-21,[增持评级]轻工造纸行业周观点：从交易层面理解近期优质个股的下跌,中财网
2151,2018-08-21,[推荐评级]晨光文具(603899)中报点评：Q2业绩加速 科力普表现亮眼,中财网
2152,2018-08-21,[优于大市评级]晨光文具(603899)半年报点评：科力普高速放量 精品文创打造文化创意品牌,中财网
2153,2018-08-21,轻工制造行业周报：建议关注成品纸消费旺季行情,中金在线
2154,2018-08-21,【东吴晨报0821】【行业】医药【个股】汇川技术、火炬电子、晨光文具等,东吴研究所
2155,2018-08-20,造纸印刷包装：继续看好逆周期包装 及扩渠道多品类延伸的成品家居行业,申万宏源
2156,2018-08-20,[推荐评级]轻工制造行业周报：1-7月份商品房销售面积同比增长4.2% 国内木浆价格小幅上涨,中财网
2157,2018-08-20,[买入评级]晨光文具(603899)中报点评：精品文创业务收入提速 办公文具业务表现优异,中财网
2158,2018-08-20,晨光文具：科力普赋能公司成长性 买入评级,广发证券
2159,2018-08-20,[增持评级]造纸轻工行业周报：关注细分板块超跌优质龙头企业,中财网
2160,2018-08-20,【长城轻工 张潇团队】*晨光文具（603899）2018H1点评*Q2业绩加速，科力普表现亮眼,张潇的轻工消费洞察
2161,2018-08-20,[审慎增持评级]晨光文具(603899)中报点评：Q2增长超预期 向文创巨头进击,中财网
2162,2018-08-20,[买入评级]晨光文具(603899)中报点评：一体两翼助力成长 Q2业绩超过预期,中财网
2163,2018-08-20,【轻工丨徐林锋】晨光文具(603899)：Q2业绩全面提升，“一体两翼”助力文创巨头持续发力，重申“强烈推荐”,方正证券研究
2164,2018-08-20,[买入-A评级]晨光文具(603899)中报点评：业绩略超预期 增长动力强劲,中财网
2165,2018-08-20,[强烈推荐-A评级]晨光文具(603899)中报点评：不断修炼内功 科力普加速发展,中财网
2166,2018-08-19,【华创轻工-晨光文具】业绩超预期，四条赛道并进，科力普生活馆助力,风轻龙跃
2167,2018-08-19,【国金轻工||揭力团队】晨光文具2018年半年报点评：科力普增速超预期，经营优化成效初显,国金轻工研究
2168,2018-08-19,[强烈推荐评级]晨光文具(603899)中报点评：Q2业绩全面提升 “一体两翼”助力文创巨头持续发力 重申“强烈推荐”,中财网
2169,2018-08-18,晨光文具半年报点评：Q2业绩全面提升，“一体两翼”助力文创巨头持续发力，重申“强烈推荐”【方正轻工徐林锋团队】,轻工锋尚
2170,2018-08-17,晨光文具：上半年净利润同比增29.61%,Wind
2171,2018-08-13,造纸印刷包装：包装逆周期防御属性凸显 家居受地产情绪影响,申万宏源
2172,2018-08-09,1569只股短线走稳 站上五日均线,证券时报网
2173,2018-08-09,今日1669只个股突破五日均线,证券时报
2174,2018-08-09,[优于大市评级]造纸轻工行业周报：互联网家装发展迅猛 头部品牌市占率高,中财网
2175,2018-08-08,轻工行业中报业绩预览：行业明显分化 静待龙头改善,中财网
2176,2018-08-08,"造纸轻工行业周报:白卡纸价格底部回升,关注纸业旺季提价行情",光大证券
2177,2018-07-30,博星投顾：从资金流向洞悉市场是机会还是风险,中金在线
2178,2018-07-30,[增持评级]造纸轻工行业周报：龙头纸企陆续发布涨价函 纸价有望重回涨价通道,中财网
2179,2018-07-27,"造纸轻工行业周报:新增推荐标的曲美家居,关注中报行情",光大证券
2180,2018-07-25,基金2Q18持仓分析(轻工制造行业)：继续超配 家居板块与龙头公司是配置重点,中财网
2181,2018-07-25,造纸轻工行业周报:继续看好包装以及成品家居板块,申万宏源
2182,2018-07-24,[看好评级]轻工造纸行业2018年中报前瞻：包装与轻工消费业绩稳定 成品家居延续高速增长,中财网
2183,2018-07-23,【光大轻工 黎叔说新闻20180723】6月纸及纸板产量增速创3年来最大跌幅,黎叔说轻工
2184,2018-07-23,[推荐评级]轻工制造行业18Q2基金持仓分析：板块重仓市值稳定 个股分化较为明显,中财网
2185,2018-07-23,[增持评级]造纸轻工行业周报：新增推荐标的曲美家居 关注中报行情,中财网
2186,2018-07-20,[买入评级]晨光文具(603899)“复盘之路”：一体两翼 腾飞在即,中财网
2187,2018-07-16,[推荐评级]轻工制造行业周报：数据详拆解析成品纸进出口 至暗时刻持续推荐太阳纸业,中财网
2188,2018-07-11,[优于大市评级]造纸轻工行业周报：从单店数据透视家居渠道经营,中财网
2189,2018-07-11,[买入评级]晨光文具(603899)点评：参与设立产业基金 文创业务再下一城,中财网
2190,2018-07-11,"轻工制造行业周报:继续看好包装与成品家居板块;家居龙头受市场情绪影响调整较多,提供布局时机",申万宏源
2191,2018-07-10,【东吴轻工】晨光文具：参与设立产业基金，文创业务再下一城,微信
2192,2018-07-09,【招商轻工 - 轻工制造行业2018年中报前瞻】盈利预期分化，关注印刷包装行业拐点,微信
2193,2018-07-05,【解盘论市】看来沪指这是要2638点推倒重来的节奏了,Wind
2194,2018-07-05,[推荐评级]轻工制造行业2018中期策略报告：龙头乘风破浪 软体出类拔萃,中财网
2195,2018-07-05,索菲亚跌2.96%，创年度新低，报29.17元,腾讯网
2196,2018-07-03,7月3日券商晨会研报汇编,证券日报
2197,2018-07-03,【东吴晨报0703】【行业】轻工【个股】立讯精密、爱建集团、宋城演艺等,东吴研究所
2198,2018-07-03,"造纸轻工行业周报:从业绩入手把握确定性,更看好成品家居和包装",申万宏源
2199,2018-07-02,晨光文具司副总裁戴青因个人原因辞职,中国经济网
2200,2018-07-02,[增持评级]造纸轻工行业周报：纸价跌幅收窄 深挖低估值龙头,中财网
2201,2018-07-01,轻工制造2018年中期策略：优选竞争优势龙头,顶尖财经网
2202,2018-06-28,[增持评级]轻工造纸行业周观点：定制家具悲观预期将逐步修复 继续关注细分龙头,中财网
2203,2018-06-27,造纸轻工行业周报:继续看好成品家居、索菲亚及低估值包装,申万宏源
2204,2018-06-26,[推荐评级]轻工制造行业2018年中期投资策略：认知差异 拥抱分化,中财网
2205,2018-06-25,"造纸轻工行业周报:包装纸价格止跌,建议优选业绩确定性高的细分领域龙头企业",光大证券
2206,2018-06-25,"轻工制造行业跟踪周报:业绩为王,回调中择机加配优质龙头",东吴证券
2207,2018-06-22,轻工制造行业2018年下半年投资策略：家居开启品牌化之路 关注包装轻工整合进程,中财网
2208,2018-06-20,2018年轻工造纸中期投资策略：家居开启品牌化之路,申万宏源
2209,2018-06-20,申万宏源晨会纪要-180620,申万宏源
