,2021-12-31,每经18点丨2022年新能源汽车补贴标准在上年基础上退坡30%；北向资金净买入通威股份超4亿元；财政部：年终奖等个税优惠政策延续,每日经济新闻
3869,2019-06-04,共谋光伏产业大局 隆基股份与通威股份签署战略合作协议,证券日报
3870,2019-06-04,隆基、通威股份达成硅片合作协议,北京商报网
3871,2019-06-03,两大光伏巨头再“牵手” 隆基股份和通威股份互投项目,每日经济新闻
3872,2019-06-03,通威股份与隆基绿能科技合作开发5万吨高纯晶硅项目,中金在线
3873,2019-06-03,“光伏双雄”联手 相互战略入股加强产业链资源共享与整合,e公司
3874,2019-06-03,6月3日晚A股利好利空公告(更新中)：东阳光已耗资4亿元回购,腾讯网
3875,2019-06-03,隆基股份：携手通威股份，就高纯晶硅、硅片合作事项达成合作意向,Wind
3876,2019-06-03,中银国际证券6月金股组合,太平桥策略随笔
3877,2019-06-03,电力设备行业周报:两部委修订出台《输配电定价成本监审办法》,渤海证券
3878,2019-05-31,"电气设备行业《关于2019年风电、光伏发电项目建设有关事项的通知》的点评:风电、光伏管理办法正式出台,行业发展稳中求进",证券之星
3879,2019-05-31,"新能源行业点评:风光竞价政策公布,光伏旺季将开启,风电持续抢装",东吴证券
3880,2019-05-31,"电气设备光伏行业:光伏政策搭建完毕,国内需求正式启动",证券之星
3881,2019-05-29,"电气设备行业周报:20.76gw第一批平价项目公布,1-4月全社会用电量增速放缓",证券之星
3882,2019-05-29,"电气设备和新能源行业:20.76gw风电、光伏平价项目发布,通威多晶电池片价格调涨",上海证券
3883,2019-05-29,"2019年第一批风电、光伏发电平价上网项目点评:首批平价项目发布,国内需求即将启动",上海证券
3884,2019-05-29,"2019年中期基础化工行业投资策略:周期筑底关注弱周期龙头,聚焦新材料成长领域",上海证券
3885,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
3886,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
3887,2019-05-28,光大证券-跨市场电力设备新能源行业周报:风电上网电价落地-190527,光大证券
3888,2019-05-28,"电力设备与新能源行业周观点:风电电价下调符合预期,平价项目促发展",万联证券
3889,2019-05-28,"电力设备行业动态分析:平价先行,政策平稳,风光大周期开启",安信证券
3890,2019-05-27,新能源行业政策点评:平价时代开启-第一批光伏风电平价项目落地,国信证券
3891,2019-05-25,通威股份： 坚持做大做强光伏产业,中证报
3892,2019-05-24,[路演]通威股份：光伏产业集中度将进一步提升,全景网
3893,2019-05-24,通威股份(600438.SH)“通威转债”转股价格将于5月23日下调为12.28元/股,格隆汇
3894,2019-05-24,通威股份：光伏战略布局清晰，经营业绩稳健进击,和讯
3895,2019-05-24,解析通威股份战略布局：创新技术科学布局 做大做强光伏产业,新华网
3896,2019-05-24,"电气设备行业周报:新能源汽车销量低于预期,可再生能源配额制落地",国海证券
3897,2019-05-23,不惧短期挫折，不为诱惑所动 深度解读通威光伏崛起之路,21经济网
3898,2019-05-23,光伏平价上网时代大幕开启 3只受益股值得关注,红周刊
3899,2019-05-23,"电力设备行业点评:第一批平价项目发布,新能源平价时代大幕拉开",渤海证券
3900,2019-05-22,通威股份：完成法定代表人变更登记 董监高成员变化,Wind
3901,2019-05-21,"电气设备与新能源行业:可再生能源消纳机制终落地,碳酸锂价格探涨",上海证券
3902,2019-05-20,通威股份(600438.SH)控股股东通威集团解除质押6556万股 及再质押1.15亿股,格隆汇
3903,2019-05-20,电力设备行业周报:两部委发布可再生能源电力消纳保障机制,渤海证券
3904,2019-05-18,A股回落至2882点已跌出价值 布局五大机构重仓股恰逢其时,证券日报
3905,2019-05-17,通威股份：构建了三级风控体系，对外担保严格可控,每经网
3906,2019-05-17,通威股份有限公司关于对上海证券交易所2018年年度报告事后审核问询函的回复 问询,证券时报
3907,2019-05-16,[快讯]通威股份公布2018年年度分红方案,中财网
3908,2019-05-16,"电力设备行业点评:电力消纳保障机制确立,利好新能源板块",渤海证券
3909,2019-05-16,"电气设备行业周报:新能源汽车Q1业绩分化,光伏新政带动需求向好 盈利能力下降",国海证券
3910,2019-05-15,逆势进击：通威财报狂刷六大历史记录,证券网
3911,2019-05-15,通威股份(600438.SH)股价一直稳定于回购方案设定的回购最高价之上 未回购,格隆汇
3912,2019-05-15,中诚信国际：关注通威股份董事会成员及董事长变更事项,Wind
3913,2019-05-15,【申港电新|周观点】光伏组件价格反弹不改长期下降趋势,新能源深度研究
3914,2019-05-15,【申港电新|周观点】硅料供需趋紧推动价格上涨,新能源深度研究
3915,2019-05-15,【申港电新|周观点】组件出口向好凸显光伏需求韧性,新能源深度研究
3916,2019-05-15,【申港电新|周观点】欧洲新能源车销量超预期增长,新能源深度研究
3917,2019-05-15,【申港电新|周观点】风光消纳指标出台提升装机空间,新能源深度研究
3918,2019-05-15,电力设备与新能源行业:通威股份,正点财经
3919,2019-05-15,【申港电新|周观点】光伏竞价工作推进稳定国内需求,新能源深度研究
3920,2019-05-15,通威股份被连发11问背后：资金到底有多少？,华夏能源网
3921,2019-05-15,信用负面跟踪20190514,郁言债市日常跟踪
3922,2019-05-15,【天风研究·固收】信用早早报（5月15日）,固收彬法
3923,2019-05-14,通威股份：公司董事会成员及董事长变更 董监高成员变化,Wind
3924,2019-05-14,29股获券商买入评级 高能环境目标涨幅达136.53%,Wind
3925,2019-05-13,电气设备：4月动力电池装机同比高增 新能源公交车补贴政策出台,上海证券
3926,2019-05-13,"华创证券：将通威股份评级调高为""强推""",Wind
3927,2019-05-13,通威股份子公司对外担保出现逾期 遭上交所问询 担保风险,资本邦
3928,2019-05-13,通威集团董事局主席刘汉元：为交棒年轻人感到骄傲 高管团队年轻化利在长远,每日经济新闻
3929,2019-05-12,通威股份(600438.SH)收到2018年年报事后审核问询函 要求核实是否存在与控股股东或其他关联方联合或共管账户的情况 问询,格隆汇
3930,2019-05-10,通威股份换帅 80后谢毅接棒刘汉元任董事长,金融投资报
3931,2019-05-10,"电力设备行业点评:光伏电价政策落地,光伏行业开工在即",渤海证券
3932,2019-05-10,电新行业2018年报&2019一季报重点公司业绩回顾:2018年步履维艰2019年关注风光与电网投资边际变化,申万宏源
3933,2019-05-09,刘汉元卸任通威股份董事长，新帅是80后谢毅 董监高成员变化,和讯
3934,2019-05-09,“80后”接棒通威股份新一届掌门 刘汉元称光伏产业曙光将至,证券日报
3935,2019-05-09,通威股份控股股东减持2000万张可转债 占发行总量40% 减持股份,挖贝网
3936,2019-05-09,9日公司新闻聚焦：多家公司表态未生产“人造肉”,证券时报网
3937,2019-05-09,刘汉元推动通威股份高管年轻化 80后谢毅出任董事长,每日经济新闻
3938,2019-05-08,通威股份：创始人刘汉元辞任董事长 80后谢毅接棒 董监高成员变化,e公司
3939,2019-05-08,刘汉元卸任董事长 80后新锐接任通威股份掌门,新浪
3940,2019-05-08,通威股份(600438.SH)：通威集团解除质押及质押均为5340万股,格隆汇
3941,2019-05-08,63股获券商买入评级 中科三环目标涨幅达69.26%,Wind
3942,2019-05-08,【国金策略】5月金股||以平常心来应对本轮“倒春寒”行情,策略李立峰与行业配置笔记
3943,2019-05-07,【华泰电新黄斌团队】业绩向好，坚守龙头——电新行业18年年报及19年一季报总结,华泰电新价值研究
3944,2019-05-07,光伏新政出台：竞价方式加速行业洗牌 通威股份降本增效减冲击,每日经济新闻
3945,2019-05-06,板块量利开启反转，产业拐点确立（光伏系列研究报告之五：2018年报&2019一季报总结）,中泰电新研究
3946,2019-04-30,通威转债：通威股份关于债券持有人减持公司可转换公司债券的公告 减持股份,Wind
3947,2019-04-30,通威股份：通威集团减持500万张公司可转换公司债券 减持股份,Wind
3948,2019-04-29,【天风电新|周报】重点标的18年年报及19年一季报解读,新能源研究员
3949,2019-04-28,逆势进击：通威财报狂刷六大历史记录,世纪新能源
3950,2019-04-26,通威股份：产能加速释放盈利与股价均创历史新高,红周刊
3951,2019-04-26,电气设备：国家能源局发布3月份全社会用电量 荐7股,渤海证券
3952,2019-04-25,险资首季新进29只个股 两只险资重仓股年内涨幅超100%,证券日报
3953,2019-04-24,"电气设备和新能源-第二批光伏扶贫计划共1.67GW,浙江氢能发展规划推出",上海证券
3954,2019-04-24,"电气设备行业周报:晶科和协鑫投资乐山单多晶基地,发改委推进增量配电改革",证券之星
3955,2019-04-23,光伏龙头高增长 设备企业帝尔激光引关注,挖贝网
3956,2019-04-23,电力设备与新能源行业卓越推:通威股份,信达证券
3957,2019-04-23,"通威股份:竞争力突出,产能释放有望推动业绩高增长",平安证券
3958,2019-04-23,"通威股份:光伏龙头盈利能力回升,产能释放推动未来业绩增长",信达证券
3959,2019-04-22,通威股份(600438.SH)：通威集团减持1000万张公司可转债,格隆汇
3960,2019-04-22,通威转债:控股股东减持公司可转债500万张 减持股份,Wind
3961,2019-04-22,电气设备：业绩密集披露 关注高增长细分板块,中银国际
3962,2019-04-22,"通威股份:逆市增长,低成本扩张助力长期发展",西南证券
3963,2019-04-22,"通威股份:业绩符合预期,持续扩产驱动盈利高增长",东北证券
3964,2019-04-22,"通威股份2018年年报及2019年一季报点评:增产降本优势显著,持续布局后劲十足",浙商证券
3965,2019-04-22,"通威股份:走出逆境,硅料和电池将贡献高弹性",安信证券
3966,2019-04-20,挑重点！平价/指标/业绩/发电量！这份光伏周报拿走不用谢（附原文链接）,Ofweek
3967,2019-04-19,【方正电新 通威股份】电池片高歌猛进，硅料底部回升,微信
3968,2019-04-19,【中泰电新】通威股份：一季报靓丽，电池扩产推进,中泰电新研究
3969,2019-04-19,『早安，新时代！』晨会早读2019/4/19:今日关注鱼跃医疗、长春高新、通威股份、金石资源、口子窖、金辰股份、思维列控,新时代证券研究
3970,2019-04-19,【朝闻国盛0419】拉卡拉上市，关注中美市场新股行情,国盛证券研究所
3971,2019-04-19,通威股份净赚20亿 多家机构增持,金融投资报
3972,2019-04-18,同一行业两大龙头股双双创下历史新高！数百亿新增投资正在砸来,证券时报网
3973,2019-04-18,通威股份：业绩符合预期 或迎显著回升,证券时报网
3974,2019-04-18,【东吴电新】通威股份：产能高增长，盈利高弹性,新兴产业汇
3975,2019-04-18,逾六成盈利，通威、中环和东方日升大幅增长，29家A股光伏企业2019年一季度业绩预告公布,世纪新能源
3976,2019-04-18,【新时代电新】通威股份年报点评：业绩符合预期，新产能逐步释放,新时代新能源开文明团队
3977,2019-04-18,通威股份（600438）2018年年报及19年一季报点评：18年符合预期，19年扬帆起航,国信研究
3978,2019-04-18,【国金晨讯精选】通威股份，光环新网，凯文教育,国金证券研究所
3979,2019-04-18,通威股份2019年第一季度营收增长18% 净利4.91亿元 董事长刘汉元不持有公司股份,挖贝网
3980,2019-04-18,"通威股份:降本扩张延续,盈利增长可期",证券之星
3981,2019-04-18,通威股份:量增价稳开启可持续高增长,国金证券
3982,2019-04-17,通威股份去年净利20亿同比增长0.51% 董事长刘汉元年薪157万元,挖贝网
3983,2019-04-17,[快讯]通威股份:公司使用银行承兑汇票、信用证等票据支付募投项目资金并以募集资金等额置换,中财网
3984,2019-04-17,通威股份2018年实现净利润20.19亿元 拟10派1.6元,中证网
3985,2019-04-17,通威股份：一季度净利润同比增53.36%,Wind
3986,2019-04-17,通威股份：2018年净利润同比增0.51%,Wind
3987,2019-04-17,通威股份(600438.SH)一季度净利润升53.36%至4.91亿元,格隆汇
3988,2019-04-17,通威股份(600438.SH)2018年度净利润升0.51%至20.19亿元 拟10派1.6元,格隆汇
3989,2019-04-17,光伏板块持续走强，珈伟新能强势封板,Wind
3990,2019-04-17,光伏板块表现活跃，安彩高科秒板,Wind
3991,2019-04-16,"光伏系列报告之21:中环股份将扩产25gw单晶硅片,行业进入第二轮扩产周期",正点财经
3992,2019-04-16,通威股份（600438）深度：不惧短期价格回调，光伏龙头价值仍被低估,国信研究
