,2021-12-31,百年泸州老窖窖龄酒生肖（虎）酒成都重磅首发！,凤凰网
5738,2019-10-27,减少“酒精依赖”，基金经理“控制酒量”,Wind
5739,2019-10-25,以物抵债 泸州老窖旗下璞信产融接盘珠峰财险9.9%股权,每日经济新闻
5740,2019-10-25,泸州老窖进军保险业 控股子公司受让珠峰财险9.9%股权,中国网
5741,2019-10-25,白酒业“一超两强”格局强化 次高端白酒谁能冲出重围,佳酿网
5742,2019-10-25,大基金公司都在买什么股？ 易方达近百亿重仓茅台，蓝筹白马仍受偏爱,21世纪经济报道
5743,2019-10-24,【方正食品饮料】泸州老窖：稳健高端龙头，趋势持续向好,方正证券研究
5744,2019-10-21,布局白酒 需了解三类品种,--
5745,2019-10-21,日常消费品：社服季报关注板块龙头表现 荐12股,东兴证券
5746,2019-10-21,利润与销量不匹配 费率猛增的川酒是抱团还是内耗？,新浪
5747,2019-10-21,"食品饮料行业周报:9月消费数据整体平稳,期待秋糖会传递积极信号",平安证券
5748,2019-10-21,"食品饮料行业跟踪周报:进入三季报密集披露期及秋糖反馈期,看好估值切换行情",东吴证券
5749,2019-10-20,日常消费品：看好机制变革和品类创新的投资机会 荐2股,国海证券
5750,2019-10-18,茅台业绩下降 川酒“一致看多” 盈利能力下降,金融投资报
5751,2019-10-17,国泰君安：谁在将茅台当做投资品？,国泰君安证券研究
5752,2019-10-16,泸州老窖2.88亿向关联方买地 拟建定制、展示中心,新浪
5753,2019-10-16,泸州老窖斥2.8亿购买关联资产 凸显浓香国酒行业地位,腾讯网
5754,2019-10-15,买一股茅台还是一瓶茅台？茅台总市值达1.52万亿元,中证报
5755,2019-10-15,扩张白酒旅游景区，泸州老窖斥资2.8亿“买地”,财经网
5756,2019-10-15,泸州老窖(000568.SZ)拟斥2.88亿元向酒类交易中心购买位于泸州酒业集中发展区的资产,格隆汇
5757,2019-10-14,日常消费品：存栏降幅收窄动保拐点已至 荐15股,东兴证券
5758,2019-10-14,【国金食饮】食品饮料行业三季报前瞻专题： 坚定看好高端白酒，首选业绩确定性高个股,国金食品饮料寇星
5759,2019-10-14,食品饮料行业周报:消费税征收环节后移对白酒行业或有影响,国海证券
5760,2019-10-12,泸州老窖联合成都中医药大学成立中医药养生酒研发中心,新京报
5761,2019-10-12,三季报披露开闸 三行业迎估值切换行情,金融投资报
5762,2019-10-11,【深度|国信食饮】10月投资策略暨三季报业绩前瞻：关注三季报行情，寻找确定性标的,瑶食梦饮
5763,2019-10-10,白酒股惊魂：一则报告让市值跌500多亿 茅台等未幸免,新浪
5764,2019-10-10,“十一”黄金周白酒线上销售火爆 品牌表现分化,和讯
5765,2019-10-10,白酒股全线飘绿,Wind
5766,2019-10-10,快讯：白酒股开盘走弱 泸州老窖等跌近3%,新浪
5767,2019-10-10,食品饮料：白酒高增可期 大众品表现稳健,财富动力网
5768,2019-10-09,“1573国际诗歌奖”开奖，泸州老窖持续发力国际化,新京报
5769,2019-10-08,日常消费品：食品龙头业绩有望稳定增长 荐20股,广发证券
5770,2019-10-08,白酒股全线飘红,Wind
5771,2019-10-08,食品饮料行业周报:关注酒鬼酒省内恢复性销售机会和品类创新与业务变革的大众品标的,国海证券
5772,2019-09-30,今年白酒国庆档“旺季不旺”市场分化持续加剧,中国商报
5773,2019-09-30,33股获券商买入评级 长安汽车目标涨幅达52.10%,Wind
5774,2019-09-30,"食品饮料行业周报2019第38期:茅台批价良性回落,五粮液旺季量价齐升",长城证券
5775,2019-09-30,"食品饮料行业:重啤获“乌苏啤酒”商标授权,嘉士伯或开启承诺兑现",开源证券
5776,2019-09-27,“深V”：资金正一路南下，三线白酒不抢头条，反而成9月最大赢家,21世纪经济报道
5777,2019-09-27,安信证券：泸州老窖买入评级,安信证券
5778,2019-09-27,这批股票获机构调高评级 7股上涨空间超30%（名单）,证券时报
5779,2019-09-26,热议：最受分析师和基金看好的白酒股有哪些,新浪
5780,2019-09-26,多只股价创新高 喝酒行情还会延续吗？,佳酿网
5781,2019-09-26,高端茅五泸景气度最高 低端牛栏山动销强劲,佳酿网
5782,2019-09-25,【国金食饮】周观点0929：批价调整不改长期逻辑，持续看好高端白酒,国金食品饮料寇星
5783,2019-09-25,贵州茅台市值称雄A股 谁才是最赚钱板块？,证券时报
5784,2019-09-24,周观点（9月第3周）：【申万食品饮料-吕昌团队】白酒旺季跟踪 高端化和品牌化趋势不变,申万食品饮料
5785,2019-09-24,"茅台“撑起”全省GDP 茅台成A股""奢侈品""起步价12万",新浪
5786,2019-09-24,产业之问|白酒产业：四川白酒产业全国第一，到底谁是发展主力？,前瞻研究院
5787,2019-09-24,"食品饮料行业周报2019第37期:茅台提前执行计划量,中秋高端酒反馈良好",长城证券
5788,2019-09-24,"食品饮料行业跟踪周报:茅台加快执行计划,利好行业健康发展",东吴证券
5789,2019-09-24,食品饮料行业周报:关注业务变革和品类创新的大众品机会,国海证券
5790,2019-09-23,开源证券：食品饮料板块上周呈阶段性表现 涨2.78%,开源证券
5791,2019-09-23,日常消费品：头部品种情势更优 荐11股,安信证券
5792,2019-09-23,【国金食饮】周观点0922：国庆承接中秋旺季，持续看好高端白酒,--
5793,2019-09-23,【安信食品|周观点】河南地区调研反馈，头部品种情势更优,北外滩食饮俱乐部
5794,2019-09-23,光大食品饮料行业周报:白酒行业渠道体系变革回顾之洋河股份篇,光大证券
5795,2019-09-22,记者观察丨白酒距离年轻消费者还有多远？,每日经济新闻
5796,2019-09-22,白酒企业掀跨界合作新风潮 这回能否让年轻消费者“上头”？,每日经济新闻
5797,2019-09-22,日常消费品：茅台提前执行计划 三季度业绩增长无忧,川财证券
5798,2019-09-21,证券时报头版：148.62亿！沪深股通创年内最大净流入,证券时报
5799,2019-09-21,北上资金洪峰过境数百亿资金决战最后5分钟,证券时报
5800,2019-09-20,北上资金再现尾盘表演，3分钟狂买200亿，最后1分钟又大幅净流出100多亿,证券时报
5801,2019-09-20,蒙格斯智库：股市灰犀牛 从财务视角看白酒行业拐点渐行渐近,金融界
5802,2019-09-20,洋河股份业绩增长显著落后竞争对手 总裁:是战略调整,新浪
5803,2019-09-19,三大川酒针对茅台暴涨齐发声，将多方位改革布局以应战,格隆汇
5804,2019-09-19,国庆销售旺季到来 白酒股迎金秋大丰收,佳酿网
5805,2019-09-19,"商业贸易行业“数据会说话”之2019年8月深度解读:汽车拖累社零增速,可选消费边际改善",申万宏源
5806,2019-09-18,李保芳、李秋喜、刘淼、张正齐聚 以特别方式谋发展,新浪
5807,2019-09-18,日常消费品：低端牛栏山动销强劲 荐5股,川财证券
5808,2019-09-18,白酒股高开高走，贵州茅台领涨逾2%蓄势冲击前高,Wind
5809,2019-09-18,洋河股份遭遇财务质疑 2000亿市值何时重现？,南都报
5810,2019-09-18,"食品饮料行业周报:板块调整主因情绪,理性看待批价波动",申万宏源
5811,2019-09-17,日常消费品：趋势已成+未来已来 荐7股,方正证券
5812,2019-09-17,快讯：白酒股早盘持续走强 泸州老窖等多股拉升,新浪
5813,2019-09-17,白酒股集体上攻,Wind
5814,2019-09-17,中秋销售旺 川酒板块全年业绩成色足,金融投资报
5815,2019-09-17,食品饮料行业周报:把握非理性下跌中的机会,证券之星
5816,2019-09-17,"食品饮料行业深度报告:高端白酒景气度高,大众品龙头享受子行业高增长",东北证券
5817,2019-09-17,"食品饮料行业周报:茅台批价回落,理性回归有望持续增长",山西证券
5818,2019-09-16,茅台访泸州老窖：为打造系列单品市场、拓展营销取经,新浪
5819,2019-09-16,洋河没有“奇迹”,新浪
5820,2019-09-16,跨境通控股人发生变动：泸州老窖变新兴基金,亿邦动力
5821,2019-09-16,泸州老窖联姻跨境通未果 后者再寻国资合作,新京报
5822,2019-09-16,白酒股早盘表现低迷 泸州老窖领跌,中国经济网
5823,2019-09-16,【国金食饮】周观点0825：茅台价格波动为正常调整， 当前时点持续看好高端白酒,--
5824,2019-09-16,"食品饮料行业周报:茅台批价中秋节前略有回落,后继关注公司放量情况",国海证券
5825,2019-09-15,【民生食饮】行业周报20190916：飞天批价短期回调无碍周期，榨菜去库存进程顺利,MS食品饮料
5826,2019-09-15,跨境通卖身泸州老窖告吹 广州开发区管委会或成新接盘方,新京报
5827,2019-09-15,日常消费品：贵州茅台同开市客合作具有重要信号意义 荐9股,安信证券
5828,2019-09-12,【深度|国信食饮】9月投资策略：关注中秋行情，寻找价值买点,瑶食梦饮
5829,2019-09-12,主力资金流出白酒股，消费板块抱团“松动”,Wind
5830,2019-09-12,主力资金流出白酒股 消费板块抱团“松动”,中证报
5831,2019-09-11,白酒指数放量大跌近4%，资金净流出超43亿居首！风口变了吗？,重庆商报
5832,2019-09-11,茅台酒首现降价潮:白酒股集体下杀 涨价行情结束了？,新浪
5833,2019-09-11,9月11日复盘：阶段性见顶信号已现 主力出击7股,新浪
5834,2019-09-11,白酒板块历史高位放量大跌，业绩增速下滑估值能否禁住考验？,Wind
5835,2019-09-11,9月11日异动股点评：白酒炒作为何踩刹车 盘点四牛与四熊,中财网
5836,2019-09-11,快讯：白酒概念股继续走弱 泸州老窖跌逾6%,新浪
5837,2019-09-11,日常消费品：短期扰动不改长期趋势行情轮动坚守价值投资 荐4股,渤海证券
5838,2019-09-11,【异动股】酿酒行业板块下挫，泸州老窖(000568-CN)跌5.13%,财华社
5839,2019-09-11,快讯：白酒板块全线走弱 泸州老窖、五粮液大跌4% 连续下跌,新浪
5840,2019-09-11,白酒股回调走弱 泸州老窖等跌逾5%,证券时报网
5841,2019-09-11,白酒股全线走低，泸州老窖跌超5%,Wind
5842,2019-09-11,泸州老窖：盈利高成长难持续 估值基本合理,佳酿网
5843,2019-09-10,泸州老窖官宣“白酒断片雪糕” 难道它真的断片了,GPLP犀牛财经
5844,2019-09-10,A股中报透露三大关键点，符合这些特征的个股更有“钱”途！,中国基金报
5845,2019-09-10,泸州老窖：副总经理沈才洪减持1.8万股 减持股份,Wind
5846,2019-09-10,泸州老窖(000568.SZ)：董事、副总经理沈才洪已减持1.8万股 减持股份,格隆汇
5847,2019-09-10,泸州老窖(000568.SZ)拟与四川经纬教育等7家法人组织设同酿白酒产业技术研究院,格隆汇
5848,2019-09-09,【长城食饮每日资讯0909】泸州老窖老头曲河南市场暂停发货,宇光食饮日讯
5849,2019-09-09,郎酒无缘四川民企百强 商标问题归属等诸多问题缠身IPO何去何从？,投资时报
5850,2019-09-09,泸州老窖老头曲河南停货 调价节奏已开始,金融界
5851,2019-09-08,【川财研究所*常规报告】食品饮料8月线上数据：白酒量价稳健增长，调味品销量增速亮眼,川财研究
5852,2019-09-06,【华创食饮】周观点：旺季高端酒预期明朗，伊利方案调整态度积极,华创食饮
5853,2019-09-06,竞品挤压国窖1573价格倒挂 泸州老窖取消9月计划配额,新浪
5854,2019-09-06,白酒行业半年赚443亿 增速放缓行业分化加剧,长江商报
5855,2019-09-05,一边“断片”一边“断货” 泸州老窖的葫芦里在卖啥“药”？,中新经纬
5856,2019-09-05,茅台：30 年前一瓶难求，30 年后难求一瓶，这背后的原因是什么？,砍柴网
5857,2019-09-05,半年净赚443亿 白酒鎏金岁月重现,棱镜
5858,2019-09-05,日常消费品：食品饮料行业日报 荐3股,国信证券
5859,2019-09-04,中石化卖咖啡：种类分92号、95号、98号 上市公司跨界成常态,金融界
5860,2019-09-04,国窖1573经典装取消9月配额 意在稳定价格,新京报
5861,2019-09-04,山西汾酒上半年利润增速下滑 省内市场空间有限 盈利能力下降,新浪
5862,2019-09-04,国窖1573全国取消9月计划配额,Wind
5863,2019-09-04,【东兴大消费丨周观点】农业关注动保边际改善，高端白酒业绩确定性强,东兴社服
5864,2019-09-04,"万万没想到！做白酒的卖雪糕，还起名""断片""，网友：看到就醉了！A股玩起跨界，自己都怕？",券商中国
5865,2019-09-04,【山证食品】食品饮料行业周报 （20190826-20190901）：业绩依然向好，白酒股持续飘香,山西证券研究所
5866,2019-09-04,"食品饮料行业周报:白酒行业十年复盘之2018年———景气度平稳回落,行业分化加剧",光大证券
5867,2019-09-03,又双叒叕涨价!业绩、股价双丰收，下个风口到“谁”家,Wind
5868,2019-09-03,白酒行业中报总结：行业分化明显，高端酒延续高增态势,格隆汇
5869,2019-09-03,白酒行业开启“肉搏战”,北京晚报
5870,2019-09-03,【食品饮料】000568*泸州老窖:业绩略超预期，高中档酒维持高增，费用投放效率高*买入,中银国际证券研究
5871,2019-09-02,【长城食饮每日资讯0902】来伊份累计获218.4万元政府补助,宇光食饮日讯
5872,2019-09-02,分化成白酒股中报关键词：“茅五泸”继续称霸高端，“二锅头”显露大众酒王者之相！,e公司
5873,2019-09-02,抓两头找确定，把价值交给时间【申万食品饮料-吕昌、周缘】白酒2019年中报总结,申万食品饮料
5874,2019-09-02,"中金公司：将泸州老窖评级调低为""中性"" 投资评级恶化",Wind
5875,2019-09-02,泸州老窖窖龄酒60年实行终端配额制 窖龄30年宣布全国停货,金融界
5876,2019-09-02,【川财研究所*业绩点评】泸州老窖(000568)：国窖特曲双轮驱动，业绩实现高增长,川财研究
5877,2019-09-02,白酒飘香 多股连创新高,中证报
5878,2019-09-02,"食品饮料行业周报:板块中报整体较好,高端名酒景气度延续",德邦证券
