,2021-12-31,科技驱动品牌突破 米蓓尔年终斩获三项大奖,美通社
2544,2019-10-23,华熙生物发行价确定47.79元 市场预期强烈看涨,财经网
2545,2019-10-23,华熙生物董事长：成为价值链上资源优化配置的核心枢纽,第一财经
2546,2019-10-23,华熙生物董事长赵燕：2018年美国市场销售收入占公司营收5%左右,中证网
2547,2019-10-23,三家科创板拟上市公司确定发行价,上证报
2548,2019-10-22,公告精选：天风证券23家限售股解禁股东表示短期内不减持；温氏股份前三季度净利同比增长109.84%,e公司
2549,2019-10-22,兑奖了！昊海生科等两只新股网上发行中签号出炉,中财网
2550,2019-10-22,科创板华熙生物：本次发行价格为47.79元/股,Wind
2551,2019-10-22,科创板｜长阳科技久日新材华熙生物10月23日网上路演,TechWeb
2552,2019-10-21,申万宏源：估值区间66.94％至67.85％分位理性选择,申万宏源
2553,2019-10-19,科创板发行价被昊海生科刷新高！又是“颜值经济”帮的忙？,环球老虎财经
2554,2019-10-17,"华熙生物:玻尿酸原料C位王者,攻城略地步步打通产业链",安信证券
2555,2019-10-16,“故宫口红制造商”将上市华熙生物拟公开发行股票4956.26万股,鲁网
2556,2019-10-16,科创板｜华熙生物22日确定发行价 24日网上网下申购,TechWeb
2557,2019-10-16,科创板助力“版图”持续开拓 华熙生物实现从“隐形冠军”到“显性冠军”蜕变,证券日报
2558,2019-10-15,一针上千块成本才二十，玻尿酸厂家毛利率常年90%，如今争相IPO,AI财经社
2559,2019-10-15,行业观察 | 华熙生物：玻尿酸“隐形冠军”的科创板之路,财经网
2560,2019-10-14,侯永泰的“暴利”玻尿酸生意：昊海生科三冲IPO背后 研发投入低与销售数据“注水”风波,和讯
2561,2019-10-11,科创板发行价被昊海生科刷新高！又是“颜值经济”帮的忙？,环球老虎财经
2562,2019-10-11,山东今年已新增上市公司13家,Wind
2563,2019-10-08,半年净利润同比增长超40% 华熙生物冲击科创板秀出“临门一脚”,每日经济新闻
2564,2019-09-30,证监会同意致远互联、华熙生物、杰普特、宝兰德科创板IPO注册,TechWeb
2565,2019-09-30,华熙生物等四家公司科创板注册生效,新浪
2566,2019-09-30,【华创商社】透明质酸行业深度报告：立足原料供应，加码功能护肤,华创悦享现代生活
2567,2019-09-30,证监会：同意华熙生物、杰普特等四家公司科创板IPO注册,Wind
2568,2019-09-27,玻尿酸的秘密 港交所退市的华熙生物要上科创板了,新浪
2569,2019-09-27,超暴利！卖玻尿酸的华熙生物、昊海生科要IPO！毛利率接近茅台，成本价200，打到脸上价格飙涨30倍,和讯
2570,2019-09-24,靓点与质疑：港股转战科创板的玻尿酸龙头华熙生物,腾讯网
2571,2019-09-19,市场前景广阔 华熙生物携“三大优势”占据生物科技C位,中国网
2572,2019-09-18,科创板医美第一股，华熙生物的前世今生,晨哨网
2573,2019-09-17,以生物科技为发展战略 华熙生物发力大健康行业,中国网
2574,2019-09-12,“原料+终端”布局优势凸显 华熙生物上半年营收、归母净利增长超四成,华夏时报
2575,2019-09-09,华熙生物首席科学家郭学平：玻尿酸除医美外还有更多用途,每日经济新闻
2576,2019-09-04,华熙生物：战略布局价值凸显 盈利能力被证券机构看好,和讯
2577,2019-09-02,中信建投证券资本市场部大健康行业双周报（2019.08.19-2019.09.01）,中信建投证券资本市场部
2578,2019-09-01,资本市场短板正补强！两家鲁企成功闯关资本市场,大众日报
2579,2019-08-31,博瑞生物+华熙生物，同意科创板上市！！,药通社
2580,2019-08-30,科创板动态 | 本周4家公司过会，证监会、上交所发布科创板重组规则,财经网
2581,2019-08-28,【国盛医药/服饰】最强成分党，一文拆解华熙生物,国医盛视
2582,2019-08-28,【科创板头条】安博通今日申购；华熙生物、博瑞医药IPO申请过会；虹软科技上半年净利同比增长72.55%,中证报
2583,2019-08-28,济南首家“勇闯”科创板企业过会：以生产“故宫口红”而被人熟知,大众网
2584,2019-08-28,又有两“考生”过会 科创板注册发行再迎放量期,中财网
2585,2019-08-28,华熙生物科创板首发终过会 研发投入占比低仍引关注,北京商报网
2586,2019-08-27,故宫面膜生产商华熙生物过会科创板，过会率至今保持100%,澎湃新闻
2587,2019-08-27,华熙生物、博瑞医药科创板IPO过会,投中网
2588,2019-08-27,科创板｜华熙生物博瑞医药过会 两公司拟募集35亿元资金,TechWeb
2589,2019-08-27,上交所：博瑞医药、华熙生物科创板首发过会,Wind
2590,2019-08-27,上交所：博瑞医药、华熙生物科创板首发过会,e公司
2591,2019-08-27,技术实力强大 研发投入加码 华熙生物筑起技术“防火墙”,财经网
2592,2019-08-27,华熙生物、博瑞医药8月27日上会 上半年数据显示华熙生物成业绩黑马,证券之星
2593,2019-08-27,华熙生物今日上会 核心技术之谜待解,时代在线
2594,2019-08-23,科创板动态 | 开市“满月”投资者趋向理性，首月成交额合计5850亿元,财经网
2595,2019-08-22,科创板“满月”鲁企表现如何？,鲁网
2596,2019-08-21,华熙生物8月27日上会 进军科创板,鲁网
2597,2019-08-20,华熙生物面临大考 透明质酸核心技术受关注,中证报
2598,2019-08-19,华熙生物有望成第三家科创板鲁企,经济导报
2599,2019-08-19,“故宫口红”带红分类产品 华熙生物营收净利双增超四成,证券日报
2600,2019-08-19,科创板｜华熙生物博瑞医药下周二上会 两公司拟融资35亿元,TechWeb
2601,2019-08-19,涂抹还是注射 华熙生物美容产品遭上交所问询 问询,TechWeb
2602,2019-08-16,科创板上市委：华熙生物、博瑞医药首发事项定于8月27日上会,e公司
2603,2019-08-16,科创板上市委：定于8月27日审议华熙生物、博瑞生物首发申请,Wind
2604,2019-08-16,每经小强快讯：华熙生物科技股份有限公司和华泰联合证券有限责任公司关于审核中心意见落实函的回复,每日经济新闻
2605,2019-08-16,科创板拟上市企业博瑞医药、华熙生物披露上会稿,Wind
2606,2019-08-15,玻尿酸龙头华熙生物冲刺科创板：去年净利4亿元,新浪
2607,2019-08-14,华熙生物：匠心打造国货精品 中国企业崛起竞逐玻尿酸千亿市场,证券之星
2608,2019-08-14,华熙生物：技术实力赶超欧美 C位引领全球玻尿酸行业发展,和讯
2609,2019-08-14,【医药】华熙生物：透明质酸全产业链生产龙头,天风研究
2610,2019-08-12,"济南""独角兽""培育全省第一 ""两高两多""特征明显",鲁网
2611,2019-08-07,济南：一座“独角兽之城”正在崛起,鲁网
2612,2019-08-02,山东三名科创板“候考生”缘何被按中止键？,鲁网
2613,2019-07-31,探秘华熙生物生产研发中心，全球顶尖“生物技术”是如何炼成的？,财经网
2614,2019-07-29,【化妆品-华熙生物(A19080)】邓欣：透明质酸全产业链王者——化妆品研究系列之四20190725,中泰证券研究所
2615,2019-07-26,脱离医美光环 2家玻尿酸生产企业发展路径大不同,证券日报
2616,2019-07-23,每经小强快讯：华熙生物科技股份有限公司科创板首次公开发行股票招股说明书（申报稿）,每日经济新闻
2617,2019-07-23,实力打造民族品牌 华熙生物科技创新显成果,证券之星
2618,2019-07-22,看!还有这些鲁企在“候场”,经济导报
2619,2019-07-15,寻找下一个阿里巴巴：科创板受理企业全景大扫描,财经网
2620,2019-07-10,科创板首批公布，从量到质为何这些明星企业未进榜单？,证券之星
2621,2019-07-05,爱美客IPO：一年三易财务总监 “董监高”频换为哪般？,时代在线
2622,2019-07-03,医美下半场：服务为先、效率加冕、平台凸显,和讯
2623,2019-07-01,弯道超车率先冲线科创板！睿创微纳6000万股明日可“打新”,鲁网
2624,2019-06-29,山东上半年已有8家企业A股上市，还有27家在排队,鲁网
2625,2019-06-28,华熙生物：一年员工激增近50% 突击分红超10亿元,大众证券报
2626,2019-06-24,深度|新氧：能否成为“互联网医美赛道”中的好公司？,峰阅互联网
2627,2019-06-17,科创板掘金丨上海昊海生物科技有限公司,第一财经
2628,2019-06-15,华熙生物董事长赵燕：控制医美行业野蛮生长，需加强行业自律,每日经济新闻
2629,2019-06-13,官宣！科创板正式开板，这些医药股最有看点！,E药经理人
2630,2019-06-13,【科创板周年】医药股市值TOP10公布，排队等候上市的企业主要来自这三个地区！,E药经理人
2631,2019-06-12,"医疗美容深度报告:美容大王,让你变得更美",国元证券
2632,2019-06-11,销售费用逐年激增 华熙生物冲刺科创板,时代周报
2633,2019-06-04,科创板新增3家公司完成“三试”,金融界
2634,2019-05-29,山东省公布2018独角兽企业名单,山东商报
2635,2019-05-28,山东官方认定的独角兽、准独角兽名单公示 日日顺物流、华熙生物上榜,中证网
2636,2019-05-27,与华熙生物亦敌亦友昊海生科专注买买买持续竞争力待考,投资时报
2637,2019-05-21,昊海生科专注买买买竞争力待考 与华熙生物亦敌亦友,投资时报
2638,2019-05-21,连轴测试开始 微芯生物或成首个“科创板上市公司”,中金在线
2639,2019-05-20,华熙生物遭到上交所问询：将他人专利计入自身无形资产是否合理 问询,挖贝网
2640,2019-05-20,科创板明星生物医药企业巡礼系列(二):心脉医疗、华熙生物,正点财经
2641,2019-05-17,不符合科创板定位者慎报|券商人士：已有企业在申报过程中被劝退,读懂财经
2642,2019-05-16,科创板IPO前大笔分红10亿 玻尿酸龙头华熙生物遭问询,新浪
2643,2019-05-14,【华泰医药代雯团队】医药行业2019年中期策略：屈盘侧白马，劈浪把龙头,谈医论股丨华泰医药
2644,2019-05-14,分散玻尿酸大单品风险 华熙生物加速化妆品领域布局,北京商报网
2645,2019-05-13,上交所受理复旦张江科创板上市申请 拟融资6.5亿元,21经济网
2646,2019-05-13,25家医药企业“闯关”科创板，微芯生物以研发占比“拔头筹”,医药魔方
2647,2019-05-10,华熙生物携专利技术申请科创板 公司独家回应IPO后发展“七大关键词”,证券日报
2648,2019-05-10,华熙生物冲击科创板前先分红10亿 多家机构“火线入股”,投资者网
2649,2019-05-07,募资确定是投向科创？玻尿酸第一股遭上交所灵魂拷问,新浪
2650,2019-05-07,江苏北人等10家公司回复首轮问询 问询,证券时报网
2651,2019-05-07,"港股市值65亿，拟148亿估值登陆科创板！玻尿酸玩家""昊海生物""漂洋过海回大陆",读懂财经
2652,2019-05-07,上市是条荆棘路，一年内13家鲁企终止IPO辅导,银行信息港
2653,2019-05-03,科创板系列·华熙生物：全球透明质酸原料供应商,格隆汇
2654,2019-05-03,深网丨医美第一股美国上市：巨头已入场，整形美容市场仍是蓝海,腾讯网
2655,2019-04-28,反弹一触即发？利空被澄清，五一节前“业绩雷”将爆完，4月聪明钱“爆买”这些股！,每日经济新闻
2656,2019-04-28,中信建投证券研究发展部一周重要研究成果,中信建投证券研究
2657,2019-04-28,昊海生物冲刺科创板:靠收购驱动业绩 账上“不差钱”,新浪
2658,2019-04-25,实控人竟是“五棵松”东家 华熙生物转道科创板高毛利率面临考验 | 科创视界,投资时报
2659,2019-04-20,生物医药公司备考科创板 19家医药公司集中在9个地区,中证报
2660,2019-04-18,华熙生物进入“已问询”状态,北京商报网
2661,2019-04-18,华熙生物申报科创板上市申请获上交所问询,北京商报网
2662,2019-04-18,爱美客抢冲A股玻尿酸第一股：竞争加剧，产品售价明显下降,斑马消费
2663,2019-04-18,华熙生物研发投入占营收低于5% 销售费用增速达100%,长江商报
2664,2019-04-18,爱美客再冲IPO：综合毛利率连续3年超85%,长江商报
2665,2019-04-17,募资额超近三年营收总和 华熙生物冲科创板被指“狮子大开口”,北京商报网
2666,2019-04-16,佰仁医疗闯关科创板：5项产品填补国内空白之下 行业能否成为“助力”？,格隆汇
2667,2019-04-16,玻尿酸独木难支 华熙生物网红路求变,北京商报
2668,2019-04-15,华熙生物冲击科创板募投项目总金额31.54亿元 依托两大技术平台打造全产业链,和讯
2669,2019-04-15,华熙生物闯关科创板：玻尿酸龙头 科研成色“不足”,新浪
2670,2019-04-11,科创板受理企业透析｜华熙生物：故宫口红制造商拟融资31亿,澎湃新闻
2671,2019-04-11,【科创板】医美龙头华熙生物港交所退市后闯上海科创板,经济通
2672,2019-04-11,华熙生物获科创板准考证,北京商报
2673,2019-04-10,“故宫口红”生产商华熙生物科创板上市申请获受理,中证网
2674,2019-04-10,港股退市后 华熙生物冲刺科创板IPO募资31亿元、担心商誉减值,资本邦
2675,2019-04-10,5家企业科创板上市申请今日获受理 总数达62家,中财网
2676,2019-04-10,上交所新增受理5家公司科创板IPO申请 被问询企业达16家,中国网
