,2021-12-31,中国CXO行业跟踪报告,周观宇论
2011,2019-12-02,深交所：深证成指将更换28只样本股，调入青农商行、康龙化成等股票，调出沧州明珠、达华智能等股票；创业板指将更换10只样本,金十数据
2012,2019-12-02,【增减持】康龙化成(03759.HK)获WellingtonManagementGroup增持86.38万股,格隆汇
2013,2019-11-29,医药生物指数跳水，通化东宝、安图生物跌超5%,Wind
2014,2019-11-28,中华通证券名单将纳入康龙化成（03759），12月23日起生效,智通财经
2015,2019-11-28,港交所：12月23日起，康龙化成将加入中华通证券名单,Wind
2016,2019-11-28,11月28日港股收评数据提供：利弗莫尔证券,腾讯网
2017,2019-11-28,康龙化成今日上市 股价高开10%,资本邦
2018,2019-11-28,康龙化成(300759.SZ)今日正式登陆港交所,格隆汇
2019,2019-11-28,康龙化成：公司H股28日在香港联交所主板挂牌并上市交易,中证网
2020,2019-11-28,午间公告：丽珠集团产品纳入医保目录；康龙化成H股挂牌交易,e公司
2021,2019-11-28,【行情】港股药品板块短线上扬，跌幅缩窄至1%，新股康龙化成（03759.HK）涨10%，福森药业（01652.HK）涨4,金十数据
2022,2019-11-28,新股首日 | 康龙化成(03759)首日挂牌 早盘涨10%,智通财经
2023,2019-11-28,新股首日|两新股首挂大涨，康龙化成高开10%,富途证券
2024,2019-11-28,【异动股】新股康龙化成(03759-HK)交投活跃近7.5亿港元升10%,财华社
2025,2019-11-28,港股开盘(11.28)︱恒指跌0.71%报26763点 康龙化成(03759)首日挂牌高开10%,智通财经
2026,2019-11-28,康龙化成(03759.HK)首日挂牌高开10%，报价43.45港元,格隆汇
2027,2019-11-27,【IPO追踪】康龙化成(03759-HK)暗盘收42.65港元升7.97%,财华社
2028,2019-11-27,暗盘情报|康龙化成高开3.8%，开盘2分钟成交额破千万,富途证券
2029,2019-11-27,暗盘情报|康龙化成收涨8.1%，每手赚250港元,富途证券
2030,2019-11-27,新股暗盘 | 康龙化成(03759)暗盘收涨8.48% 每手赚335港元,智通财经
2031,2019-11-27,IPO日报|康龙化成公开发售超购约114倍，明日登陆港股；爱玛科技回应IPO前遭遇专利诉讼；新加坡物流商三次闯关港交所,格隆汇
2032,2019-11-27,两新股将于明日上市 捷隆控股暗盘涨21%康龙化成涨7%,新浪
2033,2019-11-27,新股暗盘 | 暗盘盘初康龙化成(03759)涨超8%，捷隆(01425)涨超27%,智通财经
2034,2019-11-27,新股暗盘 | 康龙化成(3759.HK)暗盘段涨逾5%,格隆汇
2035,2019-11-27,配售结果 | 康龙化成(03759)一手中签率100% 最终定价39.5港元,智通财经
2036,2019-11-27,康龙化成(300759.SZ)：香港IPO定价每股39.5港元 预期筹资约43.44亿港元,格隆汇
2037,2019-11-27,康龙化成H股发行成功 融资43.44亿港元,上证报
2038,2019-11-27,康龙化成全球发售募资净额43.44亿港元,资本邦
2039,2019-11-27,新股定价|康龙化成获114.23倍认购，上限定价39.5港元,富途证券
2040,2019-11-27,康龙化成：香港公开发售获114倍认购 11月28日上市,新浪
2041,2019-11-27,【IPO追踪】康龙化成(03759-HK)超购113.23倍上限定价,财华社
2042,2019-11-27,新股公告 | 康龙化成(03759)以上限定价 公开发售超购逾113倍,智通财经
2043,2019-11-27,康龙化成(03759.HK)公开发售超购约114.23倍 预期11月28日上市,格隆汇
2044,2019-11-24,华南大型民办高等教育及职业教育集团,富途证券
2045,2019-11-22,经开区上市公司前三季业绩向好,北京商报
2046,2019-11-21,成都先导业绩靠政府补助实控人英籍 去年3成员工离职 员工变动,中国经济网
2047,2019-11-20,阿里超购不足5倍 康龙化成超购40倍孖展额比阿里还高,新浪
2048,2019-11-19,上市不到一年涨404%，康龙化成来港股上市了,格隆汇
2049,2019-11-19,康龙化成(03759.HK)收款银行指定分行暂停营业,格隆汇
2050,2019-11-18,【民生医药|周报】外包行业11/19：全球化拓展背景下，医药外包A+H或成常态,杏林建研
2051,2019-11-15,安信国际 | 医药CRO巨头康龙化成H股招股一览,安信国际
2052,2019-11-14,【民生医药|跟踪点评】康龙化成：读H股招股书，2020-21年盈利能力或再提升,杏林建研
2053,2019-11-14,康龙化成(03759)拟发行1.17亿股 预期11月28日上市,智通财经
2054,2019-11-14,康龙化成(03759.HK)11月14日-11月20日招股 预期11月28日上市,格隆汇
2055,2019-11-12,【方正医药】 康龙化成：盈利能力持续提升，净利润增速超预期,方正证券研究
2056,2019-11-12,又一家A+H的CRO，康龙化成有哪三大看点？,财华社
2057,2019-11-12,康龙化成香港IPO寻求筹资不超过5.88亿美元,Wind
2058,2019-11-12,祝贺证券行业优秀案例在2019年度产业金融国际优秀案例活动中获奖,中证协
2059,2019-11-11,11月11日A股龙虎榜揭秘，机构抛售7股,Wind
2060,2019-11-11,康龙化成龙虎榜数据（11月11日）,Wind
2061,2019-11-11,康龙化成龙虎榜：五家机构买入4367万元 四家机构卖出6877万元,e公司
2062,2019-11-11,康龙化成尾盘跌停，机构产生分歧,Wind
2063,2019-11-05,早报|凌晨，罗永浩婉拒币圈邀请：发币我自己也会；最高可打5.5折!高铁动车票价将调整；丰田召回部分进口汽车,格隆汇
2064,2019-11-04,康龙化成(300759.SZ)通过港交所上市聆讯,格隆汇
2065,2019-11-04,午间公告：诚迈科技提示风险，称没有直接参与华为鸿蒙系统建设,Wind
2066,2019-10-29,10月30日上市公司重要公告集锦：华鑫股份终止受让华鑫期货100%股权,证券日报
2067,2019-10-29,康龙化成：发行H股获证监会核准,Wind
2068,2019-10-29,康龙化成(300759.SZ)赴港IPO获中证监批复,格隆汇
2069,2019-10-29,日常消费品：大消费板块出现分化行情 科技概念股现涨停潮,东莞证券
2070,2019-10-28,“莆田系”美迪西登陆科创板 研发不足能否搭上CRO东风？,投资者报
2071,2019-10-26,【民生医药|季报点评】康龙化成：Q3盈利能力加速提升，上调评级,杏林建研
2072,2019-10-26,康龙化成：盈利能力持续提升 增持评级,安信证券
2073,2019-10-25,康龙化成(300759.SZ)：第三季度净利润1.67亿元 同比增长54.59%,格隆汇
2074,2019-10-25,康龙化成：前三季度净利润同比增46.25%,Wind
2075,2019-10-24,【民生医药】医药生物2019年三季报总结：基本面进入值得期待的新周期,杏林建研
2076,2019-10-22,【民生医药|周报】10/28：三季报行情步入尾声，持续看好创新药及其产业链,杏林建研
2077,2019-10-22,高位股补跌 情绪进入冰点 准备抄底,金融界
2078,2019-10-19,一致性评价提速催热CRO 美迪西冲科创板潜力待考,华夏时报
2079,2019-10-16,【方正医药】 康龙化成：盈利能力持续提升，净利润增速超预期,方正证券研究
2080,2019-10-15,康龙化成(300759.SZ)：第三季度净利预增42%-62%,格隆汇
2081,2019-10-15,部分CRO&CDMO三季度业绩预告出炉，业绩分化明显 盈利能力下降,格隆汇
2082,2019-10-15,【康龙化成】19Q3预告点评：业绩显著超预期，协同效应效果显著,医心医意要健康
2083,2019-10-14,【民生医药|季报点评】康龙化成：协同效应驱动弹性释放，业绩加速有望持续,杏林建研
2084,2019-10-13,【科创言新】科创板指数暂缓推出 下周发行再井喷（2019.10.13丨第16期）,东吴财经通
2085,2019-10-09,【民生医药|周报】10/14：生物药和外包板块表现优异，关注业绩高增长标的,杏林建研
2086,2019-09-24,9月24日A股龙虎榜揭秘，机构抛售15股,Wind
2087,2019-09-24,康龙化成龙虎榜数据（9月24日）,Wind
2088,2019-09-24,创新药企康龙化成今日强势涨停，机构实力游资集体买入,Wind
2089,2019-09-16,“A+H”又添一股，曾上市连获13个涨停板,格隆汇
2090,2019-09-12,多次举牌渐成常态！长袖善舞，这边风景独好,Wind
2091,2019-09-07,医药行业业绩靓丽 把握政策免疫与基本面改善机会,巨丰财经
2092,2019-09-07,下周主流机构最看好的板块个股,都市快报
2093,2019-09-04,【民生医药|周报】外包行业09/09：创新药申报高景气，关注CMO产能转移趋势,杏林建研
2094,2019-09-04,富途证券：回看生物科技2019H1：是“大”时代？还是“新”时代？,证券之星
2095,2019-09-04,【民生医药|公司深度】药明康德：医药外包龙头从β到α的路径展望,微信
2096,2019-09-04,医药外包深度：【民生医药|行业深度】中国市场红利逻辑下，医药外包公司弹性不一样,微信
2097,2019-09-04,【民生医药|公司深度】康龙化成：能力边界突破、规模性逐步体现的全球化CRO公司,微信
2098,2019-09-01,【民生医药|周报】09/09：政策影响钝化，二线公司关注度提升,微信
2099,2019-08-29,毛利率相差近10个百分点，康龙化成冲刺H股，对标药明康德有多大压力？,财华社
2100,2019-08-28,康龙化成递交港股上市申请！CRO行业或将再添一家“A+H”,动脉网
2101,2019-08-28,IPO日报|中式餐饮企业九毛九递交港股上市申请；医药研发服务平台康龙化成冲刺A+H；工品一号完成亿元B轮融资,格隆汇
2102,2019-08-27,继A股上市7个月后，康龙化成（300759.SZ）赴港IPO,格隆汇
2103,2019-08-27,康龙化成赴港IPO，2018年收益近30亿元,格隆汇
2104,2019-08-26,康龙化成：发行H股申请材料获中国证监会受理,e公司
2105,2019-08-26,康龙化成：发行境外上市外资股事项获证监会受理,Wind
2106,2019-08-26,【川财研究所*四季度展望】医药生物：板块迎来估值切换，关注四季度业绩优异个股,川财研究
2107,2019-08-26,社保基金新入63股，重点布局电子和医药股,Wind
2108,2019-08-20,"康龙化成:中报业绩增长稳健,协同效应贡献弹性",上海证券
2109,2019-08-19,"康龙化成:盈利能力提升,业绩高增长",安信证券
2110,2019-08-18,机构评级榜：16股最受关注 机构集体推荐,证券时报
2111,2019-08-17,增持明显 基金淘金绩优中小股,金融投资报
2112,2019-08-16,机构逆势追涨康龙化成 易尚展示继续击鼓传花,南方财经网
2113,2019-08-15,【康龙化成】19H1中报：业绩稳健较高增长，全流程布局稳扎稳打,医心医意要健康
2114,2019-08-15,康龙化成(300759.SZ)拟授予激励对象权益总计565.1359万份,格隆汇
2115,2019-08-15,康龙化成2019年上半年盈利1.6亿 收入规模不断扩大,挖贝网
2116,2019-08-15,康龙化成(300759.SZ)发布半年报 净利润升38.51%至1.61亿元,格隆汇
2117,2019-08-15,康龙化成：上半年净利润同比增38.51%,Wind
2118,2019-08-14,【中投早知道】2019-08-15,赢家之星
2119,2019-08-14,8月14日A股龙虎榜揭秘，机构最青睐5股,Wind
2120,2019-08-14,康龙化成龙虎榜数据（8月14日）,Wind
2121,2019-08-14,次新股康龙化成放量涨停，4机构买入1.18亿元,Wind
2122,2019-08-14,涨停板解密：三板块个股火爆上涨！（8月14日）,Wind
2123,2019-08-14,医药股集体走强：康龙化成等6股涨停 科创板微芯生物大涨17%,金融界
2124,2019-08-14,快讯：医药板块异动 广生堂、康龙化成涨停,新浪
2125,2019-07-31,【康龙化成】公告点评：激励计划力度较大，H股上市稳步推进,医心医意要健康
2126,2019-07-30,康龙化成董事会审议通过H股上市系列议案,中证网
2127,2019-07-30,午间公告：光线传媒目前来源于《哪吒》营收约为2.03亿至2.43亿,Wind
2128,2019-07-24,康龙化成：控股子公司南京思睿暂无科创板上市计划,Wind
2129,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
2130,2019-07-17,【中信建投医药】科创板系列研究之成都先导：DNA 编码化合物库为核心的研发型特色CRO,菊颖医药观察
2131,2019-07-17,成都先导九成营收来自海外 坏账政策较可比公司宽松,新浪
2132,2019-07-14,【康龙化成】19H1预告点评：业绩预告符合预期，业务间协同效应显著,医心医意要健康
2133,2019-07-12,康龙化成：预计上半年净利润同比增长28%~43%,Wind
2134,2019-07-12,康龙化成2019年上半年净利1.5亿–1.7亿 同比增长28%-43%,挖贝网
2135,2019-07-02,【中信建投医药】医药外包研究回顾,菊颖医药观察
2136,2019-07-01,康龙化成(300759.SZ)将每10股派1.1元 股权登记日7月5日,格隆汇
2137,2019-06-21,医疗保健：谨慎而不悲观 规避政策风险,联讯证券
2138,2019-06-08,【CRO?深度系列二】内资药企需求高增长，助力CRO产业第三波浪潮 |【光大医药】,医心医意要健康
2139,2019-06-05,31股获券商买入评级 天赐材料目标涨幅达61.11%,Wind
2140,2019-05-19,中期策略外发，寻找行业结构优化进程中高景气成长细分的确定性,国医盛视
2141,2019-05-17,莆田系美迪西改道科创板 加拿大绿卡董事长5登老赖榜,中国经济网
2142,2019-05-05,【国盛医药张金洋团队】年报季报验证医药从野蛮扩张到结构优化，继续推荐医药流通,国医盛视
2143,2019-04-28,康龙化成：一季度净利润同比增33.24%,Wind
2144,2019-04-28,【国盛医药张金洋团队】详解2019Q1机构医药持仓，继续推荐医药流通,国医盛视
2145,2019-04-23,招兵买马谋扩张 美迪西冲刺科创板,中证报
2146,2019-04-22,医疗保健：医保目录调整方案发布 荐6股,长城证券
2147,2019-04-19,康龙化成发布上市后首份年报 增速放缓 将打造大分子平台,健康界
2148,2019-04-19,"渤海证券：将康龙化成评级调低为""增持""",Wind
2149,2019-04-19,康龙化成去年净利3.39亿元 同比增长47% 董事长Boliang Lou年薪为291万元,挖贝网
2150,2019-04-18,康龙化成(300759.SZ)2018年净利润升46.94%至3.39亿元 拟10派1.1元,格隆汇
2151,2019-04-18,康龙化成：2018年净利润同比增46.94%,Wind
2152,2019-04-18,康龙化成：2018年净利同比增47% 拟10派1.1元,e公司
2153,2019-04-15,医疗保健：关注创新题材与业绩估值高性价比个股 荐10股,东兴证券
2154,2019-04-14,美迪西：行业领先的一体化临床前CRO,新浪
2155,2019-04-11,【科创板大阅兵】多家A股药企是客户，美迪西研发人员占总员工81%，还在招兵买马！,e公司
2156,2019-04-09,康龙化成：预计一季度净利润同比增长15.00%-45.00%,Wind
2157,2019-04-08,【中信建投医药】科创板系列研究之美迪西： 行业领先的一体化临床前CRO,菊颖医药观察
