,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
1990,2019-08-12,芯片概念股强势 卓胜微、圣邦股份等创历史新高,证券时报网
1991,2019-08-08,快讯：次新股发力 卓胜微涨停再创新高,新浪
1992,2019-08-08,近端次新股走强 卓胜微涨停再创新高大胜达地天板,金融界
1993,2019-08-08,次新股午前走高，龙头卓胜微涨停,Wind
1994,2019-08-07,科创板回调 次新股逆市走强,财富动力网
1995,2019-08-07,"通信行业周报:峥嵘半载,华为如何坚定前行",申万宏源
1996,2019-08-03,8月十大金股,金融界
1997,2019-08-01,8月有没有赚钱机会？从机构调研中寻答案！,红周刊
1998,2019-08-01,机构密集调研上市公司 5G等行业龙头被“踏破门槛”,中证报
1999,2019-07-31,5G概念公司被“踏破门槛”，7月机构扎堆调研了这些公司,Wind
2000,2019-07-31,半年报业绩高增长，这些股票开启月线连涨模式（名单）,证券时报
2001,2019-07-31,券商本月调研219家公司超800次，化工、电子行业最受关注,证券日报
2002,2019-07-31,券商本月调研219家公司超800次 化工、电子行业最受关注,证券日报
2003,2019-07-25,东吴证券：卓胜微买入评级,东吴证券
2004,2019-07-25,43股获券商买入评级 安徽水利目标涨幅达64.32%,Wind
2005,2019-07-25,机构游资逢低抢筹 10只股受资金青睐,财富动力网
2006,2019-07-24,7月A股首发过会率71.43% 掘金中报优质新股及次新股,大众证券报
2007,2019-07-24,有“妖”气！7连板、地天板来袭，做多热情回升,Wind
2008,2019-07-24,卓胜微：创新驱动的射频芯片领导者，充分受益5G和国产替代,证券时报网
2009,2019-07-24,5G射频领域的投资机会,和讯
2010,2019-07-24,行业景气度回升，半导体板块凸显高弹性,Wind
2011,2019-07-22,半导体、电子设备：科技股的黄金年代 荐39股,国盛证券
2012,2019-07-20,科创板最全交易手册来了哪只会涨最猛,中财网
2013,2019-07-19,科创板首发25股上市在即！哪只会涨最猛？哪些是游资最爱？,券商中国
2014,2019-07-19,21股机构预测上涨空间翻倍,证券时报
2015,2019-07-18,47股获券商买入评级 中际旭创目标涨幅达53.79%,Wind
2016,2019-07-18,上海嘉善路独大华映科技 中信出版现机构资金分歧,财富动力网
2017,2019-07-18,机构在观望 游资扛起炒作大旗,金融投资报
2018,2019-07-17,7月17日A股龙虎榜揭秘，机构抛售3股,Wind
2019,2019-07-17,17日4只个股出现机构身影，有1只股票呈现机构净买入,第一财经
2020,2019-07-17,龙虎榜：机构高位抢筹卓胜微 一线游资频繁进军中国卫通,第一财经
2021,2019-07-17,A股早报2019年7月17日星期三,Wind
2022,2019-07-17,杭州游资主封澄星股份 机构资金青睐卓胜微,财富动力网
2023,2019-07-17,主力资金连续11日净流出 北向资金恢复净流入,证券时报
2024,2019-07-16,7月16日A股龙虎榜揭秘，机构抢筹1股,Wind
2025,2019-07-16,"西南证券：将卓胜微评级调高为""买入""",Wind
2026,2019-07-16,卓胜微涨停收获二连板，机构抱团扫货超六千万，实力游资撤离,第一财经
2027,2019-07-16,次新股卓胜微今日再涨停并创新高，中信证券上海分公司卖出9465万元,Wind
2028,2019-07-16,科创板可化解商誉减值压力？有股东拆分项目单独上市,每日经济新闻
2029,2019-07-16,西南证券：上调卓胜微评级至买入,Wind
2030,2019-07-16,A股异动 | 卓胜微连续2日涨停 料上半年净利增112.59%至122.64%,格隆汇
2031,2019-07-16,上调评级至买入策略选股（7月16日）,Wind
2032,2019-07-16,券商首次关注8股并给予买入评级（7月16日）,Wind
2033,2019-07-16,A股早报2019年7月16日星期二,Wind
2034,2019-07-16,本周6只新股申购！这只新股20天赚了8万多，服气不,中证报
2035,2019-07-16,锦浪科技等6股刚上市业绩即“变脸” 盈利能力下降,北京商报
2036,2019-07-15,7月15日A股龙虎榜揭秘，机构最青睐7股,Wind
2037,2019-07-15,半导体行业：国产替代加持几个信号彰示半导体底部拐点出现,天风证券
2038,2019-07-15,涨停板解密：资金抢筹，软件股全面火爆！（7月15日）,Wind
2039,2019-07-15,中报净利预计同比增112.59% 卓胜微涨停股价站上200元关口,金融界
2040,2019-07-15,"卓胜微:年报业绩超预期,新产品新客户持续拓展",东北证券
2041,2019-07-14,【国金电子】卓胜微：新产品放量，二季度业绩大幅增长,国金电子研究
2042,2019-07-14,产品销量及收入双开花 卓胜微上市首个半年度净利预增超1.1倍,证券日报
2043,2019-07-13,卓胜微2019年上半年净利1.48亿–1.55亿 产品销售数量和销售收入快速增长,挖贝网
2044,2019-07-12,卓胜微(300782.SZ)上半年净利润预增112.59%-122.64%,格隆汇
2045,2019-07-12,胜微预计2019上半年盈利同比增112.59%-122.64%,资本邦
2046,2019-07-12,卓胜微：预计上半年净利润同比增长1.13倍~1.23倍,Wind
2047,2019-07-12,卓胜微：预计上半年净利增长112.59%-122.64%,Wind
2048,2019-07-11,机构无畏接盘次新卓胜微 游资布局中报景气酿酒股,南方财经网
2049,2019-07-10,券商首次关注3股并给予买入评级（7月10日）,Wind
2050,2019-07-10,39股获券商买入评级 天邦股份目标涨幅达74.56%,Wind
2051,2019-07-09,7月9日A股龙虎榜揭秘，机构净卖出10股,Wind
2052,2019-07-09,【中信建投电子】卓胜微-公司深度报告：本土射频前端翘楚，乘5G与国产替代东风启航,中信建投电子研究
2053,2019-07-09,A股早报2019年7月9日星期二,Wind
2054,2019-07-09,【国金晨讯精选】卓胜微，杰瑞股份，苏宁易购,国金证券研究所
2055,2019-07-09,卓胜微130人一年创造1.62亿净利 年人均研发支出近百万,长江商报
2056,2019-07-08,7月8日A股龙虎榜揭秘，机构最青睐5股,Wind
2057,2019-07-08,机构买入卓胜微等4股，抛售金科股份3295万元 股票卖空,第一财经
2058,2019-07-08,卓胜微(300782)：15日飚涨337%，新晋创业板“股王”能坐多久？,格隆汇
2059,2019-07-08,卓胜微龙虎榜数据（7月8日）,Wind
2060,2019-07-08,卓胜微：连续大涨股价异动，公司滚动市盈率明显高于行业平均值,Wind
2061,2019-07-08,21早新闻丨新城控股上半年销售业绩公布，遭两律师举报涉嫌证券违规,21世纪经济报道
2062,2019-07-08,下周A股，科创板打新盛宴，大盘会出拐点吗？,中金在线
2063,2019-07-07,科创板来了！爆涨将至！这份赚钱名单一定要收好,金融界
2064,2019-07-07,14天14个涨停板，创业板新“股王”诞生！,中证报
2065,2019-07-07,两市共有93只个股连涨3日以上，卓胜微连涨13日涨幅245.18%,Wind
2066,2019-07-07,业绩预警！这些股中报业绩大幅下滑 10股预亏超亿元 预亏,证券时报
2067,2019-07-06,新城控股暴雷引机构恐慌 游资转战小盘股看空后市,南方财经网
2068,2019-07-05,涨停板解密：四大板块率先上攻！（7月5日）,Wind
2069,2019-07-05,这只国产5G股13连板，市值猛涨至175亿，3实控人中俩美籍,搜狐
2070,2019-07-05,龙虎榜：四机构巨资封板卓胜微，游资使用独立通道出逃新城控股,第一财经
2071,2019-07-05,次新股早盘持续走强 卓胜微等涨停,中国经济网
2072,2019-07-05,券商首次关注4股并给予买入评级（7月5日）,Wind
2073,2019-07-04,7月4日A股龙虎榜揭秘，机构最青睐3股,Wind
2074,2019-07-04,7月4日深市创业板活跃股公开信息,深交所
2075,2019-07-04,新股卓胜微涨停换手率高达44%，机构资金大举加仓,第一财经
2076,2019-07-04,次新股卓胜微今日继续涨停，四机构席位买入3.26亿元,Wind
2077,2019-07-04,今日异动数据：多路资金博弈开板次新股卓胜微 次新开板后有哪三大特点？,第一财经
2078,2019-07-03,卓胜微，5G射频第一股,半导体风向标
2079,2019-07-03,卓胜微：连续涨停股价异动，无应披露而未披露事项,Wind
2080,2019-07-03,新股卓胜微今日首次开板，中信证券北京总部买入1.96亿元,Wind
2081,2019-07-03,卓胜微首次打开一字涨停 累计上涨310.8%,每日经济新闻
2082,2019-07-03,卓胜微：射频稀缺标的，5G助力腾飞,证券时报网
2083,2019-07-03,卓胜微仅130员工上市狂募9亿 3个实控人2个美国国籍,中国经济网
2084,2019-07-03,A股早报2019年7月3日星期三,Wind
2085,2019-07-02,涨停板解密：“两船”概念股纷纷受资金青睐！（7月2日）,Wind
2086,2019-07-01,卓胜微：躬耕射频芯片研制 与时代共振 携5G齐飞,证券时报网
2087,2019-06-30,197只个股连续上涨3日及3日以上,Wind
2088,2019-06-28,卓胜微龙虎榜数据（6月28日）,Wind
2089,2019-06-27,射频前端国产替代需求强烈 卓胜微导入新产品提高三星市场份额,e公司
2090,2019-06-27,涨停板解密：电子板块再度火热爆发！（6月27日）,Wind
2091,2019-06-26,42股今日获机构买入评级（附股）,证券时报
2092,2019-06-26,A股早报2019年6月26日星期三,Wind
2093,2019-06-25,6月25日A股龙虎榜揭秘，机构净卖出10股,Wind
2094,2019-06-25,机构买入评级股揭秘：14股最大上涨空间超20%,证券时报
2095,2019-06-25,卓胜微：躬耕射频芯片研制，与时代共振，携5G齐飞,证券时报网
2096,2019-06-22,国产射频芯片设计龙头 卓胜微正式登陆创业板,红周刊
2097,2019-06-21,新股卓胜微：连续涨停股价异动，无应披露而未披露事项,Wind
2098,2019-06-20,卓胜微：射频领域集成电路领军者今日成功挂牌上市,证券网
2099,2019-06-19,快讯：半导体板块表现抢眼 卓胜微等多股封涨停,新浪
2100,2019-06-18,创业板第一高价股盘中大跌8%！发生了什么？,中证报
2101,2019-06-18,大国重器半导体│从射频开关到滤波器，“射频第一股”卓胜微的“掘金之路”,财华社
2102,2019-06-18,上市即大涨44%，一图读懂卓胜微发展大事件,搜狐
2103,2019-06-18,5G已来 卓胜微上市吸血逾4亿开发或将淘汰技术,电鳗快报
2104,2019-06-18,卓胜微在深交所上市,深交所
2105,2019-06-18,新股发行与上市一览（6月18日）,Wind
2106,2019-06-18,东北证券【新股】中国卫通和环境转债申购，卓胜微上市,东北证券金融世界
2107,2019-06-18,47家公司本周合计解禁26.61亿股 解禁,中证报
2108,2019-06-17,卓胜微6月18日上市定位分析,金融界
2109,2019-06-16,卓胜微：2019年半年度业绩报告预告,深交所
2110,2019-06-11,卓胜微IPO新股认购情况：网上网下投资者共弃购9万股,挖贝网
2111,2019-06-06,[快讯]新股中签结果：卓胜微公布中签号,中财网
2112,2019-06-05,卓胜微IPO：网上中签号码共4.5万个 网下10名投资者未参与申购,挖贝网
2113,2019-06-05,发红包了！卓胜微中签号出炉 你中了吗？,每日经济新闻
2114,2019-06-05,卓胜微网上中签号出炉，共4.5万个,e公司
2115,2019-06-05,兑奖了！卓胜微中签号出炉,Wind
2116,2019-06-04,卓胜微：中签率0.0281%,Wind
2117,2019-06-04,今日新股申购：卓胜微、国茂股份,中国经济网
2118,2019-06-04,今日新股：国茂股份和卓胜微,德邦证券微资讯
2119,2019-06-04,【今日新股】卓胜微（300782）国茂股份（732915）,联讯金融
2120,2019-06-04,A股早报2019年6月4日星期二,Wind
2121,2019-06-04,卓胜微和国茂股份今日申购指南,证券之星
2122,2019-06-04,IPO新动向：5月过会率100%,北京商报
2123,2019-06-03,明日新股：卓胜微、国茂股份,股涨通
2124,2019-06-03,[路演]卓胜微保荐人：客户包括三星、小米、华为、OPPO和VIVO等,全景网
2125,2019-06-03,[路演]卓胜微：会进一步加强与小米的合作 拓展业务,全景网
2126,2019-06-03,【新时代中小盘 孙金钜团队】次新股说：卓胜微值得重点追踪,新时代证券研究
2127,2019-06-03,江苏卓胜微电子：计划发行2500万股新股，预计6月4日在深交所挂牌交易,Wind
2128,2019-06-01,卓胜微(300782) 申购代码300782 申购日期6.4,红周刊
2129,2019-05-28,申万宏源：本批建议持续关注卓胜微,申万宏源
2130,2019-05-27,卓胜微披露招股书拟于近期在深市发行新股并上市,深交所
2131,2019-05-27,冲A！卓胜微拟IPO 拟6月4日申购新股,中金在线
2132,2019-05-27,本周一只新股申购 神马电力、移远通信IPO上会,金融界
2133,2019-05-24,证监会核发国茂股份、西麦食品、卓胜微3家公司IPO批文,挖贝网
2134,2019-05-24,证监会今日核发3家企业IPO批文，未披露筹资金额,Wind
2135,2019-05-17,关联人多涉及高管亲属 卓胜微关联方资金拆借纷繁复杂,大众证券报
2136,2019-05-17,发审3过3，近一个月来发审通过率达100%！,企业成长智库
2137,2019-05-17,中金发审会专场 一天3家IPO全部过会！解密中金千人投行团队,券商中国
2138,2019-05-16,三只松鼠、海油发展、卓胜微等三家企业首发过会,第一财经
2139,2019-05-16,证监会：三只松鼠、卓胜微、海油发展首发申请均获通过,Wind
2140,2019-05-16,5月16日：三只松鼠等3家公司均过会 中金公司成背后大赢家,挖贝网
2141,2019-05-16,卓胜微IPO过会：三星、小米为前两大客户 近年主营产品单价下滑,挖贝网
2142,2019-05-16,投行人士：三只松鼠等3家企业首发过会,Wind
2143,2019-05-15,卓胜微六成收入靠三星，研发投入低于同行，能否在发审委火眼金睛下过关？,IPO日报
2144,2019-05-10,5月16日：三只松鼠、中海油、卓胜微3家公司IPO上会,挖贝网
2145,2019-05-10,证监会：三只松鼠等3家公司将于5月16日首发上会,Wind
2146,2019-05-05,二、久违的科技股大跌,富途牛牛
2147,2019-04-16,【华西电子孙远峰团队-深天马A*深度】中小显示创新加速，多维发力再领趋势,远峰电子
2148,2019-03-15,五大指标全息投影 231家拟IPO公司中究竟有多少英雄好汉？,投资时报
2149,2019-03-11,"电子行业:科创板叠加增值税减税,自主可控仍是大方向",证券之星
2150,2019-02-01,国金证券电子2019年度策略：5G时代来临，2019电子行业有望否极泰来,国金证券研究所
2151,2018-10-10,国产芯片·大阅兵,半导体风向标
2152,2018-09-20,卓胜微IPO：申报前匆匆确定实际控制人 产品未上市已成为三星供应商,财经网
