,2021-12-31,400余药企研发人员已超16.7万，研发速度不断提升,--
3411,2018-05-10,[增持评级]医药生物行业周报：优选基层和服务能力出色的医药批发商 继续紧握高景气龙头,中财网
3412,2018-05-10,重磅！海南博鳌再获大尺度开放牌 这些股将直接受益,中财网
3413,2018-05-09,今日盘中突破年线个股,证券时报网
3414,2018-05-09,[优于大势评级]医药生物行业深度报告：行业持续改善 18Q1迎来小爆发,中财网
3415,2018-05-09,[推荐评级]医药行业周报：继续看好 建议加配二线细分龙头,中财网
3416,2018-05-08,2017年广告费排行榜TOP500：64家药企上榜,制药网
3417,2018-05-08,医药板块持续活跃近10股涨停 新光药业6天5板领衔,金融界
3418,2018-05-08,“第三方”势力抢滩药品配送 医药物流市场硝烟正起,中国医药报
3419,2018-05-08,业绩表现优良 健康中国概念获资金青睐,中证报
3420,2018-05-08,[买入评级]上海医药(601607)季报点评：工业增速略超预期 商业有望迎来转折,中财网
3421,2018-05-08,"睿智投资｜创美药业(2289 HK, 未评级) - 佛山物流中心调研纪要",招银国际
3422,2018-05-08,基层医疗市场厮杀加剧 九州通面临夹击,时代周报
3423,2018-05-08,利好共振激活健康中国板块 机构新进增持15只概念股,证券日报
3424,2018-05-07,[买入评级]上海医药(601607)公告点评：收入增长9.8% 工业板块表现突出,中财网
3425,2018-05-07,[增持评级]医药生物行业周报：行业分化、集中度提升明显 紧握高景气龙头,中财网
3426,2018-05-07,医药生物行业：全行业景气度回升继续推荐优质成长股,顶尖财经网
3427,2018-05-07,[买入评级]上海医药(601607)季报点评：主业稳健增长 整合发挥集团优势,中财网
3428,2018-05-07,[谨慎推荐评级]上海医药(601607)一季报点评：利润增速受参股企业拖累 公司工、商业业绩超预期,中财网
3429,2018-05-07,[买入评级]上海医药(601607)一季报点评：医药工业快速增长 医药商业盈利能力进一步提升,中财网
3430,2018-05-07,申万宏源：医药生物全行业景气度回升,中证网
3431,2018-05-04,上海医药一季度工业收入实现超30%增长,新华网
3432,2018-05-04,A股公司研发投入首破5000亿 科技类企业出手最大方,证券时报
3433,2018-05-04,32家医药生物公司毛利率超80%超七成公司销售费用过亿元,顶尖财经网
3434,2018-05-03,联邦制药涨半成近七年高 大华继显续吁买,新浪
3435,2018-05-03,创新研发是医药行业主旋律 13家药企研发投入额同比翻倍,21世纪经济报道
3436,2018-05-02,上海医药：抗癌药新政施行 公司相关品种有望进一步实现销售增长,证券时报
3437,2018-05-02,医疗保健行业热点速评：互联网医疗+肿瘤降税 政策频出利好医药板块,中财网
3438,2018-05-02,中金医药月度7+5组合：5月组合,中财网
3439,2018-05-02,药房托管，这些药企都来抢了！,医药网
3440,2018-05-02,医药生物行业：关注三大领域投资机会(附股),中投证券网
3441,2018-04-27,上海医药一季度净利10.2亿元 一致性评价备案数达143个,证券时报
3442,2018-04-27,上海医药(02607-HK)一季度净利10.2亿元 同比增2.07%,财华社
3443,2018-04-27,"凭借一致性评价,上海医药有望实现弯道超车",苏南网
3444,2018-04-27,上海医药：一季度净利润同比增2.07%,Wind
3445,2018-04-27,医药概念股早盘全线爆发 白云山涨停,中国经济网
3446,2018-04-27,中投证券：动荡之中建议关注医药生物细分领域龙头白马,中投证券网
3447,2018-04-27,医药生物行业：关注三大领域投资机会,北京晨报
3448,2018-04-27,医药生物行业:关注一季报优异个股及商业板块,华安证券
3449,2018-04-26,融资客积极抢筹 计算机和电子成最爱,中证网
3450,2018-04-26,融资客逆市买入45只个股 计算机与电子类成最爱,证券日报
3451,2018-04-25,市场偏爱有加！医药股再度起飞 券商持续关注这些股,中财网
3452,2018-04-25,[推荐评级]医药行业周报：机构配置提升 性价比仍有优势,中财网
3453,2018-04-24,进口抗癌药零关税 哪些医药板块或将受益？,财富动力网
3454,2018-04-24,医药物流竞争或将趋于激烈 第三方物流企业竞相介入,股城网
3455,2018-04-23,国际创投郑婵：融产结合推动产业发展、创新 实现金融资本与产业资本有效对接,金融界
3456,2018-04-23,194家医药企业发布年报，成绩如何？,制药网
3457,2018-04-21,89亿！这18家创新药公司研发投入“下重注”，资深私募有两点建议,e公司
3458,2018-04-20,51家上市药企研发费用过亿元 14家研发费用占营收比超10%,证券日报
3459,2018-04-20,投资内参：4月20日证券市场要闻,中国网
3460,2018-04-20,42家药企销售费用占营收比超30%，13家上市药企广告费超研发费用,Wind
3461,2018-04-20,多家药企加大布局力度 DTP药房迎行业上升风口,大众证券报
3462,2018-04-19,中国医药行业企业集团十强名单公布 这几家你一定熟,制药网
3463,2018-04-19,看好中国 |健康中国 ——创新药机会依旧,巨丰财经
3464,2018-04-19,泰凌医药反弹4% 取得骨质疏松药星马泰等独家经营权,新浪
3465,2018-04-19,白马股闪崩告诉你一个真相：业绩波动酿大跌,顶尖财经网
3466,2018-04-18,抗癌药零关税 急需药加快进医保 四股可以持续关注,新华网
3467,2018-04-18,医药板块大幅回调 风险还是机会,中证报
3468,2018-04-17,[推荐评级]医药行业周报：理性解读政策 继续看好Q2行情,中财网
3469,2018-04-17,互联网+医疗健康政策将落地 互联网医疗概念股一览表,证券时报
3470,2018-04-17,[看好评级]医药生物行业2018年一季报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
3471,2018-04-17,医药生物行业周报:持续推荐创新药和医药商业,华安证券
3472,2018-04-16,[推荐评级]上海医药(601607)深度研究：国务院发布仿制药政策意见 加快进口替代利好上海医药,中财网
3473,2018-04-16,[增持评级]医药生物行业周报：市场调整是医药板块逐步布局的好时机,中财网
3474,2018-04-16,[强于大市评级]药交会思考系列(一)：新时代背景下医药零售的变革,中财网
3475,2018-04-15,[推荐评级]医药行业周报：医药板块涨幅举居前 继续坚持三条主线,中财网
3476,2018-04-15,市值2500亿股价累计涨90倍 恒瑞医药高估值怎么来的,新浪
3477,2018-04-13,进口抗癌药实现零关税！对医药上市公司意味着什么，哪些公司将受益,中金在线
3478,2018-04-13,机会情报：创新药进口上市或加快,中金网
3479,2018-04-13,进口抗癌药零关税谁将先受益？创新药加快进口将重塑用药格局,澎湃新闻
3480,2018-04-13,政策利好+业绩超预期 医药股显防御特征,金融界
3481,2018-04-13,节后融资客甩卖银行扫货新经济,大众证券报
3482,2018-04-13,医药股获资金追捧显防御本色 六股成摇钱树,证券之星
3483,2018-04-13,控制药占比致医药流通企业承压？专家称未来行业分化将进一步加剧,证券日报
3484,2018-04-13,医药股显防御本色 近八成医药公司一季报业绩预喜,金融界
3485,2018-04-12,“保壳”生死时速,中金在线
3486,2018-04-12,海正药业力避ST:研发支出资本化高 涉嫌提振短期收益,证券市场周刊
3487,2018-04-12,医药行业2018年一季度业绩前瞻,顶尖财经网
3488,2018-04-12,挂羊头卖狗肉？ 新华科技创新主题净值大幅下跌成谜,号外财经网
3489,2018-04-12,上海医药：4月11日融资余额为9.28亿元，较前一日骤增10.38%,Wind资讯
3490,2018-04-12,医疗保健行业热点速评：流通龙头公司业绩预警引发担忧 短期行业承压 期待下半年回暖,中财网
3491,2018-04-11,收评：恒指涨0.55% “三桶油”集体走高,中证网
3492,2018-04-11,[增持评级]医药板块2018年一季报业绩前瞻：高景气细分领域延续良好增长,中财网
3493,2018-04-11,港股医药股调整走弱 国药控股开盘跌近15%,证券时报网
3494,2018-04-10,[优于大势评级]医药商业行业深度报告：业绩峰回路转 行业整合加速,中财网
3495,2018-04-10,[买入评级]上海医药(601607)公司跟踪报告：联、合营企业拖累业绩 趋势向好,中财网
3496,2018-04-10,深度挖掘低估值公司的修复行情—以低估值为主的防御型策略,财通证券
3497,2018-04-10,[推荐评级]零售连锁药店行业定期报告：分级管理和电子处方试点加速处方外流,中财网
3498,2018-04-10,[增持评级]医药与健康护理行业专题报告：价值被低估 看多医药商业板块,中财网
3499,2018-04-10,社保基金连续三个季度持仓161只个股 解密布局策略,证券日报
3500,2018-04-10,"上海医药深度报告:商业受两票制影响将减弱,一致性评价推进助力工业发展",证券之星
3501,2018-04-09,北上资金逾40亿元抄底 家电股重回加仓视野,金融界
3502,2018-04-08,[推荐评级]医药生物行业点评报告：仿制药领域集中获益 一致性评价利好逐步兑现,中财网
3503,2018-04-08,[买入评级]医药生物行业跟踪：药店和高质量仿制药企业受益于国务院新政策,中财网
3504,2018-04-08,[推荐评级]医药行业重点公司2018年一季报业绩前瞻：聚焦一季报 关注创新+升级主线,中财网
3505,2018-04-08,[看好评级]医药行业事件点评：国务院仿制药政策点评：从仿制药大国走向仿制药强国,中财网
3506,2018-04-08,[推荐评级]医药行业2018年4月份投资月报暨Q2季度策略：创新+升级 从初春到盛夏,中财网
3507,2018-04-08,[买入评级]医药生物行业简评：仿制药产业沐春风 开启强国之路,中财网
3508,2018-04-06,外资药店进军中国路线图,医药网
3509,2018-04-04,绩优+创新！医药行业妖股频出，这两点值得一看,--
3510,2018-04-04,港股半日总结：恒指倒跌22点，腾讯偏软，医药股逆市扬,理财18
3511,2018-04-04,午评：恒指跌0.08%企稳30000点 医药股集体大涨,中证网
3512,2018-04-04,上海医药升幅扩至9% 内地将落实税收优惠,新浪
3513,2018-04-04,中药板块防御性凸显 低估值股或迎修复机会,中证网
3514,2018-04-04,仿制药政策框架明晰进口替代的大周期开启（附股）,顶尖财经网
3515,2018-04-04,国务院发文力促仿制药研发 进口替代大周期开启（附股）,中证网
3516,2018-04-04,医疗保健行业热点速评：国务院出台相关意见 进一步支持国产优质仿制药,中财网
3517,2018-04-04,中药板块逆市上涨防御性凸显 5只成长股被低估受关注,证券日报
3518,2018-04-03,安得医疗首次实现全国乡镇配送，京东物流助力企业开拓县域市场,东北网
3519,2018-04-02,中概股还值得投资吗？方三文：股市根本规律是永远上涨 优质公司是永创新高,财经网
3520,2018-04-02,股票型基金近七成跑赢大市 医药类主题表现最为出众,投资快报
3521,2018-04-01,社保基金新进及大幅加仓股名单曝光！这些股业绩翻倍有看头,证券时报
3522,2018-04-01,社保基金新进38股，滨江集团成新进数量最多个股,Wind
3523,2018-03-30,杏泽资本—大健康生态圈投资人,苏南网
3524,2018-03-30,海正药业力避ST,中金在线
3525,2018-03-30,上海医药：牵手香港科技园同育生物医药“独角兽”,e公司
3526,2018-03-30,看好医药板块 基金称将有独立行情,投资快报
3527,2018-03-29,证金增持多家公司至4.9% 山东黄金、葛洲坝增持金额最多,e公司
3528,2018-03-29,[增持评级]医药与健康护理行业深度报告：医药商业集中度加速提升拐点即将到来 重视龙头企业投资机会,中财网
3529,2018-03-29,医药企业2017业绩大PK 谁更胜一筹？,制药网
3530,2018-03-29,[增持评级]上海证券医药生物行业周报,中财网
3531,2018-03-28,上不封顶，下可保底！换股“套利”再现，抗风险就看它,--
3532,2018-03-28,国药、华润、上药业绩PK,医药网
3533,2018-03-28,揭秘涨停板：6股封板！雄安新区再掀涨停潮,腾讯网
3534,2018-03-28,[强于大市评级]海外医药行业一周回顾：香港将加大对生物科技的投入,中财网
3535,2018-03-28,[谨慎增持评级]上海医药(601607)年报点评：工业板块业绩增速上升 长期看好分销板块提高纯销比例,中财网
3536,2018-03-28,两市披露上市公司年报 社保基金新进26股,股城网
3537,2018-03-28,社保基金新进26股 沪市个股占主流,证券时报
