,2021-12-31,又有基金公司股东打算“清仓减持”,Wind
2351,2020-01-20,国信证券今日大宗交易成交41.49万股，成交价11.6元折价11.04%,Wind
2352,2020-01-16,国信证券拟发行40亿元短期融资券,中证网
2353,2020-01-15,中信摩根大通正面PK，131家券商如何应战国际投行？,第一财经
2354,2020-01-11,这股熊冠A股，可怜熊股必有可恨之处，股民索赔胜诉，中介机构全赔,红周刊
2355,2020-01-09,国信证券：2019年12月实现净利润6.84亿元,中证网
2356,2020-01-09,国信证券：母公司去年12月净利润6.8亿元,第一财经
2357,2020-01-09,国信证券(002736.SZ)：2019年母公司净利升46.84%至48.68亿元,格隆汇
2358,2020-01-06,国信证券与华为达成战略合作,Wind
2359,2020-01-06,国信证券与华为达成战略合作,上证报
2360,2020-01-05,券商2019并购业务榜单出炉，中金重返第一,Wind
2361,2020-01-05,券商2019并购业务榜单来了！中金重返第一，抢占16%市场份额！,券商中国
2362,2020-01-03,2019IPO保荐承销费112亿：中信中金领跑 海通被否最多,中国经济网
2363,2020-01-03,投资者诉华泽退等索赔案一审胜诉 其余受损投资者仍可索赔,证券时报
2364,2020-01-02,官宣：国信证券新logo正式启用,国信证券佛山禅城分公司
2365,2019-12-30,茅台一天666亿市值没了，北向资金净卖出逾5亿！业绩不及预期？报表或为2020年留力 连续下跌,中证报
2366,2019-12-27,科创板贡献重要增量，券商今年承销保荐收入逾110亿元,Wind
2367,2019-12-26,2019年券商IPO业务排行榜出炉！东兴证券收入猛增8倍，排名跻身前八，这家券商排名则狂跌8位,中证报
2368,2019-12-24,国信证券：证监会对公司开展股指期权做市业务无异议,e公司
2369,2019-12-23,国信证券(002736.SZ)完成发行30亿元短期融资券,格隆汇
2370,2019-12-21,风险舆情周报：国元证券本月又吃罚单中信信托年内三度被罚（2019.12.13-12.19） 金融监管处罚,信托网
2371,2019-12-20,“出海”动力增强，多家券商增资香港子公司,Wind
2372,2019-12-18,岳克胜：国信证券积极应对市场的快速发展,新华网
2373,2019-12-17,【行政监管措施】江苏证监局关于对国信证券股份有限公司采取出具警示函措施的决定 金融监管处罚,江苏证监局
2374,2019-12-13,继海尔生物后，青岛有望迎来第二家科创板A股企业,搜狐
2375,2019-12-11,国信证券(002736.SZ)完成发行30亿元短期融资券,格隆汇
2376,2019-12-10,兴业证券撤回80亿定增申请：券商再融资是否面临新变化？,面包财经
2377,2019-12-10,投服中心与深圳14家券商签署小额速调合作协议,Wind
2378,2019-12-07,11月业绩改善明显 上市券商全年业绩靓丽在望,中证报
2379,2019-12-06,11月净利增20倍！一大波券商业绩牛了,中证报
2380,2019-12-06,早知道：险资年内举牌7公司 格力混改落地被看好,网易
2381,2019-12-05,国信证券(002736.SZ)：11月母公司净利润降41.26%至3.13亿元 盈利能力下降,格隆汇
2382,2019-12-05,国信证券：11月母公司净利润3.13亿元,e公司
2383,2019-12-04,一年多无新单落地，逾800亿元券商定增计划“悬空”,Wind
2384,2019-12-03,上市公司掀换聘潮 会计所跃跃欲试价格战,上证报
2385,2019-12-03,上市公司掀换聘潮，会计所跃跃欲试价格战,Wind
2386,2019-12-02,国信证券(002736.SZ)：一汽投资已减持8199.28万股 减持股份,格隆汇
2387,2019-12-02,国信证券：一汽投资减持0.999912%公司股份,Wind
2388,2019-11-30,国信证券2019中国金牛私募巡讲（杭州站）成功举办,中证网
2389,2019-11-30,股权激励行权融资试点获批 财通证券进军1600亿市场,券商中国
2390,2019-11-28,国信证券(002736.SZ)：“17国信08”将于12月6日兑付摘牌 退市,格隆汇
2391,2019-11-27,国信证券(002736.SZ)完成发行25亿元短期融资券,格隆汇
2392,2019-11-26,国信证券(002736.SZ)延长非公开发行A股股东大会决议及授权有效期,格隆汇
2393,2019-11-26,国信证券(002736.SZ)拟改聘天健为2019年度审计机构 不再聘请瑞华,格隆汇
2394,2019-11-26,国信证券拟延长非公开发行A股决议有效期,上证报
2395,2019-11-14,国信证券(002736.SZ)：“17国信07”将于25日兑付摘牌 退市,格隆汇
2396,2019-11-13,国信证券(002736.SZ)完成发行25亿元短期融资券,格隆汇
2397,2019-11-08,“二合一”模式密集上演，“京国”烟云再启,新浪
2398,2019-11-06,国信证券：母公司10月净利润1.87亿元,Wind
2399,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
2400,2019-11-01,国信证券:金螳螂三季报收入增长提速 在手订单充足,腾讯网
2401,2019-10-30,从申请主板撤回改投创业板，低学历低工资低销售费用，实控人是2人还是3人？锐新昌IPO闯关,中金在线
2402,2019-10-30,"国信证券2019年三季报点评:自营大幅增长,经纪转型加速",光大证券
2403,2019-10-29,国信证券：1-9月计提各项资产减值准备5.55亿元 资产异常,Wind
2404,2019-10-29,午间公告：国信证券1-9月计提买入返售金融资产等各项资产减值准备5.55亿元,Wind
2405,2019-10-28,国信证券：前三季度净利润同比增93.37%,Wind
2406,2019-10-24,证监会认定中信证券等三券商与司度两融业务违法事实不成立 金融监管处罚,北京商报
2407,2019-10-24,广东广和律师事务所关于深圳普门科技股份有限公司首次公开发行股票并在科创板上市战略配售的法律意见书,证券时报
2408,2019-10-16,*ST康得(002450.SZ)收到传票及民事起诉状 涉及与国信证券的债券交易纠纷 诉讼纠纷,格隆汇
2409,2019-10-16,锐明股份毛利率比肩海康威视存疑 营业收入有无虚增 欺诈造假,中国经济网
2410,2019-10-16,券商板块年内平均涨幅近50%,Wind
2411,2019-10-15,国信证券三季度业绩喜人，头部券商强者恒强？,格隆汇
2412,2019-10-15,国元、山西证券等7家券商前三季净利大幅预增，方正证券249起诉讼被罚1122万元 诉讼纠纷,搜狐
2413,2019-10-15,国信证券：2019年前三季度业绩报告预告,深交所
2414,2019-10-15,广东广和律师事务所关于申联生物医药（上海）股份有限公司首次公开发行股票并在科创板上市战略配售的法律意见书,证券时报
2415,2019-10-14,国信证券：预计前三季度净利润同比增长87.56%~97.23%,Wind
2416,2019-10-14,国信证券(002736.SZ)第三季度净利润预增32.44%-56.57%,格隆汇
2417,2019-10-14,国信证券：前三季度净利预增88%-97%,e公司
2418,2019-10-09,ST华鼎三股东补充质押近千万股 大股东仍占用6亿资金 资金问题,新京报
2419,2019-10-08,华鼎股份(601113.SH)：3名股东补充质押929万股 股票质押异常,格隆汇
2420,2019-09-27,年内券商承销保荐费已达65.86亿元，比去年同期骤增47.3%,Wind
2421,2019-09-27,两融业务扩容效应显现，131家券商8月净利润同比增近500%,Wind
2422,2019-09-20,三星新材(603578.SH)实控人杨敏合计566万股质押延期购回,格隆汇
2423,2019-09-19,上市券商股价飙升，大股东频发减持计划,面包财经
2424,2019-09-19,上市券商股价飙升，大股东频发减持计划 拟减持股份,面包财经
2425,2019-09-19,多重利好聚集A股，9月份行情以稳为主,Wind
2426,2019-09-17,国信证券(002736.SZ)完成发行40亿元短期融资券 票面利率2.75%,格隆汇
2427,2019-09-16,券商投行进入“强者为王”和“品牌为王”时代,Wind
2428,2019-09-07,上市券商8月业绩亮眼，科创板成重要推手，但仍有大股东减持在路上,中证报
2429,2019-09-07,赔钱惹官司！刚刚被罚4000万元 这家券商再成共同被告,券商中国
2430,2019-09-05,国信证券：母公司8月份实现净利4.37亿元,e公司
2431,2019-09-05,国信证券(002736.SZ)8月母公司净利润4.37亿元 同比增长3.37倍,格隆汇
2432,2019-09-05,太平洋、红塔自营贡献 占比逾80% 券业告别“通道”至上,21世纪经济报道
2433,2019-09-02,"月薪6万！中信证券又涨工资了，其他9大券商中却有7家""降薪""了，啥原因？",中国基金报
2434,2019-09-02,36家上市券商六项指标大排名！中信、海通、中信建投霸占投行三强,券商中国
2435,2019-08-31,【山证非银】国信证券（002736.SZ）：投资拉动业绩增长，经纪优势继续保持,山西证券研究所
2436,2019-08-30,券商中报出炉：炒股拯救业绩 质押业务风险难去,红周刊
2437,2019-08-29,国信证券150亿定增获批，六券商拟融资525亿加码自营,第一财经
2438,2019-08-28,国信证券：非公开发行股票获证监会核准,证券时报网
2439,2019-08-28,国信证券(002736.SZ)：定增申请获证监会核准批复,格隆汇
2440,2019-08-28,国信证券：证监会核准公司非公开发行不超16.4亿股新股,Wind
2441,2019-08-28,国信证券：投资收益驱动业绩显著改善,证券时报网
2442,2019-08-28,"为何券商股频遭减持,这次是国信证券！年内还有8家券商被股东抛售 减持股份",券商中国
2443,2019-08-27,【业务拐点显现，财富转型加速——国信证券（002736.SZ）2019年中报点评】光大非银赵湘怀,湘怀看非银
2444,2019-08-26,国信证券(002736.SZ)：一汽投资拟减持不超3.28亿股 拟减持股份,格隆汇
2445,2019-08-26,国信证券(002736.SZ)半年度净利润升124.42%至25.98亿元,格隆汇
2446,2019-08-26,国信证券：持股4.28%的股东一汽投资拟减持不超过4%股份 拟减持股份,第一财经
2447,2019-08-26,国信证券：上半年业绩增逾124%，一汽投资拟减持不超4% 减持股份,Wind
2448,2019-08-23,洞察|国信证券分公司员工代客买卖股票被增加内部合规检查次数,和讯
2449,2019-08-21,上半年券商净赚666亿 超九成实现盈利,长江商报
2450,2019-08-20,券商股部分走强，长城证券再次涨停，中信建投、国信证券涨逾4%,Wind
2451,2019-08-19,券商股再度拉升，第一创业新晋涨停,Wind
2452,2019-08-19,券商股持续拉升，长城证券涨停,Wind
2453,2019-08-19,券商股发力，长城证券冲击涨停，国信证券、中信证券、海通证券纷纷跟涨,Wind
2454,2019-08-16,131家券商上半年业绩放榜，中信最能赚！这项业务已成为比拼实力关键,中证报
2455,2019-08-16,券商上半年表现131家排座次 8家自营赚超20亿竟有一家亏1000万 亏损,每日经济新闻
2456,2019-08-15,高评级券商占比下降明显 长江和广发大降级大跌眼镜 投资评级恶化,证券市场周刊
2457,2019-08-15,领益智造股东被动减持公司股份 所得款项用于偿还案件欠款,挖贝网
2458,2019-08-14,国信证券业绩快报：上半年净利润25.9亿元，同比增长124.42%,Wind
2459,2019-08-08,券商7月业绩分化明显 科创板“增收”效应渐显 盈利能力下降,中证报
2460,2019-08-07,迈得医疗科创IPO：销售数据打架，老股转让“踩线”抛售 欺诈造假,中金在线
2461,2019-08-07,25家上市券商7月业绩分化科创板投行收入成催化剂 盈利能力下降,证券时报
2462,2019-08-06,中洲控股：股东中洲置地补充质押300万股 占其所持股份0.914% 股票质押异常,乐居财经
2463,2019-08-06,公告精选：长园集团获格力集团旗下公司举牌；维维股份实控人将变更,e公司
2464,2019-08-06,国信证券：母公司7月净利润3.66亿元，6月净利润4.08亿元,Wind
2465,2019-08-01,券商股午前跳水，国信证券跌5%,Wind
2466,2019-08-01,券商股早盘走弱 国信证券跌超4%,e公司
2467,2019-07-31,全筑股份(603030.SH)董事长朱斌和总经理陈文收到上海证监局警示函 金融监管处罚,格隆汇
2468,2019-07-30,国信联通达成战略合作 震撼推出金太阳联名卡,21财闻汇
2469,2019-07-29,全筑股份(603030.SH)2名股东质押股份延期至2020年7月23日购回,格隆汇
2470,2019-07-27,最惨连降5级！券商最新分类评价结果来了：谁是最大赢家？,中国基金报
2471,2019-07-26,证监会公布2019年证券公司分类结果,Wind
2472,2019-07-24,网传文稿含有对科创板负面评价？中信建投紧急澄清，仅为内部汇报初稿，早被责令纠正,券商中国
2473,2019-07-19,"券业打拼22年，这位投行老将竟也""奔私""了！曾是国信投行掌舵人",券商中国
2474,2019-07-15,中报行情来袭:业绩变脸还是老面孔 现金流重要性凸显 盈利能力下降,第一财经
2475,2019-07-12,中洲控股(000042.SZ)：中洲置地补充质押80万股,格隆汇
2476,2019-07-08,国信证券：母公司上半年实现净利润26.79亿元,Wind
2477,2019-07-05,国信证券和嘉泽新能：定增过审,Wind
2478,2019-07-05,某银行员工操纵73只债券赚2亿，外逃加拿大！北京7处房产被查封 资产查封,每日经济新闻
2479,2019-06-30,券业放大榜！131 家券商上半年业绩排名揭晓，最赚钱的是这 10 家,券商中国
2480,2019-06-09,国信证券：母公司5月净利润3.22亿元，环比增约五成,Wind
2481,2019-05-28,国信证券：正式启动国信证券经纪业务老员工回归计划,Wind
2482,2019-05-15,券商股“底气”揭秘：8月业绩大丰收，15家公司净利翻倍，还有刚出炉的利好加持,中证报
2483,2019-05-08,国信证券：4月母公司净利润2.12亿元，3月净利为7.74亿元,Wind
2484,2019-04-29,国信证券：一季度净利润同比增154.93%,Wind
2485,2019-04-29,国信证券：一季度净利润18.8亿元，同比增长154.93%,Wind
2486,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
2487,2019-04-25,中原证券：上调国信证券评级至增持,Wind
2488,2019-04-24,"中原证券：将国信证券评级调高为""增持""",Wind
2489,2019-04-20,国信证券：2018年净利润同比减25.17% 盈利能力下降,Wind
2490,2019-04-17,牛市来了，券商急筹千亿资金补血,Wind
