,2021-12-31,华夏银行携手北大荒集团成功发行全国首单农业企业结构调整型资产支持票据,21世纪经济报道
1650,2018-09-19,每股净资产或成入股中资银行红线,金融投资报
1651,2018-09-19,16股获券商买入评级 三环集团目标涨幅达52.96%,Wind
1652,2018-09-19,市价7元多 定增价却至少11元 亏本生意为啥还有人接,中财网
1653,2018-09-19,华夏银行募资292亿“补血” 京津冀一体化能否优势发挥,21世纪经济报道
1654,2018-09-18,频频 “补血” 银行再掀资本扩张大战,中金在线
1655,2018-09-18,华夏银行公布定增方案 募资总额不超292.36亿元,股城网
1656,2018-09-18,【华泰金融沈娟团队】定增补充资本，股东增持显信心—华夏银行(600015)公告点评【证券研究报告】,华泰金融研究全新平台
1657,2018-09-18,华夏银行：定增靴子落地，资本压力缓解,申万宏源
1658,2018-09-18,融资客青睐24股，四方股份买入占比高达58.43%,Wind
1659,2018-09-18,18日公告透露利好 12只个股有望爆发,中证网
1660,2018-09-18,华夏银行292亿定增靴子落地，面临股价/定增价倒挂53%,21世纪经济报道
1661,2018-09-18,今年多家上市银行补血 华夏拟定增募资不超292亿,证券时报
1662,2018-09-18,华夏银行股份有限公司非公开发行普通股股票预案,证券时报
1663,2018-09-17,公告精选：新一轮增持回购潮起；华夏银行拟定增募资不超292亿,e公司
1664,2018-09-17,巨人网络305亿元并购生变 史玉柱的资本征途还好吗？,新浪
1665,2018-09-17,又一家银行要“补血” 华夏银行拟定增募资不超过292亿元,经济观察网
1666,2018-09-17,华夏银行拟非公开发行股票募资不超292亿元,Wind
1667,2018-09-12,华夏银行与航天信息将在物联网等多方面合作,e公司
1668,2018-09-03,26家上市银行中报：12家银行净利实现两位数增长,新快报
1669,2018-08-28,中、农、建三大行上半年合计赚3719亿元 不良贷款率纷纷下降,每日经济新闻
1670,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
1671,2018-08-24,华夏银行不良压力陡增,证券市场周刊
1672,2018-08-24,银行股午后全线爆发，平安银行冲击涨停,Wind
1673,2018-08-24,上市银行转型Fintech战果颇丰 相关个股可关注,证券之星
1674,2018-08-24,上市银行转型Fintech战果颇丰 有银行新建平台不足一年获客超170万人,证券日报
1675,2018-08-23,华夏银行银川分行普惠金融服务塞外出新招,新京报
1676,2018-08-22,数据王：二季度业绩增长与机构增持一览,巨丰财经
1677,2018-08-22,[推荐评级]华夏银行(600015)中报点评：业务的平稳调整期,中财网
1678,2018-08-22,华夏银行：上半年实现净利润100.4亿元 不良率微增,千龙网
1679,2018-08-21,有利网银行存管系统升级,凤凰网
1680,2018-08-21,银行科技周报|银行开始探索开放了,零壹财经
1681,2018-08-21,[中性评级]华夏银行(600015)中报点评：资产质量未现改善 资本金亟待补充,中财网
1682,2018-08-21,"华夏银行2018年中报点评:不良净生成率下降,存量压力仍大",万联证券
1683,2018-08-21,"华夏银行:息差环比小幅上升,资产质量仍有压力",国信证券
1684,2018-08-20,【华泰金融沈娟团队】利润增速上扬，存款增速提升—华夏银行(600015)中报点评【证券研究报告】,华泰金融研究全新平台
1685,2018-08-20,华夏银行上半年营业收入同比下降1.44% 关注类贷款率 4.60%,华夏时报
1686,2018-08-20,商业银行防控不良率上升承压,中金在线
1687,2018-08-20,华夏银行上半年扣非净利100亿 同比微增1.88%,经济观察网
1688,2018-08-20,数据王：数据上A股已显底部特征,巨丰财经
1689,2018-08-20,[买入评级]华夏银行(600015)中报点评：资产结构改善 盈利能力提升,中财网
1690,2018-08-20,[持有评级]华夏银行(600015)中报点评：加强成本管理维持业绩稳中略升 资产质量主要指标相对平稳,中财网
1691,2018-08-20,稳步实施新规划 坚持高质量发展——华夏银行发布中报,金融界
1692,2018-08-20,[买入-A评级]华夏银行(600015)中报点评：不良消化恐成“持久战”,中财网
1693,2018-08-20,华夏银行上半年贷款总额15375.91亿 较年初增长10.29%,中国网
1694,2018-08-20,华夏银行半年报：净利润同比上升2.02% 不良率微增,中国网
1695,2018-08-20,盘前必读公告：这些股不容错过！,巨丰财经
1696,2018-08-20,华夏银行上半年净利微增 业务规模平稳增长,证券时报
1697,2018-08-19,【申万宏源金融】华夏银行中报点评：基本面筑底期，关注不良逾期缺口和资本补充压力,大金融研究
1698,2018-08-19,华夏银行上半年净利100.35亿元 同比增长2.02%,中金在线
1699,2018-08-19,华夏银行：上半年净利100亿元 同比增2%,e公司
1700,2018-08-19,华夏银行：上半年净利润100.35亿元，同比增长2.02%,Wind
1701,2018-08-13,华夏银行云南发力再添一分行,证券日报
1702,2018-08-13,华夏银行签约“第四范式先知”，助力全方位业务升级,南方财富网
1703,2018-08-06,苏宁将与华夏银行加强区块链等金融科技方面合作,Bianews
1704,2018-07-27,华夏银行与北京工美集团签署战略合作协议,金融界
1705,2018-07-25,外管局通报27起外汇违规典型案例，13家银行上“黑榜”,国际金融报
1706,2018-07-25,外汇局巨额罚单处罚13家银行 交通银行等在列,中国网
1707,2018-07-25,持续深化普惠金融，华夏银行小微业务勇争行业“标杆”,财经网
1708,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
1709,2018-07-18,股东、高管出招难改颓势，17家银行破净,21世纪经济报道
1710,2018-07-17,广金中心与华夏银行广州分行签署战略合作协议,e公司
1711,2018-07-13,搜易贷银行存管系统升级 优化与存管银行交互,TechWeb
1712,2018-07-13,信达证券融资融券每日投资参考,正点财经
1713,2018-07-11,华夏银行今日大宗交易成交41万股，成交价6.7元折价6.69%,Wind资讯
1714,2018-07-05,逾期90天计入不良 有银行勒紧裤腰带控制不良,新浪
1715,2018-06-29,交易商协会：给予华夏银行长春分行客户经理马超通报批评处分,Wind
1716,2018-06-28,华夏银行与新希望集团、新网银行达成战略合作,金融界
1717,2018-06-26,6000亿！国际资金大举北上买A股，抄底这些蓝筹股,中国基金报
1718,2018-06-26,A股已是遍地黄金 紧盯7只市盈率低于10倍股,证券时报
1719,2018-06-26,华夏、宁波等8家银行遭罚 合计被罚555万元,华夏时报
1720,2018-06-22,华夏银行宁波分行违规聘任高管并实际履职 被罚20万元,财经网
1721,2018-06-15,华夏银行“区块链-供应链”金融产品在雄安成功落地,金融界
1722,2018-06-14,银行股集中破净的背后：或因强监管下市场担忧导致,Wind
1723,2018-06-13,失误致券商客户交易结算资金被司法冻结 华夏银行被证监会责令改正,经济观察网
1724,2018-06-05,腾讯助力华夏银行深耕企业融资需求,金融界
1725,2018-06-03,A股破净股已多达115只！半月来增加40%,--
1726,2018-05-30,华夏银行拟内部选拨两位副行长：其中一位是“75后”,澎湃新闻
1727,2018-05-24,华夏银行：2017年年度股东大会决议公告,上交所
1728,2018-05-24,[数说]破净潮来袭 又一银行连续20日破净出手救价,金融界
1729,2018-05-13,华夏银行不良承压 2017年末核心一级资本充足率逼近8%,每日经济新闻
1730,2018-05-11,华夏银行与蚂蚁金服达成战略合作 开创银行移动数字化转型新趋势,DoNews
1731,2018-05-11,华夏银行出资参与国家融资担保基金 认缴金额10亿元,中国网
1732,2018-05-11,厉害了！200家金融高管齐聚蚂蚁智惠金融峰会，献计未来数字银行建设,南方财富网
1733,2018-05-11,华夏银行与蚂蚁金服签署战略合作协议,中证网
1734,2018-05-11,华夏银行与蚂蚁金服合作 金融科技推动数字化转型,金融界
1735,2018-05-10,告别保本、预期收益 银行理财转型净值化,新浪
1736,2018-05-10,首批试点集体土地租赁房贷款融资方案公布 项目贷款最长30年,北京日报
1737,2018-05-10,72股破净平均打“九折” 银行地产成为“重灾区”,投资快报
1738,2018-05-09,北京四家银行试点集体土地租赁房贷款：贷款期限25-30年,澎湃新闻
1739,2018-05-09,65股获券商买入评级 万科A目标涨幅达95.54%,Wind
1740,2018-05-06,不良率连续5年攀升净利增速一度垫底 华夏银行怎么了,国际金融报
1741,2018-05-05,上市银行2017年业绩：五大行日赚26.41亿元,网易
1742,2018-05-04,告别保本、预期收益 银行理财转型净值化,经济观察网
1743,2018-05-03,行增速重回两位数 浦发拨备覆盖率垫底,腾讯网
1744,2018-05-02,证金频繁进出金融股！大举增持15只券商股，晋级7券商前三大股东,--
1745,2018-05-02,紫光集团与华夏银行总行签署战略合作协议,元器件交易网
1746,2018-04-28,8家股份行去年成绩单：招行不良资产双降，浦发等3家双升,澎湃新闻
1747,2018-04-28,2017年A股年报十宗“最”,投资快报
1748,2018-04-27,华夏银行结构调整压力凸显 不良贷款偏离度仍较高,证券市场周刊
1749,2018-04-27,华夏银行：一季度净利润同比增1.11%,Wind
1750,2018-04-27,华夏银行打造智慧商圈玩转跨界金融,钱江晚报
1751,2018-04-25,凡普金科拟赴港IPO 去年实现扭亏,证券时报
1752,2018-04-20,华夏银行2017年实现净利润198.19亿元,中证网
1753,2018-04-20,华夏银行2017年实现净利198.19亿 不良仍在双升,金融界
1754,2018-04-20,[推荐评级]华夏银行(600015)年报点评：负债端拖累息差降幅明显 逾期双降偏离度仍较高,中财网
1755,2018-04-20,华夏银行公布2017电子银行数据 宣告设立独立法人直销银行,--
1756,2018-04-20,华夏银行2017年业绩微增 核心一级资本充足率近红线,中国经济网
1757,2018-04-20,银行理财子公司跑步进场了！,中国基金报
1758,2018-04-19,招行之后再来一家 华夏银行拟出资50亿设立资管子公司,中国基金报
1759,2018-04-19,华夏银行入局 商业银行加速设立资管子公司,北京商报
1760,2018-04-19,第四家！华夏银行公告拟不超50亿元设立资管子公司,21世纪经济报道
1761,2018-04-19,华夏银行拟全资发起设立资产管理子公司,中证网
1762,2018-04-19,晚间重要公告2018年4月19日星期四,--
1763,2018-04-19,证金公司增持华夏银行 多家公司公布业绩,中金在线
1764,2018-04-19,华夏银行30亿元设立独立法人直销银行子公司,中国网
1765,2018-04-19,华夏银行2017年净利润增0.72% 净息差锐减0.41百分点,中国网
1766,2018-04-19,华夏银行：2017年净利润198.2亿元，证金公司增持,Wind
1767,2018-04-19,华夏银行2017年净利润198亿元 将设立资产管理子公司,新浪
1768,2018-04-19,华夏银行：2017年净利198亿同比微增 证金公司增持,e公司
1769,2018-04-10,北京：集体土地租赁房贷款试点 四家银行已出具方案,每经网
1770,2018-04-08,[增持评级]上市银行2017年年报评述：息差升不良降 利润增速改善,中财网
1771,2018-03-30,戈碧迦：股权质押公告,资本邦
1772,2018-03-29,华夏银行北京分行：助力首都美好生活 见证金融服务生活变迁,新京报
1773,2018-03-24,全国首例共享单车公益诉讼案：经营者被判退押金,法治网
1774,2018-03-16,商业银行“3·15”在行动：守护储户“钱袋子”,证券日报
1775,2018-03-14,从专注到深化 华夏银行升级战略打造绿色金融新名片,中国网
1776,2018-03-14,华夏银行北分为护航首都经济筑牢合规安全屏障,新京报
1777,2018-03-02,华夏银行深耕绿色金融能效市场,金融界
1778,2018-03-02,绿色金融国际合作华夏样本： 融资成本降低10%，不良率仅0.2%,21世纪经济报道
1779,2018-03-01,华夏银行深耕绿色金融 未来着中发力三个专业化,金融界
1780,2018-03-01,从专注到深化 华夏银行升级战略打造绿色金融新名片,中国经济网
1781,2018-03-01,绿色金融迎“黄金时代” 商业银行加速“入局”,中证报
1782,2018-02-24,2018“全球银行品牌500强”：43家中资行上榜！,渤源资产
1783,2018-02-12,220只个股跌破发行价，不破不立细捡“三破”股投资机会,证券日报
1784,2018-02-07,瑞朗净化股东质押2200万股 用于申请流动资金贷款,和讯
1785,2018-02-07,华夏银行北京分行ETC业务持续创新领跑同业,北京商报
1786,2018-02-06,破净股增至38只 多只银行股脱离破净阵营,证券时报
1787,2018-01-31,信用卡取现需全额还款最低还款待遇将成历史,金融投资报
1788,2018-01-20,银监系统去年开6张亿元级罚单广发、邮储、兴业等银行中枪,搜狐
1789,2018-01-10,"《关于规范银信类业务的通知》政策的简评:信托受到更强监管,非标信贷资产出表受阻",中国网
1790,2018-01-09,融资客青睐58股，天喻信息买入占比高达50.03％,Wind
1791,2018-01-05,人民银行长沙中支公布罚单 华夏银行等被罚,银河证券
1792,2018-01-04,明日黑马股票推荐：周五最具爆发力六大黑马（2018.1.5）,南方财富网
