,2021-12-31,“申万宏源十大金股组合”：2022年第1期,新浪
2283,2019-03-04,被申万宏源告上法庭，东方海洋危局何时得解？,和讯
2284,2019-03-03,7天52股年报揭面纱：青松净利轻松翻三番，*ST圣莱靠卖厂房保壳成功,21世纪经济报道
2285,2019-03-01,"申万宏源：将顺络电子评级调高为""增持""",Wind
2286,2019-03-01,报告| 2019年1月新疆省A股上市公司市值TOP50,挖贝网
2287,2019-03-01,申万宏源业绩下滑股权质押踩三雷 四高管年薪超200万 盈利能力下降,中国经济网
2288,2019-02-28,申万宏源净利润41.6亿减少9.6% 董事长储晓明年薪230万 盈利能力下降,挖贝网
2289,2019-02-28,收入上涨净利下滑 搭建A+H架构申万宏源布局国际化 盈利能力下降,第一财经
2290,2019-02-28,【申万宏源轻工】索菲亚（002572）2018年业绩快报点评——赋能经销商对费用率形成拖累，司米全年扭亏为盈,申万轻工
2291,2019-02-28,【申万宏源轻工】合兴包装（002228）2018年业绩快报点评——收入超百亿，主业延续高增长，龙头持续整合,申万轻工
2292,2019-02-28,"申万宏源：将南极电商评级调高为""买入""",Wind
2293,2019-02-27,申万宏源：2018年净利润同比降9.55%，拟10派0.5元,Wind
2294,2019-02-25,50家公司本周将披露2018年年报 逾10亿大单抢筹8股,证券日报
2295,2019-02-22,2月22日A股龙虎榜揭秘，机构最青睐4股,Wind
2296,2019-02-22,后悔吗？券商股今天火了 此前却被这些上市公司集体减持,经济观察网
2297,2019-02-22,涨停板解密：券商股全面爆发！（2月22日）,Wind
2298,2019-02-22,申万宏源龙虎榜数据（2月22日）,Wind
2299,2019-02-22,券商股今日大批量涨停，机构、深股通积极参与炒作,Wind
2300,2019-02-22,申万宏源：龙头券商业务模式将率先转型，衍生品一定会成为券商最主要业务之一,券商中国
2301,2019-02-21,12家券商计提资产减值合计损失逾51亿元,证券日报
2302,2019-02-20,港股IPO待审企业盘点：未盈利生物科技公司有6家,国际金融报
2303,2019-02-19,申万宏源：保险板块估值处于历史底部 推荐平安、太保,证券时报网
2304,2019-02-19,近半数上市券商1月净利同比增加,中证报
2305,2019-02-18,申万宏源：连续两周零上会 14家公司中止审查,申万宏源
2306,2019-02-14,券商1月财报密集出炉：业绩表现不一 中信证券赚7.4亿同增17%,格隆汇
2307,2019-02-14,1月份众多券商净利大滑坡 背后究竟是何原因？,中金在线
2308,2019-02-14,"申万宏源：将中工国际评级调低为""增持""",Wind
2309,2019-02-13,45家券商1月业绩大比拼！中信证券赚逾7亿元坐定头把交椅,中国基金报
2310,2019-02-13,44家券商1月实现净利润56.31亿元 中信证券盈利居首,中证网
2311,2019-02-13,申万宏源证券1月净利3.3亿元 同比大幅增长,e公司
2312,2019-02-12,【申万宏源有色】紫金矿业卡莫阿项目点评,申万有色公众平台
2313,2019-02-11,申万宏源：资产荒再度来袭 关注春节效应带来的景气幻觉,和讯
2314,2019-02-11,申万宏源：十大金股组合,和讯
2315,2019-02-11,[快讯]申万宏源250629万限售股2月14日解禁,中财网
2316,2019-02-11,申万宏源：25.06亿股限售股2月14日起上市流通,e公司
2317,2019-02-11,申万宏源(000166.SZ)约25.06亿限售股份2月14日上市流通,格隆汇
2318,2019-02-11,申万宏源：万邦德股价下调超四成 向日葵并购重组被否,申万宏源
2319,2019-02-11,【申万宏源轻工】索菲亚（002572）——赋能渠道终端，共渡行业低谷，Q4利润率承压,申万轻工
2320,2019-02-01,申万宏源计提资产减值准备6.67亿元 减少去年净利润5亿元 资产异常,每经网
2321,2019-02-01,申万宏源：2018年净利润同比减8.99%（快报） 盈利能力下降,Wind
2322,2019-02-01,申万宏源(000166.SZ)2018年度净利润降8.99%至41.86亿元 盈利能力下降,格隆汇
2323,2019-02-01,申万宏源：踩雷股权质押 资产减值计提6.67亿 股票质押异常,e公司
2324,2019-02-01,申万宏源：2018年实现净利润41.86亿元 同比下降8.99%,金融界
2325,2019-01-31,申万宏源金倩婧：注册制改革将带来市场估值体系的重构,资本邦
2326,2019-01-31,代销金融产品清单(非公募基金类)2019年2月更新,和讯
2327,2019-01-30,美联储不加息预期升温 黄金类资产或再添亮色,上证报
2328,2019-01-30,马太效应加剧 两券商获逾百只基金增持,金融投资报
2329,2019-01-29,申万宏源点评标普正式获批进入中国信用评级市场,证券时报网
2330,2019-01-29,申万宏源赴港上市 手续费及佣金收入萎缩拖累业绩,新浪
2331,2019-01-28,申万宏源：央行核定申万宏源证券待偿还短期融资券最高余额为191亿元,Wind
2332,2019-01-28,申万宏源：央行核定申万宏源证券待偿还短期融资券最高余额为191亿元,e公司
2333,2019-01-28,下周323亿市值限售股解禁，环比增加11.59% 解禁,Wind
2334,2019-01-26,申万宏源证券桂浩明：境内投资者为什么不积极入市,金融投资报
2335,2019-01-25,新股速递 | 申万宏源，声名显赫、历史悠久的著名券商,华盛证券
2336,2019-01-25,【申万宏源有色】寒锐钴业2018年报业绩预告点评,申万有色公众平台
2337,2019-01-24,“冷周期”下券商新三板业务调查： 做市全面收缩 督导谨慎维持,21世纪经济报道
2338,2019-01-23,申万宏源：两项目发行价下调逾三成 中兴拟募资超百亿加码5G,和讯
2339,2019-01-23,130亿定增惹的祸？中信建投证券昨日股价大跌7%,证券时报
2340,2019-01-22,今日资金抢入六只强势股一览（2019年1月22日）,中财网
2341,2019-01-22,申万宏源披露H股上市资料 加码打造具有国际影响力大型投行,中证报
2342,2019-01-21,申万宏源在港交所披露招股书 或成第12家A+H上市券商,中国网
2343,2019-01-21,"申万宏源(000166.SZ)赴港IPO 望成为第12家""A+H""券商",格隆汇
2344,2019-01-21,申万宏源拟公开发行H股并在联交所主板上市,中金在线
2345,2019-01-20,申万宏源冲刺赴港上市 “A+H”成头部券商“标配”,证券日报
2346,2019-01-20,何时迎第12家A+H上市券商？申万宏源披露港股说明书,新浪
2347,2019-01-20,申万宏源欲赴港上市，2018年净利润逆势增近27%,零壹财经
2348,2019-01-20,申万宏源：向港交所递交H股上市申请,Wind
2349,2019-01-20,申万宏源：向港交所递交H股上市申请,e公司
2350,2019-01-20,第12家A+H券商真的要来！申万宏源赴港上市再进一步,中国基金报
2351,2019-01-19,申万宏源拟港上市 中央汇金系其大股东,中金在线
2352,2019-01-19,"申万宏源港交所递交IPO招股书 或成第12家""A+H""券商",新浪
2353,2019-01-18,申万宏源在港交所披露招股说明书，或成第12家A+H券商,Wind
2354,2019-01-18,申万宏源：关注韩城城投信托逾期兑付事项,Wind
2355,2019-01-18,"申万宏源：将宁德时代评级调低为""增持""",Wind
2356,2019-01-18,券商寒冬:34家中仅2家净利增长 西南证券曝裁撤投行,新浪
2357,2019-01-18,券商密集上市“补血” AH券商股开年受捧,21世纪经济报道
2358,2019-01-16,12月券商评测结果出炉！申万宏源、中信建投、上海证券分列前三,读懂财经
2359,2019-01-15,2018年12月执业质量情况评价出炉 申万宏源排名第一,挖贝网
2360,2019-01-15,申万宏源：ST新梅资产置换转型光伏 潮宏基及福瑞股份撤回重组预案,和讯
2361,2019-01-15,"证券行业1月投资策略:业绩分化,龙头保持优势",国信证券
2362,2019-01-14,新疆首支纾困基金落地 部分项目已进入实质性操作阶段,e公司
2363,2019-01-13,IPO周报：万达体育递交IPO申请 申万宏源赴港上市申请获证监会受理,IPO早知道
2364,2019-01-12,上市券商去年日均同比少赚5100万元 仅两家营收、净利双增长,证券日报
2365,2019-01-11,34家上市券商2018年成绩单抢先看！中信国君海通净利前三，九成券商净利下滑，仅申万宏源与方正营收净利双增长,券商中国
2366,2019-01-10,麦肯锡：券商行业寒冬已至，已有小券商股东在主动谋求退出,澎湃新闻
2367,2019-01-10,申万宏源今日大宗交易成交30万股，成交价4.8元折价-10.85%,Wind资讯
2368,2019-01-09,申万宏源：发行H股申请材料获证监会受理,Wind
2369,2019-01-09,申万宏源：发行H股申请材料获证监会受理,e公司
2370,2019-01-08,2018券商资管规模缩水两成，资管正从逐量到提质转变,券商中国
2371,2019-01-04,中国证券业协会在隰县开展系列扶贫活动,中证协
2372,2019-01-03,【申万宏源金融】平安银行业绩快报点评：不良逾期缺口补齐超预期，重申拐点组合首选,大金融研究
2373,2019-01-02,"申万宏源：将光大银行评级调高为""买入""",Wind
2374,2018-12-29,券商简报1229：中金首席回应去年十大预测错了9个半,新浪
2375,2018-12-28,沪深上市公司18年12月28日晚间上市公司重要公告,全景网
2376,2018-12-28,申万宏源：拟非公开发行公司债券 票面总额不超过100亿元,e公司
2377,2018-12-28,证监会接收申万宏源境外首次公开发行股份材料,Wind
2378,2018-12-28,证监会接收申万宏源境外首次公开发行股份材料,e公司
2379,2018-12-27,绿庭投资持续出售申万宏源股票,中证网
2380,2018-12-26,申万宏源上调两融担保比例警戒线 业内人士：目前两融风险不大,每日经济新闻
2381,2018-12-26,投行大分化：行业集中度加剧 强者通吃时代开启,21世纪经济报道
2382,2018-12-25,方正科技：收到参股公司现金分红款7500万元,金融界
2383,2018-12-24,A股共发生91宗大宗交易成交16.15亿元（12月24日）,Wind
2384,2018-12-24,直面寒冬 券商“数字化”转型,国际金融报
2385,2018-12-20,招商银行领跌令重仓机构焦虑，券商分析师却纷纷力挺基本面,第一财经
2386,2018-12-19,绿庭投资：减持申万宏源290万股 获益约991万元,e公司
2387,2018-12-19,申万宏源：充分披露是核心 实质与形式兼具,和讯
2388,2018-12-19,申万宏源香港拟定增募资15.8亿港元 股价连续两日震荡,证券日报
2389,2018-12-17,重磅突发！广发证券百亿级定增宣告“流产”！背后发生了什么？,中国基金报
2390,2018-12-17,公告精选：多家银行再融资申请获通过；金陵体育实控人提议高送转,e公司
2391,2018-12-17,绿庭投资：减持申万宏源667万股 获益超2300万元,e公司
2392,2018-12-17,申万宏源一度暴涨18% 获申万国际溢价30%增持7.65亿股,金融界
2393,2018-12-14,涪陵榨菜暴跌8%：拟募资33亿，产能大跃进 连续下跌,读懂财经
2394,2018-12-14,锦旅B股连续三年营收下滑 偏好炒股年底冲刺狂赚2亿,新浪
2395,2018-12-14,汇森家居12月14日开簿，近三年净利润复合增长超30%,读懂财经
2396,2018-12-14,汇森家居12约14日开簿，近三年净利润复合增长超30%,读懂财经
2397,2018-12-13,A股头条之上市公司公告精选（12.14）,金融界
2398,2018-12-13,绿庭投资：近日减持申万宏源651万股,e公司
2399,2018-12-11,业绩改善明显，券商反弹行情料延续,中证报
2400,2018-12-10,"证券行业12月投资策略:政策释放积极信号,反弹2.0延续",国信证券
2401,2018-12-06,申万宏源11月收入9.3亿元 子公司承销保荐收入2820万,挖贝网
2402,2018-12-06,33家券商披露11月财务数据：中信证券净利近17亿元高居榜首,Wind
2403,2018-12-06,申万宏源：备战科创板 投行应着力提升三大能力,中证报
2404,2018-12-06,前20名券商资管主动管理规模行业占比超20%,证券日报
2405,2018-12-05,申万宏源承销保荐董事长薛军：新三板的春天就在2019年,每日经济新闻
2406,2018-12-03,券商股权融资多元化 年内“补血”已超千亿,国际金融报
2407,2018-11-30,非银金融指数回调，市场风险偏好下降——非银行金融行业周报20190922,湘怀看非银
2408,2018-11-25,券商多条线减员减预算，却仍有部门逆势增员？比研发投入，比研发人员占比，看券业抢跑者如何布局,21财经搜索
2409,2018-11-23,三季度月均规模环比下滑 11家券商资管主动占比不降反升,每日经济新闻
2410,2018-11-22,公告精选：日科化学获鲁民投基金举牌；云南白药明起复牌 控制人变化,e公司
2411,2018-11-22,三季度券商资管月均规模环比下滑 但主动管理规模占比亮了：这11家不降反升！,每日经济新闻
2412,2018-11-22,申万宏源：证监会核准申万宏源证券发行不超过180亿元公司债,e公司
2413,2018-11-22,券商资管三季度规模榜单跑出多匹黑马 华泰证券资管下滑逾2000亿,经济观察网
2414,2018-11-16,关于2018年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果的公告,中证协
2415,2018-11-14,10月券商评测结果出炉 申万宏源、中泰证券并列第一,新浪
2416,2018-11-14,券商青睐股权融资 6家券商竞逐IPO,证券日报
2417,2018-11-12,申万宏源挺进H股 或成第12家A+H券商,第一财经
2418,2018-11-12,“A+H”券商或添丁 申万宏源集团拟赴港IPO,中证网
