,2021-12-31,农业银行诉宁波银行9.86亿汇票合同纠纷案败诉 诉讼纠纷,券商中国
6532,2019-04-15,中泰证券：推荐弹性较大、季报业绩好中小银行,证券时报网
6533,2019-04-15,金融：重视银行在内外因共同驱动下的估值修复趋势 荐10股,和讯
6534,2019-04-15,金融：融资需求的回落或将带动利率下行 荐6股,和讯
6535,2019-04-15,宁波银行净利首破百亿，不良和90天以上逾期贷款不存“剪刀差” 违约失信,第一财经
6536,2019-04-15,上市银行理财收入“大缩水” 盈利能力下降,国际金融报
6537,2019-04-15,国信证券:探讨银行低估值之谜 维持行业“超配”评级,新浪
6538,2019-04-15,机构调研关注电子和建筑等行业,中证报
6539,2019-04-14,12家城商行不良率攀升，房贷消费贷增长凶猛,经济观察报
6540,2019-04-13,12家城商行不良率攀升 房贷、消费贷增长凶猛,经济观察网
6541,2019-04-12,银行盈利能力仍待改善,证券市场周刊
6542,2019-04-12,金融：规模增速回升息差整体稳健 中小行改善持续,和讯
6543,2019-04-12,银行业绩起底:工行每小时赚3398万 中原净利蒸发三成,投资时报
6544,2019-04-12,【银行】季报前瞻：规模增速回升息差整体稳健，中小行改善持续,微信
6545,2019-04-12,社融超预期M2创新高 看好银行股 六股布局良机,证券时报网
6546,2019-04-12,上市行资产质量前瞻：迁徙率分化 关注类贷款占比普降,证券时报
6547,2019-04-12,净利润剑指千亿 招商银行的底气在哪？,格隆汇
6548,2019-04-11,[路演]宁波银行：小微金融领域一直在实行产品创新,全景网
6549,2019-04-11,[路演]宁波银行：通过增加新业务来保持盈利持续增加,全景网
6550,2019-04-11,金融：看好后市 荐5股,和讯
6551,2019-04-11,【国信银行】银行业4月策略：继续精选紧密服务实体的个股,国信金融研究
6552,2019-04-10,五大行都输了！银行人均年薪最高的居然是这家银行？,中投网
6553,2019-04-10,【银行】点评：看好相对收益，关注绩优个股,微信
6554,2019-04-10,年报密集披露 七家银行营收、净利连增三年,大众证券报
6555,2019-04-09,金融：从社融底到经济底 荐8股,和讯
6556,2019-04-09,金融：中美贸易谈判取得新进展利好银行,和讯
6557,2019-04-09,基金早报:公募首季或赚6000亿 提升竞争力需不断变革,新浪
6558,2019-04-09,我省多家农商行进入行业前十强,和讯
6559,2019-04-08,报告：北京高净值人士密度全国最高，每1万人中就有78名,澎湃新闻
6560,2019-04-08,监管认定口径趋严 银行不良率稳中有降,中国经营报
6561,2019-04-08,揽存压力不减 大中型银行存款利率普涨,全景网
6562,2019-04-08,银行柜台开售地方债 频现“一日抢空”,国际金融报
6563,2019-04-07,【申万宏源金融】银行业2019年一季报前瞻,大金融研究
6564,2019-04-07,【华泰金融沈娟团队】改革持续升温，看好金融股正反馈效应—2019金融动态第14期【证券研究报告】,华泰金融研究全新平台
6565,2019-04-05,哪些板块有上车机会大金融建筑食品饮料有望带头冲锋,金融投资报
6566,2019-04-05,近10日17家公司获海外机构调研 广联达最受关注,证券时报
6567,2019-04-05,"上市银行日赚40亿背后:靠吃利差,赚钱增速“头尾”差50%",中新经纬
6568,2019-04-04,发工资越多，股价越能涨！招行、平安、宁波银行火了：人均年薪最高58万，A股也都暴涨了,中国基金报
6569,2019-04-04,银行年报总结及推荐: 基本面稳健 预期会改善,新浪
6570,2019-04-04,金融：首单无固定期限资本债获批 荐5股,和讯
6571,2019-04-04,大牛股是这么走出来的！04月04日 22只创新高个股统计名单,每日经济新闻
6572,2019-04-04,金融：如何看待当前信贷结构较差的观点 荐4股,和讯
6573,2019-04-04,10家私人银行PK 座次竞争加剧,北京商报
6574,2019-04-04,宁波银行发布2018年报,和讯
6575,2019-04-04,招行、平安去年人均年薪超50万 三类人才最抢手,证券时报
6576,2019-04-04,4月份券商推出137只金股 新华保险、五粮液等24只个股被纳入,证券日报
6577,2019-04-04,审计署出手！翻出银行四大乱象，驻场两周，有银行人士直呼把自家翻了个底朝天,券商中国
6578,2019-04-03,申万宏源：看好银行业 牢牢把握低估值优质个股,证券时报网
6579,2019-04-03,大牛股是这么走出来的！04月03日 14只创新高个股统计名单,每日经济新闻
6580,2019-04-03,社保基金减持交行背后：这几年“国家队”在银行股的来来往往,第一财经
6581,2019-04-03,【晨会聚焦】银行股对增量资金的吸引力在哪里？,中泰证券研究所
6582,2019-04-03,银行血拼零售业务 信用卡、房贷成绝对主力,第一财经日报
6583,2019-04-03,金融科技投入增幅超八成 60万招不来一个架构师,21世纪经济报道
6584,2019-04-02,聚焦小微金融，宁波银行资产质量稳步提升,环球老虎财经
6585,2019-04-02,戴志锋：银行股对增量资金的吸引力,新浪
6586,2019-04-02,大牛股是这么走出来的！04月02日 19只创新高个股统计名单,每日经济新闻
6587,2019-04-02,2日公司新闻聚焦：一汽夏利三连板停牌核查,证券时报网
6588,2019-04-02,A股上市银行年报披露过半 现金分红招行派现居首,中国经济网
6589,2019-04-02,宁波银行去年净利111.86亿元 同比增长20% 董事长陆华裕年薪280万元,挖贝网
6590,2019-04-02,中银国际*每日速递20190402：宁波银行、金风科技、伟星新材、恒生电子、安科生物、中炬高新、梦百合等,微信
6591,2019-04-02,【中证盘前】一季报预增30倍！这家公司炒股厉害了；一汽夏利三连板停牌核查；国美系称无黄光裕出狱信息；道指涨逾300点创近半年新高,中证报
6592,2019-04-02,宁波银行：加大实体经济信贷投放力度 不良率连续三年降低,面包财经
6593,2019-04-01,【银行业2018年年报解读】上市银行2018年成绩单陆续出炉　城农商行发展各具特色,上海金融报
6594,2019-04-01,宁波银行：资金营运中心获准开业,e公司
6595,2019-04-01,【申万宏源金融】把握不确定性中的确定性投资机会——金融行业2018年报简述及推荐顺序,大金融研究
6596,2019-04-01,大牛股是这么走出来的！04月01日 28只创新高个股统计名单,每日经济新闻
6597,2019-04-01,金融：金稳会推动商业银行发行永续债 荐6股,和讯
6598,2019-04-01,报告| 2019年3月浙江省A股上市公司市值排行榜,挖贝网
6599,2019-04-01,金融：把握不确定性中的确定性投资机会 荐9股,申万宏源
6600,2019-04-01,【银行股全线上涨！宁波银行(002142.SZ)涨超5%领涨】,格隆汇
6601,2019-04-01,2019年4月各行业金股推荐汇总,国信研究
6602,2019-04-01,1日公司新闻聚焦：全通教育拟收吴晓波资产被问询 问询,证券时报网
6603,2019-04-01,"【中证盘前】增值税税率今起下降！10倍牛股东方通信年报出炉；全通教育拟收吴晓波资产被问询，今日复牌；标普创十年最大单季涨幅
盈利能力下降",中证报
6604,2019-04-01,【太平洋证券今日早读】贵州茅台、宁波银行、华新水泥公司点评|机械设备行业追踪（20190401）,太平洋证券研究
6605,2019-04-01,【银行|孙立金团队太平洋证券】宁波银行(002142)：贷款增速持续提升，高拨备领先同业,太平洋证券研究
6606,2019-04-01,今天将再次挑战压力位,中金在线
6607,2019-04-01,34家基金公司去年净利润144亿,中国基金报
6608,2019-04-01,80家银行不良贷款扫描： 资产质量处于改善通道,第一财经
6609,2019-04-01,QFII获批额度已超千亿美元 A股成境外资金主要流入地,证券日报
6610,2019-03-31,【国信银行】宁波银行2018年报点评：存贷利差大幅走阔,国信金融研究
6611,2019-03-31,【太证银行孙立金团队】宁波银行2018年报点评：贷款增速持续提升，高拨备领先同业,金龙藤组合
6612,2019-03-30,宁波银行2018年净利润111.86亿元 同比增长19.85%,中证网
6613,2019-03-30,宁波银行去年营收净利双数位增长 拨备覆盖率高达521.83%,证券时报网
6614,2019-03-30,“银行系”表现生猛！34家基金去年大赚144亿 最新排名出炉,中国基金报
6615,2019-03-30,国有六大银行2018年实现净利逾万亿元，2019年信贷将聚焦实体经济重点领域,中证报
6616,2019-03-30,国有六大银行2018年实现净利逾万亿元 2019年信贷将聚焦实体经济重点领域,中证报
6617,2019-03-30,制度变革与资金认可促银行板块行情升温 9股上行空间或超30%,证券日报
6618,2019-03-30,周六最新重磅公司传闻集锦(3月30日),证券之星
6619,2019-03-29,拨备覆盖率连续12季度增长 宁波银行去年净利111.86亿元,经济观察网
6620,2019-03-29,29日晚公告精选丨工业富联：2018年净利润169亿元 同比增6.5%,21世纪经济报道
6621,2019-03-29,宁波银行：2018年净利润同比增20%，拟10派4元,Wind
6622,2019-03-29,宁波银行2018年报亮点解读：只有服务实体经济 才能真正形成比较优势,金融界
6623,2019-03-29,宁波银行正式发布2018年报：公司不良率继续走低至0.78％ 每10股拟派现金股利4元（含税）,金融界
6624,2019-03-29,宁波银行2018年净利111.86亿元 同比增长19.85%,新浪
6625,2019-03-29,宁波银行：2018年净利112亿元 同比增20%,e公司
6626,2019-03-29,金融板块全面爆发启示了哪些重要趋势？（3·29午评）,中金在线
6627,2019-03-28,中小板近5年来首次业绩回落 资金链成左右因素,第一财经
6628,2019-03-28,金融：银行跑赢大盘 集体土地入市-稳定租购并举市场,和讯
6629,2019-03-27,【国信宏观固收】转债“大时代”系列专题之五：银行业转债分析手册,国信固收研究
6630,2019-03-27,千亿大象诡异跌停，管理层该出手了,中财网
6631,2019-03-27,银行 | 行业深度：银行可转债研究─非农商行篇,中信建投证券研究
6632,2019-03-26,被大单砸跌停后迅速被拉起 宁波银行称公司经营情况正常,挖贝网
6633,2019-03-26,今日大盘：沪指失守3000点，中长期上涨的趋势不变,股涨通
6634,2019-03-26,老艾侃股：彻查宁波银行砸盘事件！,新浪
6635,2019-03-26,宁波银行回应疑似“乌龙指”：目前经营情况正常,21世纪经济报道
6636,2019-03-26,经营正常、机构看好！宁波银行7090手跌停价成交的几种猜想,Wind
6637,2019-03-26,宁波银行疑遭“乌龙指”,中证网
6638,2019-03-26,宁波银行回应跌停价大卖单：公司经营情况正常,Wind
6639,2019-03-26,宁波银行回应跌停价大卖单：公司经营情况正常,证券时报网
6640,2019-03-26,乌龙指？宁波银行跌停价18.41元成交7090手,Wind
6641,2019-03-26,早报：贾跃亭找到了新金主 P2P头部平台分化加剧,网贷之家
6642,2019-03-25,宁波银行被罚20万：违规将同业存款变为一般性存款 其他违规处罚,新浪
6643,2019-03-25,南京银行：低估值与高股息兼备 买入评级,和讯
6644,2019-03-25,地方债或成个人投资者“香饽饽”,金融时报
6645,2019-03-24,【中信建投银行杨荣】银行业周报159期：《中小银行表现亮眼， 年报助力估值修复》,eResearch杨荣团队
6646,2019-03-22,宁波银行：变更保荐机构及保荐代表人,Wind
6647,2019-03-22,金融：聚焦北向资金在银行板块的演绎 荐4股,和讯
6648,2019-03-20,3倍浮盈一朝归零！吴秀波坐了一回A股的“过山车”,中财网
6649,2019-03-19,宁波银行：让更多金融“活水”流向小微企业,中新网
6650,2019-03-19,详解外资“买爆”A股,第一财经日报
6651,2019-03-18,消费金融又在风口浪尖上！持牌公司业绩如何？招联、马上金融两家头部公司净利增速大幅放缓,券商中国
6652,2019-03-15,宁波银行的定力：深耕实体才是穿越周期的法宝 | 愉见财经,和讯
6653,2019-03-14,[同步大市评级]银行行业月报：基本面稳健 积极关注行业估值修复,中财网
6654,2019-03-14,金融：金融建筑板块跑赢大盘 MSCI提高A股纳入因子事件点评,和讯
6655,2019-03-13,中原证券：银行业基本面稳健，积极关注行业估值修复,证券时报网
6656,2019-03-11,银行补充资本金 缓解信贷供给约束,新华网
6657,2019-03-11,金融：中小金融机构预计增加 关注板块机会,和讯
6658,2019-03-10,【国信银行·深度】社融的真相与掣肘：基于企业微观行为的分析,国信金融研究
6659,2019-03-08,再遭“踩雷” 问题频出的中邮基金依旧前景堪忧,财经网
6660,2019-03-08,大摩：MSCI指数剔出外资持股逾上限A股 料利淡市场情绪,格隆汇
6661,2019-03-08,报告| 2019年2月浙江省A股上市公司市值TOP50,挖贝网
6662,2019-03-07,外资“买爆”A股！大族激光遭MSCI剔除、美的濒临上限 剔除指数,第一财经
