,2021-12-31,罚没720万元，半年负债增29%！粤开证券定增前路如何？ 偿债能力下降,投资时报
1633,2018-11-05,杭州银行：11月2日融资余额为4.32亿元，较前一日骤增6.87%,Wind资讯
1634,2018-11-04,权益类新基金建仓速度分化,红周刊
1635,2018-11-01,10家上市城商行利润之和不及中行一半，其中4家增速超二成,澎湃新闻
1636,2018-10-31,浙江法人银行三季报亮眼：杭州银行、宁波银行净利增逾两成,21世纪经济报道
1637,2018-10-29,中小银行三季度成绩单：净利两位数增长 不良率持续好转,中金在线
1638,2018-10-27,10月27日上市公司业绩公告，*ST安泰前三季度净利增超59倍,和讯
1639,2018-10-26,杭州银行前三季营收同比增24.88% 投资收益大增601%,每日经济新闻
1640,2018-10-26,杭州银行前三季净利润44亿 存款总额突破5千亿大关,新浪
1641,2018-10-26,杭州银行营收净利增幅双双超20% 存款首次站上5000亿大关,证券时报网
1642,2018-10-26,杭州银行：前三季度净利润同比增20.37%,Wind
1643,2018-10-15,【海通银行团队】周报：预期三季报业绩稳健，板块防御价值凸显,HaitongBKResearch
1644,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1645,2018-09-25,【海通银行团队】周报：理财平等化逐步落实，加大股票配置还需时间,HaitongBKResearch
1646,2018-09-20,[快讯]杭州银行发布质押公告 涉及股份1200万股,中财网
1647,2018-09-17,【数据揭秘】09月14日 融资客最看好的前20只个股,每日经济新闻
1648,2018-08-30,上半年资产减值计提增66.87% 杭州银行仍交出上市后最强盈利增速,证券时报网
1649,2018-08-30,杭州银行：上半年净利润同比增19.25%,Wind
1650,2018-08-30,杭州银行成第13家拟设资管子公司的银行,证券时报网
1651,2018-08-30,杭州银行：上半年净利同比增2成 拟10亿设立资管公司,新浪
1652,2018-08-30,杭州银行拟出资不少于10亿设立资产管理公司,新浪
1653,2018-08-30,杭州银行：上半年实现净利润30.2亿元，同比增长19.25%,Wind
1654,2018-08-29,杭州银行破文创企业融资痛点 机制创新促行业发展,中新网
1655,2018-08-16,杭州银行董秘徐国民身价近千万 居银行业首位,投资时报
1656,2018-08-10,6家银行上半年业绩快报对比：净利润均呈两位数增长,零壹财经
1657,2018-08-07,65股获券商买入评级 万科A目标涨幅达168.94%,Wind
1658,2018-08-06,【海通银行团队】月报：去杠杆趋稳、政策微调，把握中报期确定性机会,HaitongBKResearch
1659,2018-08-02,上市银行“期中考试”成绩超预期 补充资本需求迫切,中财网
1660,2018-07-31,半年度业绩快报“剧透”：5家上市银行净利同比增幅均为两位数,证券日报
1661,2018-07-25,杭州银行：7月24日融资余额为4.2亿元，较前一日骤降5.61%,Wind资讯
1662,2018-07-24,杭州银行实控人“被迫”维稳 超六成银行股已“破净”,搜狐
1663,2018-07-24,杭州银行接棒股价“维稳” 两大股东逾亿股增持上路,金融界
1664,2018-07-24,杭州银行启动稳定股价措施 2018上半年实现净利30亿元,证券日报
1665,2018-07-24,盘前必读公告：这些潜力股不容错过！,巨丰财经
1666,2018-07-24,杭州财政局将增持杭州银行7000万股,证券时报
1667,2018-07-23,晚间重要公告2018年7月23日星期一,Wind
1668,2018-07-23,杭州银行：实际控制人等拟增持不少于1.03亿股,Wind
1669,2018-07-20,城商行中报分化： 宁波行规模、增速双领跑 杭州、江阴跌破市净率,21世纪经济报道
1670,2018-07-19,浙江金融机构共发倡议 助力创新企业融入资本市场,中新网
1671,2018-07-18,股东、高管出招难改颓势，17家银行破净,21世纪经济报道
1672,2018-07-18,大股东增持提振效果“一般” 杭州银行“破净”局面待解,中国网
1673,2018-07-17,杭州副市长姚峰：杭州将与港交所签订战略合作协议,21世纪经济报道
1674,2018-07-16,公告精选：多家公司净利大幅预增；杭州银行将制定稳定股价方案,e公司
1675,2018-07-16,晚间重要公告2018年7月16日星期一,Wind
1676,2018-07-16,连续20日收盘价低于每股净资产，杭州银行将制定稳定股价方案,第一财经
1677,2018-07-16,杭州银行股价连续20个交易日破净 将于十日内制定稳价方案,中国网
1678,2018-07-16,杭州银行：触发稳定股价措施启动条件，将制定并公告具体方案,Wind
1679,2018-07-13,上市银行净利润增速有望继续回升 补血压力依然突出,新浪
1680,2018-07-10,首份上市行业绩快报花落杭州银行 上半年净利润30.15亿元 同比增长近两成,证券日报
1681,2018-07-09,首批业绩快报预热中报行情 两类绩优白马迎估值修复,证券日报
1682,2018-07-06,业绩才是王道！7成公司预喜，5要素透露玄机……,Wind
1683,2018-07-06,首份银行中报业绩快报亮相 杭州银行上半年净利增长19%,大众证券报
1684,2018-07-06,杭州银行上半年盈利上升不良下降,金融界
1685,2018-07-05,杭州银行上半年净利增19% 不良率下降,21世纪经济报道
1686,2018-07-05,晚间重要公告2018年7月5日星期四,Wind
1687,2018-07-05,杭州银行发布业绩快报 上半年净利增19.12%,北京商报
1688,2018-07-05,A股首份银行半年度业绩快报出炉 杭州银行同比净利增速高达19.12%,证券时报网
1689,2018-07-05,[快讯]梅泰诺净利预增130% 多家公司公布业绩-更新中,中财网
1690,2018-07-05,杭州银行：上半年实现净利30亿元 同比增长19%,e公司
1691,2018-07-05,杭州银行：上半年净利润同比增长19.12%,Wind
1692,2018-07-03,多家次新银行大股东高管联袂增持 个别解禁小股东套现,证券日报
1693,2018-06-30,上市银行破净潮涌 杭州银行获大股东“增援”,中国经营网
1694,2018-06-29,天地板!一根阳线改三观，“七翻身”打响高送转行情,Wind
1695,2018-06-29,【中信建投银行杨荣】银行业周报220期：《风险溢价降低，驱动股价回升》,eResearch杨荣团队
1696,2018-06-28,2800点现重磅信号：基金冠军东方红“出手抄底”,中国基金报
1697,2018-06-27,6月27日有80家公司获重要股东增减持 三爱富已被连续增持40次,Wind
1698,2018-06-26,杭州银行：大股东红狮集团累积增持1002.6万股,中证网
1699,2018-06-25,杭州银行年报推10转4派3元 股权登记7月3日,金融界
1700,2018-06-23,信贷不慎被罚 杭银消费金融战略变阵,中国经营报
1701,2018-06-20,杭州银行上市以来累计分红达18.84亿元,证券日报
1702,2018-06-05,杭银消费金融连续2年亏损 股东杭州银行暴露不良风险,投资时报
1703,2018-06-01,下周369亿市值限售股解禁，环比减少六成,Wind
1704,2018-05-27,15家上市银行破净 多家开始实施招股书中稳定股价承诺,证券日报
1705,2018-05-25,文创金融杭州银行样本： 特色业务成区域城商行突围之道,21世纪经济报道
1706,2018-05-24,49股获券商买入评级，三钢闽光目标涨幅达72.49%,Wind
1707,2018-05-23,银行要塑造文创金融核心竞争力 须努力成为圈内人,新浪
1708,2018-05-23,根植江浙良性发展 盈利能力逐渐提升,红周刊
1709,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
1710,2018-05-16,一季度净息差回稳 4银行营收负增长,新京报
1711,2018-05-10,杭州银行很受伤，划款一时爽，还钱泪两行,和讯
1712,2018-05-10,杭州银行归还江南化工2.11亿扣款!副行长亲赴安徽沟通,顶尖财经网
1713,2018-05-10,抽贷风波化解？江南化工：杭州银行全额归还募集资金,第一财经
1714,2018-05-10,抽贷风波化解？江南化工:杭州银行扣划2.1亿元资金已归还,中国网
1715,2018-05-10,江南化工：杭州银行合肥分行扣划募资已归还,股城网
1716,2018-05-10,江南化工：杭州银行扣划募资款的事项已妥善解决,e公司
1717,2018-05-10,杭州银行副行长丁锋：中小银行更需要聚焦细分客群,证券时报
1718,2018-05-09,江南化工：你乱来！杭州银行：我乱来了么？,新浪
1719,2018-05-09,江南化工资金被“强划”系银行一级预警所致 控股股东质押所持三成股份,证券日报
1720,2018-05-08,盾安集团终于公开说明：流动资金危机起于去年 有一定偿债压力,每日经济新闻
1721,2018-05-08,盾安集团债务风波持续 旗下江南化工被强行划转2.1亿,第一财经
1722,2018-05-08,江南化工与杭州银行互怼：你严重违约VS我们不会乱来,21财经
1723,2018-05-08,盾安危机升级！江南化工2亿资金被银行强行划走，公司独家回应：做得太过,中证报
1724,2018-05-08,募资账户2.11亿元遭银行划扣 江南化工发律师函追讨,全景网
1725,2018-05-08,存款增长最快：杭州银行,证券时报
1726,2018-05-08,盾安集团债务危机波及旗下上市公司：江南化工2.1亿募资突遭银行扣划 盾安环境两债券等级存下调风险,每日经济新闻
1727,2018-05-07,募资账户中2.11亿元遭划扣 江南化工称杭州银行合肥分行严重违约,北京商报网
1728,2018-05-07,江南化工账户2.1亿贷款被杭州银行扣划 涉盾安流动性危机,中国网
1729,2018-05-07,公告精选：江南化工2.1亿元募资款遭杭州银行强行划转；三家公司遭遇平仓风险,e公司
1730,2018-05-07,江南化工：杭州银行从公司募资账户扣划2.1亿元 其行为构成严重违约,e公司
1731,2018-05-07,虚增存贷款、消费贷用于购房 杭州银行嘉兴分行被罚75万,和讯
1732,2018-05-02,杭州银行破发线上坚强 逾期贷款63亿不良贷款45亿,中国经济网
1733,2018-04-28,杭州银行去年净利润同比增逾一成三,金融时报
1734,2018-04-27,杭州银行2017年营收141.22亿元 净利润45.5亿元,新浪
1735,2018-04-27,杭州银行2017年年报和2018年一季报：不良率持续下降 净利润实现两位数增长 战略转型红利凸显,每经网
1736,2018-04-27,杭州银行一季度营收大幅增近三成，2017年净利增13%,21世纪经济报道
1737,2018-04-27,杭州银行去年净利45.5亿 每10股转增4股并派现3元,金融界
1738,2018-04-27,杭州银行2017年营收为141.22亿元 净利为45.5亿元,新浪
1739,2018-04-27,杭州银行：一季度净利润同比增16.17%,Wind
1740,2018-04-27,杭州银行：2017年净利润同比增13.17%,Wind
1741,2018-04-27,杭州银行：年报净利增13% 拟10转4派3元,e公司
1742,2018-04-24,杭州银行今日大宗交易成交100万股，成交价9.98元折价10.97%,Wind资讯
1743,2018-04-20,下周1256亿市值限售股解禁，环比增逾6倍,Wind
1744,2018-03-23,A股市场破净股一览(3月23日),Wind
1745,2018-03-17,1300亿资金237只个股 A股入摩谁将受宠？,巨丰财经
1746,2018-03-12,监管层大整顿银行业三套利 盯上部分银行主业,第一财经日报
1747,2018-03-09,银行板块配置正迎来合适时机 八股风云再起,中证报
1748,2018-03-05,16家银行业绩快报出炉 中小行增速领先股份行,财界网
1749,2018-02-13,进7退3，MSCI中国A股指数成分股再生变动，3大因素或成剔除理由,证券时报网
1750,2018-02-11,科技型中小企业融资的困境与出路,和讯
1751,2018-02-09,A股市场破净股一览(2月9日),Wind
1752,2018-02-08,杭州银行：2月7日融资余额为5.67亿元，较前一日骤降5.12%,Wind资讯
1753,2018-02-05,银行股持续发酵，中信银行逼近涨停,Wind
1754,2018-01-30,银行股业绩“先睹为快” 盈利和资产质量双报喜,中国经济网
1755,2018-01-30,15家上市银行年报出炉：净利增速最快属贵阳银行,证券时报
1756,2018-01-29,13家银行披露2017年业绩快报：日均共赚逾6亿，仅浦发不良率上升,Wind
1757,2018-01-29,百家公司发布2017年业绩快报，近八成净利增长,中证报
1758,2018-01-25,杭州银行2017业绩出炉 净利同比大增13.33%领先同业,长江商报
1759,2018-01-24,午评：创业板布局时机到了? 分析师:看多一板块,中金在线
1760,2018-01-24,12家上市银行公布业绩快报 兴业营收下滑幅度最大,新浪
1761,2018-01-24,银行业绩快报暗藏牛熊玄机 多家银行开年屡创新高 11亿主力资金趁机撤离,21世纪经济报道
1762,2018-01-23,银行股业绩“先睹为快” 城商行利润增速喜人,证券日报
1763,2018-01-22,杭州银行牵手阿里云 成立国内首家城商行金融科技创新实验室,和讯
1764,2018-01-22,【中信建投银行杨荣】银行业周报101期：《周期复苏，银行先行》,eResearch杨荣团队
1765,2018-01-22,地方中小股份制银行应不忘上市初衷,新浪
1766,2018-01-22,阿里云又要搞事情，首家城商行金融科技创新实验室要做什么？,Ofweek
1767,2018-01-19,银行股新年整体强势 业内继续看多四大行-第2页,金融界
1768,2018-01-19,银行股新年大涨10％ 中、农、建三大行均创历史新高,深圳商报
1769,2018-01-17,杭州银行祭出上市以来最好净利增速 负债增幅高达21.78%,证券时报
1770,2018-01-16,杭州银行2017年业绩快报：净利润45.57亿元 增长13.33%,中国网
1771,2018-01-16,晚间重要公告2018年1月16日星期二,--
1772,2018-01-16,杭州银行：2017年净利45.57亿元 同比增13%,e公司
1773,2018-01-16,杭州银行：2017年盈利45.57亿元，同比增长13.33%,Wind
1774,2018-01-12,收13罚单不良率“双升” 杭州银行市值一年蒸发360亿,华夏时报
1775,2018-01-10,"杭州银行""割韭菜""蒸发360亿市值 不良屡升处罚不断",中国经济网
