,2021-12-29,华兰生物：目前正在开展重组Exendin-4-Fc融合蛋白注射液的I期临床研究,Wind
3811,2018-10-10,10日晚公告精选丨贾跃亭所持乐视网股份累计被司法处置约2202万股,21经济网
3812,2018-10-10,华兰生物：参股基因公司取得药物临床试验批件,Wind
3813,2018-10-10,华兰生物：参股基因公司取得药物临床试验批件,e公司
3814,2018-10-08,假期九大必看要闻一览，节后投资得心应手,Wind
3815,2018-10-07,93公司利润环比连增 18家步入绩优股行列,证券时报
3816,2018-10-06,华兰生物中报业绩点评：血制品触底回暖，疫苗放量在即,中信建投
3817,2018-10-06,华兰生物官网疑似被黑,金融界
3818,2018-10-05,【独家】2018年9月招标动态简析,药智网
3819,2018-10-03,华兰生物半年报点评：业绩符合预期，四价流感疫苗可期,国泰君安
3820,2018-09-30,医药生物创新驱动成长 研发投入排序与市值完全匹配,国金证券
3821,2018-09-30,医药生物全球前沿周报：从新型疫苗看给药路径,顶尖财经网
3822,2018-09-28,"每日点评:两市热点匮乏,回调积极关注",正点财经
3823,2018-09-28,【平安重点】行业动态跟踪报告*生物医药*疫苗批签发数据跟踪：四价流感裂解疫苗上市*强于大市,平安研究
3824,2018-09-28,东海晨报摘要(20180928),东海通财富
3825,2018-09-28,利好政策密集出台 医疗板块表现抢眼,证券时报
3826,2018-09-27,道达投资手记：新股上市第二天竟然开板,每日经济新闻
3827,2018-09-27,深港通十大成交活跃股排名（9月27日）,Wind
3828,2018-09-27,节前正常回调而已——骑牛看熊9月27日淘金收评,云掌财经
3829,2018-09-27,【收市点评】沪指2800点拉锯收跌 可持续热点匮乏,兴业证券兴e通
3830,2018-09-27,2800点拉锯战多头失利：热点匮乏，存量博弈，指数收跌,澎湃新闻
3831,2018-09-27,资金流:钒2股医药医疗3股流入居前 两市净流出262亿,金融界
3832,2018-09-27,迈瑞医疗今日申购 医药、医疗器械板块震荡上扬,证券之星
3833,2018-09-27,鲁股指数9月27日收评 次新股全线低迷沪指失守2800点,中金在线
3834,2018-09-27,9月27日复盘:节前蓄势更英明 主力重点出击7股(名单),新浪
3835,2018-09-27,【超级大单】 09月27日 8只个股特大单净流入超亿元,每日经济新闻
3836,2018-09-27,【解盘论市】创业板跌超1%，医药股逆势造好,Wind
3837,2018-09-27,09月27日 13只股票封板 钢铁行业板块涨幅最大,每日经济新闻
3838,2018-09-27,09月27日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
3839,2018-09-27,收评：沪指跌0.6%展开2800点拉锯战 可持续热点匮乏,新浪
3840,2018-09-27,股市快讯：午后生物制品走强 华兰生物涨逾7%,中国经济网
3841,2018-09-27,联讯证券：政策面暖风频传利于股指稳定向好,联讯证券
3842,2018-09-27,午评：大盘小幅调整 医药股逆势上涨,e公司
3843,2018-09-27,医药股集体大涨 机构揭秘打好四季度“反击战”的三条思路,证券时报网
3844,2018-09-27,医药板块早盘单边走强,证券之星
3845,2018-09-27,【异动股】医疗医药板块快速走强 恒康医疗(002219-CN)涨停,财华社
3846,2018-09-27,医药股震荡上扬 华兰生物大涨逾8%,证券时报网
3847,2018-09-27,医药股逆势拉升 两股涨停,每日经济新闻
3848,2018-09-27,医药股集体走强 华兰生物涨超8%,e公司
3849,2018-09-27,医药股稳步走强，恒康医疗涨停,Wind
3850,2018-09-26,医药行业：带量采购政策带来持续压力 更多关注政策免疫的服务、类消费和创新药,联讯证券
3851,2018-09-25,财融汇·个股研报精选,财通证券融资融券部
3852,2018-09-24,医疗保健：减税支持企业研发投入 荐5股,财通证券
3853,2018-09-21,两市超大账户抢筹的50只个股,证券之星
3854,2018-09-21,巨丰热点：生物疫苗概念呈现逆势活跃,巨丰财经
3855,2018-09-19,放量反弹大单动向成焦点 三因素筛出131只潜力股,证券日报
3856,2018-09-18,"医药行业:带量采购将是必然趋势,龙头效应依然明显",正点财经
3857,2018-09-18,136亿主力资金近三日大量撤出中小创,证券时报网
3858,2018-09-17,73只个股受机构集体推荐 5只龙头股吸金逾27亿,证券日报
3859,2018-09-17,医药生物：医药工业持续回升，关注业绩确定性龙头,国联研究
3860,2018-09-17,财融汇·个股研报精选,财通证券融资融券部
3861,2018-09-14,"华兰生物2018半年报点评:业绩符合预期,四价流感疫苗可期",正点财经
3862,2018-09-14,【兴业定量任瞳团队】基金经理揭秘系列之八：嘉实基金齐海滔,XYQUANT
3863,2018-09-13,每日利好题材：这些投资机会不容错过！,巨丰财经
3864,2018-09-12,【平安重点】行业专题报告*生物医药*2018Q2样本医院增速持续回暖，医保目录调整品种加速放量*强于大市,平安研究
3865,2018-09-12,平安研报20180912,平安研究
3866,2018-09-12,仿制药概念遭遇重挫 消息称第一批带量采购清单公布,证券时报网
3867,2018-09-12,盘前有料｜腾讯连续三日回购股份 2只新股今日申购,证券时报网
3868,2018-09-12,国产“赫赛汀”来袭，三生抢到第一？百济神州PD-1上市申请获受理，或成本土第一,E药经理人
3869,2018-09-11,11日盘中可能影响股市重要财经资讯速递,证券时报网
3870,2018-09-11,医药生物2018年中报总结既9月投资策略：价值渐显，适度乐观,国信研究
3871,2018-09-11,科技部组织召开疫苗技术与产业发展研讨会,Wind
3872,2018-09-11,[互动]华兰生物：狂犬疫苗已完成临床 正申报生产文号,全景网
3873,2018-09-11,华兰生物：公司研发的狂犬疫苗处于申报生产文号阶段,Wind
3874,2018-09-11,华兰生物：研发的狂犬疫苗处于申报生产文号阶段,e公司
3875,2018-09-11,"医药生物行业:疫苗企业未发现质量安全问题,进口抗癌药专项采购启动",国联证券
3876,2018-09-10,8月医药大事件之榜单篇：特色排行榜增多，更具参考价值,制药网
3877,2018-09-10,华兰生物四价流感疫苗即日起独家上市销售,Wind
3878,2018-09-10,财融汇·个股研报精选,财通证券融资融券部
3879,2018-09-10,华兰生物：首批四价流感疫苗批签发证明已于6日签发,e公司
3880,2018-09-10,华兰生物四价流感疫苗已可上市销售,e公司
3881,2018-09-09,医疗保健：自下而上选择穿越熊市 荐5股,财通证券
3882,2018-09-06,2018年医药行业中报总结分析：暂时无方向性自下而上选择为主,顶尖财经网
3883,2018-09-04,招商证券：医药行业维持较高景气 关注优质白马及高成长个股,证券时报网
3884,2018-09-04,【财通医药】华兰生物(002007)：疫苗带来盈利高弹性,财通证券研究
3885,2018-09-04,【山证医药】医药生物行业周报（20180827-20180902）：行业整体业绩表现优异，关注细分领域,山西证券研究所
3886,2018-09-03,"华兰生物:血制品走向正轨,四价流感疫苗值得期待",国联证券
3887,2018-09-02,入摩效应显现！北上资金单月净买入355亿，这个板块最受青睐,e公司
3888,2018-09-02,医疗保健：拥抱龙头 荐8股,中泰证券
3889,2018-09-01,87公司利润环比连增 16家步入绩优股行列,证券时报
3890,2018-08-31,31日早间两市重要公司新闻速递,证券时报网
3891,2018-08-31,4.6亿资金傻眼！ST长生停牌前仅剩一个交易日,Wind
3892,2018-08-30,A股头条之上市公司公告精选（8.31）,金融界
3893,2018-08-30,生物疫苗公司中期业绩七成报喜,e公司
3894,2018-08-30,华兰生物，能否在疫苗之殇中逆风飞扬？,和讯
3895,2018-08-30,嘉实基金被套华润双鹤亏损超18% 多出自“小将”之手,中金在线
3896,2018-08-30,ST长生天地板难逃退市命运，博傻参与不如深挖绩优疫苗股！,Wind
3897,2018-08-30,【山证医药】华兰生物（002007.SZ）点评报告：血制品业务触底回暖，四价流感即将上市,山西证券研究所
3898,2018-08-30,多只疫苗股收复失地 ST长生刷新A股跌停纪录,证券时报
3899,2018-08-29,20家药企进入2018河南品牌500强，5家综合得分超9000,制药网
3900,2018-08-29,"华兰生物:血制品业务触底回升,四价流感疫苗上市销售",信达证券
3901,2018-08-29,医药行业:华兰生物,信达证券
3902,2018-08-29,"华兰生物:血制品回暖,四价流感顺利推进",国信证券
3903,2018-08-28,秦洪看盘｜A股市场下档承接力度增强，业绩超预期品种受追捧,澎湃新闻
3904,2018-08-28,涨停板复盘：沪指震荡整理跌0.11% 自由贸易港崛起,新浪
3905,2018-08-28,[买入评级]华兰生物(002007)中报点评：中报业绩超预期 下半年四价流感疫苗将显著增厚业绩,中财网
3906,2018-08-28,[推荐评级]华兰生物(002007)半年报点评：血制品触底回升 看好疫苗业务增长提速,中财网
3907,2018-08-28,晨会聚焦180828：重点关注华东医药、中国海诚、汉得信息、南极电商、科锐国际、宋城演艺,国信研究
3908,2018-08-28,[强烈推荐-A评级]华兰生物(002007)中报点评：业绩完全符合我们预期 四价流感带来业绩弹性,中财网
3909,2018-08-28,华兰生物销售费用再度破亿 上半年同比增长77.83%,中国网
3910,2018-08-28,[增持评级]华兰生物(002007)中报点评：Q2收入增长35% 净利增长40% 四价流感疫苗即将上市销售,中财网
3911,2018-08-28,广证恒生-融资融券日报-沪指上涨，两融上升-20180828,广证恒生策略研究
3912,2018-08-28,华兰生物：8月27日融资余额为9.18亿元，较前一日骤降6.84%,Wind资讯
3913,2018-08-28,要闻速递：8月28日证券市场消息汇总,财界网
3914,2018-08-28,一根阳线改变三观？行情大小，还看这个指标；5G概念不断扩散，多股涨停！,恒泰头派账户
3915,2018-08-28,【朝闻国盛】5G频谱预计将于下个月落地，通信板块投资标的梳理,国盛证券研究所
3916,2018-08-28,龙头股一出半年报就涨停，疫苗板块“满血复活”？,中财网
3917,2018-08-28,[快讯]生物分级基金公布半年报 收益为7.26%,中财网
3918,2018-08-27,龙虎榜：行业龙头回调后获多家机构买入 后市有望冲高,巨丰财经
3919,2018-08-27,【27日资金路线图】主力资金净流入172亿元 龙虎榜机构抢筹8股,证券时报网
3920,2018-08-27,龙虎榜：机构今日买入这8股 卖出兴业矿业2184万元,第一财经
3921,2018-08-27,8月27日A股全天资金主力净流入、净流出前十大个股,中证网
3922,2018-08-27,疫苗行业持续增长态势 中国国际化转型迎来新机遇,前瞻研究院
3923,2018-08-27,涨停板解密：医药生物股火爆再启动！（8月27日）,Wind
3924,2018-08-27,27日中小板指涨2.89%,新华网
3925,2018-08-27,中报业绩7成增长，超预期公司成资金狙击目标,Wind
3926,2018-08-27,今日股市牛熊股盘点：国企改革概念反复活跃 津劝业重拾升势,山东神光
3927,2018-08-27,华兰生物龙虎榜数据（8月27日）,Wind
3928,2018-08-27,机构席位抢筹攀钢钒钛，深股通买入森马服饰卖出华兰生物,Wind
3929,2018-08-27,资金流:消费5股科技3股流入居前 两市净流入274亿,金融界
3930,2018-08-27,德新交运冲击6连板失败，京天利4连板接替市场总龙头,云掌财经
3931,2018-08-27,国金证券：上调华兰生物评级至买入,Wind
3932,2018-08-27,A股放量大涨：沪指三连阳收复20日线，创业板指暴涨近3%,澎湃新闻
3933,2018-08-27,揭秘涨停板：5G概念股轮番上涨 金信诺等5股涨停,腾讯网
3934,2018-08-27,5G概念再度爆发,红周刊
3935,2018-08-27,A股放量上攻！沪指涨1.89% 旅游、酿酒等二线蓝筹大涨,腾讯网
3936,2018-08-27,医药板块午后走强 启迪古汉、利德曼等6股涨停,中国经济网
3937,2018-08-27,医药板块盘中走势活跃 华兰生物海正药业等涨停,证券时报网
3938,2018-08-27,医药板块崛起，复星医药、华兰生物等多股涨停,Wind
3939,2018-08-27,【盘中动态】多只医药股涨停 多数机构仍然持乐观态度,每日经济新闻
3940,2018-08-27,[审慎增持评级]华兰生物(002007)中报点评：血制品环比有所改善 四价流感疫苗有望贡献业绩弹性,中财网
3941,2018-08-27,医药制造板块崛起 复星医药等6股集体涨停,金融界
3942,2018-08-27,医药股集体大涨 复星医药等多股涨停,e公司
3943,2018-08-27,【平安】行业动态跟踪报告*生物医药*疫苗批签发数据跟踪：总体稳定，五联苗回归*强于大市,平安研究
3944,2018-08-27,申万宏源：华兰生物增持评级,顶尖财经网
3945,2018-08-27,复星医药高开高走拉升5.33%报32.20元 成交4.44亿元,腾讯网
3946,2018-08-27,[中性评级]华兰生物(002007)中报点评：2Q单季改善明显 流感疫苗放量,中财网
3947,2018-08-27,华兰生物低开高走拉升7.32%报35.20元 成交5.33亿元,腾讯网
3948,2018-08-27,[买入评级]华兰生物(002007)中报点评：血制品销售季度环比好转 四价流感疫苗即将正式上市销售,中财网
