,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
2624,2018-03-13,"医药行业周报:看好创新药、疫苗及消费升级机会,推荐恒瑞医药、安科生物、片仔癀等",西南证券
2625,2018-03-12,医疗保健：主营业务可持续增长更具长期投资价值 荐12股,山西证券
2626,2018-03-12,[强于大市评级]深度*行业*医药行业周报：每一次估值切换都是价值发现之旅,中财网
2627,2018-03-12,[强于大市评级]医药行业周报：看好创新药、疫苗及消费升级机会 推荐恒瑞医药、安科生物、片仔癀等,中财网
2628,2018-03-12,[推荐评级]医药行业周报：左手创新 右手消费 布局滞涨：三问三答当下的投资机会,中财网
2629,2018-03-12,片仔癀迭创新高,中证报
2630,2018-03-12,"医药生物行业周报:医药关注提升,聚焦创新和国际化",国海证券
2631,2018-03-11,中药板块表现亮眼三要素掘金 六股值得重点关注,中证报
2632,2018-03-09,中药板块昨日吸金近五亿元 六股迎腾飞契机,证券日报
2633,2018-03-08,[中性评级]医药生物行业3月月报：聚焦两会 关注产业发展大趋势,中财网
2634,2018-03-07,[中性评级]医药生物行业2月月报：关注业绩超预期个股,中财网
2635,2018-03-07,[看好评级]PHARMACEUTICAL：FOLLOW INDUSTRY TREND; FOCUS ON FAST-GROWING COMPANIES TRADING AT LOW VALUATION,中财网
2636,2018-03-06,机构推荐：周三具备布局10大潜力金股（3.6）,中证报
2637,2018-03-06,[中性评级]深度*行业*医药行业周报：创业板回暖 建议加大中小市值配置,中财网
2638,2018-03-05,[看好评级]医药生物行业周报：关注绩优白马及创新药,中财网
2639,2018-03-05,[强于大市评级]医药行业周报：聚焦子行业龙头 看好恒瑞医药、安科生物、美年健康等,中财网
2640,2018-03-05,[推荐评级]医药生物行业周报：转变开始 核心关注创新和国际化,中财网
2641,2018-03-05,[强于大市评级]医药生物行业投资策略：年报密集期 精选业绩预期强烈估值合理的细分龙头,中财网
2642,2018-03-05,[推荐评级]医药行业2018年3月份投资月报：创新药2.0+细分市场龙头,中财网
2643,2018-03-05,[强于大市评级]医药生物行业研究周报：擒“消费升级” 方得奇兵,中财网
2644,2018-03-05,【海通医药.3月月报】重点关注快报、一季报超预期个股,--
2645,2018-03-05,"片仔癀:具备持续提价能力,看好量价齐升发展",证券之星
2646,2018-03-04,听·天风一周一会 | 4200份问卷调查看清中国消费系列,天风研究
2647,2018-03-01,[增持评级]医药与健康护理行业月报：重点关注快报、一季报超预期个股,中财网
2648,2018-02-28,[中性评级]2018年医药行业春季策略报告：平淡中孕育希望,中财网
2649,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
2650,2018-02-26,[看好评级]医药生物行业周报：持续关注一致性评价及创新药标的,中财网
2651,2018-02-26,[推荐评级]医药行业周报：反弹后的策略：把握产业趋势 关注性价比,中财网
2652,2018-02-26,[强于大市评级]医药生物行业深度研究：4000份问卷 管中窥豹医疗消费升级趋势,中财网
2653,2018-02-26,天风医药：管中窥豹医疗消费升级趋势,新浪
2654,2018-02-26,[强于大市评级]医药生物行业研究周报：震荡中拥抱低估值高成长的“安全标的”,中财网
2655,2018-02-26,浙商早班车2018.02.26,浙商证券研究所
2656,2018-02-24,片仔癀等5品种，中药保护延期数年,医药云端工作室
2657,2018-02-24,[审慎增持评级]片仔癀(600436)深度研究：国宝秘药引领消费升级 多点布局势造大健康航母,中财网
2658,2018-02-22,"医药生物行业周报:看好估值合理的子行业龙头,重点推荐恒瑞医药、长春高新、美年健康等",西南证券
2659,2018-02-13,医药生物行业周报:继续关注一致性评价主题催化,浙商证券
2660,2018-02-12,医药生物行业周报：继续推荐CRO 关注医药分销,中财网
2661,2018-02-12,[强于大市评级]医药生物行业研究周报：市场震荡 投资机会显现,中财网
2662,2018-02-12,[推荐评级]医药生物行业周报：调整之后 可能孕育新的变化,中财网
2663,2018-02-11,【海通策略】保持耐心，坚定信心（荀玉根、唐一杰）,股市荀策
2664,2018-02-09,[看好评级]医药生物行业2017年年报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
2665,2018-02-09,今日最具爆发力的牛股,财界网
2666,2018-02-09,42股获券商买入评级 中华企业目标涨幅达94.24%,Wind
2667,2018-02-08,中财独家:沪弱深强八二分化该如何应对？+机构预测,中财网
2668,2018-02-08,[增持评级]片仔癀(600436)公司公告点评：量价齐升高景气 2017年业绩靓丽,中财网
2669,2018-02-08,2月8日收盘研报精选 这10股值得关注！,中财网
2670,2018-02-08,明日最具爆发力六大牛股名单（2月9日）,中财网
2671,2018-02-08,【西南医药朱国广团队】片仔癀（600436）：收入高增长符合判断，片仔癀系列量价齐升,微信
2672,2018-02-08,【医药】片仔癀(600436)：片仔癀系列量价齐升，全年业绩高速增长,中信建投证券研究
2673,2018-02-07,7日晚间机构研报精选：5股值得关注（名单）,和讯
2674,2018-02-07,[增持评级]片仔癀(600436)点评：2017年业绩预告大增47.45% 营销改革效果显著,中财网
2675,2018-02-07,[看好评级]医药生物行业周报：一致性评价执行政策落地加速,中财网
2676,2018-02-07,[买入评级]片仔癀(600436)公告点评：业绩超预期 片仔癀销量预计快速增长,中财网
2677,2018-02-07,[推荐评级]医药生物行业周报：继续寻找确定性,中财网
2678,2018-02-07,片仔癀：产品量价齐升 收入高增长符合判断,西南证券
2679,2018-02-07,西南研发·晨会聚焦20180207,西南证券研究所
2680,2018-02-07,医药生物行业日报：奥拉帕利纳入优先审评 或年内获批,中财网
2681,2018-02-07,【中证盘前播报】牛散吕小奇因强平被动减持欧浦智网，獐子岛拟引入战投，8公司质押股票或被平仓致停牌，美股低开高走，欧股继续下跌,中证报
2682,2018-02-07,华创事件驱动早报2-7：一线房企销售额纷纷大增；居民春节出游意愿强,华创证券研究
2683,2018-02-07,A股头条：6家首发上会4家通过 美股上演过山车行情,金融界
2684,2018-02-06,2月6日晚间上市公司十大重磅公告,巨丰财经
2685,2018-02-06,公告精选：应对股市大跌 上市公司纷纷增持、回购、停牌、高送转,e公司
2686,2018-02-06,2月6日上市公司晚间公告速递,新浪
2687,2018-02-06,[快讯]片仔癀2017净利同比增47% 多家公司公布业绩,中财网
2688,2018-02-06,片仔癀：2017年净利7.91亿 同比增47%,e公司
2689,2018-02-06,片仔癀：2017年实现净利7.9亿元，同比增长47.45%,Wind
2690,2018-02-06,[推荐评级]医药生物行业周报：寻找不确定中的确定性机会,中财网
2691,2018-02-05,[强于大市评级]医药生物行业投资策略：优选“业绩拐点+估值修复”品种 巧避”雷区”,中财网
2692,2018-02-05,[强于大市评级]医药生物行业研究周报：拥抱二线白马 守望一线龙头,中财网
2693,2018-02-04,【华创医药周报201806】寻找不确定中的确定性机会,华创医药组公众平台
2694,2018-02-03,医疗保健：中国医药制造业数据持续回暖 荐8股,中泰证券
2695,2018-02-02,[增持评级]医药生物行业月报：把握政策落地年龙头企业机会 布局年报、一季报业绩预增品种,中财网
2696,2018-01-31,[看好评级]医药生物行业周报：关注一致性评价执行政策相关标的,中财网
2697,2018-01-30,医疗保健：医保支付结构优化带来行业分化 荐8股,安信证券
2698,2018-01-30,[推荐评级]医药行业周报：白马回调后 医药股如何配臵?,中财网
2699,2018-01-30,片仔癀：1月29日融资余额为6.44亿元，较前一日骤降8.22%,Wind资讯
2700,2018-01-29,"医药行业周报:看好创新药、供给侧改革、消费升级,重点推荐智飞生物、鲁抗医药、片仔癀等",西南证券
2701,2018-01-29,"医药行业周报:年报业绩预告陆续披露,整体业绩增速稳定",开源证券
2702,2018-01-25,【晨会聚焦】税改+紧货币会给美国带来什么？,中泰证券研究所
2703,2018-01-24,医药生物行业周报:关注具备良好业绩基础的创新药龙头企业,浙商证券
2704,2018-01-22,片仔癀今日大宗交易成交7.62万股，成交价65.64元折价14.4%,Wind资讯
2705,2018-01-22,浙商早班车2018.01.22,浙商证券研究所
2706,2018-01-19,片仔癀药业 荣膺第二十四届 全国企业管理现代化创新成果二等奖,证券之星
2707,2018-01-15,医药:卫生计生工作会议召开 长效GLP-1制剂获批,国联证券
2708,2018-01-15,机构荐股：2018年1月15日机构强烈推荐6股可闭眼买入,至诚财经
2709,2018-01-15,浙商早班车2018.01.15,浙商证券研究所
2710,2018-01-14,118只个股连续上涨3日或3日以上，赛腾股份表现最佳,Wind
2711,2018-01-14,两手准备玩转当下热点行情 10只个股被机构集中推荐,投资者报
2712,2018-01-13,极具成长空间7股现黄金买点,中财网
2713,2018-01-13,医药板块安全边际十足 业绩为王精选三大细分领域,金融投资报
2714,2018-01-12,8股可闭眼买入小散马上发财,中财网
2715,2018-01-12,片仔癀(600436)事件点评：业绩略高于预期核心产品量价齐升,中财网
2716,2018-01-11,安信证券：上调片仔癀评级至买入,Wind
2717,2018-01-11,片仔癀(600436)公告点评：盈利预喜需求强韧,中财网
2718,2018-01-11,这些大品种要大卖了！片仔癀、蒲地蓝…,赛柏蓝
2719,2018-01-11,50股获券商买入评级 经纬纺机目标涨幅达110.92%,Wind
2720,2018-01-11,西南研发·晨会聚焦20180111,西南证券研究所
2721,2018-01-11,【西南医药朱国广团队】片仔癀（600436）业绩超市场预期，看好其成长前景,微信
2722,2018-01-11,【东吴晨报0111】【行业】医药、零售【个股】歌力思、片仔癀、顾家家居,东吴研究所
2723,2018-01-10,片仔癀(600436)公司快报：片仔癀系列量价齐升业绩高增长,中财网
2724,2018-01-10,明日黑马股票推荐：周四最具爆发力六大黑马（1月11日）,南方财富网
2725,2018-01-10,"片仔癀:2017年业绩预增40%~60%,片仔癀销量持续高增长",中国网
2726,2018-01-10,片仔癀股票分析：业绩超市场预期，看好公司成长前景,西南证券
2727,2018-01-10,片仔癀：推动业绩高速增长 买入评级,中信建投
2728,2018-01-10,"片仔癀:核心品种量价齐升,业绩超预期",中国网
2729,2018-01-10,"片仔癀:片仔癀量价双升驱动业绩爆发,2017业绩预增40%-60,超预期",中国网
2730,2018-01-10,"片仔癀:2017年度业绩预增超预期,核心产品量价齐升",中国网
2731,2018-01-10,沪指八连阳 “喝酒吃药”行情再现,广州日报
2732,2018-01-10,公告隐现重大利好 周三8股有望突破大涨,证券之星
2733,2018-01-10,【浙商医药】片仔癀（600436）：业绩大超预期，股价再创历史新高，继续强烈推荐,浙商证券研究所
2734,2018-01-10,浙商早班车2018.01.10,浙商证券研究所
2735,2018-01-10,医药股强势依旧 “五个优质”或成就行业巨头崛起,证券日报
2736,2018-01-09,片仔癀预计2017年净利润同比增长40%-60%,中证报
2737,2018-01-09,周二上市公司晚间重要公告,顶尖财经网
2738,2018-01-09,片仔癀：2017净利预增2.14亿至3.2亿 同比增40%至60%,新浪
2739,2018-01-09,片仔癀：2017年净利预增40%-60%,Wind
2740,2018-01-09,医药生物行业周报：流感爆发关注主题投资机会,中财网
2741,2018-01-09,多个省份启动按病种收费 概念股腾飞在即,证券之星
2742,2018-01-09,中药股持续走强，盘龙药业逼近涨停,Wind
2743,2018-01-08,医疗保健：可关注估值合理的优质消费品和商业板块 荐10股,中银国际
2744,2018-01-08,医药行业周报：再次强调LICENSE,中财网
2745,2018-01-08,医药行业周报：疫苗行业景气度高涨重点推荐智飞生物、康泰生物等,中财网
2746,2018-01-08,医药行业周报:医药消费升级投资机遇,中国网
2747,2018-01-08,"医药生物行业周报:总理批示今后医改方向,中医药特色优势继续发挥",中国网
2748,2018-01-08,医药生物行业研究周报：新年新气象持续关注业绩预期强烈龙头,中财网
2749,2018-01-07,【华泰周刊】2018.01.01 - 01.05 华泰研究一周回顾,华泰证券研究所
2750,2018-01-03,2018年度投资策略系列之中药行业：事情正在起变化,中财网
2751,2018-01-03,【医药】由“仿”入“创”，创新开启新的时代红利,天风研究
2752,2018-01-02,"医药生物行业:注射剂一致性评价来临,利好高质量龙头公司",中国网
2753,2018-01-02,医药行业2018年1月份投资月报:2018的“2+2”医药投资策略,中国网
2754,2018-01-02,医药行业2018年投资策略：正本清源柳暗花明,中财网
