,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
2729,2018-05-20,133家上市公司披露调研记录 北方华创吸引上百机构,重庆商报
2730,2018-05-18,跨市场新能源汽车周报：特斯拉在上海注册全资子公司,中财网
2731,2018-05-17,上百家机构集体调研北方华创，透露一季度新签订单5-6亿元,Wind
2732,2018-05-15,北方华创：业绩高增长 半导体设备龙头发展提速,信息早报
2733,2018-05-15,[超配评级]机械行业周报：投资机械新经济 关注核电、工业自动化和半导体,中财网
2734,2018-05-15,重点集成电路企业年报一季报梳理：产业整体向好 细分领域喜忧参半,中财网
2735,2018-05-14,太平洋电子|电子板块公司财务数据横向比较,刘翔电子研究
2736,2018-05-14,机械制造：投资机械新经济 荐10股,国信证券
2737,2018-05-14,[推荐评级]机械设备行业周报：锂电中游资金紧张缓解 工程机械需求强度持续,中财网
2738,2018-05-14,[买入评级]光大行业机械周观点：4月挖机、新能源汽车旺销 工程机械、锂电设备向好,中财网
2739,2018-05-14,[买入评级]广发证券国防军工行业周报20180513,中财网
2740,2018-05-14,[增持评级]机械设备行业周报：战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
2741,2018-05-14,[优于大势评级]机械设备行业周报：4月挖机同比大增85% 继续看多工程机械板块,中财网
2742,2018-05-14,[强于大市评级]一周半导体动向：从METI及SUMCO数据判断行业供需面 从上游佐证半导体景气度,中财网
2743,2018-05-14,[强于大市评级]机械设备行业研究周报：季报成长性分析 机构低配与持续成长值得关注,中财网
2744,2018-05-11,[强于大市评级]一周半导体动向：2018Q1板块总结,中财网
2745,2018-05-10,[强于大市评级]深度*行业*机械行业周报：对标中国制造2025 强烈推荐国产化中的半导体设备和工业基础件,中财网
2746,2018-05-10,芯片概念午后走低 圣邦股份、北方华创跌逾5%,证券时报网
2747,2018-05-10,融资客青睐52股，健民集团买入占比高达47.82％,Wind
2748,2018-05-10,[推荐评级]机械设备行业周报：机械板块盈利能力向上 国产半导体设备迎拐点,中财网
2749,2018-05-09,[买入评级]电子行业周报：苹果及供应商Q2展望较好 板块机会大于风险,中财网
2750,2018-05-09,[增持评级]机械设备行业周报：工程机械4月保持高增长 持续看好核心技术设备龙头,中财网
2751,2018-05-09,巨丰午评：股指回踩重要支撑点,巨丰财经
2752,2018-05-09,[增持评级]机械设备行业周报：美油逼近70美元大关 关注中东局势 战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
2753,2018-05-09,[优于大势评级]机械设备行业周报：中芯国际与大基金等投资成立半导体产业基金 各方持续发力促发展,中财网
2754,2018-05-08,[强于大市评级]深度*行业*机械行业2017年报与2018一季报总结：周期与成长共舞,中财网
2755,2018-05-08,机械行业动态：工程机械销售亮眼 高端制造加速发展,中财网
2756,2018-05-08,工信部实施补短板重大工程，这些上市公司已具备竞争实力,和讯
2757,2018-05-08,"机械行业周报:铁总年报出炉或提振轨交信心,半导体投资加快利好设备企业",证券之星
2758,2018-05-07,[增持评级]机械制造业行业周报：高端制造加速崛起 重点推荐工业机器人和核电板块,中财网
2759,2018-05-07,[超配评级]机械行业周报：首台AP1000机组装料获批 核电设备或迎来春天,中财网
2760,2018-05-07,半导体概念股北方华创：14nm制程设备进入工艺验证,南方财富网
2761,2018-05-07,富士康拟发展半导体业务 四股或迎腾飞契机,证券时报
2762,2018-05-07,"北方华创:工艺装备放量增长,全年业绩高增长可期",证券之星
2763,2018-05-07,"北方华创2018年一季报点评:一季度业绩高增长,看好公司持续成长",国信证券
2764,2018-05-06,1534公司预告一季度业绩 390家增幅翻倍,证券时报
2765,2018-05-04,社保基金一季度新进109只个股 中小创占近四成,投资快报
2766,2018-05-03,机械制造：笃行致远 厚积薄发,广发证券
2767,2018-05-03,19年将成为我国存储器的量产元年 4股飞黄腾达,证券之星
2768,2018-05-03,北方华创:深度剖析当前时点下北方华创的戴维斯双击,正点财经
2769,2018-05-02,【光大电子杨明辉团队】北方华创：一季度业绩高增长，半导体设备龙头乘风而上,杨明辉电子
2770,2018-05-02,电子行业:关注半导体领域的投资机会,中证网
2771,2018-04-27,北方华创：一季度净利润同比增857.58%,Wind
2772,2018-04-27,芯片国产化概念股集体跳水，国民技术跌停,Wind
2773,2018-04-26,银河证券晨会纪要-180426,银河证券
2774,2018-04-26,融资客逆市买入45只个股 计算机与电子类成最爱,证券日报
2775,2018-04-26,"北方华创首次覆盖报告:国内高端半导体装备领跑者,行业景气助力高增长",证券之星
2776,2018-04-25,巨丰热点：芯片概念再度活跃 晓程科技等个股盘中涨停,巨丰财经
2777,2018-04-25,[推荐评级]半导体设备系列深度报告之二：2020年前国内半导体硅片设备市场空间270亿,中财网
2778,2018-04-24,[增持评级]机械行业周报：寻找先进制造业的“自主可控”,中财网
2779,2018-04-24,机械行业卓越推：本周暂停,中财网
2780,2018-04-24,机械制造：聚焦半导体设备及高端泵阀国产替代 荐8股,安信证券
2781,2018-04-24,机械行业动态：工程机械数据亮眼 雄安新区建设带来边际增量,中财网
2782,2018-04-24,电子元件行业:如何看待长江存储开启机台安装,中证网
2783,2018-04-23,中兴通讯被制裁，半导体设备国产化有望加速,和讯
2784,2018-04-23,北方华创交付第100台氮化铝PVD设备,SEMI
2785,2018-04-23,[强于大市评级]机械设备行业研究周报：18年油服市场相比17年有哪些变化 ?,中财网
2786,2018-04-22,工业综合：国防军工周报,和讯
2787,2018-04-22,机械制造：关注核电重启带来的板块机会 荐9股,东北证券
2788,2018-04-20,数据王：一概念板块4只个股涨停 可做中长线配置,巨丰财经
2789,2018-04-20,[看好评级]专用设备制造行业点评报告：机械行业的“自主可控”投资思路梳理,中财网
2790,2018-04-20,[买入评级]深度*公司*北方华创(002371)年报点评：光伏设备增长主动力 半导体设备,中财网
2791,2018-04-19,[路演]北方华创：从订单情况看预计能够完成2018年预算目标,全景网
2792,2018-04-19,[优异评级]电子行业周报：中国IC产业十强揭晓 三业增速均超20%,中财网
2793,2018-04-19,中金公司：半导体设备国产化迎来契机,中金公司
2794,2018-04-19,万亿芯片进口受制于人，千亿大基金入股9家上市公司力推国产化,--
2795,2018-04-19,银河证券晨会纪要-180419,银河证券
2796,2018-04-19,机械行业热点速评：半导体设备国产化迎来契机,中财网
2797,2018-04-19,巨丰早评：V型反转后仍有确认,巨丰财经
2798,2018-04-19,科技股成市场新宠游资扫货+机构抢筹+北上资金买入,顶尖财经网
2799,2018-04-18,崛起正当时的半导体设备龙头 业绩高增长只是序曲,证券之星
2800,2018-04-18,4月18日A股龙虎榜揭秘，机构抢筹9股,--
2801,2018-04-18,龙虎榜：股价底部成功摘帽！一股获多家知名游资集体青睐,巨丰财经
2802,2018-04-18,北方华创(002371)：国内半导体设备龙头,中金在线
2803,2018-04-18,巨丰复盘：三大指数现V型反转 国产替代爆发涨停潮,巨丰财经
2804,2018-04-18,北方华创龙虎榜数据(4月18日),Wind资讯
2805,2018-04-18,机构买入多只芯片股，紫光国芯现游资分歧,Wind
2806,2018-04-18,涨停板解密：芯片国产化主题全面爆发！（4月18日）,Wind
2807,2018-04-18,涨停揭秘：两市探底回升 国产芯片迎涨停潮,巨丰财经
2808,2018-04-18,快讯：芯片股午后掀起涨停潮 北方华创等十余股涨停,新浪
2809,2018-04-18,芯片概念行情火爆 北方华创封上涨停,金融界
2810,2018-04-18,国产芯片题材爆发，兆日科技、国民技术涨停,Wind
2811,2018-04-18,北方华创：半导体设备龙头 进口替代乘风而上,光大证券
2812,2018-04-18,"北方华创:14nm制程设备进入工艺验证,akrion平台助推清洗机业务发展",上海证券
2813,2018-04-17,[增持评级]机械设备行业周报：油价大涨 战略看好油服!力推杰瑞股份!持续推荐半导体设备 力推机器人(300024)等!,中财网
2814,2018-04-17,巨丰收评：市场加速调整或不破不立,巨丰财经
2815,2018-04-17,[领先大市-A评级]机械行业周报：1Q工程机械业绩大幅增长 聚焦业绩成长及战略新兴产业,中财网
2816,2018-04-17,[推荐评级]机械设备行业周报：挖掘机械产销两旺 中东局势动荡或推高油价,中财网
2817,2018-04-17,芯片概念强势冲高，芯片国产替代显得更加必要,Wind
2818,2018-04-17,芯片概念早盘走强 北方华创涨逾7%,证券时报网
2819,2018-04-17,机械行业动态：市场波动加剧 关注白马成长,中财网
2820,2018-04-17,巨丰热点前瞻：市场结构性机会将继续呈现,巨丰财经
2821,2018-04-17,机械行业2018年Q2暨4月策略:投资机械新经济,国信证券
2822,2018-04-17,"北方华创:强势卡位半导体产业上游,享行业红利",国元证券
2823,2018-04-16,[强于大市评级]深度*行业*机械行业周报：国产半导体设备高增长 周期板块看油服龙头崛起,中财网
2824,2018-04-16,[强于大市评级]机械设备行业研究周报：国际摩擦加剧推升油价 油服行业筑底向上,中财网
2825,2018-04-16,机械制造：油价大涨 荐10股,中泰证券
2826,2018-04-16,[增持评级]电子行业周报：村田缩产、风华涨价 被动元件再起波澜,中财网
2827,2018-04-16,[强于大市评级]机械行业周报：布油价格屡创新高 关注油气产业链投资机会,中财网
2828,2018-04-16,[买入评级]广发证券国防军工行业周报20180415,中财网
2829,2018-04-16,[强于大市评级]聚焦-产品竞争力系列：北方华创：天时地利人和俱备 短中长期逻辑清晰 边际变化显著,中财网
2830,2018-04-15,工业综合：国防军工周报,广发证券
2831,2018-04-15,[买入评级]电子行业周报：三大存储项目积极利好国内半导体设备行业;建议布局确定性高的消费电子标的,中财网
2832,2018-04-13,92亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
2833,2018-04-13,自主知识产权芯片有望年内量产 八股可关注,证券之星
2834,2018-04-13,[买入评级]北方华创(002371)年报点评：大周期的大拐点、新时代的新动能,中财网
2835,2018-04-13,[中性评级]北方华创(002371)年报点评：业绩稳步增长 2018有望延续,中财网
2836,2018-04-13,社保与QFII同时重仓自主知识产权芯片 六股狂欢,证券日报
2837,2018-04-13,自主知识产权芯片望年内量产 社保与QFII同时重仓5股,金融界
2838,2018-04-13,"北方华创:紧跟前沿关键技术,看好公司国产设备崛起",证券之星
2839,2018-04-12,[强烈推荐评级]北方华创(002371)年报点评：收入高增长 半导体装备行业空间广阔,中财网
2840,2018-04-12,[审慎增持评级]北方华创(002371)年报点评：收入高速增长 在手订单充足,中财网
2841,2018-04-12,[增持评级]北方华创(002371)年报点评：半导体和真空装备表现亮眼 国产替代加速推进,中财网
2842,2018-04-12,北方华创：半导体装备行业空间广阔 强烈推荐评级,东兴证券
2843,2018-04-12,[推荐评级]北方华创(002371)年报点评：半导体设备龙头受益晶圆产线建设潮 单晶炉业务有望迎来高增长,中财网
2844,2018-04-12,[买入评级]北方华创(002371)年报点评：从FY2017年报解读公司短中长期成长逻辑清晰,中财网
