,2021-12-31,区域性银行数字化转型“样本”：上市城商行发力手机银行，成绩几何？,零壹财经
2059,2019-03-15,江苏银行获大股东增持2.24亿股,中证网
2060,2019-03-15,江苏银行(600919.SH)：第一大股东及第二大股东合计增持约2.24亿股,格隆汇
2061,2019-03-15,江苏银行：苏银转债网上申购中签号出炉 共222961个,金融界
2062,2019-03-15,兑奖了！江苏银行可转债中签号出炉,Wind
2063,2019-03-15,苏银转债733919申购价值如何？,银行信息港
2064,2019-03-15,苏银转债733919打新价值一览 预计上市价格在106-110区间,银行信息港
2065,2019-03-14,东北证券【新股】永冠新材、震安科技、苏银转债申购，上海瀚讯和中宠转债上市,东北证券金融世界
2066,2019-03-13,A股可转债现发行潮：前3月募资规模达1000亿元 超去年全年,每日经济新闻
2067,2019-03-13,江苏银行可转债启动申购,证券时报网
2068,2019-03-12,"可转债融资规模或超IPO！年内第三只银行转债来了，没钱没股也可100万顶格申购，为何可转债又成""香饽饽""",券商中国
2069,2019-03-12,再现优质标的，打新抢筹是为王道 ——苏银转债申购价值分析,岳读债市
2070,2019-03-12,苏银转债发行定价及申购建议：债底较高 积极申购,新浪
2071,2019-03-11,江苏银行可转债启动发行 拟募集资金200亿元,中证网
2072,2019-03-11,江苏银行200亿元可转债启动发行,证券日报
2073,2019-03-11,江苏银行可转债启动发行，去年净利润增逾10%,证券时报网
2074,2019-03-07,绿金重磅丨江苏绿金委召开2019年第一次会议，出台全国首个省级层面绿色银行评价实施方案，发布一季度复旦-中研绿色金融景气指数,陆家嘴金融网
2075,2019-03-06,A股共发生84宗大宗交易成交23.57亿元（3月6日）,Wind
2076,2019-03-06,江苏银行今日大宗交易成交3519.08万股，成交价6.72元折价10.88%,Wind资讯
2077,2019-03-06,江苏这家银行上榜福布斯发布世界最佳银行榜,金融界
2078,2019-03-05,我省“入摩”A股的上市公司逾20家,和讯
2079,2019-03-01,脱贫攻坚，江苏银行在行动,中金在线
2080,2019-02-26,城商行金融科技“进度条”差异大：北京银行、江苏银行运用技术类别最丰富,证券日报
2081,2019-02-25,取消企业银行账户许可让企业“少跑腿”,金融界
2082,2019-02-16,票据业务范围拟扩容 5家银行试水做“经纪人”,中国经营报
2083,2019-02-15,银行试点开展票据经纪业务引猜想,中投网
2084,2019-02-15,五家银行首批试点票据经纪 票据市场统一监管进程加速,21世纪经济报道
2085,2019-02-14,江苏银行拟设立票据经纪业务部门,每日经济新闻
2086,2019-02-14,银行成绩单出炉 净利增不良降,中投网
2087,2019-02-14,五家银行参与票据经纪业务试点，监管正在考虑牌照,Wind
2088,2019-02-14,纠结的银行次新股： 破净触发股东增持 银行陆续启动股价稳定方案,21世纪经济报道
2089,2019-02-13,变字当头 国有行股份行城商行逆周期下的求生法则,新浪
2090,2019-02-12,江苏银行：董事会决议公告,上交所
2091,2019-02-03,银行板块复苏有望逐步震荡上行 六股投资正当时,证券日报
2092,2019-02-02,银行板块有望逐步震荡上行 逾45亿资金涌入9只个股,证券日报
2093,2019-01-28,净利润增速最多创5年新高 上市银行苦尽甘来,第一财经日报
2094,2019-01-25,异地持牌规范不搞“一刀切” 推动中小银行站到“同一起跑线”,金融时报
2095,2019-01-22,十家A股上市银行披露2018业绩快报 半数净利润增速高于2017年同期,每日经济新闻
2096,2019-01-22,7家银行“剧透”去年业绩：整体盈利稳步上扬,证券日报
2097,2019-01-21,江苏银行：风险抵补能力大幅提高 增持评级,和讯
2098,2019-01-21,北上资金节前涌入A股扫货 6股有望率先发力,证券日报
2099,2019-01-19,江苏银行2018年净利润131亿元 同比增长10%,挖贝网
2100,2019-01-18,【江苏银行】营收增速靓丽，拨备持续提升下,志明看金融
2101,2019-01-18,江苏银行去年净利润130亿元 增速达10.02%,经济观察网
2102,2019-01-18,江苏银行2018年经营稳健发展 净利润130.65亿元同比增长10.02%,证券日报
2103,2019-01-18,券商评级:三大股指全线上扬 九股迎掘金良机,证券之星
2104,2019-01-18,股市下跌谁能逃？多家公司因炒股亏损下调业绩，这些公司却净赚超亿元 投资失误,证券时报
2105,2019-01-18,今日资金抢入六只强势股一览（2019年1月18日）,中财网
2106,2019-01-18,江苏银行2018净利润增幅10.02% 实现营收352.24亿元,中国网
2107,2019-01-18,【江苏银行】营收增速靓丽，拨备持续提升,志明看金融
2108,2019-01-17,江苏银行：2018年净利逾130亿元 同比增长10%,证券之星
2109,2019-01-17,江苏银行业绩快报：2018年度净利润约130亿元 同比增长10%,e公司
2110,2019-01-17,江苏银行：2018年净利130.65亿元，同比增10.02%,Wind
2111,2019-01-17,江苏银行2018年营业收入352.2亿元 同比增长4.09%,新浪
2112,2019-01-11,江苏银行直销银行获评“2019胡润新金融50强”,中金在线
2113,2019-01-10,被“嫌弃”的银行股,北京商报
2114,2019-01-09,江苏银行今日大宗交易成交36.64万股，成交价5.46元折价9.9%,Wind资讯
2115,2019-01-08,江苏银行携手美团点评共建“金融+场景”新生态,中金在线
2116,2019-01-02,悦达投资：清仓减持2943万股江苏银行股票,金融界
2117,2019-01-02,悦达投资：出售2944万股江苏银行股票 投资收益6684万元,e公司
2118,2019-01-02,董德志：银行转债集中获批 自营资管年底加仓,国信证券
2119,2018-12-28,多家银行股被减持 上市公司减持股份扮靓业绩或受限,中国经营网
2120,2018-12-28,模塑科技业绩下滑又陷债务“危机” 6次出售江苏银行股份解困 盈利能力下降,财经网
2121,2018-12-28,【天风研究·固收】转债日报（12月28日）,固收彬法
2122,2018-12-27,模塑科技：出售江苏银行822万股 获益4270万元,证券之星
2123,2018-12-27,模塑科技：出售822万股江苏银行股票 投资收益近4300万元,e公司
2124,2018-12-27,模塑科技出售822.4万股江苏银行股票 预计收益4270万,金融界
2125,2018-12-27,中威电子：杭州金控雪中送炭未到，江苏银行借款偿还日近,和讯
2126,2018-12-26,兑现收益、提升利润、改善现金流 上市公司密集减持银行、券商股,第一财经
2127,2018-12-26,模塑科技：出售768万股江苏银行股票 投资收益近4000万元,e公司
2128,2018-12-26,22只银行股破净 “保价”方案偏遇大股东减持 减持股份,21世纪经济报道
2129,2018-12-25,零售金融周报：中国移动成立金融科技子公司，央行窗口指导银行智能存款产品,零壹财经
2130,2018-12-25,江苏银行遭密集减持，5家上市公司股东全年套现逾8亿,Wind
2131,2018-12-25,江苏银行遭密集减持 5家上市公司股东全年套现逾8亿,证券时报
2132,2018-12-24,沪深上市公司18年12月24日晚间上市公司重要公告,全景网
2133,2018-12-24,模塑科技：减持848万股江苏银行股票,金融界
2134,2018-12-24,12月24日上市公司晚间公告速递,新浪
2135,2018-12-24,模塑科技：出售849万股江苏银行股票 投资收益约4450万元,e公司
2136,2018-12-24,苏常柴A：出售1000万股江苏银行股票 投资收益超4900万元,e公司
2137,2018-12-24,江苏银行股票行情怎么样？江苏银行股票（600919）行情,益盟操盘手
2138,2018-12-24,12月23日晚间上市公司重要公告汇总,财界网
2139,2018-12-23,A股头条之上市公司公告精选（12.23）,金融界
2140,2018-12-23,江山股份拟清仓江苏银行 累计套现金额可达8000万元,e公司
2141,2018-12-23,干货！今日晚间重要公告速读,第一财经
2142,2018-12-22,江苏银行蒋建明：积极拥抱金融科技 更好服务实体经济,和讯
2143,2018-12-21,权重杀跌上证50创近两年新低，2600点之下机>危,Wind
2144,2018-12-20,汇鸿集团主营业务常年亏损 靠卖股票还能撑多久 亏损,新浪
2145,2018-12-18,江苏有线与江苏银行、民生银行合作推进“有线宝”服务,中证网
2146,2018-12-18,2018年“套现王”曝光：八公司股东减持超10亿元,投资快报
2147,2018-12-17,大东方拟不超5亿元炒股,北京商报网
2148,2018-12-17,两公司相继出售所持江苏银行股票 各获利逾4000万,国际金融报
2149,2018-12-17,盘前必读公告：上市公司重大消息一览,巨丰财经
2150,2018-12-16,公告精选：ST景谷控股股东拟要约收购公司25%股份；同仁堂回应子公司蜂蜜涉嫌违规报道 其他违规处罚,e公司
2151,2018-12-16,卖房卖画卖股份，A股公司年底大甩卖！原因超出想象,Wind
2152,2018-12-09,汇鸿股份：减持部分金融资产获利2.58亿元,中证网
2153,2018-12-07,7日晚间公告精选丨比亚迪：控股股东王传福拟增持100万股,21世纪经济报道
2154,2018-12-07,上市公司晚间利空公告：金亚科技股票可能被终止上市,金融界
2155,2018-12-07,江苏吴中：减持2000万股江苏银行股票 投资净收益逾8400万元,e公司
2156,2018-12-03,A股收官行情值得期待，机构扎堆相中三大行业,证券日报
2157,2018-11-30,江苏银行：稳股价措施实施完成，获江苏信托及管理人员增持,Wind
2158,2018-11-30,大众交通：减持国泰君安、江苏银行 获收益近1亿元,e公司
2159,2018-11-30,【专栏】本月扩容三家：今年共6家银行获批资金业务专营机构,零壹财经
2160,2018-11-27,年末上市公司减持银行股再现 苏常柴A减持江苏银行,证券日报
2161,2018-11-26,证监会：今飞凯达、江苏银行、伊力特、现代制药发行可转债事项均获准,Wind
2162,2018-11-26,江苏银行：发行可转债申请，获发审委审核通过,Wind
2163,2018-11-24,“精准”减持与“纾困”之疑 博天环境究竟发生了什么？,经济观察网
2164,2018-11-22,沪深上市公司18年11月22日晚间上市公司重要公告,全景网
2165,2018-11-22,公告精选：日科化学获鲁民投基金举牌；云南白药明起复牌 控制人变化,e公司
2166,2018-11-22,证监会：江苏银行等四公司发行可转债事项11月26日上会,Wind
2167,2018-11-22,证监会：江苏银行等四公司发行可转债事项11月26日上会,e公司
2168,2018-11-22,11月22日晚间利好消息汇总（更新中）,证券时报网
2169,2018-11-22,11月22日上市公司晚间公告速递,新浪
2170,2018-11-22,苏常柴A：近日出售江苏银行1000万股股票,e公司
2171,2018-11-22,宜用市场眼光看待“纾困减持”,证券时报
2172,2018-11-21,股东“清仓式减持”紧急暂停后 博天环境解释为何纾困贷款没披露,每日经济新闻
2173,2018-11-21,纾困支援后遭清仓减持，博天环境深夜回复问询函：减持计划让步，大股东质押率近100% 减持股份,中证报
2174,2018-11-21,博天环境股东减持后续：承诺6个月内不减持支持公司发展,中新经纬
2175,2018-11-20,股民惊呆！获1亿“救命钱”后，这家公司股东要清仓减持20亿,和讯
2176,2018-11-20,多家公司拟清仓减持，这份风险名单请收好,Wind
2177,2018-11-20,今年第五家！江苏银行资金营运中心获批开业,每日经济新闻
2178,2018-11-15,海淀200亿融资额度助力民营企业,新浪
2179,2018-11-15,江苏银行的“稳”与“进”,环球老虎财经
2180,2018-11-14,40多家上市公司寻海淀纾困基金合作 江苏银行北京分行或将股权质押率提至最高7折,经济观察网
2181,2018-11-14,海淀联手江苏银行北京分行纾困民企 首笔贷款已发,证券时报网
2182,2018-11-12,大数据透视企业底牌 江苏银行敢给小微“零钱包”,全景网
2183,2018-11-07,江苏首家绿色金融专业委员会在南通成立,Wind
2184,2018-11-07,江苏银行私人银行三周年庆典，推出“企投家”综合金融服务,Wind
2185,2018-11-07,江苏银行独立创设信用风险缓释凭证落地,金融界
2186,2018-11-07,全国首单主承销商独立创设信用风险缓释凭证落地,Wind
2187,2018-11-07,央行范一飞：银行业要强化责任担当 发挥科技领先优势,央行
2188,2018-11-07,江苏银行与1000多家学校合作开启移动缴费新时代,Wind
2189,2018-11-07,江苏银行发布“孵化贷”为孵化期科创企业送去“及时雨”,Wind
2190,2018-11-07,以金融科技推进资管转型 江苏银行、普益财富联合主办2018资管峰会,Wind
2191,2018-11-07,上市银行三季报解读：净利润总额超1.2万亿 座次重排,新浪
2192,2018-11-07,挑选净值型银行理财产品有门道,新华网
2193,2018-11-06,监管持续“加码” 银行资产处置乱象成整治重点,北京商报
2194,2018-11-06,江苏银行：开启校园移动缴费新时代,金融界
2195,2018-11-05,江苏银行深圳分行被罚348万:非真实转让不良资产 其他违规处罚,新浪
2196,2018-11-05,江苏银行深圳分行被罚50万：为非标资产提供隐性担保 其他违规处罚,新浪
2197,2018-11-02,上海清算所：江苏银行将发行18红豆SCP004信用风险缓释凭证,Wind
2198,2018-11-01,10家上市城商行利润之和不及中行一半，其中4家增速超二成,澎湃新闻
2199,2018-10-29,江苏银行：前三季度净利润同比增11.67%,Wind
2200,2018-10-29,江苏银行：前三季度净利103亿元 同比增12%,e公司
2201,2018-10-29,江苏银行：前三季度净利润102.6亿元，同比增长11.67%,Wind
