,2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
4652,2019-03-02,八大维度透视180只MSCI新增概念股,证券时报
4653,2019-03-02,MSCI扩容27只创业板股 三维度掘金潜力牛股,证券日报
4654,2019-03-02,创业板27只“入摩”股更侧重成长性,证券日报
4655,2019-03-01,纳入MSCI的421A股全名单解析：医药生物行业最受青睐,澎湃新闻
4656,2019-03-01,电气设备：光伏征求意见总体需求旺盛 荐10股,和讯
4657,2019-03-01,【电新】汇川技术：通用自动化业务带动业绩稳增,微信
4658,2019-03-01,MSCI大幅提高A股权重 速看421只纳入股中文名单,新浪
4659,2019-03-01,快讯：MSCI首次纳入创业板股票 创业板高开涨逾2%,网易
4660,2019-03-01,创业板首次“入摩” 潜在成分股普涨 宋城演艺涨近5%,证券时报网
4661,2019-03-01,创业板首次“入摩” 爱尔眼科等潜在被纳入个股全线高开,证券时报网
4662,2019-03-01,MSCI宣布将增加中国A股在MSCI指数中的权重 创业板首次纳入,中金在线
4663,2019-03-01,创业板首次“入摩” 潜在成分股开盘走强,e公司
4664,2019-03-01,创业板首次“入摩” 27只潜在成分股大名单,e公司
4665,2019-03-01,MSCI宣布扩大纳入A股:权重将增至3.3% 500亿美元驰援,新浪
4666,2019-03-01,重磅！MSCI宣布扩大纳入A股：权重将增至3.3%，两步变三步，创业板个股也被纳入，近500亿美元或将驰援A股,证券时报网
4667,2019-03-01,"汇川技术2018年业绩快报点评:工控自动化龙头企业,2018年业绩符合预期",东莞证券
4668,2019-02-28,【东吴电新曾朵红团队】汇川技术：业绩快报略超预期，通用自动化强阿尔法，期待乘用车发力,新兴产业汇
4669,2019-02-28,汇川技术：2018年净利润同比增9.97%（快报）,Wind
4670,2019-02-26,机械工业产销基本平稳 汽车制造加快创新转型,经济日报
4671,2019-02-26,电力设备行业周报:我国能源清洁化取得阶段性成果,渤海证券
4672,2019-02-26,新能源汽车行业周报:1月新能源汽车产销近十万辆,平安证券
4673,2019-02-24,【东吴电新曾朵红团队】周策略：光伏征求意见总体需求旺盛，电动车静待政策落地,新兴产业汇
4674,2019-02-20,【东吴电新曾朵红团队】2018年海外电动车累计销量81.64万辆，同增51%,新兴产业汇
4675,2019-02-20,创业板一季报或好于预期,投资快报
4676,2019-02-20,【东吴晨报0220】【行业】电新【个股】通威股份、比音勒芬,东吴研究所
4677,2019-02-20,【电气设备新能源|张文臣团队太平洋证券】一月动力电池出货量高增长，光伏产业链价格维稳,太平洋证券研究
4678,2019-02-20,"2019年1月电动车销量点评:1月电动车销量超预期,乘用车结构升级明量超预期,乘用车结构升级明显继续看好龙头行情",东吴证券
4679,2019-02-19,德银：大湾区纲要出台 荐六大投资主题及38只受惠股,格隆汇
4680,2019-02-19,北上资金单周净买入创历史第二高 外资风格转向加仓中小创,投资快报
4681,2019-02-19,【东吴晨报0219】【行业】电新、机械【个股】盈趣科技、恒瑞医药、葵花药业、三一重工,东吴研究所
4682,2019-02-19,"电气设备与新能源:2018年海外电动车累计销量81.64万辆,同增51%",东吴证券
4683,2019-02-19,"电力设备行业周报:国网加快“三型两网”建设,推进“放管服”改革",渤海证券
4684,2019-02-18,【东吴电新曾朵红团队】抢装情绪高涨，1月装机电量超预期,新兴产业汇
4685,2019-02-18,三大消息带来全面逼空 创指重返1400,证券时报网
4686,2019-02-18,【东吴晨报0218】【行业】机械-半导体设备、电新,东吴研究所
4687,2019-02-17,【国金电新周观点】新能源节后开工旺盛，关注电网信通领域投资,新兴产业观察者
4688,2019-02-16,茅台今年涨两成 这轮反弹走多远,浙江在线
4689,2019-02-16,目前股市并不具备大牛市条件“春躁”行情还能走多远,中财网
4690,2019-02-15,北向资金单周净买入史上第二高 加仓中小创,e公司
4691,2019-02-15,264亿！北上资金单周净买入史上第二高，加仓中小创，猪肉概念遭抢食！（附名单）,e公司
4692,2019-02-15,沪指跌近1%失守2700 或再面临关键时刻,证券时报网
4693,2019-02-14,行业年报业绩分化 电力设备细分龙头将脱颖而出,大众证券报
4694,2019-02-13,【电气设备新能源|张文臣团队太平洋证券】风电行业反转复苏确认，动力电池登上世界舞台,太平洋证券研究
4695,2019-02-13,"电力设备行业2018年年报业绩前瞻:业绩持续分化,龙头差异竞争力凸显",平安证券
4696,2019-02-11,电力设备与新能源行业周报：风光需求超预期旺盛、电动车静待政策,东吴证券
4697,2019-02-10,【华创电新】周观点：宁德时代签订本田采购大单，光伏产业链受益需求旺盛价格上行,华创电新研究
4698,2019-02-10,【国金电新周报】新能源产业链高景气节后延续，特高压开标超预期,新兴产业观察者
4699,2019-02-07,机器人行业业绩预告对比，谁家上演“变脸”,亿欧网
4700,2019-01-31,新能源汽车行业动态跟踪第167期:丰田松下成立合资公司,平安证券
4701,2019-01-30,79股获券商买入评级 闻泰科技目标涨幅达61.21%,Wind
4702,2019-01-30,【电气设备新能源|张文臣团队太平洋证券】恒大收购卡耐，海外光伏超预期,太平洋证券研究
4703,2019-01-30,"汇川技术:2018年业绩符合预期,通用自动化是亮点",东吴证券
4704,2019-01-29,电动车长期配置价值临近 布局概念股,证券时报网
4705,2019-01-29,68股获券商买入评级 招商蛇口目标涨幅达59.47%,Wind
4706,2019-01-29,特斯拉在中国点燃的战火与篝火,阿尔法工场
4707,2019-01-29,"电力设备与新能源行业1月第5周周报:光伏电价政策再度讨论,锂电池行业规范发布",证券之星
4708,2019-01-28,汇川技术：乘用车业务2019年逐步放量 强烈推荐评级,和讯
4709,2019-01-28,"汇川技术2018年业绩预告点评:新能源汽车短期承压,业绩基本符合预期",正点财经
4710,2019-01-28,【数据揭秘】01月25日 融资客最看好的前20只个股,每日经济新闻
4711,2019-01-28,60股获券商买入评级 新城控股目标涨幅达76.93%,Wind
4712,2019-01-28,"汇川技术2018年业绩预告点评:业绩增速放缓,通用自动化、轨交业务较快增长 盈利能力下降",东莞证券
4713,2019-01-27,【国金电新周观点】光伏政策预期微调临近落地，关注电网“一高三化”投资方向,新兴产业观察者
4714,2019-01-27,锂电板块热情延续，基建龙头估值修复【天风机械周报2019W4】,高端装备新视角
4715,2019-01-25,1月28日下周一黑马个股推荐 下周一最具爆发力六大牛股一览,南方财富网
4716,2019-01-25,下周最具投资价值六大牛股一览（2019年1月25日）,中财网
4717,2019-01-25,"国金晨讯 | 凯莱英:中国CDMO龙头乘风全球产业转移；汇顶科技:受益光学指纹爆发；传媒娱乐的周期性研究，何来""口红效应""",国金证券研究所
4718,2019-01-25,"汇川技术:电控业务触底,通用自动化展现强韧增长实力",国金证券
4719,2019-01-24,汇川技术2018年净利最高可达12.19亿 同比增长15%,挖贝网
4720,2019-01-24,A股头条之上市公司公告精选（1.25）,金融界
4721,2019-01-24,汇川技术：预计2018年净利润同比增长0%-15%,Wind
4722,2019-01-24,[快讯]汇川技术公布年度业绩预告,中财网
4723,2019-01-24,汇川技术2018年度业绩预增 净利润增长0%-15%,腾讯网
4724,2019-01-24,电气设备：看好光伏年后的海外市场 荐1股,和讯
4725,2019-01-24,创业板再添聪明因子指数 创业板50慌吗？,中金在线
4726,2019-01-23,收评：反弹行情如何演绎？ 紧扣春季行情三主线,中金在线
4727,2019-01-23,深交所发布创业蓝筹及创成长指数 宁德时代等入选样本股,中证网
4728,2019-01-23,宁德时代等50股入围创业板低波蓝筹指数 智飞生物等50股入围创业板动量成长指数,e公司
4729,2019-01-22,京东践行环保承诺 新能源物流车替代前景广阔,第一财经
4730,2019-01-22,新能源汽车行业动态跟踪第166期:深圳设立动力电池回收补贴,平安证券
4731,2019-01-21,上市公司“一致行动协议”的性质、违约责任与监管,新浪
4732,2019-01-21,【平安】行业动态跟踪报告*新能源汽车*深圳设立动力电池回收补贴*强于大市,平安研究
4733,2019-01-21,电气设备：11月海外电动车销量8.5万辆 荐15股,和讯
4734,2019-01-21,电气设备：新能源进入平价与补贴项目并行时代 荐16股,和讯
4735,2019-01-21,电气设备：近期需重点关注政策变化 荐5股,和讯
4736,2019-01-21,三大举措发力 加速中国工业机器人发展,电子信息产业网
4737,2019-01-21,本周62家公司限售股解禁市值近560亿元 解禁,证券时报
4738,2019-01-21,电力设备行业周报:世界海拔最高的山地光伏扶贫项目投入运行,渤海证券
4739,2019-01-20,【中泰电新】第4周观点：静待光伏补贴和指标政策落地，聚焦优质龙头,中泰电新研究
4740,2019-01-20,【华创电新】周观点：新能车供给需求共振上行，江苏大额核准海风项目,华创电新研究
4741,2019-01-19,76.52亿限售股下周解禁 中信银行解禁数量居首,中证报
4742,2019-01-18,下周两市620亿市值限售股解禁，环比增加102.07% 解禁,Wind
4743,2019-01-18,【东吴电新曾朵红团队】11月海外电动车销量8.5万辆，同增68%，累计71.6万辆，同增50%,新兴产业汇
4744,2019-01-17,【东吴电新曾朵红团队】2018年电动车累计销售125.6万辆，同比大增62%，且乘用车结构进一步优化,新兴产业汇
4745,2019-01-17,"电力设备与新能源行业点评:2018年电动车累计销售125.6万辆,同比大增62%,且乘用车结构进一步优化",东吴证券
4746,2019-01-16,[快讯]汇川技术103万限售股1月21日解禁,中财网
4747,2019-01-16,汇川技术：关于第三期股权激励计划所涉限制性股票第二个解锁期解锁股份上市流通的提示性公告,深交所
4748,2019-01-16,招商策略：先进制造被市场认可 掘金五大领域投资机会,金融界
4749,2019-01-15,【浙商电新公用环保】官方促风光发电平价上网，难度最大特高压送电,浙商证券研究所
4750,2019-01-15,【电新】周报：政策力推风光无补贴项目，新能源乘用车12月销量高增长,微信
4751,2019-01-15,【电气设备新能源|张文臣团队太平洋证券】新能源乘用车销量过百万，平价政策出台给予强烈信心,太平洋证券研究
4752,2019-01-15,"电力设备与新能源行业点评:2018年累计装机电量57gwh,同比增长57%",东吴证券
4753,2019-01-15,"电力设备与新能源及公用环保行业周报:官方促风光发电平价上网,难度最大特高压送电",浙商证券
4754,2019-01-15,"电力设备与新能源行业周报:风光平价管理办法出台,平价在即龙头成长空间打开",东吴证券
4755,2019-01-14,【东吴电新曾朵红团队】2018年累计装机电量57gwh，同比增长57%,新兴产业汇
4756,2019-01-14,【东吴晨报0114】【个股】交通银行、中国金茂,东吴研究所
4757,2019-01-13,【国金电新周观点】平价上网政策稳固装机预期，电源侧储能需求启动,新兴产业观察者
4758,2019-01-09,汇川技术：第四期股权激励发布 买入评级,和讯
4759,2019-01-09,“深圳”基金和“浙江”基金,金融界
4760,2019-01-09,【电气设备新能源|张文臣团队太平洋证券】18年动力电池出货量创新高，海上风电核准加速,太平洋证券研究
4761,2019-01-08,电气设备：第十三批新能源汽车推广目录发布,和讯
4762,2019-01-07,[快讯]汇川技术发布解除质押公告 涉及股份4956万股,中财网
4763,2019-01-07,电气设备：静候1季度机会 荐3股,和讯
4764,2019-01-07,34股获券商买入评级 瑞康医药目标涨幅达85.71%,Wind
4765,2019-01-07,电力设备行业周报:中国首个大型平价上网光伏项目并网发电,渤海证券
4766,2019-01-06,【长江电新-周观点】板块景气延续，“避风港”行情初显,长江电力设备新能源
4767,2019-01-06,【华创电新】汇川技术：第四期股权激励方案出台，工控业务市占率持续提升,华创电新研究
4768,2019-01-04,电气设备：首个大型平价上网光伏项目并网 正式开启平价时代,和讯
4769,2019-01-04,"汇川技术:推出第4次股权激励计划,推动公司业务持续发展",中证网
4770,2019-01-04,头号研报：蓝海华腾——股价已充分反映悲观预期,巨丰财经
4771,2019-01-04,汇川技术：公布第四期股权激励计划草案 锁定长期持续发展,东吴证券
4772,2019-01-04,39股获券商买入评级 平治信息目标涨幅达99.11%,Wind
4773,2019-01-04,"电力设备与新能源行业1月第1周周报:静待国内政策落地,板块配置价值凸显",证券之星
4774,2019-01-04,电新行业2019年年度策略:风景这边独好,证券之星
4775,2019-01-03,公告精选：易世达实控人提议年报10转5；平安银行2018年净利同比增长7%,e公司
4776,2019-01-03,汇川技术：子公司中标1.93亿元轨道交通项目,e公司
