,2021-12-31,化工行业2021年11月数据：国内化工行业运行指标跟踪,新浪
2631,2018-07-05,维生素涨价预期持续 维生素概念股龙头一览表,证券时报
2632,2018-07-04,[买入评级]新和成(002001)公司点评：短期价格接近底部 成长属性逐渐凸显,中财网
2633,2018-07-03,7月3日晚间利好消息汇总（更新中）,证券时报网
2634,2018-07-03,绥化扬起产业振兴发展新风帆,国际商报
2635,2018-07-03,中报行情成大跌中一抹亮色 8股高增长且低估,证券时报
2636,2018-07-03,布局中报窗口期 这些公司业绩高增长且低估(名单),证券时报网
2637,2018-07-02,深市上市公司2017年度信息披露考核工作收官 上市公司总体信息披露质量较好,深交所
2638,2018-07-02,深交所：深市涌现出一批信息披露质量好、运作规范水平高的公司,e公司
2639,2018-07-02,晚间重要公告2018年7月2日星期一,Wind
2640,2018-07-02,多家上市公司中报业绩预喜 桐昆股份预计上半年净利翻番,e公司
2641,2018-07-02,新和成：小幅下调业绩预期 预计上半年净利同比增245%-275%,e公司
2642,2018-07-02,[推荐评级]化工行业周报：原油价格上行提振化工板块 继续关注中报行情和提价品种,中财网
2643,2018-07-02,【数据揭秘】7股获杠杆资金大手笔加仓,证券时报
2644,2018-07-02,[强于大市评级]化工行业研究周报：功夫菊酯、丙烯酸及酯涨价 关注中化集团、中国化工合并,中财网
2645,2018-07-02,融资客青睐39股，云南城投买入占比高达64.75%,Wind
2646,2018-07-02,中线“黄金坑”初露光芒！,中财网
2647,2018-07-01,中报行情花式开炒！靓女先嫁+送转就涨，还有这些公司预报中报净利将大增（名单）,证券时报网
2648,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
2649,2018-06-29,金达威：携手全球保健品电商巨头 打造生产+销售产业链,西南证券
2650,2018-06-28,深交所就深市上市公司2017年度现金分红及监管情况答记者问,深交所
2651,2018-06-28,深交所：高现金分红水平公司增加 股息率态势改善,证券时报网
2652,2018-06-28,上市药企较行业整体情况乐观 新和成大赚25亿,医药网
2653,2018-06-27,1177公司预告中期业绩 148家增幅翻倍,证券时报
2654,2018-06-27,维生素概念表现亮眼 圣达生物涨逾7%,中证网
2655,2018-06-27,巨丰热点：维生素涨价刺激概念股活跃,巨丰财经
2656,2018-06-27,[推荐评级]化工行业周报：江苏印发沿海化工园区复产环保要求-菊酯产业链、磷矿石价格上扬 TDI价格回落,中财网
2657,2018-06-27,每日热点题材：投资机会都在这里！,巨丰财经
2658,2018-06-27,市场或将出现见底反弹,巨丰财经
2659,2018-06-27,早评：市场底部基本探明,证券之星
2660,2018-06-26,人民币贬值刺激出口 维生素行业再添利好,e公司
2661,2018-06-26,化工行业研究周报：制冷剂和PO上涨 关注江苏沿海化工园区整治方案,中财网
2662,2018-06-25,6月25日券商晨会研报汇编,证券日报
2663,2018-06-25,近七成公司中报预喜 三大行业增长强劲,投资快报
2664,2018-06-23,1156公司预告中期业绩 139家增幅翻倍,证券时报
2665,2018-06-22,中证数据：两市资金净流入前20股（6月22日）,金融界
2666,2018-06-22,广州万隆：A股呈现“马太效应”两极分明显 股民切记要远离僵尸股,中财网
2667,2018-06-22,巨丰早评：大盘受流动性影响积重难返,巨丰财经
2668,2018-06-22,巨丰热点前瞻：市场弱势调整不改 涨价题材望迎短期机会,巨丰财经
2669,2018-06-22,沪指周四冲高回落跌超1% 失守2900点,新浪
2670,2018-06-22,新和成放量大涨,中证报
2671,2018-06-21,“维生素涨价”伪龙头，兄弟科技困境反转恰好避开质押爆仓？,环球老虎财经
2672,2018-06-21,中证数据：两市资金净流入前20股（6月21日）,金融界
2673,2018-06-21,"机构资金流向每日分析:机构卖方开始发力,昨日反弹基本被消灭",红周刊
2674,2018-06-21,弱市重质!A股迎来中报行情，业绩叠加题材必看,Wind
2675,2018-06-21,降准救市在即？明日三大看点,中财网
2676,2018-06-21,期指主力齐下挫 IC跌近3%IF跌逾1%,证券之星
2677,2018-06-21,两市冲高回落 创业板跌超2% 后市两点不可忽视,证券之星
2678,2018-06-21,资金流:周期4股妖股1股流入居前 两市净流出406亿,金融界
2679,2018-06-21,今日203亿再度离场A股 热点板块及重点股一览,中金在线
2680,2018-06-21,巨丰资金流向：市场阴跌不止 资金做多情绪低迷,巨丰财经
2681,2018-06-21,巨丰投顾：煤炭钢铁等周期股引领反弹 量能不济股指回落,巨丰财经
2682,2018-06-21,中证午评：大盘震荡整固 周期股表现活跃,中证网
2683,2018-06-21,维生素品种出现持续上涨 早盘概念股大热,新浪
2684,2018-06-21,沪深齐翻红 维生素概念大涨,腾讯网
2685,2018-06-21,维生素概念表现强势，兄弟科技率先涨停,Wind
2686,2018-06-21,【盘中动态】维生素概念股全线大涨,每日经济新闻
2687,2018-06-21,维生素板块全线回暖,证券之星
2688,2018-06-21,维生素板块异军突起，新和成大涨6%,Wind
2689,2018-06-21,业绩预告密集发布 增长仍是主流,中财网
2690,2018-06-21,热点追踪：境外上市新药审批政策加速，关注受益产业链板块,国元财富管理
2691,2018-06-21,6月21日实战攻略+个股狙击,财经
2692,2018-06-21,16家公司预计上半年净利超10亿元 工业富联力压千家居首,证券日报
2693,2018-06-20,[互动]新和成：公司在海南有房地产业务,全景网
2694,2018-06-19,医药生物的未来 行业投资必看,今日头条
2695,2018-06-19,多家医药公司业绩预报 超八成报喜,中研网
2696,2018-06-19,[买入评级]花园生物(300401)：VD3价格底部反弹 新一轮涨价周期开启,中财网
2697,2018-06-19,原料药企涨幅居前 医药生物行业大面积预喜,中证报
2698,2018-06-14,[推荐评级]化工行业投资策略：迎接化学工业革命-行业格局的重塑,中财网
2699,2018-06-14,【朝闻国盛】美联储要加4次，欧、中和大类资产咋办？,微信
2700,2018-06-11,79家药企发布上半年业绩预告 8家净利润超5亿,制药网
2701,2018-06-11,79家药企上半年“成绩单”出炉：维生素龙头狂揽25亿,米内网
2702,2018-06-11,2018浙商全国500强公布 27家药企榜上有名,制药网
2703,2018-06-08,6月8日晚间利好消息汇总（更新中）,证券时报网
2704,2018-06-08,中报预告揭示这些行业景气度高 20家公司市盈率或降至30倍以下,证券时报网
2705,2018-06-07,半年报“放榜”倒计时 关注业绩高成长个股,投资快报
2706,2018-06-06,"医药生物行业周报:行情波动加剧,关注质优标的",浙商证券
2707,2018-06-05,中报业绩预告近七成预喜！,国都证券
2708,2018-06-04,中报业绩预计翻倍股揭秘，7股有望增超十倍，股价表现却有喜有忧,中财网
2709,2018-06-04,[看好评级]化工行业周报：化工巨头万华化学重组方案利好 有望带动白马及周期板块上行 新材料龙头蓄势反弹,中财网
2710,2018-06-04,5月机构调研动向曝光！43只MSCI成分股被盯上这些股已经暴涨！,顶尖财经网
2711,2018-06-04,[强于大市评级]化工行业研究周报：草甘膦、粘胶、醋酸持续上涨 近期关注上合峰会及中央“回头看”,中财网
2712,2018-06-01,A股三大上升动能显现 6月市场望启动全新运行方式,证券日报
2713,2018-06-01,从中报预告淘金医药新牛股,红周刊
2714,2018-06-01,5月机构调研667家公司部分MSCI成份股也被“摸底”,顶尖财经网
2715,2018-06-01,78家医药生物公司披露中报预告 4家亏损2家首亏,证券日报
2716,2018-05-30,浙江大湾区建设行动计划将发布 概念股迎良机,中证报
2717,2018-05-30,【陆股通交易追踪】陆股通净流入超14亿 食品饮料板块受追捧,e公司
2718,2018-05-30,19只中报业绩预计翻番股迎良机,证券日报
2719,2018-05-30,【国金策略】ETF基金申赎分化，强美元下汇率波动—资金周度监测112期（魏雪/李立峰等）,策略李立峰与行业配置笔记
2720,2018-05-29,A股头条之上市公司公告精选（5.30）,金融界
2721,2018-05-29,334亿主力资金近三日大量撤出中小创,证券时报
2722,2018-05-29,29日公告透露利好 12只个股有望爆发,中证网
2723,2018-05-28,A股头条之上市公司公告精选（5.29）,金融界
2724,2018-05-28,新和成：第一期员工持股计划股票出售完毕 浮盈超150%,e公司
2725,2018-05-28,资金流:消费4股大湾区1股流入居前 两市净流出227亿,金融界
2726,2018-05-28,药品注册审评审批优化 利好创新药公司,中证报
2727,2018-05-28,早参:医药医疗又将成为扛盘主力,中财网
2728,2018-05-28,操盘必读：5月28日证券市场要闻,中财网
2729,2018-05-25,从中报预告淘金医药新牛股,红周刊
2730,2018-05-25,医药股迭创新高 创业板退守年线 下周该作何选择,证券之星
2731,2018-05-25,逾400股市盈率高达百倍 年内涨幅翻倍股仅此2只（名单）,证券时报
2732,2018-05-25,涨价概念行情将深化 重点关注掌握涨价权的公司,深圳商报
2733,2018-05-24,A股尴尬频现 资金腾挪施展秘术(附股),证券时报
2734,2018-05-24,机会情报：中国造世界首个长效注射抗艾滋病药将上市,中金网
2735,2018-05-23,社保基金抢筹 关注维生素行业绩优龙头,中证网
2736,2018-05-23,A股共发生53宗大宗交易成交31.13亿元（5月23日）,Wind
2737,2018-05-23,新和成今日大宗交易成交520万股，成交价37.19元折价1.01%,Wind资讯
2738,2018-05-23,406亿资金争夺20股：主力资金重点出击2股(名单),新浪
2739,2018-05-23,这些公司中报净利望延续强增长 6股抢先布局,证券日报
2740,2018-05-23,沪深300成分股将迎调整 32股潜在受益,大众证券报
2741,2018-05-23,6家维生素公司中报净利望继续增长 社保基金抢先布局,证券日报
2742,2018-05-22,36只医药股创历史新高 8只比药明康德便宜、盈利更强,金融界
2743,2018-05-22,机构调研热情高涨：逾百家机构调研北方华创 千合资本、朱雀投资等盯上这些股,机会宝
2744,2018-05-22,[看好评级]医药生物行业周报：持续关注绩优龙头和创新药相关企业,中财网
2745,2018-05-21,"医药生物行业事件点评报告-2017年&2018年Q1医药财报分析:靓丽业绩开端,中长期更值得期待",国海证券
2746,2018-05-21,新和成：PPS一期生产线基本满负荷生产，对其未来发展充满信心,Wind
2747,2018-05-21,维生素开启“暴涨”模式？六大龙头净利润超40亿,米内网
2748,2018-05-21,逾千上市公司公布2018年中报预告 谁在翻市场底牌,中证报
2749,2018-05-20,[强于大市评级]化工行业研究周报：油价上涨看好煤化工、涤纶 苏北化工园区继续停产关注农药、染料,中财网
2750,2018-05-19,安信证券：医药板块进入牛市,顶尖财经网
2751,2018-05-19,机构上半月调整逾500家公司预测值，39股盈利预测获上调逾五成,Wind
2752,2018-05-18,价值投资极致典范，大成基金之投研一体化,中金在线
2753,2018-05-18,[买入评级]金达威(002626)动态跟踪报告：保健品产品线再下一城 渠道互补促进产品销售,中财网
2754,2018-05-17,138股中报预喜 这些高增长低估值个股可掘金(名单),重庆商报
2755,2018-05-16,232家上市药企披露一季度报 9家净利润超5亿元,制药网
2756,2018-05-16,药企晒一季度“成绩单”：这9家赚了86亿,米内网
2757,2018-05-15,[看好评级]医药生物行业周报：海外创新药陆续进入国内 创新大势不减,中财网
2758,2018-05-15,756家公司上半年业绩预喜，钢铁煤炭等行业景气度高,中证报
2759,2018-05-14,华创证券化工产品价格数据周报201805014,中财网
2760,2018-05-14,[强于大市评级]化工行业研究周报：油价上涨利好煤化工、涤纶 持续看好有机硅,中财网
2761,2018-05-13,[推荐评级]新和成(002001)年报点评：受益维生素涨价 持续看好公司成长,中财网
2762,2018-05-13,社保和公募连续四季同框224只个股 医药生物行业成最爱,证券日报
2763,2018-05-11,1258只个股今日尾盘资金净流入,证券时报网
2764,2018-05-11,重阳系买买买！举牌国投电力，还重仓持有这些股票！两大行业成投资重点,和讯
2765,2018-05-11,数据王：4只医药股资金净流出超20亿元 注意短线获利了结,巨丰财经
2766,2018-05-11,决战一触即发 未来至少降准2次?(附股),中证投资
2767,2018-05-11,73家药企董事长薪酬超百万元 药明康德董事长、总经理年薪均超千万元,证券日报
2768,2018-05-10,181亿主力资金近三日大量撤出中小创,证券时报网
2769,2018-05-10,[看好评级]医药生物行业周报：行业政策落地持续推进,中财网
2770,2018-05-10,[增持评级]化工行业周报：重质纯碱、三氯乙烯、聚合MDI价格上涨 液氯、VB2、VK3价格下跌,中财网
2771,2018-05-10,[推荐评级]化工行业周报：聚氨酯下游行业逐步进入旺季 聚合MDI 、TDI、纯碱及环氧丙烷产业链价格上涨,中财网
2772,2018-05-09,[推荐评级]基础化工行业2017年年报及2018年一季报总结：在建工程小幅复苏 行业延续景气向上 盈利实现大幅增长,中财网
