,2021-12-31,食品饮料行业2022年投资策略：白酒景气周期延续，食品至暗时刻已过,国信研究
2031,2018-04-17,[增持评级]绝味食品(603517)年报点评：收入增长稳定 净利率仍有提升空间,中财网
2032,2018-04-17,【招商食品】绝味食品：路径清晰，规模更显，上调至强烈推荐,招商食品饮料
2033,2018-04-17,[买入评级]绝味食品(603517)年报点评：收入稳健毛利提升 2018年内生外延增长可期,中财网
2034,2018-04-17,券商首次关注3股并给予买入评级(4月17日),Wind
2035,2018-04-17,食品饮料行业日报：2017年白酒总产量同比增长6.86%,中财网
2036,2018-04-16,[看好评级]食品饮料行业周报：主流公司一季报业绩普遍超预期,中财网
2037,2018-04-16,[买入评级]绝味食品(603517)年报点评：近观门店增加及同店增长 远看海外扩张及外延并购,中财网
2038,2018-04-16,[推荐评级]食品饮料行业周报：次高端逻辑陆续兑现 区域龙头估值待提升,中财网
2039,2018-04-16,[买入评级]绝味食品(603517)年报点评：门店稳步扩张带动收入增长 原材料成本下降助力盈利提升,中财网
2040,2018-04-16,绝味食品门店今年将超万家 淡水泉两产品进驻流通股东前十,e公司
2041,2018-04-16,[增持评级]食品行业周报：啤酒板块领涨 拐点逻辑验证,中财网
2042,2018-04-16,一张图看懂2017绝味食品业绩情况：全年实现净利超5亿,中金在线
2043,2018-04-16,[推荐评级]绝味食品(603517)年报点评：门店规模稳健扩张 利润水平更上层楼,中财网
2044,2018-04-16,绝味食品去年净利增31.93%,中金在线
2045,2018-04-16,"绝味食品:规模优势凸显,看好持续高增长",西南证券
2046,2018-04-16,"绝味食品:主业增长持续性好,“美食生态圈”储备新动能",证券之星
2047,2018-04-15,4月15日晚间上市公司十大重要公告一览,巨丰财经
2048,2018-04-15,晚间重要公告：重庆百货尚未与阿里系商谈混改,Wind
2049,2018-04-15,绝味食品：董事会决议公告,上交所
2050,2018-04-15,[增持评级]中泰食品饮料行业周报：守正出奇 靓丽可期,中财网
2051,2018-04-15,绝味食品：2017年净利润超5亿元，同比增32%,Wind
2052,2018-04-15,绝味食品：2017年净利润超5亿元 同比增32%,e公司
2053,2018-04-15,绝味食品：年报拟10派4.8元,金融界
2054,2018-04-13,[看好评级]食品饮料行业2018一季度业绩前瞻：龙头普遍加速 板块基本面向好,中财网
2055,2018-04-13,一个鸭脖，一年卖出30亿！没有任何从业经验，硬是干成全国最大！,搜狐
2056,2018-04-11,[强烈推荐评级]绝味食品(603517)深度报告：绝味中国 鸭脖全国化的扩张之路,中财网
2057,2018-04-10,绝味食品：鸭脖全国化的扩张之路 强烈推荐评级,和讯
2058,2018-04-09,[增持评级]食品行业周报：阶段波动难免 逢低中期布局,中财网
2059,2018-04-08,[看好评级]食品饮料行业2月数据点评：次高端白酒终端挺价 肉价下行 CPI食品增速回正,中财网
2060,2018-04-04,[推荐评级]食品饮料行业周报：白酒已调整到合理估值 业绩期有望迎来反弹,中财网
2061,2018-04-03,[看好评级]食品饮料行业周报：白酒及大众品纷纷预增 回归基本面 核心仍看业绩,中财网
2062,2018-04-02,[增持评级]食品行业周报：高端白酒业绩预期修正 可积极关注,中财网
2063,2018-03-28,[同步大市评级]食品饮料行业周报：聚焦新赛道 收割新红利,中财网
2064,2018-03-28,投资者82问九鼎集团！无奈复牌首日仍跌五成，市值蒸发500亿元！,和讯
2065,2018-03-28,投资者82问九鼎集团 停牌34个月后复牌首日跌五成,每经网
2066,2018-03-27,弱市复盘无意外：九鼎集团股价腰斩 512亿市值蒸发,资本邦
2067,2018-03-27,九鼎集团今日复牌 PE股东清仓式减持潮来袭,证券之星
2068,2018-03-27,净利率高达90%！聚焦天图资本的传统行业掘金术,新浪
2069,2018-03-27,【食品饮料|黄付生团队太平洋证券】食品饮料：恐慌中凸显价值,微信
2070,2018-03-27,7年收益超10亿 绝味食品遭九鼎清仓减持,时代在线
2071,2018-03-24,清仓式减持计划频出，PE股东领衔,Wind
2072,2018-03-24,注意哪些公司股东在清仓式减持？,顶尖财经网
2073,2018-03-23,A股共发生40宗大宗交易成交17.07亿元（3月23日）,Wind
2074,2018-03-23,一根鸭脖的“迷失” 绝味加盟式扩张受质疑,华夏时报
2075,2018-03-23,绝味食品今日大宗交易成交820万股，最低成交价31.48元最高折价5.15%,Wind资讯
2076,2018-03-23,上海证券市场大宗交易公开信息(2018-03-23),顶尖财经网
2077,2018-03-23,贸易摩擦升级，板块表现不一，几大风险点不得不防……,--
2078,2018-03-21,绝味鸭脖单季利润增幅下滑 九鼎系拟清仓式减持,面包财经
2079,2018-03-20,[看好评级]食品饮料行业周报：再次上涨催化剂何时来?,中财网
2080,2018-03-20,【申万食品饮料-吕昌团队】周观点（3月第3周）：耐心持股等风来,申万食品饮料研究
2081,2018-03-20,[看好评级]食品饮料行业周报：耐心持股等风来,中财网
2082,2018-03-20,绝味食品三成限售股解禁即遭“清仓”,长江商报
2083,2018-03-19,7年前投资鸭脖，如今回报超10亿！这家私募火了，如今却选择清仓减持,每经网
2084,2018-03-19,绝味食品净利增幅超过30% 4家机构股东却要清仓减持,新浪
2085,2018-03-19,[增持评级]食品行业周报：白酒行业17年利润增长36% 啤酒行业迎来涨价潮,中财网
2086,2018-03-19,上市刚满一年四家股东就公布清仓减持 绝味食品“很受伤”,金融投资报
2087,2018-03-19,今日开盘：两市双双低开 沪指跌幅 0.15%,银行信息港
2088,2018-03-19,绝味鸭脖股价下坠添秤砣 九鼎系解禁当日称清仓减持,中国经济网
2089,2018-03-19,巨丰早参：股票发行上市制度将迎重大改革,巨丰财经
2090,2018-03-19,7年赚11亿！一根湖南的鸭脖 富了一批四川“学霸”,每日经济新闻
2091,2018-03-19,绝味食品股东拟合计减持不超8.43% 大小非疯狂套现,投资快报
2092,2018-03-18,多公司发布晚间重要公告 下周走势或将反转,和讯
2093,2018-03-18,周原九鼎等四股东拟清仓减持绝味食品,北京商报网
2094,2018-03-18,绝味食品：九鼎系拟减持不超过8.43%股份,Wind
2095,2018-03-16,下周1840亿市值限售股解禁，环比增206.9%,Wind
2096,2018-03-13,[同步大市评级]食品饮料行业周报：从食品饮料行业的“独角兽”说开去,中财网
2097,2018-03-12,【申万食品饮料-吕昌团队】周观点（3月第2周）：“买入并持有”没有说的那样简单 正视基本面 坚定信心！,申万食品饮料研究
2098,2018-03-12,[推荐评级]食品饮料行业周报：线上春节全面加速 啤酒格局持续改善,中财网
2099,2018-03-12,[看好评级]食品饮料行业周报：白酒曲折反弹 食品上涨有支撑,中财网
2100,2018-03-12,[增持评级]食品行业周报：高端白酒增速稳健 啤酒行业或迎变局,中财网
2101,2018-03-11,[优于大势评级]食品饮料行业周报：强烈看好通胀高位下的大众食品龙头,中财网
2102,2018-03-07,[超配评级]食品综合行业重大事件快评：消费升级促发展 休闲食品看明天,中财网
2103,2018-03-07,32只次新股三年净利增速超25% 哪些可能成为长线大牛股,证券时报
2104,2018-03-06,[看好评级]食品饮料行业周报：基本面依然坚实 调整后才能走的更稳更远,中财网
2105,2018-03-06,食品饮料行业周报：舌尖上的春节告诉我们什么,中财网
2106,2018-03-05,[推荐评级]食品饮料行业周报：名酒动销良好 继续强推一线白酒,中财网
2107,2018-03-05,【申万食品饮料-吕昌团队】周观点（3月第1周）：基本面依然坚实 调整后才能走的更稳更远,申万食品饮料研究
2108,2018-03-05,[增持评级]食品行业周报：财报季开启 业绩是硬道理,中财网
2109,2018-03-05,"食品饮料行业周报:攻统计分析业绩快报,建议关注食品类龙头",国海证券
2110,2018-02-28,[看好评级]食品饮料行业周报：从春节返乡看三四线食品消费挡不住的消费升级,中财网
2111,2018-02-27,2017失望之食盘点：海底捞西部牧业贝因美等上榜,新京报
2112,2018-02-27,【申万食品饮料-吕昌团队】周观点（2月第4周）：从春节返乡看三四线食品消费挡不住的消费升级,申万食品饮料研究
2113,2018-02-27,"食品饮料:高景气持续,有望再创新高",证券之星
2114,2018-02-27,"绝味食品:门店数量和质量双升,规模优势不断扩大",证券之星
2115,2018-02-26,[增持评级]食品行业周报：节后开门红 龙头表现较优,中财网
2116,2018-02-24,[增持评级]食品行业周报：降低风险偏好 优选稳健龙头,中财网
2117,2018-02-22,[强烈推荐评级]食品饮料行业年报预览及2018展望：居高望远 强者恒强,中财网
2118,2018-02-19,绝味食品：成本波动或不明显，业绩持续高增长,南方财富网
2119,2018-02-13,【太平洋证券 今日早读】星光农机点评|非银、食饮、化工等行业追踪|鸿利智汇、万里扬公司点评|电新行业深度报告（20180213）,太平洋证券研究
2120,2018-02-12,【申万食品饮料-吕昌团队】周观点（2月第2周）：从“三高”到“三有” 食品饮料战略配置时点再次来临,申万食品饮料研究
2121,2018-02-12,五大券商周二看好6板块38股,证券之星
2122,2018-02-12,【平安重点】行业专题报告*食品饮料*食饮公司信托/资管计划、员工持股、股票质押梳理*强于大市,平安研究
2123,2018-02-12,食品饮料行业周报:又到大举买入时,证券之星
2124,2018-02-09,五大券商下周看好6板块44股,证券之星
2125,2018-02-09,[看好评级]食品饮料行业2017年业绩前瞻：龙头业绩坚实 景气持续验证,中财网
2126,2018-02-09,[买入评级]绝味食品(603517)事件点评：业绩符合预期 2018年增长可期,中财网
2127,2018-02-09,42股获券商买入评级 中华企业目标涨幅达94.24%,Wind
2128,2018-02-09,【食品】绝味食品(603517)：全年业绩符合预期，未来成长动力充足,中信建投证券研究
2129,2018-02-08,38股获券商买入评级，金达威目标涨幅达72.15%,Wind
2130,2018-02-08,食品饮料行业日报：高估值个股跌幅较大,中财网
2131,2018-02-07,[审慎增持评级]绝味食品(603517)点评：业绩稳健增长 世界杯有望成为助推器,中财网
2132,2018-02-07,[强推评级]绝味食品(603517)业绩快报点评：拓店迅速单店稳增 18年成本或将承压,中财网
2133,2018-02-07,[买入评级]绝味食品(603517)点评：业绩符合预期 18年增长可延续,中财网
2134,2018-02-07,[推荐评级]绝味食品(603517)业绩预览：业绩符合预期 股价回调带来介入机会,中财网
2135,2018-02-07,绝味食品：业绩符合预期 持续稳定高增长,西南证券
2136,2018-02-07,国金晨讯 | 正泰电器低压电器重回高增/德联集团掘金汽车后市场，关注新高教集团及睿见教育进入港股通，中教控股进入恒生综合指数,国金证券研究所
2137,2018-02-07,绝味食品：2017年净利5.03亿元 同比增长32,金融界
2138,2018-02-07,【中证盘前播报】牛散吕小奇因强平被动减持欧浦智网，獐子岛拟引入战投，8公司质押股票或被平仓致停牌，美股低开高走，欧股继续下跌,中证报
2139,2018-02-07,华创事件驱动早报2-7：一线房企销售额纷纷大增；居民春节出游意愿强,华创证券研究
2140,2018-02-07,A股头条：6家首发上会4家通过 美股上演过山车行情,金融界
2141,2018-02-06,绝味食品：董事会决议公告,上交所
2142,2018-02-06,2月6日晚间上市公司十大重磅公告,巨丰财经
2143,2018-02-06,2月6日业绩公告：绝味食品年报净利增逾三成,中证报
2144,2018-02-06,卖鸭脖的绝味食品2017年净利润超5亿 同比增长逾3成,中国网
2145,2018-02-06,绝味食品：2017年净利超5亿元 同比增32%,e公司
2146,2018-02-06,绝味食品：2017年实现净利润5.03亿元，同比增长32.38%,Wind
2147,2018-02-06,[看好评级]食品饮料行业周报：不以短期量价波动而担忧 但以行业真趋势做研判,中财网
2148,2018-02-06,[看好评级]食品饮料行业12月数据点评：啤酒产量持续下降 GDT奶粉拍卖价环比回升,中财网
2149,2018-02-05,【申万食品饮料-吕昌团队】周观点（2月第1周）：不以短期量价波动而担忧 但以行业真趋势做研判,申万食品饮料研究
2150,2018-02-03,"食品饮料行业2017年报业绩前瞻:发展态势良好,关注高确定性品种",中证网
2151,2018-02-03,“喜茶们”的资本吸引力,经济观察网
2152,2018-02-02,绝味食品 成本波动或不大，业绩高增长,平安证券
2153,2018-02-02,绝味食品：关于全资子公司受到工商部门行政处罚的公告,Wind资讯
2154,2018-01-31,[推荐评级]食品饮料行业周报：酒企备战春节档 新年有望开门红,中财网
2155,2018-01-30,正新鸡排火箭式扩张一年开店万家 高速成长短板隐现,大众证券报
2156,2018-01-24,"食品饮料行业周报:短期调整不改板块向上趋势,通胀环境利好大众消费",申万宏源
