,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
2656,2019-12-04,半导体板块短线跳水，韦尔股份跌近4%,Wind
2657,2019-12-03,韦尔股份大幅拉升3.28% 股价创近2个月新高,金融界
2658,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
2659,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
2660,2019-12-02,手机厂商杀入TWS耳机赛道，千亿级市场蛋糕如何分配,第一财经
2661,2019-12-02,AirPods预计全年销量1.1亿对，TWS耳机概念持续造好,第一财经
2662,2019-12-02,跻身长三角规划十大重点领域，集成电路概念股开盘走强,第一财经
2663,2019-12-02,集成电路概念股火线出击，扬杰科技率先涨停,Wind
2664,2019-12-01,"【新时代证券】—— 12月金股组合，""成长，新时代！""每周交流会（第66期）",新时代证券研究
2665,2019-11-29,巨丰原创：CIS芯片缺货！整个产业链都在涨价 掘金机会已经显现,巨丰财经
2666,2019-11-27,这一板块今天逆势上涨！还将迎来2000亿巨额资金流入，背后原因居然是,证券时报
2667,2019-11-27,A股分销商行列或添新兵！MLCC代理商商络电子拟创业板上市,慧聪电子网
2668,2019-11-27,韦尔股份现1笔大宗交易 共成交385.74万元,新浪
2669,2019-11-27,半导体板块逆势走强，晶方科技强势封板,Wind
2670,2019-11-26,【华泰电子】【2020年度策略】5G仅是开端，“电子+”时代来临,华泰电子研究
2671,2019-11-22,韦尔股份(603501.SH)拟回购注销8.55万股限制性股票,格隆汇
2672,2019-11-21,韦尔股份(603501.SH)：减持时间过半 3名董监高累计减持222.98万股 减持股份,格隆汇
2673,2019-11-21,韦尔股份：三高管合计减持0.26%股份 减持股份,Wind
2674,2019-11-20,东北证券：5G建设成果频现 半导体产业投资加码 关业龙头公司,半导体网
2675,2019-11-20,沪深300及中证500成分股调整名单预测,辰奥临君
2676,2019-11-19,韦尔股份现1笔大宗交易 共成交331.81万元,新浪
2677,2019-11-18,韦尔股份(603501.SH)首次授予943.0998万份股票期权登记完成,格隆汇
2678,2019-11-15,科技蓝筹股午后继续走强 汇顶科技、韦尔股份涨逾8%,证券时报网
2679,2019-11-15,韦尔股份(603501.SH)再创新高 年内累涨350%位列A股第5,格隆汇
2680,2019-11-14,一文看后市：MSCI扩容前，科技股可保持乐观！,和讯
2681,2019-11-13,半导体板块持续走强,Wind
2682,2019-11-13,国产芯片概念强势 卓胜微、韦尔股份等涨逾7%,证券时报网
2683,2019-11-13,【韦尔股份】大幅拉升6.81% 股价创近2个月新高,金融界
2684,2019-11-12,上海上市公司前三季度累计营收近3.9万亿元 183家公司归母净利同增,证券日报
2685,2019-11-12,A股半导体公司汇顶科技、韦尔股份、闻泰科技被纳入MSCI指数,TechWeb
2686,2019-11-11,华为Mate30大秀：惊艳背后的国产供应链,维库电子市场
2687,2019-11-06,【安信电子|每日观点】中国5G手机出货量超48万部，vivo位列第一,晓说电子
2688,2019-11-06,韦尔股份副总经理纪刚减持公司股份50万股 套现逾5000万元 减持股份,TechWeb
2689,2019-11-06,韦尔股份：董事、副总经理纪刚合计减持50万股 减持股份,Wind
2690,2019-11-06,韦尔股份(603501.SH)董事纪刚减持公司50万股 减持股份,格隆汇
2691,2019-11-06,太疯狂，这只猪概念股新晋千亿市值！这个板块竟成牛股集中营，“聪明资金”盯上这类股,证券时报
2692,2019-11-06,韦尔股份：豪威完成交割，新品推广进展顺利,证券时报网
2693,2019-11-05,抱团股越抱越紧！385只个股创历史新高,上证报
2694,2019-11-05,韦尔股份：董事、总经理马剑秋合计减持97.48万股 减持股份,Wind
2695,2019-11-05,券商首次关注7股并给予买入评级（11月5日）,Wind
2696,2019-11-05,韦尔股份：收购豪威布局CIS好赛道，铸就国内一流半导体设计企业,证券时报网
2697,2019-11-05,隐形的超牛题材火了！龙头7天5涨停,证券时报
2698,2019-11-05,4股获买入评级 最新:韦尔股份,中财网
2699,2019-11-01,【安信电子|基金三季报持仓分析】业绩改善筑底，5G与国产替代加持，Q3电子板块获大幅加仓,晓说电子
2700,2019-10-31,【中信证券电子研究】韦尔股份（603501）2019年三季报点评：三季报豪威并表，业绩基本符合预期,CITICS电子研究
2701,2019-10-31,韦尔股份(603501.SH)前三季净利降45.40%至1.35亿元 盈利能力下降,格隆汇
2702,2019-10-31,韦尔股份：前三季度净利降45%，今年股价已涨2.8倍 盈利能力下降,格隆汇
2703,2019-10-31,北上资金7月以来1200亿加仓A股，金融、消费、科技全面扫货,Wind
2704,2019-10-31,半导体丨韦尔股份前三季度实现净利润1.35亿元 同比下滑45.4% 盈利能力下降,TechWeb
2705,2019-10-30,韦尔股份公布三季报 前三季净利减少45.4% 盈利能力下降,新浪
2706,2019-10-30,韦尔股份：前三季度净利润同比减45.40% 盈利能力下降,Wind
2707,2019-10-30,国家大基金二期落地 把握两条主线,第一财经
2708,2019-10-29,苹果发布全新无线蓝牙降噪耳机，千亿级TWS产业链市场有望爆发,第一财经
2709,2019-10-29,韦尔股份现1笔大宗交易 共成交264.45万元,新浪
2710,2019-10-28,韦尔股份现1笔大宗交易 共成交377.10万元,新浪
2711,2019-10-28,“大基金”再扩容！2041.5亿元，三方向成投资重点,Wind
2712,2019-10-25,韦尔股份拟增资豪威半导体2亿元，发力CMOS图像传感器,维库电子市场
2713,2019-10-25,逾300股年内创历史新高，60股自高点回撤幅度超40%,Wind
2714,2019-10-23,韦尔股份拟对全资子公司豪威半导体上海增资2700万美元,TechWeb
2715,2019-10-23,"电子元件行业TWS耳机专题报告:甚似当年“山寨机”兴起,TWS耳机拐点已至",光大证券
2716,2019-10-22,韦尔股份：2700万美元增资豪威半导体上海,e公司
2717,2019-10-22,韦尔股份(603501.SH)拟对豪威半导体增资2700万美元 发展晶圆测试及晶圆重构生产线项目,格隆汇
2718,2019-10-17,韦尔股份现1笔大宗交易 共成交362.81万元,新浪
2719,2019-10-16,韦尔股份现1笔大宗交易 共成交416.50万元,新浪
2720,2019-10-15,192股获买入评级最新:中航电测,中财网
2721,2019-10-11,"电子元器件行业:5G风起,VR飞扬",安信证券
2722,2019-10-10,韦尔股份现1笔大宗交易 共成交232.99万元,新浪
2723,2019-10-09,韦尔股份：产品迭代路径清晰，后续期待更多重磅产品推出,证券时报网
2724,2019-10-09,[快讯]韦尔股份发布质押公告一股东累计质押15101万股,中财网
2725,2019-10-09,韦尔股份现1笔大宗交易 共成交260.00万元,新浪
2726,2019-10-09,韦尔股份(603501.SH)：绍兴韦豪质押8083.9万股,格隆汇
2727,2019-10-09,韦尔股份：又一款里程碑产品OV12D 买入评级,西南证券
2728,2019-09-27,半导体丨韦尔股份拟对其全资子公司豪威半导体上海增资3亿元,TechWeb
2729,2019-09-27,韦尔股份：拟向上海全资子公司增资3亿元建生产线,Wind
2730,2019-09-27,韦尔股份(603501.SH)使用募集资金3亿元增资豪威半导体上海 用于晶圆测试及晶圆重构生产线项目(二期)建设,格隆汇
2731,2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
2732,2019-09-25,韦尔股份(603501.SH)：947名激励对象获授予946.23万份股票期权,格隆汇
2733,2019-09-25,兆易创新澄清长鑫独立运营 “国产替代”风潮下芯片股价值几何？,21世纪经济报道
2734,2019-09-25,CMOS图像传感器市场增长相关公司受益 六股大牛,证券时报网
2735,2019-09-24,半导体产业链：行业高景气，全年涨幅第一（上篇）,Wind
2736,2019-09-24,芯片+5G等科技股中的大白马名单 机构抱团入驻 最高竟被锁定近半流通盘,证券时报
2737,2019-09-24,科技股持续活跃 韦尔股份市值超千亿元,e公司
2738,2019-09-21,华为“A股式”拥趸者调查： “后知后觉”掘金者遇到“先知先觉”产业梦,21世纪经济报道
2739,2019-09-20,20股获券商买入评级 恒华科技目标涨幅达45.39%,Wind
2740,2019-09-19,CMOS图像传感器市场飞速增长 五股布局良机,证券时报
2741,2019-09-19,"韦尔股份深度报告:进军国际,半导体设计航母起航",浙商证券
2742,2019-09-16,北上资金尾盘突袭买入，行业龙头及白马仍是外资最爱,Wind
2743,2019-09-16,北上资金连续11日净流入 6股连续11日获加仓,证券时报
2744,2019-09-16,【华泰TMT王林团队】电子元器件:5G应用大幕拉开，VR/AR渐行渐近,和讯
2745,2019-09-10,上交所：中国人保等4股将被调入上证180指数,Wind
2746,2019-09-09,三个月千亿外资已入场，扫货消费、科技，42股买入超2%,Wind
2747,2019-09-09,"韦尔股份:资产重组工作完成,迈入发展新阶段",证券之星
2748,2019-09-08,【公司点评】韦尔股份：2019年业绩同比+221.14%，光学创新助推CIS持续爆发,吉森电子研究
2749,2019-09-08,【新时代电子 吴吉森团队】韦尔股份：设计与分销齐头并进，全球第三大CIS龙头厂商再起航,新时代证券研究
2750,2019-09-06,5G、芯片、国产软件概念引领近百股涨停，“科技牛市”盛宴来了？,环球老虎财经
2751,2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
2752,2019-09-05,半导体行业最深入的投资逻辑,财富动力网
2753,2019-09-04,83只超级牛股最新评级 这些公司目标涨幅空间还有30%以上（名单）,证券时报网
2754,2019-09-04,【光大电子|韦尔股份】深度：豪威科技（OV）突破48M技术，王者归来重塑格局,EBSCN电子
2755,2019-09-04,【晨观方正】计算机/电子/交运20190904,方正证券研究
2756,2019-09-03,定增募资缩水成常态，错过大涨机构却称“不可惜”,第一财经
2757,2019-09-03,信息技术迎黄金十年，信仰还是估值？,Wind
2758,2019-09-02,韦尔股份(603501.SH)拟授出不超1182万份股票期权,格隆汇
2759,2019-09-02,韦尔股份：新增为控股子公司思比科的担保额度为2亿元 大额借贷担保,Wind
2760,2019-09-02,9月开门红，500亿资金接力买入140家公司先涨为敬,Wind
2761,2019-09-02,国产芯片板块表现强势 韦尔股份等6股涨停,金融界
2762,2019-09-02,芯片股午后拉升 韦尔股份等多股涨停,e公司
2763,2019-09-02,快讯：芯片股午后走强 韦尔股份、国科微拉升封板,新浪
2764,2019-08-30,韦尔股份：靓丽成绩单的背后,EBSCN电子
2765,2019-08-30,韦尔股份(603501.SH)拟对合肥韦豪增资1.9亿元,格隆汇
2766,2019-08-30,韦尔股份(603501.SH)拟将“射频元器件研发及产业化项目”延长不超6个月,格隆汇
2767,2019-08-30,韦尔股份今年上半年营收和净利润均下滑 分别下降18%和84% 盈利能力下降,TechWeb
2768,2019-08-29,韦尔股份：拟向全资子公司“合肥韦豪”增资1.9亿元,Wind
2769,2019-08-29,韦尔股份：部分募投项目延期 项目问题,Wind
2770,2019-08-29,韦尔股份：上半年净利润同比减83.77% 盈利能力下降,Wind
2771,2019-08-29,风向标 l 陈杭：最高涨幅210%的背后（附125页PPT）,半导体风向标
2772,2019-08-29,受益全球CMOS影像传感器爆发，这家公司年初至今涨逾2倍,富途证券
2773,2019-08-26,北上资金净买入再超百亿，10股连续八周获加仓,Wind
2774,2019-08-25,CIS摄像头芯片框架 l 125页,半导体风向标
2775,2019-08-20,韦尔，有何不同？,半导体风向标
2776,2019-08-16,"电子行业:5G推动换机潮来临,产业链多环节机遇将至",东吴证券
2777,2019-08-14,今年涨幅最大的科技股竟然是创业板的这家公司,阿尔法工场
2778,2019-08-02,半导体｜韦尔半导体3名高管因个人资金需求拟减持公司股份 拟减持股份,TechWeb
2779,2019-08-01,韦尔股份3名股东拟减持股份 预计合计减持不超总股本0.8% 拟减持股份,挖贝网
2780,2019-08-01,[快讯]韦尔股份:董事、高级管理人员减持股份计划 拟减持股份,中财网
2781,2019-08-01,韦尔股份(603501.SH)3名董事拟减持合计不超0.7953%股份 拟减持股份,格隆汇
2782,2019-08-01,韦尔股份：3名董事拟合计减持不超过0.8%股份 减持股份,Wind
2783,2019-07-31,45股获券商买入评级，星网锐捷目标涨幅达48.79%,Wind
2784,2019-07-31,半年报业绩高增长，这些股票开启月线连涨模式（名单）,证券时报
2785,2019-07-31,"电子行业周观点:大基金一期投资领域与标的统计,二期投资方向前瞻",证券之星
2786,2019-07-30,【半导体龙头系列|国信电子】韦尔股份：感知无垠，铸就CIS龙头,国信电子研究
2787,2019-07-30,39股获券商买入评级 国联水产目标涨幅达94.90%,Wind
2788,2019-07-26,科技股引领新高潮 这11股看点十足,红周刊
2789,2019-07-25,@股民朋友 一指标显示你想要的风格转换正发生 芯光灿烂行情来了,证券时报网
2790,2019-07-25,电子分销行业存在不可替代性 龙头企业客户资源优势突出,证券网
2791,2019-07-25,国产芯片板块集体发力，紫光国微冲击涨停,Wind
2792,2019-07-23,韦尔股份股东虞小荣减持15万股 套现约705万元 减持股份,挖贝网
2793,2019-07-23,"电子行业:科创板开市在即,关注半导体优质企业",国联证券
2794,2019-07-22,[快讯]韦尔股份:控股股东一致行动人减持股份结果 减持股份,中财网
2795,2019-07-22,韦尔股份：股东虞小荣减持计划完成，累计减持0.03%股份 减持股份,Wind
2796,2019-07-22,韦尔股份(603501.SH)控股股东一致行动人累计减持14.72万股 减持股份,格隆汇
2797,2019-07-22,半导体、电子设备：科技股的黄金年代 荐39股,国盛证券
2798,2019-07-22,"电子行业周观点:Q2电子板块基金持仓比例略减,电子行业配置分化显著",证券之星
