,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
1910,2018-07-31,南京银行定增遭否 早盘跌超5%,证券时报网
1911,2018-07-31,南京银行非公开发行募资140亿元申请被否,中国网
1912,2018-07-31,南京银行非公开发行股票被否决 定向募资140亿泡汤,新浪
1913,2018-07-30,南京银行（600036.SH）：业绩符合预期，内生增长必要性提升—业绩快报及定增事项点评,倪军金融与流动性研究
1914,2018-07-30,农行1000亿定增完成后，南京银行140亿定增意外遭否,澎湃新闻
1915,2018-07-30,南京银行140亿元“最大规模”定增夭折,经济观察网
1916,2018-07-30,"罕见！南京银行140亿元定增上会意外遭否，""我们也是一头雾水""",和讯
1917,2018-07-30,南京银行定增未获批,证券时报网
1918,2018-07-30,南京银行：公司非公开发行股票申请未获得通过,每日经济新闻
1919,2018-07-30,晚间重要公告2018年7月30日星期一,Wind
1920,2018-07-30,南京银行：非公开发行股票申请被证监会否决,Wind
1921,2018-07-30,南京银行年报推10派3.45元 股权登记8月7日,金融界
1922,2018-07-27,银行发力金融科技，与互联网公司有哪些差异？,虎嗅网
1923,2018-07-05,QFII整体选股能力胜出 二季度主打优质“白马股”,21世纪经济报道
1924,2018-07-02,"南京银行:资负调整压力缓释,成长性优于同业",证券之星
1925,2018-06-29,南京银行：2017年年度股东大会决议公告,上交所
1926,2018-06-29,【中信建投银行杨荣】银行业周报220期：《风险溢价降低，驱动股价回升》,eResearch杨荣团队
1927,2018-06-28,关于公布能力建设水平测试获证学员名单的通知,银行间市场协会
1928,2018-06-26,6000亿！国际资金大举北上买A股，抄底这些蓝筹股,中国基金报
1929,2018-06-26,A股已是遍地黄金 紧盯7只市盈率低于10倍股,证券时报
1930,2018-06-26,申万宏源：银行业息差回升，重申“龙头搭台、拐点唱戏”策略,Wind
1931,2018-06-25,关于公布中国银行间市场交易商协会第一届交易专业委员会委员名单的公告,银行间市场协会
1932,2018-06-21,"银行业2018中期投资策略:负面因素逐渐消化,积极因素正在酝酿",信达证券
1933,2018-06-15,下周816亿市值限售股解禁，环比减少一成,Wind
1934,2018-06-11,南京银行将设江苏银行业首家资管公司,南京日报
1935,2018-06-08,南京银行：获准发行约280亿元金融债券,Wind
1936,2018-06-07,晚间重要公告2018年6月7日星期四,--
1937,2018-06-07,又一家！南京银行拟出资20亿元设立资管子公司,21世纪经济报道
1938,2018-06-07,[公司]南京银行设立资产管理公司 投资额不少于20亿元,全景网
1939,2018-06-07,南京银行：拟出资不少于20亿发起设立资产管理公司,Wind
1940,2018-06-07,南京银行：拟出资不少于20亿发起设立资产管理公司,新浪
1941,2018-05-31,蚂蚁金服加深“开放”烙印,金融时报
1942,2018-05-22,[数说]江阴银行不良率垫底 成都银行净利暴涨逾50％,金融界
1943,2018-05-21,QFII早锁定47只“入摩”股 医药股数量最多,证券日报
1944,2018-05-18,江苏银行上市新消息：江苏上市银行发布2018年一季度报,南方财富网
1945,2018-05-14,QFII首季逆市增持，海外资金加速布局A股,--
1946,2018-05-11,南京银行高拨备之谜 未雨绸缪还是隐藏利润？,证券市场周刊
1947,2018-05-10,银行行业研究：业绩坚实 估值洼地,中财网
1948,2018-05-09,南京银行召开2018年二季度工作会议,新华网
1949,2018-05-09,"南京银行2017年年报及2018年1季报点评:息差改善带动营收回暖,关注定增落地进程",正点财经
1950,2018-05-09,明日黑马股票推荐：5月10日周四最具爆发力六大黑马,证券之星
1951,2018-05-08,南京银行首席信息官余宣杰： 金融科技公司将告别野蛮生长,21世纪经济报道
1952,2018-05-07,[增持评级]上市银行2017年年报暨2018年一季报综述：息差拨备双驱动 基本面继续向好,中财网
1953,2018-05-02,证金频繁进出金融股！大举增持15只券商股，晋级7券商前三大股东,--
1954,2018-04-28,南京银行公布2017年报 直销银行规模强势扩张,中国电子银行网
1955,2018-04-28,10家银行净利润连续五个季度同比增长 银行概念股一览表,证券日报
1956,2018-04-27,上调评级至买入策略选股（4月27日）,Wind
1957,2018-04-26,4月26日晚间机构研报精选 10股值得关注,证券时报网
1958,2018-04-26,南京银行去年净利增17.02% 个人存款规模破千亿,华夏时报
1959,2018-04-26,【东吴马婷婷】南京银行：营收增速由负转正，净息差大幅改善,马婷婷深度研究
1960,2018-04-25,南京银行2017年净利润增长17%，消费贷全年投放超500亿,21世纪经济报道
1961,2018-04-25,南京银行2017年净赚96.68亿增长17.02%,证券时报
1962,2018-04-25,南京银行：2017年净利润同比增17.02%,Wind
1963,2018-04-25,南京银行：年报净利增17% 一季报净利增17.61%,e公司
1964,2018-04-25,南京银行：2017年净利润同比增17%，拟10派3.45元,Wind
1965,2018-04-19,[增持评级]商业银行行业更新：银行业利润占了全社会的50%吗?-水平测算与国际比较,中财网
1966,2018-04-19,[增持评级]降准置换MLF点评(商业银行行业)：利好银行 看好反转,中财网
1967,2018-04-18,牌照齐全估值300亿元 苏宁金融“闷声发大财”,财界网
1968,2018-04-17,[增持评级]存款利率上限结构性放宽点评(商业银行行业)：不明觉“厉” 好于预期,中财网
1969,2018-04-10,银行股全线拉升，上证综指涨幅扩大,Wind
1970,2018-04-09,江苏金融租赁首份年报看完 才知道他们比银行还暴利,新浪
1971,2018-04-03,[增持评级]银行投资策略月报：4月策略：原点再起航,中财网
1972,2018-04-02,上市银行再融资超4000亿 资本补血给养拼规模大赛,投资者报
1973,2018-03-31,三月创业板指创两年最大月涨幅 四月机构扎堆看好银行等四行业,中财网
1974,2018-03-31,银行板块或面临三重底 六股腾飞在即现掘金良机,证券日报
1975,2018-03-26,2018年南京银行最新存款利率 二年定期存款利率2.52%,银河证券
1976,2018-03-26,借金融科技突围零售信贷 中小银行抱团“补短板”,中国经营网
1977,2018-03-24,银行苦撑跌势利好催化前景仍可观 四股掘金,中证报
1978,2018-03-21,朗诗与南京银行签约 共建新型银企关系,南方财富网
1979,2018-03-19,[推荐评级]银行行业周报：农业银行定增千亿 银行资本管理加强,中财网
1980,2018-03-14,平安银行零售净利润狂飙近七成 上市银行业绩分化,第一财经
1981,2018-03-12,金融：拨备要求下调铸就板块底部 股权管理办法处置存量问题,中信建投
1982,2018-03-11,【方正策略】风险渐去,策略研究
1983,2018-03-08,601009南京银行|基本面向上拐点更加明确、性价比突出,南方财富网
1984,2018-03-08,[看好评级]银行行业点评报告：贷款损失准备监管红线下调 利润释放空间增大,中财网
1985,2018-03-08,银监会下调拨备红线点评(银行行业)：奖优限劣 差别化监管,中财网
1986,2018-03-08,银行苦撑跌势利好催化前景仍可观 六股受益,中证报
1987,2018-03-08,南京银行：第八届董事会第七次会议决议公告,顶尖财经网
1988,2018-03-07,公告汇总：江粉磁材证券简称变为领益智造,网易
1989,2018-03-07,银监会下调拨备红线，银行股全线飘红,--
1990,2018-03-07,26家A股银行2017三季报拨备覆盖率放榜：南京银行最高 浦发、工行不足150%,每经网
1991,2018-03-06,南京银行监事浦宝英辞任,证券时报
1992,2018-03-06,金融：调整深化 荐3股,中银国际
1993,2018-03-05,[推荐评级]银行行业周报：化解金融风险、转向高质发展,中财网
1994,2018-03-05,16家银行业绩快报出炉 中小行增速领先股份行,财界网
1995,2018-03-02,"银行行业三月银行策略:龙头占优,以应万变",安信证券
1996,2018-03-01,南京银行专注普惠金融，支持金融租赁发展,新华网
1997,2018-03-01,[领先大市-A评级]三月银行策略：龙头占优 以应万变,中财网
1998,2018-02-27,79家房企半数净利翻倍 国有大行集体雪藏成绩单,中财网
1999,2018-02-27,16家上市银行业绩先睹为快 国有大行集体“雪藏”成绩单,证券日报
2000,2018-02-27,银行业:银行股何以继续估值修复,安信证券
2001,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
2002,2018-02-26,[领先大市-A评级]银行行业动态分析：银行股何以继续估值修复,中财网
2003,2018-02-26,[推荐评级]银行行业周报：负债压力上升、看好利率上行,中财网
2004,2018-02-23,[增持评级]深度*行业*银行业调研报告：量控价增 基本面向好趋势延续,中财网
2005,2018-02-20,从四季报看银行股基金持仓 哪些银行股被基金重仓持有,大众证券报
2006,2018-02-14,从四季报看银行股的基金持仓,大众证券报
2007,2018-02-12,深度*行业*银监会四季度数据点评(银行行业)：规模扩张放缓息差改善 资产质量趋势分化,中财网
2008,2018-02-12,银行行业周报：息差上行 质量改善,中财网
2009,2018-02-11,金融：龙头券商业绩优势显著 荐9股,申万宏源
2010,2018-02-08,【华创机械】每日公告速递2018-2-8,华创机械
2011,2018-02-08,[看好评级]银行业2017年年报前瞻：基本面向好趋势延续 重点把握低估值拐点银行,中财网
2012,2018-02-07,[增持评级]银行投资策略月报：二月策略：上调全年目标至1.5倍PB,中财网
2013,2018-02-06,逾百股紧急停牌或藏玄机 沪指拉升80点 靠一板块,中财网
2014,2018-02-06,银行板块逆市吸金41.26亿 机构集中推荐15只个股,证券日报
2015,2018-02-05,[推荐评级]银行行业周报：业绩改善明显、关注ROE上行,中财网
2016,2018-02-05,资产质量改善，上市银行业绩向好,中证报
2017,2018-02-04,A股市场震荡调整 蓝筹股仍受资金追捧,财界网
2018,2018-02-04,银行业景气度回升资金追捧 六股值得关注,证券日报
2019,2018-02-03,结构性震荡凸显市场价值风口 四行业景气度回升,证券日报
2020,2018-02-01,中信建投：低估值优先 银行价值为上(附2月金股),金融界
2021,2018-02-01,机构揭秘二月投资机遇 银行与休闲服务行业受推崇,证券日报
2022,2018-01-31,银行股尾盘发力，南京银行、宁波银行涨逾4%,Wind
2023,2018-01-30,明日开盘可看这5只待涨股名单,中财网
2024,2018-01-30,南京银行：1月29日融资余额为16.36亿元，较前一日骤降7.27%,Wind资讯
2025,2018-01-30,15家上市银行年报出炉：净利增速最快属贵阳银行,证券时报
2026,2018-01-29,晚间重要公告2018年1月29日星期一,--
2027,2018-01-29,南京银行：镇江分行违反经营原则被罚3230万元,Wind
2028,2018-01-29,13家银行披露2017年业绩快报：日均共赚逾6亿，仅浦发不良率上升,Wind
2029,2018-01-29,21世纪经济报道头版：A股“大户”骤起“分红行情”,--
2030,2018-01-29,百家公司发布2017年业绩快报，近八成净利增长,中证报
2031,2018-01-28,营收改善 2017银行盈利涨幅回升,和讯
2032,2018-01-26,午盘前银行股再度冲高，南京银行涨近7%,Wind
2033,2018-01-26,4号文后首家异地持牌机构开业，多数银行仍望眼欲穿,--
2034,2018-01-26,国泰君安：银行将是2018年宏观变化的受益者,中证网
2035,2018-01-26,李少君：2018年银行股行情是业绩驱动 不是估值驱动,金融界
2036,2018-01-26,江苏引“金融活水”浇灌制造业“良田”,上海金融报
2037,2018-01-25,"南京银行业绩快报点评:收入端持续改善,资产负债结构优化",正点财经
2038,2018-01-24,24日晚间机构研报精选：10股有望爆发,证券时报网
2039,2018-01-24,午评：创业板布局时机到了? 分析师:看多一板块,中金在线
2040,2018-01-24,午评：沪指震荡涨0.14% 创业板重回1800点涨近2%,腾讯网
2041,2018-01-24,年报预期激发银行股走强 多家机构称该板块是2018年标配,证券日报
2042,2018-01-24,银行股遭“爆炒”逻辑 中美银行股估值大PK,中财网
2043,2018-01-24,12家上市银行公布业绩快报 兴业营收下滑幅度最大,新浪
2044,2018-01-24,大资金配置提升银行股估值,大众证券报
2045,2018-01-24,银行业绩快报暗藏牛熊玄机 多家银行开年屡创新高 11亿主力资金趁机撤离,21世纪经济报道
2046,2018-01-24,"银行业周报:行业估值稳步提升,定向降准即将全面实施",证券之星
