,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
1887,2018-03-10,两会再提加快推进“百万企业上云”建议，阿里云已支持五万企业| 钛快讯,钛媒体
1888,2018-03-09,每周油记：70美金油价只是昙花一现?掀开隐藏大变局!,中财网
1889,2018-03-08,[增持评级]PTA行业专题报告：供需改善 景气向上,中财网
1890,2018-03-06,公告精选：中粮生化拟80亿元收购中粮集团旗下3家企业；证金大幅增持山东黄金；梅雁吉祥第一大股东易主,每经网
1891,2018-03-06,恒逸石化：已发行5亿元“一带一路”公司债券,Wind
1892,2018-03-06,[强大于市评级]深度*行业*化工行业周报：制冷剂、醋酸、烧碱等价格大幅上涨,中财网
1893,2018-03-06,[看好评级]化工行业周报：制冷剂 烧碱上涨 周期关注春旺 成长均衡配置,中财网
1894,2018-03-05,首单境内上市公司“一带一路”公司债券在深交所成功发行,Wind
1895,2018-03-05,首单境内上市公司“一带一路”公司债券在深交所成功发行,证券时报网
1896,2018-03-05,[推荐评级]石化周观点：PDH和丙烯酸盈利改善 关注C3产业链,中财网
1897,2018-03-05,【申万石油化工】乙烯行业深度报告——乙烯行业演变与展望 炼化一体化和原料多元化是发展方向,微信
1898,2018-03-05,[推荐评级]民生化工行业周报：制冷剂、烧碱价格上涨 推荐巨化股份、滨化股份,中财网
1899,2018-03-05,[领先大市-A评级]基础化工行业周报：PA6、烧碱市场明显上行 制冷剂、有机硅、PO景气持续,中财网
1900,2018-03-05,[增持评级]基础化工行业周报：制冷剂、丙烯酸上涨 周期重海外 逐步加码优质成长股,中财网
1901,2018-03-05,化工：炼化一体化和原料多元化是发展方向 荐7股,申万宏源
1902,2018-03-05,[推荐评级]化工行业周报：开工复苏 景气持续 优质成长逐步配置 MDI 3月挂牌价出台 PA66、丙烯酸产业链走强,中财网
1903,2018-03-05,申万宏源晨会纪要-180305,申万宏源
1904,2018-03-05,光大证券大炼化聚酯产业链周报,光大证券
1905,2018-03-04,【申万石油化工周评论】——检修季叠加需求回暖 预计石化后市走强,微信
1906,2018-03-02,恒逸石化：拟收购三家聚酯纤维生产企业股权，股票继续停牌,Wind
1907,2018-03-02,恒逸石化：拟收购三家聚酯纤维生产企业股权 继续停牌,e公司
1908,2018-03-02,每周油记：沙特推动油价暴涨?手法大起底!,中财网
1909,2018-03-01,[看好评级]全球大型石化项目介绍系列之三(石油化工行业)：SADARA石化 全球一次性投资最大的石化项目,中财网
1910,2018-02-28,【申万石油化工】Sadara石化 全球一次性投资最大的石化项目——全球大型石化项目介绍系列之三,微信
1911,2018-02-28,[增持评级]光大证券大炼化聚酯产业链周报,中财网
1912,2018-02-26,[增持评级]原油行业周报第40期：原油价格反弹 页岩油增产隐忧犹在,中财网
1913,2018-02-26,[增持评级]基础化工行业周报：PA66和制冷剂持续上涨 逐步加码优质成长股,中财网
1914,2018-02-26,化工产品价格数据周报20180226,中财网
1915,2018-02-26,[强大于市评级]深度*行业*化工行业周报：油价上涨 PX-PTA价差扩大,中财网
1916,2018-02-26,[领先大市-A评级]基础化工行业周报：有机硅、PO看涨 山东印发新旧动能转换重大工程实施规划,中财网
1917,2018-02-26,[推荐评级]化工行业点评：山东省新旧动能转化重大工程全面启动 提升发展高端化工、培育壮大新材料产业,中财网
1918,2018-02-26,[增持评级]化工行业周报：PTA大幅反弹 尼龙66持续上涨,中财网
1919,2018-02-26,[增持评级]石化行业数据周报20180224,中财网
1920,2018-02-26,[推荐评级]原油行业周观点：美国原油产量稳居高位 市场再平衡或推迟,中财网
1921,2018-02-26,[强于大市评级]石油化工行业研究周报：C3产业链开年显著向好 PDH盈利高涨,中财网
1922,2018-02-26,[推荐评级]化工行业周报：山东全面推进新旧动能转换工程 原油、制冷剂、PTA产业链走强,中财网
1923,2018-02-23,[增持评级]《山东省新旧动能转换重大工程实施规划》点评(石油化工/基础化工行业)：打造高端化工产业 龙头企业持续受益,中财网
1924,2018-02-23,[中性评级]化工行业投资周报：淡季不淡 继续推荐,中财网
1925,2018-02-23,恒逸石化：实现生产和经营成本的持续降低 提升终端市场服务效率,财富动力网
1926,2018-02-23,"基础化工行业研究:国际油价温和回升,关注节后化工反弹行情",国金证券
1927,2018-02-22,基础化工：烧碱市场回暖 丙烯腈、制冷剂延续涨势,中证网
1928,2018-02-14,"化工行业投资周报:淡季不淡,继续推荐染料板块",长城证券
1929,2018-02-14,石油化工行业第四期:大炼化聚酯产业链周报,光大证券
1930,2018-02-13,[中性评级]化工行业月度策略：油价高位震荡 关注高污染及高业绩增速标的,中财网
1931,2018-02-13,[看好评级]化工行业周报：制冷剂、钾肥价格上涨 炭黑-煤焦油、MDI-纯苯价差扩大,中财网
1932,2018-02-13,[看好评级]全球大型石化项目介绍系列之二(石油化工行业)：印度RELIANCE工业位于JAMNAGAR的炼化项目,中财网
1933,2018-02-13,油气等多领域望进一步开放 将大手笔吸引民资进入,中财网
1934,2018-02-12,踩中4只长期停牌股 新华旗下10只基金未来业绩成谜？,国际金融报
1935,2018-02-11,[增持评级]原油周报：美国产量创新高 减产协议面临挑战,中财网
1936,2018-02-11,[增持评级]基础化工行业周报：PA66和己二酸持续上涨 关注海外产能和消费占比较重的品种,中财网
1937,2018-02-11,化工：烧碱市场回暖 荐4股,安信证券
1938,2018-02-11,[推荐评级]原油行业周观点：美国原油产量暴涨至千万桶 油价大幅回调,中财网
1939,2018-02-11,【申万石油化工周评论】—— 油价下跌化工品仍显刚性 丙烷脱氢价差持续扩大,申万石油化工
1940,2018-02-11,[看好评级]基础化工行业2017年报前瞻：油价中枢上移叠加环保限产带动化工品涨价 行业利润同比大幅增长,中财网
1941,2018-02-11,[增持评级]石化行业数据周报报20180211,中财网
1942,2018-02-09,每周油记：油价要跌破50?中国拉动百万桶需求!,中财网
1943,2018-02-09,浙江“十万企业上云”阿里云支持半数，与恒逸石化达成合作,新华网
1944,2018-02-09,[看好评级]石油化工行业2017年年报业绩前瞻：上游盈利明显改善 下游景气维持高位,中财网
1945,2018-02-08,干货！2月8日晚间重要公告速读,第一财经
1946,2018-02-08,阿里云继续深入制造业：ET工业大脑落地中国化纤巨头,CNET科技资讯
1947,2018-02-08,恒逸石化：与阿里云就企业云和大数据等战略合作,Wind
1948,2018-02-07,[中性评级]化工行业周报：油价高位震荡 持续关注高污染及尿素行业,中财网
1949,2018-02-07,[强大于市评级]深度*行业*化工行业周报：油价震荡盘整 纯MDI、钛白粉价格上涨,中财网
1950,2018-02-07,[看好评级]全球大型石化项目介绍系列之一(石油化工行业)：埃克森美孚公司新加坡石化项目,中财网
1951,2018-02-06,【申万石油化工】埃克森美孚公司新加坡石化项目——全球大型石化项目介绍系列之一,微信
1952,2018-02-06,[增持评级]化工行业周报：纯MDI持续上涨 LNG价格大幅上涨,中财网
1953,2018-02-06,华创证券化工产品价格数据周报20180204,中财网
1954,2018-02-06,[中性评级]化工行业投资周报：天然气 丁二烯 丙烯价格大幅上涨 重点关注染料板块行情,中财网
1955,2018-02-06,[看好评级]化工行业周报：制冷剂价格上涨 草甘膦-甘氨酸、炭黑-煤焦油价差扩大,中财网
1956,2018-02-06,[增持评级]光大证券大炼化聚酯产业链周报20180205,中财网
1957,2018-02-05,今日资金抢入六只强势股一览（2月5日）,中财网
1958,2018-02-05,[增持评级]基础化工行业周报：PA66产业链价格上涨 关注化肥春耕、制冷剂、染料旺季行情,中财网
1959,2018-02-05,[增持评级]原油行业周报：页岩油钻机数创新高,中财网
1960,2018-02-05,[领先大市-A评级]基础化工行业周报：己二酸再探新高 氟化工持续回暖,中财网
1961,2018-02-05,[推荐评级]石化行业周观点：化工品价格整体平稳 LNG再度大涨,中财网
1962,2018-02-05,[推荐评级]化工行业周报：MDI 2月挂牌价出台 玻纤、染料、制冷剂产业链走强,中财网
1963,2018-02-05,[强于大市评级]石油化工行业研究周报：业绩预告传递的信息-产业链复苏已轮动到上游,中财网
1964,2018-02-05,[推荐评级]恒逸石化(000703)业绩预告点评：17年业绩符合预期 18年PTA和长丝继续发力,中财网
1965,2018-02-05,[增持评级]石化行业数据周报：石化行业2017年报前瞻,中财网
1966,2018-02-02,82股获券商买入评级，北辰实业目标涨幅达93.37%,Wind
1967,2018-02-02,【太平洋证券 今日早读】银行业点评|国星光电、恒逸石化、浪潮信息、汉得信息、三一重工公司点评|方大化工深度报告 20180202,太平洋证券研究
1968,2018-02-02,"化工行业周报:油价继续上攻,双氧水、合成氨价格持续上涨",证券之星
1969,2018-02-01,[增持评级]恒逸石化(000703)点评：业绩符合预期 PTA-聚酯加工费中枢上移增厚公司业绩,中财网
1970,2018-02-01,[审慎增持评级]恒逸石化(000703)点评：PTA产业链持续复苏 业绩同比大幅增长,中财网
1971,2018-01-31,【太平洋化工杨伟团队】恒逸石化：业绩增长符合预期，炼油聚酯产业链均衡发展,太平洋化工
1972,2018-01-31,[买入评级]恒逸石化(000703)点评：业绩符合预期 2018/19全面崛起,中财网
1973,2018-01-31,[增持评级]化工行业周报：国内外尿素价格上涨 醋酸表现强势,中财网
1974,2018-01-31,[推荐评级]石化行业周观点：PDH盈利改善 甲乙酮、PO继续回落,中财网
1975,2018-01-31,恒逸石化：PTA-聚酯加工费中枢上移增厚公司业绩 增持评级,申万宏源
1976,2018-01-31,恒逸石化：预计2017年净利润同比增长1.05倍-1.29倍,Wind
1977,2018-01-30,恒逸石化：2017年年度业绩报告预告,深交所
1978,2018-01-29,化工：油价继续上攻 荐8股,中银国际
1979,2018-01-29,"化工行业周报:本周原油创新高,纯MDI、尿素偏强整理",开源证券
1980,2018-01-28,化工：继续看好民营炼化项目 荐5股,东北证券
1981,2018-01-24,"化工行业周报:油价震荡盘整,合成氨价格持续上涨",证券之星
1982,2018-01-23,【化工|杨伟团队太平洋证券】行业周报：煤焦油涨价不止，继续推荐石化及农化板块,太平洋证券研究
1983,2018-01-22,化工：合成氨价格持续上涨 荐5股,中银国际
1984,2018-01-22,化工行业：化工品调整为主 分散染料稳步上涨,金融界
1985,2018-01-21,上周机构调研路径曝光：两大行业受重点关注,Wind
1986,2018-01-21,【申万石油化工周评论】—— 预计石化盈利稳定 海外炼化巨头成长及估值参考,微信
1987,2018-01-20,南水北调东中线2018年开始实施 五股蓄势待发,证券时报
1988,2018-01-19,【石化】恒逸石化：2018看PTA超预期，2019看文莱炼油项目贡献,天风研究
1989,2018-01-18,乘风破浪——油气领域“立体化改革”全景展示（华创策略）,Wind
1990,2018-01-17,恒逸石化：PTA行业竞争环境持续改善 现有产品竞争力水平引关注,财富动力网
1991,2018-01-17,2018石化投资策略：重视石化配置价值,格隆汇
1992,2018-01-16,恒逸石化：PTA市场行情继续回升向上 盈利情况持续好转,e公司
1993,2018-01-15,"化工行业周报:原油延续强势,有机硅产品全面上涨",中国网
1994,2018-01-15,化工：原油延续价格强势 荐4股,和讯
1995,2018-01-15,化工：油价回暖 荐4股,西南证券
1996,2018-01-15,基础化工行业周报：磷肥上涨己二酸保持强势关注化肥春耕行情,中财网
1997,2018-01-15,石化周观点：炼化和PTA盈利继续改善,中财网
1998,2018-01-13,国内油价新年首涨落实(附股),中财网
1999,2018-01-13,国内油价新年首涨落实 五股绝佳布局良机,证券日报
2000,2018-01-12,每周油记：2018年美国有望超俄罗斯成为世界第一大产油国,中财网
2001,2018-01-12,成品油将迎今年首涨 这些股票值得关注!(附股),证券时报
2002,2018-01-12,石化行业日报：上周EIA原油库存已达5年均值,中财网
2003,2018-01-12,石化行业日报：上周API原油库存下降1120万桶,中财网
2004,2018-01-12,【华泰电话会议纪要】风起通胀，渐显宝藏！宏观策略联席七大行业,华泰证券研究所
2005,2018-01-11,化工行业动态：油价持续走高关注石化及高污染细分行业,中财网
2006,2018-01-11,油价回归高位助推炼化行业景气复苏,CTA基金网
2007,2018-01-10,这一概念有8只股可看(名单),中财网
2008,2018-01-10,化工：关注石化及高污染细分行业 荐6股,上海证券
2009,2018-01-10,石化行业2018年度投资策略：未来涤纶和天然气将持续高景气布局领域龙头,中财网
2010,2018-01-10,"石油化工行业:EIA月报出炉,这次超预期的是需求",中国网
