,2021-12-31,北京成为数字经济领头羊的最新经验,财经杂志
5188,2020-04-14,万亿级整合震动A股！传中信证券将与中信建投合并，航母级券商真要启航？股价应声飙升，看双方最新回应,证券时报网
5189,2020-04-14,5500亿航母级券商真要诞生？中信建投一度封板，中信证券涨逾4%,格隆汇
5190,2020-04-14,北向资金大举扫货净流入超百亿创指大涨逾3%沪指重回2800点,财华社
5191,2020-04-14,洞察·简报|传闻中信证券和中信建投合并 两龙头券商股价飙升,和讯
5192,2020-04-14,传中信建投和中信证券合并：二者股价飙升 最新回应来了,新浪
5193,2020-04-14,中信证券、中信建投或将合并？中信建投董秘：没听说,Wind
5194,2020-04-14,中信证券、中信建投要合并？两公司股价应声跳涨，回应来了,中新经纬
5195,2020-04-14,恒指冲高回落收涨0.56%，医药、矿业板块涨幅居前,Wind
5196,2020-04-14,受合并传闻影响，中信证券中信建投AH股双双大涨,证券时报网
5197,2020-04-14,A股收盘：深成指涨超2% 沪指收复2800点 北向资金净流入超160亿元,英为财情
5198,2020-04-14,中信证券(06030)、中信建投(06066)证券拟合并? 高管回应：没有听说,智通财经
5199,2020-04-14,中信证券、中信建投股价异动拉升,北京商报
5200,2020-04-14,"券商巨头惊现""合并""传闻 中信证券、中信建投AH股齐飙",新浪
5201,2020-04-14,上证指数收盘涨1.6%，创业板指涨逾3%,Wind
5202,2020-04-14,中信证券、中信建投惊现“合并”传闻，上述两家头部券商之一的多位高管和员工就传闻表示：“没有听说”。（21世纪经济报道）,金十数据
5203,2020-04-14,中信证券、中信建投惊现“合并”传闻，高管称没有听说,21世纪经济报道
5204,2020-04-14,突发！中信证券、中信建投惊现“合并”传闻，两公司股价直线飙升,21世纪经济报道
5205,2020-04-14,中资券商股快速拉升外媒称中信证券和中信建投考虑合并,格隆汇
5206,2020-04-14,中信证券持股中信建投5.01%股权 中信系持有9.61%股权,新浪
5207,2020-04-14,中信证券午后直线拉升涨逾6% 中信建投涨停,证券时报网
5208,2020-04-14,港股异动 | 传中信证券和中信建投考虑合并 中信建投证券(06066)涨10% 中信证券(06030)涨5%,智通财经
5209,2020-04-14,券商股异动拉升，中信建投率先涨停,Wind
5210,2020-04-14,券商股走强,Wind
5211,2020-04-14,中信建投午后直线拉升，大涨近5%,Wind
5212,2020-04-14,首宗“迷你基金”合并案浮出水面！,券商中国
5213,2020-04-14,股票账户被盗！同花顺事件波及十多家券商，你的账户安全吗,券商中国
5214,2020-04-14,中信建投研究丨4月以来线上路演会议回顾,中信建投证券研究
5215,2020-04-14,中信建投证券(06066.HK)延长2020年公司债券第二期簿记建档时间,格隆汇
5216,2020-04-14,市场分化格局显现，机构建议布局价值龙头,Wind
5217,2020-04-14,券商800亿元“补血”计划蓄势待发,中证报
5218,2020-04-13,两月共800亿“补血”计划出炉 券商拥抱再融资新规双重利好,中证报
5219,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
5220,2020-04-13,最差财报来袭？最惨跌超64倍！这些公司业绩却翻倍,中国基金报
5221,2020-04-12,【天风非银|周报】保险已迎保费改善，券商将迎管制放松,新锐视角看金融
5222,2020-04-11,年报业绩靓丽却撑不起股价，保险股低估值会让你心动吗？,Wind
5223,2020-04-11,一季度逾50城发布人才政策，多地放宽人才落户限制,Wind
5224,2020-04-11,海底捞涨价告吹，消费行业该如何自救？,Wind
5225,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
5226,2020-04-10,上交所披露2019年度十佳期权经纪商和优秀期权做市商,Wind
5227,2020-04-10,一季度券商业绩“过山车”，3月行业营收净利环比普降 盈利能力下降,第一财经
5228,2020-04-10,【天风非银】3月券商业绩：主要股指表现疲软叠加2月高基数，3月业绩环比-20%，1-3月累计同比-5%,新锐视角看金融
5229,2020-04-10,券商业绩坐上过山车！这几家券商优势地位不可动摇,上证报
5230,2020-04-10,14家券商去年计提70亿元减值准备，股票质押业务“风险系数”下降 资产异常,Wind
5231,2020-04-10,大金融板块集体发力，三大股指震荡收红,Wind
5232,2020-04-10,中资券商国际业务“流年不利”，海通国际逆势执牛耳,Wind
5233,2020-04-10,券商最新业绩来了！中信稳居第一，海通、中信建投净利跻身前三！,中国基金报
5234,2020-04-09,A股上市券商3月“月考”：龙头强者恒强，三家单月亏损,Wind
5235,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
5236,2020-04-09,中信建投证券(06066)3月份净利润5.3亿元 同比下降36.6% 盈利能力下降,智通财经
5237,2020-04-09,中信建投(601066.SH)：3月母公司净利降36.7%至5.296亿元 盈利能力下降,格隆汇
5238,2020-04-09,中信建投证券(06066.HK)3月母公司净利润5.3亿元同比减少36.7% 盈利能力下降,格隆汇
5239,2020-04-09,中信建投：母公司3月份净利为5.3亿元,e公司
5240,2020-04-09,中信建投：母公司3月净利润5.3亿元,Wind
5241,2020-04-09,3000万+！券业“打工皇帝”大起底，中信、国君3人年薪超2000万,券商中国
5242,2020-04-09,迷你产品首现同类合并，或为小基金处置提供新思路,Wind
5243,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
5244,2020-04-08,中信建投(601066.SH)完成发行40亿元短期融资券,格隆汇
5245,2020-04-08,券商2019年业绩榜：中信126亿净利居首;17家券商计提百亿资产减值，海通占1/4 资产异常,搜狐
5246,2020-04-08,券商IPO业务“马太效应”持续 “荐而不保”成行业顽疾,中国网
5247,2020-04-08,新基建发力“带货”，光模块行业迎来高光时刻,Wind
5248,2020-04-08,中信建投证券：日本科技产业发展启示录（附下载）,199IT
5249,2020-04-07,4月7日A股龙虎榜揭秘，机构最青睐6股,Wind
5250,2020-04-07,每手“19信投C2”派息42元 中信建投证券(06066)将于4月17日起付息,智通财经
5251,2020-04-07,无悬念大涨，外资早盘强力扫货60亿，A股降准利好落地后该买什么？,证券时报网
5252,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
5253,2020-04-06,广发策略：证券行业十大看点净利同比增长85%(附股),金融界
5254,2020-04-06,一季度券商IPO承销成绩单揭晓 收入总额翻倍、七成公司颗粒无收,北京商报
5255,2020-04-06,国泰君安证券出大招，四高管分工大调整，新业务布局浮出水面！,Wind
5256,2020-04-06,【深度|天风非银】行业分化趋势或已确立，头部券商的ROE预计将迎来向上拐点——2019年证券行业年报综述,新锐视角看金融
5257,2020-04-05,“北京资产管理协会”挂牌在即，首批会员60家,Wind
5258,2020-04-04,券商股重要数据！一季度IPO业务排行榜出炉，这家中小券商排名飙升,中证报
5259,2020-04-04,粮企股价翻倍“米袋子”影响几何？,Wind
5260,2020-04-03,差异化监管助头部券商提杠杆,证券市场周刊
5261,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
5262,2020-04-03,一季度投行承销了2.37万亿！股权承销仍是赚钱王道 9家收入破亿,券商中国
5263,2020-04-03,带货新势力C2M与MCN，“大厂们”更偏爱谁？,Wind
5264,2020-04-03,工程紧、到岗难，数据中心热引发抢人大战,Wind
5265,2020-04-02,4月2日A股龙虎榜揭秘，机构抛售13股,Wind
5266,2020-04-02,最会赚钱券商投资子公司：中信证券投资22人赚13亿,证券日报网
5267,2020-04-02,投行首季承销规模大增9券商股权承销收入过亿,证券时报
5268,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
5269,2020-04-01,20家券商投行业务收入超270亿 头部券商“盛宴”持续,中证报
5270,2020-04-01,亮点突出！一季度债券承销榜单出炉,Wind
5271,2020-03-31,中信建投(06066-HK)3月净利降36.7% 盈利能力下降,财华社
5272,2020-03-31,4月起取消外资股比限制！国内券商如何与“狼”竞争？,中证报
5273,2020-03-31,中信建投证券(06066)完成发行50亿元2020年永续次级债券(第一期),智通财经
5274,2020-03-31,2020券商医药行业周观点（第12周）,Wind
5275,2020-03-31,中信建投(601066.SH)完成发行50亿元永续次级债券,格隆汇
5276,2020-03-31,中信建投(601066.SH)获批实施并表监管试点,格隆汇
5277,2020-03-31,中信建投拟发行40亿元短期融资券,中证网
5278,2020-03-31,中信建投张岸元：特别国债如何特别发行？,Wind
5279,2020-03-31,证券时报：并表监管增厚券商抗风险安全垫,Wind
5280,2020-03-30,鼓励做大做强，中信证券等头部券商并表监管试点获批,国际金融报
5281,2020-03-30,月薪6万5！券商发钱不手软直追腾讯,中国基金报
5282,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
5283,2020-03-30,金融监管政策周报：监管进行时,Wind
5284,2020-03-30,中信建投证券(06066.HK)股份无偿划转获得北京市国资委批复 资产异常,格隆汇
5285,2020-03-30,重资产化转型渐显 航母级券商在路上,国际金融报
5286,2020-03-29,上市券商年报战绩：14家净利超700亿，拟分红超210亿，头部券商各种“秀肌肉”，来看业务亮点,证券日报
5287,2020-03-29,试点券商杠杆率多不足20%，并表监管如何影响券业？,第一财经
5288,2020-03-29,【天风非银】2019年证券行业年报点评：加杠杆进行时，头部ROE已确认迎来上行拐点,新锐视角看金融
5289,2020-03-29,【中信建投非银】并表监管开展试点，头部券商迎扩表机遇,中信建投非银金融研究
5290,2020-03-27,【方正金工】易方达香港证券ETF上市首日交投活跃,金工严选
5291,2020-03-27,首批6家券商试点并表监管：或助释放资本，头部券商发展提速,澎湃新闻
5292,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
5293,2020-03-27,【平安金融】证券行业业绩综述：行情起伏业绩波动，市场化改革打开长期空间,逸赏金融
5294,2020-03-27,中信建投：没有“去中信化”计划，并非靠低价竞争获投行项目,澎湃新闻
5295,2020-03-27,证监会：将中信证券等6家证券公司纳入首批并表监管试点范围,Wind
5296,2020-03-27,龙头券商“炒股”大比拼，中信、海通、国泰排名前三，海通自营收益大涨230%,金融界
5297,2020-03-27,北向资金加速抄底！二季度关注这些内需标的,中证报
5298,2020-03-27,2020年报风云丨中信建投2019年净利增长近8成 投行业务发展迅猛，在审IPO项目达44个,21世纪经济报道
5299,2020-03-27,美银美林：中信建投予跑输大市评级 目标价6.15港元,新浪
5300,2020-03-27,美银美林：维持中信建投证券(06066)“跑输大市”评级升目标价至6.15港元,搜狐
5301,2020-03-27,A股早报2020年3月27日星期五,Wind
5302,2020-03-27,最新！15家基金公司盈利大曝光，这家净利翻倍了（排名）,中国基金报
5303,2020-03-27,首批八份券商年报勾勒“危与机”：中信自营占鳌头，招商资管规模增近八成,Wind
5304,2020-03-27,净利大增超70%！海通证券、中信建投“大秀肌肉”，这类业务势头最猛！,中国基金报
5305,2020-03-26,中信建投证券(06066)年度归母净利润激增78.19%至55亿元,智通财经
5306,2020-03-26,中信建投证券(06066.HK)2019年度净利润升78.19%至55.02亿元 拟10派2.35元,格隆汇
5307,2020-03-26,中信建投证券(06066)A股每股派发现金红利0.235元(含税),智通财经
5308,2020-03-26,中信建投2019年净利55亿元 130亿定增方案对标新规进行调整,北京商报
5309,2020-03-26,中信建投2019年净利同比增长78% 拟10派2.35元,上证报
5310,2020-03-26,[年报]中信建投2019年净利润同比增长78% 拟10派2.35元,全景网
5311,2020-03-26,中信建投(601066.SH)2019年度净利润升78.19%至55.02亿元 拟10派2.35元,格隆汇
5312,2020-03-26,中信建投：2019年实现净利润55亿 同比增长78.19%,新浪
5313,2020-03-26,中信建投：2019年净利润同比增长78.19% 拟10派2.35元,e公司
5314,2020-03-26,中信建投：2019年净利润55.02亿元，同比增长78.19%,Wind
5315,2020-03-26,2万亿美元刺激法案获参议院通过！下一步送众议院表决,中证报
5316,2020-03-26,海底捞2019年报：业绩高增长拓店提速，客单价提升对冲成本上涨,燕首席
5317,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
5318,2020-03-24,道达投资手记：中信建投研报点火 A股迎来V型反转,每日经济新闻
5319,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
5320,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
5321,2020-03-23,中信建投证券成功达成首批利率期权交易!,中信建投固收家
5322,2020-03-23,众邮快递现身 京东打加盟牌助“京喜”抢占下沉市场？,36氪
5323,2020-03-23,十大券商一周策略：A股处最佳配置窗口！市场进入恐慌下半场，价值投资时机已到,Wind
