,2021-12-31,集体崛起，自主车企加速超越「回望2021——自主逆势上扬」,华夏时报
21185,2018-02-27,长城宝马合资为何选择MINI 或为宝马移动出行做储备,第一财经日报
21186,2018-02-27,利好频出 中资汽车股普涨,中证报
21187,2018-02-27,蓝筹公布业绩后 港股或试冲32000,投资快报
21188,2018-02-27,上市车企业绩分化加剧 长城、江铃利润腰斩,时代周报
21189,2018-02-27,"拓斯达事件点评:2017年业绩符合预期,未来持续高增长可期",国海证券
21190,2018-02-26,长城汽车遭遇10年最差业绩 董事长自罚年薪300万,国际金融报
21191,2018-02-26,港股2月以来首次重上20日均线 观望气氛仍浓后市缺乏方向感,证券时报网
21192,2018-02-26,港股复盘：回弹逼近31500点 吉利领跑恒指蓝筹股,格隆汇
21193,2018-02-26,吉利汽车：收购戴姆勒股权，踏上全球复兴之路,搜狐
21194,2018-02-26,26日晚间机构研报精选：5股值得关注（名单）,和讯
21195,2018-02-26,吉利集团投资戴姆勒！吉利汽车收涨逾6%,中金网
21196,2018-02-26,【解盘论市】周一创业板暴涨3.61%，一切都是最好的安排,Wind
21197,2018-02-26,[中性评级]深度*行业*汽车行业周报：2018年新能源补贴政策发布 新合资浪潮来袭,中财网
21198,2018-02-26,收评：恒指收涨0.74% 航空股集体大涨,中证报
21199,2018-02-26,中上协“2017年度最受投资者尊重的上市公司评选”入围名单揭晓,中上协
21200,2018-02-26,2月26日复盘:六连阳下切记追高 主力重点出9股(名单),新浪
21201,2018-02-26,恒指涨0.68%报31479点 航空股全线高涨,腾讯网
21202,2018-02-26,涨停板复盘：三大股指发力冲高 题材股全天火爆,新浪
21203,2018-02-26,2月26日股市收评：沪指涨超1% 可燃冰概念股领跌,新浪
21204,2018-02-26,653亿资金争夺20股：主力资金重点出击9股(名单),新浪
21205,2018-02-26,券商评级:沪指收盘上涨逾1% 9股腾飞在即,证券之星
21206,2018-02-26,收评:沪指涨1.23%喜获六连阳 创指强势放量大涨3.61%,新浪
21207,2018-02-26,每周观点辑要：短期大盘情绪可能出现反弹,莫尼塔CEBM
21208,2018-02-26,[审慎推荐-A评级]长城汽车(601633)点评：与宝马签署合作备忘录 加速布局新能源汽车,中财网
21209,2018-02-26,德媒：宝马与长城汽车签意向书 有意在华生产电动MINI车,和讯
21210,2018-02-26,港股半日总结：恒指升191点港交所、吉利及长汽受捧,理财18
21211,2018-02-26,午评：芯片引爆涨停潮，两会概念继续预热,新浪
21212,2018-02-26,长城预计2017年净利润腰折 魏建军自罚年薪300万元,每日经济新闻
21213,2018-02-26,电气设备：光伏继续关注产品价格调整 荐16股,申万宏源
21214,2018-02-26,花旗：长汽(02333.HK)拟与宝马设合营对每股盈利及估值无影响 维持「沽售」评级,金融界
21215,2018-02-26,午评：创指大涨近3%沪指涨0.72% 芯片概念股暴涨,新浪
21216,2018-02-26,港股重上20天线 汽车股急升 恒指牛69505 / 吉利购21708,金融界
21217,2018-02-26,雄安概念股拉升走强 韩建河山涨超8%,证券时报网
21218,2018-02-26,宝马“绣球”终落长城汽车 双方合作未来可期,和讯
21219,2018-02-26,雄安新区概念再度起航，韩建河山三连板,Wind
21220,2018-02-26,[中性评级]长城汽车(601633)公司事项点评：与宝马签署合作意向书、聚焦新能源,中财网
21221,2018-02-26,汽车行业周报：长城-宝马 吉利-奔驰合作落地,中财网
21222,2018-02-26,中金料长汽(02333.HK)夥宝马组合资 将生产MINI在内两个以上品牌产品,金融界
21223,2018-02-26,恒指涨0.4%报31392点 汽车股龙头造好,腾讯网
21224,2018-02-26,长城吉利急升逾7至8% 北汽与戴姆勒合作亦涨5%,新浪
21225,2018-02-26,2月26日你要知道的十大上市公司新闻,中国基金报
21226,2018-02-26,申万宏源：建议“增持”浙江龙盛,中证网
21227,2018-02-26,[买入评级]汽车和汽车零部件行业研究周报：行业持续迎利好 积极关注相关受益标的,中财网
21228,2018-02-26,[增持评级]汽车和汽车零部件行业周报：春节后市场有望复苏 关注汽车企业国际合作步伐,中财网
21229,2018-02-26,港股异动︱长城汽车(02333)与宝马拟组建合资公司 股价高开10%,智通财经
21230,2018-02-26,港股吉利汽车开盘大涨5.86%,证券之星
21231,2018-02-26,车企2018年销量目标披露 自主品牌信心满满,车质网
21232,2018-02-26,与宝马拟建合资公司 长城汽车AH股早盘大涨,金融界
21233,2018-02-26,香港恒生指数开盘涨0.84% 港股吉利汽车开盘大涨,证券之星
21234,2018-02-26,恒指开盘涨0.84% 吉利汽车大涨5.8%,金融界
21235,2018-02-26,[推荐评级]长城汽车(601633/02333.HK)公司动态：长城牵手宝马 探索中外车企合作新模式,中财网
21236,2018-02-26,国企改革或成焦点 多位车企负责人当选全国人大代表,中国经济网
21237,2018-02-26,中外车企忙牵手 吉利入股戴姆勒,Ofweek
21238,2018-02-26,[优于大势评级]汽车行业周报：新能车补贴政策落地 关注行业龙头宇通客车,中财网
21239,2018-02-26,MINI三门掀背电动车将国产,汽车工信网
21240,2018-02-26,长城汽车没能完成既定目标 魏建军自罚300万,车质网
21241,2018-02-26,上市公司好消息提前发 今天可看,中财网
21242,2018-02-26,双积分政策重压 新能源市场将迎大风暴,车质网
21243,2018-02-26,【中金汽车】长城汽车：长城牵手宝马 探索中外车企合作新模式,金车研究
21244,2018-02-26,收购奔驰股权，吉利的目标是星辰大海 | 武林外传,和讯
21245,2018-02-26,【浙商 汽车】长城汽车事件点评：牵手宝马MINI欲成立新能源合资企业,浙商证券研究所
21246,2018-02-26,浙商早班车2018.02.26,浙商证券研究所
21247,2018-02-26,吉利集团成戴姆勒大股东 六股将爆发在即,证券时报
21248,2018-02-26,各取所需 宝马长城“联姻”正式落地,北京商报
21249,2018-02-25,长城汽车与宝马拟建合资公司 新能源车迎接市场换技术,证券日报
21250,2018-02-25,【华创机械李佳团队】机械行业2018第8周周报：陕西年内开工10个煤化工项目，工程机械企业引来开门红,华创机械
21251,2018-02-25,长城汽车：与宝马签署合作意向书 中性评级,平安证券
21252,2018-02-25,长城汽车一年净利50亿:董事长却自罚300万 总裁200万,中国企业家杂志
21253,2018-02-25,【长江电新-周观点】行情如期而至，新能源风口长存,微信
21254,2018-02-25,没那么简单 吉利入股戴姆勒背后的秘密,EV视界
21255,2018-02-25,机构推荐：下周十大最具潜力金股-第4页,中证网
21256,2018-02-25,宝马要在中国合资造电动车：第三个这样做的海外车企,新浪
21257,2018-02-25,“长城宝马CP”落地长城将是大股东,南都报
21258,2018-02-24,豪掷90亿美元收购戴姆勒股份，吉利李书福掏一半身家成奔驰第一大股东……,国际金融报
21259,2018-02-24,长城汽车与宝马共建合资公司 将在新能源汽车领域合作,中国金融信息网
21260,2018-02-24,为什么MINI国产没选择华晨宝马，却牵手长城？,中金在线
21261,2018-02-24,尽管花了90亿美元成了最大股东，李书福还是很难和戴姆勒有合作,第一电动网
21262,2018-02-24,宝马为什么要牵手长城？到底谁是最大赢家？,和讯
21263,2018-02-24,华为前总裁助理毛天华加盟造车新势力赛麟汽车,第一财经
21264,2018-02-24,宝马、长城已签署合作意向书，MINI将电动化&国产化,车云
21265,2018-02-24,长城汽车与宝马达成在新能源汽车领域合作意向,中投网
21266,2018-02-24,宝马将与长城汽车成立合资公司生产电动MINI，长城将是大股东,腾讯网
21267,2018-02-24,瑞萨电子中国董事长：今年重点布局自动驾驶和新能源汽车,电子信息产业网
21268,2018-02-24,长城与宝马对合资新能源汽车进行评估,新浪
21269,2018-02-24,汽车行业周报：2月份零售车市稳健,中财网
21270,2018-02-24,汽车行业周报：车市开门红 但零售销量表现弱,中财网
21271,2018-02-24,长城合资MINI沿用旧销售网络 宝马强调华晨仍是核心伙伴,经济观察网
21272,2018-02-24,BMW将与长城组合资公司 生产MINI电动车,爱卡汽车
21273,2018-02-24,这款年轻女性最爱的进口车，要变国产了，还是电动的,和讯
21274,2018-02-24,宝马集团拟与长城汽车建合资公司国产MINI电动车,IT时代网
21275,2018-02-24,尊重、智慧和默契，让长城与宝马“在一起”,中国经济网
21276,2018-02-24,【钛晨报】微软与小米合作，开发手机、智能音箱等产品,钛媒体
21277,2018-02-24,洞察者| 宝马与长城合作的前后左右,腾讯网
21278,2018-02-24,重磅｜长城宝马终于来了！双方拟建新能源合资公司 在华生产电动MINI,盖世汽车每日速递
21279,2018-02-24,周一最新重磅公司传闻集锦(2月26日),证券之星
21280,2018-02-24,宝马携手长城汽车 拟在中国生产Mini电动汽车,新浪
21281,2018-02-24,宝马长城联姻！筹建合资企业生产MINI电动车,国际金融报
21282,2018-02-23,宝马、长城合资：MINI纯电动要国产,驱动之家
21283,2018-02-23,宝马与长城合资将面临的两大挑战,和讯
21284,2018-02-23,沪深上市公司18年2月23日晚间上市公司重要公告,全景网
21285,2018-02-23,股市早知道：影响股票市场的重磅新闻汇总(2.24),网易
21286,2018-02-23,长城汽车“牵手”宝马 欲合资生产MINI品牌电动车,e公司
21287,2018-02-23,“一杯敬朝阳，一杯敬月光” 看各家车企咋过年,华夏时报
21288,2018-02-23,宝马与长城达成合作，将国产宝马MINI电动车,品玩
21289,2018-02-23,宝马牵手长城：燃油车时代的巨头缘何联手玩转电气化？,36氪
21290,2018-02-23,终于等到你！长城宝马签署意向书 拟成立新能源合资公司,盖世汽车
21291,2018-02-23,宝马“联姻”长城落地：拟建新能源合资公司 生产 MINI 纯电动车型,每日经济新闻
21292,2018-02-23,为电动MINI国产化 宝马与长城达成合作,汽车之家
21293,2018-02-23,长城汽车与宝马签署合作意向书 拟建合资公司生产新能源汽车,第一电动网
21294,2018-02-23,长城宝马敲定合作意向，拟设合资公司在中国造纯电动MINI,澎湃新闻
21295,2018-02-23,宝马如何脚踏长城、华晨两只船，长城又如何争取自己利益,汽车商业评论
21296,2018-02-23,宝马合资长城落地：国产MINI纯电动车将用现有渠道销售？,21世纪经济报道
21297,2018-02-23,宝马携手长城国产纯电动MINI 但不设新销售渠道！,凤凰网
21298,2018-02-23,宝马联姻长城汽车，MINI将迎来国产新时代,和讯
21299,2018-02-23,进一步强化中国业务 宝马拟与长城建合资公司国产电动车,腾讯网
21300,2018-02-23,2018年河北省毕业生就业市场提供岗位5万余个,中新网
21301,2018-02-23,长城汽车与宝马签意向书 拟以合资公司形式在新能源汽车领域合作,e公司
21302,2018-02-23,长城汽车：拟与宝马在新能源汽车领域开展合作,Wind
21303,2018-02-23,三年巨变 哪些产业在衰落？哪些城市在崛起？,雪涛宏观笔记
21304,2018-02-23,明日之星：新能源汽车迎来机会,中财网
21305,2018-02-23,66只股短线走稳 站上五日均线,证券时报网
21306,2018-02-23,23日晚间机构研报精选：8股值得关注（名单）,和讯
21307,2018-02-23,[买入评级]德赛西威(002920)调研简报：产品技术一流 构建软硬一体化智能驾驶提供商,中财网
21308,2018-02-23,拓斯达股票行情：拟收购野田股份余下80%股权，扩张自动化应用领,南方财富网
21309,2018-02-23,新能源汽车板块尾盘发力，安凯客车涨逾5%,Wind
21310,2018-02-23,多家合资车企开启进击模式 2018年自主品牌又将困难？,经济观察网
21311,2018-02-23,戴姆勒在Sindelfingen建造未来工厂,盖世汽车
21312,2018-02-23,中国车市进入“滞涨期” 多家车企潜在风险加剧,经济观察网
21313,2018-02-22,传统车企新能源板块研究报告 || 长城：亡羊补牢 犹未为晚 | 中国汽车报,中国汽车报
21314,2018-02-22,电池产能跟不上，苹果打算直接收购钴矿生产商,搜狐
21315,2018-02-22,吉利逆市反弹暂第二佳蓝筹 北汽亦跟涨近2%,新浪
21316,2018-02-22,京津冀的n个中关村,北京日报
21317,2018-02-22,《2017年中国新能源乘用车报告》：车企NEV积分一览，外资加速推新产品,第一电动网
21318,2018-02-22,大数据中的汽车江湖新春特辑之斗转星移,汽车之家
21319,2018-02-22,开年首月经销商库存指数逼近70% 受春节影响2月份车市预期下降,证券日报
21320,2018-02-22,新能源汽车行业周报:新能源汽车补贴政策靴子落地,开源证券
21321,2018-02-21,1月乘用车企业销量排行榜 一汽大众跃居冠军,盖世汽车
21322,2018-02-20,长城汽车：哈弗仍处调整期、WEY值得期待,南方财富网
21323,2018-02-20,吉利逆市急升近半成 暂表现最佳蓝筹,新浪
21324,2018-02-20,自动驾驶：造车新势力角力传统车企，今年将迎交付大考| 风口2018,第一财经日报
21325,2018-02-20,8大自主车企新年目标 步子较大/最高目标超5成,中金在线
21326,2018-02-15,里昂普遍下调内地汽车股目标价 称不宜过早捞底,金融界
21327,2018-02-15,天风宏观：16000多家上市公司数据揭示你家乡这三年的真实变化！,雪涛宏观笔记
21328,2018-02-15,2018年1月吉利、长城、比亚迪等车企销量情况分析,盖世汽车社区
21329,2018-02-14,北汽料去年少赚65% 现逆市软5%,新浪
21330,2018-02-14,2017年上市车企业绩预报盘点 海马和夏利亏损,金融界
