,2021-12-31,无人机送餐，飞越几座大山？,36氪
6861,2018-03-22,揭秘顺丰金融版图，剥离金融业务上市有内幕！,财经网
6862,2018-03-21,苏宁、顺丰频频发力，积极布局冷链物流,仓储自动化网
6863,2018-03-21,即时物流会成为新零售大战的主战场吗？,DoNews
6864,2018-03-21,[看好评级]2018年2月快递经营数据点评：提速!主要源自拼多多的力量!,中财网
6865,2018-03-21,[谨慎增持评级]顺丰控股(002352)年报点评：新旧业务共发力 成本管控显成效,中财网
6866,2018-03-20,[强于大市评级]物流行业点评：2018快递业开局数据解读：超预期的增速与单价,中财网
6867,2018-03-20,无人货架的新玩家：物流公司,虎嗅网
6868,2018-03-20,[推荐评级]交通运输行业周报：新航季继续严控总量态度清晰可见,中财网
6869,2018-03-20,[看好评级]快递行业每月谈2018年第2期：行业仍在高增长通道,中财网
6870,2018-03-20,[看好评级]申万宏源交运行业一周天地汇：3月淡季为市场预期最低点 推荐中远海控,中财网
6871,2018-03-20,仓储物流行业1-2月经营数据：韵达高增长持续验证 顺丰增速明显回升,中财网
6872,2018-03-20,2018年2月快递服务业务经营简报,证券日报
6873,2018-03-19,顺丰发布2017年年报 净利润47.71亿元,搜狐
6874,2018-03-19,顺丰控股：2月快递业务营收超59亿 同比增53%,e公司
6875,2018-03-19,顺丰控股：2月速运物流业务实现营业收入增长逾五成,新浪
6876,2018-03-19,顺丰控股：2月速运物流业务收入同比增长52.79%,金融界
6877,2018-03-19,顺丰控股：关于部分重大资产重组限售股份上市流通提示性公告,深交所
6878,2018-03-19,顺丰控股：2月营收59.33亿元，同比增长52.79%,Wind
6879,2018-03-19,[推荐评级]交通运输行业周报：2018春运迎来历史性转折 机场维持高增速,中财网
6880,2018-03-19,[强于大市评级]交通运输行业周报：夏秋换季计划航班增速预计继续收紧,中财网
6881,2018-03-19,[强于大市评级]交通运输行业研究周报：1-2月快递量增长31.2% 继续强调航空、铁路板块机会,中财网
6882,2018-03-19,顺丰控股：本次解除限售股份约为3.745亿股，来自6名股东,金融界
6883,2018-03-19,顺丰控股：3.74亿股限售股3月21日解禁,Wind
6884,2018-03-19,交通运输：3月淡季为市场预期最低点 荐3股,申万宏源
6885,2018-03-19,菜鸟、京东、苏宁、小米、顺丰绿色包装解决方案大比拼,仓储自动化网
6886,2018-03-19,"交通运输行业:1-2月快递量增长31.2%,继续强调航空、铁路板块机会",新浪
6887,2018-03-19,今日各大机构看好十大金股一览（3月19日）,金投网
6888,2018-03-19,顺丰控股不便宜，京东物流价更高,虎嗅网
6889,2018-03-19,量价齐升激活快递板块 四只龙头股受到机构青睐,证券日报
6890,2018-03-19,量价齐升激活快递板块 机构集中看好4只龙头股,证券日报
6891,2018-03-19,"交运行业周报:夏秋航季航空供给再收缩,快递维持高度景气",东北证券
6892,2018-03-18,顺丰的下一步往哪里走 都在这说明了,中金在线
6893,2018-03-18,【天风交运姜明团队】周报（3.12-3.18）：1-2月快递量增长31.2%，继续强调航空、铁路板块机会,姜明交运观察
6894,2018-03-18,[审慎增持评级]顺丰控股(002352)年报点评：业绩高增长 龙头地位巩固,中财网
6895,2018-03-17,逾八成公司业绩增长 四大财务指标掘金白马股,证券日报
6896,2018-03-16,快递上半场跑马圈地，下半场竞技升级：拼技术和数据,搜狐
6897,2018-03-16,除了快递顺丰还能做什么 47亿净利与新威胁,华夏时报
6898,2018-03-16,阿里的矛，京东的盾。,DoNews
6899,2018-03-16,累计增长率怎么算?累计增长率计算公式,正点财经
6900,2018-03-16,上海港集装箱吞吐量，上海集装箱运输,正点财经
6901,2018-03-16,[强于大市评级]物流行业点评：1-2月包裹量累计增长31.2% 单价上抬符合预期,中财网
6902,2018-03-16,[增持评级]顺丰控股(002352)年报点评：单价抬升促营收高增长 高壁垒业务拓展新增长极,中财网
6903,2018-03-16,[推荐评级]2月快递行业数据点评：1-2月累计业务量增速达31.2%,中财网
6904,2018-03-16,交通运输行业日报：上海港集装箱交接无纸化时代即将开启,中财网
6905,2018-03-15,顺丰控股：未来顺丰食品冷链在规模盈利都将位于行业前列,Wind
6906,2018-03-15,顺丰控股：医药流通领域改革将为顺丰医药运输服务带来可观增长,e公司
6907,2018-03-15,顺丰控股回应市场竞争：公司很多资源用资本开支不可复制,e公司
6908,2018-03-15,顺丰控股：对未来中高端市场的增长非常乐观,e公司
6909,2018-03-15,顺丰控股：业绩符合预期 新业务发展迅猛,红周刊
6910,2018-03-15,王卫凭什么让顺丰年赚近48亿？,腾讯网
6911,2018-03-15,“港人”顺丰王卫的内地生意,搜狐
6912,2018-03-15,快递上市公司业绩表现亮眼,中证报
6913,2018-03-15,顺丰财报亮眼，快递行业竞争已经进入下半场,和讯
6914,2018-03-15,"顺丰控股:新业务加速、机场获批,护城河进一步拓宽",西南证券
6915,2018-03-14,顺丰1月份单票收入下降 业务量增长与行业脱节,中金在线
6916,2018-03-14,顺丰2017年报四大看点“打包速递”——医药物流需求陡增、不与京东直接竞争、机场获批加持航运能力、科研投入年花16亿!,e公司
6917,2018-03-14,去年顺丰赚47.71亿 重货冷运同城配国际业务比重上升,新浪
6918,2018-03-14,王卫靠什么撑起顺丰48亿利润？,和讯
6919,2018-03-14,树业环保（430462.OC）：深耕环保领域，抢占可降解快递袋市场新风口,新三板智库
6920,2018-03-14,[增持评级]顺丰控股(002352)年报点评：业务量稳增长 成本费用管控带动扣非净利高增长,中财网
6921,2018-03-14,[推荐评级]顺丰控股(002352)年报点评：扣非归属净利增速40% 单票收入同比提升 行业龙头 维持“推荐”,中财网
6922,2018-03-14,顺丰披露年报:年赚48亿，员工平均年薪7.3万,搜狐
6923,2018-03-14,[增持评级]顺丰控股(002352)年报点评：主业利润率恢复 打通空铁版图,中财网
6924,2018-03-14,图说顺丰上市后首份年报：711亿营收仅赚47.71亿,和讯
6925,2018-03-14,顺丰去年赚了48亿 国际快递业务覆盖53个国家,联商网
6926,2018-03-14,3月14日你要知道的十大上市公司新闻,中国基金报
6927,2018-03-14,顺丰：2017年公司实现营业收入710.94亿元,亿邦动力
6928,2018-03-14,大参考：粤港澳大湾区规划再提速 两龙头有望底部崛起,巨丰财经
6929,2018-03-14,顺丰控股2017年净利47.71亿元，拟10派2.2元,第一财经日报
6930,2018-03-14,顺丰去年营收超710亿，票均收入回升至23.14元,澎湃新闻
6931,2018-03-14,[中性评级]顺丰控股(002352)年报点评：传统业务稳健增长 新业务发展迅猛,中财网
6932,2018-03-14,一年送30亿个快递，顺丰赚了多少钱？这个数字让很多人吃惊,21世纪经济报道
6933,2018-03-14,借壳后首份年报亮相 顺丰控股2017年净赚48亿,大众证券报
6934,2018-03-14,顺丰控股2017年净利润47.7亿元 同比增长14.12%,中金在线
6935,2018-03-14,顺丰2017成绩单来了！营收710亿，行业老大终于逼近行业增速,天下网商
6936,2018-03-13,顺丰控股发布2017年年报 扣非净利润增长逾4成获港资加仓,e公司
6937,2018-03-13,顺丰2017年净利47.71亿元 再次完成业绩对赌,财经网
6938,2018-03-13,顺丰2017年营收超过710亿元 连续两年超额完成业绩承诺,中证网
6939,2018-03-13,顺丰2017年收入超710亿元 超额完成承诺利润,21世纪经济报道
6940,2018-03-13,顺丰控股去年净利润47.71亿 多家公司发布年报,中金在线
6941,2018-03-13,顺丰去年营收711亿元 票均收入回升达到23.14元,中新网
6942,2018-03-13,顺丰2017年营收711亿元 自营全货机41架,凤凰网
6943,2018-03-13,顺丰发布2017年报 净利润47.71亿元,搜狐
6944,2018-03-13,顺丰控股：2017年送快递30亿件 净利润47.7亿元,驱动之家
6945,2018-03-13,公告精选：深深房A延期复牌；顺丰控股去年净利47.71亿元,e公司
6946,2018-03-13,顺丰携手夏晖成立冷链公司 掀冷链物流大战,亿欧网
6947,2018-03-13,顺丰控股：2017年净利47.71亿元 同比增14%,e公司
6948,2018-03-13,顺丰控股：2017年净利47.7亿同比增14%拟10派2.2元,Wind
6949,2018-03-13,13日晚公告精编丨顺丰控股2017年净利47亿，拟10派2.2元,21世纪经济报道
6950,2018-03-13,科技晚报：哈罗单车全国推行信用免押金 苹果收购Texture,砍柴网
6951,2018-03-13,交运行业周报:两会释放交运税收优惠利好;春节快递业务量增长良好,新浪
6952,2018-03-13,顺丰控股与夏晖成立合资公司 推动冷链物流产业新发展,中证网
6953,2018-03-13,顺丰控股和夏晖公司将携手打造一家冷链物流公司,腾讯网
6954,2018-03-13,顺丰控股与夏晖将在中国成立合资公司,腾讯网
6955,2018-03-13,顺丰控股与夏晖在中国成立合资公司 顺丰为控股股东,金融界
6956,2018-03-13,[看好评级]快递行业专题研究一：大踏步迈入快递行业的新时代,中财网
6957,2018-03-12,顺丰发布春茶寄递解决方案 推动茶行业产销结合,飞象网
6958,2018-03-12,[强于大市评级]交通运输行业周报：快递板块消费属性逐渐被认可 关注估值提升,中财网
6959,2018-03-12,交通运输：集运淡季底部推荐中远海控 荐6股,申万宏源
6960,2018-03-12,交通运输行业周报：快递行业淡季不淡 关注快递龙头的表现,中财网
6961,2018-03-12,无人配送成京东、阿里、顺丰新宠 但普及或要等10年,中证网
6962,2018-03-12,[同步大势评级]交通运输行业周报：两会释放交运税改小红利 增强企业经营与盈利能力,中财网
6963,2018-03-11,阿里建直营物流，“三通一达”要被踢出局了？,钛媒体
6964,2018-03-10,物流已死？百世、传化、顺丰靠它谋篇未来！,腾讯网
6965,2018-03-09,顺丰机场获批振奋快递业 物流体系渐完善,财界网
6966,2018-03-09,顺丰速运在东马来西亚增设两个新网点,光明网
6967,2018-03-09,浙商早班车2018.03.09,浙商证券研究所
6968,2018-03-09,【浙商 交运】快递行业拐点已现，重点关注韵达股份、顺丰控股,浙商证券研究所
6969,2018-03-08,晚间重要公告2018年3月8日星期四,--
6970,2018-03-08,顺丰控股：持股5%以上股东合计减持376.44万股,Wind
6971,2018-03-08,[推荐评级]物流行业深度研究报告：从成本决胜到产品分层-电商快递的价值重估路径,中财网
6972,2018-03-06,【天风交运姜明】是现代物流，也是铁路货运！ 升级正当时！,姜明交运观察
6973,2018-03-06,[看好评级]申万宏源交运一周天地汇：3月集运淡季预期最低点 建议铺底配置中远海控,中财网
6974,2018-03-06,顺丰2017净利近48亿 机场批复催化股价,时代周报
6975,2018-03-05,顺丰控股：鄂州机场正式获批,国金证券
6976,2018-03-05,[同步大势评级]交通运输行业周报：航班时刻管理办法出台 航空长期向好趋势不改,中财网
6977,2018-03-04,【东北交运第10周观点】航班时刻管理办法出台，航空长期向好趋势不改,老瞿研究
6978,2018-03-04,【天风交运姜明团队】周报（2.26-3.04）：集运价格大幅回调，看好区域及改革主题,姜明交运观察
6979,2018-03-03,中小创大宗交易频现机构接盘身影,Wind
6980,2018-03-03,992家中小创年度营收净利双增长 成长白马扎堆四行业,证券日报
6981,2018-03-02,京东又双叒上涨运费惹众怒，平衡商业利益和用户权益很难？,腾讯网
6982,2018-03-02,荣获25亿美元融资，京东物流应何去何从？,仓储自动化网
6983,2018-03-02,[买入评级]快递物流行业点评：物流迎来发展新机遇 “降本增效”是大趋势,中财网
6984,2018-03-02,国内快递企业陷两难：成本高企 涨价却等于“找死”,新京报
6985,2018-03-01,叶檀:监管拉拢独角兽前应先完善制度 别破坏市场环境,新浪
6986,2018-02-28,顺丰控股战略投资中保华安 开创物流安保运营管理新模式,中证报
6987,2018-02-28,顺丰控股战略投资中保华安集团,Wind
6988,2018-02-28,"顺丰控股:利润率回升壁垒显著,机场获批静待翱翔",正点财经
6989,2018-02-28,快递业务量连续4年世界第一 四股或腾飞,证券时报
6990,2018-02-28,警惕白马股出现业绩“地雷”,中财网
6991,2018-02-28,新旧业务联动顺丰盈利能力持续加强,北京商报
6992,2018-02-27,科技晚报：中国移动将在5城启5G试验 Uber推进飞行汽车计划,砍柴网
6993,2018-02-27,顺丰1月份单票收入下降 业务量增长与行业脱节,新浪
6994,2018-02-27,"新机场获批顺丰目标不止""卡位""空运意谋物流枢纽",搜狐
