,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
2556,2019-07-09,中微公司确定发行价29.01元/股 170倍市盈率低于可比公司,每日经济新闻
2557,2019-07-09,科创板申购潮起 市盈率偏高是否合理？,红周刊
2558,2019-07-09,战配基金首现身！科创板网下密集申购 这家路演时一凳难求,金融界
2559,2019-07-09,科创板｜明日有9只新股可申购 包括乐鑫科技中国通号,TechWeb
2560,2019-07-09,9家科创板拟上市公司确定发行价格，中微公司市盈率超170倍,全景网
2561,2019-07-09,科创板首现170倍PE发行定价 它的特别之处在哪？,第一财经
2562,2019-07-09,科创板首现170倍PE发行定价 参与机构认为中微公司估值合理,第一财经
2563,2019-07-09,中国通号等9家公司发行价出炉,证券时报
2564,2019-07-09,9家科创板公司确定发行价！百亿市值公司升至5家，首现PS估值法,中证报
2565,2019-07-09,又有9家科创板企业发行价确定！最高市盈率达170倍，本周三可参与打新！还有11家在路上,e公司
2566,2019-07-08,科创板中微公司：本次发行价格为29.01元/股,Wind
2567,2019-07-08,【中微公司*陈显帆】国内半导体设备龙头，核心设备具备进口替代实力,东吴研究所
2568,2019-07-08,周一机构一致看好的七大金股（07.08）,中金在线
2569,2019-07-08,科创板迎打新黄金周！21股等你中签 全攻略来了,券商中国
2570,2019-07-07,中微公司(688012.SH)拟发行约5348.62万股在科创板上市 7月9日网上路演,格隆汇
2571,2019-07-07,中微公司：近三年累计研发投入占比超30%,每日经济新闻
2572,2019-07-06,科创板鸣锣倒计时 影子股会再度狂欢吗？,重庆商报
2573,2019-07-05,5G板块盘中快速拉升，机构：下半年通信业或将爆发，积极布局绩优股,第一财经
2574,2019-07-05,申万宏源：估值区间55%-70%分位,申万宏源
2575,2019-07-05,"中微公司:破局之刃,全球半导体设备新星厚积薄发",东北证券
2576,2019-07-03,单日7家注册获批 科创板IPO提速,北京商报网
2577,2019-07-03,数说首批科创板拟挂牌企业：高管人均薪酬差距28倍,金融界
2578,2019-07-03,科创板打新“盛宴”下周开席！同一天9股待申购，谁是最大“肉签”？,每日经济新闻
2579,2019-07-03,中微公司7月5日询价、7月10日申购,中证网
2580,2019-07-03,中微公司等6家科创板企业启动招股,每经网
2581,2019-07-03,刚刚又多3家科创板企业完成注册!累计受理企业141家 来自38家投行,券商中国
2582,2019-07-03,中微公司7月10日网上申购 股票代码为688012,证券时报网
2583,2019-07-03,科创板过会率100% 注册生效企业存共性,证券时报
2584,2019-07-03,中微公司、安集科技等6家企业今起招股,证券时报
2585,2019-07-02,微芯生物注册难产，首家过会却迟迟不见证监会批文，科创板上市变数陡升？,21世纪经济报道
2586,2019-07-02,提速！一天内7家企业科创板注册申请获证监会同意,企业成长智库
2587,2019-07-02,提速！证监会一天同意7家公司科创板IPO注册 一文看懂这些公司,中证报
2588,2019-07-02,科创板批文发放突然提速，7月底首批挂牌有望！又有3家披露打新日期,21世纪经济报道
2589,2019-07-02,老沙：科技是第一“升”产力,中财网
2590,2019-06-27,澜起科技：中国芯片业少数能拿得出手的企业,阿尔法工场
2591,2019-06-26,心脉医疗等三家公司提交科创板注册，瀚川智能和铂力特过会,全景网
2592,2019-06-26,科创板拟上市企业心脉医疗等三家公司提交注册稿,Wind
2593,2019-06-25,谁将是科创板新股收益率之王？打新一族赶紧了解,新浪
2594,2019-06-25,谁会是科创板新股收益率之王？创业板、中小板首批打新有启示,每日经济新闻
2595,2019-06-23,【云掌财经早报】2019/6/23/星期日,云掌财经
2596,2019-06-23,陆家嘴财经早餐2019年6月23日星期日,Wind
2597,2019-06-22,国字头基金相中7家科创板“入围”企业 平均投资比例超10%,证券日报
2598,2019-06-21,中微公司过会：科创板获批第19家 海通证券过2家,中国经济网
2599,2019-06-21,科创板过会公司再添3家 首现新三板企业过会,证券时报
2600,2019-06-21,西部超导等三公司过会 从申报受理到过会最快用时66天,中证报
2601,2019-06-20,三过三！西部超导、中微公司、方邦电子均通过科创板审核 中微公司三年平均净利润为负,资本邦
2602,2019-06-20,科创板过会企业增至19家 方邦电子曾败走创业板IPO,新京报
2603,2019-06-20,中微公司等3家企业全部过会 共拟募资28亿元,挖贝网
2604,2019-06-20,科创板保持100%过会率：今天又添3家，过会企业达19家,澎湃新闻
2605,2019-06-20,中微公司等3家公司科创板首发申请过会,每日经济新闻
2606,2019-06-20,科创板上市委第7次审议会议：西部超导方邦电子中微公司首发申请均获准,Wind
2607,2019-06-20,联讯证券：第七次发审会三家企业过会 迄今已有19家企业顺利闯关,联讯证券
2608,2019-06-20,芯片刻蚀机第一梯队 中微公司国产替代机遇可期,中证报
2609,2019-06-19,他放弃美国百万年薪只为造出“中国芯”还是华为麒麟的幕后功臣,搜狐
2610,2019-06-17,大型券商积极推出科创板员工持股资管计划,Wind
2611,2019-06-13,中微半导体董事长尹志尧：助力科技前沿领域实现跨越式发展,第一财经
2612,2019-06-12,科创板渐行渐近6月20日又将迎来新一批上会企业,中金在线
2613,2019-06-12,狂买18亿，北向资金连续六日净流入！朗进科技今天申购 每签预计能赚1.50万元|0612,恒泰头派账户
2614,2019-06-11,半月内第7次科创板上市委会议：西部超导等3家公司即将上会,澎湃新闻
2615,2019-06-11,科创板第7次上市委会议下周四召开 3家企业将上会,证券日报
2616,2019-06-11,科创板上市委定于6月20日审议西部超导等三公司首发申请,Wind
2617,2019-06-11,第六批科创板上会企业出炉，方邦电子等3家公司披露上会稿,Wind
2618,2019-06-11,【投行参要】每日审核要点及市场动态 | 2019.06.11,兴业证券兴e通
2619,2019-06-10,半导体、电子设备：半导体设备国产化专题三 荐3股,中银国际
2620,2019-06-09,起底科创板高端装备：盈利能力攀升 技术壁垒待突破,第一财经
2621,2019-06-09,【华创·每日最强音】优化的“淡马锡”蓝本——国资委放权下的国改“加速度”|策略+非银（20190611）,华创证券研究
2622,2019-06-02,透视科创板信息技术企业：从芯片设计“隐形冠军”说起,第一财经
2623,2019-05-29,【半导体设备4月数据点评】科创板半导体企业产业链覆盖全面，国内半导体行业迎来发展良机【东吴机械陈显帆】,透视先进制造
2624,2019-05-29,中微半导体完成3轮问询 上交所三问资本化、存货及政府补助 问询,第一财经
2625,2019-05-29,半导体板块盘中走强，机构看好产业链投资机会,第一财经
2626,2019-05-29,尾盘偷袭告诉我们小心驶得万年船！,德邦证券微资讯
2627,2019-05-28,中微公司第三轮问询 称已具备研发资本化条件,资本邦
2628,2019-05-28,中微上市前的最后一次反馈,半导体风向标
2629,2019-05-27,被称为芯片的“魄”，国产蚀刻机已突破封锁跻身全球第一梯队,搜狐
2630,2019-05-25,中芯国际将从纽交所退市，未来交易将更集中在香港,第一财经
2631,2019-05-23,"机械行业专题报告:高端装备制造业科创板受理企业概览(二),高端装备制造业科创板专题系列报告(二)",渤海证券
2632,2019-05-22,"机械行业中微半导体跟踪:备品备件收入主要来自集成电路,ICP刻蚀设备市场正在超过CCP刻蚀设备市场",证券之星
2633,2019-05-21,连轴测试开始 微芯生物或成首个“科创板上市公司”,中金在线
2634,2019-05-20,华为概念股雄起，国产替代行情如何演绎,第一财经
2635,2019-05-16,长鑫存储董事长朱一明：DRAM项目计划年内大规模投产,中证报
2636,2019-05-16,【IPO】第六、第七家携带“三类股东”过会案例 ——新化股份、朗进科技IPO点评【安信诸海滨团队】,诸海滨新三板
2637,2019-05-14,解析和舰芯片的三大热点,中国电子报
2638,2019-05-13,对科创板定位的再认识 “含科量”是个伪概念,新浪
2639,2019-05-12,【有声|公司】日兴生物—染料中间体价格上涨，公司 18年归母净利达8942万元【安信诸海滨团队】,诸海滨新三板
2640,2019-05-12,中微半导体，330页干货浓缩,半导体风向标
2641,2019-05-10,北方华创涨停，意味着什么,半导体风向标
2642,2019-05-06,陆家嘴财经早餐2019年5月６日星期一,Wind
2643,2019-05-06,上交所问得“事无巨细”：本周18家科创板受理公司回复问询函,中金在线
2644,2019-05-05,中微公司回复上交所52问 重点关注股权稳定性等问题,e公司
2645,2019-05-05,周观点：宏观经济数据边际改善，建议关注工业气体及工程机械【华泰机械章诚团队】,华泰机械
2646,2019-05-05,高通、高盛、三星大笔持仓！技术堪称硬核！这才是该上科创板的公司！,并购优塾
2647,2019-04-28,【深度】乐鑫科技：IoT到AIoT，物联网芯片龙头冲刺科创板【安信诸海滨团队】,诸海滨科新先声
2648,2019-04-28,海通证券(600837)：发布19Q1业绩 公司实现收入99.5亿元,东方证券
2649,2019-04-21,深度解读芯片刻蚀：国产5nm机器已就绪，2018全球销售额破历史新高【附下载】| 智东西内参,和讯
2650,2019-04-21,【国金科创前沿】 | 半导体#中微半导体第2期,国金证券研究所
2651,2019-04-17,机械制造：科创板高端装备系列之四新光光电,华鑫证券
2652,2019-04-15,【国金晨讯精选】中微半导体，香飘飘深度,国金证券研究所
2653,2019-04-15,【电子】张欣：科创精选系列之中微半导体：全球半导体设备龙头，团队技术研发等令人深刻-20190412,中泰证券研究所
2654,2019-04-11,【安信电子孙远峰每日观点&资讯】（2019-04-12）,远峰电子
2655,2019-04-11,科创板 | 芯片行业竞争对手排排站 乐鑫科技营收能力远逊澜起科技,华夏时报
2656,2019-04-11,重磅 | 存储芯片的国产设备供应链格局最强解析——以长江存储为例,琨论机械
2657,2019-04-10,机械制造：招标迎来加速 荐6股,和讯
2658,2019-04-10,半导体、电子设备：供需共振 国产半导体设备再启航,和讯
2659,2019-04-10,【机械】中微半导体：国际半导体设备产业界公认的后起之秀,微信
2660,2019-04-09,半导体、电子设备：国产半导体设备厂商将受益 荐5股,和讯
2661,2019-04-08,2019-04-08 联讯证券--晨会纪要,联讯证券
2662,2019-04-04,半导体、电子设备：半导体厂商技术不断取得进步 半导体设备国产化率持续提升,和讯
2663,2019-04-04,科创板创投力量“争奇斗艳”,中证报
2664,2019-04-04,科创板上市发行价越高越好？估值和定价博弈已上演,中证报
2665,2019-04-03,机械制造：先导牵手特斯拉或起标杆作用 荐7股,和讯
2666,2019-04-03,"""故宫口红""带流量华熙生物1个月火速完成上市辅导",中财网
2667,2019-04-03,"""故宫口红""也要上科创板？华熙生物1个月火速完成上市辅导，科创板受理37家，行业渐欲迷人眼",券商中国
2668,2019-04-03,【国金研究】科创板：助推高端制造产业突破、估值重构 ——“科创板-高端制造”系列报告【国金机械军工】,国金证券研究所
2669,2019-04-02,2019年 半导体的三次上车机会,格隆汇
2670,2019-04-02,"计算机行业周报:热情未减,19Q1业绩分化应深挖个股 盈利能力下降",证券之星
2671,2019-04-01,中微半导体申请登陆科创板 海通证券高规格辅导,证券日报
2672,2019-04-01,解盘：百股涨停，工业大麻、南北船、核电、燃料电池逞强,Wind
2673,2019-04-01,科创板影子股扩容至60只，这13只直接或子公司持有才货真价实,券商中国
2674,2019-04-01,【中微半导体】科创板高端装备招股书解读（三）【东吴机械陈显帆】,透视先进制造
2675,2019-04-01,【华泰证券研究所】每日晨会启明星20190401,华泰证券研究所
2676,2019-04-01,"北方华创:北方华创VS中微半导体,全方位对比分析",西南证券
2677,2019-03-31,【东方电子】中微半导体：冉冉升起的半导体设备之星,剑指电子
2678,2019-03-31,科创板系列 · 四：中微公司,电子后花园
2679,2019-03-31,科创板受理企业透析｜中微半导体：7纳米芯片刻蚀机第一梯队,澎湃新闻
2680,2019-03-31,周末要闻2019年3月31日星期日,Wind
2681,2019-03-30,科创板28家受理企业名单“潜台词”：机制重于位次,Wind
2682,2019-03-30,第四批企业获科创板“准考证” 影子股有哪些？,中金在线
2683,2019-03-30,陆家嘴财经早餐2019年3月30日星期六,Wind
2684,2019-03-30,第四批企业获受理 9家拟登陆科创板企业合计融资85亿元,中证报
2685,2019-03-29,再增9家，28家企业已获科创板“准考证”！新成员全透视+影子股一览,中证报
