,2021-12-31,完美世界：公司已在目前的游戏研发中融入元宇宙相关元素,每日经济新闻
3205,2018-06-20,A股头条之上市公司公告精选（6.21）,金融界
3206,2018-06-20,完美世界：部分导演制片人及核心管理团队拟增持不低于1亿元,Wind
3207,2018-06-20,6月20日早间金股精选,中证网
3208,2018-06-20,【国盛传媒|林起贤团队】完美世界（002624.SZ）：影游内容双双迎来项目大年，精品成就娱乐王国-20180620,微信
3209,2018-06-20,【朝闻国盛】去杠杆由金融过渡到实体，预计“宽货币”政策延续,微信
3210,2018-06-20,"传媒互联网行业评论周报:完美世界将建立steam中国,推荐配置低估值行业龙头",证券之星
3211,2018-06-19,《侏罗纪世界2》2天破5亿 完美世界国际化多点突破,苏南网
3212,2018-06-19,Steam中国会有怎么样的未来？,长江证券
3213,2018-06-19,北京游戏企业组团亮相E3展,苏南网
3214,2018-06-19,[推荐评级]完美世界(002624)热点速评：终止非公开发行 STEAM中国长期提升产业链地位 复牌建议关注,中财网
3215,2018-06-19,[审慎增持评级]完美世界(002624)点评：建立STEAM中国 进一步完善游戏产业链布局,中财网
3216,2018-06-19,【完美世界*张良卫团队】建立Steam中国，远期续航能力有望提升,东吴研究所
3217,2018-06-19,【东吴晨报0619】【宏观】5月财政收支【行业】医药【个股】完美世界,东吴研究所
3218,2018-06-19,千家公司七成预喜，隐现A股投资逻辑,中证报
3219,2018-06-18,[买入-A评级]完美世界(002624)深度分析：游戏业务产品线优势明显 看好未来成长的确定性,中财网
3220,2018-06-18,【中泰传媒-周观点】短期防御为主，关注业绩与现金流稳定个股,传媒产业大视点
3221,2018-06-16,助推游戏出海，中外文创产业交流再添新平台,新华网
3222,2018-06-15,筹划仅十天 完美世界定增“闪电”告吹,北京商报网
3223,2018-06-15,晚间重要公告2018年6月15日星期五,--
3224,2018-06-15,[公司]完美世界终止筹划非公开发行事项,全景网
3225,2018-06-15,完美世界：终止定增事项 股票复牌,新浪
3226,2018-06-15,完美世界终止非公开发行股票事项 股票将复牌,新浪
3227,2018-06-14,"完美世界:合资设立steam中国,强强联合pc平台化建设加速",正点财经
3228,2018-06-14,[买入-A评级]完美世界(002624)公司快报：合资设立STEAM中国 强强联合PC平台化建设加速,中财网
3229,2018-06-14,央视报道完美世界Steam中国项目,中新网
3230,2018-06-14,Steam与完美世界正式合作 国服上线不影响库内游戏,TechWeb
3231,2018-06-14,[互动]完美世界：参投《侏罗纪世界2》将按比例获得权益,全景网
3232,2018-06-13,完美世界STEAM中国项目 促进中美娱乐产业合作,苏南网
3233,2018-06-13,昔日“王者”盛大游戏终借壳回A？,环球老虎财经
3234,2018-06-13,这家全球市值最高的游戏公司盛大归来，却已传奇不再,创业邦
3235,2018-06-13,[推荐评级]完美世界(002624)热点速评：联手VALVE打造STEAM中国 进一步完善产业链布局,中财网
3236,2018-06-13,Steam中国来了，腾讯Wegame会凉么？,财经网
3237,2018-06-13,微信加入亲属卡，航旅纵横就或涉嫌隐私泄露道歉,搜狐
3238,2018-06-13,"完美世界:与VEALVE达成合作,建立STEAM中",国元证券
3239,2018-06-12,完美世界联手 Valve，STEAM 中国的靴子终于落地,极客公园
3240,2018-06-12,科技神回复 | 「航旅纵横」选座功能泄露隐私，果然中国的App都有一个社交梦,36氪
3241,2018-06-12,全球最大PC游戏平台携手中国企业 文化走出去探索新机遇,苏南网
3242,2018-06-12,Steam 中国版，是 V 社的“绝地求生”,虎嗅网
3243,2018-06-12,Steam中国宣布：完美世界与Valve合作打造,上方网
3244,2018-06-12,关注暑期档以及世界杯主题 4股重磅大戏将上演,证券之星
3245,2018-06-12,[推荐评级]传媒行业周报：板块受情绪压制 逢低布局优质龙头公司,中财网
3246,2018-06-12,完美世界与美国Valve签署授权协议 建立Steam中国,证券时报
3247,2018-06-12,完美世界与Valve合作STEAM中国 玩家担心被锁区,DoNews
3248,2018-06-12,完美世界与Valve公司达成合作，游戏平台Steam将迎来中国版,21世纪经济报道
3249,2018-06-12,完美世界宣布与V社合作推出STEAM中国 STEAM全球运营不受影响,DoNews
3250,2018-06-12,STEAM中国将上线：与完美世界合作 时间还未知,网易
3251,2018-06-12,完美世界与美国Vavle宣布“STEAM中国”项目,腾讯网
3252,2018-06-12,早间公告：罗伟广所持金刚玻璃部分股权将遭强平,Wind
3253,2018-06-12,游戏行业周报:国产游戏备案暂停系“机构调整”所致,上海证券
3254,2018-06-11,完美世界：全资子公司为子公司提供2650万美金担保,中证网
3255,2018-06-11,影视上市公司高管年薪起底 超七成低于百万元与影星不可比,投资者报
3256,2018-06-09,巨丰原创：MSCI成分股大起底 最好的股票是这些,巨丰财经
3257,2018-06-08,完美世界：影视作品储备丰富 利润贡献将逐步体现,中证网
3258,2018-06-08,像素种子：改变教学模式 培养国际化人才,中新网
3259,2018-06-07,[增持评级]游戏行业周报：一季度国产手游出海再创佳绩,中财网
3260,2018-06-07,"传媒与互联网周报:艺人税务问题引发关注,腾讯头条开战",国元证券
3261,2018-06-06,"传播与文化行业研究:娱乐明星“阴阳合同”事件,心理影响大于对企业经营的实际影响",国金证券股份有限公司
3262,2018-06-06,2018年传媒互联网行业中期策略：版权付费、消费升级、流量变现,中财网
3263,2018-06-06,769家上市公司上半年业绩预喜,中证报
3264,2018-06-05,6日机构强推买入 六股成摇钱树,证券之星
3265,2018-06-05,28股获券商买入评级 东山精密目标涨幅达68.78%,Wind
3266,2018-06-05,上调中报至7.2-8.3亿元，产品表现体现业务优质性,天风证券
3267,2018-06-05,【天风MorningCall】晨会集萃20180605,天风研究
3268,2018-06-05,完美世界调高2018年半年度业绩 筹划定增加大影视作品投入,每日经济新闻
3269,2018-06-04,[买入评级]完美世界(002624)点评：上调18H1业绩指引 影视游戏爆款产品不断 坚定看好公司长期发展,中财网
3270,2018-06-04,完美世界股票停牌 拟最多募集资金10亿元,财经网
3271,2018-06-04,今日资金抢入六只强势股一览（2018年6月4日）,中财网
3272,2018-06-04,完美世界股票分析：新游戏表现超预期，年轻化战略持续推进,中泰证券
3273,2018-06-04,完美世界筹划非公开发行股票事项 6月4日开市起停牌,中证网
3274,2018-06-04,完美世界正筹划非公开发行股票 募资不超过10亿元,凤凰网
3275,2018-06-04,完美世界筹划非公开发行股票 募资用于影视剧投资,腾讯网
3276,2018-06-04,完美世界:正筹划非公开发行 募资用于影视剧项目投资,新浪
3277,2018-06-04,完美世界上调业绩预告：今年上半年净利同比增长7.3%至23.6%,TechWeb
3278,2018-06-04,午间公告：完美世界正筹划非公开发行 募资用于影视剧投资,每日经济新闻
3279,2018-06-04,午间公告：完美世界筹划定增，向日葵筹划出售资产及购买资产,Wind
3280,2018-06-04,2018“知行中国—中美青年菁英项目”正式启航,DoNews
3281,2018-06-04,完美世界调高半年预期 因影视游戏综艺全线爆发,中国经济网
3282,2018-06-04,[推荐评级]完美世界(002624)公司动态：上调1H18净利润区间 基本面坚实无惧回调,中财网
3283,2018-06-04,游戏影视综艺三登榜首 完美世界2018年中开始发力,苏南网
3284,2018-06-04,传媒:电影发展喜忧参半 非票务业务发展潜力大,太平洋证券
3285,2018-06-04,兰太实业等4股今日临停,Wind
3286,2018-06-04,【中泰传媒】完美世界（002624）跟踪点评：新游戏表现超预期，年轻化战略持续推进,传媒产业大视点
3287,2018-06-04,【完美世界*张良卫团队】上调业绩预告区间，手游新品再证研运实力,东吴研究所
3288,2018-06-03,上周机构调研路径曝光：华夏基金、挪威中央银行等调研了这些股,证券时报网
3289,2018-06-03,6月3日晚间上市公司十大重磅公告,巨丰财经
3290,2018-06-03,完美世界：上线游戏表现良 向上修正半年度业绩预告,新浪
3291,2018-06-03,完美世界调高业绩预期：2018上半年或盈利7.2亿-8.3亿,中国网
3292,2018-06-03,完美世界调高2018上半年业绩预期,中新网
3293,2018-06-01,完美世界影游双双霸榜突然发力下半年值得期待,中新网
3294,2018-06-01,新华社点名批评多家游戏厂商 完美世界早盘暴跌近5%,新浪
3295,2018-06-01,[推荐评级]完美世界(002624)调研纪要：手游作品后续催化不断 基本面坚实无惧回调 继续推荐,中财网
3296,2018-05-31,游戏研发商锐减7成 人才短缺触目惊心,上方网
3297,2018-05-31,完美世界创近两年最大跌幅，半日市值蒸发超30亿元,每日经济新闻
3298,2018-05-31,文化传媒:业绩密集披露 行业趋势导致业绩分化,首创证券
3299,2018-05-31,银河证券晨会纪要-180531,银河证券
3300,2018-05-29,像素种子：女性游戏从业者已占1/4 今年或大幅增长,中新网
3301,2018-05-28,[领先大市-A评级]游戏行业深度分析：成熟行业的新发展-流量驱动转为研发驱动,中财网
3302,2018-05-28,[买入-A评级]完美世界(002624)深度分析：积水成渊生潜龙 宝剑磨砺铸完美,中财网
3303,2018-05-25,游戏研发商锐减7成 人才短缺触目惊心,中新网
3304,2018-05-24,产业日渐成熟 IP改编游戏凸显核心价值,中关村在线
3305,2018-05-24,安信研究|晨会在线20180524,安信证券研究
3306,2018-05-24,"传媒互联网周报(含全球互联网&教育):教育板块受益基本面持续改善,市场关注度提升明显",申万宏源
3307,2018-05-24,"传媒与互联网周报:腾讯Q1手游表现超市场预期,爱奇艺世界大会召开",国元证券
3308,2018-05-23,[买入评级]完美世界(002624)季报点评：业绩稳增符合预期 2018年影游大作可期,中财网
3309,2018-05-23,2018虚幻引擎开放日 中国力量展现全球影响力,中关村在线
3310,2018-05-23,券商评级:沪指收盘下跌1.41% 九股掘金良机,证券之星
3311,2018-05-23,"传媒行业:游戏,成熟行业的新发展,流量驱动转为研发驱动",安信证券
3312,2018-05-22,央视报道文化企业三十强 完美世界展现中国文化魅力,中新网
3313,2018-05-20,人均117万，你的领导挣多少？｜2017年A股影视公司高管年薪排行榜,钛媒体
3314,2018-05-19,市场中期趋势难改 部分成份股存炒作预期,巨丰财经
3315,2018-05-17,重组or转型？股权变更解密，未来机会看这里,--
3316,2018-05-17,完美世界教育亮相第二十一届科博会,DoNews
3317,2018-05-16,传媒行业：微信小游戏的商业化开启休闲游戏的新时代,金融界
3318,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
3319,2018-05-15,23只MSCI新增成分股“成色”几何？海外资金已先买了这几只,每日经济新闻
3320,2018-05-15,[推荐评级]国元传媒与互联网行业周报：《复仇者联盟3》票房亮眼 虎牙登录资本市场,中财网
3321,2018-05-15,2017年及2018Q1传媒板块业绩回顾:增速略有放缓,国信证券
3322,2018-05-14,媒体：龙头标的成长性突出 荐15股,国信证券
3323,2018-05-14,[强于大市评级]影视传媒行业周报：《复联3》票房破12亿 《温暖的弦》高热度,中财网
3324,2018-05-14,全球收入最高25家游戏公司 腾讯、网易、完美等入围,中关村在线
3325,2018-05-13,[领先大市-A评级]传媒行业周报：市场对教育子板块关注度持续提升-年报财务数据较好、政策利好,中财网
3326,2018-05-11,完美世界第七次入选“全国文化企业30强”,中新网
3327,2018-05-11,[增持评级]文化传媒行业供给侧改革专题,中财网
3328,2018-05-11,[看好评级]游戏行业2017年报及2018一季报总结：守正出奇 布局低估值和游戏细分领域,中财网
3329,2018-05-11,[谨慎推荐评级]传媒行业周报：视频网站精品内容需求上涨 影视制作公司受益,中财网
3330,2018-05-10,[增持评级]游戏行业周报：板块业绩平淡 精选个股为主,中财网
3331,2018-05-10,[增持评级]传媒行业2017年年报和2018一季报分析：阅读/营销/院线景气度提升 精选个股,中财网
3332,2018-05-09,[增持评级]联讯传媒行业周报：关注具性价比之优质公司,中财网
3333,2018-05-09,[推荐评级]华创证券传媒互联网行业周报,中财网
3334,2018-05-09,[增持评级]传媒行业周报：对板块积极乐观 首推平台型和版权类公司,中财网
3335,2018-05-09,[推荐评级]传媒上市公司2017年报及2018一季报小结：传媒板块整体低增速 龙头增速显著高于平均,中财网
3336,2018-05-08,[中性评级]深度*行业*传媒互联网行业2017年报及2018年一季报综述：行业整体增速放缓 细分龙头公司加速扩张,中财网
3337,2018-05-08,[增持评级]传媒2017年年报暨2018年一季报业绩回顾：行业录得稳定增长,中财网
