,2021-12-31,清远邮银合作打造“惠农专班”促新型经营主体发展 向642户新型农业经营主体发放贷款3.17亿元,和讯
5228,2019-11-20,第一上海丨中金公司（3908，买入）：阿里巴巴以及邮储银行上市将增厚投行业绩，买入,第一上海金融
5229,2019-11-20,中核集团与邮储银行签署战略合作协议,北极星电力
5230,2019-11-20,邮储银行天津分行助力民营企业 提质增效发展,金融界
5231,2019-11-20,倾力支持企业发展壮大,金融时报
5232,2019-11-20,邮储银行(01658-HK)再就首次公开发行股票投资风险发出特別公告,财华社
5233,2019-11-19,题材 | 银行股的高光时刻即将到来！,中邮证券
5234,2019-11-18,汇金科技(300561.SZ)中标邮储银行现金及重要物品实物管理系统工程应用软件采购项目,格隆汇
5235,2019-11-18,中泰国际：邮储银行天津分行与天津铁塔签合作协议,新浪
5236,2019-11-18,浙商银行中签率创四年新高，邮储银行将刷新纪录？,金陵晚报
5237,2019-11-15,H股“全流通”来了！整体规模多大、节奏如何安排、如何影响A股？证监会有权威回应,证券时报网
5238,2019-11-15,邮储银行深耕“三农”金融蓝海 打造线上线下融合核心竞争力,每经网
5239,2019-11-14,构建协同合作生态圈，邮储银行加速释放发展潜能,金融界
5240,2019-11-14,2京沪高铁“闪电”IPO创纪录 央企证券化加速,上证报
5241,2019-11-14,山东垦利：邮储银行成菜农发家致富的“助推器”,中国经济网
5242,2019-11-13,创新服务产品、搭建服务平台，邮储银行为小微企业“融资”又“融智”,金融界
5243,2019-11-13,中国邮政储蓄银行股份有限公司 首次公开发行股票投资风险特别公告（第二次）,证券网
5244,2019-11-13,【IPO追踪】2019年11月13日,搜狐
5245,2019-11-13,邮储银行(01658-HK)确定A股发行价5.5元,财华社
5246,2019-11-13,邮储银行确定A股发行价5.5元,新浪
5247,2019-11-11,重庆农商行上市10个交易日破发 A股股价为H股两倍 连续下跌,新京报
5248,2019-11-11,聚焦“科创”解难题邮储银行烟台市分行助力科技型小微企业发展,经济导报
5249,2019-11-09,邮储银行布局区块链试水两大金融场景应用,中国经营报
5250,2019-11-08,邮储银行释放成长潜力：资金实力雄厚 深耕县域蓝海,金融界
5251,2019-11-08,邮储银行：高成长的零售大行,中国网
5252,2019-11-08,【异动股】邮储银行(01658-HK)涨2.299%,财华社
5253,2019-11-07,辽宁证监局2019年基金销售机构现场检查对象和检查组成员随机抽取结果公示,辽宁证监局
5254,2019-11-07,邮储银行(1658.HK)：成长中的零售大行，看好存贷比提升和负债优势，维持买入评级，目标价5.39 港元,格隆汇
5255,2019-11-07,广州万隆：市场三大难点仍存在 重大悬念明日将揭晓,中金在线
5256,2019-11-07,【银行-邮储银行(601658)】戴志锋、贾靖（研究助理）：邮储银行新股定价及投资价值分析-20191106,中泰证券研究所
5257,2019-11-07,邮储银行申购延期三周 战投拟锁仓,上证报
5258,2019-11-07,京沪高铁IPO“闪速”推进 最快有望下周上会审核,21世纪经济报道
5259,2019-11-06,国泰君安：邮储银行维持增持评级 目标价6.47港元,新浪
5260,2019-11-06,邮储银行A股IPO价格确定为5.50元/股 机构普遍看好估值提升,中国金融新闻网
5261,2019-11-06,5.50元/股！邮储银行A股发行价确定为何申购延期？,21世纪经济报道
5262,2019-11-06,银行冠华|邮储银行：竞争优势独特，提升路径清晰,大话金融
5263,2019-11-06,邮储银行新股申购递延三周 国有大行A+H上市收官在即,新浪
5264,2019-11-06,邮储银行发行价5.5元 高于同行业近期平均市盈率,央视
5265,2019-11-06,发行价5.50元/股，邮储银行发行如期递延三周,21世纪经济报道
5266,2019-11-06,中国邮政储蓄银行股份有限公司 首次公开发行股票投资风险特别公告（第一次）,证券网
5267,2019-11-06,邮储银行发行推迟三周 申购时间延至11月28日,金融界
5268,2019-11-06,邮储银行申购延期了——道达早评,每日经济新闻
5269,2019-11-06,邮储银行新股定价及投资价值分析【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
5270,2019-11-06,港股公告精选：碧桂园10月合同销售额同比增长40.46%至567.6亿元,Wind
5271,2019-11-06,邮储银行发行价定为5.5元/股，申购时间延至11月28日,澎湃新闻
5272,2019-11-06,据证券时报：邮储银行A股申购按规定递延三周。券商分析人士指出，其属行业惯例。据统计，今年已登陆A股的银行股，均无一例外发,金十数据
5273,2019-11-06,券商人士：邮储银行A股申购按规定递延三周属行业惯例,Wind
5274,2019-11-06,邮储银行A股申购按规定递延三周 券商人士：属行业惯例,证券时报网
5275,2019-11-06,邮储银行：发行价确定为5.50元/股 申购时间将递延至11月28日,e公司
5276,2019-11-06,【公告】中国邮政储蓄银行股份有限公司首次公开发行股票初步询价结果及推迟发行公告 IPO融资异常,金十数据
5277,2019-11-06,邮储银行：每股发行价5.5元，预计发行日期为2019年11月28日,Wind
5278,2019-11-05,邮储银行(01658-HK)传A股IPO定价5.5人民币,财华社
5279,2019-11-05,邮储银行拟将A股发行价定为每股5.5元 H股今收5.1港元,金融界
5280,2019-11-05,中国邮储银行拟将A股IPO发行价定在每股5.5元,Wind
5281,2019-11-05,邮储银行南京应天大街支行也因贷款管控不严被罚25万 行长周晶晶怎么看？ 金融监管处罚,运营商财经网
5282,2019-11-05,2019年A股上市银行数量创三年来新高，16家排队候场银行中近七成姓“农”,Wind
5283,2019-11-04,银行冠华 | 19年银行三季报综述：息差小幅反弹，不良继续改善,大话金融
5284,2019-11-04,挑战富士康上市记录 京沪高铁IPO“闪速”获反馈 年末“三座大山”800亿融资或接踵A股,和讯
5285,2019-11-04,A股冲高回落沪指震荡收涨0.58%市场关注央行明日MLF投放,财华社
5286,2019-11-04,首次中国无人系统数字化经营峰会聚在营口谋未来,证券之星
5287,2019-11-04,邮储银行邵阳分行助力新型农业主体发展,金融界
5288,2019-11-04,科技赋能新零售转型 邮储银行前三季度净利润同比增长16.33%,中证网
5289,2019-11-04,广州万隆：两双靴子即将落地 深度影响后市行情！,证券之星
5290,2019-11-04,2万亿市场改革进入快车道 H股全流通加快影响几何？,新浪
5291,2019-11-04,国有大行：总体经营稳健 发展态势向好,金融时报
5292,2019-11-02,【邮储银行】息差承压，资本充足率回升,志明看金融
5293,2019-11-02,邮储银行步艳红：邮储理财子公司预计年内挂牌成立,中证网
5294,2019-11-02,邮储银行步艳红：银行理财要打破刚兑 回归代客本源,新浪
5295,2019-11-02,邮储银行河南省分行 助力“大众创业惠民工程”,金融时报
5296,2019-11-01,新股赚钱变难：曾经中一签赚10万，如今仅赚300块！,中国基金报
5297,2019-11-01,邮储银行业绩持续向好 加快新零售转型成长潜力大,经济观察网
5298,2019-11-01,郭新双或将担任邮储银行行长，该职务空缺近10个月,Wind
5299,2019-11-01,国开行老将郭新双或担任邮储银行行长，该职务空缺近10个月,澎湃新闻
5300,2019-11-01,邮储银行(1658.HK)2019年三季报点评：盈利能力同比提升，维持“买入”评级,格隆汇
5301,2019-11-01,六大行三季报：净息差同比均下滑 盈利能力下降,第一财经
5302,2019-11-01,邮储银行北京分行多措并举精准扶贫,新京报
5303,2019-10-31,邮储银行回归A股，新行长郭新双将上任,财经网
5304,2019-10-31,六大行三季报：共赚9317亿，净息差同比均收窄,第一财经
5305,2019-10-31,渝农商行成“最悲情”银行股，银行新股走势不佳已成常态,第一财经
5306,2019-10-31,回归A股在即，空缺近10个月的邮储银行行长有了人选,21世纪经济报道
5307,2019-10-31,邮储银行南京市江宁支行因贷款用途管控不严罚款25万 系行长冯苏云失责 金融监管处罚,运营商财经网
5308,2019-10-31,邮储银行2019年三季度业绩：净利润增速16.33% 零售优势继续凸显,证券时报网
5309,2019-10-31,邮储银行余杭区支行被罚75万 挪用贷款购房这么大事行长宋健不知情？ 资金问题,运营商财经网
5310,2019-10-31,邮储银行(1658.HK)：19Q3利润增长符合预期，息差小幅收窄，维持“买入”评级,格隆汇
5311,2019-10-31,申万宏源：单批募资额再创新高 邮储银行预期发行价不低于每股净资产,申万宏源
5312,2019-10-31,渝农商行开板次日跌停 浙商、邮储两银行或承压,中投网
5313,2019-10-31,邮储银行净利润达543.44亿元 同比增长16.33%,中国金融新闻网
5314,2019-10-31,六大行前3季净利同比增5.73% 金融科技成发力重点,中证报
5315,2019-10-31,晨会1031 | 航天发展深度；烽火通信、迈瑞医疗、海天味业,中信建投证券研究
5316,2019-10-31,六大行晒前三季度成绩单 日赚34亿元不良率齐降,北京商报网
5317,2019-10-31,牵手邮储银行4载 WeLab天冕如何持续为金融机构输出科技活水？,投资者网
5318,2019-10-30,银行冠华|邮储银行：盈利能力改善，资产持续优化,大话金融
5319,2019-10-30,九江银行与江西邮储银行签署全面战略合作协议,中金在线
5320,2019-10-30,渝农商行坐实“最惨新股”，浙商银行、邮储银行发行或承压,腾讯网
5321,2019-10-30,邮储银行19Q3：利润高增长，存贷比稳步提高【国盛金融】,马婷婷深度研究
5322,2019-10-30,港股公告精选：中国人寿前三季度净利577亿元，同比增190.4%,Wind
5323,2019-10-30,10月30日券商晨会研报汇编,证券日报
5324,2019-10-29,邮储银行前三季度净利润同比增长16.22%,中证网
5325,2019-10-29,邮储银行前三季度实现净利润543.44亿元 同比增长逾16%,上证报
5326,2019-10-29,邮储银行：前三季净利542.88亿元 同比增长16%,证券时报网
5327,2019-10-29,邮储银行(01658.HK)前三季度净利升16.22%至542.88亿元,格隆汇
5328,2019-10-29,邮储银行(01658.HK)委任潘英丽为董事,格隆汇
5329,2019-10-29,邮储银行：前三季度净利润542.88亿元，同比增16.22%,Wind
5330,2019-10-29,邮储银行本周五初步询价 机构预计发行价不低于5.50元/股,证券日报
5331,2019-10-29,全国银行网点数量大比拼:邮储银行规模近4万家位第一,新浪
5332,2019-10-29,传吴姚东将出任邮储银行理财子公司中邮理财董事长,Wind
5333,2019-10-29,邮储银行（01658.HK）深度：零售存款优异，对公潜力待发,国信研究
5334,2019-10-29,邮储银行：零售特色突出鲜明的年轻大行【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
5335,2019-10-29,港股投资日历：邮储银行、中国人寿、山东黄金等公司披露财报,Wind
5336,2019-10-29,邮储银行首次公开发行股票招股意向书摘要,证券网
5337,2019-10-29,邮储银行IPO获批 300亿规模融资五年内第二大,21世纪经济报道
5338,2019-10-29,邮储银行：11月7日进行网上和网下申购,Wind
5339,2019-10-28,【工商银行季报点评】业绩较好，资产质量改善,志明看金融
5340,2019-10-28,内银放榜后普遍向上 工行及农行各涨约1%,新浪
5341,2019-10-28,两大重磅题材今天如何演绎,金融界
5342,2019-10-28,2019年A股最大IPO要来了,商业周刊
5343,2019-10-28,【上海银行季报点评】业绩较好，转债起航,志明看金融
5344,2019-10-27,万马股份公布三季报 前三季净利增加154.26%,新浪
5345,2019-10-26,邮储银行(01658-HK)：中国证监会正式书面通知核准A股发行,财华社
5346,2019-10-26,北京副市长殷勇：民生银行、邮储银行理财子公司将在京落户,Wind
5347,2019-10-26,"邮储银行获IPO批文！六大国有行均已完成""A+H""上市",券商中国
5348,2019-10-26,证监会新核发4家企业IPO批文，融资额将创年内单周新高,搜狐
5349,2019-10-26,【常熟银行季报点评】业绩靓丽，小微领跑,志明看金融
5350,2019-10-25,智通港股公告精选︱(10.25) 工商银行前三季净利增长5.23%至2526.88亿元 不良贷款率1.44%,智通财经
5351,2019-10-25,邮储银行(01658)A股发行获中证监核准,智通财经
5352,2019-10-25,邮储银行获A股IPO批文 第14家“A+H”银行来了,中证网
5353,2019-10-25,证监会核发邮储银行等4家企业IPO批文,Wind
5354,2019-10-25,【创元周报】期价涨跌互现，油脂走势偏强,创元期货股份有限公司
5355,2019-10-25,息差改善，业绩靓丽,志明看金融
5356,2019-10-25,中高层平均薪酬222万！浙商银行IPO延后三周发行 原因何在？,金融界
5357,2019-10-25,年内规模最大IPO顺利过会，邮储银行“回A”近在咫尺,环球老虎财经
5358,2019-10-25,A股频繁“奇异特征” 极具指向意味！,证券之星
5359,2019-10-25,邮储银行首发过会 六大行聚首A股可期,中金在线
5360,2019-10-25,邮储银行过会 四季度融资有望创新高丨A股情报速递,第一财经
5361,2019-10-25,年内募资规模最大的新股 邮储银行A股首发申请获通过,央视
5362,2019-10-25,邮储银行过会：今年IPO获批第89家 中金公司过8单,中国经济网
