,2021-12-31,石头科技(688169.SH)：减持期过半 股东丁迪、高榕、启明均未减持,格隆汇
2209,2020-02-21,雷军又赚嗨了！科创板股石头科技开盘大涨73%，市值73亿,上游新闻
2210,2020-02-21,石头科技（688169）：技术领先的智能清洁机器人龙头,红周刊
2211,2020-02-21,石头科技上市感恩庆典：扫地机器人1元秒杀,快科技
2212,2020-02-21,小米生态链企业来了！ 石头科技今日登陆科创板,上证报
2213,2020-02-21,小米(01810)生态链企业石头科技开盘涨72.99% 成“最贵新股”,智通财经
2214,2020-02-21,小米生态链企业石头科技科创板上市 发行价271.12元/股,TechWeb
2215,2020-02-21,小米生态链企业石头科技科创板上市，成第三家上市生态链公司,速途网
2216,2020-02-21,石头科技今日科创板成功上市，小米雷军发文祝贺,IT之家
2217,2020-02-21,石头科技上市首日开盘上涨73.35%,证券时报网
2218,2020-02-21,科创板N石头开盘涨73%,科创板日报
2219,2020-02-21,石头科技今日科创板上市：打新史上最赚钱的新股来了,IPO早知道
2220,2020-02-21,雷军：祝贺石头科技在科创板成功上市,金融界
2221,2020-02-21,小米生态链企业石头科技科创板上市：271.12元/股创史开盘暴涨73%,快科技
2222,2020-02-21,石头科技（688169）成功登陆科创板 智能家电研发制造商踏上新征程,金融界
2223,2020-02-21,最贵科创板新股石头科技上市 盘中一度冲高至538元,新浪
2224,2020-02-21,[快讯]石头科技今日登陆科创板 开盘上涨逾73%,全景网
2225,2020-02-21,N石头成为科创板股价最高个股,中证网
2226,2020-02-21,沪指低开0.26% 石头科技上市首日470元开盘成科创板第一高价股,第一财经
2227,2020-02-21,史上最高发行价石头科技今日登陆科创板 开盘上涨逾73%,e公司
2228,2020-02-21,【行情】今日，石头科技(688169)正式登陆科创板，开盘上涨逾73%。石头科技发行价格为271.12元/股，为科创板企业所定发行价中第一高价股。,金十数据
2229,2020-02-21,2月21日新股提示：石头科技、百奥泰、神工股份上市 建业股份中签号出炉,上证报
2230,2020-02-21,石头科技今日上市 发行价格271.12元/股,上证报
2231,2020-02-21,新股发行与上市一览（2月21日）,Wind
2232,2020-02-21,63名骨干火箭致富：仅按发行价市值就达28亿,重庆商报
2233,2020-02-21,石头科技今天科创板上市看看首日能涨多高中一签能赚多少,重庆商报
2234,2020-02-20,石头科技迎来科创板IPO高光时刻 夯实国内开拓海外再迎发展新机遇,每日经济新闻
2235,2020-02-20,头顶最贵新股光环 石头科技明日登陆科创板,科创板日报
2236,2020-02-20,A股“最贵”新股石头科技2月21日上市,北京商报网
2237,2020-02-19,石头科技(688169.SH)将于2月21日在科创板上市2019年度净利润预增128.13%-167.8%,格隆汇
2238,2020-02-19,机械行业：穿越机器人广阔赛道寻找明日之星！,天风证券
2239,2020-02-18,36岁上海女股神丁迪：4年前314万元投石头科技，如今按发行价超10亿元,重庆商报
2240,2020-02-18,华峰测控上市首日股价达340元 成科创板最高股价,新京报
2241,2020-02-17,老周侃股：如何看待石头科技遭大额弃购,北京商报网
2242,2020-02-17,发行价破纪录后 石头科技再创弃购纪录！打新再难“稳赚不赔”,金融投资报
2243,2020-02-17,科创板收评 | 个股几乎全线上涨！新股涨逾260%，仅两股收跌,第一财经
2244,2020-02-17,发行价超271元，小米系扫地机器人1500万元股份遭弃,观察者网
2245,2020-02-17,1500万“奖金”无人认领！这只新股创科创板弃购纪录,券商中国
2246,2020-02-17,石头科技创下科创板弃购纪录 中信证券全额包揽,第一财经
2247,2020-02-17,视频丨石头科技能否值回科创板“最高票价”？,第一财经
2248,2020-02-17,史上最贵新股遭部分投资者弃购——道达早评,每日经济新闻
2249,2020-02-17,一签赚9万！这可能是今年最赚钱的新股，另一名“种子选手”却遭弃购1500万,中证报
2250,2020-02-17,"石头科技科创板上市网上放弃认购55,605股",资本邦
2251,2020-02-17,36氪专访 | 启明创投周志峰：重点关注技术、场景“两手抓”的科技企业,36氪
2252,2020-02-17,1500万“奖金”无人认领！这只新股创下科创板弃购纪录，中信证券全额包揽，是福还是祸？,券商中国
2253,2020-02-16,科创板公司最高发行价石头科技公布发行结果投资者弃购5.56万股,科创板日报
2254,2020-02-16,石头科技保荐机构包销1507.56万元,e公司
2255,2020-02-16,科创板“新股王”石头科技：中信证券投资跟投认购近亿元,Wind
2256,2020-02-13,老沙:基金爆款刷屏牛股霸气冲天,中财网
2257,2020-02-13,2月13日新股提示：中银证券申购 道通科技、英杰电气上市 石头科技、百奥泰、神工股份中签号出炉 华润微、良品铺子公布中签率,上证报
2258,2020-02-12,石头科技网上中签结果出炉：中签号码共12960个一签要13.56万元,科创板日报
2259,2020-02-12,科创板石头科技：中签号码共有12960个,Wind
2260,2020-02-12,【报道】石头科技(688169)2月12日晚间披露中签结果，中签号码共有12960个，每个中签号码只能认购500股,金十数据
2261,2020-02-12,石头科技中签号出炉 共12960个,e公司
2262,2020-02-12,石头科技(688169.SH)披露战略配售最终结果：中证投资获配36.884万股,格隆汇
2263,2020-02-12,新“股王”一签可赚17万？石头科技发行价271.12元超越海普瑞，与小米合作关系会否生变？,华夏时报
2264,2020-02-12,“宅家”生活刺激电器需求，家电板块升势延续,第一财经
2265,2020-02-12,2月12日新股提示：华润微、良品铺子申购 映翰通、耐普矿机上市 石头科技、百奥泰、神工股份公布中签率,上证报
2266,2020-02-11,石头科技科创板IPO网上发行最终中签率0.04186742%,资本邦
2267,2020-02-11,【报道】石头科技(688169)2月11日晚间披露网上发行申购情况及中签率，本次网上发行有效申购户数为358.12万户,金十数据
2268,2020-02-11,科创板石头科技：网上发行中签率为0.0419%,e公司
2269,2020-02-11,A股史上最高价新股来了！申购后需要了解什么？,经济日报
2270,2020-02-11,疯狂的“石头”！每股271.12元，中签或赚17万，但生产靠别人,腾讯网
2271,2020-02-11,石头科技今日开放申购每股271.12元或为A股史上最贵,CNMO
2272,2020-02-11,中1签赚10万+？A股最贵新股石头科技来了,证券时报网
2273,2020-02-11,牛市早报｜A股史上发行价最高新股今申购，美股纳指再创新高,澎湃新闻
2274,2020-02-11,中1签或狂赚10多万！史上最贵新股，80后老板创业5年身家达百亿,中国基金报
2275,2020-02-11,今日新股申购：石头科技、百奥泰、神工股份,中国经济网
2276,2020-02-11,今日操盘：79股延期披年报海外资本542亿抢人民币债券,经济日报
2277,2020-02-11,最高IPO价格的石头科技能否成为A股新股王,中财网
2278,2020-02-11,早知道:北向资金连续净流出 石头科技发行价创新高,网易
2279,2020-02-11,2月11日新股提示：石头科技、百奥泰、神工股份申购 广大特材、赛特新材上市 华峰测控中签号出炉,上证报
2280,2020-02-11,中1签赚10万+？A股“最贵”新股来了，今日开打！本周新股多多,21世纪经济报道
2281,2020-02-11,石头科技今日申购 顶格申购需配市值4.5万元,上证报
2282,2020-02-11,271.12元！A股史上最高价新股来了 一签能赚多少钱？,中证报
2283,2020-02-11,发行价271元创A股纪录 石头科技还能“依靠”小米多久？,中财网
2284,2020-02-11,中1签赚10万+？A股“最贵”新股来了 石头科技发行价271.12元,证券时报网
2285,2020-02-11,新股提示：三新股今日申购 石头科技发行价A股史上最高,e公司
2286,2020-02-11,石头科技发行价创新高 科创板定价博弈暗潮涌动,21世纪经济报道
2287,2020-02-11,石头科技的发行价高不高,北京商报
2288,2020-02-11,A股“最贵”新股来了！本周新股多 武汉“零食大王”也来了,证券时报
2289,2020-02-11,石头科技科创板上市今日网上和网下申购发行价271元成A股股王股价有望超茅台,重庆商报
2290,2020-02-10,11日科创板“股王”石头科技打新 “去小米化”后还能不能打？,每日经济新闻
2291,2020-02-10,中一签赚17万？A股史上最贵新股来了，明日申购,全景网
2292,2020-02-10,“疯狂的石头” 卖扫地机器人创发行价纪录！股民：何时才能“摆脱”小米？,金融投资报
2293,2020-02-10,A股史上“最贵”新股来了，周二申购！中1签赚10万+？,证券时报网
2294,2020-02-10,发行价271元的石头科技 市场承受得起吗,金融投资报
2295,2020-02-10,271.12元/股!A股史上最贵新股诞生,大众证券报
2296,2020-02-10,石头科技定价创新高 超募30亿成中信证券最大单跟投,新浪
2297,2020-02-10,科创板收评 | 科创板个股涨跌互现 “天价”新股明日申购,第一财经
2298,2020-02-10,石头科技发行价271.12元，2019年市盈率不足27倍,澎湃新闻
2299,2020-02-10,每股271.12元！科创板新“股王”来了？,中国经济网
2300,2020-02-10,茅台挑战者？A股史上发行价股王诞生：千亿金山后雷军再吞大肉80后董事长身价40亿,金融界
2301,2020-02-10,科创板打新来了：石头科技明日申购,证券时报网
2302,2020-02-10,这家小米生态链公司发行价创A股记录 上市首日中一签或赚17万,中新经纬
2303,2020-02-10,科创板新股神工股份、百奥泰、石头科技2月11日申购宝典,金融界
2304,2020-02-10,疯狂的石头来了！石头科技定价271.12元 创A股最高发行价,第一财经
2305,2020-02-10,“股王”来了｜石头科技80后实控人揭秘 创业5年身家有望达200亿,重庆商报
2306,2020-02-10,“股王”来了｜石头科技预计将超募30亿 科创板超募现象如何解决？,重庆商报
2307,2020-02-10,“股王”来了｜石头科技37岁老板身家有望达200亿，背后贵人是谁？,重庆商报
2308,2020-02-10,“天价”新股上市首日有望赚17万！雷军版图再扩张,券商中国
2309,2020-02-10,10日公司新闻聚焦：石头科技定价271.12元 辽宁成大拟“易主”,证券时报网
2310,2020-02-10,科创板迎来第一家小米生态链企业石头科技上市,TechWeb
2311,2020-02-10,犀牛财经早报：石头科技发行价创科创板新高,GPLP犀牛财经
2312,2020-02-10,271.12元/股！发行价史上最高，石头科技股价或超茅台成新股王！,重庆商报
2313,2020-02-10,财经早报:30省已部署企业复工复产 节后偏股基金强势,新浪
2314,2020-02-10,A股最高发行价！石头科技定价271.12元,证券时报
2315,2020-02-10,科创板3新股确定发行价 新股定价分位下移,上证报
2316,2020-02-10,买方话语权增强，科创板新股定价分位下移,Wind
2317,2020-02-10,A股最高发行价！石头科技定价271.12元,Wind
2318,2020-02-10,科创板发行定价凸显理性 买方博弈力量逐步增强,中证报
2319,2020-02-10,科创板发行价创新高 石头科技确定271.12元/股,北京商报
2320,2020-02-10,北京德恒律师事务所关于北京石头世纪科技股份有限公司首次公开发行股票并在科创板上市战略投资者核查事项的法律意见,证券时报
2321,2020-02-10,天价新股！上市首日有望大赚17万！周二来打新，中一签缴款13.6万,券商中国
2322,2020-02-09,三只科创板新股披露发行价：谁决定了它们的身价？,第一财经
2323,2020-02-09,疯狂的“石头”！271.12元/股，史上最高发行价来了，中一签至少赚10万？,e公司
2324,2020-02-09,271.12元/股 石头科技发行价创科创板新高,e公司
2325,2020-02-09,271.12元/股！石头科技发行价创目前科创板最高价,21世纪经济报道
2326,2020-02-09,打新了吗？双飞股份中签号出炉 华峰测控公布中签率,中财网
2327,2020-02-09,石头科技发行价确定为271.12元/股 系目前科创板最高价,北京商报
2328,2020-02-09,科创板石头科技发行价格确定为271.12元/股,证券时报网
2329,2020-02-09,三只科创板新股2月11日申购，石头科技发行价高达271.12元/股,Wind
2330,2020-02-09,石头科技(688169.SH)发行价为271.12元/股 2月11日申购,格隆汇
2331,2020-02-07,6只科创板新股即将迎来申购（附股）,证券时报网
2332,2020-02-06,石头科技(688169.SH)拟发行1666.6667万股 网上路演时间为2月10日9:00-12:00,格隆汇
2333,2020-02-04,【新股提示】三只科创板新股今日申购，石头科技发行价A股史上最高,Wind
2334,2020-02-03,8只科创板新股即将发行（附股）,证券时报网
2335,2020-02-01,石头科技（688169.SH）：人工智能的下半场，科技如何让生活更美好？,格隆汇
