,2021-12-31,盘点公募基金2021年十大事件,第一财经
7488,2020-06-12,【招商银行|宏观点评】“宽信用”“宽财政”——2020年5月金融数据点评,招商银行研究
7489,2020-06-12,银行点评报告：贷、债齐发力继续推高社融 “质”压预期或修正,新浪
7490,2020-06-12,又长见识了！招商银行多款理财产品曝亏，感觉不会再爱了 重大损失,腾讯网
7491,2020-06-12,创业板强势翻红！外资300亿猛加仓！中一签赚19万超级大肉签也来了,中国基金报
7492,2020-06-12,银行板块距离全面破净仅四步之遥，多家银行出手“护价”,21世纪经济报道
7493,2020-06-12,【浙商||银行】邮储银行：交易短期扰动，基本面仍稳健,大话金融
7494,2020-06-12,【研报掘金】悲观预期充分反映在银行股走势中 目前正是板块布局重要时机,证券时报网
7495,2020-06-12,商业银行行业：债务周期回暖 迎接板块绝对收益期,新浪
7496,2020-06-12,1142只理财子公司产品得以登记，固收类占比近八成,Wind
7497,2020-06-11,京东数科与东方红资管合作推出第二支大数据基金,Wind
7498,2020-06-11,最被看好十大港股：高盛上调美团点评目标价至191港元,新浪
7499,2020-06-11,中金：预计内银不会调整信贷投放计划 看好招行(03968)及邮储银行(01658),智通财经
7500,2020-06-11,中金：料内银下半年信贷投放速度或超出季节性的放缓 看好招行(3968.HK)等,格隆汇
7501,2020-06-11,【招商银行|宏观点评】PPI同比见底——2020年5月物价数据点评,招商银行研究
7502,2020-06-11,银行理财也开始亏钱了！20余只理财产品首见跌破本金,券商中国
7503,2020-06-11,20余只银行理财产品净值跌破本金 该大胆抄底还是忍痛割肉？,21世纪经济报道
7504,2020-06-11,【华泰金融沈娟团队】云开月明，淘沙取金—2020年银行业中期策略【证券研究报告】,华泰金融研究全新平台
7505,2020-06-10,透视银行不良：宁波银行贷款高收益率低不良怎么做到的？浙商银行逾期增速冲到第一 违约失信,新浪
7506,2020-06-10,5月信贷社融点评：企业中长期贷款继续改善是亮点,新浪
7507,2020-06-10,疯了！招行这款现金贷年利率仅3.78%，比工行还低,和讯
7508,2020-06-10,招商银行(03968.HK)获花旗集团增持14.7万股,格隆汇
7509,2020-06-10,说来就来！技术性牛市开始，创业板率先走起！券商集体喊“牛”,Wind
7510,2020-06-09,道达投资手记：货基收益大滑坡 资金未来往哪投？,每日经济新闻
7511,2020-06-09,智度股份：为字节跳动等品牌广告主提供营销服务,Wind
7512,2020-06-09,央行数据显示一季度信用卡逾期率陡升,经济观察网
7513,2020-06-09,北上连买12天，创业板技术性牛市，但6成个股本月却跑输指数,Wind
7514,2020-06-09,银行业零售专题报告：短期零售业务增速放缓 中长期转型趋势不改,新浪
7515,2020-06-09,巨丰数据赢｜北上资金连续11天净流入 该龙头成长空间有望提升,巨丰财经
7516,2020-06-08,【中金固收·资产证券化】ABS一周市场回顾,中金固定收益研究
7517,2020-06-08,【万联银行|中期投资策略】波动向上 强者恒强,万联证券研究所
7518,2020-06-08,【招商银行|宏观点评】结构性修复——2020年5月美国非农就业数据点评,招商银行研究
7519,2020-06-08,大摩：予招商银行(03968)“增持”评级 目标价49.2港元,智通财经
7520,2020-06-08,苹果计划推出Apple Card分期服务 2020信用卡金融机构行业发展前景现状分析,中研网
7521,2020-06-08,晨会聚焦200608重点关注风电专题、电子行业、通信行业、商贸零售行业、半导体专题、IDC行业、紫光股份,国信研究
7522,2020-06-08,【行情】港股银行股走高，渣打集团(02888.HK)涨4.81%，招商银行(03968.HK)涨3.75%，汇丰控股(00005.HK)涨1.48%。,金十数据
7523,2020-06-07,【兴证金融 傅慧芳】直达实体货币政策工具再创新，社融信贷进入披露窗口期——银行业周报（200601—200607）,兴证金融
7524,2020-06-05,北向资金已连续10日净流入，格力电器获净买入4.71亿元居首,Wind
7525,2020-06-05,国债期货再创低点，资金面、利率成本、债市方向一文看清！,Wind
7526,2020-06-05,年薪400万的银行行长怎么样？平安、招商在列！华夏为何只有67万,经济网
7527,2020-06-05,晨会聚焦200605重点关注改性塑料行业、科技商业模式、建筑行业、化工行业、政策点评,国信研究
7528,2020-06-05,银行行业周报：金融11条释放改革红利 关注中小银行资本补充方案出台,新浪
7529,2020-06-05,5月社融数据预测：预计5月社融及信贷增速环比继续上行,新浪
7530,2020-06-05,重磅信号！陈光明放大招：连发18只专户，公募已大赚45%！,中国基金报
7531,2020-06-04,北京市朝阳区50亿元金融活水纾困中小微企业,Wind
7532,2020-06-04,【权益变动】招商银行(03968-HK)获瑞银增持70.95万股,财华社
7533,2020-06-04,招商银行(03968.HK)获UBS Group AG增持70.95万股,格隆汇
7534,2020-06-04,天风证券以天风天睿、天风期货股份质押，申请贷款27亿元,资本邦
7535,2020-06-04,晨会聚焦200604重点关注东方电缆,国信研究
7536,2020-06-04,A股最新动向：2大主力资金同一天发力,Wind
7537,2020-06-03,信用卡业务承压！“领跑者”招行一季度不良猛增,新浪
7538,2020-06-03,两大主力资金会师，北上百亿加仓金融、科技,Wind
7539,2020-06-03,探索票据融资新模式 招行“贴现通”已为700余家企业解决融资难问题,新华网
7540,2020-06-03,存万元每天只赚4毛！余额宝收益低于1年定存被微信碾压？,21世纪经济报道
7541,2020-06-03,银行板块走势强劲,Wind
7542,2020-06-03,科创板AI芯片第一股来了：300亿估值！,中国基金报
7543,2020-06-02,招行代销基金“打一折”，还要啥“其他第三方销售平台”,Wind
7544,2020-06-02,沪、深港通今日大幅分化，北向资金净买入中国平安9.75亿元居首,Wind
7545,2020-06-02,天风证券质押子公司股权申请27亿银行贷款，一季度末账上资金达147亿元,搜狐
7546,2020-06-02,银行行业深度解读中小微企业金融服务系列政策：小微金融政策出炉 结构性利好中小行,新浪
7547,2020-06-02,招商银行(03968.HK)遭贝莱德减持389.45万股 减持股份,格隆汇
7548,2020-06-02,上市公司正负面新闻2020年6月2日星期二,Wind
7549,2020-06-01,6月2日上市公司重要公告集锦：中泰证券将于6月3日在上交所上市,证券日报
7550,2020-06-01,公告点题｜6月1日这些公告有看头,第一财经
7551,2020-06-01,【招商银行|宏观点评】艰难的爬坡——2020年5月PMI数据点评,招商银行研究
7552,2020-06-01,招商银行(03968-HK)获批发行不超过500亿元债券,财华社
7553,2020-06-01,北向资金大幅净流入近105亿元，消费电子、白酒龙头获外资青睐,Wind
7554,2020-06-01,招商银行：获准发行不超500亿元减记型无固定期限资本债券,Wind
7555,2020-06-01,银行行业投资周报：商业银行短期盈利靠规模扩张 长期投资机会依然取决于转型,新浪
7556,2020-06-01,银河证券每日晨报,新浪
7557,2020-06-01,2020年中国信用卡发卡量将达7.4亿涨 2020信用卡行业盈利供需情况及市场前景分析,中研网
7558,2020-05-31,【兴证金融 傅慧芳】金融11条发布释放改革红利，关注中小银行资本补充方案出台 ——银行业周报（200525-200531）,兴证金融
7559,2020-05-30,大家保险“董监高”人选落定！部分来自接管组，近期动作频频,Wind
7560,2020-05-30,机构看好八成以上银行成份股，投资优质银行将获确定性回报,Wind
7561,2020-05-29,顺应新周期 开创新十年——天风证券2019年年度股东大会圆满落幕,财经网
7562,2020-05-29,【招商银行|区域研究】疫情冲击下区域经济的差异变化——2020年一季度区域经济季报,招商银行研究
7563,2020-05-29,北向资金全天净流入51.07亿元，贵州茅台再获净买入5.19亿元连续霸榜,Wind
7564,2020-05-29,银行行业点评：银行股反弹：过度悲观的预期正在改善,新浪
7565,2020-05-29,晨会聚焦200529重点关注在线视频、电力设备新能源、头盔产业链、银行行业、顺络电子,国信研究
7566,2020-05-28,银行Ⅱ行业：银行股为什么逆势上涨？,新浪
7567,2020-05-28,什么情况？大金融板块早盘突然走强,上证报
7568,2020-05-28,信用卡最严风控来临！工行交行招行等多家银行开启降额风暴,金融界
7569,2020-05-28,深化金融改革 强化服务实体,金融界
7570,2020-05-28,晨会聚焦200528重点关注金山软件、滔搏,国信研究
7571,2020-05-27,晨会聚焦200527重点关注免税行业、创新器械盘点、电子行业,国信研究
7572,2020-05-26,【早安新时代】晨会早读：2020/05/26 今日关注：中天科技、招商银行,新时代证券研究
7573,2020-05-26,“日光基”再现！现在股票基金都要卖疯了,时代在线
7574,2020-05-26,[两会]招商银行丁安华：预计今年GDP增速为2.5-2.8% 恢复至疫情前的趋势水平需要极大努力,全景网
7575,2020-05-26,晨会聚焦200526重点关注房地产、美团点评、顺网科技、捷顺科技,国信研究
7576,2020-05-26,【新时代银行团队】招商银行：科技赋能推动零售银行快速转型,新时代证券研究
7577,2020-05-26,招商银行(03968.HK)获执董王良增持3万股A股,格隆汇
7578,2020-05-26,弯道超车 百年交行迎70后行长刘珺,时代周报
7579,2020-05-25,银行消费贷大起底：银行对优质客户的争夺将更加激烈,新浪
7580,2020-05-25,从银行角度看两会工作报告：宽信用政策延续 中小银行享受利好,新浪
7581,2020-05-25,晨会聚焦200525重点关注阿里巴巴,国信研究
7582,2020-05-25,电商直播成消金营销推广新战场？招行李佳琦VS浦发薇娅,GPLP犀牛财经
7583,2020-05-25,招商银行(600036)首次覆盖报告：科技赋能推动零售银行快速转型,新浪
7584,2020-05-25,如果银行业利润年内出现零增长或负增长，将意味着什么？,中财网
7585,2020-05-24,天风证券“红五月”总量策略会演讲纪要,Wind
7586,2020-05-23,金融继续支持实体—银行业投资观察,麦高bank
7587,2020-05-22,【招商银行|行业点评】房地产指标如期修复，土地市场表现亮眼——国家统计局1-4月房地产数据点评,招商银行研究
7588,2020-05-22,野村：料内银今年收入增长稳定首选建行(0939.HK)等,格隆汇
7589,2020-05-22,22载相伴砥砺前行 数字化新时代铿锵致远 ——招商银行南昌分行服务江西22年,云南经济新闻网
7590,2020-05-22,业绩解读 | 上市银行盈利增速平稳，疫情影响有限,东方金诚
7591,2020-05-22,苏州工业园区国有资产控股发展：“20苏国资SCP001”募集资金用途变更,Wind
7592,2020-05-22,内银股全线下跌招商银行(3968.HK)跌超4%领跌 连续下跌,格隆汇
7593,2020-05-22,5月22日券商晨会研报汇编,证券日报
7594,2020-05-22,晨会聚焦200522重点关注天能重工,国信研究
7595,2020-05-21,全员出动！为拿下银行理财子公司，券商拼了,中证报
7596,2020-05-21,招商银行今日大宗交易成交17.31万股，成交价34.73元溢价0.0%,Wind
7597,2020-05-21,刘明彦：银行扩大个人房贷规模反而会推高房价,网易
7598,2020-05-21,慧捷科技新三板退市“赴考”科创板 单一客户收入占比较高,资本邦
7599,2020-05-21,天风总量：是处变不惊还是进退维谷？,固收彬法
7600,2020-05-21,机构：优质零售银行仍是稳健收益好选择,中国财富网
7601,2020-05-20,上市银行2019年及2020年一季度业绩点评：上市银行盈利增速平稳 疫情影响有限,新浪
7602,2020-05-20,【券商聚焦】交银国际：手机银行生态系统赋能零售业务 招行将领跑,凤凰网
7603,2020-05-20,银行板块午后拉升，银行ETF一度跃升近1%,Wind
7604,2020-05-20,银行股午后拉升，青农商行涨超5%,Wind
7605,2020-05-20,年内1400亿元银行股解禁潮来袭，近9成银行股破净,21世纪经济报道
7606,2020-05-19,【中信建投银行杨荣】银行业周报219期：《因势而变的必要调整》,eResearch杨荣团队
7607,2020-05-19,【中信建投银行杨荣】周报230期：《4 季度银行股有哪些催化剂？》,eResearch杨荣团队
7608,2020-05-19,【中信建投银行杨荣】招商银行（600036）三季报简评：《零售边际改善显著，环比息差升不良降》,eResearch杨荣团队
7609,2020-05-19,【中信建投银行杨荣】2季度基金持仓简评：《二季度继续减持，看好底部反弹》 减持股份,eResearch杨荣团队
7610,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
7611,2020-05-19,【中信建投银行杨荣】周报228期：《扩容债转股投资主体，加快不良资产处置》,eResearch杨荣团队
7612,2020-05-19,【中信建投银行杨荣】银行业周报216期：《并购是主流吗？》,eResearch杨荣团队
7613,2020-05-19,【中信建投银行杨荣】行业简评：全面解读《人民银行法（修订稿）》：《推进现代中央银行制度，金融更好服务实体经济》,eResearch杨荣团队
