,2021-12-31,金融科技破解西安医药企业资金难题，平安银行全力支持抗疫,凤凰网
6112,2019-10-23,平安银行三季报维持高增增速放缓 银行股全线飘绿 盈利能力下降,21世纪经济报道
6113,2019-10-23,碧桂园·美好中国 ESG100 指数月度运行报告（10月）,新浪
6114,2019-10-23,一度大跌4%的平安银行 三季报有这么差吗？,格隆汇
6115,2019-10-23,平安银行经营性现金流转正 个贷突破1.27万亿增10%,长江商报
6116,2019-10-23,【天风Morning Call】晨会集萃20191023,天风研究
6117,2019-10-23,"平安银行2019年三季报点评:净利润保持高增长,资产质量平稳,风险抵补能力提升",东莞证券
6118,2019-10-22,郑眼看盘：权重股表现低迷 大盘仍然有反复,每日经济新闻
6119,2019-10-22,平安银行前三季净利润同比增15.5% 战略转型取得明显成效,证券日报
6120,2019-10-22,北向资金小幅净流入近3亿元，华泰证券连续两日获外资大额买入,Wind
6121,2019-10-22,平安银行：三季度净息差环比略有下行,证券时报网
6122,2019-10-22,两市集体反弹走强 创业板指涨1.36% 科技类板块情绪回暖,腾讯网
6123,2019-10-22,30公司获得增持评级-更新中,中财网
6124,2019-10-22,【异动股】银行板块下挫，紫金银行(601860-CN)跌4.43%,财华社
6125,2019-10-22,【民生金融】利润高增长，零售快转型—平安银行三季报点评,MS非银金融
6126,2019-10-22,业绩高增后略有回落，平安银行领跌银行板块 盈利能力下降,第一财经
6127,2019-10-22,平安银行：资产质量总体平稳 有望转型为优质银行,证券时报网
6128,2019-10-22,银行股早盘全线走低,Wind
6129,2019-10-22,银行股全线飘绿 平安银行跌4% 连续下跌,e公司
6130,2019-10-22,平安银行前三季净利润236.21亿元，同比增15.5% 核心一级资本充足率9.75%,新华网
6131,2019-10-22,银行股回调走弱 平安银行跌逾2%,证券时报网
6132,2019-10-22,平安银行3季报详细解读：业绩高增后略有回落,新浪
6133,2019-10-22,中信证券：平安银行业绩维持高增，转型稳步推进,第一财经
6134,2019-10-22,平安银行前三季度实现净利236.21亿元 同比增长15.5%,新浪
6135,2019-10-22,平安银行前三季度营收逾千亿元 以科技推动数据化经营,中证报
6136,2019-10-22,中原银行旗下子公司被指沦为“714高炮”通道,投资者网
6137,2019-10-22,平安银行前三季度净利增长逾15%，私行财富客户增长近三成,经济观察网
6138,2019-10-22,"平安银行:营收增速提升,息差环比收窄",证券之星
6139,2019-10-22,"平安银行2019年三季报点评:ROE持续上行,单季度利润创新高",东吴证券
6140,2019-10-22,"平安银行2019年三季报点评:不负众望,自身基本面继续超预期",长城证券
6141,2019-10-21,7折甩卖:乐视大厦遭拍卖起价6.8亿 孙宏斌会出手吗？,新浪
6142,2019-10-21,平安银行前三季度实现营收1029.58 亿元 同比增18.8%,国际金融报
6143,2019-10-21,平安银行前三季净赚236亿元 三季度获陆股通增持逾7亿股,大众证券报
6144,2019-10-21,公告精选：平安银行前三季度净利同比增15.5%；歌尔股份拟5亿元至10亿元回购股份,e公司
6145,2019-10-21,平安银行前三季度零售AUM大增32% 北向资金持股数单季度翻番,证券时报
6146,2019-10-21,中国平安(02318.HK)：平安银行前三季度纯利增长15.5%至236.21亿元,格隆汇
6147,2019-10-21,平安银行(000001.SZ)前三季净利升15.5%至236.21亿元 拨备覆盖率达186.18%,格隆汇
6148,2019-10-21,平安银行：前三季度净利236.2亿 同比增15.5%,e公司
6149,2019-10-21,平安银行：前三季度净利润236.2亿元，同比增15.5%,Wind
6150,2019-10-21,银行板块逆势上扬,Wind
6151,2019-10-21,50股获券商买入评级 天邦股份目标涨幅达107.89%,Wind
6152,2019-10-21,北京信用卡涉房交易调查:密集调控 信用卡购房被叫停,中新经纬
6153,2019-10-18,上海银行业再地震 平安银行两任上海分行行长被查 自然灾害,新浪
6154,2019-10-18,四季度银行股配置价值凸显 6股投资正当时,中证报
6155,2019-10-17,绿叶制药(02186.HK)控股股东绿叶制药投资解除5.46亿股股份押记,格隆汇
6156,2019-10-17,北向资金净流入逾17亿元，中国平安连续5日获净买入,Wind
6157,2019-10-17,平安银行两任上海分行行长前后脚被查，今年已逾36名金融官员落马 其他违规处罚,券商中国
6158,2019-10-17,北向资金今年净流入逾2000亿：十大重仓股也值得你高看一眼！,格隆汇
6159,2019-10-17,高管增持要不要跟进？银行股四季度有无行情？,经济日报
6160,2019-10-17,平安银行回应上海分行行长冷培栋被立案调查：冷培栋因个人原因被立案调查 其他违规处罚,Wind
6161,2019-10-17,平安银行午后快速下行，现跌逾1%,Wind
6162,2019-10-17,中国十大私人银行上半年“成绩单”,新浪
6163,2019-10-17,平安银行上海分行行长冷培栋、前任行长杨华被带走调查 其他违规处罚,Wind
6164,2019-10-16,信用卡涉房交易阀门收紧，两月来6家银行明令禁止“透支买房”,第一财经
6165,2019-10-16,银行板块下挫 平安银行跌近3%,证券时报网
6166,2019-10-16,银行板块再度跳水,Wind
6167,2019-10-16,【天风|银行】关于9月金融数据的几点看法,志明看金融
6168,2019-10-15,高盛：维持招行(3968.HK)、平安银行(000001.SZ)等“买入”评级,格隆汇
6169,2019-10-15,银行业的大分化时代，该如何投资银行股？,YY港股圈
6170,2019-10-15,金融股再度集体爆发 34亿资金联手买入银行股,信息时报
6171,2019-10-15,汽车寒冬！这个数连降15个月，基金经理却说汽车股买点来了,中国基金报
6172,2019-10-14,沪指已上攻至成交密集区 投资机会突出,证券时报
6173,2019-10-11,高盛：予平安(000001.SZ)、招行(3968.HK)等“买入”评级,格隆汇
6174,2019-10-11,【异动股】银行板块拉升，青农商行(002958-CN)涨4.19%,财华社
6175,2019-10-11,三家车企否认“破产”传闻 车市寒冬企业面临洗牌,中证网
6176,2019-10-10,平安银行一则通知刷屏：中国4大车企将破产？回应来了,中国基金报
6177,2019-10-10,四家车企年底将进入破产程序？三家否认，众泰已报警 减资破产,和讯
6178,2019-10-09,银行缩减消费金融的原因找到了：不良攀升 屡遭处罚,经济观察报
6179,2019-10-09,银行股全线飘红，这些低估值的优质中型银行值得关注,第一财经
6180,2019-10-09,贵州茅台登四大券商金股榜 券商称10月份A股将先抑后扬,证券日报
6181,2019-10-08,港股异动丨银行股再度走强 拨备覆盖率新规持续发酵,格隆汇
6182,2019-10-08,多因素共振银行股集体走强，平安银行再创新高,第一财经
6183,2019-10-08,银行板块开始发力,Wind
6184,2019-10-07,银行冠华 | 10月策略: 重抓中间，首选兴业,大话金融
6185,2019-09-30,北向资金净流出6.35亿元，贵州茅台、五粮液等白酒股遭净卖出,重庆商报
6186,2019-09-30,北向资金今日小幅净流出6.34亿元，五粮液遭抛售逾4亿元,Wind
6187,2019-09-30,政策利好加持，四季度的银行股值得投资吗？,格隆汇
6188,2019-09-29,平安银行将于10月16日起公开竞价金立系列7笔债权,新浪
6189,2019-09-28,巨丰原创：旧时代已然落幕 A股新动能破茧而出,巨丰财经
6190,2019-09-28,两融余额维持较高水平，调仓消费与科技股,Wind
6191,2019-09-27,刘连舸：挥动“手术刀”再造中行大个金条线,新浪
6192,2019-09-27,银河证券：银行板块防御与反弹攻守兼备，给予“推荐”评级,证券时报网
6193,2019-09-27,华夏银行、平安银行获香港银行牌照 香港持牌银行扩容至164家,每日经济新闻
6194,2019-09-27,华夏银行、平安银行获香港金管局银行牌照,澎湃新闻
6195,2019-09-27,银行股赚钱效应渐显,中国经济时报
6196,2019-09-26,平安银行：赎回面值95.89万元的“平银转债” 占发行总额的0.0037%,中证网
6197,2019-09-26,公告精选：牧原股份预计前三季净利超10亿；振静股份修订重组预案,e公司
6198,2019-09-26,北向资金净流入24.99亿元，贵州茅台净卖出3.71亿元再度居首,Wind
6199,2019-09-26,平安银行(000001.SZ)获得香港金融管理局银行牌照,格隆汇
6200,2019-09-26,平安银行：获得香港金融管理局银行牌照 成为香港持牌银行,e公司
6201,2019-09-26,香港金管局：授予平安银行、华夏银行、卡塔尔国家银行银行牌照,Wind
6202,2019-09-26,高盛：吁买入平安银行(000001.SZ)、招商银行(3968.HK)等,格隆汇
6203,2019-09-26,银行板块延续昨日强势,Wind
6204,2019-09-26,[银行|10月策略]关注年底估值切换，首推兴业银行,志明看金融
6205,2019-09-26,巨丰早评：大盘上行后顾之忧扫除,巨丰财经
6206,2019-09-26,A股主题投资路线图浮现，蓝筹不慢主题更快,Wind
6207,2019-09-25,银行永续债发行提速：年内八家银行已发行4100亿，还有3600亿发行计划在路上,Wind
6208,2019-09-25,A股共发生133宗大宗交易成交33.72亿元（9月25日）,Wind
6209,2019-09-25,北向资金今日净流入4.93亿元，贵州茅台、美的集团遭抛售逾3亿元,Wind
6210,2019-09-25,A股异动 | 银行股发力护盘 北上资金增配银行板块,格隆汇
6211,2019-09-25,早盘复盘：A股科技股全线大跌资金流出明显，港股科网及纸业股跌幅靠前 连续下跌,格隆汇
6212,2019-09-25,金融板块集体拉升,Wind
6213,2019-09-24,3000点得而复失 北向资金公募齐加仓,中证网
6214,2019-09-24,*ST保千重组造假余震仍在 这家券商两名主办人遭罚 欺诈造假,券商中国
6215,2019-09-24,同是科技股却冰火两重天 这批股票最近“熄火”跌坏了,证券时报
6216,2019-09-24,"金融地产行业研究部三循环周报:一年期LPR继续下降,国务院印发《交通强国建设纲要》",申万宏源
6217,2019-09-23,平安银行信用卡强势“去IOE” 新核心系统首战告捷,网贷之家
6218,2019-09-23,平安银行(000001.SZ)给予平安租赁综合授信额度60亿元,格隆汇
6219,2019-09-23,北向资金今日净流出15.31亿元，平安银行逆市连续7日获增持,Wind
6220,2019-09-20,历史次高：北向资金单日净入148亿，年内已流入1800亿,澎湃新闻
6221,2019-09-20,用户数超1600万，平安证券APP连续三年蝉联“受投资者认可的十大券商APP”,每经网
6222,2019-09-20,北向资金净买入平安银行、中国平安、五粮液,证券时报网
6223,2019-09-20,平安银行业内首发线上黄金回购业务 AI赋能破局行业痛点,新华网
6224,2019-09-20,招行自称APP用户破亿背后：行业内第一但仅为支付宝用户1/10,运营商财经网
6225,2019-09-20,北上资金继续加仓白酒银行股,Wind
6226,2019-09-19,北向资金连续两个交易日净流入：净买入9.88亿元平安银行,澎湃新闻
6227,2019-09-19,数据复盘｜30亿主力资金流入电子行业 北向资金买入平安银行,证券时报网
6228,2019-09-18,平安银行：平银转债停止交易,Wind
6229,2019-09-18,平安银行转型零售获成效 存款成本仍居高不下,红周刊
6230,2019-09-18,最后2小时！这类投资人或面临20%损失 3分钟教你如何自救,中证报
6231,2019-09-18,消费金融新格局,经济观察网
6232,2019-09-18,“北极星指标”下的银行APP：如何避免被“通道化”,21世纪经济报道
6233,2019-09-17,"中国最""土豪""定投100万起步 平安、招行率先出手",第一财经
6234,2019-09-17,部分上市银行信用卡不良率有所抬头,中保网
6235,2019-09-16,北上资金尾盘突袭买入，行业龙头及白马仍是外资最爱,Wind
6236,2019-09-16,科技赋能再添重要成果 平安证券业内首推智慧PB服务方案,上证报
6237,2019-09-16,招行与中信代销保费均增超80%，平安团险中间业务收入增7倍,Wind
6238,2019-09-16,全国性股份制银行上半年代销保险PK：招行与中信代销保费均增超80% 平安团险中间业务收入增7倍,证券日报
6239,2019-09-16,深圳A股公司上半年近九成盈利 支柱产业公司表现不俗,证券日报
6240,2019-09-14,监管严查信用卡资金流入房地产,中国经营报
6241,2019-09-12,谁动了银行低成本存款的奶酪,红周刊
6242,2019-09-12,买买买！北向资金持续加码 这类股严重滞涨（名单）,证券时报
6243,2019-09-11,上市银行 量升价稳质优 估值提振可期,财富动力网
6244,2019-09-10,消费金融下半场：跑马圈地的时代正在远去,经济观察网
6245,2019-09-09,部分银行消费贷踩刹车 不良率集体逆势上升 资产异常,中投网
6246,2019-09-09,三个月千亿外资已入场，扫货消费、科技，42股买入超2%,Wind
