,2021-12-31,新能源汽车产业还有哪些投资机会？产业投融资面临哪些难点挑战？这场重磅年会给出答案,证券时报网
6628,2019-07-10,"汽车和汽车零部件行业:双积分政策修正,助力行业健康发展",平安证券
6629,2019-07-09,中国车市半年盘点：六成上市汽车公司销量下滑 盈利能力下降,21世纪经济报道
6630,2019-07-09,销售数据惨淡 港股汽车板块个股普跌,中证网
6631,2019-07-09,汽车：工信部正牵头编制《新能源汽车产业发展规(2021-2035)》2021-2023年双积分意见稿即将出台 荐6股,东北证券
6632,2019-07-09,下半年近20款电动SUV上市，奔驰奥迪红旗领衔“新兵连”,第一电动网
6633,2019-07-09,广汽传祺品质怎么样？这场百辆订单交车仪式上，我们看到了答案,盖世汽车
6634,2019-07-09,【国泰君安国际速评】广汽集团(02238.HK): 两田保持强势，传祺渠道库存堪忧,国泰君安证券香港
6635,2019-07-09,"汽车行业周报:车企分化,静待拐点",联讯证券
6636,2019-07-08,会战B端市场 新旧车企角力“小利大事”,和讯
6637,2019-07-08,张青松退任广汽集团(02238)执行委员会委员,智通财经
6638,2019-07-08,广汽集团(02238.HK)拟增加长沙广汽品牌销售园项目一期投资,格隆汇
6639,2019-07-08,产销融合聚力前行广汽菲克一体化运营拥抱新面貌,中国经营报
6640,2019-07-08,广汽集团上半年累计销量接近100万辆,汽车之家
6641,2019-07-08,广汽上半年销量破百万：日系包揽7成,车质网
6642,2019-07-08,"汽车行业周报:2018年双积分情况公布,企业表现分化",上海证券
6643,2019-07-08,汽车行业指标追踪周报:汽车个股估值追踪(截至2019.07.07),国海证券
6644,2019-07-07,汽车核心资产系列【广汽集团H】6月传祺批发转正,学学看汽车
6645,2019-07-07,汽车：四部委公布2018年双积分成绩 自主品牌表现占优,川财证券
6646,2019-07-07,两市共有93只个股连涨3日以上，卓胜微连涨13日涨幅245.18%,Wind
6647,2019-07-07,广汽集团(02238-HK)6月销量按年升5.59%,财华社
6648,2019-07-06,广汽集团上半年终端销量超102万 增长近7%,新浪
6649,2019-07-06,广汽集团也开始下滑，日系合资还能为其撑到几时？,盖世汽车
6650,2019-07-05,广汽菲克管理层齐心应变，一体化运营未来可期,每经网
6651,2019-07-05,广汽集团(601238.SH)6月汽车销量达18.897万辆 同比逆势增长5.59%,格隆汇
6652,2019-07-05,广汽集团：6月份汽车销量同比增5.59%,e公司
6653,2019-07-05,广汽集团6月份完成汽车销量18.90万辆，同比增长5.59%,Wind
6654,2019-07-05,恒指小幅收跌新城系走弱，大市成交额创逾5个月新低,Wind
6655,2019-07-05,广汽为什么敢搞滴滴都玩不转的打车业务,车质网
6656,2019-07-05,不等顺风车 滴滴问路新能源,北京商报
6657,2019-07-04,汽车：国六提前上马 荐3股,国盛证券
6658,2019-07-04,双积分核算：比亚迪优势明显，广汽东风压力较大，长城进步显著,金车研究
6659,2019-07-03,电气设备：国产车型加速节能减排 荐3股,长城证券
6660,2019-07-03,本田汽车6月中国销量同比增37.4%,Wind
6661,2019-07-03,广州国资“出城记”,证券时报
6662,2019-07-03,新旧势力加速交融 上半年整车企业合资/建厂一览,盖世汽车
6663,2019-07-02,新能源车要涨价？别慌，补贴退坡后这些车企给了回应,南方网
6664,2019-07-02,汽车：《氢能源及燃料电池产业白皮书》发布 国标升级去库存效果加速显现,中信建投
6665,2019-07-02,滴滴尚走不出巨亏，“如祺”们如何能摆脱烧钱模式？,Ofweek
6666,2019-07-02,广汽集团续走高逾4%破100天线 获大摩上调至增持评级,新浪
6667,2019-07-02,"汽车行业周报:回暖可期,积极布局优质车企",联讯证券
6668,2019-07-02,汽车及零部件行业2019年中期策略报告:弱复苏、强龙头,平安证券
6669,2019-07-01,广汽集团：副总经理李少先生于6月28日累计减持公司股份约16万股 减持股份,Wind
6670,2019-07-01,"汽车行业6月行业动态报告:下游销量跌幅收窄,新能源汽车增速稳定",证券之星
6671,2019-06-28,【权益变动】广汽集团(02238-HK)获摩根大通增持692.58万股,财华社
6672,2019-06-27,新老造车势力疯抢移动出行“大蛋糕” 加速进入为哪般？,盖世汽车
6673,2019-06-27,车云日报 | 苹果收购自动驾驶公司Drive.ai，北京取消纯电动汽车市级财政补助,车云
6674,2019-06-27,港股异动丨广汽集团涨逾3% 与滴滴等合作推“如祺出行”进军网约车,格隆汇
6675,2019-06-27,广汽集团牵手滴滴发布“如祺出行”项目,盖世汽车
6676,2019-06-27,网约车的市场又热闹起来，腾讯力挺的如祺出行正式上线,爱范儿
6677,2019-06-26,“如祺出行”正式上线，由广汽、腾讯等联合推出,Wind
6678,2019-06-26,滴滴与广汽集团深化合作 “洪流联盟”进一步落地,e公司
6679,2019-06-25,马化腾落子如祺，十面埋伏合围滴滴再添新军,和讯
6680,2019-06-25,广汽集团注册资本新增约4.6亿元,每经网
6681,2019-06-25,汽车行业周报:零售数据回暖-190624,联讯证券
6682,2019-06-24,众诚保险以科技创新金融业务 拓展粤港澳大湾区市场,证券日报
6683,2019-06-24,应对恒大？广汽悄然新增4亿6000万注册资本,腾讯网
6684,2019-06-24,广汽集团注册资本增加至30余亿元,新浪
6685,2019-06-24,广深释放18万增量，为何广汽菲克更值得关注？,盖世汽车
6686,2019-06-24,销量不振 广汽集团称暂无打算下调目标,中国经营报
6687,2019-06-24,从风口坠落的广汽菲克 产能无处安放,车质网
6688,2019-06-22,三座城市一周内发放74张路测牌照，自动驾驶汽车测试里程超600公里,第一电动网
6689,2019-06-22,日系车好卖，拉动这家汽车金融公司零售增长41%,21经济网
6690,2019-06-21,车市寒冬下 车企高管减持股票套现成风 减持股份,国际金融报
6691,2019-06-21,广汽腾讯联手网约车平台上线 滴滴慌了吗？,格隆汇
6692,2019-06-21,广汽入局网约车“虎口夺食” 为新能源车增加分销渠道？,每日经济新闻
6693,2019-06-21,港股异动︱广汽集团涨逾3% 获广州首批自动驾驶路测牌照,格隆汇
6694,2019-06-21,广汽获广州首批智能网联汽车路测牌照,搜狐
6695,2019-06-21,如祺出行将在本月内率先于广州上线,太平洋汽车网
6696,2019-06-21,从小马达到5G 日本电产的中国战略布局,汽车之家
6697,2019-06-20,合创、合作、压宝出行 广汽集团为何遍地撒网难见鱼？,GPLP犀牛财经
6698,2019-06-20,广州为广汽集团、小马智行等6家企业发放自动驾驶路测牌照,牛华网
6699,2019-06-20,最前线丨广州发放24张自动驾驶路测牌照 文远知行、广汽、AutoX获准,和讯
6700,2019-06-20,广州发首批自动驾驶路测牌照 AutoX、广汽、文远知行等获准,腾讯网
6701,2019-06-20,如祺出行上线：广汽与腾讯“新生儿”的“求生之路”,盖世汽车
6702,2019-06-20,"汽车行业中期策略:政策逐步落地,静待行业拐点",联讯证券
6703,2019-06-19,郁俊：进一步增强传祺品牌在中东市场的影响力,证券之星
6704,2019-06-18,网约车“圈地大战”再起？广汽集团于广州上线“如祺出行”,21世纪经济报道
6705,2019-06-18,"汽车行业周报:5月销量继续下滑,静待行业拐点",联讯证券
6706,2019-06-17,广汽集团(02238.HK)董事会审议通过广汽商贸商品车水运合资项目议案,格隆汇
6707,2019-06-17,广汽集团(02238.HK)将于6月25日派A股息每股0.28元,格隆汇
6708,2019-06-17,更安心 更有归属感 台湾专业人士的广东工作印记,新华网
6709,2019-06-17,"汽车行业:5月乘用车销量同比跌幅收窄,市场持续回暖",证券之星
6710,2019-06-16,汽车：5月新能源车销量受国五清库影响较大 荐2股,德邦证券
6711,2019-06-14,点评 | 没有对比就没有伤害 广汽传祺还能完成“小目标”吗？,和讯
6712,2019-06-14,香港恒生指数午盘跌0.52%报27153.63点,Wind
6713,2019-06-14,第一届中国汽车质量技术大会成功举办,证券之星
6714,2019-06-14,广州新能源汽车产业如何领跑大湾区？,南方网
6715,2019-06-14,广汽新能源6+3超级服务计划把客户变成用户,盖世汽车
6716,2019-06-13,5月车市众生相：刺激与甩卖并存，自主跌跌不休，合资加紧蚕食,盖世汽车
6717,2019-06-12,中汽协5月销量解读：五大板块集体下跌 新能源车同比仅增1.8%,盖世汽车
6718,2019-06-12,工信部发布第5批新能源车推荐目录，理想ONE/欧拉R2等3453款车型入选,第一电动网
6719,2019-06-12,油价创年内最大降幅，手持这4类股票的股民要笑了,凤凰网
6720,2019-06-12,跌跌不休连跌12个月5月份乘用车销量仍未止跌汽车业怎么了？,券商中国
6721,2019-06-12,深度库存达2.3 广汽传祺切换国六压力大,盖世汽车
6722,2019-06-12,"汽车和汽车零部件行业研究:终端促销清库零售环比改善,市场需求仍待激发",国金证券
6723,2019-06-11,恒大投1600亿在广州建新能源车基地，广汽遇劲敌,第一财经
6724,2019-06-11,【太平洋汽车】广汽集团：日系持续逆势增长，自主品牌降幅收窄,白宇汽车行研
6725,2019-06-11,广汽集团(601238)公告称，广汽转债自6月17日至本次权益分派股权登记日间将停止转股。,中国金融信息网
6726,2019-06-11,汽车观察：广汽集团能否完成全年增长目标关键在广乘,时代在线
6727,2019-06-11,广汽集团5月销量同比下降3.59% 广菲克/三菱/自主品牌下滑严重 盈利能力下降,搜狐
6728,2019-06-11,广汽菲克5月刷新年内月度跌幅 1-5月累计销量3.07万辆,搜狐
6729,2019-06-11,【国泰君安国际速评】广汽集团(02238.HK): 5月销量同比跌3.6%,国泰君安证券香港
6730,2019-06-11,广汽5月销量下滑3.6% 日系贡献7成,车质网
6731,2019-06-11,5月产销快报出炉：超八成车企销量增长率为负,盖世汽车
6732,2019-06-11,日系合资品牌占比超7成 广汽集团销量16.85万,网通社
6733,2019-06-11,19股获券商买入评级 瀚蓝环境目标涨幅达46.53%,Wind
6734,2019-06-11,盖世晨报｜凯迪拉克XTS将于10月停产/FF和九城合资的新能源汽车项目落户呼和浩特 经营问题,盖世汽车每日速递
6735,2019-06-11,"汽车行业周报:发改委发布促消费方案,取消新能源汽车限行限购",上海证券
6736,2019-06-10,广汽集团发布5月产销快报 两“田”成销量支柱,中国网
6737,2019-06-10,同比降低3.6% 广汽集团发布5月产销快报,盖世汽车
6738,2019-06-09,汽车：国五清库最后冲刺 国家禁止限购新能源车,德邦证券
6739,2019-06-06,广汽集团(02238.HK)6月中下旬部分时间激励对象将限制行权,格隆汇
6740,2019-06-06,广汽集团(02238.HK)前5月销量超81万辆 广丰大增25.12%,格隆汇
6741,2019-06-05,传祺销量同比大降40%，自主精英也要倒在寒冬？,财华社
6742,2019-06-05,汽车：5月新能源乘用车合格证同比增长48% 客车受高基数影响大幅下滑,广发证券
6743,2019-06-05,一季度广东新能源汽车产量增长252.1%,南方网
6744,2019-06-04,广汽集团(02238.HK)：累计约15.53亿元“广汽转债”已转换成股票,格隆汇
6745,2019-06-04,广汽集团(02238.HK)5月股票期权激励计划行权118万股,格隆汇
6746,2019-06-04,汽车行业周报:车辆限购放松预期逐步兑现,联讯证券
6747,2019-06-03,广汽集团重申其合作伙伴不打算变更合资公司股权,Wind
6748,2019-06-03,汽车：广深放宽汽车配额 荐5股,申万宏源
6749,2019-06-03,"2019年汽车行业4月月报:市场处预期与销量双底,建议聚焦终端零售改善",申万宏源
6750,2019-06-02,"汽车界""救市""来了！18万新车牌落户深圳广州，分给谁？怎么分？这类A股要火了",中国基金报
6751,2019-06-01,产销不佳 代工难谋自救 长安汽车沉浮录,中国经营报
6752,2019-05-31,2019格隆汇首届大中华区A股最佳上市公司评选名单揭晓,格隆汇
6753,2019-05-30,广汽跌逾2%暂最差国指股 中金料汽车新政成效有限,新浪
6754,2019-05-29,新车下线又融资百亿，持续亏损的蔚来要「进京」圈地建厂了 亏损,爱范儿
6755,2019-05-29,汽车限购政策放宽影响几何？行业拐点有望提前到来 多股有望受益,证券时报网
6756,2019-05-29,蔚来股价创历史新低后，冲喜的是“100亿框架投资+ES6下线”,Ofweek
6757,2019-05-29,工厂落地北京？蔚来获100亿元政府投资,汽车之家
6758,2019-05-29,华为与自主品牌车厂合作逐步落地，全面布局五大领域，加速智能汽车商用,中信建投证券研究
6759,2019-05-28,蔚来汽车Q1季报图解：净亏26亿 交付3989辆ES8 亏损,新浪
6760,2019-05-27,是春光易逝，还是青山不改，华为汽车概念股的未来何续何存，拭目以待。,财华社
6761,2019-05-27,汽车行业周报:车辆购置税新政发布,联讯证券
6762,2019-05-24,"2019Q1汽车行业基金持仓分析:整体持仓市值虽有所上升,但占比仍处历史低位,确定性龙头仍为核心偏好",正点财经
6763,2019-05-24,"汽车行业周报第18期:4月零售跌幅收窄,预计Q3零售转正,继续推荐乘用车+双击零部件",东北证券
6764,2019-05-23,【招商汽车|政策深度】双积分专题：双积分保障新能源乘用车36%复合增速“底线”,招商汽车研究
6765,2019-05-23,传祺难续“传奇”？加价卖车被“断裂门”尽毁,新浪
6766,2019-05-23,广汽集团：今年拟把传祺汽车销售扩大至12个新国家,新浪
6767,2019-05-23,扩内需促消费国常会放重磅信号新一轮下乡刺激汽车股再度活跃,财华社
6768,2019-05-22,【国盛固收&汽车】汽车行业可转债深度梳理：下篇,郁言债市
6769,2019-05-22,广汽集团：新推出纯电动车型已收到近5万台订单,e公司
6770,2019-05-22,"广汽集团自主品牌拖累营收 能否解""冰与火""销量之局",投资者网
6771,2019-05-21,广汽蔚来新品牌正式发布“合创”缔造未来,汽车产经网
6772,2019-05-17,FCA财报：利润下降29% 中国市场“拖后腿” 盈利能力下降,新浪
6773,2019-05-17,广汽集团财报解读：增速放缓，日系“漂亮”业绩背后的危与机,搜狐
