,2021-12-31,中国人保推出HarmonyOS智能座舱车载保险,中国金融新闻网
3105,2018-11-14,中国人保：将于11月16日在上交所上市,Wind
3106,2018-11-14,中国人保16日在上交所上市,中证网
3107,2018-11-12,中国人保首次发行18亿股 每股3.34元,资本邦
3108,2018-11-12,中国人保公布首次公开发行A股发行结果 大量网下发行股票回拨至网上,北京商报
3109,2018-11-11,中国人保：逾200万股新股遭弃购，弃购金额超700万元,Wind
3110,2018-11-11,中国人保：逾200万股新股遭弃购 弃购金额超700万元,e公司
3111,2018-11-10,IPO周报：药明康德H股上市获批，同程艺龙通过上市聆讯,资本邦
3112,2018-11-10,权重搭台题材唱戏高潮结束 下一波赚钱窗口何时到来？,巨丰财经
3113,2018-11-08,首秀！四只“独角兽基金”获配中国人保3.14亿股,中金在线
3114,2018-11-08,和信投顾：保险公司（A股）——总体盈利背景中增速分化,中金在线
3115,2018-11-08,中国人保 601319什么时候上市？中国人保上市时间一览,银行信息港
3116,2018-11-08,CDR基金获配金融股引投资者质疑 业内称符合合同约定,新浪
3117,2018-11-08,巨丰视角：集中炒作或暂告一段落,巨丰财经
3118,2018-11-08,中国人保网上申购中签率0.4389％ 共有7家战略投资者,每日经济新闻
3119,2018-11-08,独角兽基金首次配售出手中国人保 四产品共获配3.14亿股,21世纪经济报道
3120,2018-11-08,首批4只CDR基金终于有了大动作：获配3.14亿股中国人保股份,每日经济新闻
3121,2018-11-08,中国人保网下发行初步配售结果及网上中签结果,资本邦
3122,2018-11-08,今日新股中签查询：中国人保公布中签号 你中了吗？,银行信息港
3123,2018-11-08,中国人保公布战略投资者名单 4只战略配售基金在列,中证网
3124,2018-11-08,首批4只CDR基金终于有了大动作：获配3.14亿股中国人保股份,中财网
3125,2018-11-08,独角兽基金首次参与战略配售 战略投资中国人保,金融界
3126,2018-11-07,中国人保：中签结果出炉 中签号码超91万个,e公司
3127,2018-11-07,中国人保中签号共91万个，四只独角兽基金参与战略配售,Wind
3128,2018-11-07,中国人保一季度投资收益率跳水 第二季度净利润下滑 盈利能力下降,金融界
3129,2018-11-07,中国人保首次公开发行A股网上申购中签率为0.44%,中保网
3130,2018-11-07,780319中国人保中签率出炉 中签率中签率0.4389%,银行信息港
3131,2018-11-07,780319中国人保中签号码查询 601319中签号是多少？,银行信息港
3132,2018-11-07,巨丰原创：中国人保上市打响沪指冲关2700的发令枪,巨丰财经
3133,2018-11-07,今日新股中签查询：中国人保公布中签率仅为0.4389% 你能中吗？,银行信息港
3134,2018-11-07,中国人保集团6日进行网上网下申购 发行价格3.34元,证券时报
3135,2018-11-07,多机构看好回A估值空间 中国人保顶格申购打新或必中,21世纪经济报道
3136,2018-11-06,公告精选：世纪华通拟298亿元收购盛跃网络；恒大入股广汇集团交易已完成,每日经济新闻
3137,2018-11-06,中国人保：网上发行最终中签率约0.4389%,e公司
3138,2018-11-06,人保资产设纾困质押风险专项产品，总规模不超过300亿元,Wind
3139,2018-11-06,中国人保A股申购今日开启,和讯
3140,2018-11-06,年内第二只启动战略配售的新股来了，顶格申购中国人保中签率或接近100%！,每日经济新闻
3141,2018-11-06,780319中国人保中签率查询 601319中签率是多少？,银行信息港
3142,2018-11-06,中国人保首次发行股份18亿股 预计募资58.5亿元,挖贝网
3143,2018-11-06,中国人保今日申购发行价3.34元 七年来A股首例险企上市,第一财经
3144,2018-11-06,人保回A今日网签：三大方向应对商车费改 寿险业务结构显著优化,21世纪经济报道
3145,2018-11-06,今日新股：中国人保（780319）、贝通信（732220）,渤海证券
3146,2018-11-06,中国人保A股发行价确定为3.34元/股,中金在线
3147,2018-11-06,今日新股 / 上市早知道,中信建投优问
3148,2018-11-06,【新股提示】中国人保、贝通信今日申购,Wind
3149,2018-11-06,中国人保和贝通信今日申购指南（附打新攻略）,新浪
3150,2018-11-06,【东北证券新股提示】11月6日贝通信和中国人保申购,东北证券金融世界
3151,2018-11-06,中国人保回归再进一步： 拟发行价3.34元 港股当日跌2.6%,21世纪经济报道
3152,2018-11-05,超高中签率新股就在周二 顶格申购有望100%中签,中国基金报
3153,2018-11-05,发行规模两度缩水，中国人保A股定价3.34“破净”,财经杂志
3154,2018-11-05,中国人保明天申购 顶格申购中签率接近100%,e公司
3155,2018-11-05,【新股信息】11月6日 中国人保、贝通信申购,银河股票资讯
3156,2018-11-05,明日新股| 中国人保、贝通信,股涨通
3157,2018-11-05,明日新股发行一览：中国人保11月6日申购指南 顶格申购获配303签,银行信息港
3158,2018-11-05,中国人保今日IPO路演 2017年营收达4881.41亿元,资本邦
3159,2018-11-05,中国人保A股预计募集资金60.12亿元,中财网
3160,2018-11-05,中国人保、贝通信11月6日申购宝典,金融界
3161,2018-11-05,中国人保601319新股申购财务状况和股东介绍,银行信息港
3162,2018-11-05,中国人保601319新股申购中签率和中签号查询,银行信息港
3163,2018-11-05,中国人保601319新股新股申购时间技巧,银行信息港
3164,2018-11-05,780319中国人保11月6日申购 申购上限为30.3万股,银行信息港
3165,2018-11-05,"每周新股报告:贝通信,中国人保两家新股申购",正点财经
3166,2018-11-05,中国人保确定发行价：3.34元/股 下午路演 明日申购,证券日报
3167,2018-11-05,中国人保将发行18亿A股 每股价格3.34元,中国网
3168,2018-11-05,中国人保上市临近 巨无霸持续发展的亮点与动力何在,投资者报
3169,2018-11-05,操盘必读：11月5日证券市场要闻,中财网
3170,2018-11-05,中国人保：A股发行价格3.34元/股，拟募集60.12亿元,Wind
3171,2018-11-05,中国人保A股IPO发行价3.34元人民币/股,金融界
3172,2018-11-05,本周2只新股申购：中国人保、贝通信,金融界
3173,2018-11-02,中国人民保险集团：首次公开发行A股申请已获得中国证监会核准,Wind
3174,2018-10-31,中国人保上市在即 时隔七年A股将再迎来险企巨头,财经网
3175,2018-10-31,华龙证券：短期震荡蓄势仍是主旋律,华龙期货
3176,2018-10-30,中国人保回归A股，拟IPO募资58亿,36氪
3177,2018-10-30,创新驱动、全产业布局，回A后的中国人保将如何释放增长潜能？,和讯
3178,2018-10-30,必读|中国平安抛出千亿级回购预案、白酒板块集体醉倒,国盛证券
3179,2018-10-30,老沙:2500点一线多空或展开激战,中财网
3180,2018-10-30,中国人保正式启动招股程序 近期将登陆A股市场,证券日报
3181,2018-10-30,中国人保 回归A股时间敲定 发行规模或超58亿,21世纪经济报道
3182,2018-10-29,中国人保连发9封招股意向书，在A股发行不超过18亿股,国际金融报
3183,2018-10-29,人保集团A 股公开发行18亿股 战略配售占比43.82%,北京商报
3184,2018-10-29,“保险业长子”中国人保回A倒计时,21经济网
3185,2018-10-29,保险巨无霸回A日程定了！11月6日申购,中国基金报
3186,2018-10-29,中国人保发布公开招股公告第5家A+H上市险企呼之欲出,中国网
3187,2018-10-29,中国人保首次公开发行A股将于11月1日初步询价,中保网
3188,2018-10-29,中国人保：首次公开发行股票（A股）招股意向书附录,上交所
3189,2018-10-29,中国人保11月6日申购指南 发行市盈率预估22.99倍,银行信息港
3190,2018-10-29,中国人民保险集团股份有限公司招股意向书摘要,证券网
3191,2018-10-29,中国人民保险集团股份有限公司首次公开发行A股发行安排及初步询价公告,证券网
3192,2018-10-29,中国人保：A股发行拟于11月1日进行初步询价，11月6日进行申购,Wind
3193,2018-10-29,中国人保：预计1-9月净利最多同比增长7%至约156亿元,e公司
3194,2018-10-24,大V观点：对于支撑上市公司股价 A股回购有用吗？,巨丰财经
3195,2018-10-24,招股规模缩减人保归A蓄势 发行窗口静待H股东风,21世纪经济报道
3196,2018-10-23,中国人保集团IPO：A股发行数量不超过18亿股 将实施战略配售,银行信息港
3197,2018-10-23,人保发行A股 资金提前布局港股,新快报
3198,2018-10-22,中国人保A股发行股数再次下调，是“恐新”，还是主动减少流通股,国际金融报
3199,2018-10-22,中国人保IPO规模再缩减 A股发行不超18亿股,中金在线
3200,2018-10-22,中国人保：A股发行股数不超过18亿 择机推进,北京商报
3201,2018-10-22,中国人保将在A股发行不超过18亿股 港股复牌涨0.53%,和讯
3202,2018-10-22,中国人民保险集团：确定A股发行数量不超18亿股，今日复牌,Wind
3203,2018-10-18,港股快讯：中国人保股价现报3.8港元涨4.11%,格隆汇
3204,2018-10-02,获证监会核准A股IPO 中国人保涨近4%,新浪
3205,2018-09-29,证监会核准中国人保A股IPO 募资规模约为79亿元,股城网
3206,2018-09-29,中国人保获IPO批文“回A”冲破最后一道关卡,中国金融新闻网
3207,2018-09-29,"巨无霸IPO批文刚到!1300亿""共和国保险长子""回A股",中财网
3208,2018-09-29,保险一哥A股上市获批！发行股数缩水一半,金融界
3209,2018-09-28,"1300亿""共和国保险长子""中国人保回A股 半年净赚百亿",新浪
3210,2018-09-28,中国人保A股募资额或大幅缩水：获准发行不超23亿股A股,Wind
3211,2018-09-28,证监会核准中国人民保险集团股份有限公司的首发申请,澎湃新闻
3212,2018-09-28,一线|保险巨无霸中国人保获IPO批文：回A迈出最后一步,腾讯网
3213,2018-09-28,证监会核发中国人保IPO批文,Wind
3214,2018-09-28,证监会核准中国人保首发申请 尚未披露募资额,北京商报网
3215,2018-09-26,趋势越来越明显，多位银行从业者跨界流向险企任高管,第一财经
3216,2018-09-18,三大险企年内换帅 战略规划调研路线显露转型新动向,21世纪经济报道
3217,2018-09-13,人保集团缪建民：围绕创新动力 推动集团变革,证券时报
3218,2018-09-13,偿付能力吃紧，今年以来27家险企合计“补血”约740亿元,Wind
3219,2018-09-03,中国人保与支付宝助力“码商”：货品过期卖不掉 保险赔,中新网
3220,2018-08-29,中国人保上半年净利润143亿元 财险依旧为收入主力军,国际金融报
3221,2018-08-27,中国人保上半年净赚100亿 “开门红”不利影响回A估值,第一财经
3222,2018-08-27,人保集团回归A股仍在排队等批文,北京商报
3223,2018-08-27,中国人保上半年净利润破百亿 人保金服协同效应释放,金融界
3224,2018-08-27,人保回归A股进程：在已过会企业中排13位 仅与两家网贷平台有合作,21世纪经济报道
3225,2018-08-27,中国人保半年报：总保费同比增长2.3% 转型仍为主基调,中国网
3226,2018-08-27,中国人保总裁傅安平：新业务价值已转正，下半年目标是超过前三名平均水平,21经济网
3227,2018-08-25,中国人保发布半年报 净利润实现100.45亿元,股城网
3228,2018-08-24,中国人保上半年实现净利润100亿 同比增长14%,每日经济新闻
3229,2018-08-15,人保再迎高层人事变动，部门整合透视新战略,Wind
3230,2018-08-15,天津与中国人保合作 深化保险保障等领域合作,北方网
3231,2018-08-15,金融类企业IPO生态摸底： 强管控效应或致进度放缓,21世纪经济报道
3232,2018-08-01,天胶“保险+期货”20个项目出单 首批1700余户胶农获赔650万,上期所
3233,2018-07-24,[买入评级]中国财险深度报告：龙头地位难撼 成本持续优化,中财网
3234,2018-07-20,保险公司APP 6月份用户异常活跃,证券日报
3235,2018-07-13,暑假旅游季到来，中国人保伴您安心游世界,苏南网
3236,2018-07-05,中安金控 车国与中国人保签约仪式在杭隆重举行,苏南网
3237,2018-07-03,中国人保员工伙同乡镇干部虚报保额 套取国家财政补助140万,和讯
3238,2018-07-02,独角兽和巨无霸不能同时发行,新浪
3239,2018-06-28,中国人保首次披露131个重点创新项目,中证网
3240,2018-06-28,中国人保披露创新驱动发展战略：2025年跻身国际创新型金融保险集团前列,中国网
3241,2018-06-28,中国人保披露131个项目创新驱动发展战略,21世纪经济报道
3242,2018-06-26,汇金总经理白涛接任人保总裁，高管团队即将重组完成,财经杂志
3243,2018-06-26,中行将在上午九点召开内部会议，宣布刘连舸任职,Wind
3244,2018-06-25,八年来最大IPO！巨无霸上市将给市场最后一击？,和讯
3245,2018-06-22,人保养老获企业年金基金受托、账管、投管三项资格,金融界
3246,2018-06-21,中国人保回A创8年最大IPO 估值之争百亿融资考验市场,投资时报
3247,2018-06-20,中国人保亮相第七届广州金交会,金融界
3248,2018-06-20,中国人保成功过会 保险业6年A股上市空档打破,证券时报
3249,2018-06-19,关于核准中国人民保险集团股份有限公司首次公开发行股票的批复,证监会
3250,2018-06-19,中国人保(01339-HK)首5月原保险保费收入共2404.68亿元,财华社
3251,2018-06-13,安信证券非银行业周报数据库,正点财经
3252,2018-06-11,一年下跌42%，三六零被调出上证50指数！中国人保、中信建投入选，曾被龙头券商看空 剔除指数,中证报
