,2021-12-31,年度盘点丨2021药企赴港IPO：互联网医疗企业偏爱港股，下半年市场转冷，24家跌破发行价,新浪医药
2145,2019-01-25,"国金晨讯 | 凯莱英:中国CDMO龙头乘风全球产业转移；汇顶科技:受益光学指纹爆发；传媒娱乐的周期性研究，何来""口红效应""",国金证券研究所
2146,2019-01-25,国金晨讯精选 | 凯莱英，汇顶科技，传媒娱乐周期性研究，2018年ABS回顾，18Q4基金持仓分析,国金证券研究所
2147,2019-01-25,"凯莱英:全球产业转移东风,中国cdmo龙头扬帆起航",国金证券
2148,2019-01-22,医药行业周报:集采留有政策空间和余地、看好2019板块反转,证券之星
2149,2019-01-18,"医药生物行业:国家集采文件落地,顶层制度建设出台",中证网
2150,2019-01-18,"生物医药行业:国家版带量采购方案出台,推进速度预计加快",平安证券
2151,2019-01-16,康龙化成将登陆A股：药明康德竞争对手 未来前景如何,面包财经
2152,2019-01-16,医药行业周报:大连市首发4+7集采工作方案,渤海证券
2153,2019-01-15,"医药行业周报2019第3期:8天3起跨国大并购,品种为王创新为纲",长城证券
2154,2019-01-09,医药行业周报:卫健委部署2019年卫生健康改革十大重点任务,渤海证券
2155,2019-01-09,"医药周报2019第2期:并购大事件,危与机并存",长城证券
2156,2019-01-08,医疗保健：医院收入结构调整 荐8股,中信建投
2157,2019-01-08,"医药行业周报:政策负面预期趋稳,支付结构调整倒逼转型",证券之星
2158,2019-01-03,渤海证券：天津行业及上市公司信息公告跟踪,和讯
2159,2019-01-02,【医药】凯莱英：持续投入打造核心优势，跨步向前尽享药改红利,天风研究
2160,2018-12-27,"生物医药行业周报:DRGs试点确定医保改革方向,继续紧抓景气细分领域",平安证券
2161,2018-12-26,医疗保健：辅助用药将进一步边缘化 荐11股,渤海证券
2162,2018-12-26,医药生物行业2019年年度策略:否极泰来终可待,证券之星
2163,2018-12-25,大额回购+业绩预喜，这些超跌股已获北上资金“举牌” 盈利能力下降,证券时报
2164,2018-12-25,凯莱英：带量采购将助推CDMO市场壮大,e公司
2165,2018-12-25,(互动)凯莱英：带量采购会促进仿制药企业转型升级和推出创新品种,全景网
2166,2018-12-25,"医药行业周报2018第46期:DRGs试点即将启动,精细化管理将利好进口替代",长城证券
2167,2018-12-23,医疗保健：结构调整中孕育机遇 荐7股,中泰证券
2168,2018-12-21,"医药行业周报:有奖举报医保欺诈行为,长期利好药店连锁龙头",渤海证券
2169,2018-12-18,"生物医药行业周报:集采刚过国辅又来,回避政策风险,紧抓景气细分领域",平安证券
2170,2018-12-18,"医药行业周报2018第45期:限制辅助用药,助力药品结构升级",长城证券
2171,2018-12-17,医药行业2019年年度投资策略报告:继续看好创新药企及细分领域龙头企业的发展,渤海证券
2172,2018-12-16,几乎不受“带量采购”影响的5类药,巨丰财经
2173,2018-12-13,"生物医药行业周报:带量采购改写仿制药行业逻辑,建议紧抓政策避风港",平安证券
2174,2018-12-12,"医药行业周报2018第44期:4+7带量采购结果公示,药品结构升级的新起点",长城证券
2175,2018-12-11,医疗保健：聚焦优势赛道 荐10股,中信建投
2176,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
2177,2018-12-03,凯莱英：平台化战略打造CMO龙头 买入评级,和讯
2178,2018-12-03,医药行业周报:重点关注医保控费和带量采购影响小的板块,证券之星
2179,2018-11-28,"医药行业周报:集采补充文件发布,强者恒强加速布局",渤海证券
2180,2018-11-22,凯莱英募投项目进展缓慢 上市两年后宣布部分项目启动生产,挖贝网
2181,2018-11-21,凯莱英：部分募投项目启动生产,e公司
2182,2018-11-21,医药行业周报:《4+7城市药品集中采购文件》正式发布,渤海证券
2183,2018-11-20,"医药周报2018第41期:国家试点集采方案正式公布,利好优质龙头企业",长城证券
2184,2018-11-17,凯莱英：发展赛道宽广 具备小巨人潜力,红周刊
2185,2018-11-16,靠技术优势打造药物研发生产生态圈,证券日报
2186,2018-11-16,广州加速推动粤港澳生物医药产业合作 六股掘金,证券时报网
2187,2018-11-15,11月15日晚间上市公司十大重磅公告,巨丰财经
2188,2018-11-15,凯莱英：拟与复星医药产业战略合作,Wind
2189,2018-11-15,凯莱英：拟与复星医药产业战略合作,e公司
2190,2018-11-14,医疗保健：市监局征求《疫苗管理法》意见 荐11股,渤海证券
2191,2018-11-14,医药行业周报:市监局征求《疫苗管理法》意见,渤海证券
2192,2018-11-11,医疗保健：当下对医药板块可适度乐观 荐10股,中银国际
2193,2018-11-09,医药行业周报:药品信息化追溯体系建设加快推进,渤海证券
2194,2018-11-08,"凯莱英:业绩增长略超预期,业务拓展稳步推进",中证网
2195,2018-11-05,看好中国|健康中国——估值具备优势下中期配置价值凸显,巨丰财经
2196,2018-11-01,"凯莱英:高增长预期持续兑现,产能释放保障未来发展",平安证券
2197,2018-10-31,医疗保健：精选三季报绩优股 荐11股,渤海证券
2198,2018-10-30,凯莱英：前三季度净利润同比增29.95%,Wind
2199,2018-10-29,医疗保健：政策落地前仍有波动 荐8股,和讯
2200,2018-10-29,新版基本药物目录实施在即 六股有掘金机会,证券日报
2201,2018-10-25,医药行业周报:中长线布局迎来较好切入点,渤海证券
2202,2018-10-19,凯莱英：签署战略投资框架协议 布局大分子制药,平安证券
2203,2018-10-18,凯莱英：拟上海金山投建生物大分子药物研发中心及生产基地,e公司
2204,2018-10-16,A股共发生37宗大宗交易成交81.82亿元（10月16日）,Wind
2205,2018-10-16,凯莱英今日大宗交易成交3.63万股，成交价62.5元折价0.0%,Wind资讯
2206,2018-09-26,"医药生物行业周报:政策对情绪面影响大于基本面,基药、医保目录对接调整是关注重点",证券之星
2207,2018-09-11,巨丰热点前瞻：市场弱势行情下关注结构性机会,巨丰财经
2208,2018-09-04,2018上半年CRO行业十家上市企业分享近百亿市场,米内网
2209,2018-08-31,昭衍新药：在手订单充足，业绩高增长符合预期,中信建投
2210,2018-08-27,凯莱英今日大宗交易成交25万股，成交价67.5元折价9.24%,Wind资讯
2211,2018-08-27,[审慎增持评级]凯莱英(002821)中报点评：业绩高增长 新业务不断推进,中财网
2212,2018-08-27,[中性评级]深度*行业*医药生物行业周报：维持龙头白马配置 关注长期调整处于底部区域品种,中财网
2213,2018-08-21,[强推评级]凯莱英(002821)半年报点评：业绩继续高增长 继续看好公司长期发展,中财网
2214,2018-08-21,[强烈推荐评级]凯莱英(002821)中报点评：扣非业绩54.83%内生高增速超预期 把握机遇几大战略持续推进,中财网
2215,2018-08-21,[买入评级]深度*公司*凯莱英(002821)中报点评：乘行业东风快速增长 打造CDMO一站式服务龙头,中财网
2216,2018-08-21,加码国际业务 凯莱英再谋港股上市,时代周报
2217,2018-08-21,"生物医药行业周报:疫苗事件处理结果引发市场担忧,继续推荐细分领域龙头",平安证券
2218,2018-08-20,[强烈推荐评级]凯莱英(002821)中报点评：产能扩张、订单落地、技术储备稳步推进 增长潜力持续释放,中财网
2219,2018-08-20,"凯莱英:高增长再获确认,“一站式服务平台”布局进行时",平安证券
2220,2018-08-17,凯莱英：上半年净利润同比增25.53%,Wind
2221,2018-08-14,【医药丨周小刚】凯莱英(002821)：发行 H 股助力新业务布局， 提升国际影响力,方正证券研究
2222,2018-08-10,券商投研能力再遭打脸 超八成荐股未达到最低目标价,证券日报
2223,2018-08-08,"医药行业周报2018第29期:政策强化行业监管,把握估值与业绩",长城证券
2224,2018-08-06,医疗保健：板块大面积回调下关注低估值高增长品种 荐10股,中银国际
2225,2018-08-02,A股共发生27宗大宗交易成交34.93亿元（8月2日）,Wind
2226,2018-08-01,董秘解码：国脉科技正式从事临床细胞分子遗传医学检验服务,巨丰财经
2227,2018-08-01,[增持评级]昭衍新药(603127)简评：业绩维持高增速 订单及产能带动增量,中财网
2228,2018-07-26,[推荐评级]医药行业周报：疫苗事件影响下板块短期承压 药品质量是行业长期发展之根基,中财网
2229,2018-07-23,[中性评级]深度*行业*医药行业周报：MAH生产流通环节权责细化 全面推行在即,中财网
2230,2018-07-23,凯莱英：目前所服务药品不涉及疫苗类产品,Wind
2231,2018-07-23,疫苗or金融？不要试图开辟新战场坚守主线不动摇,巨丰财经
2232,2018-07-18,[推荐评级]医药行业周报：医药反弹有望持续 重点关注业绩增长明确标的,中财网
2233,2018-07-13,今日17只股公告减持 股数达0.52亿,证券时报
2234,2018-07-13,[强于大市评级]医药行业2018中报前瞻：行业景气度底部回升 结构性行情有望延续,中财网
2235,2018-07-12,医药:板块调整提供布局良机 中报时间关注业绩,长城证券
2236,2018-07-06,凯莱英：公司多维度吸引人才 强烈推荐,中证网
2237,2018-07-05,7月5日A股龙虎榜揭秘，机构最青睐3股,Wind
2238,2018-07-05,跌停板解密：四大板块个股纷纷重挫！（7月5日）,Wind
2239,2018-07-05,机构席位卖出荣科科技，世荣兆业山大华特现多空分歧,Wind
2240,2018-07-05,凯莱英龙虎榜数据（7月5日）,Wind
2241,2018-07-05,数据王：5只医药股资金净流出均超1亿元 短线仍需谨慎,巨丰财经
2242,2018-07-03,[增持评级]医药生物行业周报：继续看好细分领域龙头 把握中报期的结构性机会,中财网
2243,2018-07-03,[推荐评级]医药行业周报：关注中报业绩 选择估值合理标的,中财网
2244,2018-07-02,[强于大市评级]生物医药行业月报：板块调整到位机会重现 新增天士力纳入组合,中财网
2245,2018-07-02,"凯莱英:国内业务提供增量市场,产业链布局打造一站式服务",证券之星
2246,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
2247,2018-06-29,[强于大市评级]深度*行业*医药生物行业2018年中期策略：调整之后板块出现战略性买入机会,中财网
2248,2018-06-28,东珠景观预中标三项目 烽火通信集团重组与股权激励双获批,云掌财经
2249,2018-06-28,[强烈推荐评级]凯莱英(002821)事件点评：新一轮激励面向新加盟员工 公司多维度吸引人才,中财网
2250,2018-06-28,凯莱英：延伸产业链 打造一站式服务,华融证券
2251,2018-06-28,[看好评级]医药行业2018年中期投资策略：医药一枝独秀上半年全面牛 短暂调整后下半年看结构牛行情,中财网
2252,2018-06-28,[买入评级]凯莱英(002821)重大事项点评：股权激励计划发布 继续完善核心人员长效激励机制,中财网
2253,2018-06-28,新一轮股权激励彰显公司高成长性,中信建投
2254,2018-06-27,医药健康行业周报：百时美施贵宝PD-1单抗OPDIVO获批生产点评,中财网
2255,2018-06-27,[推荐评级]医药行业周报：什么是股市波动中的避风港-安全性+确定性板块,中财网
2256,2018-06-26,A股共发生63宗大宗交易成交25.92亿元（6月26日）,Wind
2257,2018-06-26,凯莱英今日大宗交易成交2.37万股，成交价87.23元折价0.0%,Wind资讯
2258,2018-06-25,"医药生物行业2018年下半年投资策略报告:顺应医药产业趋势,把握确定性机会",万联证券
2259,2018-06-22,"2018年生物医药行业半年度策略报告:行业触底回升,紧握医药产业升级结构性机会",平安证券
2260,2018-06-21,弱市重质!A股迎来中报行情，业绩叠加题材必看,Wind
2261,2018-06-21,创新药再迎政策利好推动 4只概念股可重点关注,证券日报
2262,2018-06-17,开板后拒绝调整，股价继续向上，这些次新股为什么这么牛？,证券时报
2263,2018-06-15,6月15日有67家公司获重要股东增减持 宗申动力已被连续增持38次,Wind
2264,2018-06-14,【医药丨周小刚】凯莱英(002821)：创新药 CDMO 需求持续提升， 技术驱动长期可持续发展,方正证券研究
2265,2018-06-13,凯莱英股价创新高 创始人身家超10亿美元,福布斯
2266,2018-06-12,早安！方正最新观点20180614,方正证券研究
2267,2018-06-12,四部门组织建设专项 支持创新药研发和产业化(受益股),金融界
2268,2018-06-12,"医药生物行业周报:短期注意风险,关注二线滞涨标的",万联证券
2269,2018-06-11,38股获券商买入评级 新研股份目标涨幅达70.30%,Wind
2270,2018-06-11,"生物医药行业周报:板块上行过程中内部分化或将加大,重点配置前期滞涨细分龙头",平安证券
2271,2018-06-08,20股获券商买入评级，东旭蓝天目标涨幅达43.69%,Wind
2272,2018-06-08,凯莱英创历史新高,中证网
2273,2018-06-07,[强烈推荐-A评级]昭衍新药(603127)点评：携手凯莱英 开展产业链深度合作,中财网
2274,2018-06-07,[买入评级]凯莱英(002821)重大事项点评：联手国内外龙头 共同打造一站式服务体系,中财网
2275,2018-06-07,昭衍新药与凯莱英签署战略合作 形成良性业务循环,股城网
2276,2018-06-07,[强烈推荐评级]凯莱英(002821)事项点评：战略合作CRO 持续强化新药研发生产一站式服务,中财网
2277,2018-06-06,凯莱英：与昭衍新药、药物研发公司Covance战略合作,Wind
2278,2018-06-06,凯莱英：联手昭衍新药 打造新药开发一站式服务,中证网
2279,2018-06-06,6月6日晚间上市公司十大重磅公告,巨丰财经
