,2021-12-31,路演互动丨隆基股份1月4日可转债发行网上路演,全景网
8291,2018-12-20,光伏板块逆势走强，中环股份大涨6%,Wind
8292,2018-12-20,隆基股份李振国：通向全球单晶光伏王者之路,全景网
8293,2018-12-20,"电力设备行业周报:立足大趋势,把握边际改善环节",安信证券
8294,2018-12-19,电力设备与新能源行业2019年度策略报告:拥抱变革连接未来,东兴证券
8295,2018-12-19,"电力设备与新能源行业研究:光伏淡季不淡基本明确,电力现货交易启动在即",国金证券
8296,2018-12-17,[快讯]隆基股份1051万限售股12月21日解禁,中财网
8297,2018-12-17,联合资信：将隆基绿能科技股份有限公司信用等级由A上调为AA+,Wind
8298,2018-12-17,【新时代电新】隆基股份点评：上游价格下行，海外市场火热，单晶龙头盈利能力大幅好转,新时代新能源开文明团队
8299,2018-12-15,年内492家公司推股份回购方案 陕西煤业等八大“回购王”浮出水面,证券日报
8300,2018-12-13,隆基绿能科技股份有限公司总裁李振国:光伏+储能将对传统能源大规模替代,新华网
8301,2018-12-13,电气设备行业:网传补贴调整模拟再测算&孚能战略发布会召开,正点财经
8302,2018-12-13,"《清洁能源消纳行动计划(2018-2020年)》政策点评:改善消纳利于放量回升,风光产业有望深度受益",浙商证券
8303,2018-12-11,隆基股份迈向碳中和：2023年打造首个“零碳工厂”,中国经营网
8304,2018-12-11,"电力设备行业:新能源产销旺盛,全球化大势所趋",安信证券
8305,2018-12-10,隆基股份：第四届董事会2018年第十次会议决议公告,上交所
8306,2018-12-10,"联讯电气设备与新能源行业周报:新能源板块持续上扬,期待光伏政策出台",联讯证券
8307,2018-12-07,"新能源行业2019年度策略:春风又绿江南岸,明月何时照我还",华安证券
8308,2018-12-06,光伏板块企稳上攻，科士达大涨6%,Wind
8309,2018-12-05,光伏板块集体反弹，阳光电源、通威股份大涨6%,Wind
8310,2018-12-05,"电力设备与新能源行业周报:“特高压+政策利好”促进新能源消纳,需求转暖助光伏行业走强",东兴证券
8311,2018-12-05,"电力设备行业:动力观格局,风光迎利好",安信证券
8312,2018-12-03,电气设备：明确消纳目标 荐4股,广发证券
8313,2018-12-03,"联讯电气设备与新能源行业周报:电动车趋势向好,风光获政策持续支持",联讯证券
8314,2018-11-30,下周709亿市值限售股解禁，环比增加1424.4% 解禁,Wind
8315,2018-11-30,"电力设备行业月报:光伏景气度提升,工控板块承压",渤海证券
8316,2018-11-29,融资客青睐36股，中远海科买入占比高达41.80%,Wind
8317,2018-11-29,震荡中逾468亿北上资金入场 25只标的股被机构看好,证券日报
8318,2018-11-28,[快讯]隆基股份:募集资金投资项目结项,中财网
8319,2018-11-28,地处西北，它凭啥成为全球单晶硅制备企业“老大”,科技日报
8320,2018-11-28,"电力设备与新能源行业周报:能源清洁化方向不改,海上开辟风电新天地",东兴证券
8321,2018-11-27,隆基股份：关于限制性股票激励计划解锁暨上市的公告,上交所
8322,2018-11-27,[快讯]隆基股份537万限售股12月3日解禁,中财网
8323,2018-11-27,"隆基股份董事长钟宝申:不会调整""2020年底45GW""扩产计划",中国网
8324,2018-11-27,"电力设备行业:消费驱动,静待爆款",安信证券
8325,2018-11-26,电力设备新能源行业周报:新能源汽车补贴政策或设置过渡期,光大证券
8326,2018-11-25,电气设备：原材料价格下行 荐7股,华金证券
8327,2018-11-21,"电气设备行业点评:配额制加速落地,19年正式考核",国联证券
8328,2018-11-20,"可再生能源配额制第三版征求意见稿解读:配额制落地时间明确,市场化机制促进新能源消纳",申万宏源
8329,2018-11-20,"电力设备行业:望眼全球,格局为大",安信证券
8330,2018-11-19,电力设备与新能源行业周报:新能源和电动车优质龙头成长性看好,东吴证券
8331,2018-11-16,三高成光伏企业在经营层面的三座大山,中国能源网china5e
8332,2018-11-16,"电新新能源专题之一:配额制明年将执行,确保新能源消纳,稳定装机需求",联讯证券
8333,2018-11-15,新三板现史上最大分红 美畅新材老板一人分4.95亿,新浪
8334,2018-11-13,"电力设备行业:守得云开,方见月明",安信证券
8335,2018-11-12,"隆基股份深度研究:行业黎明将到来,单晶龙头再出发",正点财经
8336,2018-11-12,隆基股份——五年十倍的故事,世纪新能源
8337,2018-11-09,"隆基股份点评报告:营收同增好于预期,毛利率触底后Q4业绩有望环比改善",中证网
8338,2018-11-09,隆基股份：专注光伏制造领域 储能业务尚未有所发展,北极星电力
8339,2018-11-08,隆基股份：11月7日融资余额为9.22亿元，较前一日骤增5.86%,Wind资讯
8340,2018-11-07,"电气设备行业研究周报:2019年光伏发电政策制定即将启动,ModelY2019年或正式发布",证券之星
8341,2018-11-06,沪港通十大成交活跃股排名（11月6日）,Wind
8342,2018-11-06,龙虎榜：创投概念赚钱火热底部一股值得关注,巨丰财经
8343,2018-11-06,隆基股份午后异动重挫5.09%报16.60元 成交12.96亿元,腾讯网
8344,2018-11-06,"隆基股份:新政影响显现,期待需求回升",国联证券
8345,2018-11-05,隆基股份龙虎榜数据（11月5日）,Wind资讯
8346,2018-11-05,隆基股份：以量补价，产能释放保障营收稳健增长,光大证券
8347,2018-11-05,隆基股份午后封涨停 成交额7.74亿元封单7.68万手,腾讯网
8348,2018-11-05,电气设备：光伏行业预期转好 机会再现强烈看多,中信建投
8349,2018-11-05,光伏迎重磅政策利好，“三剑客”集体拉板！业界发声力挺，哪些公司最有“钱景”？,e公司
8350,2018-11-05,光伏十三五规划座谈会议政策迎拐点 机构看多龙头股,证券时报网
8351,2018-11-05,光伏板块早盘大幅拉升 隆基股份通威股份涨停,证券时报网
8352,2018-11-05,隆基股份早盘封涨停 成交额3.96亿元封单3594手,腾讯网
8353,2018-11-05,光伏板块开盘大涨，阳光电源、捷佳伟创相继涨停,Wind
8354,2018-11-05,"电气设备行业:光伏终迎政策利好,新能源板块全面向好",联讯证券
8355,2018-11-05,"电力设备新能源行业晶硅料行业事件点评:新增产能投放+对欧双反取消,多晶硅料价格或将加速调整",光大证券
8356,2018-11-04,电气设备：单季盈利承压 荐4股,广发证券
8357,2018-11-02,【东吴电新】隆基股份：收入仍有增长，业绩符合预期,新兴产业汇
8358,2018-11-02,数据王：北向资金发力做多十大牛股备受青睐,巨丰财经
8359,2018-11-02,【广证恒生】-点评报告-隆基股份(601012.SH)-营收同增好于预期，毛利率触底后Q4业绩有望环比改善,广证恒生
8360,2018-11-02,光伏产业链六大代表性企业财务分析案例,北极星电力
8361,2018-11-02,"隆基股份:存货减值拖累短期业绩,经营数据显底部特征",国金证券
8362,2018-11-02,"隆基股份:产销逆势增长,盈利短期承压",证券之星
8363,2018-11-01,"隆基股份2018年三季报点评:光伏底部向好,海外市场逐步打开",正点财经
8364,2018-11-01,【新时代电新 开文明团队】隆基股份：业绩符合预期，营收高速增长，市场份额进一步提高,新时代证券研究
8365,2018-10-31,【中泰电新】隆基股份：三季度营收逆势正增长，龙头本色凸显,中泰电新研究
8366,2018-10-31,隆基股份Q3财报：营收同比增长35.26% 2018年海外市场占比接近30%,北极星电力
8367,2018-10-31,隆基股份：产品跌价影响盈利水平 期待需求回暖,平安证券
8368,2018-10-30,隆基股份：前三季度净利润同比减24.53% 盈利能力下降,Wind
8369,2018-10-29,隆基股份：可转换公司债券2017年度付息公告,上交所
8370,2018-10-29,"电气设备行业:新能源各版块前景广阔,龙头享受确定性溢价",联讯证券
8371,2018-10-28,电气设备：电动全球化趋势不改 荐3股,方正证券
8372,2018-10-25,隆基股份今日大宗交易成交30.67万股，成交价13.45元折价0.0%,Wind资讯
8373,2018-10-25,"电力设备行业:脚步未止,静待量变到质变",安信证券
8374,2018-10-24,聚焦3季报：兴全基金增持银行地产 减持家电白酒医疗,新浪
8375,2018-10-23,"电新周报:9月锂电装机高增长,三季报窗口期关注盈利分化",联讯证券
8376,2018-10-22,隆基单晶硅片再降价3.17%，今年以来已累计降价43.52%,世纪新能源
8377,2018-10-16,隆基股份：单晶技术长期世界领先,e公司
8378,2018-10-16,[中性评级]电气设备及新能源行业周报：行业继续边际向好 关注龙头公司机会,中财网
8379,2018-10-16,[强大于市评级]深度*行业*电力设备与新能源行业2018年三季报前瞻：行业景气有所回落 细分板块持续分化,中财网
8380,2018-10-15,[领先大市-A评级]电力设备行业动态分析：特高压高歌猛进 电动车不负旺季,中财网
8381,2018-10-15,[增持评级]联讯电新行业周报：风电出现长期机会 新能源车或有三季报行情,中财网
8382,2018-10-15,[增持评级]新兴能源行业周报：中游崛起 宁德时代三季度业绩超预期,中财网
8383,2018-10-15,电新行业周报：电车产销两旺 光伏政策趋好,中财网
8384,2018-10-15,[推荐评级]电力设备与新能源行业周报：锂电龙头超预期 电动车产销高增长,中财网
8385,2018-10-10,"电力设备行业:追寻变化,把握阶段性机会",安信证券
8386,2018-10-09,"新兴能源行业:电解液价格触底反弹,特高压进度加快",正点财经
8387,2018-10-08,"电新周报:新能源汽车持续向好,看好风电龙头低位反弹",联讯证券
8388,2018-10-06,隆基铜川技术领跑基地正式开工,Ofweek
8389,2018-10-05,隆基股份个股行情：营收快速增长，毛利率承压,华创证券
8390,2018-10-04,隆基股份动态点评：半年报符合预期，海外拓展初见成效,红塔证券
8391,2018-10-01,隆基股份股票行情：业绩符合预期，海外销售爆发,南方财富网
8392,2018-10-01,隆基股份2018半年报点评：营收继续高增长，单晶份额显著提升,南方财富网
8393,2018-09-29,市场节前凸显低估值优势 节后大消费望迎补涨行情！,巨丰财经
8394,2018-09-29,"新能源行业周报:继续看好阶段性反弹,布局景气度高的环节",信达证券
8395,2018-09-28,【解盘论市】A股三大股指今日全线收涨，沪指重新站上2800点喜迎国庆,Wind
8396,2018-09-28,新政之下 光伏企业断臂求生,和讯
8397,2018-09-28,[快讯]隆基股份发布质押公告 涉及股份10100万股,中财网
8398,2018-09-27,中环、隆基、协鑫七家光伏硅料硅片企业财务数据盘点,北极星电力
8399,2018-09-27,光伏早报 | 企业+政策这6个热点得知道,Ofweek
8400,2018-09-27,隆基股份：9月26日融资余额为8.33亿元，较前一日骤增6.15%,Wind资讯
8401,2018-09-27,"电气设备行业周报:新能源车中游需求发力,特高压建设提速",国海证券
8402,2018-09-26,“技术领跑、引领光伏未来”，隆基铜川技术领跑基地正式开工,世纪新能源
8403,2018-09-22,隆基股份：发展节奏堪比“深圳速度”,证券时报
8404,2018-09-20,成立2年成独角兽，4个月狂赚6亿，国内最大金刚石线制造商挂牌新三板,读懂财经
8405,2018-09-19,买的不如卖的精，兴全基金旗下产品大亏基民进退两难,和讯
8406,2018-09-19,隆基股份公益基金八载助力兰州大学育英才,新华网
8407,2018-09-19,"电力设备行业:新能源车旺季开启,特高压基建提速",安信证券
8408,2018-09-18,太阳能行业光伏平价上网系列报告之二:价廉物美的高效组件技术将迎来快速普及,国金证券
8409,2018-09-18,"电气设备行业:“风光”加速平价征求意见稿发布,丰田大众布局固态电池技术",证券之星
8410,2018-09-17,光伏要闻 | 国家能源局再发文 9月太阳能发电增长12.2%,Ofweek
8411,2018-09-14,沪深上市公司18年9月14日晚间上市公司重要公告,全景网
8412,2018-09-14,隆基股份：拟投资约30.5亿元建设年产5GW高效单晶电池项目,Wind
8413,2018-09-14,光伏行业洗牌进行时：大全新能源宣告退出多晶硅片制造,华夏能源网
8414,2018-09-14,"电气设备行业周报:需求转暖价格依然承压,重视反弹时龙头溢价",国海证券
8415,2018-09-12,13日机构强推买入六股成摇钱树,证券之星
8416,2018-09-12,"新能源行业周报:景气度仍在低谷,行业差异化明显",信达证券
8417,2018-09-11,隆基股份上半年实现百亿元营收上榜福布斯2018亚洲最佳上市公司50强,证券日报
8418,2018-09-11,"电力设备行业周报:国家电网深化中非合作,推动“一带一路”建设",渤海证券
8419,2018-09-10,【国君电新|周观点】电解液与特高压的周期轮回,电新深度观察
8420,2018-09-09,电气设备：电动车稳步前行 荐3股,方正证券
8421,2018-09-07,隆基股份入选新华社民族品牌工程·未来之星,新华网
8422,2018-09-07,【广证恒生】-隆基股份(601012)-半年报点评-硅片价格下行影响可控，产能释放助力市占率提升-20180907,广证恒生
