,2021-12-31,洛阳钼业(03993)拟为CMOC Brasil提供本金不超过六亿美元担保 大额借贷担保,智通财经
7256,2018-02-06,外资大幅抛售A股 沪股通深股通净流出96.94亿,国际金融报
7257,2018-02-06,收评：外资大幅抛售A股 沪股通深股通净流出68.75亿,新浪
7258,2018-02-06,黄金板块逆市走高 黄金或再成避险首选,中投网
7259,2018-02-06,[推荐评级]有色金属行业周报：金属价格延续上涨 继续推荐铜及贵金属,中财网
7260,2018-02-06,五大券商周三看好6板块53股,证券之星
7261,2018-02-06,上海证券：沪深股通交易 主力资金流向,上海证券
7262,2018-02-06,[看好评级]有色金属行业周报：电解铝：最坏的时代 最好的时代,中财网
7263,2018-02-06,基础材料行业观点聚焦：大宗商品板块：估值修复进行时,中财网
7264,2018-02-06,[看好评级]有色金属行业一周回顾：看多一季度金价、钴价 商品周五尾盘跳水 中长期推荐紫金矿业!,中财网
7265,2018-02-06,有色金属行业动态分析：铜长牛趋势不改 钴继续重估,中财网
7266,2018-02-06,券商首次关注8股并给予买入评级(2月6日),Wind
7267,2018-02-06,智通港股早知道︱2月6日,智通财经
7268,2018-02-05,晋升全球第二大钴供应商 洛阳钼业2017年净利润达29亿元,高工锂电
7269,2018-02-05,洛阳钼业今日大宗交易成交138万股，成交价7.07元折价10.17%,Wind资讯
7270,2018-02-05,[增持评级]有色金属行业周报：2月组合延续“钴铜色”风格-非洲铜矿行归来,中财网
7271,2018-02-05,[增持评级]有色金属行业更新：加息预期修正 把握有色做多方向,中财网
7272,2018-02-05,[推荐评级]有色金属行业周报：海外经济走强 金属有望上涨,中财网
7273,2018-02-05,[强于大市评级]有色行业周报：上周有色价格较为平稳,中财网
7274,2018-02-05,[买入评级]有色金属行业跟踪：伦锌库存创九年新低 铅锌价格上涨,中财网
7275,2018-02-05,研报精选 6股值得关注（2.5）,中金在线
7276,2018-02-05,[强于大市评级]小金属行业周报：MB钴价格继续上扬,中财网
7277,2018-02-05,洛阳钼业：业绩大幅提升 买入评级,国海证券
7278,2018-02-05,国联证券：攻守易势 以大为美,国联证券
7279,2018-02-05,锂电材料及小金属周报：从两个细节 再看“钴牛市”的进一步强化,中财网
7280,2018-02-05,[增持评级]有色金属与新材料17年报预告业绩综述：有色2017业绩回顾：业绩兑现进行时,中财网
7281,2018-02-05,盘前有料｜一号文件落地 机构建议超配农业板块（附股）,证券时报网
7282,2018-02-05,今年首批新能源车推广目录发布，产业景气持续,第一财经
7283,2018-02-05,【太平洋证券 今日早读】电新行业点评|化工-染料、拓斯达深度报告|生益科技、浙江交科、润和软件等公司点评（20180205）,太平洋证券研究
7284,2018-02-05,北上资金创新高 行情持续引期待,中证报
7285,2018-02-05,北上资金加速“买A” 海康威视尤获青睐,证券时报
7286,2018-02-05,"洛阳钼业业绩预增点评:铜钴价格上行,Tenke矿山放量,业绩大幅提升",国海证券
7287,2018-02-04,“聪明资金”抄底！北上资金连续三周成交破千亿，中小创获逆势加仓(附股),e公司
7288,2018-02-04,【周观点 | 加息预期修正，把握有色做多方向】国君有色刘华峰团队,峰刘解色
7289,2018-02-04,【有色2017业绩回顾：业绩兑现进行时】国君有色刘华峰团队,有色非无话语
7290,2018-02-04,北上资金未“抱团取暖”权重白马 中小创却受偏爱,每日经济新闻
7291,2018-02-04,有色金属：铜锌板块艳阳犹在 荐6股,东北证券
7292,2018-02-04,多家公司披露年报数据，这些投资机会最靠谱,第一财经
7293,2018-02-04,各种利空打压股市 隐现重大利好 周一8股或突破大涨,中财网
7294,2018-02-03,92亿净资金流入 五大板块成资金热捧标的,证券之星
7295,2018-02-03,“牛钴”走红A股市场,证券时报网
7296,2018-02-03,供需失衡持续 金属钴2018年上涨态势将延续,中证报
7297,2018-02-02,钴价超近十年高点 相关概念股走牛A股市场,证券时报网
7298,2018-02-02,造就A股第二高价 钴堪称去年最牛金属一年半涨了200%,e公司
7299,2018-02-02,周一大盘会如何？下周三大看点,中财网
7300,2018-02-02,【招商策略】单月流入规模创新高，家电银行大幅加仓——2018年1月陆股通持仓分析,招商策略研究
7301,2018-02-02,爱投顾-趋势巡航：下周大盘或将进入反弹周期,金融界
7302,2018-02-02,港股异动︱LME铜价直线拉升 资源股齐上涨,智通财经
7303,2018-02-02,有色铜板块成为领涨先锋,证券之星
7304,2018-02-02,有色金属板块午后快速拉升 驰宏锌锗等2股涨停,证券时报网
7305,2018-02-02,有色板块强势拉升 沪指午后翻红,e公司
7306,2018-02-02,英皇证券每日股市财经评论,正点财经
7307,2018-02-02,*ST海润或进退市“快速通道”这些股会否步其后尘,顶尖财经网
7308,2018-02-01,The Capital增持洛阳钼业(03993)3050万股 涉资1.78亿,智通财经
7309,2018-02-01,金属股落镬 马钢升近7%逾7年高 鞍钢涨逾6%,新浪
7310,2018-02-01,1月北上资金成交额创历史新高 三特征绘出投资路线图,证券日报
7311,2018-01-31,洛阳钼业(03993.HK)委任吴一鸣为副总经理,格隆汇
7312,2018-01-31,洛阳钼业：第四届董事会第二十八次临时会议决议公告,上交所
7313,2018-01-31,【中证盘前播报】天雷滚滚！獐子岛扇贝又跑了，乐视预亏116亿，石化油服亏106亿，巴士在线业绩大变脸；国信证券遭立案调查,中证报
7314,2018-01-31,[强于大市评级]海外原材料行业一周回顾：刚果金或将钴矿税提高至3.5%,中财网
7315,2018-01-31,特朗普拟斥资1.5万亿美元投资基建(受益股),中财网
7316,2018-01-31,[推荐评级]有色金属行业周报：美元大跌金属价格普涨 重点关注贵金属,中财网
7317,2018-01-31,寒锐钴业业绩大增仍跌停 钴概念股集体受挫,财富动力网
7318,2018-01-31,保险地产等板块拉升 行业板块普遍飘绿,股城网
7319,2018-01-31,[看好评级]有色金属行业周报：行业业绩大幅回暖 慢牛格局稳步前行,中财网
7320,2018-01-31,业绩预增却不及预期 第二高价股寒锐钴业探底翻红,新浪
7321,2018-01-31,今日午评：创业板雷区连爆 多股跌停拖累指数调整,中财网
7322,2018-01-31,北上资金流向呈现新特点 减持部分大消费股,股城网
7323,2018-01-31,中金公司：新能源汽车拉动消费 钴中短期供给缺口仍存,中金公司
7324,2018-01-31,今日A股最新消息：新华社为证监会点赞 北京国资重组首炮出炉（1.,金融界
7325,2018-01-31,北上资金再揽新欢 买入医药、电子科技等板块中的龙头股,财富动力网
7326,2018-01-31,中金公司：全球精炼钴市场缺口将会存续相当长一段时间,e公司
7327,2018-01-31,北上资金扩围加码细分龙头 白酒股“落袋为安”,金融界
7328,2018-01-31,洛阳钼业年报预增170%-190% 主要金属产品价格大涨,上海有色
7329,2018-01-31,1月31日开盘前瞻 |外围形势严峻，恒指10日均线位置成关键,智通财经
7330,2018-01-31,獐子岛的扇贝又游走了 这回你还信不信,和讯
7331,2018-01-31,31日可能影响股价重要财经消息汇总（更新中）,证券时报网
7332,2018-01-31,老沙:在第三根长阴上割肉很可能会割在地板上,中财网
7333,2018-01-31,寒锐钴业跌停 业内仍看好钴价上涨,全景网
7334,2018-01-31,A股头条：北京国资重组首炮出炉 乐视网预亏超百亿 预亏,金融界
7335,2018-01-31,洛钼(03993.HK)产品市价大涨 去年料多赚17亿人民币,金融界
7336,2018-01-31,洛阳钼业：预计2017年净利润同比增长1.7倍-1.9倍,Wind
7337,2018-01-30,洛阳钼业2017年度净利润预增170.33%-190.37%,智通财经
7338,2018-01-30,北向资金口味变了！它们正在悄悄买入这些股……,顶尖财经网
7339,2018-01-30,1月30日晚间重要业绩预告速读,第一财经
7340,2018-01-30,周三两市公告抢先看,中证网
7341,2018-01-30,公告精选：贵州茅台预计2017年实现净利润264亿元；中国人寿2017年净利预增55%到75%,e公司
7342,2018-01-30,洛阳钼业：年报净利预增170%-190% 主要金属产品市场价格涨幅较大,e公司
7343,2018-01-30,[推荐评级]有色金属行业周报：钴价仍然看涨 铜牛市逻辑已成,中财网
7344,2018-01-30,[强于大市评级]稀有金属行业研究周报：钴、钼系价格继续上涨,中财网
7345,2018-01-30,[推荐评级]有色金属行业2017Q4基金持仓分析：基金减持新能源 加仓金铜板块,中财网
7346,2018-01-30,[推荐评级]有色金属行业周报：经济复苏通胀抬头美元弱势 有色金属行情再起,中财网
7347,2018-01-30,寒锐钴业利润预增超五倍后跌停 钴价持续拉涨概念股集体下挫,e公司
7348,2018-01-30,恒指半日跌0.83% 中资银行股下跌,证券时报网
7349,2018-01-30,高价股阵营再现跌停 3大信号需引起重视,中证网
7350,2018-01-30,兴业证券：金属价格普涨 看好年内锡价走势,兴业证券
7351,2018-01-30,有色板块开盘下挫 寒锐钴业大单封死跌停,证券之星
7352,2018-01-30,腾讯等四巨头入股万达商业 六股爆发在即,中财网
7353,2018-01-29,今日大跌是机构大调仓（1月29日）,银行信息港
7354,2018-01-29,一财研选｜极端天气煤耗居高不下，限产解除预期推动板块向好！,第一财经
7355,2018-01-29,有色金属：有色金属行情再起 荐7股,银河证券
7356,2018-01-29,行业研报精选：钴镍征税受波及 看好铜锌板块配置机会,中金在线
7357,2018-01-29,【天风有色杨诚笑团队】小金属：钴、钼系价格继续上涨,笑看有色
7358,2018-01-29,有色金属行业：依旧看好铜锌板块配置机会,金融界
7359,2018-01-28,刚果将通过新采矿法 钴出口税率大增,中证网
7360,2018-01-28,有色金属：基本金属普涨 荐15股,广发证券
7361,2018-01-27,【安信有色】铜：有望步入长牛！重磅深度,诸海滨科新先声
7362,2018-01-26,沪深两市全天震荡收涨 水泥板块午后维持高位震荡,股城网
7363,2018-01-26,CFi收盘揭秘：尾盘下杀指数依旧翻红 个股跌多涨少,中财网
7364,2018-01-26,机构称黄金迎新一轮牛市 近14亿大单抢筹10只概念股,证券日报
7365,2018-01-25,今日资金抢入六只强势股一览（1月25日）,中财网
7366,2018-01-25,25日晚间机构研报精选：8股值得关注（名单）,和讯
7367,2018-01-25,券商评级:上证指数终结七连阳 9股引关注,证券之星
7368,2018-01-25,紫金矿业升超过半成 料去年多赚最少85%,新浪
7369,2018-01-25,【杉杉股份*曾朵红团队】正极持续发力，业绩大增,东吴研究所
7370,2018-01-24,创业板大涨突破1800点 13只成长龙头股或迎“升”机,证券日报
7371,2018-01-24,有色金属业绩向好中涨价仍可期,大众证券报
7372,2018-01-24,【策略】再度大涨，主线逻辑只剩这一个！,国元证券订阅号
7373,2018-01-24,年内逾300亿北上资金进场 13只成长龙头股或迎升机,证券日报
7374,2018-01-24,"杉杉股份业绩预告点评:正极持续发力,业绩大增",东吴证券
7375,2018-01-23,广发证券：北上资金加速流入大周期,广发证券
7376,2018-01-23,张忆东：牛市行情红包雨，H股更具性价比,和讯
7377,2018-01-23,近期锂电企业年报及投资活动汇总,维库电子市场
7378,2018-01-23,“PE国家队”快速成长 首期到位资金超过万亿元,股城网
7379,2018-01-23,机构荐股：2018年1月23日机构强烈推荐6股可闭眼买入,至诚财经
7380,2018-01-23,【有色钢铁|黄付生团队太平洋证券】行业周报：短期重点配置钢铁，节后关注电解铝,太平洋证券研究
7381,2018-01-23,掌控万亿资金的“PE国家队”投资了哪些上市公司,中财网
7382,2018-01-22,AH股比价：3只个股股价倒挂,证券时报网
7383,2018-01-22,23日机构强推买入 六股成摇钱树,证券之星
7384,2018-01-22,"杉杉股份:正极材料大放异彩,推动全年业绩高增长",中证网
7385,2018-01-22,上海证券：个股表现追踪,上海证券
7386,2018-01-22,钢铁价格企稳反弹 关注周期股投资机会(附股),证券时报网
7387,2018-01-22,方正证券丨一周聚焦0122-0126,方正证券研究
7388,2018-01-22,智通决策参考︱1.22-1.26,智通财经
7389,2018-01-21,【周观点 | 价格反复，趋势不改】国君有色刘华峰团队,有色非无话语
7390,2018-01-21,史上首次，互通资金双向破千亿！北上资金“收割”金融地产，加仓有色汽车,e公司
7391,2018-01-21,【申万能源环保】公用环保电新周观点180121：17全年电力数据出炉火电改善风光装机大增 18年看好风光核等清洁能源发展,申万环保公用
7392,2018-01-21,【山证策略】风格短期难切换---山西证券策略周报(20180121),山西证券研究所
7393,2018-01-21,申万宏源：龙头的增量博弈,申万宏源
7394,2018-01-21,几家欢乐几家愁？走势分化最大原因竟是这个！,证券时报
7395,2018-01-21,沪指创熔断新高背后：沪股通周净流入额降逾九成32股获外资增持,顶尖财经网
7396,2018-01-20,沪指创熔断新高背后：沪股通周净流入额降逾九成 这32只个股成外资扫货重点,每经网
7397,2018-01-20,【光大新三板】2018年七大投资策略报告合集,EBSCN新三板研究
7398,2018-01-20,2017年年报披露拉开帷幕 四维度挖掘绩优白马股投资机会,证券日报
7399,2018-01-20,卖出部分银行、地产股后 陆股通大买细分行业龙头,大众证券报
7400,2018-01-20,揭秘2017股基冠军+第一大公募基金公司最新调仓动向,中国基金网
7401,2018-01-20,2017年年报披露拉开帷幕 挖掘绩优白马股投资机会,证券日报
7402,2018-01-19,还有哪些白马股可以买（1月19日）,银行信息港
7403,2018-01-19,四大行高潮了，更“可怕”的是50开始轮动了,环球老虎财经
7404,2018-01-19,中金策略：全球资金继续流入新兴和港股 银行占主导,新浪
7405,2018-01-19,【中金海外策略】全球资金流向监测：股强债弱，继续大幅流入新兴和港股；银行占主导,Kevin策略研究
