,2021-12-31,35股今日获机构买入评级,证券时报网
4291,2018-04-23,兴全合宜早盘冲向跌停 9万户持有人经历惊心一刻（附兴全基金回应）,每日经济新闻
4292,2018-04-23,南玻集团2017年年报出炉 营收首超百亿创历史新高,证券之星
4293,2018-04-23,[看好评级]机械高频数据周报：一季报业绩亮眼 机械板块复苏确定性高,中财网
4294,2018-04-23,快讯：今日上午主力资金大量净流入个股解密,证券时报网
4295,2018-04-23,爆款基金兴全合宜上市首日跌停 重仓中兴通讯,中国基金报
4296,2018-04-23,蓝筹股回调 题材概念股有亮点,每日经济新闻
4297,2018-04-23,快讯：早盘蓝筹股集体杀跌 欧菲科技暴跌超8%,新浪
4298,2018-04-23,科技类蓝筹集体杀跌 歌尔股份跌近8%,证券时报网
4299,2018-04-23,【G20专栏】一张图看懂大族激光2017年年度报告,高工锂电
4300,2018-04-23,北向资金抄底态度坚决,金融界
4301,2018-04-22,北上资金买买买！单周净买入146亿创年内新高，大举抄底这只中兴通讯关联股,e公司
4302,2018-04-22,[谨慎增持评级]大族激光(002008)年报点评：各业务板块增长齐头并进 激光设备自制比例提升优化财务指标,中财网
4303,2018-04-21,A股大跌北上资金逆势“抄底”,大众证券报
4304,2018-04-20,四月精选股票组合（第三周）| 海通证券研究所出品,--
4305,2018-04-20,[路演]大族激光：华为、oppo均是公司的重要客户,全景网
4306,2018-04-20,基金一季报出炉 基金现调仓迹象,财界网
4307,2018-04-20,大族激光：大功率激光器研发目前在测试阶段,中证网
4308,2018-04-20,[推荐评级]大族激光(002008)年报点评：经营业绩创新高 未来有望进入持续成长期,中财网
4309,2018-04-19,4月19日早间机构研报精选 10股值得关注,证券时报网
4310,2018-04-19,"大族激光点评报告:汇兑暂时影响业绩,长期稳健增长趋势不变",万联证券
4311,2018-04-19,"大族激光:深耕细分行业提升竞争力,顺应趋势多业务齐头并进",联讯证券
4312,2018-04-18,33亿外资抄底！深股通资金流入创开通以来单日新高,深圳商报
4313,2018-04-18,短线防风险78只股短期均线现死叉,证券时报
4314,2018-04-18,[买入评级]大族激光(002008)年报点评：顺应景气周期 2018年增长动能持续,中财网
4315,2018-04-18,【光大电子杨明辉团队】大族激光：激光装备龙头保持高速增长，持续受益智能制造升级,杨明辉电子
4316,2018-04-18,[买入评级]大族激光(002008)年报点评：工业解决方案商的代表,中财网
4317,2018-04-18,[买入评级]大族激光(002008)年报点评：业绩高增长 期待设备与激光器共舞,中财网
4318,2018-04-18,[中性评级]机械高频数据周报：先进制造进入发展机遇期 “三新”策略看多机械行业,中财网
4319,2018-04-18,重点买入白马股 爆款基金兴全合宜重仓股首度曝光,证券时报
4320,2018-04-17,300亿兴全合宜最新持仓揭秘 或借道大宗交易扫货小盘股,每日经济新闻
4321,2018-04-17,爆款基金兴全合宜持仓曝光 偏好价值成长龙股,北京商报
4322,2018-04-17,“爆款基金”兴全合宜股票仓位已超50％，中兴通讯位列十大重仓股,每经网
4323,2018-04-17,"英美对中兴通讯下手这么狠,国产芯片当自强!",银行信息港
4324,2018-04-17,A股共发生46宗大宗交易成交36.82亿元(4月17日),Wind
4325,2018-04-17,4月17日中小板高活跃度个股一览,中证网
4326,2018-04-17,[看好评级]机械行业2018年一季报前瞻：一季报业绩预告喜多忧少 中游复苏逻辑持续验证,中财网
4327,2018-04-17,大族激光今日大宗交易成交4.96万股，成交价51.1元折价0.0%,Wind资讯
4328,2018-04-17,一场由中兴通讯引发的科技血案！,银行信息港
4329,2018-04-17,机械行业动态：市场波动加剧 关注白马成长,中财网
4330,2018-04-17,[推荐评级]大族激光(002008)年报点评：业绩高速增长 业务全面爆发,中财网
4331,2018-04-16,公告精选：证金公司去年四季度增持多家公司；“牛散”成碧娥现身贵州燃气前十大股东,每日经济新闻
4332,2018-04-16,大族激光：2017年净利同比增121% 证金公司新晋股东名单,e公司
4333,2018-04-16,大族激光：2017年净利润同比增121%，证金公司新晋第六大股,Wind
4334,2018-04-16,[中性评级]电子设备行业周报：A股苹果供应商惨遭汇兑损失冲击 “去苹果化”为大势所趋,中财网
4335,2018-04-16,[买入评级]电子行业研究周报：苹果产业链最坏时候正在过去 新机拉货渐行渐近,中财网
4336,2018-04-16,[强于大市评级]机械行业周报：布油价格屡创新高 关注油气产业链投资机会,中财网
4337,2018-04-16,[推荐评级]通信、电子2018年Q2股票池：风险依然存在 小心寻找确定性 耐心等待景气回升,中财网
4338,2018-04-15,四月精选股票组合（第二周）| 海通证券研究所出品,--
4339,2018-04-14,资金存量博弈 二季度业绩仍是最核心变量,证券之星
4340,2018-04-14,淡化风格 精选龙头,中证网
4341,2018-04-13,92亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
4342,2018-04-13,自主知识产权芯片有望年内量产 八股可关注,证券之星
4343,2018-04-13,社保与QFII同时重仓自主知识产权芯片 六股狂欢,证券日报
4344,2018-04-13,自主知识产权芯片望年内量产 社保与QFII同时重仓5股,金融界
4345,2018-04-12,利润连续爆发50强公司,中金在线
4346,2018-04-12,284股机构首次关注 凯乐科技涨幅空间最大,证券时报
4347,2018-04-12,宁德时代上市 这些材料设备企业将成最大受益者,维库电子市场
4348,2018-04-12,【陆股通交易追踪】陆股通净流入9.4亿 追捧电子股减仓银行股,e公司
4349,2018-04-11,央行这一重磅表态与A股关系最大！相关额度扩大4倍,顶尖财经网
4350,2018-04-10,出货量爆降近三成，智能手机市场一季度延续下滑态势，二季度上演反转？(附产业链投资机会分析),和讯
4351,2018-04-10,276股机构首次关注 凯乐科技涨幅空间最大,证券时报
4352,2018-04-10,激光设备去年产销两旺 最新披露的年报业绩十分亮丽,股城网
4353,2018-04-09,周二机构一致最看好的6只金股（4.9）,中金在线
4354,2018-04-09,[强于大市评级]机械行业周报：页岩气获减税政策支持 关注景气度持续复苏的油气装备板块,中财网
4355,2018-04-09,[强于大市评级]电子制造行业研究周报：创新推动 涨价又起,中财网
4356,2018-04-09,[买入评级]电子行业研究周报：301征税清单对中国电子产业影响有限 关注高增长优质龙头,中财网
4357,2018-04-09,[推荐评级]大族激光(002008)一季报预告点评：一季报超预期 激光装备龙头进入持续成长期,中财网
4358,2018-04-09,北上资金逾40亿元抄底 家电股重回加仓视野,金融界
4359,2018-04-09,508家上市公司一季报业绩预喜，机构调研瞄准三大主题,中证报
4360,2018-04-08,中上协2017年度最受投资者尊重的上市公司评选结果揭晓,证券时报网
4361,2018-04-08,半导体硅片缺货潮或加剧 五股有望借势腾飞,证券时报
4362,2018-04-08,大族激光：宁德时代是公司客户,Wind
4363,2018-04-08,大族激光：宁德时代公是公司的客户。,金融界
4364,2018-04-08,半导体、电子设备：贸易摩擦背后的中国科技硬实力 荐14股,长江证券
4365,2018-04-08,【G20周刊】锂电细分领域巨头4月都在忙什么？,高工锂电
4366,2018-04-08,274股机构首次关注 海信科龙涨幅空间最大,证券时报网
4367,2018-04-04,248股机构首次关注 海信科龙涨幅空间最大,证券时报
4368,2018-04-04,消费电子产业迭代迅猛，上市公司如何“险”中求胜,市场信息网
4369,2018-04-04,大族激光最新消息：2018年有望延续高增长,中财网
4370,2018-04-04,今日最具爆发力六大牛股(名单),中财网
4371,2018-04-04,上市公司首批一季报公布 市场有望迎来业绩浪行情,深圳商报
4372,2018-04-03,震荡之中不断加仓这路聪明资金是这么布局的,顶尖财经网
4373,2018-04-03,[强于大市评级]机械行业周报：集成电路企业迎重大减税政策 关注国产半导体设备投资机会,中财网
4374,2018-04-03,[强于大市评级]电子制造行业研究周报：重视5G材料、声光电发展 抓住军工、半导体主线,中财网
4375,2018-04-03,机械行业动态：半导体设备景气、工程机械热销,中财网
4376,2018-04-03,[买入评级]电子行业研究周报：利好加持 中国集成电路产业有望迎来加速发展,中财网
4377,2018-04-03,百度无人驾驶再曝新动作 六股腾飞在即掘金良机,证券日报
4378,2018-04-03,电子行业周报:财政部发布半导体税收优惠政策,渤海证券
4379,2018-04-02,央视首次揭秘我国这个计划 概念股能否站上风口？,每日经济新闻
4380,2018-04-02,半导体、电子设备：集成电路迎来政策甜蜜期 荐11股,和讯
4381,2018-04-02,我国智能制造标准体系初步建立 概念股有望爆发(附股),证券时报网
4382,2018-04-02,Q1预期净利超3亿元 大族激光2018锂电持续发力,高工锂电
4383,2018-04-02,百亿资金北上加仓中小创 喝酒吃药弃家电,证券时报
4384,2018-04-02,揭秘三月A股资金动向 美的集团等5只个股吸金均超6亿元,证券日报
4385,2018-04-02,阳春三月 机构调研路径孕育两“生机”,中证报
4386,2018-04-02,计算机“软硬”齐涨 启明星辰大获机构追捧,证券时报
4387,2018-04-01,3月机构密集调研293家上市公司：电子、计算机等行业关注度依旧较高,--
4388,2018-04-01,3月北上资金继续加仓白酒、医药行业龙头,证券时报网
4389,2018-04-01,北上资金3月份杀入近百亿，这30只个股最受青睐！,e公司
4390,2018-03-31,创业板或将上涨1000点,中财网
4391,2018-03-31,科技强国在路上 四大核心技术产业即将爆发,金融投资报
4392,2018-03-31,25只基金加仓超过40% 龙头股仍是掘金重点(名单),中财网
4393,2018-03-31,【光大电子杨明辉团队】大族激光：一季度盈利高增长，享受激光制造升级红利,杨明辉电子
4394,2018-03-30,四月精选股票组合及上月组合回顾| 海通证券研究所出品,微信
4395,2018-03-30,研报精选 6股值得关注（3.30）,中金在线
4396,2018-03-30,锦美碳材去年负极材料产能4720吨 安徽宣城新能源材料项目或7月动工,中国电池网
4397,2018-03-30,今日131公司披露一季报预告 31家净利翻倍,证券之星
4398,2018-03-30,【金网早参汇】中期走势依然积极；关注三类个股,微信
4399,2018-03-30,[推荐评级]大族激光(002008)业绩预览：业绩高速增长 战略产业发力,中财网
4400,2018-03-30,2018年3月30日沪深两市最新交易提示,南方财富网
4401,2018-03-30,兴证事件雷达20180330【任瞳/麦元勋】：大族激光等公司一季报业绩预增！,XYQUANT
4402,2018-03-30,【天风Morning Call】晨会集萃20180330,天风研究
4403,2018-03-30,【电子】大族激光：不仅仅苹果，智能制造全面发力,天风研究
4404,2018-03-30,年报显示调仓路线 绩优基金开始布局成长股,金融投资报
4405,2018-03-30,大族激光点评报告:2018年有望延续高增长,证券之星
4406,2018-03-29,太平洋电子|每日公告20180329,刘翔电子研究
4407,2018-03-29,苹果砍单影响几何？A股供应商一季度业绩密集曝光,e公司
4408,2018-03-29,深交所启动新版证券上市协议签署工作,深交所
4409,2018-03-29,深交所王建军：上市公司应当遵规守法、重诺守信 维护中小投资者合法权益,e公司
4410,2018-03-29,大族激光：一季度业绩预增120%-150%,证券之星
4411,2018-03-29,大族激光：预计一季度净利润同比增长1.2倍-1.5倍,Wind
4412,2018-03-29,大族激光：2018年第一季度业绩报告预告,深交所
4413,2018-03-29,华为P20、P20 PRO、Mate RS供应链分析：三星/LG供应屏幕 京东方有望切入,Ofweek
4414,2018-03-29,【安信电子孙远峰团队每日观点&资讯】（2018-03-30）,微信
4415,2018-03-28,“1+2+5+10”：CITE2018用数字解读中国电子信息产业的初心,元器件交易网
4416,2018-03-27,机械行业动态：锂电池装机量、起重机销量持续高增长,中财网
4417,2018-03-27,"电子行业研究:中美贸易摩擦加剧,中国电子行业的“危”与“机”",证券之星
4418,2018-03-25,半导体、电子设备：全面屏加速渗透 荐4股,和讯
4419,2018-03-25,半导体、电子设备：中美贸易局势影响电子板块 荐5股,东北证券
4420,2018-03-23,3月23日中小板高活跃度个股一览,中证网
4421,2018-03-23,【陆股通交易追踪】北上资金净流入3.72亿元 贵州茅台获加仓,e公司
4422,2018-03-23,三大股指全线调整 下行空间有限无需过度悲观,证券时报
4423,2018-03-22,太平洋电子|每日公告20180322,刘翔电子研究
