,2021-12-31,海尔智家(06690)：累计75.04亿港元H股可转债转换成3.98亿股,智通财经
8940,2019-01-07,1亿红包大派送、精选爆品5折起 国美年货抢购盛宴疯狂来袭,砍柴网
8941,2019-01-07,海尔中央空调获政府采购两项大奖,我的钢铁
8942,2019-01-07,国美加速转型 供应链为新业务“引流”,证券日报
8943,2019-01-07,"家电行业12月报:2018年收官,高端化家电产品尽显优势",山西证券
8944,2019-01-06,长江家电 | 如何看待家电行业消费分级现象？,长江家电研究团队
8945,2019-01-06,2018年中国冰箱行业保有量接近饱和 三四线城市市场需求将迎来爆发式增长,前瞻研究院
8946,2019-01-04,剖析2019做好制造业高质量发展的难点与方法,亿欧网
8947,2019-01-04,快来打新这只银行股！顶格申购中签概率超50%，山东首只A股银行股,中财网
8948,2019-01-04,A股回购热潮新年更澎湃 机构全力备战,证券之星
8949,2019-01-03,2018年中国冰箱行业发展现状及趋势分析 未来五大发展趋势将引爆增量市场,前瞻研究院
8950,2019-01-03,一周产业要闻回放（20190102）,我的钢铁
8951,2019-01-03,海尔入选全球“灯塔工厂”——未来制造业首重“个性”,经济日报
8952,2019-01-03,青岛市委市政府充分肯定我局推动企业上市、助力地方经济高质量发展工作,青岛证监局
8953,2019-01-02,A股史上最大规模！美的40亿豪气回购提振家电股,云掌财经
8954,2019-01-02,2018年A股遇近10年最冷“寒冬”,中财网
8955,2019-01-02,史上最大规模！美的集团40亿元顶格完成回购计划,证券时报
8956,2019-01-02,北上资金持续加仓“春季行情”,中证报
8957,2019-01-02,投资价值显现 A股将行稳致远,中证报
8958,2018-12-31,西南证券：减持 增持市值均环比增加两成多,西南证券
8959,2018-12-31,家电行业2019年年度策略报告：行业景气度回落 关注龙头估值修复,山西证券
8960,2018-12-29,2018年北上资金十大重仓股出炉 部分个股被逆势增持超1亿股,中证网
8961,2018-12-29,"家用电器行业11月冰洗出货数据点评:冰洗出货量稳定,龙头份额提升",正点财经
8962,2018-12-29,谁来拯救暴风集团？,斑马消费
8963,2018-12-28,家用电器：守得云开见月明 荐8股,和讯
8964,2018-12-28,双向开放 上交所打造全球投融资高地,中证报
8965,2018-12-27,"家用电器行业2018W51周观点:中央经济工作会议召开,期待行业边际改善",正点财经
8966,2018-12-27,鲁股指数12月27日收评 沪深高开低走九阳股份涨幅居前,中金在线
8967,2018-12-27,全球煤炭产业集中度进一步提升,中国能源网china5e
8968,2018-12-27,【家电】浅析家电企业高端品牌塑造之路,中信证券研究
8969,2018-12-26,【东北FICC李勇·转债分析】海尔转债投资价值分析,李勇宏观债券研究
8970,2018-12-26,家用电器：美的与小天鹅的前世今生 荐8股,和讯
8971,2018-12-25,数据王：上周北上资金小结,巨丰财经
8972,2018-12-25,盘前参考:美股跌完亚太跌！日本股市重挫4% A股跟不,中财网
8973,2018-12-25,制造业高质量发展要形成合力,经济日报
8974,2018-12-25,对话德银中国董事长高峰：走向直接投融资是必然趋势,21世纪经济报道
8975,2018-12-25,海尔金控产业投行再升级：物联网金融生态赋能产业升级,21世纪经济报道
8976,2018-12-24,消费研究看长江 | 大消费周度行业专题研究精粹·2018W51,微信
8977,2018-12-24,海尔、维科38.2亿元分食宁波两宗涉宅地块,观点地产网
8978,2018-12-24,沪深市场全面翻红 三主线机遇显现,中证网
8979,2018-12-24,民生证券：本轮家电销量增速放缓何时见底,证券时报网
8980,2018-12-24,TCL集团回复深交所问询：战略转型创造更大的股东价值 问询,证券时报
8981,2018-12-24,北上资金流出趋缓 结构性行情仍受看好,中证报
8982,2018-12-24,164只个股被QFII连续三个季度持有 9股年内股价飙升,证券日报
8983,2018-12-24,2018“一带一路”企业社会责任创新案例 海尔生物医疗疫苗网安全方案,21世纪经济报道
8984,2018-12-23,多因素利好金价表现，黄金板块有望迎来量价齐升,第一财经
8985,2018-12-22,厨电业变局：智慧化、全体系解决方案成趋势,亿欧网
8986,2018-12-21,家用电器：外销订单放量增速抢眼 荐4股,和讯
8987,2018-12-21,海尔金控：用有温度的金融 点亮用户美好生活,南方财富网
8988,2018-12-21,小天鹅“占便宜” 何享健21日如何说服美的股东？,第一财经
8989,2018-12-21,"家电行业深度报告:关注行业龙头,大型厨电持续看好",长城证券
8990,2018-12-20,家用电器：智能门锁 爆发在即的现象级智能家居单品,和讯
8991,2018-12-20,“屈辱”的白电三巨头!低价筹码快被外资吸干了，你还在问要不要割肉？,阿尔法工场
8992,2018-12-20,增持+回购彰显公司信心 4只个股有望迎超跌反弹机会,证券日报
8993,2018-12-19,全国两化融合管理标委会首批5个标准工作组成立,中证网
8994,2018-12-19,今日（12月19日）沪深股通、港股通资金流向,中金在线
8995,2018-12-19,青岛海尔：海尔转债网上发行中签结果出炉,金融界
8996,2018-12-19,家用电器2018W50周观点:11月社零数据中家电子项目增速回升,正点财经
8997,2018-12-19,李东生入选“改革先锋百人名单”谈感想 称时代造就TCL要打造世界级企业,华夏时报
8998,2018-12-19,美的营收再创纪录，聚焦AI引领转型,证券之星
8999,2018-12-19,为何市道差了白电反而升价？看完秒懂,太平洋电脑网
9000,2018-12-19,改革先锋100人刷屏！除BAT，还涉及市值逾1.1万亿A股公司,中财网
9001,2018-12-19,家电行业2019年投资策略报告:拨云见月静待花开,东兴证券
9002,2018-12-18,家电“四巨头”获“改革先锋”称号 行业产值40年增长逾3500倍,每日经济新闻
9003,2018-12-18,"改革开放杰出贡献,马云、张瑞敏等人上榜",亿欧网
9004,2018-12-18,【可转债】海尔发债18日申购指南,国元证券订阅号
9005,2018-12-18,青岛海尔今日发行30.07亿元可转债,中证网
9006,2018-12-18,海尔集团张瑞敏：企业要有一种紧迫感,第一财经日报
9007,2018-12-17,看好中国｜消费升级——家电股防御性突出,巨丰财经
9008,2018-12-17,山西证券：两市放量冲高 止盈后耐心等待,和讯
9009,2018-12-17,海尔COSMOPlat新工业模式为国家智能制造转型寻“未来之路”,南方财富网
9010,2018-12-17,【华泰金工林晓明团队】A股周五下挫，权益ETP表现不佳——ETP与量化基金周报20181216,华泰金融工程
9011,2018-12-17,从东芝事件看美日贸易冲突,方正证券小方理财
9012,2018-12-17,【天风研究·固收】转债日报（12月17日）,固收彬法
9013,2018-12-17,北上资金周流入放缓 消费和基建龙头受青睐,中证报
9014,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
9015,2018-12-16,刘李胜：全球资本市场召唤与中国企业境外上市准备,新浪
9016,2018-12-16,融资客最看好个股一览,证券之星
9017,2018-12-15,未来转债市场的明星券 | 海尔转债发行定价及申购建议,债市覃谈
9018,2018-12-15,白色家电巨头，加码布局智能领域 ——海尔转债申购价值分析,岳读债市
9019,2018-12-14,强强联合 海尔携手建行开启乡村振兴新模式,证券之星
9020,2018-12-14,青岛海尔拟发行30亿元可转债 初始转股价格为14.55元/股,TechWeb
9021,2018-12-14,【天风研究·固收】转债日报（12月14日）,固收彬法
9022,2018-12-14,14日早间两市重要市场新闻速递,证券时报网
9023,2018-12-14,12月14日早间利好消息速递,证券时报网
9024,2018-12-14,A股闻“基”起舞 岁末有望迎来翘尾行情,中证报
9025,2018-12-14,青岛银行漫漫A股路：长跑6年海尔长情陪伴，新股申购紧急暂停,凤凰网
9026,2018-12-14,家电板块估值接近历史底部 六股或迎掘金良机,证券日报
9027,2018-12-14,华谊嘉信实控人变更存疑，涉乐视金立等大量欠款难收回 控制人变化,和讯
9028,2018-12-14,10月以来近400家公司实施回购 美的出手提振家电股,证券时报
9029,2018-12-13,家电板块崛起 中级反弹行情就此展开？,金融界
9030,2018-12-13,2018厨电市场遇“冷年” 业内整合动作频频力求突破,大众证券报
9031,2018-12-13,昔日大牛股暴跌60%后今日放量涨停，三年来首次！白马股王者归来！,e公司
9032,2018-12-13,沪深两市放量高开高走 券商板块涨势居前,中国经济网
9033,2018-12-13,沪深市场放量弹升 短期可适当乐观,中证网
9034,2018-12-13,收评：放量上攻，反弹行情延续！,中金在线
9035,2018-12-13,家用电器：排产好转难改空调行业疲软 荐2股,和讯
9036,2018-12-13,家用电器行业周观点:12月空调排产量回升,正点财经
9037,2018-12-13,美的集团逾29亿回购股份 家电股强势领涨 397家公司四季度至今回购近288亿元,e公司
9038,2018-12-13,家电股集体大涨 老板电器涨停,e公司
9039,2018-12-13,午评：大基建板块雄起 市场迎来变盘点,证券之星
9040,2018-12-13,家电板块全线拉升，美的集团大涨5%,Wind
9041,2018-12-13,家电股集体走强 美的集团涨超4%,e公司
9042,2018-12-12,家用电器：空调复盘行业至暗时刻 荐5股,和讯
9043,2018-12-12,“双十二”年末盛宴来袭 家电物流等板块闻风起舞,证券时报网
9044,2018-12-12,【国金策略】汇率承压，二级市场净减持--资金周度监测136期,策略李立峰与行业配置笔记
9045,2018-12-12,建设新农村 共享新生态 建行普惠金融战略再出新招,新浪
9046,2018-12-11,建设银行与海尔集团达成普惠金融战略合作 共创中国田园梦,中国网
9047,2018-12-11,海尔中央空调一举拿下河南浚县、淇县近两亿的项目,我的钢铁
9048,2018-12-11,11日公告透露利好 11只个股有望爆发,中金在线
9049,2018-12-11,华谊嘉信实控人承压出让控制权 资本大鳄KKR魅影闪现 控制人变化,21世纪经济报道
9050,2018-12-10,【东北固收李勇·可转债周报】转债市场小幅反弹（2018年第47期）,李勇宏观债券研究
9051,2018-12-10,A股头条之上市公司公告精选（12.11）,金融界
9052,2018-12-10,公告精选：交通银行拟发行不超800亿元二级资本债券；青岛海尔实控人方面已耗资9.5亿元增持,e公司
9053,2018-12-10,沪深上市公司18年12月10日晚间上市公司重要公告,全景网
9054,2018-12-10,青岛海尔：实控人方面累计增持1%股份 耗资9.5亿元,e公司
9055,2018-12-10,青岛海尔：股东增持公司股份比例达到1%,Wind
9056,2018-12-10,华谊嘉信控制权拟变更 接盘方背后是全球最大PE之一KKR 控制人变化,e公司
9057,2018-12-10,14年2次选择海尔酒柜，德国用户给出五星好评,南方财富网
9058,2018-12-10,"家电行业:11月线上,整体量价趋弱,龙头份额环比提升",光大证券
9059,2018-12-09,东软集团：未来大幅提高区块链技术的研发投入,中证网
9060,2018-12-09,【华创家电】白电线上略有回暖，小家电加速增长,月观家电
9061,2018-12-08,冰箱天花板开始咄咄逼人：海尔独秀海信美的激战美菱西门子衰落,家电圈
9062,2018-12-07,年终家电消费趋势盘点 海尔、美的、小米谁才是90后最爱,证券之星
9063,2018-12-07,青岛银行什么时候上市 青岛银行后期走势怎么样？,银行信息港
9064,2018-12-06,从“将就”到“讲究”看家电消费升级大趋势,长江家电研究团队
9065,2018-12-06,"青岛海尔:增长稳健,彰显行业龙头优势",正点财经
9066,2018-12-06,海尔磁悬浮中标浙江花园新能源厂房建设项目,我的钢铁
9067,2018-12-06,盘前参考:休市一天后美股期货开盘再大跌 A股幸免？,中财网
9068,2018-12-06,青岛海尔股东海创智增持5650万股 耗资8.52亿元,挖贝网
9069,2018-12-06,中小银行再迎上市潮：投资资产占比过重 资本补充“压力山大”,21世纪经济报道
9070,2018-12-05,李德林：资本大鳄刘益谦,新浪
9071,2018-12-05,睿康股份糊涂账多：销售服务费暴增 创始人套现走人,证券市场周刊
9072,2018-12-05,青岛海尔公开发行可转债申请获得中国证监会核准批复,TechWeb
9073,2018-12-05,财融汇·日间资讯,财通证券融资融券部
9074,2018-12-05,【天风研究·固收】转债日报（12月5日）,固收彬法
9075,2018-12-04,青岛海尔D股超额配售权行权股份上市交易,TechWeb
9076,2018-12-04,【港股专家】唐仁：海尔生物医疗具物联网生态系统价值,中国财经网
9077,2018-12-04,东方、招商、浙商、银河4券商被剔除样本股 是何原因？,证券时报
9078,2018-12-04,放量上涨逾百亿元大单涌入A股，北上资金等三路资金现新动向,证券日报
9079,2018-12-04,压力缓解 家电板块修复行情可期,中证报
9080,2018-12-04,沪伦通倒计时：西向GDR先行 华泰证券饮头啖汤,21世纪经济报道
9081,2018-12-04,"家电行业每周观点:出口预期有望改善,弹坑逻辑精选优质资产",光大证券
9082,2018-12-04,美的集团深度系列报告(二):从产品的角度看美的集团与小天鹅的合并,爱建证券
9083,2018-12-03,沪港通十大成交活跃股排名（12月3日）,Wind
