,2021-12-31,浦发银行大连分行为您解析“债券型基金”,搜狐
3264,2018-05-05,银保监会公布10张罚单，三股份行被罚逾1.8亿元,Wind
3265,2018-05-05,银行业再现千万级罚单 浦发等三家银行被罚,北京商报
3266,2018-05-05,一天开出10张罚单！银保监会首轮巨额罚单开给了谁,中财网
3267,2018-05-04,近两亿！银保监会首轮十张巨额罚单开给招行兴业浦发,中证网
3268,2018-05-04,浦发银行因不配合调查取证等19项违规事实被罚没5855万,澎湃新闻
3269,2018-05-04,因涉理财、贷款等违规 浦发银行被罚5845万元,中国网
3270,2018-05-04,浦发银行违规被罚5845万 一季度利润增速低于同行,凤凰网
3271,2018-05-04,浦发银行成唯一利润负增长银行 造假竟造出零不良率,面包财经
3272,2018-05-03,行增速重回两位数 浦发拨备覆盖率垫底,腾讯网
3273,2018-05-03,上市银行资产质量2018年有望持续改善,中国经济时报
3274,2018-05-02,浦发打造一流数字生态银行,腾讯网
3275,2018-05-02,浦发银行股价暴跌5%创两年新低 Q1营收净利双降,新浪
3276,2018-05-02,白马股轮番轰炸，说好的价值投资呢？,--
3277,2018-05-01,直销银行类网贷业务凸显合规风险,北京商报网
3278,2018-04-28,8家股份行去年成绩单：招行不良资产双降，浦发等3家双升,澎湃新闻
3279,2018-04-28,浦发银行数字生态化转型 智能投顾时代已至,南方财富网
3280,2018-04-28,浦发银行Q1营收净利润双双负增长 零售贷款业务出色,新浪
3281,2018-04-28,银行系“P2P”坚守者,经济观察网
3282,2018-04-28,浦发银行业绩在走下坡路 一季度营收净利“逆市”双降,财富动力网
3283,2018-04-28,浦发银行2017年实现净利润542.58亿元,金融界
3284,2018-04-27,浦发银行去年净利542亿 一季末零售成第一大收入源,新浪
3285,2018-04-27,浦发终于发年报了，希望首批获准成立资管子公司,第一财经日报
3286,2018-04-27,浦发银行：零售业务成第一大收入来源 今年调结构放在首位,21世纪经济报道
3287,2018-04-27,浦发银行2017年净利增长2% 不良率上升,证券时报
3288,2018-04-27,晚间重要公告2018年4月27日星期五,--
3289,2018-04-27,浦发银行2017年不良双升 西部地区营业利润亏损117.49亿,和讯
3290,2018-04-27,浦发银行：2017年实现净利逾542亿元 同比增长2.18%,e公司
3291,2018-04-27,浦发银行：2017年净利润同比增2.18%,Wind
3292,2018-04-27,浦发银行：一季度净利润同比减1.09%,Wind
3293,2018-04-24,浦发银行台州分行因贷款资金转定期存款等违规事实被罚,腾讯网
3294,2018-04-23,浦发银行多措并举优化企业开户服务 助力改善营商环境,和讯
3295,2018-04-19,浦发银行大连分行发力自贸金融取得新突破,和讯
3296,2018-04-17,浦发银行与徐州工程机械集团有限公司签署战略合作协议,扬晚网
3297,2018-04-15,谁在收割现金贷果实？银行系杀入消费金融，发卡量爆增两倍,凤凰网
3298,2018-04-11,零壹新金融日报：新国都7.1亿元收购嘉联支付获批复；善林金融被上海经侦调查,零壹财经
3299,2018-04-10,泰安浦发银行以贷转存遭罚：业内揭银行存款压力转嫁借款人内幕,鲁网
3300,2018-04-10,浦发银行大连分行与大连市公共行政服务中心签署战略合作协议,和讯
3301,2018-04-09,浦发银行泰安贷款用途管控不力 贷款资金违规转为存款,中国经济网
3302,2018-04-09,开价小五十亿 摆平逾期风波的山西信托静候新东家,投资时报
3303,2018-04-07,"大变局：四大行2年""裁掉""1个浦发 人均薪酬位居末位",新浪
3304,2018-04-04,晶报采访小小金融：提供最IN、最好的金融服务,信产网
3305,2018-04-04,马东诉浦发银行侵犯肖像权姓名权 微博配图该如何定性?,和讯
3306,2018-04-03,道德风险频频诱发大案，“失守”的银行内控补漏洞,财经网
3307,2018-04-02,首创科技金融服务平台，浦发银行开启科技融资新通道,财经网
3308,2018-03-31,陈汉文：用内部控制化解系统性风险,经济观察网
3309,2018-03-30,"""小股东维权第一股""ST行悦收到民事判决，生产经营或受到影响",读懂财经
3310,2018-03-29,“浦发日历”受欢迎,上海金融报
3311,2018-03-28,泰笛、浦发共同打造联名信用卡，“刷”出美好生活！,财经网
3312,2018-03-27,浦发银行大连分行实现大连自贸区资本项目业务首笔突破,和讯
3313,2018-03-26,社区支行缘何风光不再,经济日报
3314,2018-03-24,银行苦撑跌势利好催化前景仍可观 四股掘金,中证报
3315,2018-03-22,A股61家上市公司涉68起违规受罚,顶尖财经网
3316,2018-03-20,河南银监局连发四张罚单 浦发银行等三公司被罚130万,新浪
3317,2018-03-20,浦发银行郑州分行虚增存款违规 被银监局罚50万,和讯
3318,2018-03-20,浦发上海分行全方位服务申城实体经济,上海金融报
3319,2018-03-16,147只股票市盈率降至20倍以下，白马股居多,--
3320,2018-03-16,147只股票市盈率降至20倍以下，白马股居多,Wind
3321,2018-03-15,银行可转债遇冷：2只遭遇上市破发1665亿待发,Wind
3322,2018-03-14,央行彻查 浦发银行清理扫码通道,北京商报
3323,2018-03-12,零壹新金融日报：万达与新西兰区块链公司达成合作；趣店2017年净利润达21.6亿元,零壹财经
3324,2018-03-12,[推荐评级]银行行业简评报告：信贷管理具有弹性 贷款利率仍有上升空间,中财网
3325,2018-03-12,招行抢夺消金蛋糕奇招频出 连环夺命call推销e招贷,新浪
3326,2018-03-09,银行年报提前看：谁家最赚钱？谁家不良贷款率最高？,搜狐
3327,2018-03-08,浦发信贷经理未告知重要信息 用户提前2天还款仍逾期,中国经济网
3328,2018-03-08,"浦发银行最新消息:营收端持续改善,资产质量仍有压力",南方财富网
3329,2018-03-08,银行苦撑跌势利好催化前景仍可观 六股受益,中证报
3330,2018-03-07,26家A股银行2017三季报拨备覆盖率放榜：南京银行最高 浦发、工行不足150%,每经网
3331,2018-03-06,上市银行与散户互动态度迥异 个别银行坚持“零回复”,证券日报
3332,2018-03-05,浦发上海分行办理首单境外个人跨境人民币汇出,上海金融报
3333,2018-03-05,16家银行业绩快报出炉 中小行增速领先股份行,财界网
3334,2018-03-03,浦发银行力推数字化服务模式 网贷业务突破千亿元,杭州网
3335,2018-03-03,浦发银行志愿者日发起捐植树木活动 倡导低碳生活,中国经营报
3336,2018-02-27,16家上市银行披露快报 国有大行集体雪藏成绩单,中国经济网
3337,2018-02-27,79家房企半数净利翻倍 国有大行集体雪藏成绩单,中财网
3338,2018-02-27,16家上市银行业绩先睹为快 国有大行集体“雪藏”成绩单,证券日报
3339,2018-02-26,浦发银行锁定未来5年战略目标：打造一流数字生态银行,金融时报
3340,2018-02-25,广州首笔碳排放权交易人民币跨境结算业务落地,Wind
3341,2018-02-24,同业存单业务整体规模缩减 两银行2018逆势扩容,中国网
3342,2018-02-24,支付结算业务违规 浦发银行济南分行等收央行罚单,和讯
3343,2018-02-24,2018“全球银行品牌500强”：43家中资行上榜！,渤源资产
3344,2018-02-22,浦发银行今日大宗交易成交160万股，成交价11.3元折价10.53%,Wind资讯
3345,2018-02-14,银行:板块下行空间有限 关注资管新规落地,证券之星
3346,2018-02-13,个别银行酝酿信用卡违约金涨价 春节刷卡需量力而行,证券日报
3347,2018-02-12,屡屡被罚并频陷企业债券违约 浦发银行屋漏又逢连夜雨,经济导报
3348,2018-02-12,220只个股跌破发行价，不破不立细捡“三破”股投资机会,证券日报
3349,2018-02-11,严重违反审慎经营规则等 浦发银行乐山支行被罚40万,中国网
3350,2018-02-11,浦发银行乐山支行签发无真实贸易背景汇票 被罚40万,和讯
3351,2018-02-11,浦发、百度、科大讯飞等合作成立创新实验室,Wind
3352,2018-02-10,大案处罚信息公开将成常态，罚单频现“周五见”,Wind
3353,2018-02-09,浦发“踩雷”乐视12跌停 2.55亿优先级缩水至7000万,华夏时报
3354,2018-02-09,交行债券承销居第五 兴业逐渐领跑股份行,每经网
3355,2018-02-08,银行股“填坑行情”是否已经终结？,第一财经
3356,2018-02-08,11个跌停就试图撬板乐视？机构继续卖 开板后这样走,中财网
3357,2018-02-07,贾跃亭“坑银行”最新进展：员工持股计划被终止,中国基金报
3358,2018-02-07,浦发银行伦敦分行正式开业 为亚洲以外首家海外机构,中国网
3359,2018-02-07,浦发银行国际化再迈一步 伦敦分行正式开业,和讯
3360,2018-02-07,浦发银行：2月6日融资余额为51.31亿元，较前一日骤降6.75%,Wind资讯
3361,2018-02-06,银监会新一年的严监管“严”在哪？履职不力的监管者将被问责,澎湃新闻
3362,2018-02-06,融资客青睐29股，华意压缩买入占比高达56.08％,Wind
3363,2018-02-06,逾百股紧急停牌或藏玄机 沪指拉升80点 靠一板块,中财网
3364,2018-02-06,银行板块逆市吸金41.26亿 机构集中推荐15只个股,证券日报
3365,2018-02-05,天雷滚滚！ 19家银行陷“假黄金”诈骗案，银监会怒罚5250万元并处罚104名责任人,和讯
3366,2018-02-05,上海浦发银行淮安分行因违规办理汇票业务等被罚65万,中国网
3367,2018-02-05,浦发银行融合创新多元协同 荣膺“最值得信任的财富管理银行”称号,全景网
3368,2018-02-05,资产质量改善，上市银行业绩向好,中证报
3369,2018-02-04,浦发银行陷“乐视泥潭” 员工持股计划巨额浮亏,新浪
3370,2018-02-02,宁波银行跻身“万亿俱乐部”，15家上市银行公布业绩快报 | 愉见财经,和讯
3371,2018-02-01,因违规发放个人贷款 中国银行一家支行被罚30万,和讯
3372,2018-02-01,浦发又被坑：乐视网员工借2.5亿增持股票 仅剩1.6亿,新浪
3373,2018-02-01,首月罚单近500张 银监会重拳治乱象促合规,中证报
3374,2018-01-31,浦发银行推未来五年战略目标 打造一流数字生态银行,证券时报
3375,2018-01-31,[看好评级]纺织服装行业周报：龙头大涨有望点燃行业配置热情,中财网
3376,2018-01-31,浦发银行践行数字化战略护航金融安全,产经新闻
3377,2018-01-30,浦发之后邮储再被重罚银监会监管接连“亮剑”,羊城晚报
3378,2018-01-30,银行再爆惊天大案！中央怒了！,新浪
3379,2018-01-30,银行股业绩“先睹为快” 盈利和资产质量双报喜,中国经济网
3380,2018-01-30,15家上市银行年报出炉：净利增速最快属贵阳银行,证券时报
3381,2018-01-30,2017年银行业绩快报陆续出炉,投资快报
3382,2018-01-29,“外滩12号同业合作沙龙”商标正式注册 浦发银行创新客户经营新模式 同业合作沙龙成效初显,和讯
3383,2018-01-29,13家银行披露2017业绩快报：仅浦发银行不良率上升,--
3384,2018-01-29,风险案件频发折射银行业内控漏洞如何避免风控机制成为“稻草人”,金融界
3385,2018-01-29,13家银行披露2017年业绩快报：日均共赚逾6亿，仅浦发不良率上升,Wind
3386,2018-01-29,12家上市银行晒业绩快报：常熟净利增速领先,顶尖财经网
3387,2018-01-29,百家公司发布2017年业绩快报，近八成净利增长,中证报
3388,2018-01-29,13家银行披露2017年业绩快报： 日均共赚逾6亿 仅浦发不良率上升,每经网
3389,2018-01-28,营收改善 2017银行盈利涨幅回升,和讯
3390,2018-01-28,拥抱互联网 浦发银行打造数字生态圈,杭州网
3391,2018-01-26,凯石财富公募基金四季报点评：主板占比近7成，聚焦消费+保险+地产,中金在线
3392,2018-01-25,爱投顾-趋势巡航：银行板块洗盘完成 后期将领涨,金融界
3393,2018-01-25,沪指深蹲疑是短期拦路虎所为 一个板块已洗盘完成,和讯
3394,2018-01-25,揭露银行三大不良贷款腾挪术 追逐利润之下铤而走险,北京商报
3395,2018-01-25,银监会：理直气壮监管违法违规行为,新京报
3396,2018-01-25,难禁的银行不良贷款腾挪术,北京商报
3397,2018-01-24,浦发银行获批增资至293.52亿,证券时报
3398,2018-01-24,浦发银行近百亿增资获批注册资本升至293.5亿元|新京报财讯,新京报
3399,2018-01-24,银监会同意浦发银行注册资本增加至293.52亿元,中国网
3400,2018-01-24,浦发银行：注册资本增至293.52亿获银监会批复同意,新浪
3401,2018-01-24,浦发银行：银监会同意公司将注册资本由196.5亿元增加至293.5亿元,Wind
3402,2018-01-24,午评：创业板布局时机到了? 分析师:看多一板块,中金在线
3403,2018-01-24,银行股仍表现强势，招商银行、农业银行续创历史新高,Wind
3404,2018-01-24,标普：浦发银行评级不受成都分行违规放贷事件影响,Wind
