,2021-12-31,ABB携手华域汽车，加码汽车智造升级,Ofweek
3385,2018-05-23,【财通汽车】汽车及零部件进口关税降低点评：下调幅度尚可接受，进口车成本降低8%,勇闯车坛
3386,2018-05-22,汽车与汽车零部件行业:销量增长可持续,长江证券
3387,2018-05-22,汽车关税下调利好消费者 欧股大涨A股哪些公司获益,中证网
3388,2018-05-21,消费研究看长江|大消费周度行业专题研究精粹·2018W20,微信
3389,2018-05-21,"汽车周报2018第11期:4月车企销量集体复苏,新能源汽车同比增长138%",正点财经
3390,2018-05-21,"汽车及汽车零部件行业4月月报:行业基本面运行良好,汽车板块估值继续下降",广发证券
3391,2018-05-21,财融汇·个股研报精选,财通证券融资融券部
3392,2018-05-17,[推荐评级]汽车行业研究周报：SUV市场增长趋缓 新能源汽车持续火热,中财网
3393,2018-05-17,11支汽车股纳入MSCI 细分龙头未来估值有望提升,长江商报
3394,2018-05-17,[买入评级]汽车及汽车零部件行业跟踪：18年1-4月份新能源汽车积分比例为8.2%,中财网
3395,2018-05-17,【晨会0517】商业零售行业2018年下半年投资策略,中信证券研究
3396,2018-05-16,【财通汽车】纳入MSCI的11支汽车股对比分析：细分龙头纷纷入围，未来估值有望提升,勇闯车坛
3397,2018-05-16,[同步大市评级]汽车行业A股纳入MSCI点评：增量资金提前入场 优质个股性价比提升,中财网
3398,2018-05-16,华域汽车：已有多种新能源汽车零部件产品,e公司
3399,2018-05-16,[推荐评级]汽车行业周报：4月车企销量集体复苏 新能源汽车同比增长138%,中财网
3400,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
3401,2018-05-16,A股最新入围MSCI名单出炉 37只潜力股获机构力荐,证券日报
3402,2018-05-15,上汽集团5月上半月大事回顾,盖世汽车
3403,2018-05-14,消费研究看长江 | 大消费周度行业专题研究精粹·2018W19,微信
3404,2018-05-14,2017零部件年报：140家美好，去掉两家心塞 | 中国汽车报,中国汽车报
3405,2018-05-14,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨3.26% 各板块估值均有所回升,中财网
3406,2018-05-14,华泰证券：新能源车产业链热度回升 配置细分领域龙头,金融界
3407,2018-05-14,[增持评级]汽车和汽车零部件行业周报：4月重卡市场稳步增长 关注重卡产业链,中财网
3408,2018-05-14,[推荐评级]2018年4月乘用车销量点评：4月销量同比大增12% 看好二季度高增速持续,中财网
3409,2018-05-14,汽车行业2017年报及2018Q1季报梳理：行业分化加剧，关注优质成长和蓝筹龙头,国信研究
3410,2018-05-14,财融汇·个股研报精选,财通证券融资融券部
3411,2018-05-14,【晨会0514】信用风险中的“危”与“机；粤港澳大湾区专题；广汽集团；海源机械,中信证券研究
3412,2018-05-14,汽车行业周报：4月新能源乘用车销量持续高增长,中财网
3413,2018-05-14,基金重仓331只中报预喜股 304只为中小创个股,证券日报
3414,2018-05-12,2018下半年投资策略观点集萃（上）,中信证券研究
3415,2018-05-11,债市风险有多大？华商系债基今年跌幅已超20%,每日经济新闻
3416,2018-05-11,[推荐评级]中小盘新能源汽车行业专题一：电驱动系统：行业洗牌倒逼产业升级 专业化厂商加速崛起,中财网
3417,2018-05-10,2017零部件年报 || 营收稳定 零部件集团加快业务升级 | 中国汽车报,中国汽车报
3418,2018-05-10,[中性评级]汽车行业周报：增值税税率正式下调 利于行业健康发展,中财网
3419,2018-05-10,[买入评级]华域汽车(600741)深度研究：低估值业绩稳健汽车零部件龙头 电动化、智能化布局提速,中财网
3420,2018-05-10,【晨会0510】家电/食品/计算机/汽车/利率债2018年下半年投资策略,中信证券研究
3421,2018-05-10,汽车行业日报：四大车企组建最大区块链联盟 打造出行新生态,中财网
3422,2018-05-10,周四最新重磅公司传闻集锦(5月10日),证券之星
3423,2018-05-09,沪深上市公司18年5月9日晚间上市公司重要公告,全景网
3424,2018-05-09,公告精选：中兴通讯受拒绝令影响，主要经营活动已无法进行；万华化学拟522亿元吸收合并控股股东万华化工,每日经济新闻
3425,2018-05-09,5月9日晚间上市公司十大重磅公告,巨丰财经
3426,2018-05-09,5月9日上市公司晚间公告速递,新浪
3427,2018-05-09,[快讯]5月9日晚间沪深两市重要公司公告一览-更新中,中财网
3428,2018-05-09,5月9日晚间利好消息汇总（更新中）,证券时报网
3429,2018-05-09,华域汽车：参股企业亚普股份首发上市，持股比例近30%,Wind
3430,2018-05-09,华域汽车：参股企业亚普股份首发上市 持股比例近30%,e公司
3431,2018-05-09,[推荐评级]汽车行业周报：18Q1行业淡季盈利承压 建议关注优质个股,中财网
3432,2018-05-09,[中性评级]汽车行业2017年及1季度经营分析及投资策略：优势企业盈利能力持续提升,中财网
3433,2018-05-08,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨0.85% 汽车整车板块估值有所下降,中财网
3434,2018-05-08,[增持评级]上汽集团(600104)一季报点评：业绩符合预期 自主与通用增长迅速,中财网
3435,2018-05-08,[买入评级]上汽集团(600104)点评：一季度扣非净利润同比增8%、自主盈利提升,中财网
3436,2018-05-08,"上汽集团:业绩增长稳健,自主品牌持续向上",正点财经
3437,2018-05-08,[推荐评级]汽车行业周报：业绩增速分化显著 精选个股重点配置,中财网
3438,2018-05-08,北向资金延续净买入态势,中证报
3439,2018-05-07,过去一年大陆集团在中国交出了怎样的成绩单？,第一电动网
3440,2018-05-07,红利基金收益惨淡面目全非 华安红利精选分类排名“垫底”,红周刊
3441,2018-05-07,[中性评级]汽车行业周报：补贴过渡期下新能源车企开始分化,中财网
3442,2018-05-07,[买入评级]上汽集团(600104)季报点评：整车龙头地位稳固 自主品牌高增长,中财网
3443,2018-05-07,抄底自己，李书福斥资4.33亿港元增持吉利汽车,Ofweek
3444,2018-05-07,沪深股通扩额3日入场近42亿 三类机构同时持仓4股,证券日报
3445,2018-05-07,"上汽集团:自主强势亮眼,合资稳定增长保驾护航",信达证券
3446,2018-05-06,看了基金一季报笑了 1722位公募基金经理其实就2位,中财网
3447,2018-05-04,A股公司研发投入首破5000亿 科技类企业出手最大方,证券时报
3448,2018-05-04,"华域汽车:业绩符合预期,优化业务布局前景看好",证券之星
3449,2018-05-03,五只国家队基金赚钱能力亮眼 最新重仓股曝光,中金在线
3450,2018-05-03,华域汽车：业绩平稳增长 超越行业平均水平,长江证券
3451,2018-05-03,派现金额首破万亿 高送转急剧降温,证券时报
3452,2018-05-03,道达投资手记：有一类资金正在抄底,每日经济新闻
3453,2018-05-02,46只个股跌停 然而却有一类资金正在抄底——道达投资手记,每日经济新闻
3454,2018-05-02,沪港通十大成交活跃股排名（5月2日）,Wind
3455,2018-05-02,上汽集团（600104.SH）：一季度净利增17.5% 符合市场预期,格隆汇
3456,2018-05-02,汽车零部件板块业绩回顾：盈利分化 现金流趋紧,中财网
3457,2018-05-02,【华泰汽车谢志才团队】交运设备:造车新势力涌现，谁主沉浮？,和讯
3458,2018-04-28,中科院、行易道——首届汽车雷达高端论坛第一批参会名单出炉！,第一电动网
3459,2018-04-28,基金经理们的持股单 仓位变化透露哪些玄机？(附股),新浪
3460,2018-04-27,晚间重要公告2018年4月27日星期五,--
3461,2018-04-27,华域汽车：一季度净利逾29亿元 同比增九成,e公司
3462,2018-04-27,华域汽车：一季度净利润同比增90.45%,Wind
3463,2018-04-27,无人驾驶来临！再见，老司机,搜狐
3464,2018-04-27,部分白马股现业绩地雷 昔日牛股今失蹄,证券时报
3465,2018-04-26,智能汽车产业迎政策红利期 智能汽车龙头股受关注,财富动力网
3466,2018-04-26,[中性评级]汽车与零部件行业深度报告：预计关税调整对优质整车和零部件公司影响不大,中财网
3467,2018-04-26,中国汽车行业增长潜力可观 关注零部件产业,我的钢铁
3468,2018-04-25,【安信汽车】宇通客车：同期高基数，7 月销量承压,AX汽车研究
3469,2018-04-24,[增持评级]汽车行业周报：放开新能源车外资股比 产业链发展望提速,中财网
3470,2018-04-24,亚普股份603013新股申购财务状况和股东介绍,银行信息港
3471,2018-04-24,汽车&科技｜滴滴出行，数据和平台优势赋能无人驾驶：智能驾驶初创公司系列专题,中信证券研究
3472,2018-04-23,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌4.97% 跑输沪深300指数1.44个百分点,中财网
3473,2018-04-23,[买入评级]汽车及汽车零部件行业跟踪：18年1-3月份新能源汽车积分比例为6.5%,中财网
3474,2018-04-23,国家队基金首季份额缩减七成,中证报
3475,2018-04-21,华泰中小盘新股IPO巡礼 第65期,华泰中小市值
3476,2018-04-20,[买入评级]18年汽车数据点评系列之六：1季度乘用车终端实销同比增长13.3%,中财网
3477,2018-04-19,[增持评级]分步放开外资股比政策对汽车行业影响分析：分步放开外资股比 优秀自主竞争中前进,中财网
3478,2018-04-19,[买入评级]汽车及汽车零部件行业跟踪：汽车行业外资股比限制将分步放开 影响总体可控,中财网
3479,2018-04-19,[推荐评级]汽车行业股比开放事件点评：有序开放股比 自主汽车进入腾飞新五年,中财网
3480,2018-04-18,汽车股大跌，广汽集团闪崩跌停,Wind
3481,2018-04-18,上海宝山打造新能源汽车产业生态,中国经济网
3482,2018-04-17,汽车：吉利概念股表现良好 荐4股,华讯财经
3483,2018-04-17,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨0.15% 跑输沪深300指数0.27个百分点,中财网
3484,2018-04-16,公告精选：证金公司去年四季度增持多家公司；“牛散”成碧娥现身贵州燃气前十大股东,每日经济新闻
3485,2018-04-16,多公司发布晚间重要公告 明日走势或将反转,和讯
3486,2018-04-16,周一上市公司晚间重要公告,顶尖财经网
3487,2018-04-16,晚间重要公告2018年4月16日星期一,--
3488,2018-04-16,[超配评级]汽车汽配行业2018年二季度投资策略：推荐ASP提升优质成长零部件,中财网
3489,2018-04-16,4月16日上市公司晚间公告速递,新浪
3490,2018-04-16,华域汽车：参股亚普股份IPO过会，公司持股33.9%,Wind
3491,2018-04-16,细节的精益求精 能否成为RX8打开合资枷锁的钥匙？,金融界
3492,2018-04-16,4月16日早间行业关注,中证网
3493,2018-04-16,亚普股份上市在什么时候 亚普股份上市后期走势怎么样？,南方财富网
3494,2018-04-15,[推荐评级]汽车行业周报：中低端难行 关注消费升级,中财网
3495,2018-04-15,[推荐评级]汽车行业周报：A股四大乘用车业绩严重分化,中财网
3496,2018-04-15,二季度市场将迎拐点 关注汽车和金融业,金融界
3497,2018-04-13,[看好评级]2018年汽车行业一季度前瞻：行业持续回暖 新能源表现出色 个股持续分化 估值位于历史中枢以下 推荐低估值高增长的成长型标的,中财网
3498,2018-04-12,汽车行业：维持行业回暖稳健增长的观点,顶尖财经网
3499,2018-04-12,申万宏源：继续看好成长股18年的投资机会,中证网
3500,2018-04-11,汽车零部件企业重大并购案盘点：中国买家“实力抢镜”,盖世汽车
3501,2018-04-11,今日散户最关注的前50只个股（4/10）,中金在线
3502,2018-04-09,[买入评级]汽车及汽车零部件行业跟踪：如何看待我国或加征美国进口汽车关税,中财网
3503,2018-04-09,[买入评级]汽车及汽车零部件行业周报：汽车板块整体上涨0.30% 跑赢沪深300指数1.30个百分点,中财网
3504,2018-04-09,银亿股份转型:分红28亿 百亿并购突破高端制造业结界,面包财经
3505,2018-04-09,"汽车行业周报:宁德时代成功过会,关注重要供应商",证券之星
3506,2018-04-08,天风汽车【行业周报】中美摩擦升级，短期利多汽车,微信
3507,2018-04-08,新能源汽车周报(4月第一周) | 1882款新能源车型被撤销免购置税资格,汽车纵横杂志社
3508,2018-04-04,汽车零部件上市公司集体报喜 电池、发动机、玻璃和轮胎行业最吸金,经济观察网
3509,2018-04-04,全球市场波动加剧 一季度超7成QDII亏损,中证网
3510,2018-04-04,[增持评级]汽车行业周报：增值税率降低 增厚行业利润空间,中财网
3511,2018-04-04,[买入评级]汽车及汽车零部件行业周报：汽车板块整体下跌3.01% 跑赢沪深300指数0.02个百分点,中财网
3512,2018-04-04,新能源汽车行业最新动态,Ofweek
