,2021-12-31,全信股份：兴业证券、中信资本等4家机构于12月29日调研我司,证券之星
2794,2020-01-03,【兴证汽车】国产Model 3降价，未来上量可期,兴证汽车非常准
2795,2020-01-03,【兴证交运】宁沪高速（600377）：穿越牛熊的绝对收益标的,兴业证券交通运输与物流研究
2796,2020-01-01,银行理财产品周报（2019.12.23-2019.12.29）,兴证金融
2797,2019-12-30,再融资政策将调整，兴业证券撤回非公开发行股票计划,资本邦
2798,2019-12-30,兴业证券：证监会决定终止对公司非公开发行A股股票事项行政许可申请的审查 再融资异常,Wind
2799,2019-12-30,【兴证汽车】特斯拉20Q2销量点评：20Q2交付环比小幅增长，增量主要来自国产M3/美国MY,兴证汽车非常准
2800,2019-12-29,【兴证地产】新房二手房周报: 央行对存量贷款转换为LPR做出明确安排，国务院放宽大城市落户标准，持续强烈看好地产核心资产,YCMProperty
2801,2019-12-29,梳理与展望，盘点2019的“热点”与“冷门” --医药行业周报（2019.12.23-2019.12.29）,兴证医药健康
2802,2019-12-29,【兴证金融 傅慧芳】存量换轨如期加速，息差压力稍许前置—央行〔2019〕第30号公告点评,兴证金融
2803,2019-12-29,第二轮全国带量采购方案出台，中选企业数进一步增加,兴证医药健康
2804,2019-12-29,【兴证汽车】国产Model3生产成本降低了多少？,兴证汽车非常准
2805,2019-12-29,【兴证金融 傅慧芳】银行业周报（2019.12.23-2019.12.29）,兴证金融
2806,2019-12-29,【兴证金融 傅慧芳】“类货基”面临规范，理财业务转型仍在路上—现金管理类理财产品新规征求意见稿点评,兴证金融
2807,2019-12-28,券商新设网点 “轻型”营业部成首选,中证报
2808,2019-12-25,【兴证金融 傅慧芳】银行理财周报2019.12.16 -2019.12.22,兴证金融
2809,2019-12-25,券商股午后发力，浙商证券率先涨停,Wind
2810,2019-12-25,券商板块异动，浙商证券涨近9%,Wind
2811,2019-12-25,券商股午前异动，浙商证券领涨3%,Wind
2812,2019-12-23,兴业证券：为境外全资子公司发行债券提供反担保不超过25亿港币 大额借贷担保,Wind
2813,2019-12-22,11月气候逐渐恢复正常，12月全国降温趋势明显 ——11月及12月上半月气候跟踪|兴证家电,兴证家电
2814,2019-12-22,调整，是为了明年的精彩--医药行业周报（2019.12.16-2019.12.22）,兴证医药健康
2815,2019-12-20,【兴证金融 傅慧芳】同业存单周报（2019.12.14-2019.12.20）,兴证金融
2816,2019-12-20,券商频收政府补贴 超过亿元的就有8家 谁拿到的“红包”最大？,经济观察网
2817,2019-12-20,36家上市券商前三季获逾27亿元补贴,Wind
2818,2019-12-19,兴业证券：近期获得3995万元政府补助,e公司
2819,2019-12-19,兴业证券(601377.SH)近日累计获3994.95万元政府补助,格隆汇
2820,2019-12-18,【兴证金融 傅慧芳】银行理财周报2019.12.09-2019.12.15,兴证金融
2821,2019-12-13,【兴证金融 傅慧芳】同业存单周报（2019.12.07-2019.12.13）,兴证金融
2822,2019-12-12,兴业证券荣获上交所“科创板企业上市优秀会员”和“科创板交易管理优秀会员”称号,兴业证券订阅号
2823,2019-12-11,【兴证金融 傅慧芳】银行理财周报2019.12.02-2019.12.08,兴证金融
2824,2019-12-11,融资客青睐22股，华孚时尚买入占比高达65.73%,Wind
2825,2019-12-10,【兴证金融 傅慧芳】信贷总量结构双改善，社融平稳收官 ——11月金融数据点评,兴证金融
2826,2019-12-10,【兴业宏观&农业】猪价影响缓解， 通胀仍有不确定性 ——11 月通胀数据点评,王涵论宏观
2827,2019-12-09,水泥板块全线上涨，砂石水泥价格涨势未歇,第一财经
2828,2019-12-09,【兴业计算机】周观点20191208：布局2020年！迎接“安全创新+”的大时代,兴业计算机团队
2829,2019-12-09,兴业证券：好风凭借力 扬帆正当时 ——抓住托管业务发展的风口和机遇期,21世纪经济报道
2830,2019-12-08,【兴证煤炭|周报】 下游库存有序消纳，煤价企稳蓄势（12.01-12.07）,兴证煤炭
2831,2019-12-08,【兴证金融 傅慧芳】非银周报（191202—191208）：12月重点关注险企开门红预售，券商关注年末流动性趋紧影响,兴证金融
2832,2019-12-08,几项政策的浅析与投资节奏的把握 --医药行业周报（2019.12.02-2019.12.08）,兴证医药健康
2833,2019-12-07,兴业证券私行部客户遭遇“飞单”，多款产品逾期,Wind
2834,2019-12-06,兴业证券11月营收4.03亿元 净利8237.80万元,资本邦
2835,2019-12-06,【兴证金融 傅慧芳】同业存单周报（2019.11.30-2019.12.06）,兴证金融
2836,2019-12-06,ST天业遭内幕交易当事人被罚60万 公司董事疑泄密 金融监管处罚,中国网
2837,2019-12-06,兴业证券(601377.SH)11月母公司净利升637.36%至8237.80元,格隆汇
2838,2019-12-06,兴业证券：11月实现净利润8237.80万元,中证网
2839,2019-12-06,兴业证券：母公司11月净利8238万元 同比增逾6倍,e公司
2840,2019-12-05,兴业证券向兴证投资增资人民币30亿元,上证报
2841,2019-12-05,兴业证券二度折戟定增，或因频繁触雷股权质押 再融资异常,环球老虎财经
2842,2019-12-05,再融资新政落地在即 券商“闻风而变”,北京商报网
2843,2019-12-04,【兴证金融 傅慧芳】银行理财周报2019.11.25-2019.12.01,兴证金融
2844,2019-12-04,再融资松绑公司掉头定增，业内：冲击可转债程度有限,第一财经
2845,2019-12-03,再融资松绑、上市公司掉头定增，业内称冲击可转债程度有限,第一财经
2846,2019-12-03,兴业证券：撤回本次非公开发行A股股票事项申请文件,Wind
2847,2019-12-03,【兴证金融 傅慧芳】理财净资本监管落地，利好行业良性发展—理财子公司净资本管理办法点评,兴证金融
2848,2019-12-03,反转时刻，箭在弦上|兴业电新·看多光伏板块推荐报告（朱玥、陶宇鸥）,兴业电新
2849,2019-12-03,兴业证券：重大诉讼进展 诉讼纠纷,Wind
2850,2019-12-01,【兴业计算机】周观点20191201：中长期布局的窗口期，重视科创板2020年的机会,兴业计算机团队
2851,2019-12-01,【兴证金融 傅慧芳】非银周报（191125—191201）： 保险关注低估值标的配置价值，券商调整到位关注入场机会,兴证金融
2852,2019-11-29,【兴证金融 傅慧芳】同业存单周报（2019.11.23-2019.11.29）,兴证金融
2853,2019-11-28,医保谈判结果公布，利好国产创新企业,兴证医药健康
2854,2019-11-27,【兴证金融 傅慧芳】银行理财周报2019.11.18-2019.11.24,兴证金融
2855,2019-11-25,兴业证券：向法院申请强制执行追回约3.98亿债权 诉讼纠纷,Wind
2856,2019-11-24,调整中孕育的机会 --医药行业周报（2019.11.18-2019.11.24）,兴证医药健康
2857,2019-11-24,【兴证金融 傅慧芳】非银周报（191118—191124）： 10月寿险保费仍有所承压，继续推荐券商左侧布局机会,兴证金融
2858,2019-11-22,【兴证金融 傅慧芳】同业存单周报（2019.11.16-2019.11.22）,兴证金融
2859,2019-11-22,【兴证汽车】广州车展点评：合资车企全面发力SUV，电动智能势不可挡,兴证汽车非常准
2860,2019-11-21,券业财富管理更需要信仰——兴业证券践行财富管理之道,每日经济新闻
2861,2019-11-20,10月主办券商执业质量评价结果出炉,中证报
2862,2019-11-19,10月受异常影响温度偏高，依然维持中性气候判断 ——10月气候跟踪|兴证家电,兴证家电
2863,2019-11-18,【兴证海外金融】H股“全流通”是我国金融业对外开放的重要组成部分 ——证监会全面推开H股“全流通”改革点评,张忆东策略世界
2864,2019-11-17,【兴业计算机】周观点20191117：把握主线、配置龙头，继续看多安全创新板块,兴业计算机团队
2865,2019-11-17,【兴证金融 傅慧芳】非银周报（191111—191117）：新规促进健康险增长，关注券商左侧布局机会,兴证金融
2866,2019-11-17,【兴证汽车】周观点：10月汽车批售降幅继续收窄，发改委表示要稳住汽车消费,兴证汽车非常准
2867,2019-11-15,【兴证金融 傅慧芳】同业存单周报（2019.11.09-2019.11.15）,兴证金融
2868,2019-11-14,兴业证券(601377.SH)：105亿元公司债11月15日起挂牌上交所,格隆汇
2869,2019-11-14,兴业证券副总裁胡平生：注册制更能体现投行专业性,上证报
2870,2019-11-12,【兴证全球策略】全球资产荒与中国核心资产牛市新主角 ——中国权益资产（A+H）2020年投资策略,张忆东策略世界
2871,2019-11-11,仅过一周 永安林业一曾涉违约股东再次被动减持股份 违约失信,新京报
2872,2019-11-11,【兴证煤炭|周报】供暖季来临，煤价待企稳（11.10-11.16）,兴证煤炭
2873,2019-11-11,【安信农业 周泰团队】日报：天津市政府出台保障生猪养殖用地措施,微信
2874,2019-11-11,【兴证煤炭|周报】 北方港口煤炭库存下降、价格上涨（02.02-02.08）,兴证煤炭
2875,2019-11-11,永安林业(000663.SZ)：苏加旭被动减持6.92万股 减持股份,格隆汇
2876,2019-11-11,【兴证煤炭|周报】供给能力基本恢复，需求低迷导致煤价回落（03.01-03.07）,兴证煤炭
2877,2019-11-10,【兴证金融 傅慧芳】再融资规则再迎修订，券商投行业务将深度受益,兴证金融
2878,2019-11-09,兴业证券：发展绿色金融服务实体经济可持续发展,新浪
2879,2019-11-08,财经早报:国务院出台4方面20条政策 MSCI再扩容A股,新浪
2880,2019-11-07,11月8日上市公司重要公告集锦：长生退全资子公司长春长生宣告破产,证券日报
2881,2019-11-07,兴业证券：10月公司共计提信用减值准备35474.99万元 资产异常,Wind
2882,2019-11-07,兴业证券(601377.SH)10月母公司净利扭亏为盈至3817.89万元,格隆汇
2883,2019-11-06,加仓近百亿！券商三季度新入138股，三行业成最大赢家！四季度买啥？机构疯狂调研这些股票,券商中国
2884,2019-11-06,【兴证金融 傅慧芳】银行理财周报2019.10.28 -2019.11.03,兴证金融
2885,2019-11-06,兴业证券：与富海投资回购交易纠纷案一审胜诉 诉讼纠纷,Wind
2886,2019-11-05,永安林业：因涉及违约 一股东再次被动减持股份 违约失信,新京报
2887,2019-11-05,【安信农业 周泰团队】日报：农产品绿色物流将成为新增长点,微信
2888,2019-11-05,【兴证汽车】汽车行业2019三季报综述：底部回升，增配汽车,兴证汽车非常准
2889,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
2890,2019-11-03,【兴证金融 傅慧芳】非银周报（191028—191103）： 三季度上市险企寿险负债端承压，券商业绩增速略超预期,兴证金融
2891,2019-11-03,【兴证金融 傅慧芳】盈利增长改善延续，资产质量稳健可控 ——2019年3季度财报总结,兴证金融
2892,2019-11-01,券商三季考：10家营收过百亿 36券商合计超去年全年,新京报
2893,2019-11-01,永安林业：股东被动减持0.26%股份 后续或继续被动减持 减持股份,e公司
2894,2019-11-01,证券板块几乎全线飘红,Wind
2895,2019-11-01,【兴证金融 傅慧芳】同业存单周报（2019.10.26-2019.11.01）,兴证金融
2896,2019-11-01,36家上市券商业绩出炉:17家净利翻番 看最新业务排名,新浪
2897,2019-10-31,36家上市券商三季报扫描：行业全线回暖马太效应显著,经济观察报
2898,2019-10-30,A股共发生45宗大宗交易成交5.8亿元（10月30日）,Wind
2899,2019-10-30,兴业证券今日大宗交易成交795万股，成交价6.77元溢价7.46%,Wind
2900,2019-10-29,上市券商三季度大丰收：12家净利翻倍，最多增长近13倍,Wind
2901,2019-10-29,兴业证券前三季净利同比增长141%,金融界
2902,2019-10-29,兴业证券(601377.SH)前三季净利升141.19%至17.53亿元,格隆汇
2903,2019-10-29,兴业证券：前三季度净利润同比增141.19%,Wind
2904,2019-10-29,兴业证券：第三季度计提资产减值准备近1亿元 资产异常,Wind
2905,2019-10-28,【兴证金融 傅慧芳】2019年9月保险数据点评,兴证金融
2906,2019-10-27,兴证金融组——非银周报（191021—191027）：9月寿险保费增速略有好转，关注资本市场改革进度,兴证金融
2907,2019-10-27,公募基金2019Q3医药持仓分析【兴证医药】,兴证医药健康
2908,2019-10-26,【兴证钢铁·周报】11月以后表观消费预计持续回落，降库速率大概率逐步放缓（20191021-20191027）,兴证有色钢铁
2909,2019-10-24,【兴证汽车】特斯拉19Q3点评：19Q3再次实现正盈利，超预期,兴证汽车非常准
2910,2019-10-23,兴业证券(601377.SH)公开发行不超105亿元公司债申请获中国证监会核准,格隆汇
2911,2019-10-23,兴业证券：公司与中珠集团、辽宁中珠达成调解协议 诉讼纠纷,Wind
2912,2019-10-16,银行理财周报2019.10.07 -2019.10.13,兴证金融
2913,2019-10-16,兴业证券：公司诉汪南东、何丽婵质押式证券回购纠纷案件进展 诉讼纠纷,Wind
2914,2019-10-16,兴业证券：因债券交易纠纷诉安徽省外经建设(集团)、德圣珠宝 诉讼纠纷,Wind
2915,2019-10-16,兴业证券：非公开发行次级债券获得上海证券交易所挂牌转让无异议函,Wind
2916,2019-10-16,上交所对兴业证券(601377.SH)非公开发行不超100亿元次级债券挂牌转让无异议,格隆汇
2917,2019-10-16,招商证券推员工持股计划，覆盖1157名核心成员！享受这一福利的还有这些券商,券商中国
2918,2019-10-16,早知道：A股三季报黑天鹅频现 四只新股今申购,网易
2919,2019-10-16,券商板块年内平均涨幅近50%,Wind
2920,2019-10-15,【兴证金融 傅慧芳】社融超预期，对公贷款强劲 ——9月金融数据点评,兴证金融
2921,2019-10-15,一致性评价征求意见稿再发布，评价工作有望提速,兴证医药健康
2922,2019-10-15,兴业证券：母公司9月份净利润6344万元,e公司
2923,2019-10-15,兴业证券(601377.SH)9月母公司净利升1.10%至6344.10万元,格隆汇
2924,2019-10-14,9月持续正常气候，今冬预计气温低于去年冬季 ——9月气候跟踪|兴证家电,兴证家电
