,2021-12-31,2021年的啤酒板块∶行情欠佳但酒香四溢,智通财经
4857,2019-03-15,白马股表现亮眼 短调不改牛市格局,投资快报
4858,2019-03-14,减量2387亿两连跌 明天A股短线止跌反弹,中金在线
4859,2019-03-13,上海家化2018年毛利率62.79% 佰草集仍处负增长状态,新京报
4860,2019-03-13,结构升级，啤酒行业三岔路口的最佳指引,佳酿网
4861,2019-03-13,食品饮料3月投资策略：关注外资流入，期待春糖反馈,国信研究
4862,2019-03-12,上海家化去年净利润增长约四成 2019年渴望佰草集品牌复苏,每日经济新闻
4863,2019-03-12,报告| 2019年2月山东省A股上市公司市值TOP50,挖贝网
4864,2019-03-12,啤酒行业目前正处在变革时期 关注4股,证券时报网
4865,2019-03-11,日常消费品：2018年顺利收官 荐3股,和讯
4866,2019-03-10,"【建投食饮】周报专题：短期虽宏观数据低于预期,但糖酒会召开在即,预计反馈偏正面,继续坚定看好白酒龙头",CSC赏味食饮
4867,2019-03-08,【食品饮料行业】2018年报、2019年一季报业绩前瞻：2018年顺利收官，1Q19稳健增长可期,格隆汇
4868,2019-03-08,啤酒股投资分析：高端化推进吨价提升,佳酿网
4869,2019-03-06,增值税改革释放千亿利好：策略及各行业关于增值税观点汇总,财通证券
4870,2019-03-05,东兴研究 | 周观点20190304,东兴研究圈
4871,2019-03-05,白酒景气向上及外资持续进入 有望推升板块估值水平,佳酿网
4872,2019-03-04,在海尔、海容冷链等“巨头”夹击下，澳柯玛靠什么求生存,财经网
4873,2019-03-04,【建投食饮】周专题：MSCI提高A股纳入因子，板块再迎估值修复空间,CSC赏味食饮
4874,2019-03-04,【东北证券●联合专题】红利落谁家——减税动态测算,微信
4875,2019-03-03,猪瘟蔓延催化医药小细分：不可替单品19年Q3Q4或迎价格大涨 一家囤货龙头或重走养鸡股领涨行情；外资重仓A股先“喝酒”：食品饮料板块跑赢沪深300格局下还有哪些补涨机会？【3月4日必看研报】,和讯
4876,2019-03-01,03月01日 收盘突破年线个股一览,每日经济新闻
4877,2019-03-01,"2018q4基金重仓食品饮料板块分析:q4板块基金持仓回落明显,抗周期龙头更优",正点财经
4878,2019-03-01,日常消费品：生猪价格预期上涨对下游肉制品行业影响几何 荐9股,和讯
4879,2019-03-01,【食品饮料】范劲松、房昭强（研究助理）：外资超配食品饮料，板块估值修复在路上——论外资对食品饮料板块的影响-20190228,中泰证券研究所
4880,2019-03-01,中泰证券：外资超配食品饮料，板块估值修复在路上,证券时报网
4881,2019-02-28,白酒低估值有望继续修复 乳制品促销力度持续加强,佳酿网
4882,2019-02-25,受益“会理财” 珠江啤酒2018年净利翻倍,e公司
4883,2019-02-22,"食品饮料行业周报:动销反馈积极,预计白酒仍有估值修复空间",正点财经
4884,2019-02-19,报告| 2019年1月山东省上市公司市值TOP50,挖贝网
4885,2019-02-18,错失黄金时代之九：复星地产,乐居财经
4886,2019-02-17,郭广昌: 混改就像结婚 再麻烦但家庭还是有价值的,腾讯网
4887,2019-02-15,易读|拼多多再投5亿补贴品牌下乡,网易
4888,2019-02-14,沪指微跌0.05%终结五连涨，柔性屏板块持续走强,中新经纬
4889,2019-02-14,02月14日 收盘突破年线个股一览,每日经济新闻
4890,2019-02-14,02月14日 盘中突破年线个股一览,每日经济新闻
4891,2019-02-14,酿酒板块走强 水井坊涨逾5%,e公司
4892,2019-02-13,五省春节草根调研总结：茅台价高缺货 五粮液开门红可期,佳酿网
4893,2019-02-13,食品饮料行业:外资流入驱动食品饮料板块上涨行情,中证网
4894,2019-02-13,加码亚太区市场 百威英博欲赴港IPO,北京商报
4895,2019-02-12,啤酒战国策：中国啤酒行业深度报告,佳酿网
4896,2019-02-12,年报预览：高端回落分化 大众稳健收官,佳酿网
4897,2019-02-12,【食品饮料-苏铖】五省百店春节草根调研总结,安信证券研究
4898,2019-02-11,食品饮料行业研究周报：节后白酒行情不确定首推调味品板块,国金证券
4899,2019-02-11,报告 | 2018年山东省上市公司市值TOP50,挖贝网
4900,2019-02-11,百威香港IPO 给中国啤酒股的启示,阿尔法工场
4901,2019-02-10,日常消费品：五省百店春节草根调研总结,安信证券
4902,2019-02-10,【安信食品|专题】五省春节草根调研总结,安信食饮
4903,2019-02-05,春节啤酒市场回暖 年轻人更爱喝啤酒,北京商报
4904,2019-02-03,泰信基金迷你产品扎堆 成立16年规模23亿排106位,新浪
4905,2019-02-02,【中信证券 | 消费】从持仓结构看消费产业,麦高玩乐游
4906,2019-02-02,老字号成“网红”：一年被搜10亿次 销售额最高增长8倍,21世纪经济报道
4907,2019-02-01,食品饮料行业关注“线”“点”结构性投资机会,证券时报网
4908,2019-02-01,港股IPO观察：大时代下的小趋势,TechWeb
4909,2019-02-01,"食品饮料行业周报:中长期结构性投资,点线面的角度",爱建证券
4910,2019-01-31,日常消费品：白酒持仓比重下降 荐9股,和讯
4911,2019-01-31,【食品饮料】范劲松、龚小乐：内资偏好大众品，外资青睐白酒——2018Q4食品饮料行业基金持仓分析-20190130,中泰证券研究所
4912,2019-01-30,【权益变动】青岛啤酒(00168-HK)被T.Rowe Price Associates减持51.6万股,财华社
4913,2019-01-30,中泰证券：2019年啤酒板块有望进入业绩快速释放期,证券时报网
4914,2019-01-30,【食品饮料】范劲松、熊欣慰（研究助理）：啤酒行业深度报告：2019年啤酒板块有望进入业绩快速释放期-20190129,中泰证券研究所
4915,2019-01-30,【增减持】青岛啤酒(00168.HK)遭股东减持51.6万股,格隆汇
4916,2019-01-30,精酿啤酒首个行业新规将重点整治“小散乱”,北京商报
4917,2019-01-29,狮子大开口 “必”过“苏”福年,IT之家
4918,2019-01-29,01月29日 38只个股已连涨5天,每日经济新闻
4919,2019-01-29,有温度、有速度、有深度，苏宁小店给城市“留守者”送上春节暖心礼,证券之星
4920,2019-01-29,中概股海外征途： 入乡易，随俗难,第一财经
4921,2019-01-28,"食品饮料行业2018年报业绩前瞻:四季度有所分化,龙头增长稳定",申万宏源
4922,2019-01-27,日常消费品：白酒旺季行情可期 荐5股,中泰证券
4923,2019-01-27,长江食品|2018年基金年报持仓分析：白酒持仓比重下降，大众品持仓比重略升,长江食品饮料研究
4924,2019-01-25,1月28日下周一黑马个股推荐 下周一最具爆发力六大牛股一览,南方财富网
4925,2019-01-25,食品饮料行业公募基金2018q4食品饮料持仓分析:加仓啤酒、肉制品;减仓白酒、乳品—,正点财经
4926,2019-01-25,下周最具投资价值六大牛股一览（2019年1月25日）,中财网
4927,2019-01-25,蔚蓝生物：高研发投入即将进入收获期,证券网
4928,2019-01-25,日常消费品：Q4公募食品饮料仓位回落 白酒持仓占比大幅下降,和讯
4929,2019-01-25,【食品饮料-苏铖】2018Q4基金持仓分析：白酒弱，食品强，食品饮料持仓连续两季度回落,安信证券研究
4930,2019-01-24,日常消费品：食品饮料持仓连续两季度回落 荐4股,安信证券
4931,2019-01-24,【安信食品|专题】2018Q4基金持仓分析：白酒弱，食品强，食品饮料持仓连续两季度回落,安信食饮
4932,2019-01-23,投资周报：白酒板块利好消息分析,佳酿网
4933,2019-01-22,【异动股】超级品牌板块下挫，洋河股份(002304-CN)跌1.73%,财华社
4934,2019-01-21,啤酒板块：热度持续提升 拐点又到来了吗？,格隆汇
4935,2019-01-21,【建投食饮】周报专题：2018年四季度和全年业绩前瞻,CSC赏味食饮
4936,2019-01-21,日常消费品：北上资金对食品饮料板块的重要性再探讨 荐12股,申万宏源
4937,2019-01-21,"食品饮料行业周报:qfii额度翻倍,白酒首先受益",正点财经
4938,2019-01-21,静静绽放的百年啤酒花 青岛啤酒投资价值分析报告,证券日报
4939,2019-01-21,【安信食品|周观点】重视北上资金动态，“刚需”白酒表现突出,安信食饮
4940,2019-01-21,【广证恒生-食品饮料行业周报】资金流入主导估值修复，关注行业稳定龙头,广证恒生
4941,2019-01-21,巨丰热点：酿酒板块再度活跃 中葡股份涨停,巨丰财经
4942,2019-01-21,酿酒行业大涨 中葡股份率先涨停,金融界
4943,2019-01-21,酿酒板块震荡拉升 啤酒类个股表现抢眼,证券时报网
4944,2019-01-21,快讯：啤酒概念股集体拉升 重庆啤酒大涨超7%,新浪
4945,2019-01-21,大消费板块持续走高,每日经济新闻
4946,2019-01-21,银行、酿酒股走强 沪指涨幅扩大至0.71%,e公司
4947,2019-01-21,酿酒板块全线走强，重庆啤酒冲击涨停,Wind
4948,2019-01-20,长江策略联合大消费行业 | 是外资的力量还是行业的力量？,长江策略
4949,2019-01-20,【中泰一周微视】钢铁/银行/建材/煤炭/机械/地产/医药/食品饮料/零售/通信,中泰证券研究所
4950,2019-01-17,青啤推出12星座酒 酒企提供“千人千面”消费选择,北京商报网
4951,2019-01-17,山西证券：权重白马归来 后市有望稳步上扬,和讯
4952,2019-01-17,股市利好 释放酒业2019新信号？,佳酿网
4953,2019-01-16,格隆汇港股聚焦(1.16)︱中国平安2018年原保费收入升18.94%至7191.44亿元,格隆汇
4954,2019-01-16,涨停板复盘:两市缩量震荡沪指平收 雄安概念冲高回落,新浪
4955,2019-01-16,债台高筑、陷裁员风波 百威英博欲在亚洲上市缓解债务压力 偿债能力下降,中国网
4956,2019-01-16,老沙:今天又全是“大涨”的消息,中财网
4957,2019-01-16,巨丰早评：密切关注市场节奏变化,巨丰财经
4958,2019-01-16,【朝闻国盛0116】QFII额度翻倍，北上流入超百亿,国盛证券研究所
4959,2019-01-16,A股把“酒”言欢后 科创板传来大消息,中财网
4960,2019-01-16,低价筹码又被外资抄走 敢买的外资又抄对了底!,投资快报
4961,2019-01-15,市场大涨消费板块全线走高，“股王”茅台市值重新站上8000亿！,每日经济新闻
4962,2019-01-15,【长城食饮每日资讯0115】品味舍得酒部分区域暂停供货,宇光食饮日讯
4963,2019-01-15,A股全线走强上证50涨超2% 大消费板块开启“囤年货”行情,财华社
4964,2019-01-15,外资动向|北向资金大幅增仓A股 沪深股通净流入54.52亿元,腾讯网
4965,2019-01-15,鲁股指数1月15日收评 沪深两市上涨青岛啤酒表现抢眼,中金在线
4966,2019-01-15,热点复盘：1月15日市场最强热点,中金在线
4967,2019-01-15,涨停板解密：三大板块全面受资金追捧！（1月15日）,Wind
4968,2019-01-15,A股三大股指均收涨逾1% 酿酒板块爆发,中新经纬
4969,2019-01-15,白酒迎来销售旺季 白酒板块集体大涨,第一财经
4970,2019-01-15,CFi收盘揭秘:北上资金主导A股 冲60日线会否再诱多,中财网
4971,2019-01-15,【异动股】酿酒行业板块拉升，舍得酒业(600702-CN)涨停,财华社
4972,2019-01-15,收评：沪指涨逾1%深成指涨近2% 大消费股全线走高,证券时报网
4973,2019-01-15,巨丰收评：权重股推升指数 市场呈普涨格局,巨丰财经
4974,2019-01-15,酿酒板块持续攀升 舍得酒业涨停,新浪
4975,2019-01-15,酿酒行业午后强势上攻 舍得酒业等3股涨停,金融界
4976,2019-01-15,快讯：啤酒板块大涨 青岛啤酒强势涨停,新浪
4977,2019-01-15,青岛啤酒午后封涨停 成交额3.19亿元封单6133手,腾讯网
4978,2019-01-15,酿酒板块集体大涨 舍得酒业涨近9%,e公司
4979,2019-01-15,酿酒板块走势强劲 贵州茅台涨近4%,证券时报网
4980,2019-01-15,2019年第一波降准今日落地 A股三大股指齐涨,每日经济新闻
4981,2019-01-15,酿酒板块盘中走强 贵州茅台涨超3%,e公司
4982,2019-01-15,酿酒板块盘中发力 贵州茅台涨逾2%,证券时报网
4983,2019-01-14,百威或将拆分亚洲业务单独上市 瞄准利好“一箭三雕”,中国商报
4984,2019-01-14,【建投食饮】周报专题：青岛啤酒市场跟踪反馈,CSC赏味食饮
4985,2019-01-14,日常消费品：多重因素共振推动行业逆势成长 荐8股,长江证券
4986,2019-01-08,消费研究看长江 | 大消费行业2018年度业绩前瞻·2019W01,--
4987,2019-01-08,19年白酒业规划稳增长 两条主线展望全年,佳酿网
4988,2019-01-08,燕京啤酒的困境：市场萎缩业绩下滑 销量一路走低 盈利能力下降,佳酿网
4989,2019-01-07,长江食品|食品饮料行业2018年四季度及全年业绩前瞻,长江食品饮料研究
4990,2019-01-07,电商周报：天猫超市代销采销并行 微盟推拼团业务,联商网
4991,2019-01-07,奥瑞金:整合波尔亚太相关资产后红牛业务占比将明显降低,中证网
4992,2019-01-07,燕京啤酒不好卖了：市场萎缩业绩下滑 销量一路走低 盈利能力下降,财经国家周刊
4993,2019-01-04,2.67万亿元解禁洪峰将至 股东清仓式减持 A股承压,华夏时报
4994,2019-01-04,拼多多“年货节”今天开幕：为期20天 预计参与用户近3亿,TechWeb
4995,2019-01-03,乐惠国际构建精酿啤酒全产业链,证券日报
4996,2019-01-02,日常消费品：花开复见 荐3股,和讯
4997,2019-01-02,内需股捱沽 中国旺旺跌逾5%创15个月新低,新浪
4998,2018-12-31,拨开云雾，花开复见——食品饮料行业2019年度策略,长江食品饮料研究
4999,2018-12-28,日常消费品：大众品优选真成长龙头 荐4股,和讯
5000,2018-12-28,康师傅：通路优化引领行业变革 重回巅峰尤可期,面包财经
5001,2018-12-27,2018中国最佳名人代言商业品牌榜发布，哪位代言人效果最好？,21财经搜索
5002,2018-12-27,青岛邮轮旅游推介会在北京举行,中新网
5003,2018-12-27,【川财研究*深度报告】食品饮料行业三季度总结：白酒景气度将持久 调味品防御属性凸显,川财研究
5004,2018-12-26,2018年中国啤酒行业发展现状与前景分析 11月产量增速回正，长期关注竞争格局变化,前瞻研究院
5005,2018-12-26,跨年行情大幕拉开啤酒板块获资金青睐,证券时报
5006,2018-12-26,青岛推出邮轮旅游奖励系列新政,新京报
