,2021-12-31,药明康德：施明女士晋升为首席财务官,Wind
5995,2018-05-23,涨停揭秘：两市遭受严重打压 汽车零部件类股迎来涨停潮,巨丰财经
5996,2018-05-23,机构资金最近入驻这些股,证券时报
5997,2018-05-23,年内*赚新股诞生：药明康德中签金额有望继续攀升,证券时报
5998,2018-05-23,量子高科收购睿智化学获批 将成A股唯一囊括生物药、化药的临床前CRO、CMO企业,证券时报
5999,2018-05-23,同是独角兽境况不同 港股破发A股却连续涨停,广州日报
6000,2018-05-23,独角兽“接踵而至 中不了签怎么参与？机构教你这样博弈,中证报
6001,2018-05-23,定了：富士康IPO发行价13.77元，明起申购,中证报
6002,2018-05-23,“独角兽”富士康明天启动打新 还有一只“独角兽”在路上,北京晨报
6003,2018-05-23,机构称细胞免疫治疗进入大发展期 六股有望受益,证券日报
6004,2018-05-23,江苏“量产”医药牛股 药明康德连续11个涨停,南京晨报
6005,2018-05-23,药明康德刷新年内最赚钱新股记录 中一签已赚5.9万,证券时报网
6006,2018-05-22,36只医药股创历史新高 8只比药明康德便宜、盈利更强,金融界
6007,2018-05-22,涨停揭秘：沪市回补缺口后V型反弹 次新股股出现涨停潮,巨丰财经
6008,2018-05-22,富士康“锁股”发行为CDR试水,证券日报网
6009,2018-05-22,养猪的温氏股份、造电池的宁德时代 谁将成创业板第一,每日经济新闻
6010,2018-05-22,创业板IPO，宁德时代来了就当老大,中金在线
6011,2018-05-22,药明康德收获11个涨停板 示范效应下关注“独角兽”上市打新,中证网
6012,2018-05-22,“独角兽”相继登陆A股 科技股2.0行情有望开启,中证网
6013,2018-05-21,独角兽频频“缩水”上市，要打响指了？,搜狐
6014,2018-05-21,药明康德：不存在应披露而未披露的重大信息,新浪
6015,2018-05-21,药明康德：股价异动，不存在应披露而未披露重大信息,Wind
6016,2018-05-21,413万元顶格申购富士康，药明康德9个涨停仍未开板,--
6017,2018-05-21,挖掘被投企业生态圈： 君联二期医健基金 完成首轮封闭,21世纪经济报道
6018,2018-05-20,413万元顶格申购富士康 药明康德9个涨停仍未开板,中国基金报
6019,2018-05-20,157只个股连续上涨3日或3日以上，新股及材料板块个股占比较大,Wind
6020,2018-05-20,第三只独角兽IPO获批 宁德时代募资为啥缩水75亿？,重庆商报
6021,2018-05-19,动力电池巨无霸宁德时代IPO获证监会核准 筹资规模压缩至不足60亿远低于原计划131亿 |新京报财讯,新京报
6022,2018-05-19,独角兽“吞金”胃口很大,金融投资报
6023,2018-05-19,千亿估值宁德时代IPO获批，低迷行情加快巨无霸独角兽上市的背后,搜狐
6024,2018-05-19,宁德时代拿批文:募资总额缩水 市值仍有冲创业板第一,中证报
6025,2018-05-18,3家独角兽公司闪电过会 总融资规模将达460多亿,中金在线
6026,2018-05-18,A股IPO的新动向 减少审核排队企业 迎接“独角兽”到来,中金在线
6027,2018-05-18,涨停揭秘：权重板块拉升带动市场反弹 石油板块迎来涨停潮,巨丰财经
6028,2018-05-18,机构近期抢筹这24股 你跟吗?,证券时报
6029,2018-05-18,压力已释放不少 周五行情存转机,每日经济新闻
6030,2018-05-17,郑眼看盘：医药股调整 这几大风向标要留意,每日经济新闻
6031,2018-05-17,富士康OR药明康德，谁才是独角兽A股上市样本？,搜狐
6032,2018-05-17,独角兽新股开板不宜追高,北京商报网
6033,2018-05-17,涨停板解密：化工股逆市纷纷爆发！（5月17日）,Wind
6034,2018-05-17,药明康德市值超过华大基因 赶上恒瑞医药需N个1字板,新浪
6035,2018-05-17,A股早报2018年5月17日星期四,--
6036,2018-05-17,曹中铭:港股独角兽破发为A股公司预警,中财网
6037,2018-05-17,为什么股市越低迷，A股融资压力反而更大？,搜狐
6038,2018-05-16,一名老护士的出路,21世纪经济报道
6039,2018-05-16,涨停板解密：食品、医药两大板块逆市走强！（5月16日）,Wind
6040,2018-05-16,涨停揭秘：两市回落调整引分化 医药板块盘中受青睐,巨丰财经
6041,2018-05-16,"药明康德:中国药明,全球视野",正点财经
6042,2018-05-16,解码MSCI成分股：创业板暂无缘 新经济望纳入,21世纪经济报道
6043,2018-05-15,[看好评级]医药生物行业周报：短期面临调整 但长期趋势依然向好,中财网
6044,2018-05-15,大V观点：A股入摩倒数半个月 三年大熊市该要画上句号了吗？,巨丰财经
6045,2018-05-15,涨停揭秘：市场震荡攀升 超跌次新再获青睐,巨丰财经
6046,2018-05-15,赛隆药业：与药明康德合作研发的SLYY-140218项目的知识产权归公司所有,中证网
6047,2018-05-15,【挖题材】“鸿海系”股票暴涨 富士康IPO来了,证券时报网
6048,2018-05-15,富士康“锁股”发行为CDR试水,新京报
6049,2018-05-15,周周周报 | 独角兽概念赚翻了 又一独角兽将赴港IPO,凤凰网
6050,2018-05-14,富士康上市或带来较大突破,上海金融报
6051,2018-05-14,富士康IPO三亿承销费花落中金，大投行“赢者通吃”行业洗牌加剧,第一财经
6052,2018-05-14,富士康只要七个一字板 公司就能跻身A股市值前十名,国际金融报
6053,2018-05-14,全球最大金融科技公司诞生，拟AH上市，你准备好了吗,--
6054,2018-05-14,"涨停板解密：""独角兽""概念股再度来袭！（5月14日）",Wind
6055,2018-05-14,医疗保健行业动态：估值高位 波动加大 但趋势依然向好,中财网
6056,2018-05-14,【川财研究*策略】独角兽上市对优质成长股冲击有限,川财研究
6057,2018-05-14,富士康获批IPO却未公布募资金额，言下之意是什么？,搜狐
6058,2018-05-14,"""独角兽""版图扩张 预计涨幅超三成 6股受益",证券日报
6059,2018-05-14,CRO行业估值持续上升 又一巨头睿智化学即将登陆资本市场,证券日报
6060,2018-05-13,富士康来了 首发募资额恐“缩水”,北京商报网
6061,2018-05-13,“庄家”操盘妖股手法曝光 这些割“韭菜”套路要小心——道达对话牛博士,每日经济新闻
6062,2018-05-13,“独角兽”缩水发行会成常态？A股小伙伴们几家欢喜几家愁,Wind
6063,2018-05-12,富士康IPO获批文 估值与募资金额成焦点,财界网
6064,2018-05-12,富士康终于来了！深夜的这份IPO批文留下一个大悬念,每日经济新闻
6065,2018-05-12,深夜批文！富士康来了，募资多少？何时发行？下周是时间窗！请记得药明康德曾缩水六成发行,和讯
6066,2018-05-12,从药明康德到富士康IPO获批，A股独角兽为什么可以卖上好价钱？,搜狐
6067,2018-05-12,漫长的等待，周五深夜，证监会核发富士康批文！,21世纪经济报道
6068,2018-05-11,药明康德：股份异动 无应披露事项,e公司
6069,2018-05-11,涨停板解密：锂电池概念股逆市受追捧！（5月11日）,Wind
6070,2018-05-11,九洲药业：与药明康德属于同一业务板块,中证网
6071,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
6072,2018-05-11,73家药企董事长薪酬超百万元 药明康德董事长、总经理年薪均超千万元,证券日报
6073,2018-05-10,A股投资者对独角兽追捧过度,北京商报网
6074,2018-05-10,医药巨头争相上市 搅动CRO行业江湖,中证网
6075,2018-05-10,涨停揭秘：两市温和放量震荡攀升 粤港澳、填权概念股迎涨停潮,巨丰财经
6076,2018-05-10,[买入评级]医疗器械Ⅱ行业简评：器械创新审评提速 行业迎来政策红利,中财网
6077,2018-05-10,医药独角兽上市：3家保险公司持股药德康明,证券日报
6078,2018-05-10,[推荐评级]医药生物行业周报：增长确定 继续增持,中财网
6079,2018-05-10,药明康德：行业景气度高 业绩稳健增长,中信建投
6080,2018-05-10,曹中铭：同是独角兽 境遇为何大不同？,中财网
6081,2018-05-10,独角兽上市 应辅以投资者 专题教育,第一财经日报
6082,2018-05-10,警惕“独角兽”二级市场炒作风险,证券日报
6083,2018-05-09,“独角兽”药明康德再涨停！北大学霸夫妻财富达700亿，马云也笑了,21世纪经济报道
6084,2018-05-09,CRO浪潮已起 掘金相关标的,中证网
6085,2018-05-09,医药“独角兽”药明康德跑步上市 订单猛增研发放缓引关注,华夏时报
6086,2018-05-09,[买入评级]医药生物行业深度研究：细胞治疗：让肿瘤成为慢病,中财网
6087,2018-05-09,药明康德(603259)新股深度：中国药明 全球视野,中财网
6088,2018-05-09,解 析 | 独角兽药明康德暴力登场！苦等开板不如先看看这份CRO重要标的名单,东吴中小融
6089,2018-05-09,药明康德上市首日暴涨44%,新快报
6090,2018-05-09,药明康德涨停 领涨医疗器械服务板块,证券之星
6091,2018-05-09,药明康德成功登陆A股 华泰联合证券担任独家保荐机构,新华网
6092,2018-05-09,只需7个一字板 药明康德市值将比肩华大基因,网易
6093,2018-05-09,药明康德登陆A股CRO行业迎巨头 板块估值有望提升,中证网
6094,2018-05-09,“独角兽”药明康德上市首日涨停 市盈率仍不及恒瑞医药一半,大众证券报
6095,2018-05-09,药明康德登陆A股 板块估值有望提升,中证网
6096,2018-05-09,中一签药明康德能盈利多少,北青网
6097,2018-05-09,“独角兽”药明康德上市 近期新股平均8连板,证券时报
6098,2018-05-09,身陷废水排污传闻 药明康德发公告否认,投资快报
6099,2018-05-09,浦发银行深耕并购金融助力“独角兽”药明康德中概股回归,信息时报
6100,2018-05-09,道达投资手记：独角兽与白马齐飞要哪一种,每日经济新闻
6101,2018-05-08,“医药界华为”VS“基因界腾讯”，谁更牛？,21世纪经济报道
6102,2018-05-08,独角兽药明康德首发即迎涨停，是“炒作”还是“货真价实”？,搜狐
6103,2018-05-08,独角兽与白马齐飞 你要哪一匹？——道达投资手记,每日经济新闻
6104,2018-05-08,药明康德今日上交所挂牌 上市首日秒封涨停,证券日报
6105,2018-05-08,首钢医疗产业布局加速 投资企业药明康德正式登陆A股,中证网
6106,2018-05-08,药明康德：媒体所述废水系已经处理达标后对外排放,Wind
6107,2018-05-08,药明康德：近期涉公司环境问题报道与实情不符,e公司
6108,2018-05-08,和你侃：什么情况？“独角兽”刚来你们就甩货,和讯
6109,2018-05-08,助力“独角兽”回A 商业银行加码投行业务,中国经营网
6110,2018-05-08,恒指高开高走收涨1.4%，内资保险股集体大涨,Wind
6111,2018-05-08,君联资本投资药明康德背后：看好医疗服务投资2年不到收获4个IPO,中金在线
6112,2018-05-08,药明康德A股上市：去年前9个月营收41亿 强生是金主,搜狐
6113,2018-05-08,[增持评级]联讯医药行业2017年报及2018Q1季报总结：行业整体扣非净利增速下降 业绩明显分化下关注结构性机会,中财网
6114,2018-05-08,药明康德上交所IPO 市值有望突破千亿,中金在线
6115,2018-05-08,药明康德A股成功上市，中概股企业回归里程碑事件,凤凰网
6116,2018-05-08,沪指涨幅近1% 保险股大幅走高,腾讯网
6117,2018-05-08,A股首只“独角兽”药明康德开盘涨停 被称为医药领域的华为,中研网
6118,2018-05-08,独角兽成色几何：药明康德持续盈利能力需进一步观察,新浪
6119,2018-05-08,独角兽企业回归对A股有何影响,新浪
6120,2018-05-08,药明康德成功IPO 君联资本医疗服务投资再下一城,中证网
6121,2018-05-08,整点播报：两市延续回暖势头 金融板块受追捧,中证网
6122,2018-05-08,2018年5月8日新股提示：药明康德、越博动力上市,至诚财经
6123,2018-05-08,医药“独角兽”上市 药明康德布局进入下半场,经济观察网
6124,2018-05-08,药明康德今日上市，逾40万手买单封涨停,第一财经
6125,2018-05-08,“医药独角兽”药明康德正式登陆A股 开盘价上涨20%,中国网
6126,2018-05-08,首只“独角兽”药明康德今日上市 顶格秒停涨43.98%,中证网
6127,2018-05-08,“独角兽”药明康德首日上市遭卖11手 太激动手抖了?,每日经济新闻
6128,2018-05-08,药明康德真要命：全年废水排放等于黄河10分钟流量,新浪
6129,2018-05-08,首只“独角兽”药明康德今上市，无悬念大涨44%,Wind
6130,2018-05-08,武汉专场满堂彩，医药专场三过一，新股发审偶尔也来个专场模式？,挖贝网
6131,2018-05-08,A股首只“独角兽”药明康德上市 无悬念暴涨44%,金融界
6132,2018-05-08,A股第一只独角兽药明康德上市首日 超20万手封涨停,新浪
6133,2018-05-08,药明康德上市首日高开20%,每日经济新闻
6134,2018-05-08,独角兽药明康德今日上市 开盘涨停封单超20万手,e公司
6135,2018-05-08,东北证券【新股】5月8日越博动力和药明康德上市,东北证券金融世界
6136,2018-05-08,药明康德上交所挂牌“回A”,南方日报
6137,2018-05-08,5月8日新股发行与交易提示,金融界
6138,2018-05-08,“独角兽”药明康德今日上市 这几只股有望率先受益,金融界
6139,2018-05-08,N药明:券商定位区间均值为82.17-96.47元,Wind
6140,2018-05-08,医药产业日报：POCT行业发展尚处于初期 行业集中度低,中财网
