,2021-12-22,港股异动 | 中海油服(02883)早盘涨超5% 机构称国内加大能源安全保障利好海上油服等标的,智通财经
2701,2018-05-18,5月18日晚间利好消息汇总,证券时报网
2702,2018-05-18,巨丰投顾：石油、金融板块力挽狂澜,巨丰财经
2703,2018-05-18,图说涨停：石油板块涨停潮 指数下跌空间已被封杀,证券之星
2704,2018-05-18,涨停板解密：石油、页岩气相关股掀涨停潮！（5月18日）,Wind
2705,2018-05-18,油服板块爆发：中石油大涨7.33%，沪指兵临3200点,澎湃新闻
2706,2018-05-18,午后大盘强势反转 一现象暴露主力行踪,证券之星
2707,2018-05-18,涨停板复盘：沪指午后探底回升 煤炭油服板块大热,新浪
2708,2018-05-18,5月18日大盘收评：油服概念股活跃 沪指冲击3200点,新浪
2709,2018-05-18,收评：三大股指下探回升沪指涨1.24% 油服板块领涨,新浪
2710,2018-05-18,两市午后强势反弹 采掘服务石油矿业开采涨幅居前,金融界
2711,2018-05-18,安东油服飙14％ 巴克莱上调油价预测,经济通
2712,2018-05-18,两桶油缘何强势拉升，一关键因素将决定后市,证券之星
2713,2018-05-18,5月18日股市午评：可燃冰股票领涨 沪指小幅上调,新浪
2714,2018-05-18,布伦特原油冲破80美元 是时候重新审视这些行业了（附股）,证券时报网
2715,2018-05-18,【早盘播报】题材股表现亮眼 个股上再现“妖股”,每日经济新闻
2716,2018-05-18,快讯：油服板块早盘异动拉升 中油工程涨超5%,新浪
2717,2018-05-18,5月18日券商晨会研报汇编,证券日报
2718,2018-05-18,【晨会聚焦】行业：前四月份新能源汽车用了多少钴和锂？个股：金雷风电，科锐国际,中泰证券研究所
2719,2018-05-18,[看好评级]机械行业点评报告：地缘因素继续催化油价上涨 继续看好油服行业积极变化,中财网
2720,2018-05-17,[推荐评级]机械行业周报：6家A股机械设备公司纳入MSCI指数 相关板块及公司有望受益,中财网
2721,2018-05-16,申万宏源：推荐资源储量 受益油价上涨的弹性标的,金融界
2722,2018-05-16,申万宏源：石油化工业景气程度有望维持,中证网
2723,2018-05-15,中国第六代深水半潜式钻井平台将赴俄作业,中新网
2724,2018-05-15,"化工行业:供需与制裁双重预期,全球能源产品供给紧张",国联证券
2725,2018-05-14,[增持评级]机械设备行业周报：战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
2726,2018-05-14,[中性评级]化工行业周报：供需与制裁双重预期 全球能源产品供给紧张,中财网
2727,2018-05-14,【石化】上游+油服：美国制裁伊朗打响发令枪，如何选择最合适的标的？,天风研究
2728,2018-05-11,快讯：油气概念股早盘集体回调 石化机械领跌,中国经济网
2729,2018-05-11,5月11日券商晨会研报汇编,证券日报
2730,2018-05-11,机构预测19股今年业绩有望增长超10倍,证券时报
2731,2018-05-11,油价上涨推动油服行业复苏,中证报
2732,2018-05-10,A股头条之上市公司公告精选（5.11）,金融界
2733,2018-05-10,上市公司晚间重要公告（更新中）,金融界
2734,2018-05-10,中海油服(02883-HK)收到1694万元政府补助款,财华社
2735,2018-05-10,[强于大市评级]深度*行业*机械行业周报：对标中国制造2025 强烈推荐国产化中的半导体设备和工业基础件,中财网
2736,2018-05-10,[中性评级]化工行业周报：纯碱、聚MDI等涨幅居前 关注连云港化工区关停情况,中财网
2737,2018-05-10,国际油价节节高，A股刮起炒油风,钱江晚报
2738,2018-05-10,美油突破70美元重要关口 七股必被战略看好,证券之星
2739,2018-05-10,[推荐评级]机械行业周报：1-4月挖掘机销量仍保持快速增长 继续看好油气行业复苏,中财网
2740,2018-05-10,快讯：采掘服务板块盘初拉升 仁智股份涨停,中国经济网
2741,2018-05-10,石油板块持续上涨 两股封涨停,腾讯网
2742,2018-05-10,【实战传真】热点追踪：油价持续上涨，关注油服受益产业链板块,国元财富管理
2743,2018-05-10,场内热点持续有限资金做多热情不足 谨慎操作,巨丰财经
2744,2018-05-10,国际油价飙升激发石油板块潜能社保等四机构持21只个股,顶尖财经网
2745,2018-05-10,周四股市或将这样走！,中财网
2746,2018-05-10,国际油价飙升激发石油板块 六股投资正当时,证券日报
2747,2018-05-10,页岩气产业链发展提速 3只龙头股涨停板块热度骤升,证券日报
2748,2018-05-09,国际油价大涨，石油股终于沸腾了，原来真正受益的是它们！,每日经济新闻
2749,2018-05-09,揭秘涨停板：3股封涨停！油价大涨引爆石油板块,腾讯网
2750,2018-05-09,涨停板复盘：三大股指全线收跌 油气板块集体大涨,新浪
2751,2018-05-09,3股封涨停板 A+H石油板块飙涨,腾讯网
2752,2018-05-09,横盘震荡沪指下跌0.07% 石油相关概念领涨,腾讯网
2753,2018-05-09,巨丰收评：大盘仍处于超跌反弹周期,巨丰财经
2754,2018-05-09,油服股升幅扩大 中海油服涨近半成华油能源飙13%,新浪
2755,2018-05-09,[增持评级]机械设备行业周报：工程机械4月保持高增长 持续看好核心技术设备龙头,中财网
2756,2018-05-09,油服板块高开高走 中短线的油价仍将高位运行,股城网
2757,2018-05-09,午评：股指试探重要支撑点 回踩后有机会,中金在线
2758,2018-05-09,巨丰午评：股指回踩重要支撑点,巨丰财经
2759,2018-05-09,午评：沪指探底回升翻红涨0.06% 海南板块卷土重来,新浪
2760,2018-05-09,国际形势风云突变“点燃”油价 油服行业回暖曙光显现,天天基金网
2761,2018-05-09,[增持评级]机械设备行业周报：美油逼近70美元大关 关注中东局势 战略看好油服!持续看好半导体设备、机器人、军民融合,中财网
2762,2018-05-09,国际油价格上涨创三年来的新高 概念股聚焦,证券之星
2763,2018-05-09,石油板块走强 仁智股份涨停,中国经济网
2764,2018-05-09,国泰君安：对外开放送春风 龙头券商强者恒强,中证网
2765,2018-05-09,两市小幅回调 石油板块大涨1.36%,腾讯网
2766,2018-05-09,快讯：石油板块高开高走整体涨超2% 两桶油涨近2%,网易
2767,2018-05-09,[增持评级]石油与天然气行业专题研究：地缘政治风险上升背景下的油服行业投资框架,中财网
2768,2018-05-09,巨丰热点：美重启伊朗制裁或引油价反弹 石油板块盘中活跃,巨丰财经
2769,2018-05-09,国内原油期货刷新上市以来新高 AH股石油板块飙涨,腾讯网
2770,2018-05-09,油服板块高开高走 仁智股份涨近6%,每日经济新闻
2771,2018-05-09,快讯：两桶油概念板块高开高走 石化机械大涨近5%,新浪
2772,2018-05-08,[路演]中海油服：预计全年的收入将有所上涨,全景网
2773,2018-05-07,石油化工行业周报：涤纶价格上涨 关注伊朗地缘变化,中财网
2774,2018-05-07,原油价格上升推动石油板块大涨 恒泰艾普封板,腾讯网
2775,2018-05-07,石油化工采掘股 春天来了？,新金融观察
2776,2018-05-03,"中海油服事件点评:作业量持续回升,短期成本压力增加",国海证券
2777,2018-05-02,沪深两市双双高开 券商概念股全线飘红,股城网
2778,2018-04-30,港股半日总结：恒指升458点国指升2%中资金融股造高,理财18
2779,2018-04-27,中海油服(02883-HK)一季度亏损增至6.51亿元,财华社
2780,2018-04-23,[增持评级]石化行业数据周报20180422,中财网
2781,2018-04-23,[推荐评级]油气产业链系列深度报告三：“不可能三角”下资本开支必然提升,中财网
2782,2018-04-20,国际油价创三年多新高 四主线掘金受益标的,金融界
2783,2018-04-20,古中人：宏观经济改善 石油医疗股可吼,金融界
2784,2018-04-20,4月20日券商晨会研报汇编,证券日报
2785,2018-04-20,银河证券晨会纪要-180420,银河证券
2786,2018-04-20,第一上海叶尚志：大市成交量是现时重要观察指标,金融界
2787,2018-04-20,国际原油价格创近三年半新高 四主线掘金受益股,证券日报
2788,2018-04-19,沪指涨近1%重回3100点 航空板块强势领涨,搜狐
2789,2018-04-19,19日潜力排行榜居前的板块(附股),证券之星
2790,2018-04-19,可燃冰概念早盘持续活跃 中海油服涨5%,中国经济网
2791,2018-04-19,石油板块表现活跃 中国石油、中国石化涨逾1%,证券时报网
2792,2018-04-19,油气板块逐渐走强，山东墨龙直线封板,Wind
2793,2018-04-17,油服行业深度报告：油价企稳 油服行业凤凰涅磐,中财网
2794,2018-04-17,[优于大势评级]机械设备行业周报：一季度挖机销量和业绩超预期加持 重点关注工程机械结构性行情,中财网
2795,2018-04-17,[增持评级]机械设备行业周报：油价大涨 战略看好油服!力推杰瑞股份!持续推荐半导体设备 力推机器人(300024)等!,中财网
2796,2018-04-17,石化行业日报：原料收集及成本制约生物柴油发展,中财网
2797,2018-04-17,"2018年4月国际原油月报跟踪点评:地缘政治因素发酵推升油价,供需基本面支撑强劲",申万宏源
2798,2018-04-16,机械制造：油价大涨 荐10股,中泰证券
2799,2018-04-16,[看好评级]石油化工行业2018年一季度业绩前瞻：油价向上趋势逐步确立 石化上游迎来复苏,中财网
2800,2018-04-15,[推荐评级]通用机械行业周报：工程机械业绩超预期 智能装备需加强关注,中财网
2801,2018-04-12,港股全日总结：恒指回吐66点，三万一关遇阻，油股逆市扬,理财18
2802,2018-04-12,港股半日总结：恒指回吐69点，车股造淡，油股逆市扬,理财18
2803,2018-04-12,[推荐评级]油气钻采服务行业快评：油价中枢上移 看好油服行业结构性增长,中财网
2804,2018-04-12,[看好评级]机械行业点评：油服及设备行业拐点已确立 建议积极关注,中财网
2805,2018-04-12,国际原油价格维持强势格局 相关概念股机会仍存,金融界
2806,2018-04-11,沪指三连阳收复3200点 午后再现诡异一幕,证券之星
2807,2018-04-11,黄金、军工板块逆势走高,红周刊
2808,2018-04-11,染料行业迎来涨价潮,顶尖财经网
2809,2018-04-11,知识产权保护概念爆发,红周刊
2810,2018-04-11,沪深两市携手反弹 但一类股需坚决回避,证券之星
2811,2018-04-11,快讯：石油行业板块走强 龙宇燃油领涨,中国经济网
2812,2018-04-11,石油化工板块开盘活跃,证券之星
2813,2018-04-11,巨丰热点：国际油价大幅上涨 石油股盘中走强,巨丰财经
2814,2018-04-11,国际原油价格接近新高 油服设备业景气望回升(受益股),金融界
2815,2018-04-10,油服业“冬眠”苏醒了吗,航运交易公报
2816,2018-04-09,[增持评级]机械设备行业周报：持续推荐半导体设备 力推机器人(300024)等!挖掘机3月销量大增79% 周期预期差较大,中财网
2817,2018-04-09,【快讯】油服概念股异动拉升,每日经济新闻
2818,2018-04-09,快讯：油服概念股异动拉升 石化机械等个股涨停,新浪
2819,2018-04-08,四成公司业绩亮相，增速创下7年新高！一季报也来了，63股预增超300%,和讯
2820,2018-04-08,[增持评级]石油化工行业专题报告：原油：从供需看油价,中财网
2821,2018-04-04,页岩气领域获政策红包 哪些页岩气概念股或将受益？,证券日报
2822,2018-04-04,油气装备与服务：页岩气减税！页岩气压裂设备力推龙头,顶尖财经网
2823,2018-04-04,页岩气概念高开 石化机械一字涨停,金融界
2824,2018-04-04,页岩气领域获政策“红包” 四股迎利好腾飞在即,中财网
2825,2018-04-04,4月4日券商晨会研报汇编,证券日报
2826,2018-04-03,石化行业日报：巴西售出22个区块募资24亿美元,中财网
2827,2018-04-03,石油化工行业周报：一季度油价涨23%有助于支出落地,中财网
2828,2018-04-02,入选智能制造试点名单的上市公司中，16家已发布年报，有何看点？,证券时报网
2829,2018-04-02,"海油工程事件点评:业绩符合预期,将充分受益中海油资本开支大增",国海证券
2830,2018-04-01,石化行业日报：上周EIA原油库存增加164万桶,中财网
2831,2018-03-31,三月创业板指创两年最大月涨幅 四月机构扎堆看好银行等四行业,中财网
2832,2018-03-31,逾半数采掘股被机构看好 六股业绩优良蓄势待发,证券日报
2833,2018-03-30,券商评级:创业板大涨3%站上1900点 9股掘金,证券之星
2834,2018-03-30,"中海油服事件点评:四大板块全面复苏,毛利率改善略超预期",国海证券
2835,2018-03-29,【华创机械】每日公告速递2018-03-29,华创机械
2836,2018-03-29,中海油服：2018年或受益中海油资本开支大增 买入评级,和讯
2837,2018-03-29,[买入评级]中海油服(601808)年报点评：2017年扭亏为盈;2018年或受益中海油资本开支大增,中财网
2838,2018-03-29,[中性评级]中海油服(601808/02883.HK)年报点评：经营现金流超预期,中财网
2839,2018-03-29,[中性评级]海油工程(600583)年报点评：复苏早期,中财网
